,Way Too Soft,Frankys Dream,Mississippi Blue,Terrific Molly,Diplomatic Man,Influencer,Agent Eleven,Irene
06-01-2023 12:40:47.305335,"(5.5, 6.6, 6.279999999999999)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 90.0)","(8.5, 13.5, 11.965116279069768)","(10.0, 12.5, 12.242857142857142)","(4.6, 5.2, 5.0285714285714285)","(5.0, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:40:48.506635,"(5.5, 6.6, 6.279999999999999)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 93.33333333333333)","(8.5, 13.5, 11.965116279069768)","(10.0, 12.5, 12.188888888888888)","(4.6, 5.2, 5.0285714285714285)","(5.0, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:40:49.798420,"(5.5, 6.2, 6.109090909090909)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 93.33333333333333)","(8.5, 13.5, 11.965116279069768)","(10.0, 12.5, 12.188888888888888)","(4.6, 5.2, 5.0285714285714285)","(5.0, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:40:50.949887,"(5.5, 6.2, 6.109090909090909)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 93.33333333333333)","(8.5, 13.5, 11.965116279069768)","(10.0, 12.5, 12.188888888888888)","(4.6, 5.2, 5.0285714285714285)","(5.0, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:40:52.077432,"(5.5, 6.2, 6.109090909090909)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 90.0)","(8.5, 13.5, 11.965116279069768)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.2, 5.129411764705883)","(5.0, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:40:53.355762,"(5.5, 6.2, 6.109090909090909)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 90.0)","(8.5, 13.0, 12.40909090909091)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.2, 5.129411764705883)","(5.0, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:40:54.594252,"(5.5, 6.2, 6.109090909090909)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 90.0)","(8.5, 12.5, 12.40909090909091)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.2, 5.129411764705883)","(5.0, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:40:55.809255,"(5.5, 6.2, 6.109090909090909)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 93.33333333333333)","(8.5, 12.5, 12.40909090909091)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.2, 5.090909090909091)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:40:56.981886,"(5.5, 6.2, 6.109090909090909)","(12.0, 14.0, 13.23076923076923)","(31.0, 100.0, 93.33333333333333)","(8.5, 12.5, 12.40909090909091)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.2, 5.094117647058824)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:40:58.252514,"(5.5, 6.2, 6.066666666666666)","(12.0, 14.0, 13.30232558139535)","(31.0, 100.0, 91.66666666666667)","(8.5, 12.5, 12.055555555555555)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.2, 5.11)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:40:59.541394,"(5.5, 6.2, 6.066666666666666)","(12.0, 14.0, 13.30232558139535)","(31.0, 100.0, 81.66666666666667)","(8.5, 13.0, 12.055555555555555)","(10.0, 12.5, 12.181818181818182)","(4.6, 5.2, 5.163636363636363)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:41:00.637066,"(5.5, 6.4, 6.1230769230769235)","(12.0, 14.0, 13.23076923076923)","(31.0, 95.0, 81.66666666666667)","(8.5, 13.0, 12.055555555555555)","(10.0, 12.5, 12.181818181818182)","(4.6, 5.3, 5.3533333333333335)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:41:01.739062,"(5.5, 6.4, 6.330769230769231)","(12.0, 14.0, 13.146341463414634)","(31.0, 85.0, 81.66666666666667)","(8.5, 13.0, 12.863636363636363)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.4, 5.358620689655173)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:41:02.944605,"(5.5, 6.4, 6.361904761904762)","(12.0, 14.0, 13.146341463414634)","(31.0, 85.0, 83.57142857142857)","(8.5, 12.5, 12.375)","(10.0, 12.5, 12.174418604651162)","(4.6, 5.4, 5.358620689655173)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:41:04.082599,"(5.5, 6.4, 6.3578947368421055)","(12.0, 14.0, 13.146341463414634)","(31.0, 85.0, 83.0)","(8.5, 12.5, 11.75)","(10.0, 12.5, 12.170454545454545)","(4.6, 5.4, 5.335294117647059)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:41:05.226431,"(5.5, 6.4, 6.3578947368421055)","(12.0, 14.0, 13.426229508196721)","(31.0, 85.0, 83.0)","(8.5, 12.5, 11.9375)","(10.0, 12.5, 11.928571428571429)","(4.6, 5.4, 5.335294117647059)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:41:06.433641,"(5.5, 6.4, 6.3578947368421055)","(12.0, 14.0, 13.491525423728813)","(31.0, 140.0, 78.82352941176471)","(8.5, 12.0, 11.9375)","(10.0, 12.0, 11.666666666666666)","(4.6, 5.4, 5.36)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:41:07.570902,"(5.5, 6.4, 6.323076923076924)","(12.0, 14.0, 13.491525423728813)","(31.0, 95.0, 78.33333333333333)","(8.5, 12.0, 11.725806451612904)","(10.0, 12.5, 11.75)","(4.6, 5.4, 5.3428571428571425)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:41:08.720922,"(5.5, 6.4, 6.1454545454545455)","(12.0, 14.0, 13.636363636363637)","(31.0, 95.0, 78.33333333333333)","(8.5, 12.5, 11.725806451612904)","(10.0, 12.0, 11.45)","(4.6, 5.4, 5.390000000000001)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:41:09.860353,"(5.5, 6.4, 6.153846153846154)","(12.0, 14.0, 13.491525423728813)","(31.0, 95.0, 85.0)","(8.5, 12.0, 11.555555555555555)","(10.0, 12.0, 11.36)","(4.6, 5.4, 5.38)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:41:10.974656,"(5.5, 6.4, 6.153846153846154)","(12.0, 14.0, 13.491525423728813)","(31.0, 95.0, 85.0)","(8.5, 12.0, 11.56)","(10.0, 12.0, 11.2)","(4.6, 5.4, 5.38)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:41:12.101274,"(5.5, 6.4, 6.153846153846154)","(12.0, 14.0, 13.491525423728813)","(31.0, 95.0, 79.0)","(8.5, 12.0, 11.241379310344827)","(10.0, 12.0, 11.2)","(4.6, 5.4, 5.390000000000001)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.885)"
06-01-2023 12:41:13.336187,"(5.5, 6.2, 6.1)","(12.0, 13.5, 12.96875)","(31.0, 95.0, 77.5)","(8.5, 12.0, 11.525)","(10.0, 12.0, 11.214285714285714)","(4.6, 5.4, 5.35)","(5.5, 8.2, 7.92)","(2.7, 3.9, 3.870833333333333)"
06-01-2023 12:41:14.616419,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 12.96875)","(41.0, 95.0, 77.5)","(8.5, 12.0, 11.525)","(10.0, 12.0, 11.214285714285714)","(4.6, 5.4, 5.35)","(5.5, 8.2, 7.92)","(2.8, 3.9, 3.870833333333333)"
06-01-2023 12:41:15.820489,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 95.0, 85.0)","(8.5, 12.0, 11.525)","(10.0, 12.0, 11.409090909090908)","(4.6, 5.4, 5.385714285714286)","(5.5, 8.2, 7.92)","(2.8, 3.9, 3.889473684210526)"
06-01-2023 12:41:17.022441,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 95.0, 85.0)","(8.5, 12.0, 11.525)","(10.0, 11.5, 11.24390243902439)","(4.6, 5.4, 5.444)","(5.5, 8.2, 7.92)","(2.8, 3.9, 3.75)"
06-01-2023 12:41:18.281517,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 95.0, 86.11111111111111)","(8.5, 12.0, 11.525)","(10.0, 12.0, 11.24390243902439)","(4.6, 5.6, 5.745454545454545)","(5.5, 8.2, 7.945454545454545)","(2.8, 3.85, 3.7214285714285715)"
06-01-2023 12:41:19.458168,"(5.5, 6.4, 6.153846153846154)","(11.0, 13.5, 12.976923076923077)","(41.0, 95.0, 91.66666666666667)","(8.5, 12.0, 11.525)","(10.0, 12.0, 11.24390243902439)","(4.6, 5.8, 5.71578947368421)","(5.5, 8.2, 7.945454545454545)","(2.8, 3.75, 3.6333333333333333)"
06-01-2023 12:41:20.565412,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 87.5)","(8.5, 12.0, 11.529411764705882)","(10.0, 12.0, 11.25)","(4.6, 5.8, 5.675862068965517)","(5.5, 8.2, 7.977777777777777)","(2.8, 3.7, 3.5500000000000003)"
06-01-2023 12:41:21.798015,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 87.5)","(8.5, 12.0, 11.722222222222221)","(10.0, 12.0, 11.268292682926829)","(4.6, 5.8, 5.5777777777777775)","(5.5, 8.2, 7.872727272727273)","(2.8, 3.6, 3.55)"
06-01-2023 12:41:23.028260,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 82.5)","(8.5, 13.5, 13.083333333333334)","(10.0, 12.0, 11.268292682926829)","(4.6, 5.6, 5.5777777777777775)","(5.5, 8.4, 7.872727272727273)","(2.8, 3.6, 3.466666666666667)"
06-01-2023 12:41:24.208814,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 82.5)","(9.0, 13.5, 12.75)","(10.0, 12.0, 11.268292682926829)","(4.6, 5.6, 5.611111111111112)","(5.5, 8.4, 8.0375)","(2.8, 3.6, 3.5)"
06-01-2023 12:41:25.361445,"(5.5, 6.2, 6.1)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 82.5)","(9.0, 13.5, 12.833333333333334)","(10.0, 12.0, 11.268292682926829)","(4.6, 5.7, 5.591666666666667)","(5.5, 8.4, 8.048484848484849)","(2.8, 3.6, 3.5)"
06-01-2023 12:41:26.580972,"(5.5, 6.4, 6.12)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 82.5)","(9.0, 13.5, 12.833333333333334)","(10.0, 12.0, 11.25)","(4.6, 5.7, 5.552173913043478)","(5.5, 8.4, 8.06857142857143)","(2.8, 3.6, 3.5250000000000004)"
06-01-2023 12:41:27.651381,"(5.5, 6.2, 6.109090909090909)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 78.0)","(9.0, 13.5, 12.833333333333334)","(10.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.533333333333333)","(5.5, 8.4, 7.872727272727273)","(2.8, 3.6, 3.5136363636363637)"
06-01-2023 12:41:28.742549,"(5.5, 6.2, 6.109090909090909)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 78.0)","(9.0, 13.5, 12.833333333333334)","(10.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.557142857142857)","(5.5, 8.4, 7.872727272727273)","(2.8, 3.65, 3.5136363636363637)"
06-01-2023 12:41:29.927794,"(5.5, 6.2, 6.109090909090909)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 78.0)","(9.0, 13.5, 12.75)","(10.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.533333333333333)","(5.5, 8.4, 7.872727272727273)","(2.8, 3.65, 3.5136363636363637)"
06-01-2023 12:41:31.012262,"(5.5, 6.2, 6.109090909090909)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 78.0)","(9.0, 13.5, 12.75)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.555555555555555)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.5136363636363637)"
06-01-2023 12:41:32.158974,"(5.5, 6.2, 6.109090909090909)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 78.0)","(9.0, 13.5, 12.75)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.515384615384615)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:33.329382,"(5.5, 6.2, 6.109090909090909)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 77.14285714285714)","(9.0, 13.5, 12.75)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.595652173913043)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:34.351550,"(5.5, 6.2, 6.109090909090909)","(11.0, 13.5, 12.976923076923077)","(41.0, 90.0, 77.14285714285714)","(9.0, 13.5, 12.75)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.607692307692307)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:35.450616,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 13.007246376811594)","(41.0, 90.0, 80.0)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.607692307692307)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:36.675131,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 13.007246376811594)","(41.0, 90.0, 82.0)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.6)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:37.837591,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 13.007246376811594)","(41.0, 90.0, 82.0)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.6)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:38.990395,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 13.007246376811594)","(41.0, 90.0, 86.36363636363636)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.514285714285714)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:40.140336,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 13.007246376811594)","(41.0, 90.0, 86.36363636363636)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.563157894736842)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:41.309374,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 12.340909090909092)","(41.0, 90.0, 84.0)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.514285714285714)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:42.445186,"(5.5, 6.2, 6.088888888888889)","(11.0, 13.5, 12.083333333333334)","(41.0, 90.0, 85.0)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.24390243902439)","(4.6, 5.7, 5.607142857142857)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:43.704783,"(5.5, 6.2, 6.042857142857143)","(11.0, 13.5, 12.555555555555555)","(41.0, 90.0, 81.0)","(9.0, 13.5, 13.153846153846153)","(9.0, 12.0, 11.811111111111112)","(4.6, 5.7, 5.607142857142857)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:44.954693,"(5.5, 6.2, 6.042857142857143)","(11.0, 13.5, 12.555555555555555)","(41.0, 90.0, 81.0)","(9.0, 13.5, 13.125)","(9.0, 12.0, 13.157142857142857)","(4.6, 5.7, 5.530434782608696)","(6.0, 8.4, 7.85625)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:46.216538,"(5.5, 6.2, 6.057894736842106)","(11.0, 13.5, 12.892857142857142)","(41.0, 90.0, 81.0)","(9.0, 13.5, 13.125)","(9.0, 13.5, 12.652173913043478)","(4.6, 5.7, 5.530434782608696)","(6.0, 8.4, 7.92)","(2.7, 3.65, 3.515)"
06-01-2023 12:41:47.416477,"(5.5, 6.2, 6.0375000000000005)","(11.0, 13.5, 13.052631578947368)","(41.0, 90.0, 85.0)","(9.0, 13.5, 13.153846153846153)","(9.0, 13.5, 12.90909090909091)","(4.6, 5.7, 5.530434782608696)","(6.0, 8.2, 7.92)","(2.7, 3.65, 3.5166666666666666)"
06-01-2023 12:41:48.571133,"(5.5, 6.0, 5.9411764705882355)","(11.0, 13.5, 13.052631578947368)","(41.0, 90.0, 85.0)","(9.0, 13.5, 12.794117647058824)","(9.0, 13.0, 12.555555555555555)","(4.6, 5.7, 5.590909090909091)","(6.0, 8.2, 7.988235294117646)","(2.7, 3.65, 3.5444444444444443)"
06-01-2023 12:41:49.723057,"(5.5, 6.0, 5.916666666666667)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 13.125)","(9.0, 13.0, 12.90909090909091)","(4.6, 5.7, 5.566666666666667)","(6.0, 8.2, 7.8999999999999995)","(2.7, 3.6, 3.5107142857142857)"
06-01-2023 12:41:50.763184,"(5.5, 6.0, 5.916666666666667)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 13.125)","(9.0, 13.0, 12.90909090909091)","(4.6, 5.7, 5.6)","(6.0, 8.2, 7.8999999999999995)","(2.7, 3.65, 3.51)"
06-01-2023 12:41:51.883927,"(5.5, 6.0, 5.916666666666667)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 12.954545454545455)","(9.0, 13.0, 12.454545454545455)","(4.6, 5.7, 5.58)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.5107142857142857)"
06-01-2023 12:41:53.064963,"(5.5, 6.0, 5.975)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 13.235294117647058)","(9.0, 12.5, 12.357142857142858)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.5107142857142857)"
06-01-2023 12:41:54.206146,"(5.5, 6.0, 5.975)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 13.423076923076923)","(9.0, 12.5, 12.357142857142858)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.5107142857142857)"
06-01-2023 12:41:55.346949,"(5.5, 6.0, 5.975)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 13.423076923076923)","(9.0, 12.5, 12.227272727272727)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.5107142857142857)"
06-01-2023 12:41:56.519175,"(5.5, 6.0, 5.916666666666667)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 13.274193548387096)","(9.0, 12.5, 12.15625)","(4.6, 5.7, 5.536363636363637)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.5107142857142857)"
06-01-2023 12:41:57.642481,"(5.5, 6.0, 5.947826086956522)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 13.5, 13.1)","(9.0, 12.5, 12.15625)","(4.6, 5.7, 5.536363636363637)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:41:58.746751,"(5.5, 5.9, 5.814285714285714)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.25)","(9.0, 12.5, 12.15625)","(4.6, 5.7, 5.556)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:41:59.891956,"(5.5, 5.9, 5.842857142857143)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.15625)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:01.077637,"(5.5, 5.9, 5.875)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.15625)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:02.216479,"(5.5, 5.8, 5.770588235294118)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.15625)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:03.409215,"(5.5, 5.8, 5.770588235294118)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.25)","(9.0, 13.0, 12.833333333333334)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:04.629536,"(5.5, 5.8, 5.76875)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.53125)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:05.780536,"(5.5, 5.8, 5.770588235294118)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.25)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.53125)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:06.912812,"(5.5, 5.8, 5.770588235294118)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.541176470588235)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:08.154583,"(5.5, 5.8, 5.7631578947368425)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:09.331451,"(5.5, 5.8, 5.725)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.25)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:10.499491,"(5.5, 5.8, 5.725)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 81.2)","(9.0, 14.0, 13.25)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:11.761537,"(5.5, 5.8, 5.733333333333333)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.583870967741936)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:12.967878,"(5.5, 5.9, 5.833333333333334)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.428571428571429)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.583870967741936)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:14.098651,"(5.5, 5.9, 5.722222222222222)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.23076923076923)","(9.0, 12.5, 12.416666666666666)","(4.6, 5.7, 5.575862068965518)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:15.146824,"(5.5, 5.9, 5.722222222222222)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.23076923076923)","(9.0, 12.5, 12.833333333333334)","(4.6, 5.7, 5.5814814814814815)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:16.317841,"(5.5, 5.8, 5.5375)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.375)","(9.0, 13.0, 12.833333333333334)","(4.6, 5.7, 5.61)","(6.0, 8.2, 8.047619047619047)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:17.348587,"(5.5, 5.8, 5.5375)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.23076923076923)","(9.0, 13.0, 12.833333333333334)","(4.6, 5.7, 5.61)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:18.507976,"(5.5, 5.8, 5.5375)","(11.0, 13.5, 13.08695652173913)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.375)","(9.0, 13.0, 12.833333333333334)","(4.6, 5.7, 5.61)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.557142857142857)"
06-01-2023 12:42:19.701002,"(5.5, 5.8, 5.5375)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.428571428571429)","(9.0, 13.0, 12.833333333333334)","(4.6, 5.7, 5.61)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.561111111111111)"
06-01-2023 12:42:20.717613,"(5.5, 5.8, 5.5375)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.428571428571429)","(9.0, 13.0, 12.833333333333334)","(4.6, 5.7, 5.61)","(6.0, 8.2, 8.036363636363635)","(2.7, 3.65, 3.561111111111111)"
06-01-2023 12:42:21.796420,"(5.5, 5.8, 5.6)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.25)","(9.0, 13.0, 12.833333333333334)","(4.6, 5.7, 5.61)","(6.0, 8.2, 8.016666666666666)","(2.7, 3.65, 3.5625)"
06-01-2023 12:42:23.004262,"(5.5, 5.7, 5.658333333333333)","(11.0, 13.5, 13.077777777777778)","(41.0, 90.0, 79.0)","(9.0, 14.0, 13.375)","(9.0, 13.0, 12.5)","(4.6, 5.7, 5.5875)","(6.0, 8.2, 8.03076923076923)","(2.7, 3.65, 3.5749999999999997)"
