,Zipping Noelle,One For Luck,Cruzin Ace,Witch Earner,War Hammer,Sankey,Lend The Moose,Poppy Bluey
11-01-2023 12:56:44.478524,"(6.0, 10.0, 9.875862068965517)","(8.0, 14.0, 13.3)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.4, 4.22)","(7.5, 10.5, 9.831428571428571)","(13.0, 36.0, 29.806451612903224)","(61.0, 110.0, 101.25)","(4.4, 6.2, 5.935294117647059)"
11-01-2023 12:56:45.608133,"(6.0, 10.0, 9.875862068965517)","(8.0, 14.0, 13.3)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.4, 4.22)","(7.5, 10.5, 9.831428571428571)","(13.0, 36.0, 29.806451612903224)","(61.0, 110.0, 101.25)","(4.4, 6.2, 5.935294117647059)"
11-01-2023 12:56:46.813555,"(6.0, 10.0, 9.875862068965517)","(8.0, 14.0, 13.3)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.4, 4.22)","(7.5, 10.5, 9.831428571428571)","(13.0, 36.0, 29.806451612903224)","(61.0, 110.0, 101.25)","(4.4, 6.2, 5.935294117647059)"
11-01-2023 12:56:48.242071,"(6.0, 10.0, 9.875862068965517)","(8.0, 14.0, 13.3)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.4, 4.227777777777778)","(7.5, 10.5, 9.831428571428571)","(13.0, 36.0, 29.75)","(61.0, 110.0, 101.25)","(4.4, 6.2, 5.935294117647059)"
11-01-2023 12:56:49.713682,"(6.0, 10.0, 9.947826086956521)","(8.0, 14.0, 13.3)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.4, 4.2176470588235295)","(7.5, 10.5, 9.831428571428571)","(13.0, 36.0, 29.647058823529413)","(61.0, 110.0, 101.25)","(4.4, 6.2, 5.935294117647059)"
11-01-2023 12:56:51.130547,"(6.0, 10.0, 9.947826086956521)","(8.0, 14.0, 13.3)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.4, 4.173333333333334)","(7.5, 10.5, 9.831428571428571)","(13.0, 32.0, 24.75)","(61.0, 110.0, 90.0)","(4.4, 6.2, 6.033333333333333)"
11-01-2023 12:56:52.557285,"(6.0, 11.0, 9.976923076923077)","(8.0, 14.0, 14.785714285714285)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.2, 4.142857142857142)","(7.5, 10.5, 9.831428571428571)","(13.0, 30.0, 25.25)","(61.0, 100.0, 92.0)","(4.4, 6.2, 5.985714285714286)"
11-01-2023 12:56:53.936553,"(6.0, 11.0, 10.123076923076924)","(8.0, 15.5, 14.166666666666666)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.2, 4.066666666666666)","(7.5, 10.5, 9.884210526315789)","(13.0, 29.0, 26.857142857142858)","(61.0, 100.0, 93.33333333333333)","(4.4, 6.2, 5.985714285714286)"
11-01-2023 12:56:55.339051,"(6.0, 11.0, 10.181818181818182)","(8.0, 15.5, 14.166666666666666)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.1, 4.048275862068965)","(7.5, 10.5, 9.884210526315789)","(13.0, 29.0, 26.857142857142858)","(61.0, 100.0, 93.33333333333333)","(4.4, 6.2, 5.985714285714286)"
11-01-2023 12:56:56.627079,"(6.0, 11.0, 10.4)","(8.0, 15.5, 14.166666666666666)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.1, 4.048275862068965)","(7.5, 10.5, 9.884210526315789)","(13.0, 29.0, 26.857142857142858)","(61.0, 100.0, 120.0)","(4.4, 6.2, 5.985714285714286)"
11-01-2023 12:56:58.023641,"(6.0, 11.0, 10.625)","(8.0, 15.5, 13.785714285714286)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.1, 3.9697916666666666)","(7.5, 10.5, 9.884210526315789)","(13.0, 29.0, 24.689655172413794)","(61.0, 130.0, 120.0)","(4.4, 6.2, 5.985714285714286)"
11-01-2023 12:56:59.320150,"(6.0, 11.0, 10.694444444444445)","(8.0, 15.5, 13.785714285714286)","(3.6, 3.9, 3.8476190476190473)","(3.9, 4.1, 3.9291666666666667)","(7.5, 10.5, 9.884210526315789)","(13.0, 29.0, 24.88888888888889)","(61.0, 130.0, 120.0)","(4.4, 6.2, 6.036363636363637)"
11-01-2023 12:57:00.725317,"(6.0, 11.0, 10.694444444444445)","(8.0, 15.5, 13.785714285714286)","(3.6, 3.9, 3.8476190476190473)","(3.9, 3.95, 3.9333333333333336)","(7.5, 10.5, 9.51)","(13.0, 26.0, 24.25)","(61.0, 130.0, 107.5)","(4.4, 6.2, 5.86)"
11-01-2023 12:57:02.093662,"(6.0, 11.0, 10.694444444444445)","(8.0, 15.5, 14.642857142857142)","(3.6, 3.9, 3.8476190476190473)","(3.9, 3.95, 3.8249999999999997)","(7.5, 10.5, 9.705555555555556)","(13.0, 26.0, 24.25)","(61.0, 130.0, 107.5)","(4.4, 5.9, 6.042857142857144)"
11-01-2023 12:57:03.447657,"(6.0, 11.0, 10.694444444444445)","(8.0, 15.5, 14.642857142857142)","(3.6, 3.9, 3.8476190476190473)","(3.9, 3.95, 3.8093749999999997)","(7.5, 10.5, 9.705555555555556)","(13.0, 26.0, 24.105263157894736)","(61.0, 130.0, 107.5)","(4.4, 6.4, 5.955555555555556)"
11-01-2023 12:57:04.969744,"(6.0, 11.0, 10.694444444444445)","(8.0, 15.5, 14.954545454545455)","(3.6, 3.9, 3.8476190476190473)","(3.9, 3.95, 3.7595238095238095)","(7.5, 10.5, 10.225)","(13.0, 26.0, 24.142857142857142)","(61.0, 130.0, 107.5)","(4.4, 6.4, 5.955555555555556)"
11-01-2023 12:57:06.443495,"(6.5, 11.0, 10.694444444444445)","(9.0, 15.5, 14.954545454545455)","(3.4, 3.9, 3.8476190476190473)","(3.6, 3.95, 3.7595238095238095)","(7.5, 10.5, 10.06)","(15.0, 26.0, 23.103448275862068)","(61.0, 130.0, 98.125)","(4.4, 6.4, 5.955555555555556)"
11-01-2023 12:57:07.800792,"(6.5, 11.0, 10.694444444444445)","(9.0, 15.5, 14.954545454545455)","(3.4, 3.9, 3.8476190476190473)","(3.6, 3.95, 3.8)","(7.5, 10.5, 10.06)","(15.0, 26.0, 23.4)","(61.0, 190.0, 122.5)","(4.4, 6.4, 6.026666666666666)"
11-01-2023 12:57:09.126763,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.75)","(3.4, 3.9, 3.8476190476190473)","(3.6, 3.95, 3.8)","(7.5, 10.5, 10.06)","(15.0, 24.0, 22.142857142857142)","(61.0, 160.0, 122.5)","(4.4, 6.4, 6.026666666666666)"
11-01-2023 12:57:10.409188,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.75)","(3.4, 3.9, 3.8476190476190473)","(3.6, 3.95, 3.83)","(7.5, 10.5, 10.225)","(15.0, 24.0, 23.07142857142857)","(61.0, 160.0, 110.0)","(4.4, 6.4, 5.9625)"
11-01-2023 12:57:11.791337,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.75)","(3.4, 3.9, 3.8476190476190473)","(3.6, 3.95, 3.842857142857143)","(7.5, 10.5, 10.225)","(15.0, 24.0, 22.57894736842105)","(61.0, 160.0, 106.66666666666667)","(4.4, 6.4, 5.933333333333334)"
11-01-2023 12:57:13.117107,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.75)","(3.4, 3.9, 3.8476190476190473)","(3.6, 3.95, 3.842857142857143)","(7.5, 10.5, 10.06)","(15.0, 24.0, 22.69811320754717)","(61.0, 160.0, 106.66666666666667)","(4.4, 6.4, 5.933333333333334)"
11-01-2023 12:57:14.481942,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.954545454545455)","(3.4, 3.9, 3.8476190476190473)","(3.6, 3.95, 3.853225806451613)","(7.5, 10.5, 10.06)","(15.0, 24.0, 22.69811320754717)","(61.0, 160.0, 106.66666666666667)","(4.4, 6.4, 5.933333333333334)"
11-01-2023 12:57:15.760380,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.954545454545455)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.95, 3.83)","(7.5, 10.5, 10.225)","(15.0, 24.0, 22.69811320754717)","(61.0, 160.0, 106.66666666666667)","(4.4, 6.4, 6.105263157894737)"
11-01-2023 12:57:16.925181,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.75)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.85, 3.860344827586207)","(7.5, 10.5, 10.225)","(15.0, 24.0, 22.673076923076923)","(61.0, 160.0, 138.57142857142856)","(4.4, 6.4, 6.061538461538461)"
11-01-2023 12:57:18.100753,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.75)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.95, 3.846)","(7.5, 10.5, 10.0)","(15.0, 24.0, 22.775510204081634)","(61.0, 160.0, 141.25)","(4.4, 6.4, 6.061538461538461)"
11-01-2023 12:57:19.280909,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.0)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.95, 3.846)","(7.5, 10.5, 10.153846153846153)","(15.0, 24.0, 22.775510204081634)","(61.0, 160.0, 138.57142857142856)","(4.4, 6.4, 5.914285714285715)"
11-01-2023 12:57:20.526866,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.071428571428571)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.95, 3.846)","(7.5, 10.5, 10.21875)","(15.0, 24.0, 23.19298245614035)","(61.0, 160.0, 138.57142857142856)","(4.4, 6.0, 5.914285714285715)"
11-01-2023 12:57:21.763186,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.125)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.95, 3.831818181818182)","(7.5, 10.5, 9.916666666666668)","(15.0, 24.0, 23.275862068965516)","(61.0, 160.0, 138.57142857142856)","(4.4, 6.0, 5.86875)"
11-01-2023 12:57:22.967139,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.9)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.95, 3.8210526315789473)","(7.5, 10.5, 10.181818181818182)","(15.0, 24.0, 23.45098039215686)","(61.0, 160.0, 138.57142857142856)","(4.4, 6.0, 5.86875)"
11-01-2023 12:57:24.121802,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 14.9)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.9, 3.7785714285714285)","(7.5, 10.5, 10.294117647058824)","(15.0, 24.0, 23.5)","(61.0, 160.0, 131.42857142857144)","(4.4, 6.0, 5.8769230769230765)"
11-01-2023 12:57:25.330669,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.125)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.8, 3.8210526315789473)","(7.5, 10.5, 10.181818181818182)","(15.0, 26.0, 24.125)","(61.0, 150.0, 131.42857142857144)","(4.4, 6.0, 5.892307692307692)"
11-01-2023 12:57:26.612523,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.125)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.9, 3.79)","(7.5, 10.5, 10.294117647058824)","(15.0, 26.0, 24.846153846153847)","(61.0, 150.0, 125.625)","(4.4, 6.0, 5.892307692307692)"
11-01-2023 12:57:28.134285,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.125)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.9, 3.81)","(7.5, 10.5, 10.294117647058824)","(15.0, 26.0, 24.714285714285715)","(61.0, 150.0, 124.28571428571428)","(4.4, 6.0, 5.892307692307692)"
11-01-2023 12:57:29.352148,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.125)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.9, 3.8625)","(7.5, 10.5, 10.294117647058824)","(15.0, 26.0, 24.41176470588235)","(61.0, 140.0, 124.28571428571428)","(4.4, 6.0, 5.892307692307692)"
11-01-2023 12:57:30.595994,"(6.5, 11.0, 10.657894736842104)","(9.0, 15.5, 15.5)","(3.4, 3.9, 3.8476190476190473)","(3.5, 3.9, 3.877272727272727)","(7.5, 10.5, 10.294117647058824)","(15.0, 26.0, 25.18181818181818)","(61.0, 140.0, 117.14285714285714)","(4.4, 6.0, 5.876470588235295)"
11-01-2023 12:57:32.045542,"(6.5, 11.0, 10.657894736842104)","(9.0, 16.5, 15.4)","(3.4, 3.9, 3.8607142857142858)","(3.5, 3.9, 3.877272727272727)","(7.5, 10.5, 10.294117647058824)","(15.0, 26.0, 25.18181818181818)","(61.0, 130.0, 96.25)","(4.4, 6.0, 5.876470588235295)"
11-01-2023 12:57:33.453069,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 15.384615384615385)","(3.4, 3.9, 3.8586206896551722)","(3.5, 3.9, 3.9384615384615382)","(7.5, 10.5, 10.181818181818182)","(15.0, 26.0, 27.615384615384617)","(61.0, 130.0, 111.11111111111111)","(4.4, 6.0, 5.9222222222222225)"
11-01-2023 12:57:34.755773,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 15.4)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.1, 3.908333333333333)","(7.5, 10.5, 10.294117647058824)","(15.0, 28.0, 25.5)","(61.0, 120.0, 100.0)","(4.4, 6.0, 5.9222222222222225)"
11-01-2023 12:57:35.916565,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 15.035714285714286)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.0, 3.93125)","(7.5, 10.5, 10.181818181818182)","(15.0, 26.0, 25.5)","(61.0, 110.0, 102.5)","(4.4, 6.0, 5.9222222222222225)"
11-01-2023 12:57:37.045620,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 15.035714285714286)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.0, 3.93125)","(7.5, 10.5, 10.181818181818182)","(15.0, 26.0, 25.5)","(61.0, 110.0, 106.25)","(4.4, 6.0, 5.825)"
11-01-2023 12:57:38.257774,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.772727272727273)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.0, 3.9647058823529413)","(7.5, 10.5, 10.11111111111111)","(15.0, 26.0, 25.5)","(61.0, 110.0, 144.0909090909091)","(4.4, 6.0, 5.875)"
11-01-2023 12:57:39.424461,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.833333333333334)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.0, 3.9647058823529413)","(7.5, 10.5, 10.181818181818182)","(15.0, 26.0, 25.470588235294116)","(61.0, 150.0, 139.16666666666669)","(4.4, 6.0, 5.9)"
11-01-2023 12:57:40.706767,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 15.181818181818182)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.0, 4.075)","(7.5, 10.5, 10.15)","(15.0, 26.0, 25.470588235294116)","(61.0, 150.0, 144.0909090909091)","(4.4, 6.0, 5.9)"
11-01-2023 12:57:41.992397,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 15.181818181818182)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.2, 4.025)","(7.5, 10.5, 10.15)","(15.0, 26.0, 25.25)","(61.0, 150.0, 100.625)","(4.4, 6.0, 5.872727272727273)"
11-01-2023 12:57:43.386499,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 15.181818181818182)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.1, 4.025)","(7.5, 10.5, 10.15)","(15.0, 26.0, 25.25)","(61.0, 110.0, 100.625)","(4.4, 6.0, 5.909090909090909)"
11-01-2023 12:57:44.930040,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.875)","(3.4, 3.9, 3.8586206896551722)","(3.5, 4.1, 3.9875)","(7.5, 10.5, 10.266666666666667)","(15.0, 26.0, 25.25)","(61.0, 110.0, 93.63636363636364)","(4.4, 6.0, 5.863636363636363)"
11-01-2023 12:57:46.279593,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.875)","(3.4, 3.9, 4.042857142857143)","(3.5, 4.1, 3.9714285714285715)","(7.5, 10.5, 10.266666666666667)","(15.0, 26.0, 25.25)","(61.0, 110.0, 93.63636363636364)","(4.4, 6.0, 5.863636363636363)"
11-01-2023 12:57:47.504752,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.772727272727273)","(3.4, 4.1, 4.012499999999999)","(3.5, 4.1, 3.915)","(7.5, 10.5, 10.15)","(15.0, 26.0, 25.25)","(61.0, 110.0, 101.42857142857143)","(4.4, 6.0, 5.511111111111111)"
11-01-2023 12:57:49.188413,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.695652173913043)","(3.4, 4.1, 3.9157894736842107)","(3.5, 4.2, 3.915)","(7.5, 10.5, 10.15)","(15.0, 26.0, 25.25)","(61.0, 110.0, 101.42857142857143)","(4.4, 5.9, 5.663157894736843)"
11-01-2023 12:57:50.612945,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.695652173913043)","(3.4, 4.1, 3.9157894736842107)","(3.5, 4.2, 3.9285714285714284)","(7.5, 10.5, 10.08)","(15.0, 26.0, 25.294117647058822)","(61.0, 110.0, 92.85714285714286)","(4.4, 5.9, 5.75)"
11-01-2023 12:57:52.131894,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.695652173913043)","(3.4, 4.1, 3.9157894736842107)","(3.5, 4.2, 3.980769230769231)","(7.5, 10.5, 10.08)","(15.0, 26.0, 25.25)","(61.0, 95.0, 90.0)","(4.4, 5.9, 5.6923076923076925)"
11-01-2023 12:57:53.352734,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.695652173913043)","(3.4, 4.1, 4.01025641025641)","(3.5, 4.2, 3.980769230769231)","(7.5, 10.5, 10.08)","(15.0, 26.0, 25.384615384615383)","(61.0, 95.0, 93.88888888888889)","(4.4, 5.9, 5.6923076923076925)"
11-01-2023 12:57:54.595563,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.695652173913043)","(3.4, 4.1, 4.01025641025641)","(3.5, 4.2, 3.95)","(7.5, 10.5, 10.08)","(15.0, 26.0, 25.0)","(61.0, 95.0, 92.5)","(4.4, 5.9, 5.75)"
11-01-2023 12:57:55.932278,"(6.5, 11.0, 10.69767441860465)","(9.0, 16.0, 14.695652173913043)","(3.4, 4.1, 4.01025641025641)","(3.5, 4.2, 3.9857142857142858)","(7.5, 10.5, 10.08)","(15.0, 26.0, 25.0)","(61.0, 95.0, 117.5)","(4.4, 5.9, 5.707142857142857)"
11-01-2023 12:57:57.471094,"(6.5, 11.0, 10.657894736842104)","(9.0, 16.0, 15.321428571428571)","(3.4, 4.1, 3.96875)","(3.5, 4.2, 4.05)","(7.5, 10.5, 10.012121212121212)","(15.0, 26.0, 25.0)","(61.0, 150.0, 140.0)","(4.4, 5.9, 5.54)"
11-01-2023 12:57:59.241009,"(6.5, 11.0, 10.704545454545455)","(9.0, 15.5, 15.321428571428571)","(3.4, 4.1, 3.96875)","(3.5, 4.2, 4.05)","(7.5, 10.5, 10.012121212121212)","(15.0, 26.0, 25.384615384615383)","(61.0, 150.0, 144.54545454545453)","(4.4, 5.9, 5.54)"
11-01-2023 12:58:01.579605,"(6.5, 11.0, 10.704545454545455)","(9.0, 16.5, 15.214285714285714)","(3.4, 4.1, 3.96875)","(3.5, 4.2, 3.9625000000000004)","(7.5, 10.5, 10.012121212121212)","(15.0, 25.0, 24.923076923076923)","(61.0, 120.0, 108.75)","(4.4, 5.9, 5.54)"
11-01-2023 12:58:03.343895,"(6.5, 11.0, 10.704545454545455)","(9.0, 16.5, 14.85483870967742)","(3.4, 4.1, 3.933333333333333)","(3.5, 4.2, 4.090243902439025)","(7.5, 10.5, 10.012121212121212)","(15.0, 25.0, 24.923076923076923)","(61.0, 120.0, 108.75)","(4.4, 5.9, 5.54)"
11-01-2023 12:58:04.966245,"(6.5, 11.0, 10.704545454545455)","(9.0, 16.5, 14.85483870967742)","(3.4, 4.1, 3.9235294117647057)","(3.5, 4.2, 4.04)","(7.5, 10.5, 10.012121212121212)","(15.0, 25.0, 25.555555555555557)","(61.0, 120.0, 111.42857142857143)","(4.4, 5.9, 5.54)"
11-01-2023 12:58:06.473683,"(6.5, 11.0, 10.729166666666666)","(9.0, 16.5, 14.595238095238095)","(3.4, 4.1, 3.9235294117647057)","(3.5, 4.2, 4.132432432432433)","(7.5, 10.5, 10.012121212121212)","(15.0, 26.0, 25.555555555555557)","(61.0, 120.0, 108.18181818181819)","(4.4, 5.9, 5.720000000000001)"
11-01-2023 12:58:07.936082,"(6.5, 11.0, 10.729166666666666)","(9.0, 16.5, 14.75)","(3.4, 4.1, 3.952941176470588)","(3.5, 4.2, 3.86)","(7.5, 10.5, 10.069230769230769)","(15.0, 26.0, 24.933333333333334)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.642857142857143)"
11-01-2023 12:58:09.329637,"(6.5, 11.0, 10.729166666666666)","(9.0, 16.5, 15.5)","(3.4, 4.1, 4.209859154929577)","(3.5, 3.95, 3.8499999999999996)","(7.5, 10.5, 10.069230769230769)","(15.0, 25.0, 24.933333333333334)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.5964285714285715)"
11-01-2023 12:58:10.703248,"(6.5, 11.0, 10.729166666666666)","(9.0, 16.5, 15.293103448275861)","(3.4, 4.3, 4.213043478260869)","(3.5, 3.9, 3.8499999999999996)","(7.5, 10.5, 10.069230769230769)","(15.0, 25.0, 24.933333333333334)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.5964285714285715)"
11-01-2023 12:58:12.174854,"(6.5, 11.0, 10.729166666666666)","(9.0, 16.5, 15.293103448275861)","(3.4, 4.3, 4.213043478260869)","(3.5, 3.9, 3.8499999999999996)","(7.5, 10.5, 10.069230769230769)","(15.0, 25.0, 24.933333333333334)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.5964285714285715)"
11-01-2023 12:58:13.432663,"(6.5, 11.0, 10.729166666666666)","(9.0, 16.5, 15.136363636363637)","(3.4, 4.3, 4.093103448275862)","(3.4, 3.9, 3.99325)","(8.0, 10.5, 10.033333333333333)","(15.0, 25.0, 25.555555555555557)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.616666666666667)"
11-01-2023 12:58:14.717343,"(6.5, 11.0, 10.729166666666666)","(9.0, 16.5, 14.892857142857142)","(3.4, 4.3, 4.020833333333333)","(3.4, 4.0, 3.9125)","(8.0, 10.5, 8.424561403508772)","(15.0, 26.0, 25.555555555555557)","(61.0, 110.0, 106.66666666666667)","(4.4, 5.9, 5.652941176470589)"
11-01-2023 12:58:15.964830,"(6.5, 11.0, 10.75)","(9.0, 16.5, 15.214285714285714)","(3.4, 4.1, 4.020833333333333)","(3.4, 4.0, 3.9125)","(8.0, 9.0, 8.424561403508772)","(15.0, 26.0, 25.555555555555557)","(61.0, 110.0, 106.66666666666667)","(4.4, 5.9, 5.736363636363636)"
11-01-2023 12:58:17.144158,"(6.5, 11.0, 10.75)","(9.0, 16.5, 15.642857142857142)","(3.4, 4.1, 4.020833333333333)","(3.4, 4.0, 3.98)","(8.0, 9.0, 8.414754098360657)","(15.0, 26.0, 25.555555555555557)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.75)"
11-01-2023 12:58:18.661941,"(6.5, 11.0, 10.75)","(9.0, 16.5, 15.3)","(3.4, 4.1, 4.020833333333333)","(3.4, 4.1, 4.003571428571428)","(8.0, 9.0, 8.266666666666667)","(15.0, 26.0, 25.555555555555557)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.807692307692308)"
11-01-2023 12:58:19.942521,"(6.5, 11.0, 10.75)","(9.0, 16.5, 15.3)","(3.4, 4.1, 4.020833333333333)","(3.4, 4.1, 3.9642857142857144)","(8.0, 9.0, 8.672727272727274)","(15.0, 26.0, 25.555555555555557)","(61.0, 110.0, 108.18181818181819)","(4.4, 5.9, 5.816666666666667)"
11-01-2023 12:58:21.319601,"(6.5, 11.0, 10.75)","(9.0, 16.5, 15.1875)","(3.4, 4.1, 4.020833333333333)","(3.4, 4.0, 3.9772727272727275)","(8.0, 9.0, 8.581818181818182)","(15.0, 26.0, 25.555555555555557)","(61.0, 110.0, 106.66666666666667)","(4.4, 5.9, 5.833333333333333)"
11-01-2023 12:58:22.725264,"(6.5, 11.0, 10.75)","(9.0, 16.5, 15.916666666666666)","(3.4, 4.1, 4.1375)","(3.4, 4.0, 3.651644736842105)","(8.0, 8.8, 8.672727272727272)","(15.0, 26.0, 25.823529411764707)","(61.0, 110.0, 108.75)","(4.4, 6.0, 5.833333333333333)"
11-01-2023 12:58:24.036839,"(6.5, 11.0, 10.767857142857142)","(9.0, 16.5, 15.916666666666666)","(3.4, 4.2, 4.108)","(3.4, 3.8, 3.736666666666667)","(8.0, 8.8, 8.714285714285714)","(15.0, 26.0, 25.823529411764707)","(61.0, 120.0, 106.66666666666667)","(4.4, 6.0, 5.82)"
11-01-2023 12:58:25.452921,"(6.5, 11.0, 10.887755102040817)","(9.0, 16.5, 15.833333333333334)","(3.4, 4.3, 4.108)","(3.4, 3.75, 3.648101265822785)","(8.0, 9.0, 8.600000000000001)","(15.0, 26.0, 25.823529411764707)","(61.0, 120.0, 111.42857142857143)","(4.4, 6.0, 5.91)"
11-01-2023 12:58:26.856748,"(6.5, 11.0, 10.931818181818182)","(9.0, 16.5, 15.75)","(3.4, 4.3, 4.141176470588235)","(3.4, 3.7, 3.6507317073170733)","(8.0, 8.8, 8.600000000000001)","(15.0, 26.0, 25.823529411764707)","(61.0, 120.0, 112.94117647058823)","(4.4, 6.0, 5.925)"
11-01-2023 12:58:28.026917,"(6.5, 11.0, 10.931818181818182)","(9.0, 16.5, 15.75)","(3.4, 4.3, 4.1066666666666665)","(3.4, 3.7, 3.6799999999999997)","(8.0, 8.8, 8.533333333333333)","(15.0, 26.0, 28.57894736842105)","(61.0, 120.0, 112.94117647058823)","(4.4, 6.0, 5.82)"
11-01-2023 12:58:29.261756,"(6.5, 11.5, 11.470588235294118)","(9.0, 16.5, 15.875)","(3.4, 4.3, 4.1060606060606055)","(3.4, 3.75, 3.686666666666667)","(8.0, 8.8, 8.533333333333333)","(15.0, 29.0, 28.75)","(61.0, 120.0, 112.94117647058823)","(4.4, 6.0, 5.828571428571428)"
11-01-2023 12:58:30.516885,"(6.5, 11.5, 11.421052631578947)","(9.0, 16.5, 15.875)","(3.4, 4.3, 4.1060606060606055)","(3.4, 3.7, 3.6714285714285713)","(8.0, 8.8, 8.62857142857143)","(15.0, 29.0, 28.75)","(61.0, 120.0, 112.94117647058823)","(4.4, 6.0, 5.828571428571428)"
11-01-2023 12:58:31.726683,"(6.5, 11.5, 11.421052631578947)","(9.0, 16.5, 15.875)","(3.4, 4.3, 4.076744186046511)","(3.4, 3.7, 3.695689655172414)","(8.0, 8.8, 8.714285714285715)","(15.0, 29.0, 28.75)","(61.0, 120.0, 112.94117647058823)","(4.4, 6.0, 5.828571428571428)"
11-01-2023 12:58:32.880219,"(6.5, 12.5, 12.092592592592592)","(9.0, 16.0, 15.875)","(3.4, 4.3, 4.076744186046511)","(3.4, 3.7, 3.6490867579908675)","(8.0, 8.8, 8.714285714285715)","(15.0, 29.0, 27.11111111111111)","(61.0, 120.0, 112.94117647058823)","(4.4, 6.0, 6.147540983606557)"
