,Phantom Divine,Mister Hemsworth,Bucks Party,Sir Tom,Competition,Rabairneach,Ranhita,Highland Cathedral,Stella Simone,Luisana,Golden Honour,Dhyani,Diaco
07-01-2023 15:20:24.267499,"(31.0, 85.0, 61.0)","(9.0, 9.8, 9.416216216216217)","(3.3, 3.75, 3.624)","(7.5, 9.2, 8.85217391304348)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.125)","(14.0, 16.5, 15.590909090909092)","(10.0, 14.5, 13.7)","(20.0, 30.0, 28.333333333333332)","(26.0, 60.0, 55.55555555555556)","(31.0, 80.0, 68.63636363636364)","(21.0, 40.0, 37.333333333333336)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:25.702062,"(31.0, 85.0, 61.0)","(9.0, 9.8, 9.416216216216217)","(3.3, 3.75, 3.624)","(7.5, 9.2, 8.85217391304348)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.125)","(14.0, 16.5, 15.590909090909092)","(10.0, 14.5, 13.7)","(20.0, 30.0, 28.333333333333332)","(26.0, 60.0, 55.55555555555556)","(31.0, 80.0, 68.63636363636364)","(21.0, 40.0, 37.333333333333336)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:27.116038,"(31.0, 85.0, 61.0)","(9.0, 9.8, 9.416216216216217)","(3.3, 3.75, 3.624)","(7.5, 9.2, 8.85217391304348)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.125)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 28.333333333333332)","(26.0, 60.0, 55.55555555555556)","(31.0, 80.0, 64.375)","(21.0, 40.0, 40.0)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:28.569053,"(31.0, 85.0, 61.0)","(9.0, 9.8, 9.416216216216217)","(3.3, 3.75, 3.624)","(7.5, 9.2, 8.85217391304348)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.75)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 28.333333333333332)","(26.0, 60.0, 55.55555555555556)","(31.0, 80.0, 57.0)","(21.0, 48.0, 45.09090909090909)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:30.022078,"(31.0, 85.0, 61.0)","(9.0, 9.8, 9.264150943396226)","(3.3, 3.75, 3.592)","(7.5, 9.2, 8.85217391304348)","(5.5, 5.8, 5.7981132075471695)","(14.0, 18.5, 17.125)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 28.333333333333332)","(26.0, 60.0, 55.55555555555556)","(31.0, 75.0, 66.0)","(21.0, 48.0, 42.666666666666664)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:31.526128,"(31.0, 85.0, 61.0)","(9.0, 9.8, 9.310344827586206)","(3.3, 3.6, 3.5280487804878047)","(7.5, 9.2, 8.85217391304348)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.125)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.884615384615385)","(20.0, 30.0, 29.142857142857142)","(26.0, 60.0, 57.14285714285714)","(31.0, 75.0, 66.0)","(21.0, 48.0, 45.09090909090909)","(16.0, 24.0, 20.0)"
07-01-2023 15:20:33.036251,"(31.0, 85.0, 61.0)","(9.0, 9.8, 9.301754385964912)","(3.3, 3.55, 3.5338235294117646)","(7.5, 9.2, 8.85217391304348)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.125)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.884615384615385)","(20.0, 30.0, 29.142857142857142)","(26.0, 60.0, 50.0)","(31.0, 75.0, 69.6)","(21.0, 48.0, 45.09090909090909)","(16.0, 24.0, 23.0)"
07-01-2023 15:20:34.546554,"(31.0, 85.0, 65.0)","(9.0, 9.8, 9.301754385964912)","(3.3, 3.55, 3.535185185185185)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.125)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 29.142857142857142)","(26.0, 60.0, 50.0)","(31.0, 75.0, 69.6)","(21.0, 48.0, 45.09090909090909)","(16.0, 24.0, 20.0)"
07-01-2023 15:20:35.997756,"(31.0, 85.0, 65.0)","(9.0, 9.8, 9.301754385964912)","(3.3, 3.55, 3.535185185185185)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.125)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 29.142857142857142)","(26.0, 60.0, 50.0)","(31.0, 75.0, 69.6)","(21.0, 48.0, 45.09090909090909)","(16.0, 24.0, 20.0)"
07-01-2023 15:20:37.445544,"(31.0, 85.0, 65.0)","(9.0, 9.8, 9.301754385964912)","(3.3, 3.55, 3.535185185185185)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.875)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 29.333333333333332)","(26.0, 60.0, 55.0)","(31.0, 75.0, 69.6)","(21.0, 48.0, 45.53846153846154)","(16.0, 24.0, 23.352941176470587)"
07-01-2023 15:20:38.840063,"(31.0, 85.0, 65.0)","(9.0, 9.8, 9.301754385964912)","(3.3, 3.55, 3.541304347826087)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.875)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 29.85)","(26.0, 60.0, 57.5)","(31.0, 75.0, 69.6)","(21.0, 48.0, 45.53846153846154)","(16.0, 24.0, 23.5)"
07-01-2023 15:20:40.264524,"(31.0, 85.0, 65.0)","(9.0, 9.8, 9.301754385964912)","(3.3, 3.55, 3.541304347826087)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.875)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(20.0, 30.0, 37.2)","(26.0, 60.0, 57.5)","(31.0, 75.0, 69.6)","(21.0, 48.0, 45.53846153846154)","(16.0, 24.0, 23.181818181818183)"
07-01-2023 15:20:42.037733,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.253846153846155)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 17.875)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 42.0, 35.42857142857143)","(31.0, 60.0, 57.5)","(31.0, 75.0, 69.6)","(20.0, 48.0, 45.53846153846154)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:43.738915,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.301754385964912)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 18.196428571428573)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 35.42857142857143)","(31.0, 60.0, 57.5)","(31.0, 75.0, 72.54545454545455)","(20.0, 48.0, 41.333333333333336)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:45.485535,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 75.0, 66.36363636363636)","(20.0, 46.0, 41.333333333333336)","(16.0, 24.0, 22.0)"
07-01-2023 15:20:47.161897,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 66.36363636363636)","(20.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.166666666666668)"
07-01-2023 15:20:48.718501,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.42857142857143)","(31.0, 60.0, 57.5)","(31.0, 80.0, 66.36363636363636)","(20.0, 46.0, 43.45454545454545)","(16.0, 23.0, 20.5)"
07-01-2023 15:20:50.202069,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.7981132075471695)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 46.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 66.36363636363636)","(20.0, 46.0, 43.45454545454545)","(16.0, 23.0, 22.523809523809526)"
07-01-2023 15:20:51.684706,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.8, 5.8223529411764705)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 66.36363636363636)","(20.0, 46.0, 43.45454545454545)","(16.0, 23.0, 22.166666666666668)"
07-01-2023 15:20:53.144473,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.278899082568808)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.9, 5.846478873239437)","(14.0, 19.0, 17.75)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 66.36363636363636)","(20.0, 46.0, 43.45454545454545)","(16.0, 23.0, 21.0)"
07-01-2023 15:20:54.715161,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.278899082568808)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.9, 5.870491803278689)","(14.0, 19.0, 17.75)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 66.36363636363636)","(20.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.0)"
07-01-2023 15:20:56.269897,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.9, 5.810344827586206)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 67.5)","(20.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.0)"
07-01-2023 15:20:57.764571,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.54)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.9, 5.818181818181818)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 67.5)","(21.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.0)"
07-01-2023 15:20:59.287550,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.55, 3.4985714285714287)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.9, 5.818181818181818)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.5)","(31.0, 80.0, 67.5)","(21.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.0)"
07-01-2023 15:21:00.766811,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.5, 3.498611111111111)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.9, 5.818181818181818)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.7)","(21.0, 44.0, 37.0)","(31.0, 60.0, 57.5)","(31.0, 80.0, 67.5)","(21.0, 46.0, 43.45454545454545)","(16.0, 23.0, 21.0)"
07-01-2023 15:21:02.271294,"(31.0, 85.0, 65.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.5, 3.5983240223463686)","(7.5, 9.2, 8.860000000000001)","(5.5, 5.9, 5.855223880597015)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.954545454545455)","(21.0, 46.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 67.5)","(21.0, 46.0, 43.2)","(16.0, 23.0, 21.857142857142858)"
07-01-2023 15:21:03.730796,"(31.0, 85.0, 70.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.5983240223463686)","(7.5, 9.2, 8.714285714285714)","(5.5, 5.9, 5.842307692307692)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.954545454545455)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 67.5)","(21.0, 46.0, 40.4)","(16.0, 23.0, 21.857142857142858)"
07-01-2023 15:21:05.193210,"(31.0, 85.0, 62.8)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.5983240223463686)","(7.5, 9.2, 8.714285714285714)","(5.5, 5.9, 5.842307692307692)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.954545454545455)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 67.5)","(21.0, 46.0, 40.4)","(16.0, 23.0, 21.857142857142858)"
07-01-2023 15:21:06.734444,"(31.0, 80.0, 68.0)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.5983240223463686)","(7.5, 9.2, 8.714285714285714)","(5.5, 5.9, 5.842307692307692)","(14.0, 19.0, 18.134615384615383)","(14.0, 16.5, 16.0)","(10.0, 14.5, 13.954545454545455)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 67.5)","(21.0, 46.0, 40.4)","(16.0, 23.0, 21.857142857142858)"
07-01-2023 15:21:08.267475,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.278899082568808)","(3.3, 3.6, 3.5983240223463686)","(7.5, 9.2, 8.714285714285714)","(5.5, 5.9, 5.957142857142857)","(14.0, 19.0, 17.75)","(14.0, 16.5, 15.75)","(10.0, 14.5, 13.954545454545455)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 66.36363636363636)","(21.0, 46.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:09.767344,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.5983240223463686)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.891666666666667)","(14.0, 19.0, 17.75)","(14.0, 16.5, 15.75)","(10.0, 14.5, 13.954545454545455)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 68.46153846153845)","(21.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:11.243376,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.5983240223463686)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.859459459459459)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 14.5, 13.954545454545455)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 68.46153846153845)","(21.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:12.761292,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.5983240223463686)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.859459459459459)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 14.5, 13.166666666666666)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 68.46153846153845)","(21.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:14.208192,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.5846153846153848)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.933333333333334)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 14.5, 14.119047619047619)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 57.14285714285714)","(31.0, 80.0, 68.46153846153845)","(21.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:15.673620,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.322689075630253)","(3.3, 3.6, 3.590909090909091)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.933333333333334)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 14.5, 14.119047619047619)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 53.333333333333336)","(31.0, 80.0, 68.46153846153845)","(21.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:17.355220,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.187755102040816)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.933333333333334)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 14.5, 14.119047619047619)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 80.0, 68.46153846153845)","(21.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:18.987550,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.187755102040816)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.933333333333334)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 14.5, 16.34375)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 80.0, 55.0)","(21.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:20.943838,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.187755102040816)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 5.933333333333334)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 17.0, 16.34375)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 80.0, 62.5)","(20.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:22.801777,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.099047619047619)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.0, 6.553333333333333)","(14.0, 19.0, 18.1)","(14.0, 16.5, 15.75)","(10.0, 17.0, 15.32)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 75.0, 61.5)","(20.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:24.327163,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.561111111111111)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.25)","(10.0, 17.0, 14.5)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 75.0, 57.0)","(20.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:25.793235,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.561111111111111)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.40909090909091)","(10.0, 17.0, 14.5)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 75.0, 57.0)","(20.0, 44.0, 36.0)","(16.0, 23.0, 22.555555555555557)"
07-01-2023 15:21:27.251706,"(31.0, 80.0, 72.85714285714286)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.488135593220338)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.40909090909091)","(10.0, 17.0, 15.25)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 75.0, 57.0)","(20.0, 44.0, 40.4)","(16.0, 23.0, 22.565217391304348)"
07-01-2023 15:21:28.725546,"(31.0, 80.0, 50.0)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.6, 3.59375)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.488135593220338)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.40909090909091)","(10.0, 16.5, 15.25)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 75.0, 57.0)","(20.0, 46.0, 40.4)","(16.0, 23.0, 20.75)"
07-01-2023 15:21:30.244603,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.6, 3.5497175141242936)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.488135593220338)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.40909090909091)","(10.0, 16.5, 15.25)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 75.0, 55.333333333333336)","(20.0, 46.0, 40.4)","(16.0, 23.0, 21.857142857142858)"
07-01-2023 15:21:31.819310,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.55, 3.5497175141242936)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.488135593220338)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.40909090909091)","(10.0, 16.5, 15.25)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(20.0, 46.0, 40.4)","(16.0, 23.0, 22.0)"
07-01-2023 15:21:33.356594,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.55, 3.745121951219512)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.488135593220338)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.40909090909091)","(10.0, 16.5, 15.25)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(20.0, 46.0, 42.666666666666664)","(16.0, 23.0, 22.0)"
07-01-2023 15:21:34.861380,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.75, 3.745121951219512)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.488135593220338)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.40909090909091)","(10.0, 16.5, 15.25)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(20.0, 48.0, 42.666666666666664)","(16.0, 23.0, 22.0)"
07-01-2023 15:21:36.375377,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.75, 3.745121951219512)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.484210526315789)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.4)","(10.0, 16.5, 15.25)","(21.0, 44.0, 37.333333333333336)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(21.0, 48.0, 42.666666666666664)","(16.0, 23.0, 21.25)"
07-01-2023 15:21:37.862103,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.75, 3.6833333333333336)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.311111111111111)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.4)","(10.0, 16.5, 15.0)","(21.0, 44.0, 36.666666666666664)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(21.0, 48.0, 41.333333333333336)","(16.0, 23.0, 21.25)"
07-01-2023 15:21:39.298881,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.28169014084507)","(3.3, 3.75, 3.703846153846154)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.3)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.4)","(10.0, 16.0, 15.0)","(21.0, 42.0, 36.666666666666664)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(21.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.25)"
07-01-2023 15:21:40.815068,"(31.0, 75.0, 59.5)","(8.5, 9.8, 9.28169014084507)","(3.3, 3.75, 3.727777777777778)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.3)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.4)","(10.0, 16.0, 15.0)","(21.0, 42.0, 36.666666666666664)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(21.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.25)"
07-01-2023 15:21:42.264704,"(31.0, 75.0, 53.0)","(8.5, 9.8, 9.262773722627738)","(3.3, 3.75, 3.727777777777778)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.3)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.4)","(10.0, 16.0, 15.0)","(21.0, 42.0, 36.666666666666664)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(21.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.25)"
07-01-2023 15:21:43.715744,"(31.0, 80.0, 53.0)","(8.5, 9.8, 9.305084745762713)","(3.3, 3.75, 3.727777777777778)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.3)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.4)","(10.0, 16.0, 15.666666666666666)","(21.0, 42.0, 36.666666666666664)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(21.0, 46.0, 41.333333333333336)","(16.0, 23.0, 21.25)"
07-01-2023 15:21:45.178015,"(31.0, 80.0, 53.0)","(8.5, 9.8, 9.305084745762713)","(3.3, 3.75, 3.727777777777778)","(7.5, 9.2, 8.714285714285714)","(5.5, 6.6, 6.3)","(14.0, 19.0, 18.02173913043478)","(14.0, 16.5, 16.4)","(10.0, 16.0, 15.666666666666666)","(21.0, 42.0, 36.666666666666664)","(31.0, 60.0, 50.0)","(31.0, 70.0, 55.333333333333336)","(21.0, 46.0, 41.333333333333336)","(16.0, 23.0, 22.22222222222222)"
