,Free To Move,Beaufort Park,Blesk,Comanche Brave,Saucey Horsey,Kiss Me If You Can,Lovin Laughs,Lafargue,Standoff,Ceasar,Marketing,Worsfold
07-12-2022 18:22:43.167796,"(19.0, 99999, 99990)","(10.0, 12.0, 11.76958525345622)","(26.0, 32.0, 31.185185185185183)","(21.0, 40.0, 39.4)","(5.5, 6.4, 6.311420612813371)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.666666666666664)","(7.5, 9.2, 9.040336134453781)","(26.0, 38.0, 37.542857142857144)","(3.6, 3.95, 3.928337061894109)","(41.0, 55.0, 52.361111111111114)","(4.4, 4.8, 4.762643678160919)"
07-12-2022 18:22:44.800844,"(19.0, 99999, 99990)","(10.0, 12.0, 11.76958525345622)","(26.0, 32.0, 31.185185185185183)","(21.0, 40.0, 39.4)","(5.5, 6.4, 6.311420612813371)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.76923076923077)","(7.5, 9.2, 9.011070110701107)","(26.0, 38.0, 37.542857142857144)","(3.6, 3.95, 3.929320987654321)","(41.0, 55.0, 52.74193548387097)","(4.4, 4.8, 4.762643678160919)"
07-12-2022 18:22:46.548940,"(19.0, 99999, 99990)","(10.0, 12.0, 11.76958525345622)","(26.0, 32.0, 31.185185185185183)","(21.0, 40.0, 39.4)","(5.5, 6.4, 6.311420612813371)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.714285714285715)","(7.5, 9.2, 8.993243243243244)","(26.0, 38.0, 37.542857142857144)","(3.6, 3.95, 3.929320987654321)","(41.0, 55.0, 53.714285714285715)","(4.4, 4.8, 4.762643678160919)"
07-12-2022 18:22:48.258521,"(19.0, 99999, 99990)","(10.0, 12.0, 11.747474747474747)","(26.0, 32.0, 31.185185185185183)","(21.0, 40.0, 39.4)","(5.5, 6.4, 6.311420612813371)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.625)","(7.5, 9.2, 8.993243243243244)","(26.0, 38.0, 37.542857142857144)","(3.6, 3.95, 3.9242307692307694)","(41.0, 55.0, 54.516129032258064)","(4.4, 4.8, 4.762643678160919)"
07-12-2022 18:22:50.144037,"(19.0, 99999, 99990)","(10.0, 12.0, 11.747474747474747)","(26.0, 32.0, 31.228070175438596)","(21.0, 40.0, 39.4)","(5.5, 6.4, 6.311420612813371)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.625)","(7.5, 9.2, 9.012269938650308)","(26.0, 38.0, 37.01298701298701)","(3.6, 3.95, 3.92937181663837)","(41.0, 60.0, 54.516129032258064)","(4.4, 4.8, 4.764497041420118)"
07-12-2022 18:22:51.659103,"(19.0, 99999, 99990)","(10.0, 12.0, 11.747474747474747)","(26.0, 32.0, 31.228070175438596)","(21.0, 40.0, 38.285714285714285)","(5.5, 6.4, 6.308333333333334)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.625)","(7.5, 9.2, 9.05358851674641)","(26.0, 38.0, 37.241379310344826)","(3.6, 3.95, 3.9309561128526647)","(41.0, 60.0, 55.833333333333336)","(4.4, 4.8, 4.783846153846154)"
07-12-2022 18:22:53.642823,"(19.0, 99999, 99990)","(10.0, 12.0, 11.735449735449736)","(26.0, 32.0, 31.228070175438596)","(21.0, 40.0, 39.45454545454545)","(5.5, 6.4, 6.308333333333334)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.625)","(7.5, 9.2, 9.05358851674641)","(26.0, 38.0, 37.241379310344826)","(3.6, 3.95, 3.9339391936549903)","(41.0, 60.0, 56.5)","(4.4, 4.8, 4.783846153846154)"
07-12-2022 18:22:55.553062,"(19.0, 99999, 99990)","(10.0, 12.0, 11.735449735449736)","(26.0, 32.0, 31.228070175438596)","(21.0, 40.0, 39.69230769230769)","(5.5, 6.4, 6.308333333333334)","(31.0, 55.0, 52.28915662650603)","(26.0, 44.0, 43.625)","(7.5, 9.2, 9.05358851674641)","(26.0, 38.0, 37.241379310344826)","(3.6, 3.95, 3.9339391936549903)","(41.0, 60.0, 56.5)","(4.4, 4.9, 4.819333333333334)"
07-12-2022 18:22:57.272412,"(19.0, 99999, 99990)","(10.0, 12.0, 11.735449735449736)","(26.0, 32.0, 31.228070175438596)","(21.0, 40.0, 39.69230769230769)","(5.5, 6.4, 6.302631578947369)","(31.0, 55.0, 53.064516129032256)","(26.0, 44.0, 43.625)","(7.5, 9.2, 8.95367231638418)","(26.0, 38.0, 37.25423728813559)","(3.6, 3.95, 3.935909090909091)","(41.0, 60.0, 56.63461538461539)","(4.4, 4.9, 4.8486666666666665)"
07-12-2022 18:22:59.064152,"(19.0, 99999, 99990)","(10.0, 12.0, 11.735449735449736)","(26.0, 32.0, 31.153846153846153)","(21.0, 40.0, 39.833333333333336)","(5.5, 6.4, 6.302631578947369)","(31.0, 55.0, 53.064516129032256)","(26.0, 44.0, 43.733333333333334)","(7.5, 9.0, 8.94585635359116)","(26.0, 38.0, 37.266666666666666)","(3.6, 3.95, 3.942528735632184)","(41.0, 60.0, 57.15686274509804)","(4.4, 4.9, 4.8486666666666665)"
07-12-2022 18:23:00.662745,"(19.0, 99999, 99990)","(10.0, 12.0, 11.735449735449736)","(26.0, 32.0, 31.153846153846153)","(21.0, 40.0, 39.888888888888886)","(5.5, 6.4, 6.298958333333333)","(31.0, 55.0, 53.064516129032256)","(26.0, 44.0, 43.42857142857143)","(7.5, 9.0, 8.94585635359116)","(26.0, 38.0, 37.266666666666666)","(3.6, 3.95, 3.9364635010630757)","(41.0, 60.0, 57.15686274509804)","(4.4, 4.9, 4.856593406593407)"
07-12-2022 18:23:02.408244,"(19.0, 99999, 99990)","(10.0, 12.0, 11.735449735449736)","(26.0, 32.0, 30.391304347826086)","(21.0, 40.0, 39.888888888888886)","(5.5, 6.4, 6.298958333333333)","(31.0, 55.0, 53.064516129032256)","(26.0, 44.0, 43.42857142857143)","(7.5, 9.0, 8.94585635359116)","(26.0, 38.0, 37.22857142857143)","(3.6, 3.95, 3.936763686763687)","(41.0, 60.0, 57.55813953488372)","(4.4, 4.9, 4.856593406593407)"
07-12-2022 18:23:04.401209,"(19.0, 99999, 99990)","(10.0, 12.0, 11.735449735449736)","(26.0, 32.0, 30.62962962962963)","(21.0, 40.0, 39.888888888888886)","(5.5, 6.4, 6.295417789757413)","(31.0, 55.0, 53.064516129032256)","(26.0, 44.0, 43.42857142857143)","(7.5, 9.0, 8.96)","(26.0, 38.0, 37.22857142857143)","(3.6, 3.95, 3.9372069658405895)","(41.0, 60.0, 59.02777777777778)","(4.4, 4.9, 4.856593406593407)"
07-12-2022 18:23:06.226236,"(19.0, 99999, 99990)","(10.0, 12.0, 11.484251968503937)","(26.0, 32.0, 29.78)","(21.0, 40.0, 39.857142857142854)","(5.5, 6.4, 6.292428198433421)","(31.0, 55.0, 53.064516129032256)","(26.0, 44.0, 44.73076923076923)","(7.5, 9.0, 8.946816479400749)","(26.0, 38.0, 37.2463768115942)","(3.6, 3.95, 3.943602825745683)","(41.0, 60.0, 57.589285714285715)","(4.4, 4.9, 4.835038363171355)"
07-12-2022 18:23:08.162192,"(19.0, 99999, 99990)","(10.0, 11.5, 11.484251968503937)","(26.0, 32.0, 29.896551724137932)","(21.0, 40.0, 39.857142857142854)","(5.5, 6.4, 6.292428198433421)","(31.0, 55.0, 53.064516129032256)","(26.0, 46.0, 45.2972972972973)","(7.5, 9.0, 8.946816479400749)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.9463689482470787)","(41.0, 60.0, 58.625)","(4.4, 4.9, 4.835309278350516)"
07-12-2022 18:23:10.127849,"(19.0, 99999, 99990)","(10.0, 11.5, 11.48611111111111)","(26.0, 32.0, 29.896551724137932)","(21.0, 40.0, 42.15384615384615)","(5.5, 6.4, 6.284771573604061)","(31.0, 55.0, 53.65384615384615)","(26.0, 46.0, 45.26315789473684)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.9463689482470787)","(41.0, 60.0, 58.625)","(4.4, 4.9, 4.828080229226361)"
07-12-2022 18:23:12.132623,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483333333333333)","(26.0, 32.0, 29.896551724137932)","(21.0, 44.0, 42.470588235294116)","(5.5, 6.4, 6.284771573604061)","(31.0, 55.0, 54.22222222222222)","(26.0, 46.0, 45.26315789473684)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.9314212328767124)","(41.0, 60.0, 58.625)","(4.4, 4.9, 4.835805626598465)"
07-12-2022 18:23:14.082711,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483333333333333)","(26.0, 32.0, 29.896551724137932)","(21.0, 46.0, 44.56)","(5.5, 6.4, 6.284771573604061)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.933346394984326)","(41.0, 60.0, 58.020833333333336)","(4.4, 4.9, 4.835805626598465)"
07-12-2022 18:23:16.166857,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483050847457626)","(26.0, 32.0, 29.896551724137932)","(21.0, 46.0, 44.56)","(5.5, 6.4, 6.284771573604061)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.9288083953960733)","(41.0, 60.0, 58.020833333333336)","(4.4, 4.9, 4.835805626598465)"
07-12-2022 18:23:18.124607,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483050847457626)","(26.0, 32.0, 30.01086956521739)","(21.0, 46.0, 44.56)","(5.5, 6.4, 6.284771573604061)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.9294056668970283)","(41.0, 60.0, 59.14285714285714)","(4.4, 4.9, 4.830662983425414)"
07-12-2022 18:23:20.574763,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483050847457626)","(26.0, 32.0, 30.11340206185567)","(21.0, 46.0, 44.2)","(5.5, 6.4, 6.284771573604061)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.942307692307693)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.930523672883788)","(41.0, 60.0, 59.14285714285714)","(4.4, 4.9, 4.8298591549295775)"
07-12-2022 18:23:22.853886,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483050847457626)","(26.0, 32.0, 30.53012048192771)","(21.0, 46.0, 44.2)","(5.5, 6.4, 6.290072639225182)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944852941176471)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.93130081300813)","(41.0, 60.0, 59.14285714285714)","(4.4, 4.9, 4.847021276595744)"
07-12-2022 18:23:24.659423,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483050847457626)","(26.0, 32.0, 30.53012048192771)","(21.0, 46.0, 44.5)","(5.5, 6.4, 6.292671394799054)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 37.23529411764706)","(3.6, 3.95, 3.931474597273854)","(41.0, 60.0, 59.14285714285714)","(4.4, 4.9, 4.841701244813278)"
07-12-2022 18:23:26.496611,"(19.0, 99999, 99990)","(10.0, 11.5, 11.483050847457626)","(26.0, 32.0, 30.745098039215687)","(21.0, 46.0, 43.53846153846154)","(5.5, 6.4, 6.292671394799054)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 37.17460317460318)","(3.6, 3.95, 3.931474597273854)","(41.0, 60.0, 59.14285714285714)","(4.4, 4.9, 4.841701244813278)"
07-12-2022 18:23:28.381432,"(19.0, 99999, 99990)","(10.0, 11.5, 11.391304347826088)","(26.0, 32.0, 30.745098039215687)","(21.0, 46.0, 43.81818181818182)","(5.5, 6.4, 6.292671394799054)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 36.916666666666664)","(3.6, 3.95, 3.931075949367089)","(41.0, 60.0, 59.14285714285714)","(4.4, 4.9, 4.841701244813278)"
07-12-2022 18:23:30.425006,"(19.0, 99999, 99990)","(10.0, 11.5, 11.391304347826088)","(26.0, 32.0, 30.989473684210527)","(21.0, 46.0, 43.91304347826087)","(5.5, 6.4, 6.292671394799054)","(31.0, 55.0, 53.72549019607843)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 36.916666666666664)","(3.6, 3.95, 3.931075949367089)","(41.0, 60.0, 58.75)","(4.4, 4.9, 4.841701244813278)"
07-12-2022 18:23:32.515972,"(19.0, 99999, 99990)","(10.0, 11.5, 11.276536312849162)","(26.0, 32.0, 30.989473684210527)","(21.0, 46.0, 44.588235294117645)","(5.5, 6.4, 6.284771573604061)","(31.0, 55.0, 53.645833333333336)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.944649446494465)","(26.0, 38.0, 36.916666666666664)","(3.6, 3.95, 3.931075949367089)","(41.0, 60.0, 58.63636363636364)","(4.4, 4.9, 4.841213389121339)"
07-12-2022 18:23:34.479858,"(19.0, 99999, 99990)","(10.0, 11.5, 11.272727272727273)","(26.0, 32.0, 31.076923076923077)","(21.0, 46.0, 44.857142857142854)","(5.5, 6.4, 6.289583333333334)","(31.0, 55.0, 53.888888888888886)","(26.0, 46.0, 45.45454545454545)","(7.5, 9.0, 8.946808510638299)","(26.0, 38.0, 37.1578947368421)","(3.6, 3.95, 3.9343799058084774)","(41.0, 60.0, 59.285714285714285)","(4.4, 4.9, 4.8408510638297875)"
07-12-2022 18:23:36.404357,"(19.0, 99999, 99990)","(10.0, 11.5, 11.272277227722773)","(26.0, 32.0, 31.11926605504587)","(26.0, 46.0, 46.5)","(5.5, 6.4, 6.296078431372549)","(31.0, 55.0, 54.166666666666664)","(26.0, 46.0, 45.513513513513516)","(7.5, 9.0, 8.949832775919733)","(26.0, 38.0, 37.23809523809524)","(3.6, 3.95, 3.9347079918032786)","(51.0, 60.0, 60.57692307692308)","(4.4, 4.9, 4.845785440613027)"
07-12-2022 18:23:38.279414,"(19.0, 99999, 99990)","(10.0, 11.5, 11.241573033707866)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 46.5)","(5.5, 6.4, 6.296078431372549)","(31.0, 55.0, 53.90625)","(26.0, 46.0, 45.513513513513516)","(7.5, 9.0, 8.949832775919733)","(26.0, 38.0, 37.23809523809524)","(3.6, 3.95, 3.934840020314881)","(51.0, 65.0, 60.471698113207545)","(4.4, 4.9, 4.845785440613027)"
07-12-2022 18:23:40.271333,"(19.0, 99999, 99990)","(10.0, 11.5, 11.279904306220097)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 46.5)","(5.5, 6.4, 6.287769784172662)","(31.0, 55.0, 53.90625)","(26.0, 46.0, 46.1)","(7.5, 9.0, 8.949832775919733)","(26.0, 38.0, 37.34782608695652)","(3.6, 3.95, 3.9361242759347026)","(51.0, 65.0, 60.471698113207545)","(4.4, 4.9, 4.840963855421687)"
07-12-2022 18:23:42.131718,"(19.0, 99999, 99990)","(10.0, 11.5, 11.279904306220097)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 44.90909090909091)","(5.5, 6.4, 6.297091722595079)","(31.0, 55.0, 53.90625)","(26.0, 48.0, 46.857142857142854)","(7.5, 9.0, 8.949832775919733)","(26.0, 38.0, 37.34782608695652)","(3.6, 3.95, 3.9361242759347026)","(51.0, 65.0, 61.0)","(4.4, 4.8, 4.784702549575071)"
07-12-2022 18:23:43.924676,"(19.0, 99999, 99990)","(10.0, 11.5, 11.283980582524272)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 44.30769230769231)","(5.5, 6.4, 6.294009216589862)","(31.0, 55.0, 53.90625)","(26.0, 48.0, 46.857142857142854)","(7.5, 9.0, 8.949832775919733)","(26.0, 38.0, 37.7906976744186)","(3.6, 3.95, 3.9367043121149896)","(51.0, 65.0, 60.714285714285715)","(4.4, 4.8, 4.783384615384615)"
07-12-2022 18:23:45.778480,"(19.0, 99999, 99990)","(10.0, 11.5, 11.326171875)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 44.30769230769231)","(5.5, 6.4, 6.290307328605201)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.857142857142854)","(7.5, 9.0, 8.949832775919733)","(26.0, 38.0, 37.75)","(3.6, 3.95, 3.9376694473409803)","(51.0, 65.0, 60.714285714285715)","(4.4, 4.8, 4.783384615384615)"
07-12-2022 18:23:47.434543,"(19.0, 99999, 99990)","(10.0, 11.5, 11.326171875)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 44.30769230769231)","(5.5, 6.4, 6.2871046228710465)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.857142857142854)","(7.5, 9.0, 8.949832775919733)","(26.0, 38.0, 37.75)","(3.6, 3.95, 3.9376694473409803)","(51.0, 65.0, 60.294117647058826)","(4.4, 4.8, 4.782121212121212)"
07-12-2022 18:23:49.013333,"(19.0, 99999, 99990)","(10.0, 11.5, 11.326171875)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 45.9)","(5.5, 6.4, 6.286265060240964)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.888888888888886)","(7.5, 9.0, 8.947916666666666)","(26.0, 38.0, 37.75)","(3.6, 3.95, 3.9376694473409803)","(51.0, 65.0, 60.294117647058826)","(4.4, 4.8, 4.788998357963876)"
07-12-2022 18:23:50.580315,"(19.0, 99999, 99990)","(10.0, 11.5, 11.326171875)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 45.9)","(5.5, 6.4, 6.281372549019608)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.888888888888886)","(7.5, 9.0, 8.947916666666666)","(26.0, 38.0, 37.75)","(3.6, 3.95, 3.936991199119912)","(51.0, 65.0, 60.294117647058826)","(4.4, 4.9, 4.788998357963876)"
07-12-2022 18:23:52.618160,"(19.0, 99999, 99990)","(10.0, 11.5, 11.326171875)","(26.0, 32.0, 31.11926605504587)","(26.0, 48.0, 45.2)","(5.5, 6.4, 6.2788598574821854)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.888888888888886)","(7.5, 9.0, 8.947916666666666)","(26.0, 38.0, 37.75)","(3.6, 3.95, 3.936991199119912)","(51.0, 65.0, 60.294117647058826)","(4.4, 4.9, 4.789514866979656)"
07-12-2022 18:23:54.794220,"(19.0, 99999, 99990)","(10.0, 11.5, 11.326171875)","(26.0, 32.0, 31.61038961038961)","(26.0, 48.0, 44.0)","(5.5, 6.4, 6.284478371501272)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.888888888888886)","(7.5, 9.0, 8.96015037593985)","(26.0, 38.0, 37.67391304347826)","(3.6, 3.95, 3.9359723698193414)","(51.0, 65.0, 60.294117647058826)","(4.4, 4.9, 4.820168067226891)"
07-12-2022 18:23:57.068278,"(19.0, 99999, 99990)","(10.0, 11.5, 11.322709163346614)","(26.0, 32.0, 31.215686274509803)","(26.0, 50.0, 44.0)","(5.5, 6.4, 6.284478371501272)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.62068965517241)","(7.5, 9.0, 8.96015037593985)","(26.0, 38.0, 37.67391304347826)","(3.6, 3.95, 3.9359723698193414)","(51.0, 65.0, 60.294117647058826)","(4.4, 4.9, 4.8168490153172865)"
07-12-2022 18:23:59.158076,"(19.0, 99999, 99990)","(10.0, 11.5, 11.322709163346614)","(26.0, 32.0, 31.215686274509803)","(26.0, 50.0, 44.0)","(5.5, 6.4, 6.284478371501272)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.62068965517241)","(7.5, 9.0, 8.96015037593985)","(26.0, 38.0, 37.67391304347826)","(3.6, 3.95, 3.9323006724303555)","(41.0, 65.0, 60.294117647058826)","(4.4, 4.9, 4.8168490153172865)"
07-12-2022 18:24:00.857818,"(19.0, 99999, 99990)","(10.0, 11.5, 11.322709163346614)","(26.0, 32.0, 31.215686274509803)","(21.0, 50.0, 43.03225806451613)","(5.5, 6.4, 6.282383419689119)","(31.0, 55.0, 54.0)","(26.0, 48.0, 45.09090909090909)","(7.5, 9.0, 8.96015037593985)","(26.0, 38.0, 37.67391304347826)","(3.6, 3.95, 3.9319042871385843)","(41.0, 65.0, 63.65384615384615)","(4.4, 4.9, 4.818141592920354)"
07-12-2022 18:24:02.577035,"(19.0, 99999, 99990)","(10.0, 11.5, 11.322709163346614)","(26.0, 32.0, 31.215686274509803)","(21.0, 50.0, 43.03225806451613)","(5.5, 6.4, 6.282383419689119)","(31.0, 55.0, 54.0)","(26.0, 48.0, 45.25714285714286)","(7.5, 9.0, 8.967058823529412)","(26.0, 38.0, 37.67391304347826)","(3.6, 3.95, 3.9319042871385843)","(41.0, 65.0, 63.65384615384615)","(4.4, 4.9, 4.805128205128205)"
07-12-2022 18:24:04.199356,"(19.0, 99999, 99990)","(10.0, 11.5, 11.322709163346614)","(26.0, 32.0, 31.215686274509803)","(21.0, 50.0, 42.55172413793103)","(5.5, 6.4, 6.282383419689119)","(31.0, 55.0, 54.0)","(26.0, 48.0, 45.0)","(7.5, 9.0, 8.967058823529412)","(26.0, 38.0, 37.67391304347826)","(3.6, 3.95, 3.9319042871385843)","(41.0, 65.0, 63.65384615384615)","(4.4, 4.9, 4.805405405405406)"
07-12-2022 18:24:05.786658,"(19.0, 99999, 99990)","(10.0, 11.5, 11.322709163346614)","(26.0, 32.0, 31.215686274509803)","(26.0, 50.0, 45.95)","(5.5, 6.4, 6.288796680497925)","(31.0, 55.0, 54.0)","(26.0, 46.0, 46.76923076923077)","(7.5, 9.0, 8.976)","(26.0, 38.0, 38.59016393442623)","(3.6, 3.95, 3.934383792909398)","(51.0, 65.0, 63.92857142857143)","(4.4, 4.9, 4.790595611285267)"
07-12-2022 18:24:07.437988,"(19.0, 99999, 99990)","(10.0, 11.5, 11.32832618025751)","(26.0, 32.0, 31.06896551724138)","(26.0, 50.0, 45.84615384615385)","(5.5, 6.4, 6.288796680497925)","(31.0, 55.0, 54.0)","(26.0, 48.0, 46.76923076923077)","(7.5, 9.0, 8.976)","(26.0, 40.0, 38.676923076923075)","(3.6, 3.95, 3.934383792909398)","(51.0, 65.0, 64.03225806451613)","(4.4, 4.9, 4.821747967479674)"
07-12-2022 18:24:09.013860,"(19.0, 99999, 99990)","(10.0, 11.5, 11.32832618025751)","(26.0, 32.0, 31.06896551724138)","(26.0, 50.0, 44.705882352941174)","(5.5, 6.4, 6.288565488565489)","(31.0, 55.0, 54.146341463414636)","(26.0, 48.0, 46.76923076923077)","(7.5, 9.0, 8.974647887323943)","(26.0, 40.0, 38.676923076923075)","(3.6, 3.95, 3.934539121114684)","(51.0, 65.0, 64.03225806451613)","(4.4, 4.9, 4.821747967479674)"
07-12-2022 18:24:10.596700,"(19.0, 99999, 99990)","(10.0, 11.5, 11.325531914893617)","(26.0, 32.0, 31.027027027027028)","(26.0, 48.0, 44.54545454545455)","(5.5, 6.4, 6.24080459770115)","(31.0, 55.0, 54.20454545454545)","(26.0, 48.0, 46.76923076923077)","(7.5, 9.0, 8.974647887323943)","(26.0, 40.0, 38.676923076923075)","(3.6, 3.95, 3.930623667377399)","(51.0, 65.0, 64.03225806451613)","(4.4, 4.9, 4.8220647773279355)"
07-12-2022 18:24:12.202787,"(19.0, 99999, 99990)","(10.0, 11.5, 11.696078431372548)","(26.0, 32.0, 31.027027027027028)","(26.0, 48.0, 45.166666666666664)","(5.5, 6.4, 6.095816464237517)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 46.883720930232556)","(7.5, 9.0, 8.981463414634147)","(26.0, 40.0, 38.676923076923075)","(3.6, 3.95, 3.9274783147459726)","(51.0, 65.0, 64.8076923076923)","(4.4, 4.9, 4.825231481481482)"
07-12-2022 18:24:13.979795,"(19.0, 99999, 99990)","(10.0, 12.0, 11.730434782608695)","(26.0, 32.0, 31.027027027027028)","(26.0, 48.0, 43.833333333333336)","(5.5, 6.2, 6.094535519125683)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 47.08)","(7.5, 9.0, 8.981)","(26.0, 40.0, 38.821917808219176)","(3.6, 3.95, 3.930623667377399)","(51.0, 70.0, 65.27777777777777)","(4.4, 4.9, 4.825231481481482)"
07-12-2022 18:24:15.598304,"(19.0, 99999, 99990)","(10.0, 12.0, 11.730434782608695)","(26.0, 32.0, 31.027027027027028)","(26.0, 46.0, 43.4)","(5.5, 6.2, 6.094021739130435)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 47.08)","(7.5, 9.0, 8.981)","(26.0, 40.0, 38.821917808219176)","(3.6, 3.95, 3.9305926321409506)","(51.0, 70.0, 66.30434782608695)","(4.4, 4.9, 4.825231481481482)"
07-12-2022 18:24:17.232150,"(19.0, 99999, 99990)","(10.0, 12.0, 11.730434782608695)","(26.0, 32.0, 31.027027027027028)","(26.0, 46.0, 42.6)","(5.5, 6.2, 6.094021739130435)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 47.0)","(7.5, 9.0, 8.981)","(26.0, 40.0, 38.821917808219176)","(3.6, 3.95, 3.9309562398703406)","(51.0, 70.0, 66.07142857142857)","(4.4, 4.9, 4.825231481481482)"
07-12-2022 18:24:18.869435,"(19.0, 99999, 99990)","(10.0, 12.0, 11.730434782608695)","(26.0, 32.0, 31.027027027027028)","(26.0, 46.0, 42.6)","(5.5, 6.2, 6.094021739130435)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 47.0)","(7.5, 9.0, 8.981)","(26.0, 40.0, 38.821917808219176)","(3.6, 3.95, 3.8950797872340424)","(51.0, 70.0, 66.45161290322581)","(4.4, 4.9, 4.824884792626728)"
07-12-2022 18:24:20.513870,"(19.0, 99999, 99990)","(10.0, 12.0, 11.784722222222221)","(26.0, 32.0, 31.027027027027028)","(26.0, 44.0, 43.578947368421055)","(5.5, 6.2, 6.090134529147982)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 47.073170731707314)","(7.5, 9.0, 8.981)","(26.0, 40.0, 38.61290322580645)","(3.6, 3.9, 3.8950797872340424)","(51.0, 70.0, 66.45161290322581)","(4.4, 4.9, 4.824884792626728)"
07-12-2022 18:24:22.158055,"(19.0, 99999, 99990)","(10.0, 12.0, 11.784722222222221)","(26.0, 32.0, 31.027027027027028)","(26.0, 44.0, 43.578947368421055)","(5.5, 6.2, 6.088308740068104)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 47.22222222222222)","(7.5, 9.0, 8.955364806866953)","(26.0, 40.0, 38.61290322580645)","(3.6, 3.9, 3.8844969199178645)","(51.0, 65.0, 62.5)","(4.4, 4.9, 4.825058004640371)"
07-12-2022 18:24:23.801998,"(19.0, 99999, 99990)","(10.0, 12.0, 11.762295081967213)","(26.0, 32.0, 31.027027027027028)","(26.0, 44.0, 43.48717948717949)","(5.5, 6.2, 6.088308740068104)","(31.0, 55.0, 54.41860465116279)","(26.0, 48.0, 47.22222222222222)","(7.5, 9.0, 8.955364806866953)","(26.0, 40.0, 38.61290322580645)","(3.6, 3.9, 3.8844329896907217)","(51.0, 65.0, 62.5)","(4.4, 4.9, 4.823277909738717)"
