,Free To Move,Beaufort Park,Blesk,Comanche Brave,Saucey Horsey,Kiss Me If You Can,Lovin Laughs,Lafargue,Standoff,Ceasar,Marketing,Worsfold
07-12-2022 18:30:10.005731,"(21.0, 99999, 99990)","(11.0, 12.0, 11.910714285714286)","(26.0, 27.0, 26.78)","(31.0, 50.0, 48.82828282828283)","(6.5, 7.2, 7.12935916542474)","(61.0, 90.0, 88.41463414634147)","(41.0, 60.0, 56.19047619047619)","(7.5, 8.8, 8.5859375)","(31.0, 36.0, 34.611111111111114)","(3.5, 3.9, 3.8609756097560974)","(41.0, 50.0, 49.4392523364486)","(3.8, 4.3, 4.282692307692308)"
07-12-2022 18:30:12.375226,"(21.0, 99999, 99990)","(11.0, 12.0, 12.125)","(26.0, 27.0, 26.763636363636362)","(31.0, 50.0, 48.925925925925924)","(6.5, 7.2, 7.140197461212976)","(61.0, 90.0, 88.69047619047619)","(41.0, 60.0, 56.59574468085106)","(7.5, 8.6, 8.570242214532872)","(31.0, 36.0, 35.166666666666664)","(3.5, 3.9, 3.8762228260869565)","(41.0, 50.0, 49.517857142857146)","(3.9, 4.3, 4.275974304068522)"
07-12-2022 18:30:14.497882,"(21.0, 99999, 99990)","(10.0, 12.5, 12.224018475750578)","(26.0, 27.0, 27.289473684210527)","(31.0, 50.0, 49.333333333333336)","(6.5, 7.2, 7.147067669172932)","(61.0, 90.0, 89.07894736842105)","(41.0, 60.0, 57.15686274509804)","(7.5, 8.6, 8.584892086330935)","(31.0, 36.0, 34.42253521126761)","(3.5, 3.9, 3.7978624174115816)","(41.0, 50.0, 49.64485981308411)","(3.9, 4.3, 4.261700336700336)"
07-12-2022 18:30:16.975734,"(21.0, 99999, 99990)","(10.0, 12.5, 12.330882352941176)","(26.0, 28.0, 27.63013698630137)","(31.0, 50.0, 49.38028169014085)","(6.5, 7.2, 7.151937984496124)","(61.0, 90.0, 89.375)","(41.0, 60.0, 57.410714285714285)","(7.5, 8.8, 8.621315192743765)","(31.0, 36.0, 34.64804469273743)","(3.5, 3.8, 3.798747108712413)","(41.0, 50.0, 49.70093457943925)","(3.9, 4.3, 4.250449597728348)"
07-12-2022 18:30:19.333007,"(21.0, 99999, 99990)","(10.0, 12.5, 12.642394822006473)","(26.0, 28.0, 27.470588235294116)","(31.0, 50.0, 49.80327868852459)","(6.0, 7.2, 7.20507399577167)","(61.0, 90.0, 92.75)","(41.0, 60.0, 57.66129032258065)","(7.5, 8.8, 8.620765027322404)","(31.0, 36.0, 35.24475524475525)","(3.5, 3.8, 3.778689967312044)","(41.0, 55.0, 50.81395348837209)","(3.9, 4.3, 4.206752931661949)"
07-12-2022 18:30:21.349603,"(21.0, 99999, 99990)","(10.0, 13.0, 12.72429906542056)","(26.0, 28.0, 27.738095238095237)","(31.0, 50.0, 50.73913043478261)","(6.0, 7.4, 7.182362204724409)","(61.0, 95.0, 93.2)","(41.0, 60.0, 57.958333333333336)","(7.5, 8.8, 8.554545454545455)","(31.0, 36.0, 35.642857142857146)","(3.5, 3.8, 3.779944104338568)","(41.0, 55.0, 52.129629629629626)","(3.9, 4.3, 4.22418797512094)"
07-12-2022 18:30:23.195200,"(21.0, 99999, 99990)","(10.0, 13.0, 12.74065934065934)","(26.0, 28.0, 27.74712643678161)","(31.0, 55.0, 50.73913043478261)","(6.0, 7.2, 7.180927152317881)","(61.0, 95.0, 92.75862068965517)","(41.0, 60.0, 57.99180327868852)","(7.5, 8.6, 8.594666666666667)","(31.0, 36.0, 35.65217391304348)","(3.5, 3.8, 3.7802313214570593)","(41.0, 55.0, 52.232142857142854)","(3.9, 4.3, 4.246686746987952)"
07-12-2022 18:30:25.095057,"(21.0, 99999, 99990)","(11.0, 13.0, 12.753456221198157)","(26.0, 28.0, 27.77319587628866)","(31.0, 55.0, 50.86746987951807)","(6.5, 7.2, 7.181749049429658)","(61.0, 95.0, 91.75)","(41.0, 60.0, 58.05555555555556)","(7.5, 8.6, 8.372073921971253)","(31.0, 36.0, 35.71666666666667)","(3.5, 3.8, 3.7815940516566657)","(41.0, 55.0, 51.03448275862069)","(3.9, 4.3, 4.247818396226415)"
07-12-2022 18:30:27.008211,"(21.0, 99999, 99990)","(11.0, 13.0, 12.773404255319148)","(26.0, 28.0, 27.69672131147541)","(31.0, 55.0, 50.8130081300813)","(6.5, 7.2, 7.182374541003672)","(61.0, 95.0, 92.14285714285714)","(41.0, 60.0, 58.18518518518518)","(7.5, 8.4, 8.520218579234973)","(31.0, 36.0, 36.470588235294116)","(3.5, 3.85, 3.8144416456759025)","(41.0, 55.0, 51.34920634920635)","(3.9, 4.3, 4.238871274571972)"
07-12-2022 18:30:28.908283,"(21.0, 99999, 99990)","(11.0, 13.0, 12.743169398907105)","(26.0, 28.0, 27.794392523364486)","(31.0, 55.0, 50.8130081300813)","(6.5, 7.2, 7.181395348837209)","(61.0, 95.0, 92.14285714285714)","(41.0, 60.0, 58.18518518518518)","(7.5, 8.6, 8.395495495495496)","(31.0, 38.0, 36.77647058823529)","(3.5, 3.8, 3.7899105754276827)","(41.0, 55.0, 51.34920634920635)","(3.9, 4.3, 4.224343185550082)"
07-12-2022 18:30:34.667130,"(21.0, 99999, 99990)","(11.0, 13.0, 12.711842105263157)","(26.0, 28.0, 27.796296296296298)","(31.0, 55.0, 50.708333333333336)","(6.5, 7.2, 7.191184573002755)","(61.0, 95.0, 92.61904761904762)","(41.0, 60.0, 58.1985294117647)","(7.5, 8.4, 8.346283783783784)","(31.0, 38.0, 36.7906976744186)","(3.5, 3.85, 3.805651672433679)","(41.0, 55.0, 51.46153846153846)","(3.9, 4.3, 4.235610619469027)"
07-12-2022 18:30:36.830633,"(21.0, 99999, 99990)","(11.0, 13.0, 12.195090439276486)","(26.0, 28.0, 26.145454545454545)","(31.0, 55.0, 52.05673758865248)","(6.0, 7.2, 7.173002754820937)","(61.0, 95.0, 95.57692307692308)","(41.0, 60.0, 62.138364779874216)","(7.5, 8.4, 8.34224924012158)","(31.0, 38.0, 36.24242424242424)","(3.5, 3.8, 3.788235294117647)","(51.0, 60.0, 55.96774193548387)","(3.9, 4.3, 4.24139549436796)"
07-12-2022 18:30:38.735200,"(21.0, 99999, 99990)","(11.0, 12.5, 12.261616161616162)","(21.0, 27.0, 26.76923076923077)","(31.0, 55.0, 52.375)","(6.0, 7.2, 7.222809457579972)","(61.0, 100.0, 95.6140350877193)","(41.0, 65.0, 62.331460674157306)","(7.5, 8.4, 8.508056872037915)","(31.0, 38.0, 37.205479452054796)","(3.5, 3.8, 3.791122913505311)","(51.0, 60.0, 57.340425531914896)","(3.9, 4.2, 4.177486338797814)"
07-12-2022 18:30:40.724130,"(21.0, 99999, 99990)","(11.0, 12.5, 12.32819383259912)","(21.0, 27.0, 26.789473684210527)","(31.0, 55.0, 52.21854304635762)","(6.0, 7.4, 7.167979002624672)","(61.0, 100.0, 96.09375)","(41.0, 65.0, 62.654639175257735)","(7.5, 8.6, 8.494565217391305)","(31.0, 38.0, 37.205479452054796)","(3.5, 3.8, 3.7924986931521167)","(51.0, 60.0, 57.340425531914896)","(3.9, 4.2, 4.168033450229296)"
07-12-2022 18:30:42.950724,"(21.0, 99999, 99990)","(11.0, 12.5, 12.330802603036876)","(21.0, 27.0, 26.8)","(31.0, 55.0, 52.254901960784316)","(6.0, 7.2, 7.167160161507403)","(61.0, 100.0, 96.80555555555556)","(41.0, 65.0, 62.67857142857143)","(7.5, 8.6, 8.562059620596205)","(31.0, 38.0, 37.22666666666667)","(3.5, 3.8, 3.7792873051224944)","(51.0, 60.0, 57.44897959183673)","(3.9, 4.2, 4.166305278174037)"
07-12-2022 18:30:45.174356,"(21.0, 99999, 99990)","(10.0, 12.5, 12.477695167286246)","(21.0, 27.0, 27.38053097345133)","(31.0, 55.0, 52.35849056603774)","(6.5, 7.2, 7.167213114754098)","(61.0, 100.0, 96.5359477124183)","(41.0, 65.0, 62.60526315789474)","(7.5, 8.6, 8.565770171149143)","(31.0, 38.0, 37.17391304347826)","(3.5, 3.8, 3.7801956441491322)","(51.0, 60.0, 57.27272727272727)","(3.9, 4.2, 4.160341365461847)"
07-12-2022 18:30:48.042919,"(21.0, 99999, 99990)","(10.0, 12.5, 12.411184210526315)","(21.0, 28.0, 27.44)","(31.0, 55.0, 52.23684210526316)","(6.5, 7.2, 7.169086021505376)","(61.0, 100.0, 94.76635514018692)","(41.0, 65.0, 62.60956175298805)","(7.5, 8.6, 8.567213114754098)","(31.0, 38.0, 37.56060606060606)","(3.5, 3.8, 3.775589660743134)","(51.0, 60.0, 56.15384615384615)","(3.9, 4.2, 4.163071693448702)"
07-12-2022 18:30:50.397122,"(21.0, 99999, 99990)","(11.0, 12.5, 12.397526501766784)","(21.0, 28.0, 26.864864864864863)","(31.0, 55.0, 51.938202247191015)","(6.0, 7.2, 7.257407407407408)","(61.0, 95.0, 94.30555555555556)","(41.0, 65.0, 62.41304347826087)","(7.5, 8.6, 8.56279069767442)","(31.0, 38.0, 37.67479674796748)","(3.5, 3.8, 3.7730674846625765)","(51.0, 60.0, 55.78125)","(3.8, 4.2, 4.16608228980322)"
07-12-2022 18:30:52.520525,"(21.0, 99999, 99990)","(11.0, 12.5, 12.359116022099448)","(21.0, 27.0, 26.456375838926174)","(31.0, 55.0, 51.76470588235294)","(6.0, 7.4, 7.2143474503025065)","(61.0, 95.0, 94.5798319327731)","(41.0, 65.0, 62.435344827586206)","(7.5, 8.6, 8.673737373737374)","(31.0, 38.0, 37.682539682539684)","(3.4, 3.8, 3.768374558303887)","(51.0, 60.0, 55.88709677419355)","(3.8, 4.2, 4.1912069907154565)"
07-12-2022 18:30:54.544371,"(21.0, 99999, 99990)","(11.0, 12.5, 12.460339943342776)","(21.0, 27.0, 26.63448275862069)","(31.0, 55.0, 51.994535519125684)","(6.0, 7.4, 7.182471264367816)","(61.0, 95.0, 94.71311475409836)","(41.0, 65.0, 62.58130081300813)","(7.5, 8.8, 8.66988416988417)","(31.0, 38.0, 37.84848484848485)","(3.4, 3.8, 3.7248906386701663)","(51.0, 60.0, 56.73076923076923)","(3.8, 4.3, 4.205410334346505)"
07-12-2022 18:30:56.622879,"(21.0, 99999, 99990)","(11.0, 12.5, 12.463888888888889)","(21.0, 27.0, 26.623376623376622)","(31.0, 55.0, 51.92307692307692)","(6.0, 7.2, 7.219168787107718)","(61.0, 95.0, 94.71544715447155)","(41.0, 65.0, 62.600806451612904)","(7.5, 8.8, 8.663955637707948)","(31.0, 38.0, 37.851851851851855)","(3.4, 3.75, 3.73093163538874)","(51.0, 60.0, 56.8125)","(3.8, 4.3, 4.206339468302659)"
07-12-2022 18:30:58.669293,"(21.0, 99999, 99990)","(11.0, 12.5, 12.473354231974922)","(21.0, 27.0, 27.12280701754386)","(31.0, 55.0, 51.92307692307692)","(6.5, 7.4, 7.215538847117795)","(61.0, 95.0, 94.68181818181819)","(41.0, 65.0, 62.600806451612904)","(7.5, 8.8, 8.730434782608697)","(31.0, 38.0, 37.7752808988764)","(3.4, 3.75, 3.7277944111776447)","(51.0, 60.0, 56.8125)","(3.8, 4.2, 4.182858990944372)"
07-12-2022 18:31:00.595261,"(21.0, 99999, 99990)","(11.0, 12.5, 14.348837209302324)","(21.0, 28.0, 23.666666666666668)","(31.0, 55.0, 55.33333333333333)","(6.5, 7.4, 7.560869565217391)","(61.0, 95.0, 100.0)","(41.0, 65.0, 67.14285714285714)","(7.5, 8.8, 9.21951219512195)","(31.0, 38.0, 33.333333333333336)","(3.4, 4.7, 4.26125)","(51.0, 65.0, 47.5)","(3.8, 4.5, 4.1869565217391305)"
07-12-2022 18:31:02.555785,"(21.0, 99999, 99990)","(11.0, 15.0, 13.5)","(21.0, 36.0, 28.5)","(31.0, 65.0, 53.0)","(6.5, 7.8, 7.381818181818182)","(61.0, 130.0, 95.0)","(41.0, 70.0, 72.5)","(7.5, 9.6, 6.323076923076923)","(31.0, 48.0, 35.666666666666664)","(3.4, 4.7, 3.5083333333333333)","(51.0, 80.0, 45.5)","(3.8, 4.2, 4.021428571428571)"
07-12-2022 18:31:05.318141,"(21.0, 99999, 99990)","(11.0, 15.0, 11.571428571428571)","(21.0, 38.0, 31.666666666666664)","(31.0, 65.0, 51.5)","(6.5, 8.2, 7.4)","(61.0, 120.0, 105.0)","(41.0, 80.0, 67.5)","(7.5, 8.0, 6.628571428571429)","(31.0, 50.0, 35.333333333333336)","(3.4, 3.65, 3.4924242424242427)","(51.0, 75.0, 50.4)","(3.8, 4.2, 3.9582417582417584)"
07-12-2022 18:31:07.485218,"(21.0, 99999, 99990)","(11.0, 12.0, 15.514705882352942)","(21.0, 38.0, 28.5)","(31.0, 65.0, 49.0)","(6.5, 8.2, 7.939534883720929)","(61.0, 120.0, 93.0)","(41.0, 80.0, 64.0)","(7.5, 8.0, 8.383333333333333)","(31.0, 50.0, 32.0)","(3.4, 4.6, 4.214285714285714)","(51.0, 70.0, 58.0)","(3.8, 4.5, 4.397142857142857)"
07-12-2022 18:31:09.958308,"(21.0, 99999, 99990)","(11.0, 16.0, 15.05)","(21.0, 38.0, 30.0)","(31.0, 60.0, 46.5)","(6.5, 8.2, 8.089473684210525)","(61.0, 120.0, 93.0)","(41.0, 70.0, 67.14285714285714)","(7.5, 9.0, 7.766666666666667)","(31.0, 48.0, 29.142857142857142)","(3.4, 4.6, 4.214285714285714)","(51.0, 70.0, 60.0)","(3.8, 4.5, 4.3641509433962264)"
