,Dr Kye,Midnight Breeze,Say You Will,Fuse To Burn,Enraged,Wagner Bale
12-01-2023 17:51:02.859005,"(6.0, 8.6, 8.1625)","(26.0, 90.0, 74.0)","(3.8, 5.3, 5.15)","(4.2, 4.5, 4.248571428571428)","(3.6, 4.6, 4.545454545454545)","(3.8, 4.6, 4.594409937888199)"
12-01-2023 17:51:03.877194,"(6.0, 8.6, 8.309090909090909)","(26.0, 90.0, 74.0)","(3.8, 5.4, 5.2)","(4.2, 4.3, 4.2924999999999995)","(3.6, 4.6, 4.526315789473684)","(3.8, 4.6, 4.583333333333333)"
12-01-2023 17:51:04.850537,"(6.0, 8.8, 8.282758620689656)","(26.0, 90.0, 74.0)","(3.8, 5.5, 5.254545454545455)","(4.2, 4.3, 4.286363636363636)","(3.6, 4.7, 4.59047619047619)","(3.8, 4.6, 4.485714285714286)"
12-01-2023 17:51:05.861676,"(6.0, 8.8, 8.342857142857143)","(26.0, 90.0, 74.0)","(3.8, 5.5, 5.254545454545455)","(4.2, 4.3, 4.286363636363636)","(3.6, 4.6, 4.448387096774194)","(3.8, 4.6, 4.52)"
12-01-2023 17:51:06.897200,"(6.0, 8.8, 8.533333333333333)","(26.0, 90.0, 74.0)","(3.8, 5.5, 5.254545454545455)","(4.2, 4.3, 4.268085106382978)","(3.6, 4.7, 4.6269230769230765)","(3.8, 4.6, 4.327272727272727)"
12-01-2023 17:51:07.792464,"(6.0, 8.8, 8.533333333333333)","(26.0, 90.0, 74.0)","(3.8, 5.5, 5.254545454545455)","(4.2, 4.3, 4.268085106382978)","(3.6, 4.7, 4.6269230769230765)","(3.8, 4.6, 4.5)"
12-01-2023 17:51:08.763248,"(6.5, 8.8, 8.533333333333333)","(31.0, 90.0, 74.0)","(3.9, 5.5, 5.254545454545455)","(3.8, 4.3, 4.2377358490566035)","(3.6, 4.7, 4.5)","(3.8, 4.6, 4.5)"
12-01-2023 17:51:09.835722,"(6.5, 8.8, 8.533333333333333)","(31.0, 90.0, 74.0)","(3.9, 5.5, 5.13076923076923)","(3.8, 4.3, 4.288235294117647)","(3.6, 4.7, 4.433333333333334)","(3.8, 4.6, 4.569999999999999)"
12-01-2023 17:51:10.791634,"(6.5, 9.0, 8.52)","(31.0, 90.0, 74.0)","(3.9, 5.5, 5.14)","(3.8, 4.3, 4.272222222222222)","(3.6, 4.6, 4.475)","(3.8, 4.6, 4.56)"
12-01-2023 17:51:11.785782,"(6.5, 9.0, 8.586206896551724)","(31.0, 90.0, 74.0)","(3.9, 5.5, 5.14)","(3.8, 4.3, 4.271698113207547)","(3.6, 4.6, 4.475)","(3.8, 4.6, 4.569999999999999)"
12-01-2023 17:51:12.859173,"(6.5, 9.0, 8.62962962962963)","(31.0, 85.0, 77.5)","(3.9, 5.5, 5.233333333333333)","(3.8, 4.3, 4.292537313432836)","(3.6, 4.6, 4.525)","(3.8, 4.6, 4.222222222222222)"
12-01-2023 17:51:13.901030,"(6.5, 9.0, 8.52)","(31.0, 90.0, 74.0)","(3.9, 5.5, 5.252380952380952)","(3.8, 4.4, 4.260714285714286)","(3.6, 4.7, 4.542857142857143)","(3.8, 4.5, 4.466666666666667)"
12-01-2023 17:51:14.796053,"(6.5, 9.0, 8.494736842105263)","(31.0, 90.0, 78.57142857142857)","(3.9, 5.5, 5.252380952380952)","(3.8, 4.4, 4.260714285714286)","(3.6, 4.7, 4.542857142857143)","(3.8, 4.6, 4.466666666666667)"
12-01-2023 17:51:15.680052,"(6.5, 9.0, 8.76)","(31.0, 90.0, 82.72727272727272)","(3.9, 5.5, 5.211111111111111)","(3.8, 4.4, 4.252830188679245)","(3.7, 4.7, 4.618518518518519)","(3.7, 4.5, 4.205882352941177)"
12-01-2023 17:51:16.677324,"(6.5, 9.0, 8.76)","(31.0, 90.0, 78.57142857142857)","(3.9, 5.5, 5.211111111111111)","(3.8, 4.4, 4.2620000000000005)","(3.7, 4.7, 4.608333333333333)","(3.7, 4.5, 4.205882352941177)"
12-01-2023 17:51:17.670146,"(6.5, 9.0, 8.76)","(31.0, 70.0, 65.0925925925926)","(3.9, 5.5, 5.2214285714285715)","(3.8, 4.4, 4.272222222222222)","(3.7, 4.7, 4.548275862068966)","(3.7, 4.5, 4.2368421052631575)"
12-01-2023 17:51:18.700154,"(6.5, 9.0, 8.815384615384616)","(31.0, 70.0, 62.08955223880597)","(3.9, 5.5, 5.2214285714285715)","(3.8, 4.4, 4.2823529411764705)","(3.7, 4.7, 4.564)","(3.7, 4.5, 4.219512195121951)"
12-01-2023 17:51:19.696762,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.08955223880597)","(3.9, 5.5, 5.2214285714285715)","(3.8, 4.4, 4.2823529411764705)","(3.7, 4.7, 4.564)","(3.7, 4.5, 4.219512195121951)"
12-01-2023 17:51:20.712465,"(6.5, 9.0, 8.7)","(31.0, 70.0, 62.205882352941174)","(3.9, 5.5, 5.2214285714285715)","(3.8, 4.4, 4.2823529411764705)","(3.7, 4.7, 4.427906976744186)","(3.7, 4.5, 4.311475409836065)"
12-01-2023 17:51:21.738729,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(3.9, 5.5, 5.3374999999999995)","(3.8, 4.4, 4.317241379310345)","(3.7, 4.6, 4.461111111111111)","(3.7, 4.5, 4.193333333333333)"
12-01-2023 17:51:22.774497,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(3.9, 5.5, 5.428571428571429)","(3.8, 4.4, 4.317241379310345)","(3.7, 4.5, 4.461111111111111)","(3.7, 4.5, 4.283018867924528)"
12-01-2023 17:51:23.730433,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(3.9, 5.5, 5.428571428571429)","(3.8, 4.4, 4.30655737704918)","(3.7, 4.6, 4.424489795918368)","(3.7, 4.5, 4.308333333333334)"
12-01-2023 17:51:24.715591,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(3.9, 5.5, 5.394736842105263)","(3.8, 4.4, 4.321052631578947)","(3.7, 4.6, 4.424489795918368)","(3.7, 4.5, 4.283018867924528)"
12-01-2023 17:51:25.737821,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(3.9, 5.5, 5.428571428571429)","(3.8, 4.4, 4.303225806451613)","(3.7, 4.6, 4.510416666666667)","(3.7, 4.5, 4.308333333333334)"
12-01-2023 17:51:26.754593,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(3.9, 5.5, 5.388888888888888)","(3.8, 4.4, 4.303225806451613)","(3.7, 4.6, 4.510416666666667)","(3.7, 4.5, 4.285714285714286)"
12-01-2023 17:51:27.710906,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(4.0, 5.5, 5.4)","(3.8, 4.4, 4.303225806451613)","(3.7, 4.6, 4.510416666666667)","(3.7, 4.4, 4.187096774193548)"
12-01-2023 17:51:28.708367,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(4.0, 5.5, 5.394736842105263)","(3.8, 4.4, 4.303225806451613)","(3.7, 4.6, 4.511111111111111)","(3.7, 4.4, 4.175)"
12-01-2023 17:51:29.774234,"(6.5, 9.0, 8.858823529411765)","(31.0, 70.0, 62.205882352941174)","(4.0, 5.5, 5.394736842105263)","(3.8, 4.4, 4.303225806451613)","(3.7, 4.6, 4.5171875)","(3.7, 4.4, 4.1625)"
12-01-2023 17:51:30.739908,"(6.5, 9.2, 9.185714285714285)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.4375)","(3.8, 4.4, 4.283333333333333)","(3.7, 4.6, 4.4188679245283025)","(3.7, 4.3, 4.1499999999999995)"
12-01-2023 17:51:31.696857,"(6.5, 9.8, 9.742857142857144)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.423076923076923)","(3.8, 4.4, 4.308108108108108)","(3.7, 4.6, 4.417857142857143)","(3.7, 4.3, 4.1499999999999995)"
12-01-2023 17:51:32.640267,"(6.5, 9.8, 9.5)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.4375)","(3.8, 4.4, 4.308108108108108)","(3.7, 4.6, 4.411111111111111)","(3.7, 4.3, 4.1499999999999995)"
12-01-2023 17:51:33.538968,"(6.5, 10.0, 9.48)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.421428571428572)","(3.8, 4.4, 4.305263157894737)","(3.7, 4.6, 4.475)","(3.6, 4.3, 4.1499999999999995)"
12-01-2023 17:51:34.559493,"(6.5, 10.0, 9.8)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.425000000000001)","(3.8, 4.4, 4.305263157894737)","(3.7, 4.5, 4.38)","(3.6, 4.3, 4.1499999999999995)"
12-01-2023 17:51:35.631854,"(6.5, 10.0, 9.96)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.428571428571429)","(3.8, 4.4, 4.300000000000001)","(3.7, 4.5, 4.38)","(3.6, 4.3, 4.1499999999999995)"
12-01-2023 17:51:36.644194,"(6.5, 10.5, 10.1)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.428571428571429)","(3.8, 4.4, 4.300000000000001)","(3.7, 4.5, 4.38)","(3.6, 4.3, 4.1499999999999995)"
12-01-2023 17:51:37.691470,"(6.5, 10.5, 10.1)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.378260869565217)","(3.8, 4.4, 4.295238095238095)","(3.7, 4.5, 4.38)","(3.6, 4.3, 4.1499999999999995)"
12-01-2023 17:51:38.765519,"(6.5, 10.5, 10.1)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.5, 5.396428571428571)","(3.8, 4.4, 4.295238095238095)","(3.7, 4.5, 4.404)","(3.6, 4.3, 4.1499999999999995)"
12-01-2023 17:51:39.879692,"(6.5, 10.5, 10.1)","(31.0, 70.0, 62.08955223880597)","(4.0, 5.6, 5.3843749999999995)","(3.8, 4.4, 4.295238095238095)","(3.7, 4.5, 4.390909090909091)","(3.6, 4.3, 4.133333333333333)"
12-01-2023 17:51:40.822504,"(6.5, 10.5, 10.1)","(31.0, 70.0, 62.25806451612903)","(4.0, 5.6, 5.3843749999999995)","(3.8, 4.4, 4.295238095238095)","(3.7, 4.5, 4.390909090909091)","(3.6, 4.3, 4.133333333333333)"
12-01-2023 17:51:41.939059,"(6.5, 10.5, 10.242857142857142)","(31.0, 70.0, 62.25806451612903)","(4.0, 5.6, 5.379411764705882)","(3.8, 4.4, 4.270175438596492)","(3.7, 4.5, 4.390909090909091)","(3.6, 4.3, 4.133333333333333)"
12-01-2023 17:51:43.026937,"(6.5, 10.5, 10.1)","(31.0, 70.0, 62.25806451612903)","(4.0, 5.6, 5.379411764705882)","(3.8, 4.4, 4.270175438596492)","(3.7, 4.5, 4.404)","(3.6, 4.3, 4.133333333333333)"
12-01-2023 17:51:44.017618,"(6.5, 10.5, 10.227777777777778)","(31.0, 70.0, 62.25806451612903)","(4.0, 5.6, 5.379411764705882)","(3.8, 4.4, 4.270175438596492)","(3.7, 4.5, 4.404)","(3.6, 4.3, 4.175)"
12-01-2023 17:51:45.252269,"(6.5, 11.0, 10.98076923076923)","(31.0, 70.0, 62.25806451612903)","(4.0, 5.5, 5.48)","(3.8, 4.4, 4.270175438596492)","(3.7, 4.5, 4.35)","(3.6, 4.2, 4.109090909090909)"
12-01-2023 17:51:46.392214,"(6.5, 11.0, 10.974137931034482)","(31.0, 70.0, 62.25806451612903)","(4.0, 5.5, 5.379411764705882)","(3.8, 4.4, 4.295238095238095)","(3.7, 4.5, 4.347619047619047)","(3.6, 4.2, 4.096551724137931)"
12-01-2023 17:51:47.576430,"(6.5, 11.0, 10.991071428571429)","(31.0, 70.0, 62.25806451612903)","(4.0, 5.6, 5.379411764705882)","(3.8, 4.3, 4.283333333333333)","(3.7, 4.5, 4.347619047619047)","(3.6, 4.2, 4.096551724137931)"
12-01-2023 17:51:48.580427,"(6.5, 11.5, 11.227272727272727)","(31.0, 90.0, 81.5625)","(4.0, 5.5, 5.48)","(3.8, 4.3, 4.280645161290323)","(3.7, 4.5, 4.347619047619047)","(3.6, 4.2, 4.096551724137931)"
12-01-2023 17:51:49.605521,"(6.5, 11.5, 10.954545454545455)","(31.0, 90.0, 85.86206896551724)","(4.0, 5.5, 5.48)","(3.8, 4.4, 4.280645161290323)","(3.6, 4.5, 4.347619047619047)","(3.6, 4.2, 4.0588235294117645)"
12-01-2023 17:51:50.578912,"(6.5, 11.5, 10.477272727272727)","(31.0, 90.0, 85.86206896551724)","(4.0, 5.5, 5.477777777777778)","(3.8, 4.4, 4.306382978723405)","(3.6, 4.5, 4.3315789473684205)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:51.546780,"(6.5, 11.5, 10.82258064516129)","(31.0, 90.0, 85.86206896551724)","(4.0, 5.5, 5.4)","(3.8, 4.4, 4.306382978723405)","(3.6, 4.5, 4.3315789473684205)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:52.590599,"(7.0, 11.5, 10.82258064516129)","(31.0, 90.0, 70.0)","(4.0, 5.5, 5.366666666666666)","(3.7, 4.4, 4.306382978723405)","(3.6, 4.5, 4.366666666666666)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:53.661433,"(7.0, 11.5, 10.82258064516129)","(31.0, 90.0, 70.0)","(4.0, 5.5, 5.375)","(3.7, 4.4, 4.306382978723405)","(3.6, 4.5, 4.366666666666666)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:54.706187,"(7.0, 11.5, 10.82258064516129)","(31.0, 90.0, 70.0)","(4.0, 5.4, 5.375)","(3.7, 4.4, 4.306382978723405)","(3.6, 4.5, 4.366666666666666)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:55.713664,"(7.0, 11.5, 10.82258064516129)","(31.0, 90.0, 70.0)","(4.0, 5.4, 5.375)","(3.7, 4.4, 4.313725490196079)","(3.6, 4.5, 4.366666666666666)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:56.743065,"(7.0, 11.5, 10.82258064516129)","(31.0, 90.0, 70.0)","(4.0, 5.4, 5.375)","(3.7, 4.4, 4.287272727272727)","(3.6, 4.5, 4.377777777777777)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:57.790865,"(7.0, 11.0, 10.552631578947368)","(31.0, 90.0, 70.0)","(4.0, 5.5, 5.370588235294117)","(3.7, 4.4, 4.303225806451613)","(3.6, 4.5, 4.377777777777777)","(3.6, 4.1, 4.045454545454545)"
12-01-2023 17:51:58.812432,"(7.0, 11.0, 10.514285714285714)","(31.0, 90.0, 70.0)","(4.0, 5.5, 5.370588235294117)","(3.7, 4.4, 4.278378378378378)","(3.6, 4.5, 4.4941176470588236)","(3.6, 4.1, 4.042424242424242)"
12-01-2023 17:51:59.856655,"(7.0, 11.0, 10.486486486486486)","(31.0, 90.0, 87.36842105263159)","(4.0, 5.4, 5.345454545454546)","(3.7, 4.3, 4.278378378378378)","(3.6, 4.6, 4.513207547169811)","(3.6, 4.1, 4.048275862068965)"
12-01-2023 17:52:00.847995,"(7.0, 11.0, 10.486486486486486)","(31.0, 90.0, 87.36842105263159)","(4.0, 5.4, 5.314285714285715)","(3.7, 4.3, 4.258333333333333)","(3.6, 4.6, 4.513207547169811)","(3.6, 4.1, 4.058333333333334)"
12-01-2023 17:52:01.811410,"(7.0, 11.0, 10.486486486486486)","(31.0, 90.0, 86.96969696969697)","(4.0, 5.4, 5.314285714285715)","(3.7, 4.3, 4.258333333333333)","(3.6, 4.6, 4.513207547169811)","(3.6, 4.1, 4.069999999999999)"
12-01-2023 17:52:02.815676,"(7.0, 11.0, 10.439024390243903)","(31.0, 90.0, 86.96969696969697)","(4.0, 5.4, 5.314285714285715)","(3.7, 4.4, 4.279245283018868)","(3.6, 4.6, 4.52972972972973)","(3.6, 4.1, 4.060869565217391)"
12-01-2023 17:52:03.783475,"(7.0, 11.0, 10.418604651162791)","(31.0, 90.0, 86.96969696969697)","(4.0, 5.4, 5.296)","(3.7, 4.4, 4.3238095238095235)","(3.6, 4.6, 4.52972972972973)","(3.6, 4.1, 4.060869565217391)"
12-01-2023 17:52:04.698981,"(7.0, 11.0, 10.414634146341463)","(31.0, 90.0, 86.96969696969697)","(4.0, 5.3, 5.14)","(3.7, 4.4, 4.346666666666667)","(3.6, 4.6, 4.52972972972973)","(3.6, 4.1, 4.060869565217391)"
12-01-2023 17:52:05.756826,"(7.0, 11.0, 10.512195121951219)","(31.0, 90.0, 86.96969696969697)","(4.0, 5.2, 5.226315789473684)","(3.7, 4.4, 4.346666666666667)","(3.6, 4.6, 4.52972972972973)","(3.6, 4.1, 4.059375)"
12-01-2023 17:52:06.785109,"(7.0, 11.0, 10.512195121951219)","(31.0, 90.0, 86.96969696969697)","(4.0, 5.3, 5.233333333333333)","(3.7, 4.4, 4.346666666666667)","(3.6, 4.6, 4.52463768115942)","(3.6, 4.1, 4.066666666666666)"
12-01-2023 17:52:07.759154,"(7.0, 11.0, 10.512195121951219)","(31.0, 90.0, 86.96969696969697)","(4.0, 5.3, 5.233333333333333)","(3.7, 4.4, 4.346666666666667)","(3.6, 4.6, 4.534375)","(3.6, 4.1, 4.0636363636363635)"
12-01-2023 17:52:08.692388,"(7.0, 11.0, 10.466666666666667)","(31.0, 90.0, 74.0)","(4.0, 5.2, 5.1923076923076925)","(3.7, 4.4, 4.346666666666667)","(3.6, 4.6, 4.534375)","(3.6, 4.1, 4.0636363636363635)"
12-01-2023 17:52:09.623698,"(7.0, 11.0, 10.466666666666667)","(31.0, 90.0, 85.0)","(4.0, 5.2, 5.1923076923076925)","(3.7, 4.4, 4.3)","(3.6, 4.6, 4.534375)","(3.6, 4.1, 4.089473684210526)"
12-01-2023 17:52:10.618005,"(7.0, 11.0, 10.521739130434783)","(31.0, 90.0, 85.0)","(4.0, 5.2, 5.1923076923076925)","(3.7, 4.3, 4.212213740458015)","(3.6, 4.6, 4.5288135593220336)","(3.6, 4.1, 4.094444444444444)"
12-01-2023 17:52:11.531394,"(7.0, 11.0, 10.521739130434783)","(31.0, 90.0, 85.0)","(4.0, 5.2, 5.1923076923076925)","(3.7, 4.3, 4.1496732026143786)","(3.6, 4.6, 4.5288135593220336)","(3.6, 4.1, 4.092682926829268)"
12-01-2023 17:52:12.525570,"(7.0, 11.0, 10.87037037037037)","(31.0, 90.0, 85.0)","(4.0, 5.3, 5.25)","(3.7, 4.2, 4.142758620689655)","(3.6, 4.6, 4.53469387755102)","(3.6, 4.2, 4.073170731707317)"
12-01-2023 17:52:13.631792,"(7.0, 11.5, 11.092592592592593)","(31.0, 90.0, 82.0)","(4.0, 5.3, 5.2375)","(3.7, 4.3, 4.142758620689655)","(3.6, 4.6, 4.53469387755102)","(3.6, 4.2, 4.083333333333333)"
12-01-2023 17:52:14.569408,"(7.0, 11.5, 11.083333333333334)","(31.0, 90.0, 82.0)","(4.0, 5.3, 5.2375)","(3.7, 4.3, 4.142758620689655)","(3.6, 4.6, 4.542857142857143)","(3.6, 4.1, 4.078260869565217)"
12-01-2023 17:52:15.452182,"(7.0, 11.5, 11.211538461538462)","(31.0, 90.0, 82.72727272727272)","(4.0, 5.3, 5.246666666666666)","(3.7, 4.2, 4.053333333333334)","(3.6, 4.6, 4.542857142857143)","(3.6, 4.2, 4.088)"
12-01-2023 17:52:16.387173,"(7.0, 11.5, 11.288461538461538)","(31.0, 90.0, 82.72727272727272)","(4.0, 5.3, 5.246666666666666)","(3.7, 4.2, 4.08)","(3.6, 4.6, 4.542857142857143)","(3.6, 4.2, 4.088)"
12-01-2023 17:52:17.438117,"(7.0, 11.5, 11.234375)","(31.0, 85.0, 72.6923076923077)","(4.0, 5.3, 5.269230769230769)","(3.7, 4.2, 4.109999999999999)","(3.6, 4.6, 4.521739130434782)","(3.6, 4.2, 4.0814814814814815)"
12-01-2023 17:52:18.356422,"(7.0, 11.5, 10.975)","(31.0, 85.0, 72.6923076923077)","(4.0, 5.3, 5.269230769230769)","(3.7, 4.2, 4.109999999999999)","(3.6, 4.6, 4.521739130434782)","(3.6, 4.2, 4.089795918367347)"
12-01-2023 17:52:19.317290,"(7.0, 11.5, 11.053191489361701)","(31.0, 85.0, 72.91666666666667)","(4.0, 5.3, 5.257142857142857)","(3.7, 4.2, 4.144642857142857)","(3.6, 4.6, 4.423333333333334)","(3.6, 4.2, 4.125641025641025)"
12-01-2023 17:52:20.324975,"(7.0, 11.5, 11.11111111111111)","(31.0, 85.0, 72.91666666666667)","(4.0, 5.4, 5.341176470588236)","(3.7, 4.1, 4.091666666666667)","(3.6, 4.5, 4.416058394160585)","(3.6, 4.2, 4.1292682926829265)"
12-01-2023 17:52:21.281190,"(7.0, 11.5, 11.130434782608695)","(31.0, 85.0, 73.0)","(4.0, 5.4, 5.341176470588236)","(3.7, 4.1, 4.091666666666667)","(3.6, 4.5, 4.416058394160585)","(3.6, 4.2, 4.1292682926829265)"
12-01-2023 17:52:22.228522,"(7.0, 11.5, 11.033333333333333)","(31.0, 85.0, 75.0)","(4.0, 5.4, 5.32)","(3.7, 4.1, 4.06875)","(3.6, 4.5, 4.4)","(3.6, 4.2, 4.207407407407407)"
12-01-2023 17:52:23.279680,"(7.0, 11.5, 11.08695652173913)","(31.0, 85.0, 74.33333333333333)","(4.0, 5.4, 5.24)","(3.7, 4.1, 4.016666666666667)","(3.6, 4.4, 4.5212121212121215)","(3.6, 4.3, 4.170588235294118)"
12-01-2023 17:52:24.320215,"(7.0, 12.0, 11.342857142857143)","(31.0, 85.0, 74.15254237288136)","(4.0, 5.4, 5.254545454545455)","(3.7, 4.1, 4.031034482758621)","(3.6, 4.6, 4.52972972972973)","(3.6, 4.2, 4.114285714285714)"
12-01-2023 17:52:25.360642,"(7.0, 12.0, 11.411764705882353)","(31.0, 85.0, 74.15254237288136)","(4.0, 5.4, 5.305882352941177)","(3.7, 4.1, 4.016666666666667)","(3.6, 4.6, 4.545945945945946)","(3.6, 4.2, 4.109999999999999)"
12-01-2023 17:52:26.299012,"(7.0, 12.0, 11.80952380952381)","(31.0, 85.0, 74.15254237288136)","(4.0, 5.4, 5.314285714285715)","(3.7, 4.1, 4.016666666666667)","(3.6, 4.6, 4.514893617021277)","(3.6, 4.2, 4.109999999999999)"
12-01-2023 17:52:27.252568,"(7.0, 12.0, 11.729166666666666)","(31.0, 85.0, 75.0)","(4.0, 5.4, 5.328571428571429)","(3.7, 4.1, 4.031034482758621)","(3.6, 4.6, 4.5227272727272725)","(3.6, 4.2, 4.106896551724137)"
12-01-2023 17:52:28.276472,"(7.0, 12.0, 11.48)","(31.0, 85.0, 75.0)","(4.0, 5.4, 5.314285714285715)","(3.7, 4.1, 4.01025641025641)","(3.6, 4.6, 4.5227272727272725)","(3.6, 4.2, 4.106896551724137)"
12-01-2023 17:52:29.177738,"(7.0, 12.0, 11.352941176470589)","(31.0, 85.0, 75.0)","(4.0, 5.4, 5.36)","(3.7, 4.1, 4.030612244897959)","(3.6, 4.6, 4.530612244897959)","(3.6, 4.2, 4.068181818181818)"
12-01-2023 17:52:30.065413,"(7.0, 11.5, 11.3)","(31.0, 85.0, 75.15384615384616)","(4.0, 5.4, 5.393103448275863)","(3.7, 4.1, 4.033333333333333)","(3.6, 4.6, 4.54)","(3.6, 4.1, 4.088235294117647)"
12-01-2023 17:52:31.005769,"(7.0, 11.5, 11.35)","(31.0, 85.0, 75.15384615384616)","(4.0, 5.4, 5.3578947368421055)","(3.7, 4.2, 4.17816091954023)","(3.6, 4.6, 4.589473684210526)","(3.6, 4.1, 4.065217391304348)"
12-01-2023 17:52:31.955952,"(7.0, 11.0, 10.887096774193548)","(31.0, 85.0, 75.15384615384616)","(4.0, 5.3, 5.286666666666666)","(3.7, 4.3, 4.2495652173913046)","(3.6, 4.6, 4.55)","(3.6, 4.1, 4.088372093023255)"
12-01-2023 17:52:32.914892,"(7.0, 11.0, 10.9)","(31.0, 85.0, 75.15384615384616)","(4.0, 5.3, 5.2272727272727275)","(3.7, 4.3, 4.2495652173913046)","(3.6, 4.6, 4.55)","(3.6, 4.1, 4.095)"
12-01-2023 17:52:33.839007,"(7.0, 11.0, 10.833333333333334)","(31.0, 85.0, 75.15384615384616)","(4.0, 5.4, 5.294736842105263)","(3.7, 4.3, 4.248214285714285)","(3.6, 4.6, 4.558333333333334)","(3.6, 4.1, 4.086363636363636)"
12-01-2023 17:52:34.855541,"(7.0, 11.0, 10.833333333333334)","(31.0, 85.0, 75.15384615384616)","(4.0, 5.4, 5.35)","(3.7, 4.3, 4.309090909090909)","(3.6, 4.6, 3.9537037037037037)","(3.6, 4.1, 4.166666666666667)"
12-01-2023 17:52:35.791649,"(7.5, 11.5, 11.178571428571429)","(31.0, 85.0, 75.47619047619048)","(4.0, 5.5, 5.38)","(3.7, 4.4, 4.309090909090909)","(3.6, 4.0, 3.9537037037037037)","(3.6, 4.2, 4.136363636363636)"
12-01-2023 17:52:36.723447,"(7.5, 11.0, 10.926470588235293)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.5, 5.469230769230769)","(3.7, 4.3, 4.238775510204082)","(3.6, 4.6, 4.316129032258065)","(3.6, 4.2, 4.161904761904762)"
12-01-2023 17:52:37.556785,"(7.5, 11.0, 10.766666666666667)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.5, 5.433333333333334)","(3.7, 4.3, 4.2306122448979595)","(3.6, 4.5, 4.40625)","(3.6, 4.2, 4.161904761904762)"
12-01-2023 17:52:38.440612,"(7.5, 11.0, 10.543478260869565)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.4, 5.384848484848485)","(3.7, 4.3, 4.2306122448979595)","(3.6, 4.5, 4.418918918918918)","(3.6, 4.2, 4.164444444444444)"
12-01-2023 17:52:39.442038,"(7.5, 11.0, 10.537037037037036)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.5, 5.363333333333333)","(3.7, 4.3, 4.235849056603773)","(3.6, 4.5, 4.418918918918918)","(3.6, 4.2, 4.1725)"
12-01-2023 17:52:40.434768,"(7.5, 11.0, 10.52127659574468)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.4, 5.363333333333333)","(3.7, 4.3, 4.235849056603773)","(3.6, 4.5, 4.4423076923076925)","(3.6, 4.2, 4.164444444444444)"
12-01-2023 17:52:41.369244,"(7.5, 11.0, 10.523255813953488)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.4, 5.363333333333333)","(3.7, 4.3, 4.235849056603773)","(3.6, 4.5, 4.4423076923076925)","(3.6, 4.2, 4.16734693877551)"
12-01-2023 17:52:42.331143,"(7.5, 10.5, 10.48076923076923)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.4, 5.351351351351352)","(3.7, 4.3, 4.235849056603773)","(3.6, 4.5, 4.502739726027397)","(3.6, 4.2, 4.16734693877551)"
12-01-2023 17:52:43.303123,"(7.5, 10.5, 10.482758620689655)","(31.0, 80.0, 78.90243902439025)","(4.0, 5.4, 5.351351351351352)","(3.7, 4.3, 4.2785714285714285)","(3.6, 4.7, 4.491891891891892)","(3.6, 4.2, 4.157894736842105)"
12-01-2023 17:52:44.250339,"(7.5, 10.5, 10.407407407407407)","(31.0, 80.0, 77.66666666666667)","(4.0, 5.2, 5.15)","(3.7, 4.3, 4.2785714285714285)","(3.6, 4.6, 4.491891891891892)","(3.6, 4.2, 4.166)"
12-01-2023 17:52:45.174772,"(7.5, 10.5, 10.407407407407407)","(31.0, 80.0, 78.875)","(4.0, 5.3, 5.2153846153846155)","(3.7, 4.4, 4.320833333333334)","(3.6, 4.5, 4.460869565217392)","(3.6, 4.2, 4.166)"
