,Willy Can Do,Rose Danae,Why Not Jules,Still In Love,Why Not Lilah,Forever A Dream
10-01-2023 15:54:04.994431,"(2.05, 2.66, 2.4699999999999998)","(11.0, 17.0, 15.65)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 6.875)","(7.0, 14.0, 11.375)","(5.0, 9.2, 8.95)"
10-01-2023 15:54:05.943234,"(2.05, 2.78, 2.53)","(11.0, 17.0, 15.65)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 6.875)","(7.0, 14.0, 11.375)","(5.0, 9.2, 8.95)"
10-01-2023 15:54:07.014161,"(2.05, 2.78, 2.5152941176470587)","(11.0, 17.0, 15.65)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.055555555555555)","(7.0, 14.0, 11.375)","(5.0, 9.2, 9.08235294117647)"
10-01-2023 15:54:08.181863,"(2.05, 2.78, 2.5152941176470587)","(11.0, 17.0, 15.65)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.2, 9.08235294117647)"
10-01-2023 15:54:09.329996,"(2.05, 2.78, 2.5152941176470587)","(11.0, 17.0, 15.65)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.2, 8.16969696969697)"
10-01-2023 15:54:10.423853,"(2.05, 2.78, 2.5152941176470587)","(11.0, 17.0, 15.65)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.2, 8.16969696969697)"
10-01-2023 15:54:12.211904,"(2.05, 2.78, 2.51)","(11.0, 17.0, 15.65)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.2, 7.892307692307692)"
10-01-2023 15:54:13.573195,"(2.05, 2.78, 2.51)","(11.0, 17.0, 14.95)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.2, 7.892307692307692)"
10-01-2023 15:54:14.624146,"(2.05, 2.72, 2.48375)","(11.0, 16.0, 14.95)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.2, 8.82)"
10-01-2023 15:54:15.755477,"(2.05, 2.7, 2.475)","(11.0, 16.0, 14.5)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:16.944735,"(2.05, 2.7, 2.475)","(11.0, 16.0, 14.5)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:18.015814,"(2.05, 2.7, 2.475)","(11.0, 16.0, 14.5)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:18.971311,"(2.05, 2.7, 2.475)","(11.0, 16.0, 15.0)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.0, 11.375)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:20.054151,"(2.05, 2.7, 2.475)","(11.0, 16.0, 15.0)","(5.5, 8.4, 7.800000000000001)","(5.0, 7.2, 7.0)","(7.0, 14.0, 10.966666666666667)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:21.167270,"(2.05, 2.74, 2.3259999999999996)","(11.0, 16.0, 15.0)","(5.5, 8.4, 7.275)","(5.0, 7.2, 7.0)","(7.0, 14.0, 10.966666666666667)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:22.225624,"(2.05, 2.74, 2.50375)","(11.0, 16.0, 15.0)","(5.5, 8.4, 7.32)","(5.0, 7.2, 7.0)","(7.0, 14.0, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:23.314028,"(2.05, 2.7, 2.498823529411765)","(11.0, 16.0, 14.5)","(5.5, 8.4, 7.975)","(5.0, 7.2, 7.0)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:24.420389,"(2.05, 2.74, 2.5176470588235293)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.0)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:25.469795,"(2.05, 2.74, 2.5176470588235293)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.0)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:26.560588,"(2.05, 2.74, 2.5176470588235293)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 6.875)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:27.622794,"(2.05, 2.76, 2.54)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.033333333333333)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:28.731049,"(2.05, 2.7, 2.498823529411765)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.033333333333333)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:29.871498,"(2.05, 2.7, 2.3579999999999997)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.033333333333333)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:31.031329,"(2.05, 2.7, 2.3579999999999997)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.033333333333333)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:32.097665,"(2.05, 2.7, 2.3579999999999997)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.033333333333333)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:33.219012,"(2.05, 2.7, 2.3579999999999997)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.033333333333333)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:34.352719,"(2.05, 2.7, 2.3579999999999997)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 6.988888888888889)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:35.380682,"(2.05, 2.84, 2.782222222222222)","(11.0, 16.0, 14.5)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.053846153846154)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:36.381874,"(2.05, 2.84, 2.7359999999999998)","(11.0, 15.5, 14.363636363636363)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.061538461538461)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:37.454496,"(2.05, 2.84, 2.7359999999999998)","(11.0, 15.5, 14.363636363636363)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.061538461538461)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:38.531592,"(2.05, 2.84, 2.7359999999999998)","(11.0, 15.5, 14.363636363636363)","(5.5, 8.2, 7.975)","(5.0, 7.2, 7.061538461538461)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:39.653263,"(2.05, 2.84, 2.7359999999999998)","(11.0, 15.5, 14.363636363636363)","(5.5, 8.2, 7.369230769230769)","(5.0, 7.2, 6.5875)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:40.594194,"(2.05, 2.76, 2.364)","(11.0, 15.5, 14.363636363636363)","(5.5, 8.2, 7.369230769230769)","(5.0, 7.0, 6.5875)","(7.0, 13.5, 11.25)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:41.697386,"(2.05, 2.76, 2.364)","(11.0, 18.0, 17.285714285714285)","(5.5, 8.2, 7.369230769230769)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.277777777777779)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:42.803425,"(2.05, 2.46, 2.409090909090909)","(11.0, 18.0, 17.285714285714285)","(5.5, 8.2, 6.781818181818182)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.277777777777779)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:43.816818,"(2.05, 2.72, 2.67)","(11.0, 18.0, 17.285714285714285)","(5.5, 8.2, 6.781818181818182)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.277777777777779)","(5.0, 9.0, 8.82)"
10-01-2023 15:54:44.930164,"(2.05, 2.72, 2.67)","(11.0, 18.0, 17.285714285714285)","(5.5, 8.2, 7.1466666666666665)","(5.0, 7.2, 6.983333333333333)","(7.0, 14.0, 11.277777777777779)","(5.0, 9.0, 8.64)"
10-01-2023 15:54:46.080374,"(2.05, 2.72, 2.67)","(11.0, 18.0, 17.285714285714285)","(5.5, 8.0, 7.625)","(5.0, 7.2, 6.92)","(7.0, 14.0, 11.277777777777779)","(5.0, 8.8, 8.64)"
10-01-2023 15:54:47.241547,"(2.05, 2.74, 2.6875)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.8, 7.38)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.0, 11.642857142857142)","(5.0, 8.8, 8.64)"
10-01-2023 15:54:48.307773,"(2.05, 2.66, 2.6175)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.8, 7.38)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.64)"
10-01-2023 15:54:49.296688,"(2.05, 2.66, 2.6175)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.8, 7.38)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.64)"
10-01-2023 15:54:50.363264,"(2.05, 2.66, 2.6175)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.8, 7.38)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.64)"
10-01-2023 15:54:51.484964,"(2.05, 2.66, 2.6175)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.8, 7.053333333333334)","(5.0, 7.2, 7.033333333333333)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.64)"
10-01-2023 15:54:52.512291,"(2.05, 2.66, 2.6175)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.8, 7.053333333333334)","(5.0, 7.2, 6.800000000000001)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.333333333333334)"
10-01-2023 15:54:53.559980,"(2.05, 2.6, 2.392)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.6, 7.266666666666667)","(5.0, 7.2, 6.800000000000001)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.333333333333334)"
10-01-2023 15:54:54.694014,"(2.05, 2.68, 2.408)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.6, 7.133333333333333)","(5.0, 7.2, 6.72)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.333333333333334)"
10-01-2023 15:54:55.706369,"(2.05, 2.76, 2.424)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.6, 7.133333333333333)","(5.0, 7.8, 6.72)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.333333333333334)"
10-01-2023 15:54:56.653154,"(2.05, 2.76, 2.424)","(11.0, 18.0, 17.285714285714285)","(5.5, 7.6, 7.133333333333333)","(5.0, 7.6, 7.066666666666666)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.333333333333334)"
10-01-2023 15:54:57.778281,"(2.05, 2.72, 2.5300000000000002)","(11.0, 18.0, 17.636363636363637)","(5.5, 7.6, 7.133333333333333)","(5.0, 7.6, 7.066666666666666)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.333333333333334)"
10-01-2023 15:54:58.947347,"(2.05, 2.72, 2.394285714285714)","(11.0, 18.0, 17.636363636363637)","(5.5, 7.6, 7.133333333333333)","(5.0, 7.6, 7.066666666666666)","(7.0, 14.5, 11.833333333333334)","(5.0, 8.8, 8.333333333333334)"
10-01-2023 15:55:00.020935,"(2.05, 2.72, 2.394285714285714)","(11.0, 18.0, 17.18181818181818)","(5.5, 7.6, 6.9)","(5.0, 7.6, 7.225)","(7.0, 14.5, 12.214285714285714)","(5.0, 8.8, 7.800000000000001)"
10-01-2023 15:55:01.114726,"(2.05, 2.6, 2.3771428571428572)","(11.0, 17.5, 17.25)","(5.5, 7.6, 6.9)","(5.0, 7.6, 7.225)","(7.0, 14.5, 12.214285714285714)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:02.196774,"(2.05, 2.6, 2.3771428571428572)","(11.0, 17.5, 16.52777777777778)","(5.5, 7.6, 6.9)","(5.0, 7.6, 7.225)","(7.0, 14.5, 12.214285714285714)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:03.327973,"(2.05, 2.6, 2.257142857142857)","(11.0, 17.5, 16.52777777777778)","(5.5, 7.6, 6.491666666666667)","(5.0, 7.6, 7.225)","(7.0, 14.5, 13.357142857142858)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:04.402583,"(2.05, 2.6, 2.257142857142857)","(11.0, 17.5, 15.895833333333334)","(5.5, 7.6, 6.491666666666667)","(5.0, 7.6, 7.327272727272727)","(7.0, 14.5, 13.357142857142858)","(5.5, 8.8, 8.333333333333334)"
10-01-2023 15:55:05.384404,"(2.05, 2.56, 2.38)","(11.0, 17.5, 14.538461538461538)","(5.5, 7.6, 6.491666666666667)","(5.0, 7.6, 7.327272727272727)","(7.0, 14.5, 12.5)","(5.5, 8.8, 7.933333333333334)"
10-01-2023 15:55:06.593696,"(2.05, 2.56, 2.44)","(11.0, 17.0, 15.666666666666666)","(5.5, 7.6, 6.614814814814815)","(5.0, 7.6, 6.025)","(7.0, 14.5, 12.1)","(5.5, 9.0, 7.7555555555555555)"
10-01-2023 15:55:07.745350,"(2.05, 2.56, 2.38)","(11.0, 16.5, 15.666666666666666)","(5.5, 7.6, 6.614814814814815)","(5.0, 7.6, 6.757142857142857)","(7.0, 14.5, 13.166666666666666)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:08.775087,"(2.05, 2.56, 2.38)","(11.0, 16.5, 14.714285714285714)","(5.5, 7.6, 6.614814814814815)","(5.0, 7.4, 6.6)","(7.0, 14.5, 13.166666666666666)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:10.019950,"(2.05, 2.56, 2.38)","(11.0, 16.5, 14.625)","(5.5, 7.6, 6.614814814814815)","(5.0, 7.4, 6.828571428571429)","(7.0, 14.5, 13.166666666666666)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:11.215974,"(2.05, 2.56, 2.212727272727273)","(11.0, 16.5, 14.454545454545455)","(5.5, 7.6, 6.614814814814815)","(5.0, 7.2, 6.828571428571429)","(7.0, 14.5, 13.868421052631579)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:12.400284,"(2.05, 2.34, 2.212727272727273)","(11.0, 16.5, 14.833333333333334)","(5.5, 7.6, 6.666666666666667)","(5.0, 7.2, 7.04)","(7.0, 14.5, 14.3125)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:13.440525,"(2.05, 2.32, 2.28)","(11.0, 16.5, 15.5)","(5.5, 7.6, 6.614814814814815)","(5.0, 7.2, 7.04)","(7.0, 14.5, 14.083333333333334)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:14.662086,"(2.05, 2.32, 2.3)","(11.0, 16.5, 15.5)","(5.5, 7.6, 6.614814814814815)","(5.0, 7.2, 7.04)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:15.841948,"(2.05, 2.32, 2.27)","(11.0, 16.5, 15.5)","(5.5, 7.6, 6.630769230769231)","(5.0, 7.2, 7.04)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:16.949915,"(2.05, 2.32, 2.25)","(12.0, 16.5, 15.5)","(5.5, 7.6, 7.2666666666666675)","(5.0, 7.2, 7.04)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:18.084711,"(2.05, 2.32, 2.25)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.88)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:19.127022,"(2.05, 2.32, 2.25)","(12.0, 16.5, 15.5)","(5.5, 7.4, 6.938461538461539)","(5.0, 7.2, 6.550000000000001)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:20.255113,"(2.05, 2.32, 2.25)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.040677966101695)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:21.392541,"(2.05, 2.32, 2.2733333333333334)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.096774193548387)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:22.456724,"(2.05, 2.32, 2.3)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.833333333333333)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:23.610626,"(2.05, 2.32, 2.26)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.0, 6.909090909090909)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:24.761641,"(2.05, 2.32, 2.3)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.0, 6.909090909090909)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:26.045450,"(2.05, 2.32, 2.276)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.0, 6.5200000000000005)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:27.266205,"(2.05, 2.32, 2.276)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.251612903225807)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:28.475478,"(2.05, 2.32, 2.23)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.251612903225807)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.666666666666667)"
10-01-2023 15:55:29.601132,"(2.05, 2.32, 2.29)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.251612903225807)","(7.0, 14.5, 13.5)","(5.5, 9.0, 8.0)"
10-01-2023 15:55:30.668307,"(2.05, 2.34, 2.2066666666666666)","(12.0, 16.5, 15.5)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.103448275862069)","(7.0, 14.5, 13.5)","(5.5, 8.6, 8.0)"
10-01-2023 15:55:31.781220,"(2.05, 2.34, 2.1763636363636363)","(12.0, 16.5, 15.153846153846153)","(5.5, 7.4, 7.2666666666666675)","(5.0, 7.2, 6.656603773584905)","(7.0, 14.5, 13.5)","(5.5, 8.6, 7.88)"
10-01-2023 15:55:32.875483,"(2.05, 2.34, 2.22)","(12.0, 16.5, 15.153846153846153)","(5.5, 7.4, 7.072727272727273)","(5.0, 7.2, 6.872727272727273)","(7.0, 14.5, 13.5)","(5.5, 8.6, 7.88)"
10-01-2023 15:55:33.970857,"(2.05, 2.34, 2.2333333333333334)","(12.0, 16.5, 15.153846153846153)","(5.5, 7.4, 7.072727272727273)","(5.0, 7.2, 6.872727272727273)","(7.0, 14.5, 13.5)","(5.5, 8.6, 7.88)"
10-01-2023 15:55:34.926848,"(2.05, 2.34, 2.2323076923076925)","(12.0, 16.5, 15.153846153846153)","(5.5, 7.4, 7.072727272727273)","(5.0, 7.2, 6.872727272727273)","(7.0, 14.5, 13.5)","(5.5, 8.6, 7.88)"
10-01-2023 15:55:35.964520,"(2.05, 2.34, 2.230909090909091)","(12.0, 16.5, 15.153846153846153)","(5.5, 7.4, 7.072727272727273)","(5.0, 7.2, 6.8)","(7.0, 14.5, 13.5)","(5.5, 8.6, 7.88)"
10-01-2023 15:55:37.027137,"(2.05, 2.34, 2.24)","(12.0, 16.5, 14.555555555555555)","(5.5, 7.4, 7.072727272727273)","(5.0, 7.2, 6.8)","(7.0, 14.5, 13.5)","(5.5, 8.6, 8.0)"
10-01-2023 15:55:37.978968,"(2.05, 2.34, 2.158181818181818)","(12.0, 16.0, 15.333333333333334)","(5.5, 7.4, 7.072727272727273)","(5.0, 7.2, 6.8)","(7.0, 14.5, 13.5)","(5.5, 8.6, 8.0)"
10-01-2023 15:55:39.008323,"(2.05, 2.34, 2.244761904761905)","(12.0, 16.0, 15.714285714285714)","(5.5, 7.4, 6.542857142857143)","(5.0, 7.2, 6.771428571428571)","(7.0, 14.5, 13.5)","(5.5, 8.6, 8.0)"
10-01-2023 15:55:40.040167,"(2.05, 2.34, 2.2341176470588238)","(12.0, 16.5, 15.5)","(5.5, 7.6, 7.072727272727273)","(5.0, 7.2, 6.771428571428571)","(7.0, 14.5, 13.5)","(5.5, 8.6, 7.552380952380953)"
10-01-2023 15:55:40.996252,"(2.05, 2.34, 2.2341176470588238)","(12.0, 16.5, 15.071428571428571)","(5.5, 7.4, 7.072727272727273)","(5.0, 7.2, 6.644444444444445)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.539130434782609)"
10-01-2023 15:55:41.878499,"(2.05, 2.34, 2.2104)","(12.0, 16.5, 15.071428571428571)","(5.5, 7.4, 6.84)","(5.0, 7.2, 6.644444444444445)","(7.0, 14.5, 13.5)","(5.5, 9.0, 7.800000000000001)"
10-01-2023 15:55:42.857370,"(2.05, 2.32, 2.3)","(12.0, 16.5, 15.071428571428571)","(5.5, 7.4, 6.555555555555555)","(5.0, 7.2, 6.340350877192982)","(7.0, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:43.873303,"(2.05, 2.42, 2.3254545454545457)","(12.0, 16.5, 15.071428571428571)","(5.5, 7.2, 6.6000000000000005)","(5.0, 7.2, 6.337931034482759)","(7.0, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:44.863016,"(2.05, 2.42, 2.3704761904761904)","(12.0, 16.5, 15.071428571428571)","(5.5, 7.2, 6.6000000000000005)","(5.0, 7.2, 6.384615384615385)","(7.5, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:45.924757,"(2.05, 2.42, 2.3327272727272725)","(12.0, 16.5, 15.071428571428571)","(5.5, 7.2, 6.6000000000000005)","(5.0, 7.0, 6.490909090909091)","(7.5, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:47.008738,"(2.05, 2.42, 2.3466666666666667)","(12.0, 16.5, 15.071428571428571)","(5.5, 7.2, 6.7384615384615385)","(5.0, 7.0, 6.504761904761905)","(7.5, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:48.043706,"(2.05, 2.42, 2.3311111111111114)","(12.0, 16.0, 15.333333333333334)","(5.5, 7.2, 6.3652173913043475)","(5.0, 7.0, 6.323076923076923)","(7.5, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:49.109040,"(2.05, 2.42, 2.2760000000000002)","(12.0, 16.0, 14.571428571428571)","(5.5, 7.2, 6.4)","(5.0, 7.0, 6.323076923076923)","(7.5, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:50.140729,"(2.05, 2.42, 2.33)","(12.0, 16.0, 14.571428571428571)","(5.5, 7.2, 6.4)","(5.0, 7.0, 6.276923076923077)","(7.5, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:51.038592,"(2.05, 2.42, 2.3666666666666667)","(12.0, 16.0, 14.571428571428571)","(5.5, 7.2, 6.4)","(5.0, 7.0, 6.276923076923077)","(7.5, 14.5, 13.5)","(5.5, 8.8, 7.800000000000001)"
10-01-2023 15:55:52.020402,"(2.05, 2.42, 2.3666666666666667)","(12.0, 16.0, 14.571428571428571)","(5.5, 7.2, 6.4)","(5.0, 7.0, 6.020833333333333)","(7.5, 14.5, 12.9)","(5.5, 8.8, 7.615384615384616)"
10-01-2023 15:55:53.125104,"(2.05, 2.42, 2.3666666666666667)","(12.0, 16.0, 14.571428571428571)","(5.5, 7.2, 6.4)","(5.0, 7.0, 6.0760000000000005)","(7.5, 14.5, 12.9)","(5.5, 8.8, 7.615384615384616)"
10-01-2023 15:55:54.028554,"(2.05, 2.42, 2.3666666666666667)","(12.0, 16.0, 14.571428571428571)","(5.5, 7.2, 6.4)","(5.0, 7.0, 6.0760000000000005)","(7.5, 14.5, 13.166666666666666)","(5.5, 8.8, 7.615384615384616)"
10-01-2023 15:55:54.882946,"(2.05, 2.42, 2.3666666666666667)","(12.0, 16.0, 14.571428571428571)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.45)","(7.5, 14.5, 13.166666666666666)","(5.5, 8.8, 7.615384615384616)"
10-01-2023 15:55:55.871070,"(2.05, 2.42, 2.375)","(12.0, 17.0, 16.57142857142857)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.45)","(7.5, 14.5, 13.166666666666666)","(5.5, 8.8, 8.053333333333335)"
10-01-2023 15:55:56.720352,"(2.05, 2.42, 2.375)","(12.0, 17.0, 16.0)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.266666666666667)","(7.5, 14.5, 13.166666666666666)","(5.5, 8.8, 8.053333333333335)"
10-01-2023 15:55:57.646387,"(2.05, 2.42, 2.3499999999999996)","(12.0, 18.0, 17.125)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.388888888888889)","(7.5, 14.5, 13.166666666666666)","(5.5, 8.8, 8.053333333333335)"
10-01-2023 15:55:58.827495,"(2.05, 2.42, 2.385)","(12.0, 18.0, 16.3)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.468181818181819)","(7.5, 14.5, 13.166666666666666)","(5.5, 8.8, 8.053333333333335)"
10-01-2023 15:55:59.769994,"(2.05, 2.42, 2.385)","(12.0, 17.5, 16.3)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.468181818181819)","(7.5, 14.5, 13.166666666666666)","(5.5, 8.8, 8.053333333333335)"
10-01-2023 15:56:00.791575,"(2.05, 2.42, 2.385)","(12.0, 17.5, 16.3)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.7)","(7.5, 14.5, 13.0)","(5.5, 8.8, 8.290909090909091)"
10-01-2023 15:56:01.829624,"(2.05, 2.42, 2.385)","(12.0, 17.5, 15.625)","(5.5, 7.2, 6.36)","(5.0, 7.0, 6.7)","(7.5, 14.5, 12.944444444444445)","(5.5, 8.8, 8.061538461538461)"
