,Frankntank,Yoursnmine,Mytime,Spring Delight,Hes A Modern Boy,Amphijet,Micton Mouse,Filcarlo
10-01-2023 17:40:01.768812,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:02.959853,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:04.187648,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:05.488843,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:06.739505,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:08.090722,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:09.292837,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:10.445622,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:11.577078,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:12.708278,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:13.861789,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:14.985504,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:16.147965,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:17.281843,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:18.377919,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:19.457942,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:20.540044,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:21.638933,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:22.667065,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:23.799603,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:24.887923,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:26.105007,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:27.384789,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:28.624606,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:29.798625,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:31.012385,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:32.104055,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:33.325937,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:34.521656,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:35.693238,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:36.815335,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:38.027709,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:39.148746,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:40.293009,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:41.428371,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:42.507548,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:43.656367,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:44.735415,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:45.816590,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:46.939453,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:48.015222,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:49.110991,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:50.172041,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:51.294411,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:52.406503,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:53.529068,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:54.700856,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:55.847956,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:57.014747,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.7199999999999998)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:58.200365,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.4, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:40:59.424115,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:00.580800,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:01.719796,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:02.914451,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:04.105118,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:05.271780,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:06.468338,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6225)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:07.609864,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.35, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:08.737938,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:09.891595,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:11.023068,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:12.192683,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:13.276497,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:14.374528,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:15.471213,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:16.530420,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:17.621801,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:18.711172,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:19.803708,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:20.855103,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:21.965244,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:23.100162,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:24.269237,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:25.430522,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:26.567232,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:27.715538,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:28.857270,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:29.998926,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:31.140774,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:32.231097,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:33.270555,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:34.327185,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:35.453870,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:36.542621,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:37.679135,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:38.787762,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
10-01-2023 17:41:39.858080,"(21.0, 44.0, 27.0)","(4.8, 7.4, 6.733333333333333)","(6.0, 9.6, 7.92)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.39)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.5)"
