,Blue Vein,Belles Echo,Heidi Belle,Elcheikhali,Clickety Click,Tobias,Horlistic
12-01-2023 10:46:39.061437,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 6.8)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.166666666666668)"
12-01-2023 10:46:40.139825,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.7, 3.9363636363636365)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 6.8)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.166666666666668)"
12-01-2023 10:46:41.180598,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.6689655172413795)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:42.157296,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.6689655172413795)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:43.141818,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 6.433333333333334)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:44.215195,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 6.433333333333334)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:45.329271,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 6.766666666666667)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:46.416675,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 6.766666666666667)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:47.458578,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:48.521700,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:49.535628,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:50.564542,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:51.586259,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:52.567208,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:53.574257,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:54.585618,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:55.670998,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:56.705458,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 120.83333333333334)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:57.743747,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 101.66666666666667)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:58.723542,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 101.66666666666667)","(6.5, 14.0, 13.04)"
12-01-2023 10:46:59.726199,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:00.869761,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:02.021975,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:03.128830,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:04.163403,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:05.170069,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:06.166384,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:07.424853,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:08.660216,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:09.828694,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:10.953361,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:12.188996,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.7, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:13.301096,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:14.470784,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:15.532875,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:16.609126,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:17.736708,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:18.875033,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:20.034785,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:21.173015,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:22.257826,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:23.310635,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:24.420497,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:25.468998,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:26.515822,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:27.543277,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:28.583880,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:29.655677,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:30.725266,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:31.802629,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:32.833649,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:33.855402,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:34.866453,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:36.023487,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.7, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:37.179077,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:38.346761,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:39.535103,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:40.620004,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:41.733578,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:42.886718,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:44.042785,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:45.214521,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:46.396785,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:47.512049,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 102.0)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:48.649909,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 140.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:49.723810,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:50.860641,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:52.066074,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:53.258116,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:54.389955,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:55.458304,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:56.457865,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:57.545315,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:58.630263,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:47:59.760960,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:00.962259,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:02.141749,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:03.220500,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:04.319839,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:05.480770,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:06.594222,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:07.635599,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:08.740187,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:09.873716,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:10.970054,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:11.988645,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:12.975629,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:13.976093,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:15.014235,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.6, 3.8692307692307693)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:16.100584,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:17.231208,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
12-01-2023 10:48:18.421874,"(3.9, 6.2, 5.228571428571429)","(3.5, 4.5, 3.881818181818182)","(4.2, 5.9, 5.0600000000000005)","(4.6, 8.6, 7.4)","(11.0, 20.0, 14.333333333333334)","(26.0, 190.0, 72.85714285714286)","(6.5, 14.0, 13.04)"
