,Blue Vein,Belles Echo,Heidi Belle,Elcheikhali,Clickety Click,Tobias,Horlistic
12-01-2023 10:55:34.938348,"(4.0, 6.4, 5.68)","(3.5, 4.5, 4.4125)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 100.0, 54.72222222222222)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:36.053485,"(4.0, 6.4, 5.68)","(3.5, 4.4, 4.165217391304348)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 100.0, 54.72222222222222)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:37.217518,"(4.0, 6.4, 5.68)","(3.5, 4.3, 4.2375)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 100.0, 54.72222222222222)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:38.419674,"(4.0, 6.4, 5.68)","(3.5, 4.3, 4.2375)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 100.0, 54.72222222222222)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:39.594384,"(4.0, 6.4, 5.68)","(3.5, 4.3, 4.2375)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 100.0, 54.72222222222222)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:40.717618,"(4.0, 6.4, 5.68)","(3.5, 4.3, 4.2375)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 100.0, 54.72222222222222)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:41.778185,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.3, 4.2375)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 100.0, 69.5)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:42.848401,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:43.902150,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:44.985835,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:45.993000,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:46.999346,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:48.088097,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 16.5, 14.833333333333334)"
12-01-2023 10:55:49.127417,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 44.0)","(6.5, 16.5, 16.7)"
12-01-2023 10:55:50.236506,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.2, 4.15)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 44.0)","(6.5, 18.0, 16.7)"
12-01-2023 10:55:51.241466,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.2, 4.024)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 44.0)","(6.5, 18.0, 16.7)"
12-01-2023 10:55:52.240427,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 18.0, 16.7)"
12-01-2023 10:55:53.214970,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 18.0, 16.7)"
12-01-2023 10:55:54.226826,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 18.0, 16.7)"
12-01-2023 10:55:55.303742,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 18.0, 15.5)"
12-01-2023 10:55:56.384437,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:55:57.407078,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:55:58.386213,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:55:59.369382,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:00.466031,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:01.608092,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:02.750705,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:03.843580,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:04.927499,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:05.884823,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:06.924737,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:07.931144,"(4.0, 6.4, 5.015384615384615)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:08.968098,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.1, 4.057142857142857)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:09.971526,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.6, 4.4399999999999995)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:10.927806,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.6, 4.449999999999999)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:11.933121,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.6, 4.493333333333333)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:12.932450,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.8, 4.6125)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:13.942030,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.6, 4.493333333333333)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:14.906098,"(4.0, 6.2, 5.5600000000000005)","(3.5, 4.6, 4.493333333333333)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:15.901709,"(4.0, 6.4, 5.05)","(3.5, 4.5, 4.175)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:16.972098,"(4.0, 6.4, 5.05)","(3.5, 4.5, 4.175)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:18.015865,"(4.0, 6.4, 5.05)","(3.5, 4.5, 4.175)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:19.052518,"(4.0, 6.4, 5.05)","(3.5, 4.5, 4.175)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:20.048924,"(4.0, 6.4, 5.05)","(3.5, 4.5, 4.175)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:20.961635,"(4.0, 6.4, 5.05)","(3.5, 4.5, 4.175)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:21.999049,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:23.031114,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:24.043549,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:25.010109,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:26.001427,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:27.048584,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:28.192077,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:29.270139,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:30.365674,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:31.402270,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:32.430542,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:33.426040,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.9, 4.888888888888888)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:34.616235,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:35.807282,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:36.973408,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:38.033089,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:39.193185,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 4.966666666666667)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:40.341605,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.9, 5.180000000000001)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:41.462691,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:42.438825,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:43.425769,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:44.505989,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:45.638246,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:46.801080,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:47.967577,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:49.039679,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:50.016697,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:51.096013,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:52.153428,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:53.230859,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:54.265060,"(4.0, 6.2, 5.8)","(3.5, 4.4, 4.0)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:55.261402,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:56.256166,"(4.0, 6.4, 5.05)","(3.5, 4.4, 4.125)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:57.302007,"(4.0, 6.4, 5.05)","(3.5, 4.4, 3.95)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:58.301821,"(4.0, 6.4, 5.05)","(3.5, 4.3, 4.075)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:56:59.304472,"(4.0, 6.4, 5.05)","(3.5, 4.3, 4.075)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:00.312002,"(4.0, 6.4, 5.05)","(3.5, 4.3, 4.075)","(4.2, 5.8, 5.08)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 69.5)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:01.403149,"(4.0, 6.2, 5.8)","(3.5, 4.3, 3.9666666666666663)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 95.0, 59.357142857142854)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:02.452004,"(4.0, 6.2, 5.8)","(3.5, 4.7, 3.8692307692307693)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 90.0, 59.357142857142854)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:03.539157,"(4.0, 6.2, 5.8)","(3.5, 4.7, 3.8692307692307693)","(4.2, 5.8, 5.14)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 90.0, 59.357142857142854)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:04.584874,"(4.0, 6.0, 5.72)","(3.5, 4.7, 3.8692307692307693)","(4.2, 5.8, 5.133333333333333)","(4.8, 7.4, 6.525)","(11.0, 20.0, 15.5)","(19.0, 90.0, 59.357142857142854)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:05.570617,"(4.0, 6.2, 5.666666666666667)","(3.5, 4.7, 3.8692307692307693)","(4.2, 5.8, 5.171428571428572)","(4.8, 7.4, 6.525)","(11.0, 20.0, 15.5)","(19.0, 90.0, 59.357142857142854)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:06.548262,"(4.0, 6.2, 5.666666666666667)","(3.5, 4.7, 3.8692307692307693)","(4.2, 5.8, 5.171428571428572)","(4.8, 7.4, 6.525)","(11.0, 20.0, 15.5)","(19.0, 90.0, 59.357142857142854)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:07.547495,"(4.0, 6.2, 5.666666666666667)","(3.5, 4.6, 4.225)","(4.2, 5.7, 4.811111111111111)","(4.8, 7.4, 6.517647058823529)","(11.0, 20.0, 15.5)","(19.0, 90.0, 59.357142857142854)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:08.612902,"(4.0, 6.2, 5.88)","(3.5, 4.6, 4.225)","(4.2, 5.7, 4.938461538461539)","(4.8, 7.4, 6.517647058823529)","(11.0, 20.0, 15.5)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:09.646379,"(4.0, 6.2, 5.88)","(3.5, 4.6, 4.225)","(4.2, 5.7, 4.938461538461539)","(4.8, 7.4, 6.517647058823529)","(11.0, 20.0, 15.5)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:10.650687,"(4.0, 6.2, 5.88)","(3.5, 4.6, 4.225)","(4.2, 5.7, 4.938461538461539)","(4.8, 7.4, 6.517647058823529)","(11.0, 20.0, 15.5)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:11.697272,"(4.0, 6.2, 5.88)","(3.5, 4.6, 4.225)","(4.2, 5.7, 4.938461538461539)","(4.8, 7.4, 6.517647058823529)","(11.0, 20.0, 15.5)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:12.795021,"(4.0, 6.2, 5.88)","(3.5, 4.6, 4.225)","(4.2, 5.7, 4.8)","(4.8, 7.4, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:13.885428,"(4.0, 6.2, 5.666666666666667)","(3.5, 4.5, 4.033333333333333)","(4.2, 5.7, 4.881818181818182)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.5)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:14.961221,"(4.0, 6.2, 5.666666666666667)","(3.5, 4.4, 4.0)","(4.2, 5.7, 4.881818181818182)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.0)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:16.011028,"(4.0, 6.2, 5.666666666666667)","(3.5, 4.5, 3.9166666666666665)","(4.2, 5.7, 4.881818181818182)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.0)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
12-01-2023 10:57:17.076495,"(4.0, 6.2, 5.666666666666667)","(3.5, 4.5, 3.9166666666666665)","(4.2, 5.7, 4.881818181818182)","(4.8, 7.2, 6.800000000000001)","(11.0, 20.0, 15.0)","(19.0, 90.0, 54.25)","(6.5, 17.5, 15.5)"
