,Tick And Flick,Free From Desire,Tokin Beach,Cash Strap,Step Up,Burnt Me,Baby Thor,Shonas Fury
14-12-2022 19:27:12.079699,"(5.0, 8.0, 7.628571428571428)","(31.0, 160.0, 60.0)","(6.5, 11.0, 9.7)","(4.4, 6.2, 5.171428571428572)","(17.0, 34.0, 31.857142857142858)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.0, 9.117647058823529)"
14-12-2022 19:27:13.175569,"(5.0, 8.0, 7.628571428571428)","(31.0, 160.0, 60.0)","(6.5, 11.0, 8.725)","(4.4, 6.2, 5.490909090909091)","(17.0, 34.0, 31.857142857142858)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.0, 9.117647058823529)"
14-12-2022 19:27:14.272254,"(5.0, 8.0, 7.628571428571428)","(31.0, 150.0, 58.33333333333333)","(6.5, 11.0, 8.725)","(4.4, 6.2, 5.171428571428572)","(17.0, 34.0, 31.857142857142858)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.0, 9.285714285714286)"
14-12-2022 19:27:15.431106,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(6.5, 11.0, 8.725)","(4.4, 6.2, 5.171428571428572)","(17.0, 34.0, 31.857142857142858)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.0, 9.285714285714286)"
14-12-2022 19:27:16.576254,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(6.5, 11.0, 8.725)","(4.4, 6.2, 5.0)","(17.0, 34.0, 31.857142857142858)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.0, 9.285714285714286)"
14-12-2022 19:27:17.761552,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(6.5, 11.0, 8.725)","(4.4, 6.2, 5.0)","(17.0, 34.0, 33.125)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.0, 9.285714285714286)"
14-12-2022 19:27:18.921083,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(6.5, 11.0, 8.725)","(4.4, 6.2, 5.490909090909091)","(17.0, 34.0, 33.125)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.0, 9.6)"
14-12-2022 19:27:20.030349,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(6.5, 11.0, 9.7)","(4.4, 6.2, 5.171428571428572)","(17.0, 34.0, 33.125)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 15.1)","(6.5, 10.5, 10.0)"
14-12-2022 19:27:21.211980,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(6.5, 11.0, 10.5)","(4.4, 6.2, 5.0)","(17.0, 34.0, 35.0)","(2.5, 3.7, 3.585714285714286)","(9.0, 16.0, 10.55813953488372)","(6.5, 11.5, 10.0)"
14-12-2022 19:27:22.468557,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(6.5, 11.0, 10.5)","(4.4, 6.2, 5.0)","(17.0, 36.0, 35.0)","(2.5, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.55813953488372)","(6.5, 11.5, 9.774999999999999)"
14-12-2022 19:27:23.710532,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(7.0, 11.0, 10.5)","(4.6, 6.2, 5.0)","(18.0, 36.0, 35.0)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.55813953488372)","(6.5, 11.5, 10.12)"
14-12-2022 19:27:24.862159,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 50.0)","(7.0, 11.0, 9.5)","(4.6, 6.2, 5.171428571428572)","(18.0, 36.0, 34.769230769230774)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.571428571428571)","(6.5, 11.5, 10.12)"
14-12-2022 19:27:26.134395,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 74.42857142857143)","(7.0, 11.0, 9.5)","(4.6, 6.2, 5.171428571428572)","(18.0, 36.0, 34.84615384615385)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.571428571428571)","(6.5, 11.5, 10.514285714285714)"
14-12-2022 19:27:27.224516,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 74.42857142857143)","(7.0, 11.0, 9.5)","(4.6, 6.2, 5.171428571428572)","(18.0, 36.0, 34.84615384615385)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.571428571428571)","(6.5, 11.5, 10.514285714285714)"
14-12-2022 19:27:28.353368,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 74.42857142857143)","(7.0, 11.0, 9.5)","(4.6, 6.2, 5.6)","(18.0, 36.0, 34.84615384615385)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.571428571428571)","(6.5, 11.5, 10.514285714285714)"
14-12-2022 19:27:29.440865,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 74.42857142857143)","(7.0, 11.5, 9.75)","(4.6, 6.2, 5.342857142857143)","(18.0, 36.0, 33.5)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.571428571428571)","(6.5, 11.0, 9.753846153846153)"
14-12-2022 19:27:30.561315,"(5.0, 8.0, 7.628571428571428)","(31.0, 140.0, 74.42857142857143)","(7.0, 11.5, 9.75)","(4.6, 6.2, 5.342857142857143)","(18.0, 36.0, 33.5)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.580645161290322)","(6.5, 11.0, 9.753846153846153)"
14-12-2022 19:27:31.609774,"(5.0, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.342857142857143)","(18.0, 46.0, 34.888888888888886)","(2.6, 3.7, 3.3200000000000003)","(7.5, 11.0, 10.580645161290322)","(6.5, 11.0, 9.753846153846153)"
14-12-2022 19:27:32.664224,"(5.0, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.0, 5.4)","(18.0, 44.0, 40.16666666666667)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.580645161290322)","(6.5, 11.0, 9.753846153846153)"
14-12-2022 19:27:33.791230,"(5.0, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.0, 5.4)","(18.0, 44.0, 40.16666666666667)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.5, 11.0, 10.32)"
14-12-2022 19:27:34.949439,"(5.0, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.5, 12.0, 10.32)"
14-12-2022 19:27:35.960536,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:37.012850,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:38.077578,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:39.220825,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:40.323397,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:41.385573,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:42.601029,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:43.766814,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:44.880345,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:45.962913,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:46.969867,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:48.050666,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 9.166666666666666)","(4.6, 6.2, 5.171428571428572)","(18.0, 44.0, 38.75)","(2.6, 3.7, 3.3200000000000003)","(7.0, 11.0, 10.142857142857142)","(6.0, 12.0, 10.32)"
14-12-2022 19:27:49.220699,"(5.5, 8.0, 6.818181818181818)","(31.0, 130.0, 114.66666666666667)","(7.0, 11.5, 10.5)","(4.6, 6.2, 5.092307692307692)","(18.0, 44.0, 41.375)","(2.6, 3.7, 2.9984615384615383)","(7.0, 11.0, 10.2)","(6.0, 12.0, 9.857142857142856)"
14-12-2022 19:27:50.415853,"(5.5, 8.0, 7.2)","(31.0, 130.0, 119.25)","(7.0, 11.5, 10.5)","(4.6, 6.2, 5.092307692307692)","(18.0, 44.0, 41.375)","(2.6, 3.7, 2.9984615384615383)","(7.0, 9.8, 9.615384615384615)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:27:51.601459,"(5.5, 8.0, 7.2)","(31.0, 130.0, 119.25)","(7.0, 11.5, 10.5)","(4.6, 6.2, 5.092307692307692)","(18.0, 44.0, 41.375)","(2.7, 3.7, 2.9984615384615383)","(7.0, 9.8, 9.615384615384615)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:27:52.756369,"(5.5, 8.0, 7.2)","(31.0, 130.0, 119.25)","(7.0, 11.5, 10.5)","(4.6, 6.2, 5.092307692307692)","(18.0, 44.0, 41.375)","(2.7, 3.7, 3.0666666666666664)","(7.0, 9.8, 9.615384615384615)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:27:53.930088,"(5.5, 8.0, 7.333333333333333)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 6.0, 5.358333333333333)","(18.0, 44.0, 41.375)","(2.7, 3.7, 3.3200000000000003)","(7.0, 9.8, 9.40655737704918)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:27:54.982639,"(5.5, 8.0, 7.333333333333333)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.45)","(18.0, 44.0, 41.375)","(2.7, 3.7, 3.34)","(7.0, 9.8, 9.40655737704918)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:27:56.115650,"(5.5, 8.0, 7.333333333333333)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.45)","(18.0, 44.0, 41.375)","(2.7, 3.7, 3.375)","(7.0, 9.8, 9.615384615384615)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:27:57.250473,"(5.5, 8.0, 7.142857142857142)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.35)","(18.0, 44.0, 42.099999999999994)","(2.7, 3.7, 3.26)","(7.0, 9.8, 9.615384615384615)","(6.0, 12.0, 11.066666666666666)"
14-12-2022 19:27:58.392440,"(5.5, 8.0, 6.083333333333334)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.35)","(18.0, 44.0, 42.099999999999994)","(2.7, 3.7, 3.4)","(7.0, 9.8, 9.40655737704918)","(6.0, 12.0, 11.066666666666666)"
14-12-2022 19:27:59.481906,"(5.5, 8.0, 6.083333333333334)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.733333333333333)","(18.0, 44.0, 42.099999999999994)","(2.7, 3.7, 3.4)","(7.0, 9.8, 9.466666666666667)","(6.0, 12.0, 11.066666666666666)"
14-12-2022 19:28:00.576542,"(5.5, 8.0, 6.083333333333334)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.45)","(18.0, 44.0, 42.099999999999994)","(2.7, 3.7, 3.4)","(7.0, 9.6, 9.608)","(6.0, 12.0, 11.066666666666666)"
14-12-2022 19:28:01.656279,"(5.5, 8.0, 6.083333333333334)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.45)","(18.0, 44.0, 42.099999999999994)","(2.7, 3.7, 3.4)","(7.0, 9.8, 9.608)","(6.0, 12.0, 11.066666666666666)"
14-12-2022 19:28:02.832942,"(5.5, 8.0, 6.083333333333334)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.621739130434783)","(7.0, 9.8, 9.608)","(6.0, 12.0, 9.857142857142856)"
14-12-2022 19:28:03.888453,"(5.5, 8.0, 7.083333333333333)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.38)","(7.0, 9.8, 9.608)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:28:04.959608,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.433333333333333)","(7.0, 9.8, 9.608)","(6.0, 11.5, 9.857142857142856)"
14-12-2022 19:28:06.064040,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.636)","(7.0, 9.6, 9.085714285714285)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:07.204428,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.466666666666667)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:08.450718,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.366666666666666)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:09.465827,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.263636363636364)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:10.506802,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.263636363636364)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:11.507043,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.263636363636364)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:12.542998,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 4.8999999999999995)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:13.650720,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.233333333333333)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:14.668356,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:15.794182,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5250000000000004)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:16.957651,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.5250000000000004)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:18.200667,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.233333333333333)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.466666666666667)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:19.251743,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.233333333333333)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.466666666666667)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:20.340273,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.466666666666667)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:21.400258,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.466666666666667)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:22.528078,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.466666666666667)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:23.578668,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 4.8999999999999995)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.466666666666667)","(7.0, 9.4, 9.08)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:24.560245,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.233333333333333)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.4, 9.011764705882353)","(6.0, 11.5, 9.583333333333332)"
14-12-2022 19:28:25.601430,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.4, 8.163636363636364)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:26.681798,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.4, 8.134883720930233)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:27.761515,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.4, 8.134883720930233)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:28.809772,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.081818181818182)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.4, 8.134883720930233)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:29.871997,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.9, 5.366666666666666)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.4, 8.178947368421053)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:30.956594,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.7, 5.45)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:32.019839,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.7, 5.45)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.49)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:33.119680,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.7, 5.45)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.595)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:34.149641,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.7, 5.25)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.595)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:35.161821,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.7, 5.566666666666666)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.659090909090909)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:36.150396,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.7, 5.35)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.7, 3.6142857142857143)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:37.168450,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 9.944444444444445)","(4.6, 5.7, 5.35)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.65, 3.627272727272727)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:38.185177,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 11.5, 10.95)","(4.6, 5.7, 5.35)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.65, 3.5785714285714283)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:39.188441,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 12.0, 10.5)","(4.6, 5.7, 5.45)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.65, 3.5785714285714283)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 9.6)"
14-12-2022 19:28:40.300958,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 12.0, 10.857142857142858)","(4.6, 5.7, 5.566666666666666)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.65, 3.627272727272727)","(7.0, 9.2, 8.131578947368421)","(6.0, 11.5, 11.44)"
14-12-2022 19:28:41.372717,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 12.0, 9.5)","(4.6, 5.7, 5.566666666666666)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.65, 3.627272727272727)","(7.0, 9.2, 8.131578947368421)","(6.0, 12.0, 11.44)"
14-12-2022 19:28:42.488412,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 12.0, 10.928571428571429)","(4.6, 5.7, 5.35)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.65, 3.627272727272727)","(7.0, 9.2, 8.131578947368421)","(6.0, 12.0, 11.44)"
14-12-2022 19:28:43.516082,"(5.5, 8.0, 6.25)","(31.0, 130.0, 119.25)","(7.0, 12.0, 9.833333333333334)","(4.6, 5.7, 5.35)","(18.0, 44.0, 40.83333333333333)","(2.7, 3.65, 3.627272727272727)","(7.0, 9.2, 8.131578947368421)","(6.0, 12.0, 11.44)"
