,Asva,Okay Cupid,Preferral,Kaisa,Pioneer Lass,Gleefilly,Lutine Belle
07-01-2023 12:11:59.552720,"(1.5, 1.81, 1.7990087463556852)","(13.0, 21.0, 18.23076923076923)","(14.0, 14.5, 14.363636363636363)","(18.0, 36.0, 30.0)","(9.5, 12.5, 12.25)","(5.5, 6.4, 6.128571428571429)","(19.0, 23.0, 22.6)"
07-01-2023 12:12:00.783989,"(1.5, 1.81, 1.7991420118343195)","(13.0, 21.0, 23.5)","(14.0, 14.5, 13.7)","(18.0, 34.0, 31.65)","(9.5, 12.5, 12.25)","(5.5, 6.4, 6.128571428571429)","(19.0, 23.0, 22.6)"
07-01-2023 12:12:02.045282,"(1.5, 1.81, 1.7991420118343195)","(13.0, 24.0, 23.666666666666664)","(14.0, 15.5, 14.0)","(18.0, 32.0, 31.65)","(9.5, 12.5, 12.25)","(5.5, 6.4, 6.128571428571429)","(19.0, 23.0, 22.77777777777778)"
07-01-2023 12:12:03.292461,"(1.5, 1.81, 1.7990611028315946)","(13.0, 24.0, 20.545454545454547)","(14.0, 15.0, 13.416666666666666)","(18.0, 32.0, 31.545454545454547)","(9.5, 12.5, 12.38888888888889)","(5.5, 6.4, 6.066666666666666)","(19.0, 23.0, 22.928571428571427)"
07-01-2023 12:12:04.464311,"(1.5, 1.81, 1.800204081632653)","(13.0, 24.0, 20.833333333333332)","(14.0, 13.5, 14.724137931034482)","(18.0, 32.0, 31.545454545454547)","(9.5, 13.5, 12.59090909090909)","(5.5, 6.2, 6.157894736842105)","(19.0, 23.0, 24.333333333333332)"
07-01-2023 12:12:05.566590,"(1.5, 1.8, 1.7958823529411765)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.5, 14.727272727272727)","(19.0, 32.0, 31.2)","(9.5, 13.5, 13.1)","(5.5, 6.2, 6.163636363636364)","(19.0, 26.0, 24.333333333333332)"
07-01-2023 12:12:06.758473,"(1.5, 1.8, 1.7941666666666667)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.727272727272727)","(19.0, 32.0, 31.545454545454547)","(9.5, 13.5, 12.875)","(5.5, 6.2, 6.163636363636364)","(19.0, 26.0, 22.3953488372093)"
07-01-2023 12:12:07.946713,"(1.5, 1.8, 1.7941666666666667)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.727272727272727)","(19.0, 32.0, 31.545454545454547)","(9.5, 13.5, 12.875)","(5.5, 6.2, 6.163636363636364)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:09.086500,"(1.5, 1.8, 1.7941666666666667)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.823529411764707)","(19.0, 32.0, 31.545454545454547)","(9.5, 13.5, 13.1875)","(5.5, 6.2, 6.163636363636364)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:10.155974,"(1.5, 1.8, 1.7941666666666667)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.625)","(19.0, 32.0, 31.6875)","(9.5, 13.5, 13.1875)","(5.5, 6.2, 6.163636363636364)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:11.297579,"(1.5, 1.8, 1.7941666666666667)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.571428571428571)","(19.0, 32.0, 31.6875)","(9.5, 13.5, 13.1875)","(5.5, 6.2, 6.163636363636364)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:12.438035,"(1.5, 1.8, 1.7941666666666667)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.571428571428571)","(19.0, 32.0, 31.6875)","(9.5, 13.5, 13.1875)","(5.5, 6.2, 6.134883720930232)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:13.586926,"(1.5, 1.8, 1.7941666666666667)","(13.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.833333333333334)","(19.0, 32.0, 31.6875)","(9.5, 13.5, 11.082677165354331)","(5.5, 6.4, 6.134883720930232)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:14.751632,"(1.5, 1.8, 1.7908064516129032)","(14.0, 24.0, 19.476190476190474)","(13.0, 15.0, 14.75)","(19.0, 32.0, 31.6875)","(9.5, 12.5, 11.036585365853659)","(5.5, 6.4, 5.986956521739131)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:16.004443,"(1.5, 1.8, 1.79006038647343)","(14.0, 24.0, 19.5)","(13.0, 15.0, 14.692307692307693)","(19.0, 32.0, 31.6875)","(9.5, 12.5, 11.036585365853659)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:17.227098,"(1.5, 1.8, 1.79006038647343)","(14.0, 24.0, 19.5)","(13.0, 15.0, 14.125)","(19.0, 32.0, 31.6875)","(9.5, 12.5, 11.036585365853659)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:18.260478,"(1.5, 1.8, 1.7900596658711219)","(14.0, 24.0, 19.5)","(13.0, 14.5, 14.125)","(19.0, 32.0, 31.6875)","(9.5, 12.5, 11.036585365853659)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:19.290760,"(1.5, 1.8, 1.7900596658711219)","(14.0, 24.0, 20.727272727272727)","(13.0, 14.5, 14.125)","(19.0, 32.0, 31.333333333333332)","(9.5, 12.5, 11.036585365853659)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:20.395784,"(1.5, 1.8, 1.7900634517766498)","(14.0, 24.0, 21.157894736842106)","(13.0, 14.5, 14.125)","(19.0, 32.0, 31.333333333333332)","(9.5, 12.5, 11.61111111111111)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:21.550307,"(1.5, 1.79, 1.7829)","(14.0, 24.0, 21.157894736842106)","(12.0, 14.5, 14.125)","(20.0, 32.0, 33.333333333333336)","(9.5, 12.5, 11.61111111111111)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:22.666169,"(1.5, 1.79, 1.7826041666666668)","(14.0, 24.0, 21.157894736842106)","(12.0, 14.5, 14.125)","(20.0, 34.0, 33.333333333333336)","(9.5, 12.5, 11.61111111111111)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:23.731752,"(1.5, 1.79, 1.7817123287671233)","(14.0, 24.0, 21.157894736842106)","(13.0, 14.5, 14.125)","(20.0, 34.0, 33.333333333333336)","(9.5, 12.5, 11.61111111111111)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:24.928458,"(1.5, 1.79, 1.7801626016260164)","(14.0, 24.0, 22.714285714285715)","(13.0, 14.5, 14.125)","(20.0, 36.0, 32.111111111111114)","(9.5, 12.5, 11.547619047619047)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:26.166335,"(1.5, 1.79, 1.7802564102564102)","(14.0, 25.0, 24.2)","(13.0, 14.5, 14.125)","(20.0, 36.0, 33.666666666666664)","(9.5, 12.5, 11.547619047619047)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:27.337653,"(1.5, 1.79, 1.7802564102564102)","(15.0, 25.0, 24.2)","(12.0, 14.5, 14.433333333333334)","(20.0, 36.0, 33.0)","(11.0, 12.5, 11.547619047619047)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:28.348631,"(1.5, 1.79, 1.7803921568627452)","(15.0, 25.0, 24.2)","(12.0, 14.5, 14.433333333333334)","(20.0, 36.0, 33.0)","(11.0, 12.5, 11.648936170212766)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:29.503221,"(1.5, 1.78, 1.7765942028985509)","(15.0, 25.0, 24.2)","(12.0, 15.5, 14.5)","(20.0, 36.0, 33.0)","(11.0, 12.5, 11.5625)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:30.680908,"(1.5, 1.78, 1.7751546391752577)","(15.0, 25.0, 24.0)","(12.0, 15.5, 14.5)","(20.0, 36.0, 33.0)","(11.0, 12.5, 11.5625)","(5.5, 6.4, 6.112121212121212)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:31.819344,"(1.5, 1.78, 1.7746728971962618)","(15.0, 25.0, 24.0)","(12.0, 15.5, 14.5)","(20.0, 36.0, 33.0)","(11.0, 12.5, 11.5625)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:32.883100,"(1.5, 1.78, 1.7746728971962618)","(15.0, 25.0, 24.0)","(12.0, 15.5, 14.5)","(20.0, 36.0, 33.0)","(11.0, 12.5, 11.5625)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 25.75)"
07-01-2023 12:12:33.926007,"(1.5, 1.78, 1.7780645161290323)","(15.0, 25.0, 24.333333333333332)","(12.0, 15.5, 14.5)","(20.0, 36.0, 33.0)","(11.0, 12.5, 11.444444444444445)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 26.375)"
07-01-2023 12:12:35.065872,"(1.5, 1.78, 1.7780645161290323)","(15.0, 26.0, 23.857142857142858)","(12.0, 15.5, 14.5)","(20.0, 36.0, 33.0)","(11.0, 11.5, 11.454545454545455)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 26.375)"
07-01-2023 12:12:36.205397,"(1.5, 1.78, 1.7780645161290323)","(15.0, 26.0, 23.857142857142858)","(12.0, 15.5, 14.576923076923077)","(20.0, 36.0, 33.0)","(11.0, 11.5, 11.454545454545455)","(5.5, 6.4, 6.083333333333334)","(19.0, 27.0, 26.375)"
07-01-2023 12:12:37.304839,"(1.5, 1.78, 1.7780645161290323)","(15.0, 26.0, 23.857142857142858)","(12.0, 15.5, 14.681818181818182)","(20.0, 36.0, 42.0)","(11.0, 11.5, 11.7125)","(5.5, 6.4, 6.008695652173913)","(19.0, 27.0, 21.526315789473685)"
07-01-2023 12:12:38.431244,"(1.5, 1.8, 1.7513597033374537)","(15.0, 26.0, 24.363636363636363)","(12.0, 14.0, 13.857142857142858)","(20.0, 44.0, 43.0)","(11.0, 12.0, 11.787234042553191)","(5.5, 6.4, 5.947169811320755)","(19.0, 22.0, 21.526315789473685)"
07-01-2023 12:12:39.630641,"(1.5, 1.79, 1.7806666666666666)","(15.0, 26.0, 24.5)","(12.0, 14.0, 13.875)","(21.0, 44.0, 41.2)","(9.5, 12.0, 12.692307692307692)","(5.5, 6.4, 5.885365853658537)","(19.0, 22.0, 19.833333333333332)"
07-01-2023 12:12:40.985580,"(1.5, 1.79, 1.7766666666666666)","(15.0, 26.0, 25.0)","(12.0, 13.5, 13.125)","(21.0, 42.0, 41.333333333333336)","(9.5, 13.0, 12.916666666666666)","(5.5, 5.9, 5.87)","(19.0, 20.0, 19.75)"
07-01-2023 12:12:42.278731,"(1.5, 1.79, 1.7821495327102803)","(15.0, 26.0, 25.0)","(12.0, 13.5, 13.26923076923077)","(21.0, 42.0, 40.714285714285715)","(9.5, 13.0, 13.416666666666666)","(5.5, 5.9, 5.87)","(19.0, 20.0, 19.75)"
07-01-2023 12:12:43.476525,"(1.5, 1.79, 1.7821875)","(15.0, 26.0, 25.0)","(12.0, 13.5, 13.26923076923077)","(21.0, 42.0, 40.714285714285715)","(9.5, 13.5, 13.416666666666666)","(5.5, 5.9, 5.87)","(19.0, 20.0, 19.75)"
07-01-2023 12:12:44.768221,"(1.5, 1.79, 1.7797826086956523)","(15.0, 26.0, 25.125)","(12.0, 13.5, 13.105263157894736)","(21.0, 42.0, 40.0)","(9.5, 13.5, 12.785714285714286)","(5.5, 5.9, 5.723684210526316)","(19.0, 20.0, 19.75)"
07-01-2023 12:12:45.984272,"(1.5, 1.79, 1.7799285714285715)","(15.0, 26.0, 25.333333333333332)","(12.0, 13.5, 13.105263157894736)","(21.0, 42.0, 37.0)","(11.0, 13.5, 13.023809523809524)","(5.0, 5.8, 5.740909090909091)","(18.0, 20.0, 19.75)"
07-01-2023 12:12:47.188538,"(1.5, 1.79, 1.7799285714285715)","(15.0, 26.0, 25.333333333333332)","(12.0, 13.5, 13.142857142857142)","(21.0, 40.0, 37.0)","(11.0, 13.5, 13.055555555555555)","(5.0, 5.8, 5.748)","(18.0, 20.0, 19.846153846153847)"
07-01-2023 12:12:48.390856,"(1.5, 1.78, 1.7759677419354838)","(15.0, 26.0, 25.333333333333332)","(12.0, 13.5, 13.142857142857142)","(21.0, 38.0, 37.5)","(11.0, 13.5, 13.055555555555555)","(5.0, 5.8, 5.748)","(18.0, 21.0, 19.821428571428573)"
07-01-2023 12:12:49.626657,"(1.5, 1.78, 1.7757264957264958)","(15.0, 26.0, 25.333333333333332)","(12.0, 13.5, 12.964285714285714)","(21.0, 38.0, 37.2)","(11.0, 13.5, 12.944444444444445)","(5.0, 5.8, 5.665384615384616)","(18.0, 21.0, 20.13157894736842)"
07-01-2023 12:12:50.787961,"(1.5, 1.79, 1.7845348837209303)","(15.0, 26.0, 25.4)","(12.0, 13.5, 12.95)","(21.0, 38.0, 37.714285714285715)","(11.0, 13.5, 12.666666666666666)","(5.0, 5.7, 5.681818181818182)","(18.0, 21.0, 20.833333333333332)"
07-01-2023 12:12:51.903560,"(1.5, 1.79, 1.7764423076923077)","(15.0, 26.0, 25.454545454545453)","(12.0, 13.5, 12.95)","(21.0, 38.0, 37.5)","(11.0, 13.5, 12.75)","(5.0, 5.8, 5.691666666666666)","(18.0, 21.0, 20.833333333333332)"
07-01-2023 12:12:53.005318,"(1.5, 1.78, 1.772391304347826)","(15.0, 26.0, 25.523809523809526)","(12.0, 13.5, 13.071428571428571)","(21.0, 38.0, 47.75)","(11.0, 13.5, 12.863636363636363)","(5.0, 5.8, 5.62)","(18.0, 21.0, 20.46153846153846)"
07-01-2023 12:12:54.176476,"(1.5, 1.78, 1.7704347826086957)","(15.0, 26.0, 25.523809523809526)","(12.0, 13.5, 13.342105263157894)","(21.0, 50.0, 42.0)","(11.0, 13.5, 13.17741935483871)","(5.0, 5.7, 5.638461538461538)","(18.0, 22.0, 20.5)"
07-01-2023 12:12:55.373481,"(1.5, 1.78, 1.7759756097560975)","(15.0, 26.0, 25.6)","(12.0, 13.5, 13.441176470588236)","(21.0, 44.0, 42.0)","(11.0, 13.5, 13.272727272727273)","(5.0, 5.7, 5.662790697674419)","(19.0, 21.0, 20.65625)"
07-01-2023 12:12:56.394724,"(1.5, 1.78, 1.7750746268656716)","(15.0, 26.0, 25.666666666666668)","(12.0, 13.5, 13.472222222222221)","(21.0, 44.0, 42.0)","(11.0, 13.5, 13.272727272727273)","(5.0, 5.7, 5.662790697674419)","(19.0, 21.0, 20.65625)"
07-01-2023 12:12:57.540059,"(1.5, 1.78, 1.7758620689655173)","(15.0, 26.0, 25.76923076923077)","(12.0, 13.5, 13.476190476190476)","(21.0, 44.0, 41.6)","(11.0, 13.5, 13.25)","(5.0, 5.7, 5.611111111111111)","(19.0, 21.0, 20.65625)"
07-01-2023 12:12:58.798407,"(1.5, 1.78, 1.7758620689655173)","(15.0, 26.0, 26.210526315789473)","(12.0, 13.5, 13.53125)","(21.0, 44.0, 41.333333333333336)","(11.0, 13.5, 13.115384615384615)","(5.0, 5.7, 5.85609756097561)","(19.0, 21.0, 20.8125)"
07-01-2023 12:13:00.050448,"(1.5, 1.78, 1.777037037037037)","(15.0, 27.0, 26.129032258064516)","(12.0, 14.0, 13.236842105263158)","(21.0, 44.0, 41.333333333333336)","(11.0, 13.5, 13.115384615384615)","(5.0, 5.9, 5.766666666666667)","(19.0, 21.0, 20.5)"
07-01-2023 12:13:01.214175,"(1.5, 1.77, 1.7616785714285714)","(15.0, 27.0, 26.06896551724138)","(12.0, 13.5, 13.236842105263158)","(21.0, 44.0, 41.333333333333336)","(11.0, 13.5, 13.159090909090908)","(5.0, 5.9, 5.766666666666667)","(19.0, 22.0, 20.5)"
07-01-2023 12:13:02.452701,"(1.5, 1.77, 1.7605058365758754)","(15.0, 27.0, 26.06896551724138)","(12.0, 13.5, 12.95)","(21.0, 44.0, 45.0)","(11.0, 13.5, 13.1)","(5.0, 5.9, 5.524528301886792)","(19.0, 22.0, 19.592391304347824)"
07-01-2023 12:13:03.729152,"(1.5, 1.79, 1.7876047904191616)","(15.0, 27.0, 26.205882352941178)","(12.0, 13.0, 12.95)","(21.0, 48.0, 45.0)","(11.0, 13.5, 13.1)","(5.0, 5.6, 5.51304347826087)","(19.0, 20.0, 19.56896551724138)"
07-01-2023 12:13:04.987603,"(1.5, 1.79, 1.7876047904191616)","(15.0, 27.0, 26.47826086956522)","(12.0, 13.0, 12.88888888888889)","(21.0, 48.0, 43.5)","(11.0, 13.5, 13.023809523809524)","(5.0, 5.6, 5.512)","(19.0, 20.0, 19.54268292682927)"
07-01-2023 12:13:06.216720,"(1.5, 1.79, 1.7890066225165564)","(15.0, 27.0, 26.666666666666668)","(12.0, 13.5, 12.054924242424242)","(21.0, 48.0, 42.38095238095238)","(11.0, 13.5, 13.475)","(5.0, 5.6, 5.614285714285715)","(19.0, 20.0, 19.575)"
07-01-2023 12:13:07.422075,"(1.5, 1.79, 1.7863414634146342)","(15.0, 27.0, 26.666666666666668)","(12.0, 12.5, 12.016326530612245)","(21.0, 50.0, 43.28)","(11.0, 14.0, 13.192307692307692)","(5.0, 5.7, 5.630158730158731)","(19.0, 20.0, 19.575)"
07-01-2023 12:13:08.570457,"(1.5, 1.8, 1.7901065088757397)","(15.0, 27.0, 26.666666666666668)","(12.0, 12.5, 12.016326530612245)","(21.0, 50.0, 42.5)","(11.0, 14.0, 13.166666666666666)","(5.0, 5.7, 5.562121212121212)","(19.0, 20.0, 19.666666666666668)"
07-01-2023 12:13:09.706300,"(1.5, 1.8, 1.790108173076923)","(15.0, 27.0, 26.666666666666668)","(12.0, 12.5, 12.035294117647059)","(21.0, 50.0, 43.4375)","(11.0, 14.0, 13.50943396226415)","(5.0, 5.6, 5.764705882352941)","(19.0, 20.0, 19.580246913580247)"
07-01-2023 12:13:10.892549,"(1.5, 1.8, 1.7614797687861272)","(15.0, 27.0, 26.75)","(12.0, 12.5, 12.037109375)","(21.0, 50.0, 43.53846153846154)","(11.0, 14.0, 13.41304347826087)","(5.0, 5.8, 5.7827586206896555)","(18.0, 20.0, 19.596153846153847)"
07-01-2023 12:13:12.051902,"(1.5, 1.8, 1.7751336898395722)","(15.0, 27.0, 26.82758620689655)","(12.0, 12.5, 12.072202166064981)","(21.0, 50.0, 45.2)","(11.0, 13.5, 13.448717948717949)","(5.0, 5.9, 5.812676056338028)","(18.0, 20.0, 19.65)"
07-01-2023 12:13:13.269774,"(1.5, 1.78, 1.768834355828221)","(15.0, 27.0, 26.892857142857142)","(12.0, 12.5, 12.082720588235293)","(21.0, 50.0, 44.857142857142854)","(11.0, 13.5, 13.333333333333334)","(5.0, 5.9, 5.811428571428571)","(18.0, 20.0, 19.661290322580644)"
07-01-2023 12:13:14.488830,"(1.5, 1.78, 1.7731521739130436)","(16.0, 27.0, 26.892857142857142)","(11.0, 12.5, 12.044554455445544)","(21.0, 50.0, 44.857142857142854)","(11.0, 13.5, 13.583333333333334)","(5.0, 5.9, 5.797872340425532)","(18.0, 20.0, 19.58)"
07-01-2023 12:13:15.630332,"(1.5, 1.78, 1.773076923076923)","(16.0, 27.0, 26.9)","(11.0, 12.5, 12.044554455445544)","(21.0, 50.0, 44.857142857142854)","(11.0, 14.0, 13.659090909090908)","(5.0, 5.8, 5.797297297297297)","(18.0, 20.0, 19.58)"
07-01-2023 12:13:16.813303,"(1.5, 1.78, 1.771985815602837)","(16.0, 27.0, 27.61904761904762)","(11.0, 12.5, 12.044554455445544)","(21.0, 50.0, 44.857142857142854)","(11.0, 14.0, 13.659090909090908)","(5.0, 5.8, 5.822500000000001)","(18.0, 20.0, 19.58108108108108)"
07-01-2023 12:13:18.030440,"(1.5, 1.77, 1.7511764705882353)","(16.0, 28.0, 27.307692307692307)","(11.0, 12.5, 12.044554455445544)","(21.0, 50.0, 44.857142857142854)","(11.0, 14.0, 13.659090909090908)","(5.0, 5.9, 5.822500000000001)","(18.0, 20.0, 19.58108108108108)"
07-01-2023 12:13:19.241343,"(1.5, 1.77, 1.7534161490683229)","(16.0, 28.0, 27.28)","(11.0, 12.5, 12.12753036437247)","(21.0, 50.0, 44.857142857142854)","(11.0, 14.0, 13.673913043478262)","(5.0, 5.9, 5.873469387755103)","(18.0, 20.0, 19.58108108108108)"
07-01-2023 12:13:20.348438,"(1.5, 1.76, 1.753235294117647)","(16.0, 28.0, 27.542857142857144)","(11.0, 12.5, 12.129707112970712)","(21.0, 50.0, 48.4)","(11.0, 14.0, 13.571428571428571)","(5.0, 5.9, 5.9065)","(18.0, 20.0, 19.572580645161292)"
07-01-2023 12:13:21.638658,"(1.45, 1.8, 1.7933649289099527)","(16.0, 28.0, 27.542857142857144)","(11.0, 12.5, 12.129707112970712)","(21.0, 50.0, 48.666666666666664)","(11.0, 14.0, 13.666666666666666)","(5.0, 6.0, 5.9065)","(18.0, 20.0, 19.695402298850574)"
07-01-2023 12:13:23.171387,"(1.45, 1.75, 1.746969696969697)","(16.0, 28.0, 27.864406779661017)","(11.0, 12.5, 12.250704225352113)","(21.0, 50.0, 54.464285714285715)","(11.0, 14.0, 13.961206896551724)","(5.0, 6.0, 5.957931034482759)","(18.0, 20.0, 19.832278481012658)"
07-01-2023 12:13:24.520481,"(1.45, 1.75, 1.7493111366245695)","(16.0, 28.0, 27.868852459016395)","(11.0, 12.5, 12.286173633440514)","(21.0, 55.0, 54.09090909090909)","(11.0, 14.0, 13.961206896551724)","(5.0, 6.0, 5.961893203883495)","(18.0, 20.0, 19.832278481012658)"
07-01-2023 12:13:25.936597,"(1.45, 1.75, 1.749283196239718)","(16.0, 28.0, 27.868852459016395)","(11.0, 12.5, 12.245210727969349)","(21.0, 60.0, 52.63636363636364)","(11.0, 14.0, 13.931818181818182)","(5.0, 6.0, 5.96042654028436)","(18.0, 20.0, 19.75462962962963)"
07-01-2023 12:13:27.188828,"(1.45, 1.75, 1.7611796246648794)","(16.0, 28.0, 27.901639344262296)","(11.0, 12.5, 12.25278810408922)","(21.0, 55.0, 50.0)","(11.0, 14.0, 13.950819672131148)","(5.0, 6.0, 5.945980707395498)","(18.0, 20.0, 20.72222222222222)"
07-01-2023 12:13:28.473346,"(1.45, 1.77, 1.7612266666666667)","(16.0, 28.0, 27.901639344262296)","(11.0, 12.5, 12.24810606060606)","(21.0, 55.0, 51.5625)","(11.0, 14.0, 13.946428571428571)","(5.0, 6.0, 5.945980707395498)","(18.0, 21.0, 20.651162790697676)"
07-01-2023 12:13:29.766501,"(1.45, 1.76, 1.7596028037383178)","(16.0, 28.0, 27.901639344262296)","(11.0, 12.5, 12.204444444444444)","(21.0, 55.0, 44.44444444444444)","(11.0, 14.0, 13.02112676056338)","(5.0, 6.0, 5.9450980392156865)","(17.0, 21.0, 20.406779661016948)"
07-01-2023 12:13:30.965814,"(1.45, 1.76, 1.7568098159509202)","(16.0, 28.0, 27.82191780821918)","(11.0, 12.5, 12.199095022624434)","(21.0, 48.0, 44.34782608695652)","(11.0, 13.5, 12.852380952380953)","(5.0, 6.0, 5.933333333333334)","(17.0, 22.0, 21.705882352941178)"
07-01-2023 12:13:32.030774,"(1.45, 1.76, 1.7568098159509202)","(16.0, 28.0, 27.824324324324323)","(11.0, 12.5, 12.199095022624434)","(21.0, 48.0, 44.705882352941174)","(11.0, 13.5, 12.852380952380953)","(5.0, 6.0, 5.933333333333334)","(17.0, 24.0, 22.0)"
07-01-2023 12:13:33.181451,"(1.45, 1.76, 1.7559756097560975)","(18.0, 28.0, 27.93846153846154)","(11.0, 12.5, 12.27948717948718)","(21.0, 48.0, 44.69230769230769)","(11.0, 13.5, 13.027777777777779)","(5.0, 6.0, 5.938255033557047)","(17.0, 24.0, 21.818181818181817)"
07-01-2023 12:13:34.355716,"(1.45, 1.76, 1.7555704697986578)","(18.0, 28.0, 27.93846153846154)","(11.0, 12.5, 12.397810218978103)","(21.0, 48.0, 44.69230769230769)","(11.0, 13.5, 13.027777777777779)","(5.0, 6.0, 5.937837837837838)","(17.0, 24.0, 21.785714285714285)"
07-01-2023 12:13:35.538453,"(1.45, 1.77, 1.7602479338842976)","(17.0, 28.0, 27.93548387096774)","(11.0, 12.5, 12.86923076923077)","(21.0, 48.0, 44.340425531914896)","(11.0, 13.5, 13.025)","(5.0, 6.0, 5.937837837837838)","(17.0, 24.0, 21.5)"
07-01-2023 12:13:36.723860,"(1.45, 1.77, 1.7602479338842976)","(17.0, 28.0, 27.93548387096774)","(11.0, 13.0, 12.976190476190476)","(21.0, 48.0, 44.340425531914896)","(11.0, 13.5, 13.025)","(5.0, 6.0, 5.937837837837838)","(17.0, 24.0, 21.62162162162162)"
07-01-2023 12:13:37.972864,"(1.45, 1.75, 1.74992673992674)","(17.0, 28.0, 27.9375)","(11.0, 13.0, 12.977777777777778)","(21.0, 48.0, 42.55555555555556)","(11.0, 13.5, 12.5375)","(5.0, 6.0, 5.937414965986394)","(17.0, 24.0, 22.647058823529413)"
07-01-2023 12:13:39.234712,"(1.45, 1.78, 1.7797285067873303)","(17.0, 28.0, 27.927272727272726)","(11.0, 13.0, 12.972972972972974)","(21.0, 44.0, 40.52173913043478)","(11.0, 13.5, 12.615)","(5.0, 6.0, 5.935058823529412)","(17.0, 23.0, 22.142857142857142)"
07-01-2023 12:13:40.477029,"(1.45, 1.79, 1.777403314917127)","(17.0, 28.0, 28.728813559322035)","(11.0, 13.0, 12.958333333333334)","(21.0, 48.0, 42.4)","(11.0, 13.5, 12.563492063492063)","(5.0, 6.0, 5.935058823529412)","(17.0, 25.0, 22.4)"
07-01-2023 12:13:41.759240,"(1.45, 1.75, 1.7338659793814433)","(17.0, 29.0, 28.75862068965517)","(11.0, 13.0, 12.956521739130435)","(21.0, 46.0, 43.333333333333336)","(11.0, 13.5, 12.552631578947368)","(5.0, 6.0, 5.934128878281623)","(17.0, 24.0, 22.636363636363637)"
07-01-2023 12:13:42.944079,"(1.45, 1.75, 1.7332620320855614)","(17.0, 29.0, 28.0)","(11.0, 13.0, 12.956521739130435)","(21.0, 44.0, 43.333333333333336)","(11.0, 13.5, 12.608910891089108)","(5.0, 6.0, 5.953159851301115)","(17.0, 23.0, 22.333333333333332)"
07-01-2023 12:13:44.124866,"(1.45, 1.75, 1.7317492711370261)","(17.0, 29.0, 28.5)","(11.0, 13.0, 12.956521739130435)","(21.0, 44.0, 43.333333333333336)","(11.0, 13.5, 12.674311926605505)","(5.0, 6.0, 5.953159851301115)","(17.0, 23.0, 22.333333333333332)"
07-01-2023 12:13:45.311210,"(1.45, 1.75, 1.7317492711370261)","(17.0, 29.0, 28.27906976744186)","(11.0, 13.0, 12.483050847457626)","(21.0, 44.0, 42.8)","(11.0, 13.5, 12.527472527472527)","(5.0, 6.0, 6.11203007518797)","(17.0, 23.0, 22.6)"
07-01-2023 12:13:46.387181,"(1.45, 1.75, 1.740031847133758)","(17.0, 30.0, 28.27906976744186)","(11.0, 12.5, 12.483050847457626)","(21.0, 46.0, 39.51162790697674)","(11.0, 13.5, 12.75)","(5.0, 6.2, 5.946875)","(17.0, 23.0, 22.608695652173914)"
07-01-2023 12:13:47.581161,"(1.45, 1.74, 1.7288)","(17.0, 28.0, 27.984615384615385)","(11.0, 12.5, 12.149122807017545)","(21.0, 48.0, 40.79012345679013)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.2, 5.868421052631579)","(17.0, 23.0, 20.306818181818183)"
