,Bella Rouge,Coco Rox,Vaccine,Very Intoxicating,Amathuba,Carartie,Olentia,Hellavadancer,Xtra Gear,Parisian Lady,Latakia
07-01-2023 15:44:49.327102,"(4.4, 4.9, 4.8142292490118574)","(15.0, 18.5, 18.274193548387096)","(31.0, 40.0, 38.666666666666664)","(31.0, 55.0, 54.666666666666664)","(16.0, 27.0, 26.0)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.88, 1.8755201958384333)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 205.0)","(101.0, 350.0, 320.0)","(10.0, 12.0, 11.445859872611464)"
07-01-2023 15:44:50.733277,"(4.4, 4.9, 4.8142292490118574)","(15.0, 18.5, 18.274193548387096)","(31.0, 40.0, 38.666666666666664)","(31.0, 55.0, 54.666666666666664)","(16.0, 27.0, 25.285714285714285)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.88, 1.8753256704980843)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 205.0)","(101.0, 350.0, 320.0)","(10.0, 12.0, 11.506944444444445)"
07-01-2023 15:44:52.080576,"(4.4, 4.9, 4.8142292490118574)","(15.0, 18.5, 18.239436619718308)","(31.0, 40.0, 38.7027027027027)","(31.0, 55.0, 54.666666666666664)","(16.0, 26.0, 25.285714285714285)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.88, 1.8805629139072846)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 205.0)","(101.0, 350.0, 320.0)","(10.0, 12.0, 11.474074074074075)"
07-01-2023 15:44:53.411473,"(4.4, 4.9, 4.8142292490118574)","(15.0, 18.5, 18.239436619718308)","(31.0, 40.0, 38.7027027027027)","(31.0, 55.0, 54.666666666666664)","(16.0, 26.0, 25.285714285714285)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.89, 1.880651906519065)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 205.0)","(101.0, 350.0, 305.0)","(10.0, 12.0, 11.484848484848484)"
07-01-2023 15:44:54.731756,"(4.4, 4.9, 4.8142292490118574)","(15.0, 18.5, 18.239436619718308)","(31.0, 40.0, 38.76470588235294)","(31.0, 55.0, 54.44444444444444)","(16.0, 26.0, 25.285714285714285)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.89, 1.880651906519065)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 195.0)","(101.0, 350.0, 305.0)","(10.0, 11.5, 11.436507936507937)"
07-01-2023 15:44:56.065959,"(4.4, 4.9, 4.813818181818181)","(15.0, 18.5, 18.239436619718308)","(31.0, 40.0, 38.76470588235294)","(31.0, 55.0, 54.44444444444444)","(16.0, 26.0, 25.285714285714285)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.89, 1.8813372582001682)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 207.5)","(101.0, 350.0, 320.0)","(10.0, 12.0, 11.474074074074075)"
07-01-2023 15:44:57.383593,"(4.4, 4.9, 4.813818181818181)","(15.0, 18.5, 18.239436619718308)","(31.0, 40.0, 38.76470588235294)","(31.0, 55.0, 54.44444444444444)","(16.0, 26.0, 25.285714285714285)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.89, 1.8836739864864864)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 195.0)","(101.0, 350.0, 305.0)","(10.0, 12.0, 11.601123595505618)"
07-01-2023 15:44:58.602866,"(4.4, 4.8, 4.773224043715847)","(15.0, 18.5, 18.239436619718308)","(31.0, 40.0, 38.76470588235294)","(31.0, 55.0, 54.44444444444444)","(16.0, 26.0, 25.285714285714285)","(71.0, 90.0, 82.66666666666667)","(1.8, 1.89, 1.8836739864864864)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 195.0)","(101.0, 350.0, 305.0)","(10.0, 12.0, 11.601123595505618)"
07-01-2023 15:44:59.881282,"(4.4, 4.9, 4.736376115305422)","(15.0, 18.5, 18.239436619718308)","(31.0, 40.0, 38.833333333333336)","(31.0, 55.0, 54.5)","(16.0, 26.0, 25.29787234042553)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.883371989295272)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 203.33333333333334)","(101.0, 350.0, 309.09090909090907)","(10.0, 12.0, 11.685185185185185)"
07-01-2023 15:45:01.128314,"(4.4, 4.9, 4.734788634788635)","(15.0, 18.5, 18.25)","(31.0, 40.0, 38.833333333333336)","(31.0, 55.0, 54.5)","(16.0, 26.0, 25.29787234042553)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.883371989295272)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 203.33333333333334)","(101.0, 350.0, 309.09090909090907)","(10.0, 12.0, 11.685185185185185)"
07-01-2023 15:45:02.394464,"(4.4, 4.9, 4.734788634788635)","(15.0, 18.5, 18.25)","(31.0, 40.0, 38.833333333333336)","(31.0, 55.0, 54.5)","(16.0, 26.0, 25.29787234042553)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.883371989295272)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 203.33333333333334)","(101.0, 350.0, 309.09090909090907)","(10.0, 12.0, 11.685185185185185)"
07-01-2023 15:45:03.786163,"(4.4, 4.9, 4.734098816979819)","(15.0, 18.5, 17.97142857142857)","(31.0, 40.0, 38.32)","(31.0, 55.0, 58.25)","(16.0, 26.0, 25.26923076923077)","(71.0, 90.0, 87.25)","(1.8, 1.89, 1.8835270379338176)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 212.5)","(101.0, 350.0, 309.09090909090907)","(10.0, 12.0, 11.762237762237762)"
07-01-2023 15:45:05.083166,"(4.4, 4.9, 4.732466619817288)","(15.0, 18.5, 17.97142857142857)","(31.0, 40.0, 38.32)","(31.0, 60.0, 59.0625)","(16.0, 26.0, 25.26923076923077)","(71.0, 90.0, 87.25)","(1.8, 1.89, 1.883509433962264)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 207.5)","(101.0, 350.0, 309.09090909090907)","(10.0, 12.0, 11.762237762237762)"
07-01-2023 15:45:06.513763,"(4.4, 4.9, 4.732466619817288)","(15.0, 18.5, 17.97142857142857)","(31.0, 40.0, 38.32)","(31.0, 60.0, 59.48275862068966)","(16.0, 26.0, 25.26923076923077)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.883509433962264)","(31.0, 48.0, 47.55555555555556)","(71.0, 230.0, 202.85714285714286)","(101.0, 350.0, 309.09090909090907)","(10.0, 12.0, 11.967065868263473)"
07-01-2023 15:45:07.786870,"(4.4, 4.8, 4.745736434108527)","(15.0, 18.5, 17.97142857142857)","(31.0, 40.0, 38.32)","(31.0, 65.0, 59.48275862068966)","(16.0, 26.0, 25.26923076923077)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.8836081474296797)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 168.57142857142858)","(101.0, 350.0, 332.14285714285717)","(10.0, 12.5, 11.994318181818182)"
07-01-2023 15:45:09.148439,"(4.4, 4.9, 4.725219941348974)","(15.0, 18.5, 17.93076923076923)","(31.0, 40.0, 38.32)","(31.0, 65.0, 59.48275862068966)","(16.0, 26.0, 25.26923076923077)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.882515114873035)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 170.0)","(101.0, 390.0, 318.0)","(10.0, 12.5, 11.994318181818182)"
07-01-2023 15:45:10.444069,"(4.4, 4.9, 4.809284627092846)","(15.0, 18.5, 17.93076923076923)","(31.0, 40.0, 37.6)","(31.0, 65.0, 59.48275862068966)","(16.0, 26.0, 24.509803921568626)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.8832859399684043)","(31.0, 48.0, 47.5)","(71.0, 220.0, 168.57142857142858)","(101.0, 390.0, 316.3636363636364)","(10.0, 12.5, 11.967065868263473)"
07-01-2023 15:45:11.644936,"(4.4, 4.9, 4.809284627092846)","(15.0, 18.5, 17.93076923076923)","(31.0, 38.0, 37.6)","(31.0, 65.0, 59.48275862068966)","(16.0, 26.0, 24.509803921568626)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.8862591687041563)","(31.0, 48.0, 47.5)","(71.0, 220.0, 168.57142857142858)","(101.0, 390.0, 316.3636363636364)","(10.0, 12.5, 11.967065868263473)"
07-01-2023 15:45:12.898350,"(4.4, 4.9, 4.731280962491153)","(15.0, 18.5, 17.93076923076923)","(31.0, 38.0, 36.53333333333333)","(31.0, 65.0, 59.48275862068966)","(16.0, 26.0, 24.509803921568626)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.8866666666666665)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 168.57142857142858)","(101.0, 390.0, 316.3636363636364)","(10.0, 12.5, 12.010989010989011)"
07-01-2023 15:45:14.172957,"(4.4, 4.8, 4.797787610619469)","(15.0, 18.5, 17.93076923076923)","(31.0, 38.0, 36.526315789473685)","(31.0, 65.0, 59.48275862068966)","(16.0, 26.0, 24.509803921568626)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.8896240601503758)","(31.0, 48.0, 47.55555555555556)","(71.0, 220.0, 168.57142857142858)","(101.0, 390.0, 318.0)","(10.0, 12.5, 12.010989010989011)"
07-01-2023 15:45:15.491456,"(4.4, 4.8, 4.797787610619469)","(15.0, 18.5, 17.91269841269841)","(31.0, 38.0, 36.4)","(31.0, 65.0, 59.48275862068966)","(16.0, 26.0, 24.509803921568626)","(71.0, 90.0, 83.125)","(1.8, 1.89, 1.8896240601503758)","(31.0, 48.0, 47.57142857142857)","(71.0, 220.0, 168.57142857142858)","(101.0, 390.0, 316.3636363636364)","(10.0, 12.5, 12.02659574468085)"
07-01-2023 15:45:16.726391,"(4.4, 4.8, 4.797967479674797)","(15.0, 18.5, 17.94776119402985)","(31.0, 38.0, 36.44444444444444)","(31.0, 65.0, 59.666666666666664)","(16.0, 26.0, 24.566037735849058)","(71.0, 90.0, 83.52941176470588)","(1.8, 1.89, 1.8903175965665235)","(31.0, 48.0, 47.57142857142857)","(71.0, 220.0, 168.57142857142858)","(101.0, 390.0, 316.3636363636364)","(10.0, 12.5, 12.02659574468085)"
07-01-2023 15:45:17.934060,"(4.4, 4.8, 4.772155688622754)","(15.0, 18.5, 17.94776119402985)","(31.0, 38.0, 36.4)","(31.0, 65.0, 59.666666666666664)","(16.0, 26.0, 24.566037735849058)","(71.0, 90.0, 83.52941176470588)","(1.8, 1.9, 1.8913761467889907)","(31.0, 48.0, 47.519999999999996)","(71.0, 220.0, 168.57142857142858)","(101.0, 390.0, 291.0)","(10.0, 12.5, 11.829457364341085)"
07-01-2023 15:45:19.116017,"(4.4, 4.8, 4.783212996389891)","(15.0, 18.5, 17.94776119402985)","(31.0, 38.0, 37.473684210526315)","(31.0, 65.0, 60.55555555555556)","(16.0, 26.0, 25.208333333333332)","(71.0, 90.0, 85.41666666666667)","(1.8, 1.9, 1.8664130434782609)","(31.0, 48.0, 46.666666666666664)","(71.0, 220.0, 175.0)","(101.0, 390.0, 291.0)","(10.0, 12.0, 11.793367346938776)"
07-01-2023 15:45:20.292232,"(4.4, 4.9, 4.816029663434112)","(15.0, 18.5, 18.122448979591837)","(31.0, 36.0, 35.67741935483871)","(31.0, 65.0, 60.55555555555556)","(16.0, 26.0, 25.208333333333332)","(71.0, 90.0, 85.41666666666667)","(1.8, 1.87, 1.8664130434782609)","(31.0, 48.0, 46.666666666666664)","(71.0, 220.0, 175.0)","(101.0, 390.0, 291.0)","(10.0, 12.0, 11.793367346938776)"
07-01-2023 15:45:21.521394,"(4.4, 4.9, 4.814647280560043)","(15.0, 18.5, 18.122448979591837)","(31.0, 36.0, 35.67741935483871)","(31.0, 65.0, 60.55555555555556)","(16.0, 26.0, 25.232558139534884)","(71.0, 90.0, 85.625)","(1.8, 1.87, 1.8660089686098655)","(31.0, 48.0, 46.666666666666664)","(71.0, 220.0, 175.0)","(101.0, 390.0, 291.0)","(10.0, 12.0, 11.850609756097562)"
07-01-2023 15:45:22.705004,"(4.4, 4.9, 4.814647280560043)","(15.0, 18.5, 18.122448979591837)","(31.0, 36.0, 35.857142857142854)","(31.0, 65.0, 60.78947368421053)","(16.0, 26.0, 24.705882352941178)","(71.0, 90.0, 86.42857142857143)","(1.8, 1.87, 1.8662526315789474)","(31.0, 48.0, 46.4)","(71.0, 220.0, 175.0)","(101.0, 390.0, 291.0)","(10.0, 12.0, 11.847826086956522)"
07-01-2023 15:45:23.910714,"(4.4, 4.9, 4.821335992023928)","(15.0, 18.5, 18.14423076923077)","(31.0, 36.0, 35.875)","(31.0, 65.0, 61.0)","(16.0, 26.0, 24.705882352941178)","(71.0, 90.0, 86.875)","(1.8, 1.87, 1.8662288135593221)","(31.0, 48.0, 46.4)","(71.0, 220.0, 180.0)","(101.0, 390.0, 291.0)","(10.0, 12.0, 11.854166666666666)"
07-01-2023 15:45:25.360263,"(4.4, 5.0, 4.925524475524476)","(15.0, 18.5, 18.17543859649123)","(31.0, 36.0, 35.875)","(31.0, 65.0, 61.0)","(16.0, 26.0, 24.654545454545456)","(71.0, 90.0, 86.875)","(1.8, 1.87, 1.8531151241534989)","(31.0, 48.0, 46.18181818181818)","(71.0, 220.0, 185.71428571428572)","(101.0, 390.0, 291.0)","(10.0, 12.0, 11.849693251533742)"
07-01-2023 15:45:26.658937,"(4.4, 5.0, 4.925524475524476)","(15.0, 18.5, 18.17543859649123)","(31.0, 36.0, 35.875)","(31.0, 65.0, 61.0)","(16.0, 26.0, 25.210526315789473)","(71.0, 90.0, 86.875)","(1.8, 1.86, 1.8535204081632655)","(31.0, 48.0, 46.4)","(71.0, 220.0, 173.33333333333334)","(101.0, 390.0, 313.3333333333333)","(10.0, 12.0, 11.849693251533742)"
07-01-2023 15:45:27.979359,"(4.4, 5.0, 4.925524475524476)","(15.0, 18.5, 18.17543859649123)","(31.0, 36.0, 35.875)","(31.0, 65.0, 61.0)","(16.0, 26.0, 25.210526315789473)","(71.0, 90.0, 86.42857142857143)","(1.8, 1.86, 1.852875)","(31.0, 48.0, 46.4)","(71.0, 220.0, 167.14285714285714)","(101.0, 380.0, 313.3333333333333)","(10.0, 12.0, 11.849693251533742)"
07-01-2023 15:45:29.259143,"(4.4, 5.0, 4.940486725663717)","(15.0, 18.5, 18.17543859649123)","(31.0, 36.0, 35.875)","(31.0, 65.0, 61.1764705882353)","(16.0, 26.0, 26.235294117647058)","(71.0, 90.0, 86.66666666666667)","(1.8, 1.86, 1.8398518518518518)","(31.0, 48.0, 45.89473684210526)","(71.0, 210.0, 167.14285714285714)","(101.0, 380.0, 313.3333333333333)","(10.0, 12.0, 11.868589743589743)"
07-01-2023 15:45:30.532291,"(4.4, 5.0, 4.9700564971751415)","(15.0, 18.5, 18.522727272727273)","(31.0, 38.0, 35.362637362637365)","(31.0, 65.0, 61.81818181818182)","(16.0, 27.0, 24.523809523809526)","(71.0, 90.0, 86.33333333333333)","(1.8, 1.84, 1.845375)","(31.0, 50.0, 47.27272727272727)","(71.0, 210.0, 170.0)","(101.0, 380.0, 330.0)","(10.0, 12.0, 12.070776255707763)"
07-01-2023 15:45:31.757084,"(4.4, 5.0, 4.97)","(15.0, 19.0, 18.522727272727273)","(31.0, 38.0, 35.362637362637365)","(31.0, 65.0, 61.81818181818182)","(16.0, 25.0, 24.523809523809526)","(71.0, 95.0, 86.33333333333333)","(1.8, 1.85, 1.8492565055762082)","(31.0, 48.0, 47.42857142857143)","(71.0, 210.0, 180.0)","(101.0, 380.0, 335.0)","(10.0, 12.5, 11.922222222222222)"
07-01-2023 15:45:32.958671,"(4.4, 5.0, 4.970772058823529)","(15.0, 19.0, 18.5625)","(31.0, 38.0, 35.41935483870968)","(31.0, 65.0, 60.625)","(16.0, 25.0, 24.0)","(71.0, 95.0, 86.875)","(1.8, 1.86, 1.8492565055762082)","(31.0, 48.0, 47.42857142857143)","(71.0, 210.0, 180.0)","(101.0, 380.0, 335.0)","(10.0, 12.0, 11.922222222222222)"
07-01-2023 15:45:34.246105,"(4.4, 5.0, 4.9618705035971225)","(15.0, 19.0, 18.5625)","(31.0, 38.0, 35.41935483870968)","(31.0, 65.0, 62.35294117647059)","(16.0, 25.0, 24.0)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8627565982404692)","(31.0, 48.0, 47.42857142857143)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 335.0)","(10.0, 12.0, 11.875)"
07-01-2023 15:45:35.557749,"(4.4, 5.0, 4.963745019920319)","(15.0, 19.0, 18.5625)","(31.0, 38.0, 35.41935483870968)","(31.0, 65.0, 62.35294117647059)","(16.0, 25.0, 24.0)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8627246376811595)","(31.0, 48.0, 47.42857142857143)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.875)"
07-01-2023 15:45:36.816618,"(4.4, 5.0, 4.953422370617696)","(15.0, 19.0, 18.629411764705882)","(31.0, 38.0, 35.41935483870968)","(31.0, 65.0, 64.5)","(16.0, 25.0, 24.047619047619047)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8627246376811595)","(31.0, 48.0, 47.6)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.86986301369863)"
07-01-2023 15:45:38.059358,"(4.2, 5.0, 4.953734061930783)","(15.0, 19.0, 18.629411764705882)","(26.0, 38.0, 35.4468085106383)","(31.0, 65.0, 64.5)","(16.0, 25.0, 24.047619047619047)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8550699300699303)","(31.0, 48.0, 47.69230769230769)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.86896551724138)"
07-01-2023 15:45:39.223353,"(4.2, 5.0, 4.953734061930783)","(15.0, 19.0, 18.629411764705882)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 64.5)","(16.0, 25.0, 24.047619047619047)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8540909090909092)","(31.0, 48.0, 47.69230769230769)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.86896551724138)"
07-01-2023 15:45:40.452112,"(4.2, 5.0, 4.965265486725664)","(15.0, 19.0, 18.664893617021278)","(26.0, 38.0, 35.608695652173914)","(31.0, 65.0, 64.0)","(16.0, 25.0, 24.23076923076923)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.86, 1.845475113122172)","(31.0, 48.0, 47.69230769230769)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.923913043478262)"
07-01-2023 15:45:41.707851,"(4.2, 5.0, 4.966947368421053)","(15.0, 19.0, 18.664893617021278)","(26.0, 38.0, 35.55555555555556)","(31.0, 65.0, 64.0)","(16.0, 25.0, 24.130434782608695)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.85, 1.8491666666666668)","(31.0, 48.0, 47.69230769230769)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.919847328244275)"
07-01-2023 15:45:42.954748,"(4.2, 5.0, 4.950707070707071)","(15.0, 19.0, 18.664893617021278)","(26.0, 38.0, 35.55555555555556)","(31.0, 65.0, 63.82352941176471)","(16.0, 25.0, 24.2)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.85, 1.8482640586797068)","(31.0, 48.0, 47.77777777777778)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.91796875)"
07-01-2023 15:45:44.184892,"(4.2, 5.0, 4.9501022494887525)","(15.0, 19.0, 18.721238938053098)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 61.875)","(16.0, 25.0, 24.2)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.86, 1.8626392961876834)","(31.0, 48.0, 47.77777777777778)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.866438356164384)"
07-01-2023 15:45:45.372633,"(4.2, 5.0, 4.9501022494887525)","(15.0, 19.0, 18.721238938053098)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 61.875)","(16.0, 25.0, 23.441176470588236)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8551304347826088)","(31.0, 48.0, 47.77777777777778)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.866438356164384)"
07-01-2023 15:45:46.643844,"(4.2, 5.0, 4.946401515151515)","(15.0, 19.0, 18.721238938053098)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 62.22222222222222)","(16.0, 24.0, 23.366666666666667)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8642617449664431)","(31.0, 48.0, 47.77777777777778)","(71.0, 210.0, 175.71428571428572)","(101.0, 380.0, 367.1428571428571)","(10.0, 12.0, 11.866438356164384)"
07-01-2023 15:45:47.905677,"(4.2, 5.0, 4.946401515151515)","(15.0, 19.0, 18.721238938053098)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 62.22222222222222)","(16.0, 24.0, 22.823529411764707)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8605263157894738)","(31.0, 48.0, 47.77777777777778)","(71.0, 210.0, 162.5)","(101.0, 380.0, 340.0)","(10.0, 12.0, 11.866438356164384)"
07-01-2023 15:45:49.139580,"(4.2, 5.0, 4.946401515151515)","(15.0, 19.0, 18.721238938053098)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 62.22222222222222)","(16.0, 24.0, 22.823529411764707)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8605263157894738)","(31.0, 48.0, 47.77777777777778)","(71.0, 200.0, 160.0)","(101.0, 380.0, 340.0)","(10.0, 12.0, 11.866438356164384)"
07-01-2023 15:45:50.309542,"(4.2, 5.0, 4.9445098039215685)","(15.0, 19.0, 18.721238938053098)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 62.22222222222222)","(16.0, 24.0, 22.823529411764707)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8605263157894738)","(31.0, 48.0, 47.77777777777778)","(71.0, 200.0, 160.0)","(101.0, 380.0, 340.0)","(10.0, 12.0, 11.866438356164384)"
07-01-2023 15:45:51.518302,"(4.2, 5.0, 4.9445098039215685)","(15.0, 19.0, 18.721238938053098)","(26.0, 38.0, 35.52808988764045)","(31.0, 65.0, 62.22222222222222)","(16.0, 24.0, 22.823529411764707)","(71.0, 95.0, 87.3529411764706)","(1.8, 1.87, 1.8605263157894738)","(31.0, 48.0, 47.77777777777778)","(71.0, 200.0, 160.0)","(101.0, 380.0, 340.0)","(10.0, 12.0, 11.8125)"
07-01-2023 15:45:52.787864,"(4.2, 5.0, 4.95952380952381)","(15.0, 19.0, 18.73931623931624)","(26.0, 38.0, 36.10526315789474)","(31.0, 65.0, 63.0)","(16.0, 24.0, 23.17391304347826)","(71.0, 95.0, 88.33333333333333)","(1.8, 1.86, 1.855763888888889)","(31.0, 48.0, 47.9)","(71.0, 200.0, 163.07692307692307)","(101.0, 380.0, 340.0)","(10.0, 11.5, 11.417293233082706)"
07-01-2023 15:45:54.173545,"(4.2, 5.0, 4.958435207823961)","(15.0, 19.0, 18.725225225225227)","(26.0, 38.0, 35.54545454545455)","(31.0, 65.0, 62.857142857142854)","(16.0, 24.0, 23.19148936170213)","(71.0, 95.0, 87.94117647058823)","(1.8, 1.87, 1.8613333333333335)","(31.0, 48.0, 47.88235294117647)","(71.0, 200.0, 160.0)","(101.0, 380.0, 340.0)","(10.0, 11.5, 11.264)"
07-01-2023 15:45:55.477885,"(4.2, 5.0, 4.964988009592326)","(15.0, 19.0, 18.774509803921568)","(26.0, 38.0, 36.43636363636364)","(31.0, 65.0, 64.34782608695652)","(16.0, 24.0, 23.25)","(71.0, 95.0, 90.88235294117646)","(1.8, 1.86, 1.854965034965035)","(31.0, 55.0, 50.02127659574468)","(71.0, 200.0, 168.57142857142858)","(101.0, 380.0, 340.0)","(10.0, 11.5, 11.321167883211679)"
07-01-2023 15:45:56.716207,"(4.4, 5.0, 4.961273209549072)","(15.0, 19.0, 18.774509803921568)","(26.0, 38.0, 36.43636363636364)","(31.0, 65.0, 59.11764705882353)","(16.0, 24.0, 23.20754716981132)","(71.0, 95.0, 90.88235294117646)","(1.8, 1.86, 1.8640576923076924)","(31.0, 55.0, 49.94444444444444)","(71.0, 200.0, 168.57142857142858)","(101.0, 380.0, 340.0)","(10.0, 11.5, 11.347826086956522)"
07-01-2023 15:45:57.940282,"(4.4, 4.9, 4.883484162895928)","(15.0, 19.0, 18.774509803921568)","(26.0, 38.0, 34.8)","(31.0, 65.0, 52.74193548387097)","(16.0, 24.0, 23.106382978723403)","(71.0, 95.0, 90.88235294117646)","(1.8, 1.87, 1.8575951903807617)","(31.0, 55.0, 49.64705882352941)","(71.0, 200.0, 168.57142857142858)","(101.0, 380.0, 340.0)","(10.0, 11.5, 11.775)"
07-01-2023 15:45:59.158052,"(4.4, 5.0, 4.916605166051661)","(15.0, 19.0, 18.774509803921568)","(26.0, 36.0, 34.78378378378378)","(31.0, 55.0, 52.74193548387097)","(16.0, 24.0, 23.105263157894736)","(71.0, 95.0, 91.0)","(1.8, 1.86, 1.8567828418230563)","(31.0, 55.0, 49.64705882352941)","(71.0, 200.0, 168.57142857142858)","(101.0, 380.0, 309.0)","(10.0, 12.0, 11.852564102564102)"
07-01-2023 15:46:00.383182,"(4.4, 5.0, 4.916605166051661)","(15.0, 19.0, 19.705882352941178)","(26.0, 36.0, 35.1578947368421)","(31.0, 55.0, 59.827586206896555)","(16.0, 24.0, 23.76923076923077)","(71.0, 95.0, 92.94117647058823)","(1.8, 1.86, 1.8421951219512196)","(31.0, 55.0, 50.94736842105263)","(71.0, 200.0, 170.9090909090909)","(101.0, 390.0, 311.25)","(10.0, 12.0, 12.01123595505618)"
07-01-2023 15:46:01.586442,"(4.4, 4.9, 4.8353790613718415)","(15.0, 21.0, 19.705882352941178)","(26.0, 36.0, 35.225806451612904)","(31.0, 65.0, 58.333333333333336)","(16.0, 25.0, 25.0)","(71.0, 100.0, 90.83333333333333)","(1.8, 1.85, 1.8423965141612202)","(31.0, 55.0, 51.5)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 337.5)","(10.0, 12.5, 12.06060606060606)"
07-01-2023 15:46:02.809195,"(4.4, 4.9, 4.892178770949721)","(15.0, 21.0, 20.25)","(26.0, 36.0, 35.25)","(31.0, 65.0, 58.1578947368421)","(16.0, 26.0, 24.923076923076923)","(71.0, 100.0, 90.83333333333333)","(1.8, 1.85, 1.842759336099585)","(31.0, 55.0, 51.81818181818182)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.103092783505154)"
07-01-2023 15:46:03.993945,"(4.4, 4.9, 4.855892857142857)","(15.0, 21.0, 20.317460317460316)","(26.0, 36.0, 35.45454545454545)","(31.0, 65.0, 57.608695652173914)","(16.0, 26.0, 24.571428571428573)","(71.0, 100.0, 90.83333333333333)","(1.8, 1.85, 1.8432598039215686)","(31.0, 55.0, 50.869565217391305)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.15625)"
