,Eagles Forever,Getouttheway,Max Fire,Im Kenny,Diamonds Are,Festival Of Light,Bunjil,Shema,Spy Colonel
07-01-2023 14:05:40.506090,"(7.0, 8.2, 8.188636363636363)","(4.8, 5.4, 5.369565217391305)","(3.2, 3.55, 3.540116279069767)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.0, 13.885714285714286)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 38.96551724137931)","(10.0, 13.0, 12.85)"
07-01-2023 14:05:41.650528,"(7.0, 8.2, 8.188636363636363)","(4.8, 5.4, 5.374545454545455)","(3.2, 3.55, 3.4435483870967745)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.0, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:42.814794,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.374545454545455)","(3.2, 3.45, 3.4445)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:44.019902,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.374545454545455)","(3.2, 3.45, 3.4408256880733945)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 38.96551724137931)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:45.323366,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.374545454545455)","(3.2, 3.45, 3.4408256880733945)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 38.96551724137931)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:46.438871,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.374545454545455)","(3.2, 3.45, 3.4408256880733945)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 38.96551724137931)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:47.582543,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.374545454545455)","(3.2, 3.45, 3.4408256880733945)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 38.96551724137931)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:48.885080,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.374545454545455)","(3.2, 3.5, 3.474766355140187)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:50.192254,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.368888888888889)","(3.1, 3.5, 3.474766355140187)","(20.0, 26.0, 25.333333333333332)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.875)"
07-01-2023 14:05:51.455191,"(7.0, 8.4, 8.338775510204082)","(4.8, 5.4, 5.368888888888889)","(3.1, 3.5, 3.4706521739130434)","(20.0, 26.0, 25.333333333333332)","(12.0, 14.0, 13.928571428571429)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.2, 5.972222222222222)","(31.0, 42.0, 39.27272727272727)","(10.0, 13.0, 12.954545454545455)"
07-01-2023 14:05:52.605886,"(7.0, 8.4, 8.294736842105262)","(4.8, 5.4, 5.317647058823529)","(3.1, 3.5, 3.4706521739130434)","(20.0, 26.0, 25.333333333333332)","(12.0, 14.0, 13.928571428571429)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.2, 5.972222222222222)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.954545454545455)"
07-01-2023 14:05:53.714668,"(7.0, 8.4, 8.5875)","(4.8, 5.4, 5.281578947368421)","(3.1, 3.5, 3.475531914893617)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 58.666666666666664)","(4.4, 6.2, 5.972222222222222)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.954545454545455)"
07-01-2023 14:05:54.860922,"(7.0, 8.8, 8.5875)","(4.8, 5.3, 5.281578947368421)","(3.1, 3.5, 3.4724489795918365)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.2, 5.972222222222222)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.954545454545455)"
07-01-2023 14:05:56.048811,"(7.0, 8.8, 8.60689655172414)","(4.8, 5.3, 5.281578947368421)","(3.1, 3.5, 3.4724489795918365)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.2, 5.972222222222222)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.954545454545455)"
07-01-2023 14:05:57.171068,"(7.0, 8.8, 8.60689655172414)","(4.8, 5.3, 5.281578947368421)","(3.1, 3.5, 3.4724489795918365)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.2, 5.9437500000000005)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:05:58.235403,"(7.0, 8.8, 8.60689655172414)","(4.8, 5.3, 5.281578947368421)","(3.1, 3.5, 3.4724489795918365)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.2, 5.9437500000000005)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:05:59.480531,"(7.0, 8.8, 8.60689655172414)","(4.8, 5.3, 5.163636363636364)","(3.1, 3.5, 3.489130434782609)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:00.724054,"(7.0, 8.8, 8.60689655172414)","(4.8, 5.2, 5.141176470588235)","(3.1, 3.5, 3.4743243243243245)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:01.965167,"(7.0, 8.8, 8.666666666666666)","(4.8, 5.3, 5.193069306930693)","(3.1, 3.55, 3.4743243243243245)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:03.211286,"(7.0, 8.8, 8.727272727272728)","(4.8, 5.3, 5.194117647058823)","(3.1, 3.5, 3.475714285714286)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:04.321962,"(7.0, 8.8, 8.677777777777777)","(4.8, 5.2, 5.184210526315789)","(3.1, 3.5, 3.475714285714286)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:05.462263,"(7.0, 8.8, 8.677777777777777)","(4.8, 5.3, 5.194117647058823)","(3.1, 3.45, 3.446264367816092)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:06.653567,"(7.0, 9.0, 8.892307692307693)","(4.8, 5.2, 5.182758620689655)","(3.1, 3.45, 3.446264367816092)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.86)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:07.821628,"(7.0, 9.0, 8.892307692307693)","(4.8, 5.2, 5.182758620689655)","(3.1, 3.45, 3.4475757575757577)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.856164383561644)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.944)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:09.096310,"(7.0, 9.0, 8.892307692307693)","(4.8, 5.3, 5.152380952380952)","(3.1, 3.45, 3.4475757575757577)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 13.847826086956522)","(41.0, 60.0, 58.38709677419355)","(4.4, 6.0, 5.909090909090909)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:10.186781,"(7.0, 9.0, 8.789473684210526)","(4.8, 5.3, 5.226190476190476)","(3.1, 3.45, 3.4817708333333335)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.0, 14.168674698795181)","(41.0, 60.0, 59.62962962962963)","(4.4, 6.0, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:11.396593,"(7.0, 9.0, 8.756521739130434)","(4.8, 5.3, 5.226190476190476)","(3.1, 3.5, 3.4817708333333335)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.160919540229886)","(41.0, 60.0, 59.62962962962963)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:12.582181,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.220512820512821)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.198979591836734)","(41.0, 60.0, 58.666666666666664)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:13.772349,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 58.666666666666664)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:14.977770,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 58.666666666666664)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:16.162574,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 58.666666666666664)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:17.378312,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 58.666666666666664)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:18.573612,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 58.666666666666664)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:19.726901,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 58.666666666666664)","(4.4, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:20.832695,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 58.666666666666664)","(4.6, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:21.928910,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.483510638297872)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.226744186046512)","(41.0, 60.0, 53.75)","(4.6, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.916666666666666)"
07-01-2023 14:06:23.307429,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.221518987341772)","(3.1, 3.5, 3.482198952879581)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.186666666666667)","(41.0, 55.0, 51.666666666666664)","(4.6, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.75)"
07-01-2023 14:06:24.493724,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.214285714285714)","(3.1, 3.5, 3.4760563380281693)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.186666666666667)","(41.0, 55.0, 51.666666666666664)","(4.6, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.75)"
07-01-2023 14:06:25.900690,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.211111111111111)","(3.1, 3.5, 3.4760563380281693)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.186666666666667)","(41.0, 55.0, 51.25)","(4.6, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.75)"
07-01-2023 14:06:27.291266,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.211111111111111)","(3.1, 3.5, 3.4760563380281693)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.186666666666667)","(41.0, 55.0, 51.25)","(4.6, 5.9, 5.85625)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.75)"
07-01-2023 14:06:28.467491,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.211111111111111)","(3.1, 3.5, 3.4460106382978726)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238095238095237)","(41.0, 55.0, 51.25)","(4.6, 5.9, 5.881818181818182)","(31.0, 40.0, 39.27272727272727)","(10.0, 13.0, 12.75)"
07-01-2023 14:06:29.563549,"(7.0, 9.0, 8.813333333333333)","(4.8, 5.3, 5.218421052631578)","(3.1, 3.45, 3.4460106382978726)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.24712643678161)","(41.0, 55.0, 51.25)","(4.6, 6.0, 5.814285714285714)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.75)"
07-01-2023 14:06:30.853667,"(7.0, 9.0, 8.860000000000001)","(4.8, 5.3, 5.23921568627451)","(3.1, 3.45, 3.4835748792270533)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.24712643678161)","(41.0, 55.0, 51.25)","(4.6, 5.9, 5.814285714285714)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.3)"
07-01-2023 14:06:32.120244,"(7.0, 9.0, 8.860000000000001)","(4.8, 5.3, 5.23921568627451)","(3.1, 3.5, 3.495)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.22872340425532)","(41.0, 55.0, 51.25)","(4.6, 5.9, 5.814285714285714)","(31.0, 40.0, 39.46666666666667)","(10.0, 12.5, 12.357142857142858)"
07-01-2023 14:06:33.330407,"(7.0, 9.0, 8.860000000000001)","(4.6, 5.3, 5.23921568627451)","(3.1, 3.5, 3.495)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.22872340425532)","(31.0, 55.0, 51.25)","(4.6, 5.9, 5.814285714285714)","(31.0, 40.0, 39.46666666666667)","(10.0, 12.5, 12.357142857142858)"
07-01-2023 14:06:34.527225,"(7.0, 9.0, 8.860000000000001)","(4.6, 5.3, 5.23921568627451)","(3.1, 3.5, 3.495)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.22872340425532)","(31.0, 55.0, 51.25)","(4.6, 5.9, 5.814285714285714)","(31.0, 40.0, 39.46666666666667)","(10.0, 12.5, 12.357142857142858)"
07-01-2023 14:06:35.606220,"(7.0, 9.0, 8.860000000000001)","(4.6, 5.3, 5.218421052631578)","(3.1, 3.5, 3.4960526315789475)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238888888888889)","(31.0, 55.0, 51.15384615384615)","(4.6, 5.9, 5.873333333333334)","(31.0, 40.0, 39.46666666666667)","(10.0, 12.5, 12.357142857142858)"
07-01-2023 14:06:36.684742,"(7.0, 9.0, 8.860000000000001)","(4.6, 5.3, 5.218421052631578)","(3.1, 3.55, 3.517961165048544)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.22872340425532)","(31.0, 55.0, 51.15384615384615)","(4.6, 5.9, 5.873333333333334)","(31.0, 40.0, 39.46666666666667)","(10.0, 12.5, 12.378787878787879)"
07-01-2023 14:06:37.783523,"(7.0, 9.0, 8.860000000000001)","(4.6, 5.3, 5.245614035087719)","(3.1, 3.55, 3.517961165048544)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.22872340425532)","(31.0, 55.0, 50.833333333333336)","(4.6, 5.9, 5.873333333333334)","(31.0, 40.0, 39.46666666666667)","(10.0, 12.5, 12.378787878787879)"
07-01-2023 14:06:38.876056,"(7.0, 9.0, 8.892307692307693)","(4.6, 5.2, 5.129328621908127)","(3.1, 3.55, 3.517961165048544)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238888888888889)","(31.0, 55.0, 50.833333333333336)","(4.6, 5.9, 5.902857142857143)","(31.0, 40.0, 39.46666666666667)","(10.0, 12.5, 12.606060606060606)"
07-01-2023 14:06:40.085912,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.124825174825174)","(3.1, 3.55, 3.5314606741573034)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238888888888889)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.902857142857143)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:41.369599,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.124825174825174)","(3.1, 3.55, 3.5314606741573034)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238888888888889)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.902857142857143)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:42.591748,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.124825174825174)","(3.1, 3.55, 3.5314606741573034)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238888888888889)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.902857142857143)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:43.813061,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.124825174825174)","(3.1, 3.55, 3.537686567164179)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238888888888889)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.902857142857143)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:45.170511,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.124825174825174)","(3.1, 3.55, 3.537686567164179)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.238888888888889)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.902857142857143)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:46.440874,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.124825174825174)","(3.1, 3.55, 3.537686567164179)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.219780219780219)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.947368421052632)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:47.707632,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.1271653543307085)","(3.1, 3.55, 3.537686567164179)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.219780219780219)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.921739130434783)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:48.964042,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.1271653543307085)","(3.1, 3.55, 3.537686567164179)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.219780219780219)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.921739130434783)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.606060606060606)"
07-01-2023 14:06:50.403338,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.132971014492753)","(3.1, 3.55, 3.4592592592592593)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.444444444444445)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.947368421052632)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.69767441860465)"
07-01-2023 14:06:51.768091,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.132971014492753)","(3.1, 3.5, 3.448529411764706)","(20.0, 26.0, 25.529411764705884)","(12.0, 14.5, 14.844827586206897)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.916666666666667)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.69767441860465)"
07-01-2023 14:06:53.009827,"(7.0, 9.0, 8.862068965517242)","(4.6, 5.2, 5.132971014492753)","(3.1, 3.45, 3.441044776119403)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.703125)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.958333333333334)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.657894736842104)"
07-01-2023 14:06:54.315159,"(7.0, 9.0, 8.74736842105263)","(4.6, 5.2, 5.127450980392156)","(3.1, 3.45, 3.4468750000000004)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.703125)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.958333333333334)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.657894736842104)"
07-01-2023 14:06:55.559904,"(7.0, 9.0, 8.74736842105263)","(4.6, 5.2, 5.127450980392156)","(3.1, 3.45, 3.4468750000000004)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.703125)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.944444444444445)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.657894736842104)"
07-01-2023 14:06:56.821651,"(7.0, 9.0, 8.74736842105263)","(4.6, 5.2, 5.120600858369098)","(3.1, 3.45, 3.4468750000000004)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.703125)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.944444444444445)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.657894736842104)"
07-01-2023 14:06:58.073840,"(7.0, 9.0, 8.74736842105263)","(4.6, 5.2, 5.120600858369098)","(3.1, 3.45, 3.4468750000000004)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.703125)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.944444444444445)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.657894736842104)"
07-01-2023 14:06:59.360017,"(7.0, 9.0, 8.727272727272727)","(4.6, 5.2, 5.095089285714286)","(3.1, 3.45, 3.4468750000000004)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.703125)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.944444444444445)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.657894736842104)"
07-01-2023 14:07:00.745897,"(7.0, 9.0, 8.727272727272727)","(4.6, 5.1, 5.08296943231441)","(3.1, 3.45, 3.4468750000000004)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.703125)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 5.944444444444445)","(31.0, 40.0, 39.46666666666667)","(10.0, 13.0, 12.657894736842104)"
07-01-2023 14:07:02.146289,"(7.0, 9.0, 8.74736842105263)","(4.6, 5.1, 5.084883720930232)","(3.1, 3.45, 3.435560344827586)","(20.0, 26.0, 25.04)","(12.0, 15.0, 14.802083333333334)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.0, 6.014285714285714)","(31.0, 40.0, 39.87755102040816)","(10.0, 13.0, 12.69047619047619)"
07-01-2023 14:07:03.520531,"(7.0, 9.0, 8.74736842105263)","(4.6, 5.1, 5.1052884615384615)","(3.1, 3.45, 3.3935314685314686)","(20.0, 26.0, 25.04)","(12.0, 15.0, 14.881578947368421)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.2, 6.0227272727272725)","(31.0, 42.0, 40.23728813559322)","(10.0, 13.0, 12.69047619047619)"
07-01-2023 14:07:04.815291,"(7.0, 9.0, 8.815384615384616)","(4.6, 5.2, 5.102955665024631)","(3.1, 3.4, 3.3935314685314686)","(20.0, 26.0, 25.04)","(12.0, 15.0, 14.881578947368421)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.2, 6.0227272727272725)","(31.0, 42.0, 40.23728813559322)","(10.0, 13.0, 12.69047619047619)"
07-01-2023 14:07:06.046462,"(7.0, 9.0, 8.666666666666666)","(4.6, 5.2, 5.157407407407407)","(3.1, 3.4, 3.389503816793893)","(20.0, 26.0, 25.076923076923077)","(12.0, 15.0, 14.926470588235293)","(31.0, 55.0, 50.833333333333336)","(4.6, 6.2, 6.036708860759494)","(31.0, 42.0, 40.4)","(10.0, 13.0, 12.566666666666666)"
