,Eagles Forever,Getouttheway,Max Fire,Im Kenny,Diamonds Are,Festival Of Light,Bunjil,Shema,Spy Colonel
07-01-2023 14:07:07.326649,"(7.0, 9.0, 8.666666666666666)","(4.6, 5.2, 5.2214285714285715)","(3.1, 3.4, 3.2810679611650486)","(20.0, 26.0, 25.04)","(12.0, 15.0, 14.76086956521739)","(31.0, 55.0, 51.666666666666664)","(4.6, 6.4, 6.316666666666667)","(31.0, 42.0, 41.10344827586207)","(10.0, 13.0, 12.767857142857142)"
07-01-2023 14:07:08.651444,"(7.0, 8.8, 8.666666666666666)","(4.6, 5.3, 5.2214285714285715)","(3.1, 3.3, 3.2810679611650486)","(20.0, 26.0, 25.04)","(12.0, 15.0, 14.775510204081632)","(31.0, 55.0, 53.333333333333336)","(4.6, 6.4, 6.327272727272727)","(31.0, 42.0, 41.163636363636364)","(10.0, 13.0, 12.767857142857142)"
07-01-2023 14:07:10.076175,"(7.0, 8.8, 8.666666666666666)","(4.6, 5.3, 5.224137931034483)","(3.1, 3.3, 3.278089887640449)","(20.0, 26.0, 25.04)","(12.0, 15.0, 14.775510204081632)","(31.0, 55.0, 52.5)","(4.6, 6.4, 6.327272727272727)","(31.0, 42.0, 41.206896551724135)","(10.0, 13.0, 12.767857142857142)"
07-01-2023 14:07:11.302694,"(7.0, 8.8, 8.666666666666666)","(4.6, 5.3, 5.224137931034483)","(3.1, 3.3, 3.278089887640449)","(20.0, 26.0, 25.04)","(12.0, 15.0, 14.775510204081632)","(31.0, 55.0, 52.5)","(4.6, 6.4, 6.339784946236559)","(31.0, 42.0, 41.206896551724135)","(10.0, 13.0, 12.767857142857142)"
07-01-2023 14:07:12.628712,"(7.0, 8.8, 8.736)","(4.6, 5.3, 5.229166666666667)","(3.1, 3.3, 3.2630208333333335)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.661764705882353)","(31.0, 55.0, 52.5)","(4.6, 6.4, 6.339784946236559)","(31.0, 42.0, 41.206896551724135)","(10.0, 13.0, 12.894736842105264)"
07-01-2023 14:07:13.838762,"(7.0, 8.8, 8.736)","(4.6, 5.3, 5.229166666666667)","(3.1, 3.3, 3.2403361344537815)","(20.0, 26.0, 25.529411764705884)","(12.0, 15.0, 14.661764705882353)","(31.0, 55.0, 55.0)","(4.6, 6.4, 6.339784946236559)","(31.0, 42.0, 41.206896551724135)","(10.0, 13.0, 13.0625)"
07-01-2023 14:07:15.122715,"(7.0, 8.8, 8.736)","(4.6, 5.3, 5.229166666666667)","(3.1, 3.3, 3.282236842105263)","(20.0, 27.0, 25.2)","(12.0, 15.0, 14.69767441860465)","(31.0, 60.0, 52.857142857142854)","(4.6, 6.4, 6.339784946236559)","(31.0, 42.0, 41.206896551724135)","(10.0, 13.5, 13.0625)"
07-01-2023 14:07:16.384684,"(7.0, 8.8, 8.736)","(4.6, 5.3, 5.229166666666667)","(3.1, 3.3, 3.282236842105263)","(20.0, 27.0, 25.15)","(12.0, 15.0, 14.74)","(31.0, 60.0, 52.5)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.0625)"
07-01-2023 14:07:17.665977,"(7.0, 8.8, 8.721428571428572)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.3, 3.2840782122905026)","(20.0, 26.0, 24.78787878787879)","(12.0, 15.0, 14.74)","(31.0, 60.0, 52.5)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.017241379310345)"
07-01-2023 14:07:19.064213,"(7.0, 8.8, 8.721428571428572)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.3, 3.298473282442748)","(20.0, 26.0, 24.78787878787879)","(12.0, 15.0, 14.74)","(31.0, 60.0, 52.5)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.017241379310345)"
07-01-2023 14:07:20.437953,"(7.0, 8.8, 8.721428571428572)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.3, 3.3365384615384617)","(20.0, 26.0, 24.78787878787879)","(12.0, 15.0, 14.711538461538462)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.017241379310345)"
07-01-2023 14:07:21.912317,"(7.0, 8.8, 8.721428571428572)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.35, 3.336407766990291)","(20.0, 26.0, 24.78787878787879)","(12.0, 15.0, 14.711538461538462)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.017241379310345)"
07-01-2023 14:07:23.253381,"(7.0, 8.8, 8.721428571428572)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.35, 3.336407766990291)","(20.0, 26.0, 24.571428571428573)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.017241379310345)"
07-01-2023 14:07:24.533109,"(7.0, 8.8, 8.721428571428572)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.35, 3.336407766990291)","(20.0, 26.0, 24.571428571428573)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.017241379310345)"
07-01-2023 14:07:25.811649,"(7.0, 8.8, 8.68421052631579)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.35, 3.338034188034188)","(20.0, 26.0, 24.571428571428573)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.350442477876107)","(31.0, 42.0, 41.3134328358209)","(10.0, 13.5, 13.017241379310345)"
07-01-2023 14:07:27.178075,"(7.0, 8.8, 8.657142857142858)","(4.6, 5.3, 5.213559322033898)","(3.1, 3.35, 3.357051282051282)","(20.0, 26.0, 25.066666666666666)","(12.0, 15.0, 14.662337662337663)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.262745098039216)","(31.0, 42.0, 40.78947368421053)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:28.572283,"(7.0, 8.8, 8.68421052631579)","(4.6, 5.3, 5.212903225806452)","(3.1, 3.4, 3.386619718309859)","(20.0, 26.0, 25.066666666666666)","(12.0, 15.0, 14.62962962962963)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.166666666666667)","(31.0, 42.0, 40.78947368421053)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:29.818432,"(7.0, 8.6, 8.49090909090909)","(4.6, 5.3, 5.212903225806452)","(3.1, 3.4, 3.375)","(20.0, 26.0, 24.695652173913043)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.2, 6.269662921348315)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:31.051188,"(7.0, 8.6, 8.45)","(4.6, 5.2, 5.174545454545455)","(3.1, 3.45, 3.421604938271605)","(20.0, 26.0, 24.695652173913043)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.263736263736264)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:32.380320,"(7.0, 8.6, 8.45)","(4.6, 5.2, 5.174545454545455)","(3.1, 3.45, 3.421604938271605)","(20.0, 26.0, 24.695652173913043)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.252631578947368)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:33.742199,"(7.0, 8.6, 8.45)","(4.6, 5.2, 5.174545454545455)","(3.1, 3.45, 3.427777777777778)","(20.0, 26.0, 24.695652173913043)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.252631578947368)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:35.092335,"(7.0, 8.6, 8.443243243243243)","(4.6, 5.2, 5.174545454545455)","(3.1, 3.45, 3.427777777777778)","(20.0, 26.0, 24.695652173913043)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.272727272727273)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:36.406995,"(7.0, 8.6, 8.443243243243243)","(4.6, 5.2, 5.174545454545455)","(3.1, 3.45, 3.427777777777778)","(20.0, 26.0, 24.695652173913043)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.272727272727273)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:37.701053,"(7.0, 8.6, 8.443243243243243)","(4.6, 5.2, 5.174545454545455)","(3.1, 3.45, 3.449242424242424)","(20.0, 26.0, 24.928571428571427)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.30344827586207)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:39.076457,"(7.0, 8.2, 8.357894736842105)","(4.6, 5.2, 5.174545454545455)","(3.1, 3.45, 3.4802469135802467)","(20.0, 26.0, 24.928571428571427)","(12.0, 15.0, 14.714285714285714)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.30344827586207)","(31.0, 42.0, 41.02127659574468)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:40.441381,"(7.0, 8.4, 8.307692307692308)","(4.6, 5.2, 5.189719626168224)","(3.1, 3.5, 3.4904761904761905)","(20.0, 26.0, 25.3)","(12.0, 15.0, 14.418032786885245)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.302097902097902)","(31.0, 42.0, 40.78947368421053)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:41.796595,"(7.0, 8.4, 8.285714285714285)","(4.6, 5.2, 5.189719626168224)","(3.1, 3.5, 3.4904761904761905)","(20.0, 26.0, 25.3)","(12.0, 14.5, 14.418032786885245)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.28421052631579)","(31.0, 42.0, 40.78947368421053)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:43.204499,"(7.0, 8.4, 8.285714285714285)","(4.6, 5.2, 5.189719626168224)","(3.1, 3.5, 3.495945945945946)","(20.0, 26.0, 25.066666666666666)","(12.0, 14.5, 14.418032786885245)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.4, 6.110769230769231)","(31.0, 42.0, 40.78947368421053)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:44.640695,"(7.0, 8.4, 8.290322580645162)","(4.6, 5.2, 5.191603053435115)","(3.1, 3.5, 3.4854166666666666)","(20.0, 26.0, 24.666666666666668)","(12.0, 14.5, 14.435897435897436)","(31.0, 60.0, 51.81818181818182)","(4.6, 6.2, 6.128275862068966)","(31.0, 42.0, 41.0)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:46.086220,"(7.0, 8.4, 8.290322580645162)","(4.6, 5.2, 5.167415730337079)","(3.1, 3.5, 3.465686274509804)","(20.0, 26.0, 24.666666666666668)","(12.0, 14.5, 14.354166666666666)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.2, 6.132857142857143)","(31.0, 42.0, 41.0)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:47.464686,"(7.0, 8.4, 8.269230769230768)","(4.6, 5.3, 5.237297297297297)","(3.1, 3.5, 3.434285714285714)","(20.0, 26.0, 24.666666666666668)","(12.0, 14.5, 14.354166666666666)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.2, 6.253333333333334)","(31.0, 42.0, 41.0)","(10.0, 13.5, 12.833333333333334)"
07-01-2023 14:07:49.031199,"(7.0, 8.4, 8.129411764705882)","(4.6, 5.2, 5.1734939759036145)","(3.0, 3.45, 3.466666666666667)","(20.0, 26.0, 24.636363636363637)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.8, 6.460869565217391)","(31.0, 42.0, 40.93877551020408)","(10.0, 13.5, 12.625)"
07-01-2023 14:07:50.390292,"(7.0, 8.2, 8.137349397590361)","(4.6, 5.2, 5.1734939759036145)","(3.0, 3.5, 3.466666666666667)","(20.0, 25.0, 24.636363636363637)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.460869565217391)","(31.0, 42.0, 40.93877551020408)","(10.0, 13.5, 12.558823529411764)"
07-01-2023 14:07:51.874717,"(7.0, 8.2, 8.173737373737373)","(4.6, 5.2, 5.202521008403361)","(3.0, 3.5, 3.464814814814815)","(20.0, 25.0, 24.636363636363637)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.483636363636363)","(31.0, 42.0, 40.93877551020408)","(10.0, 13.0, 12.5)"
07-01-2023 14:07:53.352801,"(7.0, 8.2, 8.173737373737373)","(4.6, 5.3, 5.202521008403361)","(3.0, 3.5, 3.479054054054054)","(20.0, 25.0, 24.428571428571427)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.511111111111111)","(31.0, 42.0, 40.93877551020408)","(10.0, 13.0, 12.375)"
07-01-2023 14:07:54.741873,"(7.0, 8.2, 8.173737373737373)","(4.6, 5.3, 5.202521008403361)","(3.0, 3.5, 3.490566037735849)","(20.0, 25.0, 23.82758620689655)","(12.0, 14.5, 14.277777777777779)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.541818181818182)","(31.0, 42.0, 40.73170731707317)","(10.0, 13.0, 12.21875)"
07-01-2023 14:07:56.096672,"(7.0, 8.2, 8.173737373737373)","(4.6, 5.3, 5.144285714285714)","(3.0, 3.5, 3.52)","(20.0, 24.0, 23.833333333333332)","(12.0, 14.5, 14.277777777777779)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.529166666666667)","(31.0, 42.0, 40.73170731707317)","(10.0, 13.0, 12.342857142857143)"
07-01-2023 14:07:57.505507,"(7.0, 8.2, 8.173737373737373)","(4.6, 5.2, 5.152439024390244)","(3.0, 3.55, 3.528688524590164)","(20.0, 24.0, 23.510204081632654)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.541379310344827)","(31.0, 42.0, 40.93877551020408)","(10.0, 12.5, 12.342857142857143)"
07-01-2023 14:07:59.000169,"(7.0, 8.2, 8.165384615384614)","(4.6, 5.2, 5.090983606557376)","(3.0, 3.55, 3.528688524590164)","(20.0, 24.0, 23.48936170212766)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.541379310344827)","(31.0, 42.0, 40.93877551020408)","(10.0, 12.5, 12.342857142857143)"
07-01-2023 14:08:00.433380,"(7.0, 8.2, 8.165384615384614)","(4.6, 5.1, 5.089451476793249)","(3.0, 3.55, 3.5361344537815125)","(20.0, 24.0, 23.48936170212766)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.548333333333333)","(31.0, 42.0, 40.93877551020408)","(10.0, 12.5, 12.342857142857143)"
07-01-2023 14:08:01.904709,"(7.0, 8.2, 8.162105263157894)","(4.6, 5.1, 5.09031007751938)","(3.0, 3.55, 3.5361344537815125)","(20.0, 24.0, 23.48936170212766)","(12.0, 14.5, 14.318181818181818)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.554621848739496)","(31.0, 42.0, 40.93877551020408)","(10.0, 12.5, 12.342857142857143)"
07-01-2023 14:08:03.325925,"(7.0, 8.2, 8.177011494252874)","(4.6, 5.1, 5.130263157894737)","(3.0, 3.55, 3.533076923076923)","(20.0, 24.0, 23.48936170212766)","(12.0, 14.5, 14.339080459770114)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.435514018691588)","(31.0, 42.0, 40.93877551020408)","(10.0, 12.5, 12.357142857142858)"
07-01-2023 14:08:04.724433,"(7.0, 8.2, 8.177011494252874)","(4.6, 5.2, 5.134328358208955)","(3.0, 3.55, 3.4592)","(20.0, 24.0, 23.48936170212766)","(12.0, 14.5, 13.758620689655173)","(41.0, 60.0, 51.81818181818182)","(4.8, 6.6, 6.55632183908046)","(31.0, 42.0, 41.411764705882355)","(10.0, 12.5, 12.3625)"
07-01-2023 14:08:06.205606,"(7.0, 8.2, 8.294444444444444)","(4.6, 5.2, 5.212941176470588)","(3.0, 3.5, 3.3537500000000002)","(20.0, 24.0, 23.52)","(12.0, 14.0, 13.533333333333333)","(41.0, 60.0, 55.5)","(4.8, 6.6, 6.663157894736842)","(31.0, 42.0, 45.25)","(10.0, 12.5, 12.421052631578947)"
07-01-2023 14:08:07.772262,"(7.0, 8.4, 8.294444444444444)","(4.6, 5.3, 5.212941176470588)","(3.0, 3.4, 3.3537500000000002)","(20.0, 24.0, 23.742857142857144)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 55.714285714285715)","(4.8, 6.8, 6.591724137931034)","(31.0, 46.0, 44.8235294117647)","(10.0, 13.0, 12.436363636363636)"
07-01-2023 14:08:09.470753,"(7.0, 8.4, 8.292682926829269)","(4.6, 5.2, 5.156818181818182)","(3.0, 3.4, 3.338947368421053)","(20.0, 24.0, 23.838709677419356)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 55.714285714285715)","(4.8, 6.6, 6.706422018348624)","(31.0, 48.0, 44.903225806451616)","(10.0, 13.0, 12.436363636363636)"
07-01-2023 14:08:10.951735,"(7.0, 8.4, 8.292682926829269)","(4.6, 5.2, 5.156818181818182)","(3.0, 3.35, 3.338947368421053)","(20.0, 24.0, 23.838709677419356)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 55.714285714285715)","(4.8, 6.8, 6.706422018348624)","(31.0, 48.0, 44.903225806451616)","(10.0, 13.0, 12.436363636363636)"
07-01-2023 14:08:12.375747,"(7.0, 8.4, 8.292682926829269)","(4.6, 5.2, 5.156818181818182)","(3.0, 3.35, 3.338947368421053)","(20.0, 24.0, 23.838709677419356)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 55.714285714285715)","(4.8, 6.8, 6.706422018348624)","(31.0, 48.0, 44.903225806451616)","(10.0, 13.0, 12.436363636363636)"
07-01-2023 14:08:13.670507,"(7.0, 8.4, 8.304)","(4.6, 5.2, 5.1640776699029125)","(3.0, 3.4, 3.3217008797653955)","(20.0, 24.0, 23.541666666666668)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 55.714285714285715)","(4.8, 6.8, 6.701818181818181)","(31.0, 48.0, 45.333333333333336)","(10.0, 13.0, 12.436363636363636)"
07-01-2023 14:08:14.897562,"(7.0, 8.4, 8.304)","(4.6, 5.2, 5.1640776699029125)","(3.0, 3.4, 3.3299251870324187)","(20.0, 24.0, 23.541666666666668)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 55.625)","(4.8, 6.8, 6.701818181818181)","(31.0, 46.0, 44.888888888888886)","(10.0, 13.0, 12.523076923076923)"
07-01-2023 14:08:16.298533,"(7.0, 8.4, 8.304)","(4.6, 5.2, 5.1640776699029125)","(3.0, 3.4, 3.3299251870324187)","(20.0, 24.0, 23.541666666666668)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 52.77777777777778)","(4.8, 6.8, 6.659130434782608)","(31.0, 46.0, 45.411764705882355)","(10.0, 13.0, 12.523076923076923)"
07-01-2023 14:08:17.747651,"(7.0, 8.4, 8.291228070175439)","(4.6, 5.2, 5.2176470588235295)","(3.0, 3.4, 3.3275229357798164)","(20.0, 24.0, 23.541666666666668)","(12.0, 14.0, 13.557142857142857)","(41.0, 55.0, 54.285714285714285)","(4.8, 6.8, 6.710989010989011)","(31.0, 46.0, 45.54545454545455)","(10.0, 13.0, 12.523076923076923)"
07-01-2023 14:08:19.108238,"(7.0, 8.4, 8.291228070175439)","(4.6, 5.3, 5.2176470588235295)","(3.0, 3.35, 3.3275229357798164)","(20.0, 24.0, 23.541666666666668)","(12.0, 14.0, 13.557142857142857)","(41.0, 60.0, 54.61538461538461)","(4.8, 6.8, 6.715183246073298)","(31.0, 46.0, 41.148936170212764)","(10.0, 13.0, 12.523076923076923)"
07-01-2023 14:08:20.475288,"(7.0, 8.4, 8.291228070175439)","(4.6, 5.3, 5.224352331606218)","(3.0, 3.35, 3.327625570776256)","(20.0, 24.0, 23.541666666666668)","(12.0, 14.0, 13.582089552238806)","(41.0, 60.0, 54.285714285714285)","(4.8, 6.8, 6.715183246073298)","(31.0, 42.0, 40.8235294117647)","(10.0, 13.0, 12.523076923076923)"
07-01-2023 14:08:21.799489,"(7.0, 8.4, 8.291228070175439)","(4.6, 5.3, 5.224352331606218)","(3.0, 3.35, 3.332231404958678)","(20.0, 24.0, 23.838709677419356)","(12.0, 14.0, 13.629032258064516)","(41.0, 60.0, 53.529411764705884)","(4.8, 6.8, 6.7846153846153845)","(31.0, 42.0, 40.8235294117647)","(10.0, 13.0, 12.392156862745098)"
07-01-2023 14:08:23.252486,"(7.0, 8.4, 8.304)","(4.6, 5.3, 5.217977528089888)","(3.0, 3.35, 3.332231404958678)","(20.0, 24.0, 23.838709677419356)","(12.0, 14.0, 13.646153846153846)","(41.0, 60.0, 53.529411764705884)","(4.8, 6.8, 6.783732057416268)","(31.0, 42.0, 40.8235294117647)","(10.0, 13.0, 12.3)"
07-01-2023 14:08:24.598741,"(7.0, 8.4, 8.304)","(4.6, 5.3, 5.240650406504065)","(3.0, 3.35, 3.3409556313993174)","(20.0, 24.0, 23.6046511627907)","(12.0, 14.0, 13.646153846153846)","(41.0, 60.0, 53.529411764705884)","(4.8, 7.0, 7.05)","(31.0, 42.0, 40.8235294117647)","(10.0, 12.5, 12.297297297297298)"
07-01-2023 14:08:25.909316,"(7.0, 8.4, 8.304)","(4.6, 5.3, 5.242372881355932)","(3.0, 3.35, 3.3409556313993174)","(20.0, 24.0, 23.5531914893617)","(12.0, 14.0, 13.629032258064516)","(41.0, 60.0, 54.61538461538461)","(4.8, 7.2, 6.936936936936937)","(31.0, 42.0, 40.8235294117647)","(10.0, 12.5, 11.883561643835616)"
07-01-2023 14:08:27.354306,"(7.0, 8.4, 8.270833333333332)","(4.6, 5.3, 5.246875)","(3.0, 3.35, 3.3409556313993174)","(20.0, 24.0, 23.5531914893617)","(12.0, 14.0, 13.629032258064516)","(41.0, 60.0, 55.0)","(4.8, 7.2, 6.96)","(31.0, 42.0, 40.375)","(10.0, 12.0, 11.883561643835616)"
07-01-2023 14:08:28.683828,"(7.0, 8.4, 8.287272727272727)","(4.6, 5.3, 5.226881720430107)","(3.0, 3.35, 3.3409556313993174)","(20.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.629032258064516)","(41.0, 60.0, 55.6)","(4.8, 7.2, 6.956701030927835)","(31.0, 42.0, 40.375)","(10.0, 12.0, 11.883561643835616)"
07-01-2023 14:08:30.158040,"(7.0, 8.4, 8.287272727272727)","(4.6, 5.3, 5.190990990990991)","(3.0, 3.35, 3.3670157068062827)","(20.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.629032258064516)","(41.0, 60.0, 55.6)","(4.8, 7.2, 6.956701030927835)","(31.0, 42.0, 40.375)","(10.0, 12.0, 11.841463414634147)"
07-01-2023 14:08:31.679409,"(7.0, 8.4, 8.2)","(4.6, 5.2, 5.214772727272727)","(3.0, 3.4, 3.3522727272727275)","(20.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.629032258064516)","(41.0, 60.0, 55.6)","(4.8, 7.2, 6.946236559139785)","(31.0, 42.0, 40.11764705882353)","(10.0, 12.0, 11.841463414634147)"
07-01-2023 14:08:33.249232,"(7.0, 8.2, 8.152857142857142)","(4.6, 5.3, 5.214772727272727)","(3.0, 3.4, 3.341964285714286)","(20.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.629032258064516)","(41.0, 60.0, 55.6)","(4.8, 7.2, 6.968627450980392)","(31.0, 42.0, 40.11764705882353)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:34.626849,"(7.0, 8.2, 8.152857142857142)","(4.6, 5.3, 5.1771186440677965)","(3.0, 3.35, 3.3391203703703702)","(20.0, 24.0, 23.595238095238095)","(12.0, 14.0, 13.666666666666666)","(41.0, 60.0, 55.6)","(4.8, 7.2, 7.077611940298508)","(31.0, 42.0, 40.32258064516129)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:36.146832,"(7.0, 8.2, 8.152857142857142)","(4.6, 5.2, 5.1771186440677965)","(3.0, 3.4, 3.3368995633187772)","(20.0, 24.0, 23.833333333333332)","(12.0, 14.0, 13.666666666666666)","(41.0, 60.0, 55.6)","(4.8, 7.2, 7.127536231884058)","(31.0, 42.0, 40.11764705882353)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:37.624771,"(7.0, 8.2, 8.152857142857142)","(4.6, 5.2, 5.176923076923077)","(3.0, 3.35, 3.3368995633187772)","(20.0, 24.0, 23.833333333333332)","(12.0, 14.0, 13.666666666666666)","(41.0, 60.0, 55.6)","(4.8, 7.2, 7.135384615384615)","(31.0, 42.0, 40.32258064516129)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:38.983683,"(7.0, 8.2, 8.152857142857142)","(4.6, 5.2, 5.176923076923077)","(3.0, 3.35, 3.3344897959183672)","(20.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.684931506849315)","(41.0, 60.0, 55.6)","(4.8, 7.2, 7.193650793650794)","(31.0, 42.0, 40.32258064516129)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:40.367487,"(7.0, 8.2, 8.152857142857142)","(4.6, 5.2, 5.187179487179487)","(3.0, 3.35, 3.341625615763547)","(19.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.684931506849315)","(41.0, 60.0, 55.6)","(5.0, 7.2, 7.19344262295082)","(31.0, 42.0, 40.32258064516129)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:42.147089,"(7.0, 8.2, 8.157419354838709)","(4.6, 5.2, 5.191071428571429)","(3.0, 3.35, 3.3420560747663552)","(19.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.684931506849315)","(41.0, 60.0, 55.76923076923077)","(5.0, 7.2, 7.19344262295082)","(31.0, 42.0, 40.32258064516129)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:43.698220,"(7.0, 8.2, 8.157419354838709)","(4.6, 5.2, 5.215254237288136)","(3.0, 3.35, 3.3375)","(19.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.697368421052632)","(41.0, 60.0, 55.76923076923077)","(5.0, 7.2, 7.19344262295082)","(31.0, 42.0, 40.32258064516129)","(10.0, 12.0, 11.847058823529412)"
07-01-2023 14:08:45.248915,"(7.0, 8.2, 8.157419354838709)","(4.6, 5.3, 5.215254237288136)","(3.0, 3.35, 3.3375)","(19.0, 24.0, 23.543478260869566)","(12.0, 14.0, 13.63888888888889)","(41.0, 60.0, 55.76923076923077)","(5.0, 7.2, 7.194594594594594)","(31.0, 42.0, 40.32258064516129)","(10.0, 12.0, 11.847058823529412)"
