,Shanias Dream,Stylish Ken,Vortex,Irongate,Holiday In Paris,Hazelnut,Stings To Burn,Jonas
15-12-2022 13:44:01.635232,"(3.0, 4.9, 4.171428571428572)","(2.45, 3.25, 3.0808333333333335)","(41.0, 160.0, 102.58823529411765)","(21.0, 65.0, 48.111111111111114)","(21.0, 65.0, 44.0)","(7.5, 12.5, 11.354166666666666)","(11.0, 20.0, 14.722222222222221)","(5.0, 10.5, 8.780000000000001)"
15-12-2022 13:44:03.137535,"(3.0, 4.9, 4.644444444444445)","(2.45, 3.25, 3.0575)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 48.111111111111114)","(21.0, 65.0, 31.181818181818183)","(7.5, 12.5, 11.354166666666666)","(11.0, 20.0, 14.722222222222221)","(5.0, 10.5, 9.214285714285715)"
15-12-2022 13:44:04.444097,"(2.9, 5.2, 4.644444444444445)","(2.5, 3.25, 3.0575)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 48.111111111111114)","(21.0, 65.0, 31.181818181818183)","(7.5, 12.5, 11.354166666666666)","(11.0, 20.0, 14.722222222222221)","(5.0, 10.5, 6.923076923076923)"
15-12-2022 13:44:05.786688,"(2.9, 5.1, 4.322727272727272)","(2.5, 3.25, 3.069166666666667)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 42.23076923076923)","(21.0, 65.0, 39.76923076923077)","(7.5, 12.5, 10.181818181818182)","(11.0, 20.0, 14.722222222222221)","(5.0, 7.2, 8.272727272727273)"
15-12-2022 13:44:07.077574,"(2.9, 4.8, 4.355555555555555)","(2.5, 3.25, 2.9992)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 42.23076923076923)","(21.0, 65.0, 39.76923076923077)","(7.5, 12.5, 10.181818181818182)","(11.0, 20.0, 16.53846153846154)","(5.0, 10.0, 8.272727272727273)"
15-12-2022 13:44:08.336829,"(2.9, 4.8, 4.266666666666667)","(2.5, 3.25, 3.033793103448276)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 42.23076923076923)","(21.0, 65.0, 39.76923076923077)","(7.5, 12.5, 10.181818181818182)","(11.0, 20.0, 16.53846153846154)","(5.0, 10.0, 6.833333333333334)"
15-12-2022 13:44:09.673272,"(2.9, 4.8, 4.266666666666667)","(2.6, 3.25, 3.033793103448276)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 42.23076923076923)","(21.0, 65.0, 39.76923076923077)","(7.0, 12.5, 9.3125)","(11.0, 20.0, 17.18181818181818)","(5.5, 10.0, 6.833333333333334)"
15-12-2022 13:44:10.937735,"(2.9, 4.8, 4.266666666666667)","(2.6, 3.25, 3.004583333333333)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 42.23076923076923)","(21.0, 65.0, 44.5)","(7.0, 12.5, 9.3125)","(11.0, 19.5, 17.18181818181818)","(5.5, 10.0, 8.363636363636363)"
15-12-2022 13:44:12.303360,"(2.9, 4.8, 4.228571428571429)","(2.6, 3.2, 3.0700000000000003)","(41.0, 160.0, 53.333333333333336)","(21.0, 65.0, 42.23076923076923)","(21.0, 65.0, 40.38461538461539)","(7.0, 12.5, 9.4375)","(11.0, 19.5, 17.18181818181818)","(5.5, 10.0, 8.363636363636363)"
15-12-2022 13:44:14.103407,"(2.9, 4.8, 4.228571428571429)","(2.6, 3.2, 3.0375)","(41.0, 160.0, 52.22222222222222)","(21.0, 65.0, 42.84615384615385)","(20.0, 65.0, 40.38461538461539)","(7.0, 12.5, 9.4375)","(11.0, 19.5, 15.0)","(5.5, 10.0, 7.0)"
15-12-2022 13:44:15.672316,"(2.9, 4.8, 4.228571428571429)","(2.6, 3.2, 3.0375)","(41.0, 150.0, 52.22222222222222)","(21.0, 65.0, 42.84615384615385)","(21.0, 65.0, 40.38461538461539)","(7.0, 12.5, 10.472727272727273)","(11.0, 18.5, 17.916666666666668)","(5.5, 10.0, 8.454545454545455)"
15-12-2022 13:44:17.017461,"(2.9, 4.7, 4.258823529411765)","(2.6, 3.15, 2.8328571428571427)","(41.0, 150.0, 52.22222222222222)","(21.0, 65.0, 42.84615384615385)","(21.0, 65.0, 40.38461538461539)","(7.0, 12.0, 10.472727272727273)","(11.0, 19.5, 17.916666666666668)","(5.5, 10.0, 8.454545454545455)"
15-12-2022 13:44:18.441502,"(2.9, 4.7, 3.79375)","(2.6, 3.15, 2.8157142857142854)","(41.0, 150.0, 52.22222222222222)","(21.0, 65.0, 40.92307692307692)","(21.0, 65.0, 40.38461538461539)","(7.0, 12.0, 10.472727272727273)","(11.0, 19.5, 17.916666666666668)","(5.5, 10.0, 8.454545454545455)"
15-12-2022 13:44:19.810419,"(2.9, 4.7, 4.182142857142857)","(2.6, 3.15, 2.913333333333333)","(41.0, 150.0, 82.3076923076923)","(21.0, 60.0, 40.30769230769231)","(21.0, 65.0, 28.2)","(7.0, 12.0, 10.333333333333334)","(11.0, 19.5, 16.875)","(5.5, 10.0, 9.73846153846154)"
15-12-2022 13:44:21.125437,"(2.9, 4.7, 4.0)","(2.6, 3.1, 2.913333333333333)","(41.0, 150.0, 82.3076923076923)","(21.0, 60.0, 40.92307692307692)","(21.0, 65.0, 28.2)","(7.0, 11.5, 9.166666666666666)","(11.0, 19.0, 17.4)","(5.5, 10.0, 9.4)"
15-12-2022 13:44:22.687863,"(2.9, 4.5, 3.652941176470588)","(2.45, 3.1, 2.913333333333333)","(41.0, 150.0, 82.3076923076923)","(21.0, 60.0, 40.92307692307692)","(21.0, 65.0, 28.2)","(7.0, 11.5, 9.166666666666666)","(11.0, 19.0, 18.46875)","(5.5, 10.0, 9.4)"
15-12-2022 13:44:24.065145,"(2.9, 4.5, 3.652941176470588)","(2.45, 3.1, 2.913333333333333)","(41.0, 150.0, 82.3076923076923)","(21.0, 60.0, 40.92307692307692)","(21.0, 65.0, 28.2)","(7.0, 11.5, 9.166666666666666)","(11.0, 19.0, 17.25)","(5.5, 10.0, 8.5)"
15-12-2022 13:44:25.277015,"(3.0, 4.5, 3.652941176470588)","(2.5, 3.1, 2.8024999999999998)","(41.0, 150.0, 82.3076923076923)","(21.0, 60.0, 40.92307692307692)","(20.0, 65.0, 28.2)","(7.0, 11.5, 9.166666666666666)","(11.0, 19.0, 17.25)","(5.5, 10.0, 8.5)"
15-12-2022 13:44:26.560704,"(3.0, 4.5, 3.652941176470588)","(2.5, 3.1, 2.913333333333333)","(41.0, 150.0, 82.3076923076923)","(21.0, 60.0, 40.92307692307692)","(20.0, 60.0, 46.33333333333333)","(7.0, 11.5, 9.166666666666666)","(11.0, 19.0, 16.115384615384613)","(5.5, 10.0, 9.6)"
15-12-2022 13:44:27.961568,"(3.0, 4.3, 3.6125)","(2.5, 3.05, 2.8924999999999996)","(41.0, 150.0, 105.0)","(21.0, 60.0, 40.92307692307692)","(20.0, 60.0, 46.33333333333333)","(7.0, 11.5, 9.166666666666666)","(11.0, 19.0, 14.833333333333334)","(5.5, 10.0, 9.6)"
15-12-2022 13:44:29.340294,"(3.0, 4.3, 3.6125)","(2.5, 3.05, 2.8924999999999996)","(41.0, 170.0, 105.0)","(21.0, 60.0, 46.22222222222222)","(20.0, 60.0, 53.0)","(7.0, 11.5, 9.166666666666666)","(11.0, 19.0, 14.833333333333334)","(5.5, 10.0, 8.6)"
15-12-2022 13:44:30.596420,"(3.0, 4.3, 3.6125)","(2.5, 3.05, 2.7962499999999997)","(41.0, 170.0, 105.0)","(21.0, 60.0, 46.22222222222222)","(20.0, 70.0, 53.0)","(7.0, 11.5, 8.4375)","(11.0, 19.0, 14.833333333333334)","(5.5, 10.0, 9.6)"
15-12-2022 13:44:31.841797,"(3.0, 4.2, 3.8)","(2.5, 3.05, 2.8924999999999996)","(41.0, 170.0, 105.0)","(21.0, 60.0, 46.22222222222222)","(20.0, 70.0, 53.0)","(7.0, 11.5, 8.833333333333334)","(11.0, 19.0, 12.68421052631579)","(5.5, 10.0, 9.6)"
15-12-2022 13:44:33.148102,"(3.0, 4.2, 3.8)","(2.5, 3.05, 2.8924999999999996)","(41.0, 170.0, 140.0)","(21.0, 60.0, 46.22222222222222)","(20.0, 70.0, 53.0)","(7.0, 10.5, 8.75)","(11.0, 19.0, 12.68421052631579)","(5.5, 10.0, 9.6)"
15-12-2022 13:44:34.476837,"(3.0, 4.2, 3.8222222222222224)","(2.5, 3.05, 2.794285714285714)","(41.0, 160.0, 140.0)","(21.0, 60.0, 46.22222222222222)","(21.0, 70.0, 53.0)","(7.0, 11.0, 8.75)","(11.0, 19.0, 12.68421052631579)","(5.5, 10.5, 8.566666666666666)"
15-12-2022 13:44:35.808163,"(3.0, 4.2, 3.8222222222222224)","(2.5, 3.0, 2.78)","(41.0, 160.0, 148.2)","(21.0, 60.0, 50.833333333333336)","(21.0, 70.0, 53.0)","(7.0, 11.0, 8.4)","(11.0, 19.0, 14.357142857142858)","(5.5, 10.5, 9.825)"
15-12-2022 13:44:37.151423,"(3.0, 4.2, 3.8222222222222224)","(2.5, 3.0, 2.84875)","(41.0, 160.0, 148.2)","(21.0, 55.0, 50.833333333333336)","(21.0, 70.0, 53.0)","(7.0, 10.0, 8.4)","(11.0, 19.0, 14.357142857142858)","(5.5, 10.5, 9.825)"
15-12-2022 13:44:38.496913,"(3.0, 4.2, 3.8222222222222224)","(2.5, 3.0, 2.78)","(41.0, 160.0, 148.2)","(21.0, 55.0, 52.727272727272734)","(20.0, 70.0, 53.0)","(7.0, 10.0, 8.4)","(11.0, 19.0, 17.72222222222222)","(5.5, 10.5, 9.825)"
15-12-2022 13:44:39.807268,"(3.0, 4.2, 3.8222222222222224)","(2.5, 3.0, 2.78)","(41.0, 160.0, 148.2)","(21.0, 55.0, 52.727272727272734)","(20.0, 70.0, 53.0)","(7.0, 10.0, 8.4)","(11.0, 18.5, 17.833333333333332)","(5.5, 10.5, 9.825)"
15-12-2022 13:44:41.036393,"(3.0, 4.2, 3.8222222222222224)","(2.5, 3.0, 2.78)","(41.0, 160.0, 148.2)","(21.0, 55.0, 52.727272727272734)","(20.0, 70.0, 57.375)","(7.0, 10.0, 7.8999999999999995)","(11.0, 18.5, 17.833333333333332)","(5.5, 10.5, 9.825)"
15-12-2022 13:44:42.136990,"(3.0, 4.2, 3.8222222222222224)","(2.5, 3.0, 2.84875)","(41.0, 160.0, 148.2)","(21.0, 55.0, 46.66666666666667)","(20.0, 70.0, 64.94999999999999)","(7.0, 10.0, 7.914285714285714)","(11.0, 18.5, 15.5)","(5.5, 10.5, 12.2)"
15-12-2022 13:44:43.367045,"(3.0, 4.3, 3.825)","(2.5, 3.0, 3.005)","(41.0, 160.0, 148.2)","(21.0, 60.0, 41.53846153846153)","(20.0, 70.0, 64.94999999999999)","(7.0, 9.8, 7.914285714285714)","(11.0, 18.5, 15.714285714285715)","(5.5, 13.0, 8.345454545454546)"
15-12-2022 13:44:44.583378,"(3.0, 4.3, 3.825)","(2.4, 3.05, 3.005)","(41.0, 160.0, 148.2)","(21.0, 60.0, 46.66666666666667)","(20.0, 70.0, 64.94999999999999)","(7.0, 9.8, 7.914285714285714)","(11.0, 18.5, 15.714285714285715)","(5.5, 9.0, 8.345454545454546)"
15-12-2022 13:44:45.833240,"(3.0, 4.4, 4.2250000000000005)","(2.4, 3.05, 2.869090909090909)","(41.0, 160.0, 148.2)","(21.0, 60.0, 46.66666666666667)","(20.0, 70.0, 64.94999999999999)","(7.0, 9.8, 7.914285714285714)","(11.0, 18.5, 15.714285714285715)","(5.5, 9.0, 8.345454545454546)"
15-12-2022 13:44:47.014778,"(3.0, 4.3, 3.825)","(2.3, 3.0, 2.88)","(41.0, 160.0, 148.2)","(21.0, 60.0, 46.66666666666667)","(20.0, 70.0, 64.94999999999999)","(7.0, 9.8, 7.783333333333333)","(11.0, 18.5, 14.375)","(6.0, 9.0, 8.345454545454546)"
15-12-2022 13:44:48.133259,"(3.0, 4.3, 3.825)","(2.3, 3.0, 2.88)","(41.0, 160.0, 148.2)","(21.0, 60.0, 46.66666666666667)","(20.0, 70.0, 64.94999999999999)","(7.0, 9.8, 7.783333333333333)","(11.0, 18.5, 14.375)","(6.0, 9.0, 8.345454545454546)"
15-12-2022 13:44:49.306176,"(3.0, 4.3, 3.825)","(2.3, 3.0, 2.88)","(41.0, 160.0, 148.2)","(21.0, 60.0, 46.66666666666667)","(20.0, 70.0, 63.6875)","(7.0, 9.8, 7.729411764705882)","(11.0, 18.5, 13.928571428571429)","(6.0, 9.0, 8.55)"
15-12-2022 13:44:50.488032,"(3.0, 4.4, 4.1000000000000005)","(2.3, 3.0, 2.794285714285714)","(41.0, 160.0, 148.2)","(21.0, 60.0, 56.36363636363637)","(20.0, 70.0, 63.6875)","(7.0, 9.8, 7.729411764705882)","(11.0, 18.5, 13.928571428571429)","(6.0, 9.0, 8.55)"
15-12-2022 13:44:51.692920,"(3.0, 4.2, 3.5134615384615384)","(2.4, 3.0, 2.9371428571428573)","(41.0, 160.0, 153.05882352941177)","(21.0, 65.0, 56.666666666666664)","(20.0, 65.0, 58.175)","(7.0, 9.8, 8.014285714285714)","(11.0, 18.5, 13.467741935483872)","(6.0, 12.5, 10.818181818181818)"
15-12-2022 13:44:52.963736,"(3.0, 4.2, 3.5134615384615384)","(2.4, 3.0, 2.9371428571428573)","(41.0, 160.0, 153.05882352941177)","(21.0, 65.0, 55.625)","(20.0, 60.0, 50.25)","(7.0, 9.6, 8.42608695652174)","(11.0, 18.5, 13.653846153846153)","(6.0, 12.0, 11.75294117647059)"
15-12-2022 13:44:54.192970,"(3.0, 4.1, 3.5473684210526315)","(2.4, 3.0, 2.9371428571428573)","(41.0, 160.0, 153.05882352941177)","(21.0, 65.0, 56.891891891891895)","(20.0, 60.0, 57.705882352941174)","(7.0, 9.6, 8.1)","(11.0, 18.5, 14.5)","(6.0, 12.0, 11.666666666666666)"
15-12-2022 13:44:55.357961,"(3.0, 4.1, 3.5473684210526315)","(2.4, 3.0, 2.794285714285714)","(41.0, 160.0, 153.05882352941177)","(21.0, 65.0, 55.945945945945944)","(20.0, 60.0, 57.0)","(7.0, 9.6, 8.42608695652174)","(11.0, 18.5, 13.5)","(6.0, 12.0, 11.666666666666666)"
15-12-2022 13:44:56.750184,"(3.0, 4.1, 3.5473684210526315)","(2.3, 3.0, 3.033125)","(41.0, 160.0, 153.05882352941177)","(21.0, 60.0, 55.945945945945944)","(20.0, 60.0, 57.5)","(7.0, 9.6, 8.457142857142857)","(11.0, 18.5, 13.5)","(6.0, 12.0, 12.192857142857143)"
15-12-2022 13:44:58.260736,"(3.0, 4.1, 3.5473684210526315)","(2.3, 3.05, 3.033125)","(41.0, 160.0, 153.05882352941177)","(21.0, 60.0, 56.42857142857143)","(20.0, 60.0, 50.5)","(7.0, 9.6, 8.586666666666666)","(11.0, 18.5, 13.5)","(6.0, 12.5, 12.24375)"
15-12-2022 13:44:59.478423,"(3.0, 4.1, 3.5285714285714285)","(2.3, 3.05, 2.794285714285714)","(41.0, 160.0, 143.42857142857144)","(21.0, 60.0, 56.42857142857143)","(20.0, 60.0, 57.285714285714285)","(7.0, 9.6, 9.04)","(11.0, 18.5, 13.5)","(6.0, 12.5, 12.304761904761904)"
15-12-2022 13:45:00.702367,"(3.0, 4.0, 3.5047619047619047)","(2.4, 3.0, 2.794285714285714)","(41.0, 160.0, 150.5)","(31.0, 60.0, 56.42857142857143)","(20.0, 60.0, 57.285714285714285)","(7.0, 9.6, 8.704)","(11.0, 18.5, 13.5)","(6.0, 12.5, 12.304761904761904)"
15-12-2022 13:45:02.068178,"(3.0, 4.0, 3.5047619047619047)","(2.4, 3.0, 2.9371428571428573)","(41.0, 160.0, 150.5)","(31.0, 60.0, 56.42857142857143)","(20.0, 60.0, 57.285714285714285)","(7.0, 9.6, 8.649999999999999)","(11.0, 18.5, 14.61111111111111)","(6.0, 12.5, 12.270588235294117)"
15-12-2022 13:45:03.316721,"(2.9, 3.95, 3.47)","(2.35, 3.0, 2.9371428571428573)","(41.0, 160.0, 143.71428571428572)","(31.0, 60.0, 56.42857142857143)","(20.0, 60.0, 57.285714285714285)","(7.0, 9.6, 8.657142857142857)","(11.0, 18.5, 14.61111111111111)","(6.0, 12.5, 12.270588235294117)"
15-12-2022 13:45:04.587565,"(2.9, 3.95, 3.47)","(2.35, 3.0, 2.796923076923077)","(41.0, 160.0, 153.29411764705884)","(31.0, 60.0, 56.34146341463415)","(20.0, 60.0, 51.0)","(7.0, 9.4, 8.6)","(11.0, 18.5, 16.17857142857143)","(6.0, 12.5, 12.330434782608695)"
15-12-2022 13:45:06.175392,"(2.9, 3.95, 3.5214285714285714)","(2.35, 3.0, 2.844705882352941)","(41.0, 160.0, 104.0)","(31.0, 60.0, 56.15384615384615)","(20.0, 60.0, 51.0)","(7.0, 9.4, 8.418181818181818)","(11.0, 18.5, 16.17857142857143)","(6.0, 12.5, 12.330434782608695)"
15-12-2022 13:45:07.785862,"(2.9, 3.95, 3.5214285714285714)","(2.35, 3.0, 2.902222222222222)","(41.0, 160.0, 104.0)","(31.0, 60.0, 55.16129032258065)","(20.0, 60.0, 51.0)","(7.0, 9.4, 8.733333333333334)","(11.0, 18.5, 14.65)","(6.0, 12.5, 12.330434782608695)"
15-12-2022 13:45:09.002299,"(2.9, 3.95, 3.5214285714285714)","(2.35, 3.0, 2.902222222222222)","(41.0, 160.0, 104.0)","(31.0, 60.0, 55.16129032258065)","(20.0, 60.0, 51.0)","(7.0, 9.4, 8.529032258064516)","(11.0, 18.5, 15.166666666666666)","(6.0, 12.5, 12.360714285714286)"
15-12-2022 13:45:10.195232,"(2.9, 3.95, 3.5048387096774194)","(2.35, 3.0, 2.844705882352941)","(41.0, 160.0, 104.0)","(31.0, 60.0, 36.774193548387096)","(20.0, 60.0, 51.0)","(7.0, 9.4, 8.55625)","(11.0, 18.5, 15.933333333333334)","(6.0, 12.5, 12.360714285714286)"
15-12-2022 13:45:11.298586,"(2.9, 3.95, 3.5214285714285714)","(2.35, 3.0, 2.778461538461538)","(41.0, 160.0, 104.0)","(31.0, 60.0, 36.774193548387096)","(20.0, 60.0, 51.0)","(7.0, 9.4, 8.55625)","(11.0, 18.5, 15.933333333333334)","(6.0, 12.5, 12.360714285714286)"
15-12-2022 13:45:12.476879,"(2.9, 3.95, 3.5214285714285714)","(2.35, 2.98, 2.9299999999999997)","(41.0, 160.0, 104.0)","(31.0, 60.0, 38.70967741935484)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.290909090909091)","(11.0, 18.5, 15.5)","(6.0, 14.0, 11.647619047619049)"
15-12-2022 13:45:13.682159,"(2.9, 3.9, 3.533333333333333)","(2.35, 2.98, 2.8953846153846152)","(41.0, 160.0, 104.0)","(31.0, 60.0, 38.70967741935484)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.214285714285714)","(11.0, 19.0, 15.625)","(6.0, 14.0, 10.2)"
15-12-2022 13:45:14.845605,"(2.9, 3.85, 3.6166666666666667)","(2.35, 2.98, 2.8953846153846152)","(41.0, 160.0, 104.0)","(31.0, 60.0, 38.70967741935484)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.214285714285714)","(11.0, 19.0, 16.42857142857143)","(6.0, 14.0, 11.285714285714285)"
15-12-2022 13:45:16.036165,"(2.9, 3.85, 3.463636363636364)","(2.35, 2.98, 2.7783333333333333)","(41.0, 160.0, 104.0)","(31.0, 60.0, 38.70967741935484)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.31578947368421)","(11.0, 19.0, 15.625)","(6.0, 14.0, 9.854545454545454)"
15-12-2022 13:45:17.200699,"(2.9, 3.85, 3.463636363636364)","(2.35, 2.98, 2.9299999999999997)","(41.0, 160.0, 104.0)","(31.0, 60.0, 38.48571428571429)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.376470588235293)","(11.0, 19.0, 15.625)","(6.0, 14.0, 11.236363636363636)"
15-12-2022 13:45:18.433370,"(2.9, 3.85, 3.4392857142857145)","(2.35, 2.98, 2.94875)","(41.0, 160.0, 104.0)","(31.0, 55.0, 38.48571428571429)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.482051282051282)","(11.0, 19.0, 16.214285714285715)","(6.0, 14.0, 11.236363636363636)"
15-12-2022 13:45:19.689242,"(2.9, 3.85, 3.4392857142857145)","(2.35, 3.05, 2.94875)","(41.0, 160.0, 104.0)","(31.0, 55.0, 38.333333333333336)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.577777777777778)","(11.0, 18.5, 15.289473684210526)","(6.0, 14.0, 11.502857142857144)"
15-12-2022 13:45:20.944290,"(2.9, 3.8, 3.575)","(2.35, 3.05, 2.773181818181818)","(41.0, 160.0, 104.0)","(31.0, 50.0, 38.333333333333336)","(20.0, 60.0, 51.0)","(7.0, 9.2, 8.504347826086956)","(11.0, 19.5, 15.289473684210526)","(6.0, 14.0, 11.502857142857144)"
15-12-2022 13:45:22.154461,"(3.0, 3.8, 3.418181818181818)","(2.35, 3.0, 2.7750000000000004)","(41.0, 160.0, 104.0)","(21.0, 50.0, 36.875)","(21.0, 60.0, 44.84210526315789)","(7.0, 9.2, 8.563636363636363)","(12.0, 19.5, 15.289473684210526)","(6.0, 14.0, 11.502857142857144)"
15-12-2022 13:45:23.222551,"(3.0, 3.75, 3.46125)","(2.35, 3.0, 2.88)","(41.0, 160.0, 104.0)","(21.0, 50.0, 38.333333333333336)","(21.0, 60.0, 70.75)","(7.0, 9.2, 8.472727272727273)","(12.0, 19.5, 15.5)","(6.0, 14.0, 10.365217391304348)"
15-12-2022 13:45:24.549842,"(3.0, 3.75, 3.46125)","(2.35, 3.0, 2.8733333333333335)","(41.0, 160.0, 104.0)","(21.0, 50.0, 36.63333333333333)","(21.0, 75.0, 70.75)","(7.0, 9.2, 8.714285714285715)","(12.0, 19.5, 15.5)","(6.0, 14.0, 12.2)"
15-12-2022 13:45:26.227640,"(3.0, 3.75, 3.46125)","(2.35, 3.0, 2.827272727272727)","(41.0, 160.0, 104.0)","(21.0, 55.0, 33.0)","(21.0, 75.0, 70.75)","(7.0, 8.8, 8.416666666666666)","(12.0, 19.5, 15.5)","(6.0, 13.0, 12.433333333333334)"
15-12-2022 13:45:27.359486,"(3.0, 3.75, 3.46125)","(2.35, 2.98, 2.85)","(41.0, 160.0, 104.0)","(21.0, 48.0, 32.875)","(21.0, 75.0, 70.75)","(7.0, 9.0, 8.571428571428571)","(12.0, 19.5, 14.625)","(6.0, 13.0, 12.433333333333334)"
15-12-2022 13:45:28.499457,"(3.0, 3.7, 3.4261904761904765)","(2.35, 2.98, 2.85)","(41.0, 160.0, 104.0)","(21.0, 46.0, 32.875)","(21.0, 75.0, 70.75)","(7.0, 9.0, 8.63076923076923)","(12.0, 19.5, 16.25)","(6.0, 13.0, 11.4125)"
15-12-2022 13:45:29.708002,"(3.0, 3.65, 3.5166666666666666)","(2.35, 2.98, 2.85)","(41.0, 160.0, 104.0)","(21.0, 46.0, 32.875)","(21.0, 75.0, 70.75)","(7.0, 9.0, 8.2)","(12.0, 19.5, 16.25)","(6.0, 12.5, 10.980952380952381)"
15-12-2022 13:45:30.949109,"(2.9, 3.65, 3.4310810810810812)","(2.4, 2.98, 2.822142857142857)","(41.0, 160.0, 104.0)","(26.0, 46.0, 32.875)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.415384615384616)","(12.0, 19.5, 16.714285714285715)","(6.5, 12.5, 11.224)"
15-12-2022 13:45:32.127406,"(2.9, 3.7, 3.5958333333333337)","(2.4, 2.98, 2.792222222222222)","(41.0, 160.0, 110.0)","(26.0, 46.0, 32.75)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.326315789473684)","(12.0, 19.5, 15.1)","(6.5, 12.5, 10.64375)"
15-12-2022 13:45:33.478420,"(2.9, 3.7, 3.4794117647058824)","(2.4, 3.0, 2.8755555555555556)","(41.0, 160.0, 104.0)","(26.0, 44.0, 32.75)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.408695652173913)","(12.0, 19.5, 14.916666666666666)","(6.5, 12.5, 11.15)"
15-12-2022 13:45:34.857831,"(2.9, 3.65, 3.5288461538461537)","(2.4, 2.98, 2.8712)","(41.0, 160.0, 104.0)","(26.0, 44.0, 32.75)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.466666666666667)","(12.0, 19.5, 14.916666666666666)","(6.5, 12.5, 12.466666666666667)"
15-12-2022 13:45:35.937030,"(2.9, 3.65, 3.425)","(2.4, 2.98, 2.8712)","(41.0, 160.0, 104.0)","(26.0, 44.0, 32.75)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.5)","(12.0, 19.5, 14.916666666666666)","(6.5, 13.0, 12.716666666666667)"
15-12-2022 13:45:37.016128,"(2.9, 3.7, 3.5529411764705885)","(2.4, 2.72, 2.595555555555556)","(41.0, 160.0, 104.0)","(26.0, 44.0, 32.75)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.44)","(12.0, 19.5, 14.916666666666666)","(6.5, 13.0, 12.845454545454546)"
15-12-2022 13:45:38.204743,"(2.9, 3.7, 3.4222222222222225)","(2.4, 2.96, 2.684)","(41.0, 160.0, 104.0)","(26.0, 44.0, 30.75)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.5)","(12.0, 19.5, 14.916666666666666)","(6.5, 13.0, 12.542857142857143)"
15-12-2022 13:45:39.393178,"(2.9, 3.65, 3.5)","(2.4, 2.78, 2.7616666666666667)","(41.0, 160.0, 104.0)","(26.0, 42.0, 30.833333333333332)","(21.0, 75.0, 70.75)","(7.5, 8.8, 8.577777777777778)","(12.0, 19.5, 14.916666666666666)","(6.5, 13.0, 12.75)"
15-12-2022 13:45:40.599508,"(2.9, 3.65, 3.540909090909091)","(2.4, 2.78, 2.7616666666666667)","(41.0, 160.0, 104.0)","(26.0, 40.0, 29.846153846153847)","(21.0, 75.0, 62.75)","(7.5, 8.8, 8.577777777777778)","(12.0, 19.5, 14.868421052631579)","(6.5, 13.0, 12.823529411764707)"
15-12-2022 13:45:41.810307,"(2.9, 3.65, 3.372)","(2.4, 2.78, 2.76390243902439)","(41.0, 160.0, 104.0)","(26.0, 40.0, 29.846153846153847)","(21.0, 75.0, 70.91666666666666)","(7.5, 8.8, 8.51875)","(12.0, 19.5, 14.868421052631579)","(6.5, 13.0, 12.823529411764707)"
15-12-2022 13:45:42.981248,"(2.9, 3.6, 3.41)","(2.4, 2.78, 2.76390243902439)","(41.0, 160.0, 104.0)","(26.0, 40.0, 29.846153846153847)","(21.0, 75.0, 70.91666666666666)","(7.5, 8.8, 8.933333333333334)","(12.0, 19.5, 14.868421052631579)","(6.5, 13.0, 12.842105263157894)"
15-12-2022 13:45:44.216902,"(3.0, 3.6, 3.41)","(2.4, 2.78, 2.76390243902439)","(41.0, 160.0, 104.0)","(26.0, 40.0, 29.846153846153847)","(21.0, 75.0, 70.91666666666666)","(7.5, 9.0, 8.866666666666667)","(11.0, 19.5, 14.868421052631579)","(6.5, 13.0, 12.875)"
15-12-2022 13:45:45.379931,"(3.0, 3.6, 3.41)","(2.4, 2.78, 2.755)","(41.0, 160.0, 104.0)","(26.0, 40.0, 29.846153846153847)","(21.0, 75.0, 70.91666666666666)","(7.5, 9.0, 8.97)","(11.0, 19.5, 14.868421052631579)","(6.5, 13.0, 12.89655172413793)"
15-12-2022 13:45:46.581914,"(3.0, 3.6, 3.41)","(2.4, 2.78, 2.755)","(41.0, 160.0, 104.0)","(26.0, 40.0, 32.5)","(21.0, 75.0, 70.91666666666666)","(7.5, 10.5, 10.133333333333333)","(11.0, 19.5, 14.868421052631579)","(6.5, 13.0, 12.833333333333332)"
