,Daysan,Vintage Diesel,Kypreos,Jack Duggan,Youthfull,Chappelli,See The Master
14-12-2022 12:35:39.739309,"(10.0, 15.5, 15.277777777777779)","(31.0, 50.0, 47.29032258064516)","(4.0, 4.4, 4.336363636363636)","(2.15, 2.72, 2.704864864864865)","(4.4, 5.2, 5.155263157894737)","(7.5, 9.8, 9.753846153846155)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:41.030394,"(10.0, 15.5, 15.166666666666666)","(31.0, 75.0, 71.125)","(4.0, 4.4, 4.338095238095238)","(2.15, 2.72, 2.704864864864865)","(4.4, 5.2, 5.153846153846154)","(7.5, 9.8, 9.753846153846155)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:42.215597,"(10.0, 15.5, 15.166666666666666)","(31.0, 75.0, 71.125)","(4.0, 4.4, 4.3786885245901646)","(2.15, 2.72, 2.7004444444444444)","(4.4, 5.2, 5.153846153846154)","(7.5, 9.8, 9.717241379310346)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:43.446590,"(10.0, 15.5, 15.0)","(31.0, 55.0, 54.5)","(4.0, 4.4, 4.38785046728972)","(2.15, 2.72, 2.7004444444444444)","(4.4, 5.2, 5.153846153846154)","(7.5, 9.8, 9.717241379310346)","(101.0, 330.0, 317.45454545454544)"
14-12-2022 12:35:44.663229,"(10.0, 15.5, 15.0)","(31.0, 55.0, 54.5)","(4.0, 4.4, 4.38785046728972)","(2.15, 2.72, 2.7004444444444444)","(4.4, 5.2, 5.153846153846154)","(7.5, 9.8, 9.717241379310346)","(101.0, 320.0, 317.45454545454544)"
14-12-2022 12:35:45.872900,"(10.0, 15.5, 15.0)","(31.0, 55.0, 63.17391304347826)","(4.0, 4.4, 4.486486486486487)","(2.15, 2.72, 2.692128712871287)","(4.4, 5.2, 5.18936170212766)","(7.5, 9.8, 9.91764705882353)","(101.0, 320.0, 317.4074074074074)"
14-12-2022 12:35:47.070941,"(10.0, 15.5, 15.0)","(31.0, 65.0, 62.529411764705884)","(4.0, 4.5, 4.486486486486487)","(2.15, 2.7, 2.691887755102041)","(4.4, 5.2, 5.235714285714286)","(7.5, 10.5, 9.933333333333334)","(101.0, 320.0, 317.4074074074074)"
14-12-2022 12:35:48.314129,"(10.0, 15.5, 15.0)","(31.0, 65.0, 62.529411764705884)","(4.0, 4.5, 4.445070422535212)","(2.15, 2.7, 2.6831746031746033)","(4.4, 5.3, 5.1890625)","(7.5, 10.0, 9.613333333333333)","(101.0, 320.0, 317.4074074074074)"
14-12-2022 12:35:49.507789,"(10.0, 15.0, 14.666666666666666)","(31.0, 55.0, 53.77777777777778)","(4.0, 4.5, 4.445070422535212)","(2.15, 2.7, 2.6831746031746033)","(4.4, 5.2, 5.1890625)","(7.5, 9.8, 9.613333333333333)","(101.0, 320.0, 317.4074074074074)"
14-12-2022 12:35:50.631694,"(10.0, 15.0, 14.666666666666666)","(31.0, 55.0, 54.35294117647059)","(4.0, 4.5, 4.462745098039216)","(2.15, 2.7, 2.6904166666666667)","(4.4, 5.2, 5.1890625)","(7.5, 9.8, 9.52)","(101.0, 320.0, 317.4074074074074)"
14-12-2022 12:35:51.807639,"(10.0, 15.0, 14.833333333333334)","(31.0, 55.0, 54.35294117647059)","(4.0, 4.5, 4.462745098039216)","(2.15, 2.7, 2.6904166666666667)","(4.4, 5.2, 5.1890625)","(7.5, 9.8, 9.52)","(101.0, 320.0, 346.2962962962963)"
14-12-2022 12:35:53.010190,"(10.0, 15.0, 14.866666666666667)","(31.0, 55.0, 58.22222222222222)","(4.0, 4.5, 4.466956521739131)","(2.15, 2.7, 2.710344827586207)","(4.4, 5.2, 5.2425)","(7.5, 9.8, 9.85)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:35:54.264255,"(10.0, 16.0, 15.857142857142858)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.465137614678899)","(2.15, 2.72, 2.710344827586207)","(4.4, 5.4, 5.2425)","(7.5, 10.0, 9.85)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:35:55.577110,"(10.0, 16.0, 15.857142857142858)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.465137614678899)","(2.15, 2.72, 2.710344827586207)","(4.4, 5.4, 5.2425)","(7.5, 10.0, 9.85)","(101.0, 350.0, 336.6666666666667)"
14-12-2022 12:35:56.768953,"(10.0, 16.0, 15.857142857142858)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.465137614678899)","(2.15, 2.72, 2.710344827586207)","(4.4, 5.4, 5.2425)","(7.5, 10.0, 9.85)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:35:57.855595,"(10.0, 16.0, 15.857142857142858)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.465137614678899)","(2.15, 2.72, 2.710344827586207)","(4.4, 5.4, 5.2425)","(7.5, 10.0, 9.85)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:35:59.289875,"(10.0, 16.5, 16.321428571428573)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.47625)","(2.15, 2.72, 2.7192405063291143)","(4.4, 5.4, 5.256880733944954)","(7.5, 10.0, 9.85)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:00.809938,"(10.0, 16.5, 15.826086956521738)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.42962962962963)","(2.15, 2.72, 2.709756097560976)","(4.4, 5.4, 5.2425)","(7.5, 10.0, 9.664)","(101.0, 340.0, 327.03703703703707)"
14-12-2022 12:36:02.180089,"(10.0, 16.0, 16.1)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.415384615384615)","(2.15, 2.72, 2.7263414634146343)","(4.4, 5.4, 5.247413793103449)","(7.5, 10.5, 9.885714285714286)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:03.539304,"(10.0, 16.5, 15.68)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.427659574468085)","(2.15, 2.74, 2.7349700598802396)","(4.4, 5.4, 5.239024390243903)","(7.5, 10.0, 9.49090909090909)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:05.190528,"(10.0, 16.0, 15.68)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.427659574468085)","(2.15, 2.74, 2.735602094240838)","(4.4, 5.4, 5.239024390243903)","(7.5, 10.0, 9.49090909090909)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:06.724389,"(10.0, 16.0, 15.68)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.415384615384616)","(2.15, 2.74, 2.735602094240838)","(4.4, 5.4, 5.239024390243903)","(7.5, 10.0, 9.49090909090909)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:08.550050,"(10.0, 16.0, 15.68)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.415384615384616)","(2.15, 2.74, 2.735602094240838)","(4.4, 5.4, 5.239024390243903)","(7.5, 10.0, 9.368421052631579)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:10.257226,"(10.0, 16.0, 15.8)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.453846153846154)","(2.15, 2.74, 2.7392814371257486)","(4.4, 5.4, 5.236363636363636)","(7.5, 10.0, 9.274418604651162)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:12.175607,"(10.0, 16.0, 15.8)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.475675675675675)","(2.15, 2.74, 2.7392814371257486)","(4.4, 5.4, 5.236363636363636)","(7.5, 10.0, 9.257142857142856)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:13.656007,"(10.0, 16.0, 15.8)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.4818181818181815)","(2.15, 2.74, 2.7392814371257486)","(4.4, 5.4, 5.236363636363636)","(7.5, 10.0, 9.266666666666666)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:15.024181,"(10.0, 16.0, 15.733333333333334)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.4818181818181815)","(2.15, 2.74, 2.7392814371257486)","(4.4, 5.4, 5.236363636363636)","(7.5, 10.0, 9.266666666666666)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:16.396613,"(10.0, 16.0, 15.733333333333334)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.5, 4.482352941176471)","(2.15, 2.74, 2.6997604790419163)","(4.4, 5.4, 5.186206896551724)","(7.5, 10.0, 9.288888888888888)","(101.0, 330.0, 346.2962962962963)"
14-12-2022 12:36:17.685928,"(10.0, 15.0, 14.818181818181818)","(31.0, 60.0, 56.8)","(4.0, 4.5, 4.482352941176471)","(2.15, 2.7, 2.6997604790419163)","(4.4, 5.2, 5.186206896551724)","(7.5, 9.6, 9.288888888888888)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:18.965292,"(10.0, 16.5, 15.911764705882353)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.537704918032786)","(2.15, 2.76, 2.74875)","(4.4, 5.1, 5.012)","(7.5, 10.0, 9.798657718120806)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:20.334221,"(10.0, 16.5, 16.166666666666668)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.7, 4.576842105263158)","(2.15, 2.76, 2.7590419161676643)","(4.4, 5.1, 5.0)","(7.5, 10.0, 9.388235294117646)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:21.817951,"(10.0, 16.0, 15.3)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.7, 4.576842105263158)","(2.15, 2.76, 2.7590419161676643)","(4.4, 5.1, 4.9963503649635035)","(7.5, 10.0, 9.388235294117646)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:23.156617,"(10.0, 16.0, 15.3)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.7, 4.576842105263158)","(2.15, 2.76, 2.7537430167597763)","(4.4, 5.1, 4.9963503649635035)","(7.5, 10.0, 9.388235294117646)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:24.493265,"(10.0, 16.0, 15.3)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.7, 4.555555555555555)","(2.15, 2.76, 2.754437086092715)","(4.4, 5.1, 4.970491803278689)","(7.5, 10.0, 9.336170212765957)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:25.815948,"(10.0, 15.5, 15.227272727272727)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.570093457943925)","(2.15, 2.76, 2.754437086092715)","(4.4, 5.1, 4.970491803278689)","(7.5, 10.0, 9.336170212765957)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:27.167807,"(10.0, 15.5, 15.227272727272727)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.570093457943925)","(2.15, 2.76, 2.754437086092715)","(4.4, 5.1, 4.970491803278689)","(7.5, 10.0, 9.336170212765957)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:28.545953,"(10.0, 15.5, 15.227272727272727)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.568627450980392)","(2.15, 2.76, 2.754437086092715)","(4.4, 5.1, 4.970491803278689)","(7.5, 10.0, 9.345454545454546)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:29.881373,"(10.0, 16.0, 14.424242424242424)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.563218390804598)","(2.15, 2.76, 2.754437086092715)","(4.4, 5.1, 4.970491803278689)","(7.5, 10.0, 9.345454545454546)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:31.161075,"(10.0, 16.0, 14.424242424242424)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.563218390804598)","(2.15, 2.76, 2.754437086092715)","(4.4, 5.1, 4.970491803278689)","(7.5, 10.0, 9.345454545454546)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:32.489952,"(10.0, 16.0, 14.5)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.563218390804598)","(2.15, 2.76, 2.754437086092715)","(4.4, 5.1, 4.981203007518797)","(7.5, 10.0, 9.345454545454546)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:33.764770,"(10.0, 15.5, 15.166666666666666)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.563218390804598)","(2.15, 2.76, 2.719027777777778)","(4.4, 5.1, 4.993103448275862)","(7.5, 10.0, 9.52)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:34.934836,"(10.0, 15.0, 14.666666666666666)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.536363636363636)","(2.15, 2.72, 2.719027777777778)","(4.4, 5.0, 4.993103448275862)","(7.5, 9.6, 9.52)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:36.256641,"(10.0, 15.0, 14.666666666666666)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.536363636363636)","(2.15, 2.72, 2.719027777777778)","(4.4, 5.0, 4.993103448275862)","(7.5, 9.6, 9.52)","(101.0, 350.0, 346.2962962962963)"
14-12-2022 12:36:37.511830,"(10.0, 15.0, 14.941176470588236)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.52)","(2.15, 2.72, 2.719027777777778)","(4.4, 5.0, 4.993103448275862)","(7.5, 9.6, 9.52)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:38.737464,"(10.0, 15.0, 14.941176470588236)","(31.0, 60.0, 58.22222222222222)","(4.0, 4.6, 4.52)","(2.15, 2.72, 2.719027777777778)","(4.4, 5.0, 4.972972972972973)","(7.5, 9.6, 9.342857142857142)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:40.029317,"(10.0, 15.0, 14.727272727272727)","(31.0, 55.0, 54.35294117647059)","(4.0, 4.6, 4.5649999999999995)","(2.2, 2.72, 2.7181456953642384)","(4.4, 5.0, 4.972972972972973)","(7.5, 9.6, 9.342857142857142)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:41.567942,"(10.0, 15.0, 14.727272727272727)","(31.0, 55.0, 54.35294117647059)","(4.0, 4.6, 4.5649999999999995)","(2.2, 2.72, 2.7181456953642384)","(4.4, 5.0, 4.972972972972973)","(7.5, 9.6, 9.342857142857142)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:43.244097,"(10.0, 15.0, 14.727272727272727)","(31.0, 55.0, 54.35294117647059)","(4.0, 4.6, 4.5649999999999995)","(2.2, 2.72, 2.7181456953642384)","(4.4, 5.0, 4.972972972972973)","(7.5, 9.6, 9.342857142857142)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:44.609390,"(10.0, 16.0, 14.390243902439025)","(31.0, 60.0, 57.714285714285715)","(4.0, 4.5, 4.452991452991453)","(2.2, 2.78, 2.7488888888888887)","(4.4, 4.9, 4.808)","(7.5, 10.0, 9.530434782608696)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:45.910471,"(10.0, 16.0, 14.846153846153847)","(31.0, 60.0, 57.714285714285715)","(4.0, 4.5, 4.47)","(2.2, 2.82, 2.81)","(4.4, 4.9, 4.802797202797203)","(7.5, 10.0, 9.46)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:47.010819,"(10.0, 16.0, 14.96551724137931)","(31.0, 60.0, 57.714285714285715)","(4.0, 4.5, 4.47)","(2.2, 2.84, 2.8213793103448275)","(4.4, 4.9, 4.720645161290323)","(7.5, 10.0, 9.46)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:48.298361,"(10.0, 16.0, 15.26923076923077)","(31.0, 60.0, 57.714285714285715)","(4.0, 4.5, 4.473333333333334)","(2.2, 2.86, 2.8213793103448275)","(4.4, 4.9, 4.723492063492063)","(7.5, 10.0, 9.463157894736842)","(101.0, 330.0, 327.03703703703707)"
14-12-2022 12:36:49.560888,"(10.0, 15.5, 15.414285714285715)","(31.0, 60.0, 57.714285714285715)","(4.0, 4.5, 4.4559999999999995)","(2.2, 2.86, 2.8213793103448275)","(4.4, 4.9, 4.729447852760736)","(7.5, 10.0, 9.463157894736842)","(101.0, 330.0, 336.6666666666667)"
14-12-2022 12:36:50.716509,"(10.0, 15.5, 15.414285714285715)","(31.0, 60.0, 57.714285714285715)","(4.0, 4.5, 4.4559999999999995)","(2.2, 2.86, 2.8514285714285714)","(4.4, 4.9, 4.734029850746269)","(7.5, 10.0, 9.463157894736842)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:51.829380,"(10.0, 15.5, 15.414285714285715)","(31.0, 60.0, 57.86666666666667)","(4.0, 4.4, 4.054651162790698)","(2.2, 2.86, 2.854)","(4.4, 4.9, 4.734029850746269)","(7.5, 10.0, 9.463157894736842)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:52.924544,"(10.0, 16.0, 15.375)","(31.0, 60.0, 57.86666666666667)","(3.9, 4.3, 4.1075)","(2.2, 2.86, 2.854)","(4.4, 4.9, 4.734029850746269)","(7.5, 10.0, 9.463157894736842)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:54.081211,"(10.0, 16.0, 15.375)","(31.0, 60.0, 57.86666666666667)","(3.9, 4.3, 4.139583333333333)","(2.2, 2.86, 2.854)","(4.4, 4.9, 4.733529411764706)","(7.5, 10.0, 9.463157894736842)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:55.525874,"(10.0, 16.0, 15.375)","(31.0, 60.0, 57.86666666666667)","(3.9, 4.2, 4.10625)","(2.2, 2.86, 2.854)","(4.4, 4.9, 4.7330434782608695)","(7.5, 10.0, 9.463157894736842)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:56.783368,"(10.0, 16.0, 14.714285714285714)","(31.0, 60.0, 57.86666666666667)","(3.9, 4.2, 4.05)","(2.2, 2.86, 2.8028571428571425)","(4.4, 4.9, 4.805882352941176)","(7.5, 10.0, 9.546666666666667)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:57.983110,"(10.0, 16.0, 15.4)","(31.0, 60.0, 54.4)","(3.9, 4.2, 4.05)","(2.2, 2.88, 2.8028571428571425)","(4.4, 4.9, 4.805882352941176)","(7.5, 10.0, 9.546666666666667)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:36:59.199328,"(10.0, 16.0, 15.4)","(31.0, 60.0, 54.4)","(3.9, 4.2, 4.05)","(2.2, 2.88, 2.8028571428571425)","(4.4, 4.9, 4.805882352941176)","(7.5, 10.0, 9.546666666666667)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:37:00.430249,"(10.0, 16.0, 15.470588235294118)","(31.0, 60.0, 56.888888888888886)","(3.9, 4.4, 4.381818181818182)","(2.2, 2.88, 2.782372881355932)","(4.4, 4.9, 4.7330434782608695)","(7.5, 10.0, 9.417142857142858)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:37:01.526892,"(10.0, 16.0, 15.307692307692308)","(31.0, 60.0, 56.888888888888886)","(3.9, 4.5, 4.275)","(2.2, 2.88, 2.8385714285714285)","(4.4, 4.9, 4.739506172839507)","(7.5, 10.0, 9.417142857142858)","(101.0, 340.0, 336.6666666666667)"
14-12-2022 12:37:02.679274,"(10.0, 16.0, 15.7)","(31.0, 60.0, 57.2)","(3.9, 4.5, 4.305882352941176)","(2.2, 2.86, 2.815)","(4.4, 4.9, 4.723529411764706)","(7.5, 10.0, 9.784810126582279)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:03.863300,"(10.0, 16.0, 15.6)","(31.0, 60.0, 56.0)","(3.9, 4.5, 4.370588235294117)","(2.2, 2.86, 2.815)","(4.4, 4.9, 4.723529411764706)","(7.5, 10.0, 9.984126984126984)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:04.962767,"(10.0, 16.0, 15.6)","(31.0, 60.0, 55.333333333333336)","(3.9, 4.5, 4.4)","(2.2, 2.86, 2.7957142857142854)","(4.4, 4.9, 4.723529411764706)","(7.5, 9.8, 9.777464788732395)","(101.0, 340.0, 326.9811320754717)"
14-12-2022 12:37:06.039689,"(10.0, 16.0, 15.6)","(31.0, 60.0, 52.0)","(3.9, 4.3, 4.13076923076923)","(2.2, 2.9, 2.893913043478261)","(4.4, 4.9, 4.741463414634147)","(7.5, 9.8, 9.777464788732395)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:07.064115,"(10.0, 16.0, 15.6)","(31.0, 60.0, 53.6)","(3.9, 4.3, 4.107692307692307)","(2.2, 2.92, 2.8946478873239436)","(4.4, 4.9, 4.741129032258065)","(7.5, 9.8, 9.766666666666667)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:08.145236,"(10.0, 16.0, 15.6)","(31.0, 60.0, 53.6)","(3.9, 4.3, 4.107692307692307)","(2.2, 2.92, 2.8946478873239436)","(4.4, 4.9, 4.741129032258065)","(7.5, 9.8, 9.657142857142858)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:09.205722,"(10.0, 16.0, 15.6)","(31.0, 60.0, 53.6)","(3.9, 4.3, 4.108163265306122)","(2.2, 2.96, 2.95)","(4.4, 4.9, 4.741129032258065)","(7.5, 9.8, 9.657142857142858)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:10.262476,"(10.0, 16.0, 15.8)","(31.0, 60.0, 56.8)","(3.9, 4.3, 4.108163265306122)","(2.2, 2.96, 2.95)","(4.4, 4.9, 4.763354037267081)","(7.5, 9.8, 9.657142857142858)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:11.416886,"(10.0, 16.0, 15.8)","(31.0, 60.0, 56.8)","(3.9, 4.3, 3.9044354838709676)","(2.2, 2.96, 2.947741935483871)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:12.516414,"(10.0, 16.0, 15.8)","(31.0, 60.0, 56.8)","(3.9, 4.3, 4.088636363636364)","(2.2, 2.98, 2.947741935483871)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 336.60377358490564)"
14-12-2022 12:37:13.572069,"(10.0, 16.0, 15.82857142857143)","(31.0, 60.0, 56.8)","(3.9, 4.2, 4.1570175438596495)","(2.2, 2.98, 2.947741935483871)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.665060240963856)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:14.669009,"(10.0, 16.0, 15.82857142857143)","(31.0, 60.0, 56.8)","(3.9, 4.2, 4.06875)","(2.2, 2.98, 2.947741935483871)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.665060240963856)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:15.744009,"(10.0, 16.0, 15.82857142857143)","(31.0, 60.0, 57.09090909090909)","(3.9, 4.2, 4.06875)","(2.2, 2.98, 2.947741935483871)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.333333333333332)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:16.860501,"(10.0, 16.0, 15.846153846153847)","(31.0, 60.0, 57.86666666666667)","(3.9, 4.5, 4.4783333333333335)","(2.2, 2.9, 2.8777777777777778)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.665060240963856)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:17.861454,"(10.0, 16.5, 15.58695652173913)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.392156862745098)","(2.2, 2.9, 2.8777777777777778)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.333333333333332)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:18.882693,"(10.0, 16.5, 15.532894736842104)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.5, 4.325301204819277)","(2.2, 2.9, 2.8777777777777778)","(4.4, 4.9, 4.772941176470589)","(7.5, 9.8, 9.333333333333332)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:19.880701,"(10.0, 16.5, 15.532894736842104)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.3741935483870975)","(2.2, 2.9, 2.8777777777777778)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:37:20.893390,"(10.0, 16.5, 15.861702127659575)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.217142857142857)","(2.2, 2.9, 2.875)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 340.0, 326.9811320754717)"
14-12-2022 12:37:21.927726,"(10.0, 16.5, 15.861702127659575)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.2303030303030305)","(2.2, 2.9, 2.849090909090909)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:22.932840,"(10.0, 16.5, 15.75)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.2)","(2.2, 2.9, 2.849090909090909)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:23.959742,"(10.0, 16.5, 15.75)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.2)","(2.2, 2.9, 2.849090909090909)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:24.971884,"(10.0, 17.5, 17.25)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.3, 4.24)","(2.2, 2.88, 2.7843859649122806)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:25.976533,"(10.0, 17.5, 17.393617021276597)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.3, 4.24)","(2.2, 2.88, 2.784)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:27.081809,"(10.0, 17.5, 17.393617021276597)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.3, 4.24)","(2.2, 2.88, 2.784)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:28.147939,"(10.0, 17.5, 17.393617021276597)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.3, 4.24)","(2.3, 2.88, 2.784)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:29.327442,"(10.0, 17.5, 17.393617021276597)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.3, 4.24)","(2.3, 2.88, 2.784)","(4.4, 4.9, 4.814285714285714)","(7.5, 9.8, 9.665060240963856)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:30.520160,"(10.0, 17.5, 17.227272727272727)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.5, 4.371875)","(2.3, 2.88, 2.7843478260869565)","(4.4, 4.9, 4.772340425531915)","(7.0, 9.8, 9.533333333333333)","(101.0, 330.0, 325.0943396226415)"
