,So Daring,The Snuggler,Bringme,Gepard,Hoff His Face,Von Crumb,Maralah,Shapin Power,Valiant Joan,Princess Pollyanna,Pheebles Spirit,Slinkys Star
05-01-2023 13:46:50.407377,"(19.0, 34.0, 31.333333333333332)","(3.8, 4.6, 4.616666666666667)","(71.0, 110.0, 94.0)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.5)","(2.7, 3.25, 3.228102189781022)","(5.5, 7.0, 6.71578947368421)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 12.055555555555555)","(31.0, 65.0, 57.15384615384615)"
05-01-2023 13:46:51.926214,"(19.0, 34.0, 31.23076923076923)","(3.8, 4.7, 4.646835443037975)","(71.0, 110.0, 94.0)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.52857142857143)","(2.7, 3.25, 3.228102189781022)","(5.5, 6.8, 6.71578947368421)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 11.91025641025641)","(31.0, 65.0, 52.142857142857146)"
05-01-2023 13:46:53.362781,"(19.0, 34.0, 31.23076923076923)","(3.8, 4.7, 4.646835443037975)","(71.0, 110.0, 94.0)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.52857142857143)","(2.7, 3.25, 3.228102189781022)","(5.5, 6.8, 6.71578947368421)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 11.855555555555556)","(31.0, 65.0, 52.142857142857146)"
05-01-2023 13:46:54.712767,"(19.0, 34.0, 31.23076923076923)","(3.8, 4.7, 4.646835443037975)","(71.0, 110.0, 94.0)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.52857142857143)","(2.7, 3.25, 3.2263779527559056)","(5.5, 6.8, 6.7101449275362315)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 11.758064516129032)","(31.0, 65.0, 52.142857142857146)"
05-01-2023 13:46:56.095980,"(19.0, 34.0, 32.61538461538461)","(3.8, 4.7, 4.61764705882353)","(71.0, 110.0, 94.0)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.52857142857143)","(2.7, 3.25, 3.2234848484848486)","(5.5, 7.0, 6.7101449275362315)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.0, 11.758064516129032)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:57.444642,"(19.0, 34.0, 32.61538461538461)","(3.8, 4.7, 4.61764705882353)","(71.0, 110.0, 94.0)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.576923076923077)","(2.7, 3.25, 3.2263779527559056)","(5.5, 7.0, 6.7101449275362315)","(101.0, 400.0, 393.6363636363636)","(10.0, 12.0, 11.758064516129032)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:58.728410,"(19.0, 34.0, 32.61538461538461)","(3.8, 4.7, 4.629032258064516)","(71.0, 110.0, 94.0)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.25)","(16.0, 20.0, 19.389830508474578)","(2.7, 3.25, 3.2263779527559056)","(5.5, 7.0, 6.7407407407407405)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.0, 11.972727272727273)","(31.0, 65.0, 53.666666666666664)"
05-01-2023 13:47:00.591349,"(19.0, 34.0, 32.56)","(3.8, 4.7, 4.692063492063492)","(71.0, 110.0, 99.33333333333333)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.592592592592592)","(16.0, 20.0, 19.255102040816325)","(2.7, 3.25, 3.2234848484848486)","(5.5, 6.8, 6.7407407407407405)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 11.972727272727273)","(31.0, 65.0, 53.666666666666664)"
05-01-2023 13:47:02.136815,"(19.0, 34.0, 32.81481481481482)","(3.8, 4.7, 4.692063492063492)","(71.0, 110.0, 99.33333333333333)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.6, 9.577272727272726)","(16.0, 19.5, 19.125)","(2.7, 3.25, 3.2234848484848486)","(5.5, 6.8, 6.736)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 12.211864406779661)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:47:03.590406,"(19.0, 34.0, 32.81481481481482)","(3.8, 4.7, 4.692063492063492)","(71.0, 110.0, 99.33333333333333)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.6, 9.57159090909091)","(16.0, 19.5, 19.125)","(2.7, 3.25, 3.2234848484848486)","(5.5, 6.8, 6.736)","(101.0, 400.0, 390.0)","(10.0, 12.5, 12.051282051282051)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:47:05.072441,"(19.0, 34.0, 32.81481481481482)","(3.8, 4.7, 4.692063492063492)","(71.0, 110.0, 99.33333333333333)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.6, 9.57159090909091)","(16.0, 19.5, 19.125)","(2.7, 3.25, 3.1958333333333333)","(5.5, 6.8, 6.730434782608695)","(101.0, 400.0, 390.0)","(10.0, 12.5, 11.75)","(31.0, 65.0, 51.0)"
05-01-2023 13:47:06.943527,"(19.0, 34.0, 32.714285714285715)","(3.8, 4.7, 4.692063492063492)","(61.0, 100.0, 97.0)","(61.0, 150.0, 145.0)","(61.0, 110.0, 98.75)","(7.5, 9.6, 9.64)","(15.0, 19.5, 18.7)","(2.7, 3.2, 3.202054794520548)","(5.5, 6.8, 6.728205128205128)","(101.0, 400.0, 390.0)","(10.0, 12.0, 11.657894736842104)","(31.0, 60.0, 54.0)"
05-01-2023 13:47:08.462549,"(19.0, 34.0, 32.72727272727273)","(3.8, 4.7, 4.7303030303030305)","(61.0, 100.0, 96.25)","(61.0, 150.0, 145.0)","(61.0, 110.0, 95.83333333333333)","(7.5, 9.8, 9.598684210526315)","(15.0, 19.0, 17.904761904761905)","(2.7, 3.25, 3.1042087542087544)","(5.5, 7.0, 6.812903225806451)","(101.0, 400.0, 391.6666666666667)","(10.0, 12.0, 11.782608695652174)","(31.0, 60.0, 51.25)"
05-01-2023 13:47:10.048334,"(21.0, 34.0, 32.72727272727273)","(3.8, 4.8, 4.7303030303030305)","(61.0, 100.0, 96.25)","(81.0, 150.0, 145.0)","(61.0, 100.0, 96.66666666666667)","(7.5, 9.6, 9.882352941176471)","(15.0, 18.0, 17.78787878787879)","(2.7, 3.15, 3.0808219178082195)","(5.5, 7.0, 6.897142857142857)","(101.0, 400.0, 380.0)","(10.0, 12.0, 11.782608695652174)","(31.0, 75.0, 62.5)"
05-01-2023 13:47:11.393816,"(21.0, 34.0, 32.72727272727273)","(3.8, 4.8, 4.7303030303030305)","(61.0, 100.0, 96.25)","(81.0, 150.0, 145.0)","(61.0, 100.0, 96.66666666666667)","(7.5, 10.0, 9.882352941176471)","(15.0, 18.0, 17.65)","(2.7, 3.1, 3.0385093167701864)","(5.5, 7.0, 6.8933333333333335)","(101.0, 400.0, 380.0)","(10.0, 12.0, 11.552238805970148)","(31.0, 75.0, 59.09090909090909)"
05-01-2023 13:47:12.854283,"(21.0, 34.0, 32.72727272727273)","(3.8, 4.8, 4.7303030303030305)","(61.0, 100.0, 100.0)","(81.0, 150.0, 145.0)","(61.0, 100.0, 96.66666666666667)","(7.5, 10.0, 9.8125)","(15.0, 19.0, 18.75)","(2.7, 3.1, 3.033879781420765)","(5.5, 7.0, 6.951515151515151)","(101.0, 400.0, 380.0)","(10.0, 12.0, 11.594936708860759)","(31.0, 70.0, 59.09090909090909)"
05-01-2023 13:47:14.299675,"(21.0, 36.0, 34.666666666666664)","(3.8, 4.9, 4.800000000000001)","(61.0, 110.0, 97.27272727272727)","(81.0, 150.0, 145.0)","(61.0, 100.0, 96.66666666666667)","(7.5, 10.0, 9.695774647887324)","(15.0, 20.0, 18.45)","(2.7, 3.1, 3.0312169312169313)","(5.5, 7.0, 6.972413793103448)","(101.0, 400.0, 380.0)","(10.0, 12.0, 11.593023255813954)","(31.0, 70.0, 59.09090909090909)"
05-01-2023 13:47:15.830317,"(21.0, 36.0, 35.6078431372549)","(3.8, 4.9, 4.800000000000001)","(61.0, 100.0, 98.0)","(81.0, 150.0, 153.33333333333334)","(61.0, 100.0, 99.44444444444444)","(7.5, 10.0, 9.657142857142857)","(15.0, 20.0, 18.642857142857142)","(2.7, 3.1, 3.0224719101123596)","(5.5, 7.0, 6.972413793103448)","(101.0, 400.0, 455.0)","(10.0, 12.0, 11.344594594594595)","(31.0, 70.0, 58.333333333333336)"
05-01-2023 13:47:17.230184,"(21.0, 36.0, 35.92982456140351)","(3.8, 4.9, 4.966666666666667)","(61.0, 100.0, 96.15384615384616)","(81.0, 160.0, 151.25)","(61.0, 100.0, 99.44444444444444)","(7.5, 10.0, 9.712)","(15.0, 20.0, 19.357142857142858)","(2.7, 3.1, 2.982985074626866)","(5.5, 7.0, 6.615668202764977)","(101.0, 590.0, 470.0)","(10.0, 11.5, 11.154494382022472)","(31.0, 65.0, 55.76923076923077)"
05-01-2023 13:47:18.651156,"(21.0, 36.0, 35.92982456140351)","(3.8, 5.0, 4.921212121212122)","(61.0, 100.0, 104.73684210526315)","(81.0, 170.0, 150.0)","(61.0, 100.0, 99.77272727272727)","(7.5, 10.0, 9.808849557522123)","(15.0, 19.5, 19.3)","(2.7, 3.0, 2.9923529411764704)","(5.5, 6.8, 6.617272727272727)","(101.0, 520.0, 443.3333333333333)","(10.0, 11.5, 11.216589861751151)","(31.0, 65.0, 56.111111111111114)"
05-01-2023 13:47:20.033234,"(21.0, 36.0, 35.72727272727273)","(3.8, 5.0, 4.925714285714286)","(61.0, 110.0, 104.73684210526315)","(81.0, 170.0, 146.66666666666666)","(61.0, 100.0, 115.1923076923077)","(7.5, 10.0, 9.808849557522123)","(15.0, 19.5, 19.38888888888889)","(2.7, 3.0, 2.992121212121212)","(5.5, 6.8, 6.617272727272727)","(101.0, 510.0, 465.0)","(10.0, 11.5, 11.202898550724637)","(31.0, 65.0, 57.0)"
05-01-2023 13:47:21.505064,"(21.0, 36.0, 35.72727272727273)","(3.8, 5.0, 4.925714285714286)","(61.0, 100.0, 95.5)","(81.0, 160.0, 137.5)","(61.0, 120.0, 108.125)","(7.5, 10.0, 9.820689655172414)","(15.0, 19.5, 19.38888888888889)","(2.7, 3.0, 2.993333333333333)","(5.5, 6.8, 6.616851441241685)","(101.0, 500.0, 465.0)","(10.0, 11.5, 11.202898550724637)","(31.0, 65.0, 57.0)"
05-01-2023 13:47:23.106317,"(21.0, 36.0, 35.7)","(3.8, 5.0, 4.9495145631067965)","(61.0, 100.0, 95.71428571428571)","(81.0, 160.0, 150.0)","(61.0, 110.0, 115.1923076923077)","(7.5, 10.0, 9.820689655172414)","(15.0, 19.5, 19.318181818181817)","(2.7, 3.0, 2.990602409638554)","(5.5, 6.8, 6.617078651685393)","(101.0, 500.0, 444.0)","(10.0, 11.5, 11.202898550724637)","(31.0, 65.0, 57.0)"
05-01-2023 13:47:24.724872,"(21.0, 36.0, 35.7)","(3.8, 5.0, 4.9495145631067965)","(61.0, 100.0, 95.71428571428571)","(81.0, 170.0, 150.0)","(61.0, 120.0, 108.125)","(7.5, 10.0, 9.820689655172414)","(15.0, 20.0, 19.515151515151516)","(2.6, 3.0, 2.971875)","(5.5, 6.8, 6.611594202898551)","(101.0, 500.0, 465.0)","(10.0, 11.5, 11.238297872340425)","(31.0, 65.0, 57.0)"
05-01-2023 13:47:26.574465,"(21.0, 36.0, 35.833333333333336)","(3.8, 5.0, 4.952727272727273)","(61.0, 100.0, 95.71428571428571)","(81.0, 170.0, 148.0)","(61.0, 110.0, 115.1923076923077)","(7.5, 10.0, 9.829508196721312)","(15.0, 20.0, 19.272727272727273)","(2.6, 3.0, 2.968)","(5.5, 6.8, 6.613842482100238)","(101.0, 500.0, 444.0)","(10.0, 11.5, 11.225446428571429)","(31.0, 65.0, 59.54545454545455)"
05-01-2023 13:47:28.253723,"(21.0, 36.0, 35.833333333333336)","(3.8, 5.0, 4.954954954954955)","(61.0, 100.0, 95.71428571428571)","(81.0, 180.0, 150.0)","(61.0, 120.0, 107.5)","(7.5, 10.0, 9.829508196721312)","(15.0, 20.0, 19.428571428571427)","(2.6, 2.98, 2.956)","(5.5, 6.8, 6.559183673469388)","(101.0, 500.0, 444.0)","(10.0, 11.5, 11.22787610619469)","(31.0, 65.0, 61.36363636363637)"
05-01-2023 13:47:29.913902,"(21.0, 36.0, 36.24390243902439)","(3.8, 5.0, 4.96039603960396)","(61.0, 100.0, 97.6923076923077)","(81.0, 180.0, 171.25)","(61.0, 110.0, 113.33333333333333)","(7.5, 10.0, 9.860869565217392)","(15.0, 20.0, 19.47826086956522)","(2.6, 2.98, 2.9810526315789474)","(5.5, 6.6, 6.4778904665314405)","(101.0, 500.0, 444.0)","(10.0, 11.5, 10.591036414565826)","(31.0, 65.0, 61.92307692307692)"
05-01-2023 13:47:31.719035,"(21.0, 38.0, 36.64150943396226)","(3.8, 5.0, 4.956989247311828)","(61.0, 100.0, 98.125)","(81.0, 190.0, 165.0)","(61.0, 120.0, 113.33333333333333)","(7.5, 10.0, 9.898412698412699)","(15.0, 20.0, 19.547169811320757)","(2.6, 3.0, 2.9752542372881354)","(5.5, 6.8, 6.480482897384306)","(101.0, 500.0, 444.0)","(10.0, 11.0, 10.585227272727273)","(31.0, 65.0, 62.5)"
05-01-2023 13:47:33.254283,"(21.0, 38.0, 36.64150943396226)","(3.8, 5.0, 4.956989247311828)","(61.0, 100.0, 98.21428571428571)","(81.0, 180.0, 173.33333333333334)","(61.0, 120.0, 111.66666666666667)","(7.5, 10.0, 9.88857142857143)","(15.0, 20.0, 19.52777777777778)","(2.6, 2.98, 2.9752542372881354)","(5.5, 6.8, 6.480482897384306)","(101.0, 500.0, 465.0)","(10.0, 11.0, 10.585227272727273)","(31.0, 65.0, 63.94736842105263)"
05-01-2023 13:47:34.753194,"(21.0, 38.0, 36.73684210526316)","(3.8, 5.0, 4.969736842105263)","(61.0, 100.0, 98.21428571428571)","(81.0, 200.0, 173.33333333333334)","(61.0, 120.0, 112.0)","(7.5, 10.0, 9.891176470588235)","(15.0, 20.0, 19.475)","(2.6, 2.98, 2.9817721518987343)","(5.5, 6.8, 6.490786516853933)","(101.0, 500.0, 444.0)","(10.0, 11.0, 10.654411764705882)","(31.0, 65.0, 63.46153846153846)"
05-01-2023 13:47:36.287528,"(21.0, 38.0, 36.73684210526316)","(3.8, 5.0, 4.969736842105263)","(61.0, 100.0, 98.21428571428571)","(81.0, 200.0, 173.33333333333334)","(61.0, 120.0, 112.0)","(7.5, 10.0, 9.891176470588235)","(15.0, 19.5, 19.475)","(2.6, 3.0, 2.984516129032258)","(5.5, 6.8, 6.4849056603773585)","(101.0, 500.0, 465.0)","(10.0, 11.0, 10.570175438596491)","(31.0, 65.0, 63.8235294117647)"
05-01-2023 13:47:37.858806,"(21.0, 38.0, 36.73684210526316)","(3.8, 5.0, 4.969736842105263)","(61.0, 100.0, 98.21428571428571)","(81.0, 200.0, 173.33333333333334)","(61.0, 120.0, 112.0)","(7.5, 10.0, 9.891176470588235)","(15.0, 19.5, 19.4)","(2.6, 3.0, 3.011458333333333)","(5.5, 6.8, 6.473191489361702)","(101.0, 500.0, 465.0)","(10.0, 11.0, 10.352272727272727)","(31.0, 65.0, 69.62962962962963)"
05-01-2023 13:47:39.360476,"(21.0, 38.0, 36.73684210526316)","(3.8, 5.0, 4.899236641221374)","(61.0, 100.0, 98.6842105263158)","(81.0, 200.0, 158.75)","(61.0, 120.0, 112.0)","(7.5, 10.0, 9.891176470588235)","(15.0, 19.5, 19.428571428571427)","(2.6, 3.05, 3.01025641025641)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.352272727272727)","(31.0, 80.0, 68.57142857142857)"
05-01-2023 13:47:40.821752,"(21.0, 38.0, 36.73684210526316)","(3.8, 5.0, 4.899236641221374)","(61.0, 100.0, 98.6842105263158)","(81.0, 200.0, 158.75)","(61.0, 120.0, 112.0)","(7.5, 10.0, 9.891176470588235)","(15.0, 19.5, 19.428571428571427)","(2.6, 3.05, 3.0106508875739646)","(5.5, 6.8, 6.55045871559633)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.324324324324325)","(31.0, 75.0, 68.07692307692308)"
05-01-2023 13:47:42.331216,"(21.0, 38.0, 37.54545454545455)","(3.8, 5.0, 4.915384615384616)","(61.0, 100.0, 98.6842105263158)","(81.0, 200.0, 157.69230769230768)","(61.0, 120.0, 112.0)","(7.5, 10.0, 9.891176470588235)","(15.0, 19.5, 19.25)","(2.6, 3.1, 3.030327868852459)","(5.5, 6.6, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.186868686868687)","(31.0, 75.0, 58.57142857142857)"
05-01-2023 13:47:43.921998,"(21.0, 38.0, 37.44444444444444)","(3.8, 5.0, 4.945454545454545)","(61.0, 100.0, 98.6842105263158)","(81.0, 200.0, 157.69230769230768)","(61.0, 120.0, 112.5)","(7.5, 10.0, 9.889855072463769)","(15.0, 19.5, 19.853658536585364)","(2.6, 3.05, 3.030327868852459)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.176767676767676)","(31.0, 70.0, 60.90909090909091)"
05-01-2023 13:47:45.526014,"(21.0, 38.0, 36.75)","(3.8, 5.0, 4.945454545454545)","(61.0, 100.0, 98.6842105263158)","(81.0, 200.0, 162.5)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.895384615384616)","(15.0, 20.0, 19.853658536585364)","(2.6, 3.05, 3.030327868852459)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.169902912621358)","(31.0, 65.0, 58.0)"
05-01-2023 13:47:47.056963,"(21.0, 38.0, 36.666666666666664)","(3.8, 5.0, 4.9380434782608695)","(61.0, 100.0, 98.6842105263158)","(81.0, 200.0, 171.42857142857142)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.895384615384616)","(15.0, 20.0, 19.555555555555557)","(2.6, 3.05, 3.030327868852459)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.176767676767676)","(31.0, 65.0, 58.46153846153846)"
05-01-2023 13:47:48.499272,"(21.0, 38.0, 37.07692307692308)","(3.8, 5.0, 4.9380434782608695)","(61.0, 100.0, 98.6842105263158)","(81.0, 180.0, 171.42857142857142)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.92)","(15.0, 20.0, 19.9)","(2.6, 3.05, 3.030327868852459)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.126086956521739)","(31.0, 60.0, 55.833333333333336)"
05-01-2023 13:47:50.013590,"(21.0, 38.0, 37.07692307692308)","(3.8, 5.0, 4.9380434782608695)","(61.0, 100.0, 98.6842105263158)","(81.0, 180.0, 171.42857142857142)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.92)","(15.0, 20.0, 19.9)","(2.6, 3.05, 3.030327868852459)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.126086956521739)","(31.0, 60.0, 55.833333333333336)"
05-01-2023 13:47:51.495524,"(21.0, 38.0, 37.07692307692308)","(3.8, 5.0, 4.9380434782608695)","(61.0, 100.0, 94.44444444444444)","(81.0, 180.0, 171.42857142857142)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.902857142857144)","(15.0, 20.0, 19.942307692307693)","(2.6, 3.05, 3.030327868852459)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.126086956521739)","(31.0, 60.0, 55.833333333333336)"
05-01-2023 13:47:53.050249,"(21.0, 38.0, 37.07692307692308)","(3.8, 5.0, 4.9380434782608695)","(61.0, 100.0, 94.44444444444444)","(81.0, 180.0, 171.42857142857142)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.902857142857144)","(15.0, 20.0, 19.942307692307693)","(2.6, 3.05, 3.030327868852459)","(5.5, 6.8, 6.470386266094421)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.126086956521739)","(31.0, 60.0, 55.833333333333336)"
05-01-2023 13:47:54.703679,"(21.0, 38.0, 37.07692307692308)","(3.8, 5.0, 4.946666666666667)","(61.0, 100.0, 94.44444444444444)","(81.0, 180.0, 165.0)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.908108108108108)","(15.0, 20.0, 19.942307692307693)","(2.6, 3.05, 3.013793103448276)","(5.5, 6.8, 6.46608695652174)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.029605263157896)","(31.0, 60.0, 58.095238095238095)"
05-01-2023 13:47:56.356451,"(21.0, 38.0, 37.166666666666664)","(3.8, 5.0, 4.946666666666667)","(61.0, 100.0, 92.85714285714286)","(81.0, 180.0, 165.0)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.880808080808082)","(15.0, 20.0, 19.953125)","(2.6, 3.05, 3.020185185185185)","(5.5, 6.8, 6.46608695652174)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.013071895424837)","(31.0, 60.0, 57.391304347826086)"
05-01-2023 13:47:57.887384,"(21.0, 38.0, 37.411764705882355)","(3.8, 5.0, 4.947297297297298)","(61.0, 100.0, 91.66666666666667)","(81.0, 180.0, 165.0)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.877669902912622)","(15.0, 20.0, 19.953125)","(2.6, 3.05, 3.0184313725490197)","(5.5, 6.8, 6.46608695652174)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.013071895424837)","(31.0, 60.0, 57.391304347826086)"
05-01-2023 13:47:59.479753,"(21.0, 38.0, 37.333333333333336)","(3.8, 5.0, 4.947297297297298)","(61.0, 100.0, 91.66666666666667)","(81.0, 180.0, 165.0)","(61.0, 110.0, 108.33333333333333)","(7.5, 10.0, 9.877669902912622)","(15.0, 20.0, 19.953125)","(2.6, 3.05, 3.0184313725490197)","(5.5, 6.8, 6.473885350318471)","(101.0, 500.0, 465.0)","(10.0, 10.5, 10.013071895424837)","(31.0, 60.0, 54.473684210526315)"
05-01-2023 13:48:01.086293,"(21.0, 38.0, 37.333333333333336)","(3.8, 5.0, 4.98139534883721)","(61.0, 100.0, 91.81818181818181)","(81.0, 180.0, 166.66666666666666)","(61.0, 110.0, 109.0)","(7.5, 10.0, 9.936842105263159)","(15.0, 20.0, 20.5)","(2.6, 3.05, 3.0141975308641977)","(5.5, 6.8, 6.476923076923077)","(101.0, 500.0, 470.0)","(10.0, 10.5, 10.014388489208633)","(31.0, 55.0, 57.5)"
05-01-2023 13:48:02.656202,"(21.0, 38.0, 37.61904761904762)","(4.0, 5.0, 4.980487804878049)","(61.0, 100.0, 91.81818181818181)","(81.0, 180.0, 166.66666666666666)","(61.0, 110.0, 109.0)","(7.5, 10.0, 9.936842105263159)","(15.0, 21.0, 19.989795918367346)","(2.6, 3.1, 3.035820895522388)","(5.5, 6.6, 6.502222222222222)","(101.0, 500.0, 480.0)","(10.0, 10.5, 10.014814814814814)","(31.0, 65.0, 56.666666666666664)"
05-01-2023 13:48:04.238196,"(21.0, 38.0, 37.733333333333334)","(4.0, 5.0, 4.921739130434783)","(61.0, 100.0, 95.0)","(81.0, 180.0, 166.66666666666666)","(61.0, 110.0, 110.0)","(7.5, 10.0, 9.941463414634146)","(15.0, 20.0, 20.513513513513512)","(2.6, 3.1, 3.0389795918367346)","(5.5, 6.6, 6.458156028368794)","(101.0, 500.0, 490.0)","(10.0, 10.5, 10.01984126984127)","(31.0, 65.0, 57.0)"
05-01-2023 13:48:05.733390,"(21.0, 42.0, 40.04651162790698)","(4.0, 5.1, 4.940837696335079)","(61.0, 100.0, 95.0)","(81.0, 180.0, 166.66666666666666)","(61.0, 120.0, 110.0)","(7.5, 10.0, 9.941463414634146)","(15.0, 21.0, 20.513513513513512)","(2.6, 3.05, 3.0267241379310343)","(5.5, 6.6, 6.4)","(101.0, 500.0, 475.0)","(9.0, 10.5, 10.01984126984127)","(31.0, 65.0, 57.0)"
05-01-2023 13:48:07.123838,"(21.0, 42.0, 39.9)","(4.0, 5.1, 4.936559139784946)","(61.0, 100.0, 97.0)","(81.0, 180.0, 166.66666666666666)","(61.0, 120.0, 114.44444444444444)","(7.5, 10.0, 9.927586206896551)","(15.0, 21.0, 20.69047619047619)","(2.6, 3.05, 3.0171875)","(5.5, 6.6, 6.4)","(101.0, 500.0, 475.0)","(9.0, 10.5, 10.01984126984127)","(31.0, 65.0, 57.0)"
05-01-2023 13:48:08.557119,"(21.0, 42.0, 40.57142857142857)","(4.0, 5.1, 5.017117117117117)","(61.0, 100.0, 94.0)","(81.0, 180.0, 168.75)","(61.0, 120.0, 112.0)","(7.5, 10.0, 9.882352941176471)","(15.0, 21.0, 20.857142857142858)","(2.6, 3.1, 3.056134969325153)","(5.5, 6.2, 6.170588235294118)","(101.0, 520.0, 473.3333333333333)","(9.0, 10.5, 10.010948905109489)","(31.0, 65.0, 64.0)"
05-01-2023 13:48:10.118351,"(21.0, 42.0, 40.8)","(4.0, 5.1, 5.008)","(61.0, 100.0, 93.57142857142857)","(81.0, 180.0, 170.0)","(61.0, 120.0, 113.33333333333333)","(7.5, 10.0, 9.774468085106383)","(15.0, 21.0, 20.88888888888889)","(2.6, 3.1, 3.0597484276729556)","(5.5, 6.2, 6.184615384615385)","(101.0, 520.0, 473.3333333333333)","(9.0, 10.5, 9.973076923076924)","(31.0, 65.0, 65.9090909090909)"
05-01-2023 13:48:11.770147,"(21.0, 42.0, 40.666666666666664)","(4.0, 5.1, 5.014814814814815)","(61.0, 100.0, 93.57142857142857)","(81.0, 180.0, 168.75)","(61.0, 120.0, 108.18181818181819)","(7.5, 9.8, 9.774468085106383)","(15.0, 21.0, 20.88888888888889)","(2.6, 3.1, 3.0353658536585364)","(5.5, 6.2, 6.2089795918367345)","(101.0, 520.0, 473.3333333333333)","(9.0, 10.5, 9.948850574712644)","(31.0, 70.0, 64.72972972972973)"
05-01-2023 13:48:13.298270,"(21.0, 42.0, 40.6)","(4.0, 5.1, 5.064835164835165)","(61.0, 100.0, 94.64285714285714)","(81.0, 180.0, 166.66666666666666)","(61.0, 110.0, 109.16666666666667)","(7.5, 9.8, 9.725)","(15.0, 21.0, 20.975)","(2.6, 3.05, 3.0607361963190183)","(5.5, 6.4, 6.278212290502793)","(101.0, 520.0, 473.3333333333333)","(9.0, 9.4, 9.229078014184397)","(31.0, 70.0, 64.26470588235294)"
05-01-2023 13:48:14.846019,"(21.0, 42.0, 40.6)","(4.0, 5.1, 5.058415841584158)","(61.0, 100.0, 95.38461538461539)","(81.0, 180.0, 166.66666666666666)","(61.0, 110.0, 108.75)","(7.5, 9.8, 9.725)","(15.0, 21.0, 20.977777777777778)","(2.6, 3.1, 3.0607361963190183)","(5.5, 6.4, 6.250684931506849)","(101.0, 520.0, 480.0)","(9.0, 9.4, 9.229078014184397)","(31.0, 70.0, 64.26470588235294)"
