,Eight Gifts,Quick Shadow,Nigels Chance,Roma Bella,Redeeming Eight,Midnight Vandal,Pretty Witch
11-01-2023 20:53:49.769185,"(41.0, 100.0, 70.0)","(1.65, 1.97, 1.959090909090909)","(31.0, 120.0, 103.125)","(5.0, 7.0, 6.666666666666666)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.043478260869566)","(3.1, 3.7, 3.625)"
11-01-2023 20:53:50.878127,"(41.0, 100.0, 70.0)","(1.65, 1.97, 1.9681818181818183)","(31.0, 120.0, 103.125)","(5.0, 7.0, 6.666666666666666)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.043478260869566)","(3.1, 3.7, 3.625)"
11-01-2023 20:53:51.945435,"(41.0, 100.0, 70.83333333333333)","(1.65, 1.99, 1.9833333333333334)","(31.0, 120.0, 101.66666666666667)","(5.0, 7.0, 6.666666666666666)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.043478260869566)","(3.1, 3.7, 3.6)"
11-01-2023 20:53:53.029754,"(41.0, 100.0, 70.83333333333333)","(1.65, 1.99, 1.980909090909091)","(31.0, 120.0, 103.125)","(5.0, 7.0, 6.7272727272727275)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.043478260869566)","(3.1, 3.7, 3.6)"
11-01-2023 20:53:54.101800,"(41.0, 100.0, 70.0)","(1.65, 2.02, 1.9577777777777778)","(31.0, 120.0, 101.66666666666667)","(5.0, 7.0, 6.778947368421052)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.0)","(3.1, 3.65, 3.6)"
11-01-2023 20:53:55.188425,"(41.0, 100.0, 82.85714285714286)","(1.65, 2.02, 2.0193333333333334)","(31.0, 120.0, 97.08333333333333)","(5.0, 7.0, 6.532203389830508)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.0)","(3.1, 3.65, 3.63125)"
11-01-2023 20:53:56.267802,"(41.0, 100.0, 82.85714285714286)","(1.65, 2.02, 2.017313432835821)","(31.0, 120.0, 100.0)","(5.0, 6.8, 6.633333333333334)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.0)","(3.1, 3.65, 3.625)"
11-01-2023 20:53:57.351663,"(41.0, 100.0, 82.85714285714286)","(1.65, 2.02, 2.016923076923077)","(31.0, 120.0, 100.0)","(5.0, 6.8, 6.536842105263158)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.0)","(3.1, 3.65, 3.6333333333333333)"
11-01-2023 20:53:58.401572,"(41.0, 100.0, 82.85714285714286)","(1.65, 2.0, 1.9824)","(31.0, 120.0, 100.0)","(5.0, 6.6, 6.585714285714285)","(91.0, 180.0, 179.0)","(16.0, 24.0, 21.0)","(3.1, 3.65, 3.645)"
11-01-2023 20:53:59.500331,"(41.0, 100.0, 82.85714285714286)","(1.65, 2.0, 1.9823529411764707)","(31.0, 120.0, 98.57142857142857)","(5.0, 6.6, 6.586666666666666)","(91.0, 180.0, 179.0)","(16.0, 24.0, 22.75)","(3.1, 3.65, 3.6390625)"
11-01-2023 20:54:00.528973,"(41.0, 100.0, 88.94736842105263)","(1.65, 2.0, 1.970258620689655)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.6, 6.4799999999999995)","(91.0, 180.0, 198.33333333333334)","(16.0, 23.0, 21.517241379310345)","(3.0, 3.7, 3.630357142857143)"
11-01-2023 20:54:01.618912,"(41.0, 100.0, 85.68181818181819)","(1.65, 2.0, 1.9722727272727272)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.6, 6.4799999999999995)","(91.0, 200.0, 198.33333333333334)","(16.0, 24.0, 20.96)","(3.0, 3.7, 3.645)"
11-01-2023 20:54:02.647718,"(41.0, 100.0, 90.27777777777777)","(1.65, 2.0, 1.981142857142857)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.6, 6.4799999999999995)","(91.0, 200.0, 198.33333333333334)","(16.0, 24.0, 22.57142857142857)","(3.0, 3.65, 3.6454545454545455)"
11-01-2023 20:54:03.674951,"(41.0, 100.0, 90.27777777777777)","(1.65, 2.0, 1.9824)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.6, 6.475)","(91.0, 200.0, 198.33333333333334)","(16.0, 23.0, 22.57142857142857)","(3.0, 3.65, 3.6454545454545455)"
11-01-2023 20:54:04.632633,"(41.0, 100.0, 90.27777777777777)","(1.65, 2.0, 1.9805882352941175)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.6, 6.433333333333334)","(91.0, 200.0, 180.0)","(16.0, 23.0, 22.57142857142857)","(3.0, 3.65, 3.6454545454545455)"
11-01-2023 20:54:05.671302,"(41.0, 100.0, 86.66666666666667)","(1.65, 2.04, 1.991834862385321)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.6, 6.371428571428571)","(91.0, 200.0, 198.33333333333334)","(16.0, 22.0, 20.705882352941178)","(3.0, 3.65, 3.5944444444444446)"
11-01-2023 20:54:06.666718,"(41.0, 100.0, 86.66666666666667)","(1.65, 2.04, 2.002985074626866)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.6, 6.317647058823529)","(91.0, 200.0, 198.33333333333334)","(16.0, 22.0, 21.125)","(3.0, 3.6, 3.78125)"
11-01-2023 20:54:07.732866,"(41.0, 100.0, 78.125)","(1.65, 1.95, 1.9400531914893617)","(31.0, 120.0, 107.5)","(5.0, 6.6, 6.466666666666667)","(91.0, 200.0, 198.33333333333334)","(16.0, 22.0, 21.473684210526315)","(3.0, 3.8, 3.6166666666666667)"
11-01-2023 20:54:08.822319,"(41.0, 100.0, 80.0)","(1.65, 1.98, 1.972222222222222)","(31.0, 120.0, 107.5)","(5.0, 6.8, 6.643478260869565)","(91.0, 200.0, 180.0)","(16.0, 24.0, 21.714285714285715)","(3.0, 3.65, 3.725)"
11-01-2023 20:54:09.802056,"(41.0, 100.0, 80.0)","(1.65, 1.97, 1.950625)","(31.0, 120.0, 107.5)","(5.0, 6.8, 6.643478260869565)","(91.0, 200.0, 180.0)","(16.0, 24.0, 21.714285714285715)","(3.0, 3.75, 3.6416666666666666)"
11-01-2023 20:54:10.721846,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.97, 1.9612676056338028)","(31.0, 120.0, 107.5)","(5.0, 6.8, 6.723076923076923)","(91.0, 200.0, 180.0)","(16.0, 24.0, 22.57142857142857)","(3.0, 3.65, 3.6454545454545455)"
11-01-2023 20:54:11.691704,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.97, 1.9611764705882353)","(31.0, 120.0, 113.33333333333333)","(5.0, 6.8, 6.666666666666666)","(91.0, 200.0, 180.0)","(16.0, 23.0, 21.736842105263158)","(3.0, 3.65, 3.642857142857143)"
11-01-2023 20:54:12.690413,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.98, 1.9728571428571429)","(31.0, 120.0, 113.33333333333333)","(5.0, 6.8, 6.6875)","(91.0, 200.0, 180.0)","(16.0, 23.0, 21.375)","(3.0, 3.65, 3.6333333333333333)"
11-01-2023 20:54:13.711143,"(41.0, 100.0, 77.77777777777777)","(1.65, 2.0, 1.9778947368421052)","(31.0, 120.0, 113.33333333333333)","(5.0, 6.8, 6.6875)","(91.0, 200.0, 180.0)","(16.0, 23.0, 21.375)","(3.0, 3.7, 3.5894736842105264)"
11-01-2023 20:54:14.800221,"(41.0, 100.0, 77.77777777777777)","(1.65, 2.0, 1.9929411764705882)","(31.0, 120.0, 107.5)","(5.0, 6.8, 6.6875)","(91.0, 200.0, 180.0)","(16.0, 23.0, 21.375)","(3.0, 3.7, 3.6)"
11-01-2023 20:54:15.895834,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.99, 1.982)","(31.0, 120.0, 107.5)","(5.0, 6.8, 6.636363636363636)","(91.0, 200.0, 198.27586206896552)","(16.0, 23.0, 21.375)","(3.0, 3.7, 3.6)"
11-01-2023 20:54:16.941635,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.99, 1.984)","(31.0, 120.0, 107.5)","(5.0, 6.8, 6.692307692307692)","(91.0, 200.0, 198.27586206896552)","(16.0, 23.0, 20.214285714285715)","(3.0, 3.7, 3.6125)"
11-01-2023 20:54:18.009057,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.99, 1.9758064516129032)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.8, 6.7299999999999995)","(91.0, 200.0, 198.27586206896552)","(16.0, 23.0, 20.105263157894736)","(3.0, 3.7, 3.6333333333333333)"
11-01-2023 20:54:19.014719,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.99, 1.981111111111111)","(31.0, 120.0, 103.33333333333333)","(5.0, 6.8, 6.7299999999999995)","(91.0, 200.0, 227.24137931034483)","(16.0, 22.0, 20.363636363636363)","(3.0, 3.65, 3.625)"
11-01-2023 20:54:20.031349,"(41.0, 100.0, 77.77777777777777)","(1.65, 1.99, 1.975)","(31.0, 120.0, 99.16666666666667)","(5.0, 7.0, 6.7846153846153845)","(91.0, 230.0, 195.0)","(16.0, 22.0, 20.363636363636363)","(3.0, 3.65, 3.625)"
11-01-2023 20:54:20.978650,"(41.0, 100.0, 77.77777777777777)","(1.65, 2.02, 2.0146575342465756)","(31.0, 120.0, 99.16666666666667)","(5.0, 7.0, 6.7846153846153845)","(91.0, 230.0, 195.0)","(16.0, 22.0, 20.666666666666668)","(3.0, 3.65, 3.6166666666666667)"
11-01-2023 20:54:21.937197,"(41.0, 100.0, 77.77777777777777)","(1.65, 2.02, 2.0095774647887326)","(31.0, 120.0, 97.5)","(5.0, 6.8, 6.771428571428571)","(91.0, 230.0, 195.0)","(16.0, 21.0, 20.666666666666668)","(3.0, 3.65, 3.577027027027027)"
11-01-2023 20:54:22.917259,"(41.0, 100.0, 77.77777777777777)","(1.65, 2.02, 2.005357142857143)","(31.0, 110.0, 100.0)","(5.0, 7.0, 6.969230769230769)","(91.0, 230.0, 195.0)","(16.0, 21.0, 20.7)","(3.0, 3.65, 3.56)"
11-01-2023 20:54:23.940146,"(41.0, 80.0, 76.25)","(1.65, 2.02, 2.0056603773584905)","(31.0, 110.0, 100.0)","(5.0, 6.8, 6.7846153846153845)","(91.0, 230.0, 195.0)","(16.0, 21.0, 20.7)","(3.0, 3.6, 3.5571428571428574)"
11-01-2023 20:54:24.944009,"(41.0, 80.0, 76.25)","(1.65, 2.02, 2.013076923076923)","(31.0, 110.0, 100.0)","(5.0, 6.8, 6.7846153846153845)","(91.0, 230.0, 195.0)","(16.0, 21.0, 19.8)","(3.0, 3.6, 3.56)"
11-01-2023 20:54:25.925783,"(41.0, 80.0, 76.25)","(1.65, 2.02, 2.008)","(31.0, 110.0, 100.0)","(5.0, 6.8, 6.721739130434782)","(91.0, 230.0, 195.0)","(16.0, 21.0, 19.25)","(3.0, 3.6, 3.59)"
11-01-2023 20:54:26.896540,"(41.0, 80.0, 76.25)","(1.65, 2.0, 1.9903883495145631)","(31.0, 110.0, 100.0)","(5.0, 7.0, 6.749019607843137)","(91.0, 230.0, 195.0)","(16.0, 21.0, 20.51219512195122)","(3.0, 3.65, 3.5749999999999997)"
11-01-2023 20:54:27.809301,"(41.0, 80.0, 76.25)","(1.65, 2.0, 1.981090909090909)","(31.0, 110.0, 100.0)","(5.0, 7.0, 6.749019607843137)","(91.0, 230.0, 195.0)","(16.0, 21.0, 20.77777777777778)","(3.0, 3.65, 3.5875)"
11-01-2023 20:54:28.792371,"(41.0, 80.0, 77.0)","(1.65, 2.0, 1.9805853658536585)","(31.0, 110.0, 100.0)","(5.0, 7.0, 6.761702127659574)","(91.0, 230.0, 195.0)","(16.0, 21.0, 20.814814814814813)","(3.0, 3.65, 3.5954545454545452)"
11-01-2023 20:54:29.803141,"(41.0, 80.0, 77.85714285714286)","(1.65, 2.0, 1.9805853658536585)","(31.0, 110.0, 100.0)","(5.0, 7.0, 6.72)","(91.0, 230.0, 195.0)","(16.0, 21.0, 21.419354838709676)","(3.0, 3.65, 3.5954545454545452)"
11-01-2023 20:54:30.887097,"(41.0, 80.0, 77.0)","(1.65, 2.0, 1.9805714285714286)","(31.0, 110.0, 100.0)","(5.0, 7.0, 6.771428571428571)","(91.0, 230.0, 195.0)","(16.0, 22.0, 21.128205128205128)","(3.0, 3.65, 3.603846153846154)"
11-01-2023 20:54:31.927563,"(41.0, 80.0, 77.85714285714286)","(1.65, 2.0, 1.9811042944785275)","(31.0, 110.0, 98.0)","(5.0, 6.8, 6.771428571428571)","(91.0, 230.0, 195.0)","(16.0, 22.0, 21.128205128205128)","(3.0, 3.65, 3.603846153846154)"
11-01-2023 20:54:32.937293,"(41.0, 80.0, 78.33333333333333)","(1.65, 2.0, 1.9816666666666667)","(31.0, 110.0, 98.0)","(5.0, 6.8, 6.771428571428571)","(91.0, 230.0, 195.0)","(16.0, 22.0, 21.128205128205128)","(3.0, 3.65, 3.59)"
11-01-2023 20:54:33.927676,"(41.0, 80.0, 79.0)","(1.65, 2.04, 1.9952727272727273)","(31.0, 110.0, 98.0)","(5.0, 6.8, 6.771428571428571)","(91.0, 230.0, 195.0)","(16.0, 22.0, 21.024390243902438)","(3.0, 3.65, 3.535)"
11-01-2023 20:54:34.892590,"(41.0, 80.0, 77.5)","(1.65, 2.04, 1.9989285714285714)","(31.0, 110.0, 98.0)","(5.0, 6.8, 6.771428571428571)","(91.0, 230.0, 195.0)","(16.0, 22.0, 21.024390243902438)","(3.0, 3.6, 3.535)"
11-01-2023 20:54:35.808712,"(41.0, 80.0, 77.5)","(1.65, 2.04, 2.0024489795918368)","(31.0, 110.0, 98.0)","(5.0, 6.8, 6.771428571428571)","(91.0, 230.0, 195.0)","(16.0, 22.0, 20.807692307692307)","(3.0, 3.6, 3.5425925925925923)"
11-01-2023 20:54:36.735596,"(41.0, 80.0, 79.0)","(1.65, 2.04, 2.035555555555556)","(31.0, 100.0, 98.46153846153847)","(5.0, 7.0, 6.613333333333333)","(91.0, 230.0, 174.0)","(16.0, 21.0, 20.555555555555557)","(3.0, 3.55, 3.4629032258064516)"
11-01-2023 20:54:37.739465,"(51.0, 80.0, 78.5)","(1.7, 2.06, 2.0446153846153847)","(31.0, 100.0, 97.77777777777777)","(5.0, 6.8, 6.742857142857143)","(91.0, 220.0, 185.0)","(16.0, 21.0, 20.609756097560975)","(3.0, 3.55, 3.4875)"
11-01-2023 20:54:38.677961,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.06, 2.056)","(31.0, 100.0, 97.77777777777777)","(5.0, 7.0, 6.741176470588235)","(91.0, 210.0, 170.0)","(16.0, 21.0, 20.675675675675677)","(3.0, 3.5, 3.4551724137931035)"
11-01-2023 20:54:39.657536,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.1, 2.0833333333333335)","(31.0, 100.0, 97.77777777777777)","(5.0, 6.8, 6.771428571428571)","(91.0, 210.0, 162.5)","(16.0, 21.0, 20.675675675675677)","(3.0, 3.5, 3.436842105263158)"
11-01-2023 20:54:40.595036,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.1, 2.072)","(31.0, 100.0, 96.66666666666667)","(5.0, 6.8, 6.771428571428571)","(91.0, 170.0, 162.5)","(16.0, 21.0, 20.53846153846154)","(3.0, 3.45, 3.4388888888888887)"
11-01-2023 20:54:41.525708,"(51.0, 80.0, 75.0)","(1.7, 2.12, 2.087469879518072)","(31.0, 100.0, 93.33333333333333)","(5.0, 6.8, 6.771428571428571)","(91.0, 170.0, 167.3913043478261)","(16.0, 21.0, 19.59375)","(3.0, 3.55, 3.44375)"
11-01-2023 20:54:42.518531,"(51.0, 80.0, 75.0)","(1.7, 2.12, 2.095)","(31.0, 95.0, 87.5)","(5.0, 6.8, 6.766666666666667)","(91.0, 170.0, 167.93103448275863)","(16.0, 21.0, 19.772727272727273)","(3.0, 3.5, 3.396666666666667)"
11-01-2023 20:54:43.441061,"(51.0, 80.0, 72.0)","(1.7, 2.12, 2.110526315789474)","(31.0, 95.0, 83.33333333333333)","(5.0, 6.8, 6.766666666666667)","(91.0, 170.0, 167.93103448275863)","(16.0, 21.0, 19.416666666666668)","(3.0, 3.45, 3.3916666666666666)"
11-01-2023 20:54:44.375860,"(51.0, 80.0, 71.11111111111111)","(1.7, 2.12, 2.118181818181818)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.742857142857143)","(91.0, 170.0, 167.93103448275863)","(16.0, 21.0, 19.416666666666668)","(3.0, 3.4, 3.33)"
11-01-2023 20:54:45.342878,"(51.0, 80.0, 71.66666666666667)","(1.7, 2.12, 2.115555555555556)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.725)","(91.0, 170.0, 167.33333333333334)","(16.0, 21.0, 19.689655172413794)","(3.0, 3.4, 3.314285714285714)"
11-01-2023 20:54:46.278576,"(51.0, 75.0, 73.125)","(1.7, 2.12, 2.1180645161290323)","(31.0, 95.0, 83.33333333333333)","(5.0, 7.0, 6.69655172413793)","(91.0, 170.0, 167.33333333333334)","(16.0, 21.0, 19.689655172413794)","(3.0, 3.35, 3.3160714285714286)"
11-01-2023 20:54:47.218520,"(51.0, 75.0, 71.84210526315789)","(1.7, 2.14, 2.1242857142857146)","(31.0, 95.0, 83.33333333333333)","(5.0, 7.0, 6.74)","(91.0, 170.0, 166.8)","(16.0, 21.0, 19.48)","(3.0, 3.35, 3.308695652173913)"
11-01-2023 20:54:48.119843,"(51.0, 75.0, 73.125)","(1.7, 2.14, 2.1383783783783783)","(31.0, 95.0, 83.33333333333333)","(5.0, 7.0, 6.74)","(91.0, 170.0, 166.8)","(16.0, 21.0, 19.52173913043478)","(3.0, 3.35, 3.225)"
11-01-2023 20:54:49.044144,"(51.0, 75.0, 73.125)","(1.7, 2.18, 2.170588235294118)","(31.0, 95.0, 84.0909090909091)","(5.0, 7.0, 6.833333333333333)","(91.0, 170.0, 166.8)","(16.0, 21.0, 19.5)","(3.0, 3.25, 3.2849999999999997)"
11-01-2023 20:54:49.976582,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.18, 2.1748387096774193)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.771428571428571)","(91.0, 170.0, 166.8)","(16.0, 21.0, 19.714285714285715)","(3.0, 3.3, 3.2874999999999996)"
11-01-2023 20:54:51.075697,"(51.0, 80.0, 75.0)","(1.7, 2.18, 2.170344827586207)","(31.0, 95.0, 84.23076923076923)","(5.0, 6.8, 6.771428571428571)","(91.0, 170.0, 166.8)","(16.0, 21.0, 19.529411764705884)","(3.0, 3.3, 3.290625)"
11-01-2023 20:54:52.211362,"(51.0, 80.0, 75.0)","(1.7, 2.18, 2.1735483870967744)","(31.0, 95.0, 85.0)","(5.0, 6.8, 6.838461538461538)","(91.0, 170.0, 167.5)","(16.0, 20.0, 19.6)","(3.0, 3.3, 3.183333333333333)"
11-01-2023 20:54:53.234262,"(51.0, 80.0, 75.0)","(1.7, 2.2, 2.1966666666666668)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.7696969696969695)","(91.0, 170.0, 167.5)","(16.0, 20.0, 19.4)","(3.0, 3.25, 3.1363636363636362)"
11-01-2023 20:54:54.223274,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.22, 2.2085714285714286)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.786666666666666)","(91.0, 170.0, 167.5)","(16.0, 20.0, 19.4)","(3.0, 3.25, 3.112222222222222)"
11-01-2023 20:54:55.265207,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.24, 2.226666666666667)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.786666666666666)","(91.0, 170.0, 166.8)","(16.0, 20.0, 19.4)","(3.0, 3.25, 3.1558823529411764)"
11-01-2023 20:54:56.264993,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.22, 2.218235294117647)","(31.0, 95.0, 84.0909090909091)","(5.0, 7.0, 6.786666666666666)","(91.0, 170.0, 166.8)","(16.0, 20.0, 19.4)","(3.0, 3.25, 3.1260000000000003)"
11-01-2023 20:54:57.221312,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.24, 2.230649350649351)","(31.0, 95.0, 84.0909090909091)","(5.0, 7.0, 6.771428571428571)","(91.0, 170.0, 166.8)","(16.0, 20.0, 19.4)","(3.0, 3.2, 3.1333333333333333)"
11-01-2023 20:54:58.188884,"(51.0, 80.0, 78.92857142857143)","(1.7, 2.24, 2.2237037037037037)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.768)","(91.0, 170.0, 166.8)","(16.0, 20.0, 19.4)","(3.0, 3.15, 3.135)"
11-01-2023 20:54:59.125225,"(51.0, 80.0, 78.92857142857143)","(1.75, 2.24, 2.2343589743589747)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.766666666666667)","(91.0, 170.0, 166.8)","(16.0, 20.0, 20.285714285714285)","(2.9, 3.15, 3.0921052631578947)"
11-01-2023 20:55:00.102229,"(51.0, 80.0, 78.92857142857143)","(1.75, 2.24, 2.2302222222222223)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.742857142857143)","(91.0, 170.0, 166.8)","(16.0, 22.0, 21.586206896551722)","(2.9, 3.1, 3.0931818181818183)"
11-01-2023 20:55:01.097804,"(51.0, 80.0, 78.92857142857143)","(1.75, 2.24, 2.232)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.763636363636364)","(91.0, 170.0, 166.8)","(16.0, 22.0, 20.8)","(2.9, 3.1, 3.052205882352941)"
11-01-2023 20:55:02.074979,"(51.0, 85.0, 78.0)","(1.75, 2.24, 2.227012987012987)","(31.0, 95.0, 84.0909090909091)","(5.0, 6.8, 6.763636363636364)","(91.0, 170.0, 166.8)","(16.0, 22.0, 21.076923076923077)","(2.9, 3.1, 3.0625)"
11-01-2023 20:55:03.054792,"(51.0, 80.0, 78.92857142857143)","(1.75, 2.24, 2.227945205479452)","(31.0, 95.0, 84.0909090909091)","(5.0, 7.0, 6.872463768115942)","(91.0, 170.0, 166.8)","(16.0, 22.0, 21.17241379310345)","(2.9, 3.1, 3.05609756097561)"
11-01-2023 20:55:04.032421,"(51.0, 80.0, 79.0)","(1.75, 2.26, 2.242142857142857)","(31.0, 95.0, 84.0909090909091)","(5.0, 7.0, 6.8707692307692305)","(91.0, 170.0, 166.8)","(16.0, 22.0, 20.636363636363637)","(2.9, 3.1, 3.0364705882352943)"
11-01-2023 20:55:04.991522,"(51.0, 80.0, 79.0)","(1.75, 2.26, 2.236)","(31.0, 95.0, 80.0)","(5.0, 7.0, 6.8707692307692305)","(91.0, 170.0, 166.8)","(16.0, 22.0, 20.6046511627907)","(2.9, 3.1, 3.0364705882352943)"
11-01-2023 20:55:05.948577,"(51.0, 80.0, 79.0)","(1.75, 2.26, 2.2288)","(31.0, 95.0, 84.0909090909091)","(5.0, 7.0, 6.8754098360655735)","(91.0, 170.0, 166.8)","(16.0, 22.0, 20.45)","(2.9, 3.1, 3.0686046511627905)"
11-01-2023 20:55:06.884322,"(51.0, 80.0, 78.92857142857143)","(1.75, 2.2, 2.1857971014492756)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.833333333333333)","(91.0, 170.0, 167.5)","(16.0, 22.0, 20.45)","(2.9, 3.1, 3.0902777777777777)"
11-01-2023 20:55:07.789173,"(51.0, 85.0, 73.33333333333333)","(1.75, 2.2, 2.1901333333333337)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.91578947368421)","(91.0, 170.0, 167.5)","(16.0, 22.0, 20.45)","(2.9, 3.15, 3.064)"
11-01-2023 20:55:08.737618,"(51.0, 85.0, 76.76470588235294)","(1.75, 2.2, 2.1925000000000003)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.912727272727272)","(91.0, 170.0, 166.8)","(16.0, 22.0, 20.45)","(2.9, 3.15, 3.085820895522388)"
11-01-2023 20:55:09.700456,"(51.0, 85.0, 73.33333333333333)","(1.75, 2.2, 2.1941176470588237)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.9298245614035086)","(91.0, 170.0, 225.0)","(16.0, 22.0, 20.46153846153846)","(2.9, 3.15, 3.057142857142857)"
11-01-2023 20:55:10.676170,"(51.0, 85.0, 77.63157894736842)","(1.75, 2.2, 2.1926027397260275)","(31.0, 95.0, 85.0)","(5.0, 7.0, 6.961904761904762)","(91.0, 250.0, 225.0)","(16.0, 22.0, 20.6046511627907)","(2.9, 3.1, 3.064814814814815)"
11-01-2023 20:55:11.685568,"(51.0, 85.0, 78.82352941176471)","(1.75, 2.2, 2.1926027397260275)","(31.0, 95.0, 83.0)","(5.0, 7.0, 6.930769230769231)","(91.0, 240.0, 210.0)","(16.0, 22.0, 20.46153846153846)","(2.9, 3.1, 3.0654761904761902)"
11-01-2023 20:55:12.739756,"(51.0, 85.0, 80.0)","(1.75, 2.2, 2.1933333333333334)","(31.0, 95.0, 83.0)","(5.0, 7.0, 6.927272727272727)","(91.0, 240.0, 201.42857142857142)","(16.0, 22.0, 19.589285714285715)","(2.9, 3.1, 3.0787878787878786)"
11-01-2023 20:55:13.755264,"(51.0, 85.0, 80.26315789473685)","(1.75, 2.2, 2.1900000000000004)","(31.0, 95.0, 77.85714285714286)","(5.0, 7.0, 6.936)","(91.0, 240.0, 208.42105263157896)","(16.0, 22.0, 19.82894736842105)","(2.9, 3.1, 3.092857142857143)"
11-01-2023 20:55:14.746401,"(51.0, 85.0, 79.375)","(1.75, 2.2, 2.190819672131148)","(31.0, 95.0, 73.57142857142857)","(5.0, 7.0, 6.898461538461539)","(91.0, 240.0, 200.0)","(16.0, 22.0, 20.114285714285714)","(2.9, 3.1, 3.0845454545454545)"
11-01-2023 20:55:15.790900,"(51.0, 85.0, 79.375)","(1.75, 2.2, 2.1928)","(31.0, 95.0, 76.25)","(5.0, 7.2, 6.895522388059701)","(91.0, 240.0, 200.0)","(16.0, 22.0, 19.525)","(2.9, 3.15, 3.086231884057971)"
11-01-2023 20:55:16.829658,"(51.0, 85.0, 76.92307692307692)","(1.75, 2.2, 2.184888888888889)","(31.0, 95.0, 76.25)","(5.0, 7.2, 7.003508771929824)","(91.0, 240.0, 208.42105263157896)","(16.0, 22.0, 19.82894736842105)","(2.9, 3.15, 3.09)"
11-01-2023 20:55:17.775933,"(51.0, 85.0, 79.16666666666667)","(1.8, 2.2, 2.185762711864407)","(31.0, 90.0, 72.85714285714286)","(5.0, 7.2, 7.003508771929824)","(91.0, 240.0, 206.66666666666666)","(16.0, 22.0, 20.125)","(2.7, 3.15, 3.117741935483871)"
11-01-2023 20:55:18.690320,"(51.0, 85.0, 79.16666666666667)","(1.8, 2.16, 2.141739130434783)","(31.0, 90.0, 72.85714285714286)","(5.0, 7.2, 7.0150943396226415)","(91.0, 240.0, 206.66666666666666)","(16.0, 22.0, 20.223684210526315)","(2.7, 3.15, 3.140217391304348)"
11-01-2023 20:55:19.677945,"(51.0, 85.0, 79.375)","(1.8, 2.14, 2.138095238095238)","(31.0, 90.0, 75.0)","(5.0, 7.2, 7.01)","(91.0, 240.0, 213.91304347826087)","(16.0, 22.0, 20.82608695652174)","(2.7, 3.15, 3.184615384615385)"
11-01-2023 20:55:20.588544,"(51.0, 85.0, 79.70588235294117)","(1.8, 2.14, 2.135925925925926)","(31.0, 85.0, 73.75)","(5.0, 7.2, 6.969491525423729)","(91.0, 240.0, 213.91304347826087)","(16.0, 22.0, 20.74418604651163)","(2.7, 3.2, 3.185294117647059)"
11-01-2023 20:55:21.536384,"(51.0, 85.0, 80.9090909090909)","(1.8, 2.14, 2.134761904761905)","(31.0, 85.0, 72.14285714285714)","(5.0, 7.2, 6.943283582089552)","(91.0, 240.0, 232.0)","(16.0, 22.0, 20.714285714285715)","(2.7, 3.2, 3.1833333333333336)"
