,Homebush Abby,Homebush Classy,Know Stamina,Gotcha Charged,Goldstar Benji,Homebush Gracen,Lucky Luciano,My Idol
09-01-2023 09:04:52.835943,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 72.0)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.3, 4.161194029850747)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.466666666666667)"
09-01-2023 09:04:53.884122,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 77.51724137931035)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.161194029850747)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 16.923076923076923)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.466666666666667)"
09-01-2023 09:04:54.953908,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 77.51724137931035)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.161194029850747)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 17.6)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:55.957114,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 77.0)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.15593220338983)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 17.6)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:56.980093,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 77.0)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.156962025316456)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 17.6)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:58.004360,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 77.0)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.156962025316456)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 17.6)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:59.047186,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 71.3103448275862)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.154054054054054)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 18.1875)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:00.105143,"(6.0, 11.0, 10.066666666666666)","(21.0, 75.0, 70.23076923076923)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.154054054054054)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.53846153846154)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:01.212208,"(6.0, 11.0, 9.807407407407407)","(21.0, 75.0, 63.4)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.137349397590362)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:02.283273,"(6.0, 11.0, 9.807407407407407)","(21.0, 75.0, 63.4)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.137349397590362)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:03.378483,"(6.0, 11.0, 9.929411764705883)","(21.0, 75.0, 65.33333333333333)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:04.472658,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 73.2)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:05.481809,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 73.2)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:06.545930,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 77.73333333333333)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:07.511606,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 77.04347826086956)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:08.535065,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 77.04347826086956)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:09.552048,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 77.04347826086956)","(6.0, 6.4, 6.35483870967742)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:10.634497,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 72.88888888888889)","(6.0, 6.4, 6.35483870967742)","(3.3, 4.2, 4.123529411764706)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:11.687905,"(6.0, 11.0, 9.929411764705883)","(21.0, 80.0, 72.88888888888889)","(6.0, 6.4, 6.35483870967742)","(3.3, 4.2, 4.138823529411765)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.19047619047619)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:12.775566,"(6.0, 11.0, 9.854545454545454)","(21.0, 75.0, 69.85714285714286)","(6.0, 6.4, 6.35483870967742)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.4)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:13.888509,"(6.0, 11.0, 10.222222222222221)","(21.0, 75.0, 71.51612903225806)","(6.0, 6.4, 6.35483870967742)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 16.90909090909091)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:14.938153,"(6.0, 11.0, 10.222222222222221)","(21.0, 75.0, 71.51612903225806)","(6.0, 6.4, 6.35483870967742)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 16.90909090909091)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:15.978497,"(6.0, 13.0, 12.666666666666666)","(26.0, 75.0, 70.5)","(6.0, 6.4, 6.35483870967742)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 16.90909090909091)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:17.036313,"(6.0, 13.0, 12.25)","(26.0, 75.0, 70.5)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 16.76923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:18.022774,"(6.0, 13.0, 12.25)","(26.0, 80.0, 77.0909090909091)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 16.0)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:19.057861,"(6.0, 13.0, 12.785714285714285)","(26.0, 80.0, 60.0)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 16.454545454545453)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:20.074189,"(6.0, 13.0, 12.785714285714285)","(26.0, 80.0, 60.0)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 21.0, 17.333333333333332)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:21.122260,"(6.0, 13.0, 12.785714285714285)","(26.0, 80.0, 75.38461538461539)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.3306451612903225)","(12.0, 20.0, 16.5)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:22.189700,"(7.0, 13.0, 12.892857142857142)","(31.0, 80.0, 76.0)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.2, 4.1054545454545455)","(2.9, 3.35, 3.338235294117647)","(13.0, 20.0, 16.5)","(81.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:23.275044,"(7.0, 13.0, 12.925)","(31.0, 80.0, 76.0)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.2, 4.111864406779661)","(2.9, 3.35, 3.338235294117647)","(13.0, 20.0, 16.5)","(81.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:24.350292,"(7.0, 13.0, 12.925)","(31.0, 80.0, 76.0)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.2, 4.089830508474576)","(2.9, 3.35, 3.338235294117647)","(13.0, 20.0, 16.5)","(81.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:25.352663,"(7.0, 13.0, 12.925)","(31.0, 80.0, 77.6)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.2, 4.077358490566038)","(2.9, 3.35, 3.338235294117647)","(13.0, 20.0, 16.571428571428573)","(81.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:26.358191,"(7.0, 13.0, 12.925)","(31.0, 80.0, 77.6)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.0, 3.996551724137931)","(2.9, 3.35, 3.33)","(13.0, 20.0, 16.571428571428573)","(81.0, 390.0, 326.47058823529414)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:27.379190,"(7.0, 13.0, 12.925)","(31.0, 80.0, 77.6)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.0, 4.084444444444444)","(2.9, 3.35, 3.33)","(13.0, 20.0, 18.0)","(81.0, 390.0, 326.47058823529414)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:28.445857,"(7.0, 13.0, 12.875)","(31.0, 80.0, 77.6)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.2, 4.084444444444444)","(2.9, 3.35, 3.33)","(13.0, 19.5, 18.0)","(81.0, 390.0, 326.47058823529414)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:05:29.446394,"(7.0, 13.0, 12.875)","(31.0, 80.0, 77.6)","(5.5, 6.4, 6.337777777777778)","(3.4, 4.2, 4.077551020408164)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 17.75)","(81.0, 390.0, 326.47058823529414)","(6.0, 8.0, 7.285714285714286)"
09-01-2023 09:05:30.472637,"(7.0, 13.0, 12.875)","(31.0, 80.0, 77.6)","(5.5, 6.4, 6.316666666666667)","(3.4, 4.2, 4.0181818181818185)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 17.166666666666668)","(81.0, 390.0, 326.47058823529414)","(6.0, 8.0, 7.285714285714286)"
09-01-2023 09:05:31.503700,"(7.0, 13.0, 12.875)","(31.0, 80.0, 63.333333333333336)","(5.5, 6.4, 6.316666666666667)","(3.4, 4.2, 4.0181818181818185)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.4375)","(81.0, 390.0, 326.47058823529414)","(6.0, 8.0, 7.266666666666667)"
09-01-2023 09:05:32.592130,"(7.0, 13.0, 12.875)","(31.0, 80.0, 63.333333333333336)","(5.5, 6.4, 6.316666666666667)","(3.4, 4.2, 4.0181818181818185)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.4375)","(81.0, 390.0, 326.47058823529414)","(6.0, 7.8, 7.279999999999999)"
09-01-2023 09:05:33.616184,"(7.0, 13.0, 12.875)","(31.0, 80.0, 76.15384615384616)","(5.5, 6.4, 6.316666666666667)","(3.4, 4.2, 4.0181818181818185)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.189655172413794)","(81.0, 390.0, 326.47058823529414)","(6.0, 7.6, 7.279999999999999)"
09-01-2023 09:05:34.607929,"(7.0, 13.0, 12.875)","(31.0, 80.0, 76.15384615384616)","(5.5, 6.4, 6.316666666666667)","(3.4, 4.2, 4.0181818181818185)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.189655172413794)","(81.0, 390.0, 326.47058823529414)","(6.0, 7.6, 7.279999999999999)"
09-01-2023 09:05:35.607428,"(7.0, 13.0, 12.875)","(31.0, 80.0, 76.15384615384616)","(5.5, 6.4, 6.316666666666667)","(3.4, 4.2, 4.0181818181818185)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.189655172413794)","(81.0, 390.0, 331.8181818181818)","(6.0, 7.6, 7.381818181818182)"
09-01-2023 09:05:36.624125,"(7.0, 13.0, 12.875)","(31.0, 80.0, 76.15384615384616)","(5.5, 6.4, 6.3130434782608695)","(3.4, 4.2, 4.072340425531915)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.189655172413794)","(81.0, 390.0, 350.0)","(6.0, 7.6, 7.381818181818182)"
09-01-2023 09:05:37.642088,"(7.0, 13.0, 12.875)","(31.0, 80.0, 77.82608695652173)","(5.5, 6.4, 6.3130434782608695)","(3.4, 4.2, 4.072340425531915)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.125)","(81.0, 390.0, 350.0)","(6.0, 7.6, 7.381818181818182)"
09-01-2023 09:05:38.748122,"(7.0, 13.0, 12.875)","(31.0, 80.0, 77.82608695652173)","(5.5, 6.4, 6.3130434782608695)","(3.4, 4.2, 4.072340425531915)","(2.9, 3.35, 3.316666666666667)","(13.0, 19.5, 16.125)","(81.0, 390.0, 350.0)","(6.0, 7.6, 7.2444444444444445)"
09-01-2023 09:05:39.864038,"(7.0, 13.0, 12.875)","(31.0, 80.0, 77.82608695652173)","(5.5, 6.4, 6.2918918918918925)","(3.4, 4.2, 4.057142857142857)","(2.9, 3.35, 3.31)","(13.0, 19.5, 17.90909090909091)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.2444444444444445)"
09-01-2023 09:05:40.946597,"(7.5, 13.0, 12.875)","(31.0, 80.0, 77.82608695652173)","(5.5, 6.4, 6.2918918918918925)","(3.4, 4.2, 4.057142857142857)","(2.9, 3.35, 3.31)","(13.0, 19.0, 17.90909090909091)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.2444444444444445)"
09-01-2023 09:05:42.020901,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 77.82608695652173)","(5.5, 6.4, 6.2918918918918925)","(3.4, 4.2, 4.047058823529412)","(2.9, 3.35, 3.308139534883721)","(13.0, 19.0, 17.0)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.1066666666666665)"
09-01-2023 09:05:43.014136,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 77.82608695652173)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.07)","(2.9, 3.35, 3.328125)","(13.0, 19.0, 17.0)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.1066666666666665)"
09-01-2023 09:05:44.037330,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 66.66666666666667)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.097368421052631)","(2.9, 3.35, 3.323076923076923)","(13.0, 19.0, 17.0)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.1066666666666665)"
09-01-2023 09:05:45.038395,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 66.66666666666667)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.097368421052631)","(2.9, 3.35, 3.323076923076923)","(13.0, 19.0, 16.517241379310345)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.1066666666666665)"
09-01-2023 09:05:46.088843,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 76.66666666666667)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.097368421052631)","(2.9, 3.35, 3.323076923076923)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.1066666666666665)"
09-01-2023 09:05:47.218231,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 76.66666666666667)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.07)","(2.9, 3.35, 3.3166666666666664)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.1066666666666665)"
09-01-2023 09:05:48.286599,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 76.66666666666667)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.07)","(2.9, 3.35, 3.3166666666666664)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.072727272727273)"
09-01-2023 09:05:49.413520,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 76.66666666666667)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.07)","(2.9, 3.35, 3.3166666666666664)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.014285714285714)"
09-01-2023 09:05:50.526598,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 78.18181818181819)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.2, 4.067796610169491)","(2.9, 3.35, 3.3166666666666664)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 350.0)","(6.0, 7.4, 7.05)"
09-01-2023 09:05:51.580951,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 78.18181818181819)","(5.5, 6.4, 6.266666666666667)","(3.4, 4.2, 4.382022471910113)","(2.9, 3.35, 3.2916666666666665)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.2, 7.05)"
09-01-2023 09:05:52.636146,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 78.18181818181819)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.4, 4.375418994413408)","(2.9, 3.3, 3.2916666666666665)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 350.0)","(6.0, 7.2, 7.05)"
09-01-2023 09:05:53.707955,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 78.18181818181819)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.4, 4.3736526946107785)","(2.9, 3.3, 3.3095238095238098)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.2, 7.05)"
09-01-2023 09:05:54.734881,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 78.18181818181819)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.4, 4.3736526946107785)","(2.9, 3.35, 3.2055555555555557)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.2, 7.48)"
09-01-2023 09:05:55.751795,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 78.18181818181819)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.4, 4.368794326241135)","(2.9, 3.25, 3.2055555555555557)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.48)"
09-01-2023 09:05:56.755953,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 78.18181818181819)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.4, 4.366153846153846)","(2.9, 3.2, 3.1500000000000004)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.466666666666667)"
09-01-2023 09:05:57.774250,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.4, 4.365079365079366)","(2.9, 3.15, 3.094444444444444)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.4750000000000005)"
09-01-2023 09:05:58.833347,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.269387755102041)","(3.4, 4.4, 4.365079365079366)","(2.9, 3.15, 3.094444444444444)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.485714285714286)"
09-01-2023 09:05:59.904637,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.24)","(3.4, 4.4, 4.342635658914729)","(2.9, 3.15, 3.075)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.485714285714286)"
09-01-2023 09:06:00.992149,"(7.5, 13.0, 12.916666666666666)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.24)","(3.4, 4.5, 4.349056603773585)","(2.9, 3.15, 3.0666666666666664)","(13.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.485714285714286)"
09-01-2023 09:06:02.060965,"(7.5, 13.0, 12.928571428571429)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.24)","(3.4, 4.5, 4.345454545454546)","(2.9, 3.15, 3.0444444444444443)","(12.0, 19.0, 16.128205128205128)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.485714285714286)"
09-01-2023 09:06:03.110923,"(7.5, 13.0, 12.928571428571429)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.24)","(3.4, 4.5, 4.345454545454546)","(2.9, 3.1, 3.025)","(12.0, 19.0, 17.357142857142858)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.442857142857143)"
09-01-2023 09:06:04.135475,"(7.5, 13.0, 12.928571428571429)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.232727272727273)","(3.4, 4.4, 4.360714285714286)","(2.9, 3.1, 3.055555555555556)","(12.0, 18.5, 17.833333333333332)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.48)"
09-01-2023 09:06:05.167475,"(7.5, 13.0, 12.928571428571429)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.232727272727273)","(3.4, 4.4, 4.3277777777777775)","(2.9, 3.1, 3.055555555555556)","(12.0, 18.5, 17.833333333333332)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.48)"
09-01-2023 09:06:06.162281,"(7.5, 13.0, 12.928571428571429)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.232727272727273)","(3.4, 4.4, 4.3277777777777775)","(2.9, 3.1, 3.055555555555556)","(12.0, 18.5, 17.5)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.48)"
09-01-2023 09:06:07.213305,"(7.5, 13.0, 12.928571428571429)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.232727272727273)","(3.4, 4.4, 4.3277777777777775)","(2.9, 3.1, 3.098484848484848)","(12.0, 18.5, 17.151162790697676)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.48)"
09-01-2023 09:06:08.286777,"(7.5, 13.0, 12.923076923076923)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.232727272727273)","(3.4, 4.4, 4.351851851851852)","(2.9, 3.15, 3.070253164556962)","(12.0, 18.5, 17.151162790697676)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.45)"
09-01-2023 09:06:09.375890,"(7.5, 13.0, 12.923076923076923)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.232727272727273)","(3.4, 4.3, 4.2918032786885245)","(2.9, 3.2, 3.106451612903226)","(12.0, 18.5, 17.05)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.822222222222222)"
09-01-2023 09:06:10.496802,"(7.5, 13.0, 12.923076923076923)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.232727272727273)","(3.4, 4.3, 4.287610619469026)","(2.9, 3.2, 3.1088235294117648)","(12.0, 18.5, 17.05)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.8)"
09-01-2023 09:06:11.638825,"(7.5, 13.0, 12.923076923076923)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.286915887850467)","(2.9, 3.2, 3.110810810810811)","(12.0, 18.5, 17.05)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.652631578947369)"
09-01-2023 09:06:12.714564,"(7.5, 13.0, 12.631578947368421)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.286915887850467)","(2.9, 3.2, 3.175)","(12.0, 18.5, 17.05)","(81.0, 390.0, 348.62068965517244)","(6.0, 8.0, 7.533333333333333)"
09-01-2023 09:06:13.811407,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.276041666666667)","(2.9, 3.2, 3.2074468085106385)","(12.0, 18.5, 16.93243243243243)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.6, 7.614285714285714)"
09-01-2023 09:06:14.857343,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.275)","(2.9, 3.25, 3.2065217391304346)","(12.0, 18.5, 17.5)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.614285714285714)"
09-01-2023 09:06:15.879776,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.275)","(2.9, 3.25, 3.2065217391304346)","(12.0, 18.0, 16.928571428571427)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.614285714285714)"
