,Bucks Lodge,Astral Ride,Tricky Strong,Waynes Hope,Motivated Speaker,Brotherfromanother,Ridunculous
06-01-2023 09:57:36.481659,"(3.8, 4.5, 4.440740740740741)","(1.7, 1.9, 1.88)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.5, 18.166666666666668)","(9.0, 22.0, 18.857142857142858)","(16.0, 22.0, 21.4)","(31.0, 190.0, 71.5)"
06-01-2023 09:57:37.424264,"(3.8, 4.5, 4.440740740740741)","(1.7, 1.9, 1.870967741935484)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.5, 18.166666666666668)","(9.0, 22.0, 18.857142857142858)","(16.0, 22.0, 21.4)","(31.0, 190.0, 71.5)"
06-01-2023 09:57:38.368888,"(3.8, 4.5, 4.440740740740741)","(1.7, 1.9, 1.8843478260869564)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.4)","(9.0, 22.0, 17.714285714285715)","(16.0, 22.0, 21.4)","(31.0, 190.0, 71.5)"
06-01-2023 09:57:39.337850,"(3.8, 4.5, 4.440740740740741)","(1.7, 1.91, 1.8895454545454544)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.375)","(9.0, 22.0, 18.210526315789473)","(16.0, 22.0, 21.4)","(31.0, 190.0, 81.33333333333334)"
06-01-2023 09:57:40.273577,"(3.8, 4.5, 4.440740740740741)","(1.7, 1.92, 1.8933333333333333)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.375)","(9.0, 22.0, 18.210526315789473)","(16.0, 22.0, 21.4)","(31.0, 180.0, 107.0)"
06-01-2023 09:57:41.228137,"(3.8, 4.5, 4.440740740740741)","(1.7, 1.92, 1.8933333333333333)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.0)","(9.0, 22.0, 18.210526315789473)","(16.0, 22.0, 21.4)","(31.0, 180.0, 102.0)"
06-01-2023 09:57:42.176122,"(3.8, 4.5, 4.461904761904762)","(1.7, 1.92, 1.8933333333333333)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.5, 17.75)","(9.0, 22.0, 18.210526315789473)","(16.0, 22.0, 21.4)","(31.0, 170.0, 102.0)"
06-01-2023 09:57:43.110420,"(3.9, 4.5, 4.461904761904762)","(1.7, 1.92, 1.8933333333333333)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.5, 17.75)","(9.0, 21.0, 20.375)","(16.0, 22.0, 21.4)","(31.0, 170.0, 102.0)"
06-01-2023 09:57:44.051936,"(3.9, 4.6, 4.545454545454545)","(1.7, 1.92, 1.8933333333333333)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.5, 17.75)","(9.0, 21.0, 20.375)","(16.0, 22.0, 21.4)","(31.0, 170.0, 72.85714285714286)"
06-01-2023 09:57:45.182941,"(3.9, 4.6, 4.5)","(1.7, 1.92, 1.8933333333333333)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.5, 18.0)","(9.0, 21.0, 20.375)","(16.0, 22.0, 21.4)","(31.0, 170.0, 72.85714285714286)"
06-01-2023 09:57:46.224726,"(3.9, 4.6, 4.5)","(1.7, 1.92, 1.8933333333333333)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.5, 17.625)","(9.0, 21.0, 19.11111111111111)","(16.0, 22.0, 21.4)","(31.0, 170.0, 72.85714285714286)"
06-01-2023 09:57:47.368077,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8904999999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.0, 17.88888888888889)","(9.0, 20.0, 19.11111111111111)","(16.0, 22.0, 21.4)","(31.0, 170.0, 60.0)"
06-01-2023 09:57:48.554603,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8904999999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.0, 17.88888888888889)","(9.0, 20.0, 19.11111111111111)","(16.0, 22.0, 21.4)","(31.0, 170.0, 105.0)"
06-01-2023 09:57:49.624193,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8904999999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.0, 18.2)","(9.0, 20.0, 18.916666666666668)","(16.0, 22.0, 21.4)","(31.0, 170.0, 129.5)"
06-01-2023 09:57:50.684680,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8904999999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.2)","(9.0, 21.0, 18.8)","(16.0, 22.0, 19.8)","(31.0, 160.0, 78.66666666666666)"
06-01-2023 09:57:51.711349,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8904999999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.5, 18.5)","(9.0, 20.0, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 160.0, 78.66666666666666)"
06-01-2023 09:57:52.843764,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8904999999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.5, 18.5)","(9.0, 21.0, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 160.0, 58.33333333333333)"
06-01-2023 09:57:53.963759,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8849999999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.5, 18.5)","(9.0, 21.0, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 160.0, 58.33333333333333)"
06-01-2023 09:57:55.237537,"(3.9, 4.6, 4.5)","(1.7, 1.92, 1.8937499999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.5)","(9.0, 21.0, 18.8)","(16.0, 20.0, 19.8)","(31.0, 160.0, 83.75)"
06-01-2023 09:57:56.378152,"(3.9, 4.6, 4.5)","(1.7, 1.92, 1.8937499999999998)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.5)","(9.0, 20.0, 19.88888888888889)","(16.0, 20.0, 19.8)","(31.0, 160.0, 78.66666666666666)"
06-01-2023 09:57:57.484934,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8926666666666665)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.5)","(9.0, 21.0, 18.0)","(16.0, 20.0, 19.8)","(31.0, 160.0, 99.0)"
06-01-2023 09:57:58.546547,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8926666666666665)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.5, 18.38888888888889)","(9.0, 21.0, 18.0)","(16.0, 20.0, 19.8)","(31.0, 160.0, 99.0)"
06-01-2023 09:57:59.565938,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8926666666666665)","(9.0, 15.5, 14.928571428571429)","(14.0, 18.5, 18.38888888888889)","(9.0, 21.0, 18.0)","(16.0, 20.0, 19.8)","(31.0, 160.0, 99.0)"
06-01-2023 09:58:00.605544,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8926666666666665)","(9.0, 15.5, 15.30952380952381)","(14.0, 18.5, 18.38888888888889)","(9.0, 21.0, 18.0)","(16.0, 20.0, 19.8)","(31.0, 160.0, 99.0)"
06-01-2023 09:58:01.585017,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8926666666666665)","(9.0, 15.5, 15.30952380952381)","(14.0, 18.5, 18.38888888888889)","(9.0, 21.0, 18.0)","(16.0, 20.0, 19.8)","(31.0, 160.0, 99.0)"
06-01-2023 09:58:02.558183,"(3.9, 4.6, 4.5)","(1.7, 1.91, 1.8926666666666665)","(9.0, 15.5, 15.30952380952381)","(14.0, 18.5, 18.29310344827586)","(9.0, 21.0, 18.75)","(16.0, 20.0, 19.8)","(31.0, 160.0, 88.9090909090909)"
06-01-2023 09:58:03.591886,"(3.9, 4.6, 4.5)","(1.7, 1.92, 1.897894736842105)","(9.0, 15.5, 15.30952380952381)","(14.0, 19.5, 19.155172413793103)","(9.0, 21.0, 19.5)","(16.0, 20.0, 19.8)","(31.0, 150.0, 88.9090909090909)"
06-01-2023 09:58:04.592663,"(3.9, 4.6, 4.511111111111111)","(1.7, 1.92, 1.897894736842105)","(9.0, 15.5, 15.318181818181818)","(14.0, 19.5, 19.155172413793103)","(9.0, 21.0, 17.9)","(16.0, 20.0, 19.8)","(31.0, 150.0, 88.9090909090909)"
06-01-2023 09:58:05.616997,"(3.9, 4.6, 4.511111111111111)","(1.7, 1.91, 1.8955555555555554)","(9.0, 15.5, 15.318181818181818)","(14.0, 19.5, 19.136363636363637)","(9.0, 20.0, 19.5)","(16.0, 20.0, 19.8)","(31.0, 150.0, 88.9090909090909)"
06-01-2023 09:58:06.580205,"(3.9, 4.6, 4.511111111111111)","(1.7, 1.91, 1.8955555555555554)","(9.0, 15.5, 15.318181818181818)","(14.0, 19.5, 19.136363636363637)","(9.0, 21.0, 19.5)","(16.0, 20.0, 19.615384615384617)","(31.0, 150.0, 88.9090909090909)"
06-01-2023 09:58:07.584777,"(3.9, 4.7, 4.536363636363637)","(1.7, 1.92, 1.897894736842105)","(9.0, 15.5, 15.166666666666666)","(14.0, 19.0, 18.85)","(9.0, 21.0, 17.9)","(16.0, 21.0, 19.615384615384617)","(31.0, 150.0, 88.9090909090909)"
06-01-2023 09:58:08.582615,"(3.9, 4.7, 4.536363636363637)","(1.7, 1.92, 1.897894736842105)","(9.0, 15.5, 14.928571428571429)","(14.0, 19.0, 18.85)","(9.0, 20.0, 20.166666666666668)","(16.0, 21.0, 19.615384615384617)","(31.0, 150.0, 88.9090909090909)"
06-01-2023 09:58:09.647465,"(3.9, 4.7, 4.536363636363637)","(1.7, 1.92, 1.897894736842105)","(9.0, 15.5, 14.78)","(14.0, 19.0, 18.85)","(9.0, 22.0, 20.166666666666668)","(16.0, 21.0, 19.615384615384617)","(31.0, 150.0, 123.0)"
06-01-2023 09:58:10.720999,"(3.9, 4.7, 4.536363636363637)","(1.7, 1.92, 1.897894736842105)","(9.0, 15.5, 14.833333333333334)","(14.0, 19.0, 18.85)","(9.0, 22.0, 18.75)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:11.802312,"(3.9, 4.7, 4.634375)","(1.7, 1.92, 1.91125)","(9.0, 15.0, 14.833333333333334)","(14.0, 19.0, 19.136363636363637)","(9.0, 21.0, 19.333333333333332)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:12.896986,"(3.9, 4.7, 4.667857142857143)","(1.7, 1.92, 1.91125)","(9.0, 15.0, 14.833333333333334)","(14.0, 19.5, 19.136363636363637)","(9.0, 22.0, 19.571428571428573)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:13.928066,"(3.9, 4.7, 4.667857142857143)","(1.7, 1.92, 1.91125)","(9.0, 15.0, 14.833333333333334)","(14.0, 19.5, 19.136363636363637)","(9.0, 21.0, 18.5)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:14.918440,"(3.9, 4.9, 4.816666666666667)","(1.7, 1.92, 1.91125)","(9.0, 15.0, 14.833333333333334)","(14.0, 19.5, 19.136363636363637)","(9.0, 20.0, 21.0)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:15.914809,"(3.9, 4.9, 4.816666666666667)","(1.7, 1.92, 1.91125)","(9.0, 15.0, 14.75)","(14.0, 19.0, 18.785714285714285)","(9.0, 22.0, 21.0)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:16.929389,"(3.9, 4.9, 4.816666666666667)","(1.7, 1.92, 1.91125)","(9.0, 15.0, 14.75)","(14.0, 19.0, 18.785714285714285)","(9.0, 22.0, 21.0)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:17.945711,"(3.9, 4.8, 4.703030303030303)","(1.7, 1.92, 1.91125)","(9.0, 15.5, 14.676470588235293)","(14.0, 19.5, 19.136363636363637)","(9.0, 22.0, 21.0)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:18.964346,"(3.9, 4.7, 4.676470588235294)","(1.7, 1.92, 1.91125)","(9.0, 15.5, 13.75)","(14.0, 19.5, 18.772727272727273)","(9.0, 20.0, 19.333333333333332)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 123.0)"
06-01-2023 09:58:20.031911,"(3.9, 4.8, 4.741818181818182)","(1.7, 1.92, 1.91125)","(9.0, 15.5, 13.75)","(14.0, 19.5, 18.772727272727273)","(9.0, 22.0, 19.25)","(16.0, 21.0, 19.615384615384617)","(31.0, 140.0, 56.66666666666667)"
06-01-2023 09:58:21.129481,"(3.9, 4.8, 4.7)","(1.7, 1.91, 1.8933333333333333)","(9.0, 15.0, 13.75)","(14.0, 19.0, 18.666666666666668)","(9.0, 20.0, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 140.0, 101.53846153846155)"
06-01-2023 09:58:22.233320,"(3.9, 4.8, 4.7)","(1.7, 1.91, 1.8933333333333333)","(9.0, 15.0, 13.75)","(14.0, 19.0, 18.666666666666668)","(9.0, 19.5, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 140.0, 101.53846153846155)"
06-01-2023 09:58:23.290425,"(3.9, 4.8, 4.7)","(1.7, 1.91, 1.8933333333333333)","(9.0, 15.0, 13.75)","(14.0, 19.0, 18.666666666666668)","(9.0, 19.5, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 140.0, 104.28571428571429)"
06-01-2023 09:58:24.319178,"(3.9, 4.8, 4.7)","(1.7, 1.91, 1.8933333333333333)","(9.0, 15.0, 13.75)","(14.0, 19.5, 18.666666666666668)","(9.0, 19.5, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 140.0, 104.28571428571429)"
06-01-2023 09:58:25.378509,"(3.9, 4.8, 4.571428571428571)","(1.7, 1.91, 1.8933333333333333)","(9.0, 15.0, 13.75)","(14.0, 19.0, 18.666666666666668)","(9.0, 19.5, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 140.0, 113.63636363636364)"
06-01-2023 09:58:26.372190,"(3.9, 4.8, 4.752173913043478)","(1.7, 1.91, 1.8933333333333333)","(9.0, 15.0, 13.75)","(14.0, 19.0, 18.666666666666668)","(9.0, 19.5, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 130.0, 112.0)"
06-01-2023 09:58:27.390930,"(3.9, 4.8, 4.752173913043478)","(1.7, 1.91, 1.8933333333333333)","(9.0, 15.0, 13.75)","(14.0, 19.0, 18.666666666666668)","(9.0, 19.5, 18.916666666666668)","(16.0, 20.0, 19.8)","(31.0, 120.0, 104.28571428571428)"
06-01-2023 09:58:28.463769,"(3.9, 4.9, 4.796)","(1.7, 1.91, 1.8933333333333333)","(9.0, 14.5, 13.818181818181818)","(14.0, 19.0, 18.772727272727273)","(9.0, 19.5, 19.333333333333332)","(16.0, 21.0, 19.666666666666668)","(31.0, 130.0, 110.58823529411765)"
06-01-2023 09:58:29.513549,"(3.9, 4.9, 4.796)","(1.7, 1.91, 1.8933333333333333)","(9.0, 14.5, 13.38888888888889)","(14.0, 19.5, 18.55)","(9.0, 20.0, 19.333333333333332)","(16.0, 21.0, 19.666666666666668)","(31.0, 120.0, 104.28571428571428)"
06-01-2023 09:58:30.557017,"(3.9, 4.9, 4.796)","(1.7, 1.91, 1.8933333333333333)","(9.0, 14.5, 13.458333333333334)","(14.0, 19.0, 18.91176470588235)","(9.0, 20.0, 19.333333333333332)","(16.0, 21.0, 19.8)","(31.0, 130.0, 104.28571428571428)"
06-01-2023 09:58:31.688649,"(3.9, 4.9, 4.8500000000000005)","(1.7, 1.91, 1.8933333333333333)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.5, 18.91176470588235)","(9.0, 20.0, 19.333333333333332)","(16.0, 21.0, 19.8)","(31.0, 130.0, 104.28571428571428)"
06-01-2023 09:58:32.716809,"(3.9, 4.9, 4.8500000000000005)","(1.7, 1.91, 1.8933333333333333)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.5, 18.733333333333334)","(9.0, 20.0, 18.25)","(16.0, 21.0, 19.571428571428573)","(31.0, 130.0, 101.57894736842104)"
06-01-2023 09:58:33.757795,"(3.9, 4.9, 4.785714285714286)","(1.7, 1.91, 1.8945454545454545)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.0, 18.733333333333334)","(9.0, 20.0, 17.666666666666668)","(16.0, 21.0, 19.571428571428573)","(31.0, 130.0, 101.57894736842104)"
06-01-2023 09:58:34.782861,"(3.9, 4.9, 4.785714285714286)","(1.7, 1.91, 1.8945454545454545)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.0, 18.36842105263158)","(9.0, 20.0, 17.666666666666668)","(16.0, 21.0, 19.571428571428573)","(31.0, 130.0, 101.57894736842104)"
06-01-2023 09:58:35.942703,"(3.9, 4.9, 4.785714285714286)","(1.7, 1.91, 1.8945454545454545)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.0, 18.3)","(9.0, 20.0, 17.666666666666668)","(16.0, 21.0, 19.571428571428573)","(31.0, 130.0, 101.57894736842104)"
06-01-2023 09:58:37.176430,"(3.9, 4.9, 4.785714285714286)","(1.7, 1.91, 1.8945454545454545)","(9.0, 14.5, 12.416666666666666)","(14.0, 18.5, 18.3)","(9.0, 20.0, 17.666666666666668)","(16.0, 21.0, 19.88888888888889)","(31.0, 130.0, 112.0)"
06-01-2023 09:58:38.375384,"(3.9, 5.0, 4.76)","(1.7, 1.91, 1.8945454545454545)","(9.0, 14.5, 12.416666666666666)","(14.0, 18.5, 18.3)","(9.0, 20.0, 17.666666666666668)","(16.0, 21.0, 19.88888888888889)","(31.0, 130.0, 112.0)"
06-01-2023 09:58:39.566499,"(3.9, 5.0, 4.723076923076923)","(1.7, 1.91, 1.8945454545454545)","(9.0, 14.5, 12.416666666666666)","(14.0, 18.5, 18.3)","(9.0, 20.0, 17.666666666666668)","(16.0, 21.0, 20.6)","(31.0, 130.0, 132.63157894736844)"
06-01-2023 09:58:40.736209,"(3.9, 5.0, 4.723076923076923)","(1.7, 1.91, 1.9)","(9.0, 14.5, 12.416666666666666)","(14.0, 18.5, 18.91176470588235)","(9.0, 20.0, 17.666666666666668)","(16.0, 21.0, 20.6)","(31.0, 150.0, 63.6)"
06-01-2023 09:58:41.891646,"(3.9, 4.9, 4.7125)","(1.7, 1.92, 1.9016666666666666)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.5, 18.547619047619047)","(9.0, 20.0, 19.0)","(16.0, 21.0, 20.6)","(31.0, 150.0, 69.6)"
06-01-2023 09:58:43.108646,"(3.9, 4.9, 4.7125)","(1.7, 1.91, 1.9054166666666665)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.5, 18.547619047619047)","(9.0, 20.0, 19.0)","(16.0, 21.0, 20.6)","(31.0, 180.0, 69.6)"
06-01-2023 09:58:44.186232,"(3.9, 4.9, 4.7125)","(1.7, 1.91, 1.9054166666666665)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.5, 18.625)","(9.0, 20.0, 19.0)","(16.0, 21.0, 20.6)","(31.0, 180.0, 84.66666666666666)"
06-01-2023 09:58:45.248367,"(3.9, 4.9, 4.7125)","(1.7, 1.91, 1.9054166666666665)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.0, 18.625)","(9.0, 20.0, 19.0)","(16.0, 21.0, 20.6)","(31.0, 170.0, 84.66666666666666)"
06-01-2023 09:58:46.287227,"(3.9, 4.9, 4.7125)","(1.7, 1.91, 1.9054166666666665)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.0, 18.625)","(9.0, 20.0, 19.0)","(16.0, 21.0, 20.333333333333332)","(31.0, 170.0, 60.285714285714285)"
06-01-2023 09:58:47.397277,"(3.9, 4.9, 4.7125)","(1.7, 1.91, 1.9054166666666665)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.0, 18.625)","(9.0, 20.0, 19.0)","(16.0, 21.0, 20.333333333333332)","(31.0, 170.0, 60.285714285714285)"
06-01-2023 09:58:48.450550,"(3.9, 4.9, 4.722222222222222)","(1.7, 1.91, 1.901851851851852)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.0, 19.0)","(9.0, 20.0, 19.0)","(16.0, 21.0, 19.666666666666668)","(31.0, 170.0, 81.33333333333334)"
06-01-2023 09:58:49.523694,"(3.9, 4.9, 4.7125)","(1.7, 1.91, 1.901851851851852)","(9.0, 14.5, 12.416666666666666)","(14.0, 19.5, 19.0)","(9.0, 20.0, 19.0)","(16.0, 21.0, 19.666666666666668)","(31.0, 160.0, 81.33333333333334)"
06-01-2023 09:58:50.653803,"(4.0, 4.9, 4.7125)","(1.7, 1.91, 1.901851851851852)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.5, 19.0)","(9.0, 20.0, 19.0)","(17.0, 21.0, 19.666666666666668)","(31.0, 160.0, 81.33333333333334)"
06-01-2023 09:58:51.695510,"(4.0, 4.9, 4.6187499999999995)","(1.7, 1.91, 1.901851851851852)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.5, 18.625)","(9.0, 20.0, 19.0)","(17.0, 21.0, 19.666666666666668)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:58:52.744419,"(4.0, 4.8, 4.758620689655173)","(1.7, 1.91, 1.901851851851852)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.0, 18.625)","(9.0, 20.0, 19.0)","(17.0, 21.0, 19.125)","(31.0, 160.0, 127.27272727272727)"
06-01-2023 09:58:53.835363,"(4.0, 4.8, 4.661538461538462)","(1.7, 1.91, 1.906595744680851)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.0, 18.454545454545453)","(9.0, 20.0, 19.0)","(17.0, 21.0, 18.263157894736842)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:58:54.863310,"(4.0, 4.8, 4.661538461538462)","(1.7, 1.91, 1.906595744680851)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.0, 18.454545454545453)","(9.0, 20.0, 19.0)","(17.0, 21.0, 18.5)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:58:55.944065,"(4.0, 4.8, 4.661538461538462)","(1.7, 1.91, 1.906595744680851)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.0, 18.454545454545453)","(9.0, 20.0, 19.53846153846154)","(17.0, 20.0, 18.25)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:58:57.043446,"(4.0, 4.8, 4.661538461538462)","(1.7, 1.91, 1.906595744680851)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.5, 18.772727272727273)","(9.0, 20.0, 19.166666666666668)","(17.0, 19.5, 17.5)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:58:58.105533,"(4.0, 4.8, 4.685294117647059)","(1.7, 1.92, 1.9128571428571428)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.5, 18.772727272727273)","(9.0, 20.0, 19.166666666666668)","(17.0, 19.5, 17.5)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:58:59.159003,"(4.0, 4.8, 4.647058823529411)","(1.7, 1.92, 1.9128571428571428)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.5, 18.772727272727273)","(9.0, 20.0, 19.166666666666668)","(17.0, 19.5, 17.5)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:59:00.410832,"(4.0, 4.8, 4.647058823529411)","(1.7, 1.92, 1.9128571428571428)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.5, 18.454545454545453)","(9.0, 20.0, 19.166666666666668)","(16.0, 19.5, 19.0)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:59:01.435725,"(4.0, 4.8, 4.647058823529411)","(1.7, 1.92, 1.9128571428571428)","(8.5, 14.5, 12.416666666666666)","(13.0, 19.0, 18.454545454545453)","(9.0, 20.0, 19.166666666666668)","(16.0, 19.5, 19.0)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:59:02.459532,"(4.0, 4.8, 4.7299999999999995)","(1.7, 1.92, 1.9128571428571428)","(8.5, 14.5, 12.9375)","(13.0, 19.0, 18.454545454545453)","(9.0, 20.0, 19.166666666666668)","(15.0, 19.5, 18.205882352941178)","(31.0, 160.0, 58.85714285714286)"
06-01-2023 09:59:03.681795,"(4.0, 4.7, 4.683333333333334)","(1.7, 1.92, 1.8964705882352941)","(8.5, 14.5, 12.9375)","(13.0, 19.0, 18.454545454545453)","(9.0, 20.0, 19.666666666666668)","(15.0, 19.5, 18.205882352941178)","(31.0, 160.0, 78.0)"
06-01-2023 09:59:04.754045,"(4.0, 4.7, 4.695918367346939)","(1.7, 1.92, 1.8964705882352941)","(8.5, 14.5, 12.9375)","(13.0, 19.0, 18.825)","(9.0, 20.0, 19.666666666666668)","(15.0, 19.5, 18.3)","(31.0, 150.0, 78.0)"
06-01-2023 09:59:06.019966,"(4.0, 4.7, 4.695918367346939)","(1.7, 1.9, 1.898139534883721)","(8.5, 14.5, 13.142857142857142)","(13.0, 19.5, 18.825)","(9.0, 20.0, 19.545454545454547)","(15.0, 19.5, 18.785714285714285)","(31.0, 150.0, 60.0)"
06-01-2023 09:59:07.115419,"(4.0, 4.7, 4.695918367346939)","(1.7, 1.9, 1.898139534883721)","(8.5, 14.0, 13.272727272727273)","(13.0, 19.5, 18.825)","(9.0, 20.0, 19.545454545454547)","(15.0, 19.0, 19.071428571428573)","(31.0, 150.0, 60.0)"
06-01-2023 09:59:08.196874,"(4.0, 4.7, 4.695)","(1.7, 1.9, 1.8967999999999998)","(8.5, 14.0, 13.272727272727273)","(13.0, 19.5, 18.825)","(9.0, 20.0, 17.333333333333332)","(15.0, 19.5, 19.166666666666668)","(31.0, 150.0, 129.62962962962962)"
06-01-2023 09:59:09.272495,"(4.0, 4.7, 4.695918367346939)","(1.7, 1.9, 1.8967999999999998)","(8.5, 14.0, 13.272727272727273)","(13.0, 19.5, 18.825)","(9.0, 19.0, 18.09090909090909)","(15.0, 20.0, 19.25)","(31.0, 150.0, 129.62962962962962)"
06-01-2023 09:59:10.368933,"(4.0, 4.7, 4.695918367346939)","(1.7, 1.9, 1.8967999999999998)","(8.5, 14.0, 13.272727272727273)","(13.0, 19.5, 18.705882352941178)","(9.0, 19.0, 18.0)","(15.0, 20.0, 19.25)","(31.0, 150.0, 129.62962962962962)"
06-01-2023 09:59:11.404888,"(4.0, 4.7, 4.695918367346939)","(1.7, 1.9, 1.8967999999999998)","(8.5, 14.0, 13.272727272727273)","(13.0, 19.5, 18.705882352941178)","(9.0, 19.0, 18.0)","(15.0, 20.0, 19.166666666666668)","(31.0, 150.0, 129.62962962962962)"
06-01-2023 09:59:12.448488,"(4.0, 4.7, 4.695918367346939)","(1.7, 1.9, 1.8967999999999998)","(8.5, 14.0, 13.333333333333334)","(13.0, 19.5, 18.705882352941178)","(9.0, 19.0, 18.0)","(15.0, 20.0, 19.224137931034484)","(31.0, 150.0, 135.83333333333334)"
06-01-2023 09:59:13.475350,"(4.0, 4.7, 4.696551724137931)","(1.7, 1.9, 1.8967999999999998)","(8.5, 14.0, 13.333333333333334)","(13.0, 19.5, 19.0)","(9.0, 19.0, 18.333333333333332)","(15.0, 20.0, 19.62962962962963)","(31.0, 140.0, 135.83333333333334)"
06-01-2023 09:59:14.536867,"(4.0, 4.8, 4.75)","(1.7, 1.89, 1.8618518518518519)","(8.5, 14.0, 13.181818181818182)","(13.0, 19.5, 19.03846153846154)","(9.0, 19.0, 18.0)","(15.0, 20.0, 19.8)","(31.0, 140.0, 135.83333333333334)"
