,Akatino,Moenave,Breton,Dollar Dollar,Commanders Watch,Divine Purpose,Craiglea Agena
10-01-2023 14:45:32.130258,"(5.5, 8.6, 8.10909090909091)","(11.0, 14.0, 13.26923076923077)","(26.0, 55.0, 47.285714285714285)","(8.0, 13.0, 12.590909090909092)","(101.0, 220.0, 206.66666666666666)","(1.5, 1.6, 1.5987878787878789)","(10.0, 14.5, 14.107142857142858)"
10-01-2023 14:45:33.102766,"(5.5, 8.6, 8.10909090909091)","(11.0, 14.0, 13.26923076923077)","(26.0, 55.0, 47.285714285714285)","(8.0, 13.0, 12.590909090909092)","(101.0, 220.0, 206.66666666666666)","(1.5, 1.6, 1.5987878787878789)","(10.0, 14.5, 14.107142857142858)"
10-01-2023 14:45:34.130290,"(5.5, 8.6, 8.10909090909091)","(11.0, 14.0, 13.26923076923077)","(26.0, 55.0, 46.57142857142857)","(8.0, 13.0, 12.590909090909092)","(101.0, 220.0, 202.0)","(1.5, 1.6, 1.5936842105263158)","(10.0, 14.5, 14.107142857142858)"
10-01-2023 14:45:35.094158,"(5.5, 8.6, 8.10909090909091)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.57142857142857)","(8.0, 13.0, 12.590909090909092)","(101.0, 220.0, 214.0)","(1.5, 1.6, 1.5935483870967744)","(10.0, 14.5, 13.88888888888889)"
10-01-2023 14:45:36.250634,"(5.5, 8.6, 8.10909090909091)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.57142857142857)","(8.0, 13.0, 12.28)","(101.0, 220.0, 214.0)","(1.5, 1.6, 1.5944444444444446)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:37.450218,"(5.5, 8.6, 8.126315789473685)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.57142857142857)","(8.0, 13.0, 12.28)","(101.0, 220.0, 214.0)","(1.5, 1.6, 1.5944444444444446)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:38.514064,"(5.5, 8.6, 8.126315789473685)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.57142857142857)","(8.0, 13.0, 12.28)","(101.0, 220.0, 214.0)","(1.5, 1.6, 1.591304347826087)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:39.602492,"(5.5, 8.6, 8.126315789473685)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.4)","(8.0, 13.0, 12.28)","(101.0, 220.0, 214.0)","(1.5, 1.6, 1.591304347826087)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:40.645912,"(5.5, 8.6, 8.126315789473685)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.4)","(8.0, 13.0, 12.28)","(101.0, 220.0, 214.0)","(1.5, 1.6, 1.591304347826087)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:41.736728,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.714285714285715)","(8.0, 13.0, 12.241379310344827)","(101.0, 220.0, 214.0)","(1.5, 1.61, 1.5864102564102565)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:42.805456,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.714285714285715)","(8.0, 13.0, 12.241379310344827)","(101.0, 220.0, 214.0)","(1.5, 1.59, 1.5864102564102565)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:43.838330,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.714285714285715)","(8.0, 13.0, 12.241379310344827)","(101.0, 220.0, 205.0)","(1.5, 1.59, 1.5990196078431373)","(10.0, 14.5, 13.714285714285714)"
10-01-2023 14:45:44.862368,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.714285714285715)","(8.0, 13.0, 12.241379310344827)","(101.0, 220.0, 213.33333333333334)","(1.5, 1.6, 1.5882352941176472)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:45.849025,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.714285714285715)","(8.0, 13.0, 12.241379310344827)","(101.0, 220.0, 213.33333333333334)","(1.5, 1.6, 1.5780701754385966)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:46.831736,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.241379310344827)","(101.0, 220.0, 210.0)","(1.5, 1.59, 1.578679245283019)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:47.775834,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.241379310344827)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5775000000000001)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:48.755778,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.333333333333334)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5775000000000001)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:49.766907,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.333333333333334)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5775000000000001)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:50.944536,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.333333333333334)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5775000000000001)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:52.007040,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.333333333333334)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5775000000000001)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:53.046255,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.333333333333334)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5775000000000001)","(10.0, 14.5, 13.676470588235293)"
10-01-2023 14:45:54.094678,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.333333333333334)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5775000000000001)","(10.0, 14.5, 13.545454545454545)"
10-01-2023 14:45:55.198936,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.333333333333334)","(101.0, 220.0, 216.66666666666666)","(1.5, 1.59, 1.5746153846153847)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:45:56.256785,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 45.6)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 195.0)","(1.5, 1.59, 1.5746153846153847)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:45:57.340773,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.333333333333336)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 195.0)","(1.5, 1.59, 1.581891891891892)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:45:58.384221,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.333333333333336)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.59, 1.581891891891892)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:45:59.415024,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.333333333333336)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.59, 1.581891891891892)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:46:00.540949,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.333333333333336)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.59, 1.5833333333333335)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:46:01.632497,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.333333333333336)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.59, 1.5833333333333335)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:46:02.780669,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.333333333333336)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.59, 1.5962285012285014)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:46:03.818822,"(5.5, 8.4, 8.32)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.666666666666664)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.595700280112045)","(10.0, 14.5, 13.722222222222221)"
10-01-2023 14:46:04.957576,"(5.5, 8.4, 8.384615384615385)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.666666666666664)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5981563126252505)","(10.0, 14.5, 13.681818181818182)"
10-01-2023 14:46:05.994707,"(5.5, 8.4, 8.388235294117647)","(11.0, 14.0, 13.26923076923077)","(26.0, 50.0, 46.666666666666664)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.6069547325102882)","(10.0, 14.5, 14.125)"
10-01-2023 14:46:07.030115,"(5.5, 8.4, 8.371428571428572)","(11.0, 14.5, 13.75)","(26.0, 50.0, 46.666666666666664)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6083928571428572)","(10.0, 14.5, 14.6625)"
10-01-2023 14:46:08.005022,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 13.617647058823529)","(26.0, 50.0, 45.84615384615385)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6083928571428572)","(10.0, 15.0, 14.6625)"
10-01-2023 14:46:09.044528,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 13.617647058823529)","(26.0, 50.0, 46.666666666666664)","(8.0, 13.0, 12.290322580645162)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6086311787072245)","(10.0, 15.0, 14.693181818181818)"
10-01-2023 14:46:10.028836,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 13.617647058823529)","(26.0, 50.0, 46.666666666666664)","(8.0, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6086311787072245)","(10.0, 15.0, 14.693181818181818)"
10-01-2023 14:46:11.071303,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 13.818181818181818)","(26.0, 50.0, 46.666666666666664)","(8.0, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6032075471698115)","(10.0, 15.0, 14.48076923076923)"
10-01-2023 14:46:12.193789,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 13.818181818181818)","(26.0, 50.0, 46.666666666666664)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6032075471698115)","(10.0, 15.0, 14.48076923076923)"
10-01-2023 14:46:13.214060,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 13.818181818181818)","(26.0, 50.0, 46.666666666666664)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6032075471698115)","(10.0, 15.0, 14.48076923076923)"
10-01-2023 14:46:14.243839,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 14.3)","(26.0, 50.0, 46.666666666666664)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5965151515151517)","(10.0, 15.0, 14.375)"
10-01-2023 14:46:15.280174,"(5.5, 8.4, 8.266666666666667)","(11.0, 14.5, 14.272727272727273)","(26.0, 48.0, 47.2)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 15.0, 14.444444444444445)"
10-01-2023 14:46:16.331598,"(5.5, 8.4, 8.16)","(11.0, 14.5, 14.3)","(26.0, 48.0, 45.6)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 15.0, 14.444444444444445)"
10-01-2023 14:46:17.349105,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 46.0, 45.333333333333336)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 15.0, 14.375)"
10-01-2023 14:46:18.385741,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 46.0, 45.333333333333336)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 15.0, 14.444444444444445)"
10-01-2023 14:46:19.412608,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 46.0, 45.333333333333336)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 15.0, 14.444444444444445)"
10-01-2023 14:46:20.498099,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 46.0, 45.333333333333336)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 15.0, 14.117647058823529)"
10-01-2023 14:46:21.589943,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 46.0, 45.333333333333336)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 15.0, 14.083333333333334)"
10-01-2023 14:46:22.626646,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 46.0, 45.333333333333336)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 14.5, 14.083333333333334)"
10-01-2023 14:46:23.628164,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 46.0, 45.333333333333336)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 14.5, 14.083333333333334)"
10-01-2023 14:46:24.686229,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 55.0, 48.4)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 14.5, 14.083333333333334)"
10-01-2023 14:46:25.635121,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.3)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 14.5, 14.083333333333334)"
10-01-2023 14:46:26.607261,"(5.5, 8.4, 8.1)","(11.0, 14.5, 14.375)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5990291262135923)","(10.0, 14.5, 14.083333333333334)"
10-01-2023 14:46:27.594379,"(5.5, 8.4, 7.905882352941177)","(11.0, 14.5, 14.375)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5991228070175438)","(10.0, 14.5, 14.025)"
10-01-2023 14:46:28.681487,"(5.5, 8.4, 8.0)","(11.0, 14.5, 14.375)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5991228070175438)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:29.723456,"(5.5, 8.4, 8.0)","(11.0, 14.5, 14.375)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5963909774436091)","(10.0, 15.0, 14.117647058823529)"
10-01-2023 14:46:30.774876,"(5.5, 8.4, 8.0)","(11.0, 14.5, 14.375)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5950000000000002)","(10.0, 15.0, 14.117647058823529)"
10-01-2023 14:46:31.784399,"(5.5, 8.4, 7.885714285714285)","(11.0, 14.5, 14.277777777777779)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5950000000000002)","(10.0, 15.0, 14.117647058823529)"
10-01-2023 14:46:32.826823,"(5.5, 8.4, 7.885714285714285)","(11.0, 14.5, 14.277777777777779)","(26.0, 55.0, 46.75)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5950000000000002)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:33.800479,"(5.5, 8.4, 7.885714285714285)","(11.0, 14.5, 14.208333333333334)","(26.0, 55.0, 46.75)","(8.0, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5950000000000002)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:34.816658,"(5.5, 8.2, 7.933333333333333)","(11.0, 14.5, 14.208333333333334)","(26.0, 55.0, 46.75)","(8.0, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5950000000000002)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:35.798337,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.208333333333334)","(26.0, 55.0, 46.75)","(8.0, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.6, 1.5971641791044777)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:36.790059,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.178571428571429)","(26.0, 50.0, 48.0)","(8.0, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.5971641791044777)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:37.849978,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.178571428571429)","(26.0, 48.0, 42.0)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6035483870967744)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:38.816434,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.178571428571429)","(26.0, 48.0, 43.2)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6035483870967744)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:39.830411,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.2)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6035483870967744)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:40.779082,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.2)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6035483870967744)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:41.742884,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.2)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:42.738211,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.36046511627907)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:43.668245,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.36046511627907)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:44.651382,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.36046511627907)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:45.634969,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.36046511627907)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:46.655461,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.166666666666666)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:47.599000,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.26923076923077)","(26.0, 48.0, 44.57142857142857)","(8.5, 13.0, 12.185185185185185)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.0)"
10-01-2023 14:46:48.608256,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.26923076923077)","(26.0, 48.0, 42.666666666666664)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 15.0, 14.277777777777779)"
10-01-2023 14:46:49.605954,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.26923076923077)","(26.0, 46.0, 44.57142857142857)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 14.5, 14.277777777777779)"
10-01-2023 14:46:50.557534,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.26923076923077)","(26.0, 46.0, 43.5)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 14.5, 14.277777777777779)"
10-01-2023 14:46:51.531526,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 13.944444444444445)","(26.0, 46.0, 43.5)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 14.5, 14.277777777777779)"
10-01-2023 14:46:52.495733,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 13.944444444444445)","(26.0, 46.0, 43.5)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.598888888888889)","(10.0, 14.5, 14.277777777777779)"
10-01-2023 14:46:53.470848,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 13.944444444444445)","(26.0, 46.0, 42.0)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6033333333333335)","(10.0, 14.5, 14.442857142857143)"
10-01-2023 14:46:54.433300,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 13.944444444444445)","(26.0, 46.0, 39.45454545454545)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6033333333333335)","(10.0, 14.5, 14.442857142857143)"
10-01-2023 14:46:55.393914,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 13.944444444444445)","(26.0, 46.0, 39.45454545454545)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:46:56.373166,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.272727272727273)","(26.0, 46.0, 39.45454545454545)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:46:57.391949,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.22340425531915)","(26.0, 46.0, 39.45454545454545)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:46:58.318316,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.22340425531915)","(26.0, 46.0, 39.45454545454545)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:46:59.272383,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.22340425531915)","(26.0, 46.0, 39.45454545454545)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:47:00.256953,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.22340425531915)","(26.0, 46.0, 39.45454545454545)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:47:01.235765,"(5.5, 8.2, 7.971428571428571)","(11.0, 14.5, 14.22340425531915)","(26.0, 46.0, 37.0)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:47:02.267394,"(5.5, 8.2, 8.1)","(11.0, 14.5, 14.22340425531915)","(26.0, 44.0, 38.54545454545455)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6026315789473684)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:47:03.308375,"(5.5, 8.2, 8.1)","(11.0, 14.5, 14.22340425531915)","(26.0, 44.0, 38.54545454545455)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6093661971830986)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:47:04.312081,"(5.5, 8.2, 8.1)","(11.0, 14.5, 14.22340425531915)","(26.0, 44.0, 37.142857142857146)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 182.5)","(1.5, 1.61, 1.6093661971830986)","(10.0, 14.5, 14.366666666666667)"
10-01-2023 14:47:05.319972,"(5.5, 8.2, 8.1)","(11.0, 14.5, 14.22340425531915)","(26.0, 44.0, 37.333333333333336)","(8.5, 13.0, 12.217391304347826)","(101.0, 220.0, 206.66666666666666)","(1.5, 1.61, 1.6097080291970804)","(10.0, 14.5, 14.366666666666667)"
