,Akatino,Moenave,Breton,Dollar Dollar,Commanders Watch,Divine Purpose,Craiglea Agena
10-01-2023 14:48:07.098632,"(6.0, 8.2, 8.149999999999999)","(11.0, 14.0, 13.522727272727273)","(26.0, 38.0, 36.083333333333336)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 210.0)","(1.45, 1.62, 1.6114285714285714)","(10.0, 14.5, 13.810344827586206)"
10-01-2023 14:48:08.140204,"(6.0, 8.2, 8.149999999999999)","(11.0, 13.5, 13.410714285714286)","(26.0, 38.0, 36.083333333333336)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 210.0)","(1.45, 1.62, 1.6114285714285714)","(10.0, 14.5, 14.207317073170731)"
10-01-2023 14:48:09.102664,"(6.0, 8.2, 8.149999999999999)","(11.0, 13.5, 13.383333333333333)","(26.0, 38.0, 36.083333333333336)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 210.0)","(1.45, 1.62, 1.6114285714285714)","(10.0, 14.5, 14.266666666666667)"
10-01-2023 14:48:10.018740,"(6.0, 8.2, 8.149999999999999)","(11.0, 13.5, 13.383333333333333)","(26.0, 38.0, 36.083333333333336)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 210.0)","(1.45, 1.62, 1.6114285714285714)","(10.0, 14.5, 14.266666666666667)"
10-01-2023 14:48:11.001108,"(6.0, 8.2, 8.1)","(11.0, 13.5, 13.442307692307692)","(26.0, 38.0, 36.083333333333336)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 210.0)","(1.45, 1.62, 1.6152000000000002)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:11.967909,"(6.0, 8.2, 8.1)","(11.0, 13.5, 13.442307692307692)","(26.0, 38.0, 34.46153846153846)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 210.0)","(1.45, 1.62, 1.6152000000000002)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:12.976292,"(6.0, 8.2, 8.1)","(11.0, 13.5, 13.442307692307692)","(26.0, 38.0, 34.4)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 210.0)","(1.45, 1.62, 1.6152000000000002)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:14.058431,"(6.0, 8.2, 8.1)","(11.0, 13.5, 13.455882352941176)","(26.0, 38.0, 37.0)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 217.5)","(1.45, 1.62, 1.6152000000000002)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:15.104432,"(6.0, 8.2, 8.11111111111111)","(11.0, 13.5, 13.455882352941176)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 217.5)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:16.327848,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.653846153846153)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 223.33333333333334)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:17.395813,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.653846153846153)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:18.338814,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.653846153846153)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:19.298622,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.590909090909092)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:20.363994,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.590909090909092)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.11111111111111)"
10-01-2023 14:48:21.443647,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.590909090909092)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.147058823529411)"
10-01-2023 14:48:22.382561,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.590909090909092)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.147058823529411)"
10-01-2023 14:48:23.467082,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.590909090909092)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.147058823529411)"
10-01-2023 14:48:24.510843,"(6.0, 8.2, 8.117241379310345)","(11.0, 14.0, 13.590909090909092)","(26.0, 36.0, 35.5)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.147058823529411)"
10-01-2023 14:48:25.622760,"(6.0, 8.2, 8.135135135135135)","(11.0, 14.0, 13.558823529411764)","(26.0, 36.0, 35.666666666666664)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.147058823529411)"
10-01-2023 14:48:26.727833,"(6.0, 8.2, 8.129411764705882)","(11.0, 14.0, 13.558823529411764)","(26.0, 36.0, 35.666666666666664)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.147058823529411)"
10-01-2023 14:48:27.861304,"(6.0, 8.2, 8.129411764705882)","(11.0, 14.0, 13.558823529411764)","(26.0, 36.0, 35.666666666666664)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 14.147058823529411)"
10-01-2023 14:48:28.922611,"(6.0, 8.2, 8.129411764705882)","(11.0, 14.0, 13.558823529411764)","(26.0, 36.0, 35.666666666666664)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 13.714285714285714)"
10-01-2023 14:48:29.877386,"(6.0, 8.2, 8.129411764705882)","(11.0, 14.0, 13.558823529411764)","(26.0, 36.0, 35.666666666666664)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 13.714285714285714)"
10-01-2023 14:48:30.818584,"(6.0, 8.2, 8.129411764705882)","(11.0, 14.0, 13.576923076923077)","(26.0, 36.0, 35.666666666666664)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.5, 13.615384615384615)"
10-01-2023 14:48:31.766995,"(6.0, 8.4, 8.205405405405406)","(11.0, 14.0, 13.576923076923077)","(26.0, 36.0, 35.666666666666664)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.0, 13.615384615384615)"
10-01-2023 14:48:32.736290,"(6.0, 8.4, 8.133333333333333)","(11.0, 14.0, 13.576923076923077)","(26.0, 38.0, 34.86486486486486)","(8.5, 12.5, 12.071428571428571)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.0, 13.615384615384615)"
10-01-2023 14:48:33.753818,"(6.0, 8.4, 8.133333333333333)","(11.0, 14.0, 13.576923076923077)","(26.0, 38.0, 34.86486486486486)","(8.5, 12.5, 12.083333333333334)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.0, 13.615384615384615)"
10-01-2023 14:48:34.795151,"(6.0, 8.4, 8.133333333333333)","(11.0, 14.0, 13.576923076923077)","(26.0, 38.0, 34.86486486486486)","(8.5, 12.5, 12.107142857142858)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.0, 13.615384615384615)"
10-01-2023 14:48:36.033864,"(6.0, 8.4, 8.133333333333333)","(11.0, 14.0, 13.576923076923077)","(26.0, 38.0, 34.86486486486486)","(8.5, 12.5, 12.107142857142858)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.0, 13.615384615384615)"
10-01-2023 14:48:37.122240,"(6.0, 8.4, 8.133333333333333)","(11.0, 14.0, 13.694444444444445)","(26.0, 38.0, 34.86486486486486)","(8.5, 12.5, 12.107142857142858)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6095652173913044)","(10.0, 14.0, 13.444444444444445)"
10-01-2023 14:48:38.151914,"(6.0, 8.4, 8.133333333333333)","(11.0, 14.0, 13.65625)","(26.0, 36.0, 35.0)","(8.5, 12.5, 12.107142857142858)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.601549295774648)","(10.0, 14.0, 13.6)"
10-01-2023 14:48:39.175220,"(6.0, 8.4, 8.22)","(11.0, 14.0, 13.708333333333334)","(26.0, 36.0, 34.72727272727273)","(8.5, 12.5, 12.15625)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6029347826086957)","(10.0, 14.0, 13.548387096774194)"
10-01-2023 14:48:40.395831,"(6.0, 8.4, 8.25)","(11.0, 14.0, 13.666666666666666)","(26.0, 36.0, 34.78260869565217)","(8.5, 12.5, 12.225)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6029347826086957)","(10.0, 14.0, 13.517241379310345)"
10-01-2023 14:48:41.455046,"(6.0, 8.4, 8.285714285714285)","(11.0, 14.0, 13.666666666666666)","(26.0, 36.0, 34.78260869565217)","(8.5, 12.5, 12.272727272727273)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.603047619047619)","(10.0, 14.0, 13.566666666666666)"
10-01-2023 14:48:42.499143,"(6.0, 8.4, 8.3625)","(11.0, 14.0, 13.882352941176471)","(26.0, 36.0, 35.06666666666667)","(8.5, 12.5, 12.272727272727273)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.603047619047619)","(10.0, 14.0, 13.566666666666666)"
10-01-2023 14:48:43.536547,"(6.0, 8.4, 8.33)","(11.0, 14.0, 13.882352941176471)","(26.0, 36.0, 35.06666666666667)","(8.5, 12.5, 12.272727272727273)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6001351351351352)","(10.0, 14.0, 13.566666666666666)"
10-01-2023 14:48:44.541824,"(6.0, 8.4, 8.33)","(11.0, 14.0, 13.833333333333334)","(26.0, 36.0, 35.06666666666667)","(8.5, 12.5, 12.272727272727273)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6001351351351352)","(10.0, 14.0, 13.48)"
10-01-2023 14:48:45.556226,"(6.0, 8.4, 8.33)","(11.0, 14.0, 13.833333333333334)","(26.0, 36.0, 35.06666666666667)","(8.5, 12.5, 12.272727272727273)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6045112781954889)","(10.0, 14.0, 13.48)"
10-01-2023 14:48:46.563049,"(6.0, 8.4, 8.33)","(11.0, 14.0, 13.710526315789474)","(26.0, 36.0, 35.06666666666667)","(8.5, 12.5, 12.352941176470589)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6035502958579884)","(10.0, 14.0, 13.566666666666666)"
10-01-2023 14:48:47.541352,"(6.0, 8.4, 8.254545454545454)","(11.0, 14.0, 13.704545454545455)","(26.0, 36.0, 35.06666666666667)","(8.5, 12.5, 12.352941176470589)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6049655172413795)","(10.0, 14.0, 13.59375)"
10-01-2023 14:48:48.542192,"(6.0, 8.4, 8.266666666666666)","(11.0, 14.0, 13.74)","(26.0, 36.0, 35.125)","(8.5, 13.0, 12.708333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6049655172413795)","(10.0, 14.0, 14.31081081081081)"
10-01-2023 14:48:49.479044,"(6.0, 8.4, 8.266666666666666)","(11.0, 14.0, 13.630434782608695)","(26.0, 36.0, 35.125)","(8.5, 13.0, 12.708333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.5869811320754719)","(10.0, 14.5, 14.285714285714286)"
10-01-2023 14:48:50.425050,"(6.0, 8.6, 8.341935483870968)","(11.0, 14.0, 13.74)","(26.0, 36.0, 35.285714285714285)","(8.5, 13.0, 12.916666666666666)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5869811320754719)","(10.0, 14.5, 14.227272727272727)"
10-01-2023 14:48:51.423016,"(6.0, 8.6, 8.28)","(11.0, 14.0, 13.714285714285714)","(26.0, 36.0, 35.285714285714285)","(8.5, 13.0, 12.961538461538462)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5934246575342466)","(10.0, 14.5, 14.227272727272727)"
10-01-2023 14:48:52.405200,"(6.0, 8.6, 8.28)","(11.0, 14.0, 13.666666666666666)","(26.0, 36.0, 34.333333333333336)","(8.5, 13.0, 12.961538461538462)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5934246575342466)","(10.0, 14.5, 14.227272727272727)"
10-01-2023 14:48:53.400514,"(6.0, 8.6, 8.269565217391303)","(11.0, 14.0, 13.581395348837209)","(26.0, 36.0, 34.2)","(8.5, 13.0, 12.961538461538462)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5929411764705883)","(10.0, 14.5, 14.227272727272727)"
10-01-2023 14:48:54.623548,"(6.0, 8.2, 8.077551020408164)","(11.0, 14.0, 13.6)","(26.0, 36.0, 34.2)","(8.5, 13.0, 12.96875)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5862857142857143)","(10.0, 14.5, 14.277777777777779)"
10-01-2023 14:48:55.670762,"(6.0, 8.6, 8.254545454545454)","(11.0, 14.0, 13.581395348837209)","(26.0, 36.0, 34.2)","(8.5, 13.0, 12.96875)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5862857142857143)","(10.0, 14.5, 14.238095238095237)"
10-01-2023 14:48:56.669560,"(6.0, 8.6, 8.239999999999998)","(11.0, 14.0, 13.581395348837209)","(26.0, 36.0, 34.2)","(8.5, 13.0, 12.961538461538462)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5830985915492959)","(10.0, 15.0, 14.238095238095237)"
10-01-2023 14:48:57.768916,"(6.0, 8.4, 8.3)","(11.0, 14.0, 13.485714285714286)","(26.0, 36.0, 34.2)","(8.5, 13.0, 12.973684210526315)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5851851851851853)","(10.0, 15.0, 14.238095238095237)"
10-01-2023 14:48:58.803691,"(6.0, 8.4, 8.3)","(11.0, 13.5, 13.342105263157894)","(26.0, 36.0, 34.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5830985915492959)","(10.0, 15.0, 14.172413793103448)"
10-01-2023 14:48:59.872465,"(6.0, 8.6, 8.4125)","(11.0, 13.5, 13.342105263157894)","(26.0, 36.0, 34.8)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5830985915492959)","(10.0, 15.0, 14.172413793103448)"
10-01-2023 14:49:00.971221,"(6.0, 8.6, 8.4125)","(11.0, 13.5, 13.285714285714286)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5830985915492959)","(10.0, 15.0, 14.172413793103448)"
10-01-2023 14:49:02.012037,"(6.0, 8.6, 8.4125)","(11.0, 13.5, 13.285714285714286)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5878571428571429)","(10.0, 15.0, 14.272727272727273)"
10-01-2023 14:49:03.027514,"(6.0, 8.6, 8.337931034482757)","(11.0, 13.5, 13.285714285714286)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5897894736842106)","(10.0, 15.0, 14.272727272727273)"
10-01-2023 14:49:04.228865,"(6.0, 8.6, 8.36)","(11.0, 13.5, 13.285714285714286)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5872727272727274)","(10.0, 15.0, 14.272727272727273)"
10-01-2023 14:49:05.311213,"(6.0, 8.6, 8.36)","(11.0, 13.5, 13.285714285714286)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5872727272727274)","(10.0, 15.0, 14.310344827586206)"
10-01-2023 14:49:06.332664,"(6.0, 8.6, 8.36)","(11.0, 14.0, 13.324324324324325)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5861538461538462)","(10.0, 15.0, 14.346153846153847)"
10-01-2023 14:49:07.291484,"(6.0, 8.6, 8.357142857142856)","(11.0, 14.0, 13.324324324324325)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5861538461538462)","(10.0, 14.5, 14.25)"
10-01-2023 14:49:08.280730,"(6.0, 8.6, 8.416216216216215)","(11.0, 14.0, 13.324324324324325)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5861538461538462)","(10.0, 14.5, 14.25)"
10-01-2023 14:49:09.237027,"(6.0, 8.6, 8.416216216216215)","(11.0, 14.0, 13.324324324324325)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5861538461538462)","(10.0, 14.5, 14.25)"
10-01-2023 14:49:10.327064,"(6.0, 8.6, 8.416216216216215)","(11.0, 14.0, 13.324324324324325)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5861538461538462)","(10.0, 14.5, 14.25)"
10-01-2023 14:49:11.369577,"(6.0, 8.6, 8.416216216216215)","(11.0, 14.0, 13.324324324324325)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5861538461538462)","(10.0, 14.5, 14.25)"
10-01-2023 14:49:12.360713,"(6.0, 8.6, 8.393939393939393)","(11.0, 14.0, 13.324324324324325)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.966666666666667)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5861538461538462)","(10.0, 14.5, 14.346153846153847)"
10-01-2023 14:49:13.383271,"(6.0, 8.6, 8.399999999999999)","(11.0, 14.0, 13.342105263157894)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.958333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5832307692307692)","(10.0, 14.5, 14.346153846153847)"
10-01-2023 14:49:14.342983,"(6.0, 8.6, 8.399999999999999)","(11.0, 14.0, 13.264705882352942)","(26.0, 36.0, 35.2)","(8.5, 13.0, 12.958333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5832307692307692)","(10.0, 14.5, 14.346153846153847)"
10-01-2023 14:49:15.366226,"(6.0, 8.6, 8.393548387096773)","(11.0, 14.0, 13.242424242424242)","(26.0, 40.0, 39.14285714285714)","(8.5, 13.5, 13.233333333333333)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5802380952380952)","(10.0, 14.5, 14.432432432432432)"
10-01-2023 14:49:16.415941,"(6.0, 8.4, 8.238709677419354)","(11.0, 14.0, 13.5)","(26.0, 40.0, 38.5)","(8.5, 13.5, 13.289473684210526)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5802380952380952)","(10.0, 15.0, 14.678571428571429)"
10-01-2023 14:49:17.464086,"(6.0, 8.2, 8.16326530612245)","(11.0, 14.0, 13.60377358490566)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.307692307692308)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5803448275862069)","(10.0, 15.0, 14.678571428571429)"
10-01-2023 14:49:18.521251,"(6.0, 8.4, 8.229090909090909)","(11.0, 14.0, 13.617021276595745)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.533333333333333)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5783333333333334)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:19.572161,"(6.0, 8.4, 8.229090909090909)","(11.0, 14.0, 13.604166666666666)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.527777777777779)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.5723456790123458)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:20.527884,"(6.0, 8.4, 8.229090909090909)","(11.0, 14.0, 13.604166666666666)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.52)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.5723456790123458)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:21.459254,"(6.0, 8.4, 8.237931034482758)","(11.0, 14.0, 13.604166666666666)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.5741784037558686)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:22.522600,"(6.0, 8.4, 8.215686274509803)","(11.0, 14.0, 13.604166666666666)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.5741784037558686)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:23.516908,"(6.0, 8.4, 8.248387096774193)","(11.0, 13.5, 13.295918367346939)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.574439461883408)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:24.455905,"(6.0, 8.4, 8.248387096774193)","(11.0, 13.5, 13.21875)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.574142259414226)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:25.420578,"(6.0, 8.4, 8.243478260869566)","(11.0, 13.5, 13.2625)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.574142259414226)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:26.423726,"(6.0, 8.4, 8.243478260869566)","(11.0, 13.5, 13.28888888888889)","(26.0, 40.0, 37.6)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.574142259414226)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:27.355748,"(6.0, 8.4, 8.236363636363636)","(11.0, 13.5, 13.191489361702128)","(26.0, 40.0, 37.09090909090909)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.574142259414226)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:28.337897,"(6.0, 8.4, 8.236363636363636)","(11.0, 13.5, 13.191489361702128)","(26.0, 40.0, 37.09090909090909)","(8.5, 14.0, 13.517857142857142)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.574142259414226)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:29.365364,"(6.0, 8.4, 8.236363636363636)","(11.0, 13.5, 13.191489361702128)","(26.0, 40.0, 37.09090909090909)","(8.5, 14.0, 13.545454545454545)","(101.0, 230.0, 215.0)","(1.45, 1.58, 1.5811111111111111)","(10.0, 15.0, 14.7)"
10-01-2023 14:49:30.429499,"(6.0, 8.4, 8.243478260869566)","(11.0, 13.5, 13.21)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.088235294117647)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5831914893617023)","(10.0, 15.0, 14.763157894736842)"
10-01-2023 14:49:31.430908,"(6.0, 8.4, 8.256)","(11.0, 13.5, 13.231481481481481)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.088235294117647)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5887005649717514)","(10.0, 15.0, 14.653846153846153)"
10-01-2023 14:49:32.390717,"(6.0, 8.4, 8.170212765957446)","(11.0, 13.5, 13.231481481481481)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.088235294117647)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5887830687830689)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:33.362739,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.231481481481481)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.088235294117647)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5887830687830689)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:34.483790,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.231481481481481)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.088235294117647)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5887830687830689)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:35.463706,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.18867924528302)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.088235294117647)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5886910994764398)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:36.447128,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.18867924528302)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.589790092359362)","(10.0, 15.0, 14.735294117647058)"
10-01-2023 14:49:37.404980,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.18867924528302)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.59, 1.5991121495327103)","(10.0, 15.0, 14.69047619047619)"
10-01-2023 14:49:38.495704,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.133333333333333)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.6011267605633803)","(10.0, 15.0, 14.425)"
10-01-2023 14:49:39.672057,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.068181818181818)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6015094339622642)","(10.0, 14.5, 14.446428571428571)"
10-01-2023 14:49:40.677959,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.5987169811320756)","(10.0, 14.5, 14.44)"
