,Sort Of Sublime,Mac Frenzy,Finniss Rose,Fawn Lawn,Thanks Joan,Suhana,Somersby,Missouri Belle
06-01-2023 12:12:46.654892,"(5.0, 6.4, 6.300000000000001)","(7.0, 11.0, 10.507692307692308)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.466666666666667)","(6.5, 10.5, 9.675)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.082)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:12:47.869192,"(5.0, 6.4, 6.300000000000001)","(7.0, 11.0, 10.721739130434782)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.381818181818181)","(6.5, 10.5, 9.675)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.082)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:12:49.008449,"(5.0, 6.4, 6.266666666666667)","(7.0, 11.0, 10.721739130434782)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.84)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.082)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:12:50.136567,"(5.0, 6.4, 6.300000000000001)","(7.0, 11.0, 10.6)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.84)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.078181818181818)","(31.0, 80.0, 70.0)"
06-01-2023 12:12:51.338337,"(5.0, 6.4, 6.300000000000001)","(7.0, 11.0, 10.792592592592593)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.792857142857143)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.0858823529411765)","(31.0, 80.0, 70.0)"
06-01-2023 12:12:52.583307,"(5.0, 6.4, 6.300000000000001)","(7.0, 11.0, 10.792592592592593)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.795652173913043)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.0858823529411765)","(31.0, 80.0, 70.0)"
06-01-2023 12:12:53.960555,"(5.0, 6.4, 6.266666666666667)","(7.0, 11.0, 10.333333333333334)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.9)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.0858823529411765)","(31.0, 80.0, 70.0)"
06-01-2023 12:12:55.324535,"(5.0, 6.4, 5.983333333333333)","(7.0, 11.0, 11.052631578947368)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.9)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.0858823529411765)","(31.0, 80.0, 70.0)"
06-01-2023 12:12:56.586906,"(5.0, 6.4, 5.983333333333333)","(7.0, 11.5, 10.834782608695653)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.9)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.1114285714285717)","(31.0, 80.0, 73.84615384615384)"
06-01-2023 12:12:57.805544,"(5.0, 6.4, 6.057894736842106)","(7.0, 11.5, 11.206896551724139)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.818918918918918)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.12, 2.1072727272727274)","(31.0, 80.0, 73.84615384615384)"
06-01-2023 12:12:58.902645,"(5.0, 6.2, 5.9750000000000005)","(7.0, 11.5, 11.206896551724139)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.906060606060606)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.14, 2.081851851851852)","(31.0, 80.0, 73.84615384615384)"
06-01-2023 12:13:00.363529,"(5.0, 6.2, 5.9750000000000005)","(7.0, 11.5, 11.206896551724139)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.906060606060606)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.083125)","(31.0, 80.0, 70.0)"
06-01-2023 12:13:01.553481,"(5.0, 6.2, 5.9750000000000005)","(7.0, 11.5, 11.206896551724139)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.906060606060606)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.083125)","(31.0, 80.0, 70.0)"
06-01-2023 12:13:02.828037,"(5.0, 6.2, 6.050000000000001)","(7.0, 11.5, 11.257142857142856)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.42)","(6.5, 10.5, 9.906060606060606)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.0854054054054054)","(31.0, 80.0, 70.0)"
06-01-2023 12:13:04.132057,"(5.0, 6.2, 6.0200000000000005)","(7.0, 11.5, 11.257142857142856)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.375)","(6.5, 10.5, 9.906060606060606)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.083125)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:05.355603,"(5.0, 6.2, 6.0200000000000005)","(7.0, 11.5, 11.257142857142856)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.5, 14.857142857142858)","(6.5, 10.5, 9.311428571428571)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.094666666666667)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:06.588728,"(5.0, 6.6, 5.963636363636364)","(7.0, 12.0, 11.666666666666668)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.0, 14.45)","(6.5, 10.5, 9.54864864864865)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.1, 2.1147368421052635)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:08.063863,"(5.0, 6.6, 5.945161290322581)","(7.0, 11.5, 11.142857142857142)","(11.0, 17.5, 16.662790697674417)","(15.0, 17.0, 14.45)","(6.5, 10.5, 9.54864864864865)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.14, 2.113846153846154)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:09.521821,"(5.0, 6.4, 5.937037037037038)","(7.0, 11.5, 11.142857142857142)","(11.0, 17.5, 16.662790697674417)","(14.0, 17.0, 14.45)","(7.0, 10.5, 9.710256410256411)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.12, 2.1147368421052635)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:10.851854,"(4.8, 6.4, 5.946153846153846)","(7.5, 11.5, 10.944444444444445)","(11.0, 17.5, 16.662790697674417)","(14.0, 17.0, 14.45)","(7.0, 10.5, 9.573684210526316)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.14, 2.1142857142857143)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:12.268050,"(4.8, 6.2, 5.96)","(7.5, 11.5, 11.236842105263158)","(11.0, 17.5, 16.662790697674417)","(14.0, 17.0, 14.45)","(7.0, 10.5, 9.573684210526316)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.12, 2.1166666666666667)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:13.594765,"(4.8, 6.2, 5.96)","(7.5, 11.5, 11.236842105263158)","(11.0, 17.5, 16.662790697674417)","(13.0, 17.0, 14.36)","(7.0, 10.5, 9.573684210526316)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.12, 2.1166666666666667)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:14.915093,"(4.8, 6.2, 5.96)","(7.5, 12.0, 11.375)","(11.0, 17.5, 16.662790697674417)","(13.0, 17.0, 14.36)","(7.0, 10.5, 9.573684210526316)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.12, 2.1142857142857143)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:16.196749,"(4.8, 6.2, 6.022222222222222)","(7.5, 12.0, 11.375)","(11.0, 17.5, 16.662790697674417)","(13.0, 17.0, 14.36)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.12, 2.1142857142857143)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:17.330781,"(4.8, 6.2, 6.0285714285714285)","(7.5, 12.0, 11.375)","(11.0, 17.5, 16.662790697674417)","(13.0, 17.0, 14.36)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.12, 2.1142857142857143)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:18.528159,"(4.8, 6.0, 5.94)","(7.5, 12.0, 11.375)","(11.0, 17.5, 16.662790697674417)","(13.0, 17.0, 14.714285714285714)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.12, 2.09)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:19.676295,"(4.8, 6.0, 5.94)","(7.5, 12.0, 11.375)","(11.0, 17.5, 16.662790697674417)","(13.0, 16.5, 14.714285714285714)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 31.548387096774192)","(1.75, 2.12, 2.1)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:20.869917,"(4.8, 6.0, 5.94)","(7.5, 12.0, 11.605263157894736)","(11.0, 17.5, 16.662790697674417)","(13.0, 16.5, 14.365853658536585)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.12, 2.1500000000000004)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:22.098697,"(4.8, 6.0, 5.94)","(7.5, 11.5, 11.327586206896552)","(11.0, 17.5, 16.662790697674417)","(13.0, 16.5, 15.714285714285714)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 31.41176470588235)","(1.75, 2.16, 2.17)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:23.371163,"(4.8, 6.0, 5.933333333333334)","(7.5, 11.5, 11.327586206896552)","(11.0, 17.5, 16.662790697674417)","(13.0, 16.0, 15.375)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 31.37142857142857)","(1.75, 2.18, 2.182857142857143)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:24.586832,"(4.8, 5.9, 5.833333333333333)","(7.5, 11.5, 11.327586206896552)","(11.0, 17.5, 16.662790697674417)","(13.0, 16.0, 15.0)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 30.9375)","(1.75, 2.2, 2.1816)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:25.811777,"(4.8, 6.0, 5.95)","(7.5, 11.5, 11.327586206896552)","(11.0, 17.5, 16.662790697674417)","(13.0, 15.5, 15.0)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 30.90909090909091)","(1.75, 2.22, 2.188421052631579)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:27.053270,"(4.8, 6.0, 5.85)","(7.5, 11.5, 11.291666666666666)","(11.0, 17.5, 16.662790697674417)","(13.0, 15.5, 15.0)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 30.90909090909091)","(1.75, 2.22, 2.21)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:28.184698,"(4.8, 6.0, 5.85)","(7.5, 12.5, 11.833333333333334)","(11.0, 17.5, 16.662790697674417)","(13.0, 15.5, 15.083333333333334)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 33.333333333333336)","(1.75, 2.22, 2.236923076923077)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:29.375362,"(4.8, 6.0, 5.85)","(7.5, 12.0, 11.517857142857142)","(11.0, 17.5, 16.662790697674417)","(13.0, 15.5, 13.833333333333334)","(7.0, 10.5, 9.54864864864865)","(26.0, 34.0, 34.285714285714285)","(1.75, 2.26, 2.237142857142857)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:30.573593,"(4.8, 5.9, 5.63)","(7.5, 12.0, 11.314285714285715)","(11.0, 17.5, 16.662790697674417)","(13.0, 14.0, 14.25)","(7.0, 10.5, 9.54864864864865)","(26.0, 36.0, 30.4)","(1.75, 2.26, 2.237142857142857)","(31.0, 80.0, 71.11111111111111)"
06-01-2023 12:13:31.799209,"(4.8, 5.9, 5.63)","(7.5, 12.0, 11.482758620689655)","(11.0, 17.5, 16.477272727272727)","(13.0, 14.5, 13.714285714285714)","(7.0, 10.5, 9.75)","(26.0, 32.0, 30.64)","(1.75, 2.26, 2.020692464358452)","(31.0, 80.0, 64.44444444444444)"
06-01-2023 12:13:33.003685,"(4.8, 6.4, 6.306666666666667)","(7.5, 12.0, 11.238095238095237)","(11.0, 17.5, 18.558823529411764)","(13.0, 15.0, 14.3)","(7.0, 10.5, 9.896551724137932)","(26.0, 32.0, 30.64)","(1.75, 2.04, 2.020695296523517)","(31.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:34.197691,"(4.8, 6.6, 6.25)","(7.5, 12.0, 11.238095238095237)","(11.0, 22.0, 18.558823529411764)","(13.0, 14.5, 14.3)","(7.0, 10.5, 9.691176470588236)","(26.0, 32.0, 30.64)","(1.75, 2.04, 2.0015478615071283)","(31.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:35.340616,"(4.8, 6.4, 6.26)","(7.5, 12.0, 11.263157894736842)","(11.0, 22.0, 19.066666666666666)","(13.0, 14.5, 13.653846153846153)","(7.0, 10.5, 9.75)","(26.0, 32.0, 30.64)","(1.75, 2.04, 2.017333333333333)","(31.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:36.689069,"(4.8, 6.4, 6.28)","(7.5, 12.0, 11.263157894736842)","(11.0, 22.0, 19.066666666666666)","(13.0, 14.5, 13.629032258064516)","(7.0, 10.5, 9.728571428571428)","(26.0, 32.0, 30.64)","(1.8, 2.02, 2.017333333333333)","(41.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:37.961140,"(4.8, 6.4, 6.266666666666667)","(8.0, 12.0, 11.4)","(12.0, 22.0, 19.8)","(12.0, 14.5, 13.629032258064516)","(7.0, 10.5, 9.774193548387096)","(21.0, 32.0, 30.866666666666667)","(1.8, 2.02, 2.017333333333333)","(41.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:39.329869,"(4.8, 6.4, 6.266666666666667)","(8.0, 12.0, 11.363636363636363)","(12.0, 22.0, 19.403225806451612)","(12.0, 14.5, 13.625)","(7.0, 10.5, 9.728571428571428)","(21.0, 32.0, 30.866666666666667)","(1.8, 2.02, 2.017391304347826)","(41.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:41.076539,"(4.8, 6.4, 6.2250000000000005)","(8.0, 11.5, 11.576923076923077)","(12.0, 22.0, 19.666666666666668)","(12.0, 14.5, 13.625)","(7.0, 10.5, 9.77027027027027)","(21.0, 32.0, 30.866666666666667)","(1.75, 2.02, 2.01625)","(41.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:42.713538,"(4.8, 6.4, 6.2250000000000005)","(8.0, 12.0, 11.555555555555555)","(12.0, 22.0, 19.789473684210527)","(12.0, 14.5, 13.775)","(7.0, 10.5, 9.84375)","(21.0, 32.0, 30.866666666666667)","(1.75, 2.02, 2.020633484162896)","(41.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:44.135082,"(4.8, 6.4, 6.26)","(8.0, 12.0, 11.555555555555555)","(12.0, 22.0, 19.789473684210527)","(12.0, 14.5, 13.756410256410255)","(7.0, 10.5, 9.857142857142858)","(21.0, 32.0, 30.866666666666667)","(1.75, 2.04, 2.020642201834862)","(41.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:45.639201,"(4.8, 6.4, 6.171428571428572)","(8.0, 12.0, 11.609756097560975)","(12.0, 22.0, 19.789473684210527)","(12.0, 14.5, 13.756410256410255)","(7.0, 10.5, 9.654545454545454)","(21.0, 32.0, 30.866666666666667)","(1.75, 2.04, 2.0012753623188404)","(41.0, 80.0, 66.45161290322581)"
06-01-2023 12:13:46.970548,"(4.8, 6.4, 6.2250000000000005)","(8.0, 12.0, 11.625)","(12.0, 22.0, 20.56382978723404)","(12.0, 14.5, 13.775)","(7.0, 10.5, 9.819444444444445)","(21.0, 32.0, 31.0)","(1.75, 2.04, 2.020320512820513)","(41.0, 80.0, 68.33333333333333)"
06-01-2023 12:13:48.158374,"(4.8, 6.4, 6.2250000000000005)","(8.0, 12.0, 11.625)","(12.0, 22.0, 20.56382978723404)","(12.0, 14.5, 13.775)","(7.0, 10.5, 10.067567567567568)","(21.0, 32.0, 31.0)","(1.75, 2.04, 2.016)","(41.0, 80.0, 68.33333333333333)"
06-01-2023 12:13:49.308436,"(4.8, 6.4, 6.2250000000000005)","(8.0, 12.0, 11.625)","(12.0, 22.0, 20.071428571428573)","(12.0, 14.5, 13.40625)","(7.0, 10.5, 10.112903225806452)","(21.0, 32.0, 31.0)","(1.75, 2.02, 2.0058536585365854)","(41.0, 80.0, 68.33333333333333)"
06-01-2023 12:13:50.559452,"(4.8, 6.6, 6.466666666666667)","(8.0, 12.0, 11.609756097560975)","(12.0, 22.0, 20.5)","(12.0, 13.5, 13.523255813953488)","(7.0, 10.5, 9.990909090909092)","(21.0, 32.0, 31.03030303030303)","(1.75, 2.02, 2.0056716417910447)","(41.0, 80.0, 68.33333333333333)"
06-01-2023 12:13:51.736750,"(4.8, 6.8, 6.644444444444445)","(8.0, 12.0, 11.609756097560975)","(12.0, 22.0, 20.5)","(12.0, 14.5, 13.523255813953488)","(7.0, 10.5, 10.020000000000001)","(21.0, 32.0, 31.03030303030303)","(1.75, 2.02, 2.0056716417910447)","(41.0, 80.0, 69.83870967741936)"
06-01-2023 12:13:53.099581,"(4.8, 6.8, 6.666666666666667)","(8.0, 12.0, 11.609756097560975)","(12.0, 22.0, 20.5)","(12.0, 14.5, 13.583333333333334)","(7.0, 10.5, 10.020000000000001)","(21.0, 32.0, 31.03030303030303)","(1.75, 2.02, 2.0085714285714285)","(41.0, 80.0, 68.33333333333333)"
06-01-2023 12:13:54.256380,"(4.8, 6.8, 6.607407407407408)","(8.0, 12.0, 11.609756097560975)","(12.0, 22.0, 20.5)","(12.0, 14.0, 13.583333333333334)","(7.0, 10.5, 10.020000000000001)","(21.0, 32.0, 31.03030303030303)","(1.75, 2.02, 2.013)","(41.0, 80.0, 68.33333333333333)"
06-01-2023 12:13:55.544249,"(4.8, 6.6, 6.5375)","(8.0, 12.0, 11.657894736842104)","(12.0, 22.0, 20.65)","(12.0, 14.0, 13.51923076923077)","(7.0, 10.5, 10.01388888888889)","(21.0, 32.0, 30.76923076923077)","(1.75, 2.02, 2.0141666666666667)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:13:56.790311,"(4.8, 6.6, 6.457142857142857)","(8.0, 12.0, 11.657894736842104)","(12.0, 22.0, 20.65)","(12.0, 14.0, 13.418604651162791)","(7.0, 10.5, 10.01388888888889)","(21.0, 32.0, 29.15)","(1.75, 2.02, 2.0161904761904763)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:13:57.986895,"(4.8, 6.6, 6.457142857142857)","(8.0, 12.0, 11.609756097560975)","(12.0, 22.0, 20.055555555555557)","(12.0, 14.0, 13.51923076923077)","(7.0, 10.5, 10.01388888888889)","(21.0, 32.0, 29.5)","(1.75, 2.02, 2.0161904761904763)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:13:59.213381,"(5.0, 6.6, 6.466666666666667)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 20.397435897435898)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.9925)","(21.0, 30.0, 29.5)","(1.75, 2.02, 2.0037536656891497)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:14:00.411171,"(5.0, 6.6, 6.533333333333333)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 20.88372093023256)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.9925)","(21.0, 30.0, 29.5)","(1.75, 2.04, 2.0215658362989326)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:14:01.675217,"(5.0, 6.6, 6.533333333333333)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 20.88372093023256)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.9925)","(21.0, 30.0, 29.5)","(1.75, 2.04, 2.021793103448276)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:14:02.913629,"(5.0, 6.6, 6.475)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 20.8)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.9925)","(21.0, 30.0, 29.125)","(1.75, 2.04, 2.021793103448276)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:14:04.039783,"(5.0, 6.6, 6.475)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 20.8)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.9925)","(21.0, 32.0, 29.125)","(1.75, 2.04, 2.021793103448276)","(41.0, 80.0, 65.68181818181819)"
06-01-2023 12:14:05.216111,"(5.0, 6.6, 6.525)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 20.8)","(12.0, 13.5, 13.375)","(7.0, 10.5, 9.997435897435897)","(21.0, 32.0, 28.16)","(1.75, 2.04, 2.0202985074626865)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:06.388878,"(5.0, 6.6, 6.490909090909091)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 21.114754098360656)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.997435897435897)","(21.0, 32.0, 29.444444444444443)","(1.75, 2.04, 2.0036491228070177)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:07.613576,"(5.0, 6.6, 6.48)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 21.114754098360656)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.997435897435897)","(21.0, 32.0, 29.444444444444443)","(1.75, 2.04, 2.017333333333333)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:08.733120,"(5.0, 6.6, 6.5)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 21.114754098360656)","(12.0, 14.0, 13.391304347826086)","(7.0, 10.5, 9.997435897435897)","(21.0, 32.0, 29.444444444444443)","(1.75, 2.02, 2.017333333333333)","(41.0, 80.0, 70.0)"
06-01-2023 12:14:09.996822,"(5.0, 6.6, 6.52)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 21.114754098360656)","(12.0, 13.5, 12.73404255319149)","(7.0, 10.5, 9.997435897435897)","(21.0, 32.0, 28.82758620689655)","(1.75, 2.02, 2.004541484716157)","(41.0, 80.0, 68.46153846153847)"
06-01-2023 12:14:11.172525,"(5.0, 6.6, 6.52)","(8.0, 12.0, 11.555555555555555)","(13.0, 22.0, 21.152542372881356)","(12.0, 13.5, 12.964285714285714)","(7.0, 10.5, 10.01388888888889)","(21.0, 32.0, 28.17391304347826)","(1.75, 2.04, 1.9830188679245282)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:12.296297,"(5.0, 6.6, 6.533333333333333)","(8.0, 12.0, 11.581395348837209)","(13.0, 22.0, 21.152542372881356)","(12.0, 13.0, 12.964285714285714)","(7.0, 10.5, 10.01388888888889)","(21.0, 32.0, 28.607142857142858)","(1.75, 2.04, 1.9936842105263157)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:13.428411,"(5.0, 6.8, 6.557142857142857)","(8.0, 12.0, 11.714285714285714)","(13.0, 22.0, 21.28301886792453)","(12.0, 13.0, 12.964285714285714)","(7.0, 11.0, 10.535714285714286)","(21.0, 32.0, 28.545454545454547)","(1.75, 2.02, 1.9835714285714285)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:14.965935,"(5.0, 6.8, 6.557142857142857)","(8.0, 12.0, 11.714285714285714)","(13.0, 22.0, 21.28301886792453)","(12.0, 13.5, 13.179487179487179)","(7.0, 11.0, 10.529411764705882)","(21.0, 32.0, 29.52173913043478)","(1.75, 2.0, 1.973076923076923)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:16.059671,"(5.0, 6.8, 6.557142857142857)","(8.0, 12.0, 11.714285714285714)","(13.0, 22.0, 21.28301886792453)","(12.0, 13.5, 13.179487179487179)","(7.0, 11.0, 10.5)","(21.0, 32.0, 29.272727272727273)","(1.75, 1.99, 1.9773076923076922)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:17.095068,"(5.0, 6.6, 6.56)","(8.0, 12.0, 11.714285714285714)","(13.0, 22.0, 21.272727272727273)","(12.0, 13.5, 13.2)","(7.0, 11.0, 10.5)","(21.0, 32.0, 29.272727272727273)","(1.75, 1.99, 1.9845454545454546)","(41.0, 80.0, 65.71428571428571)"
06-01-2023 12:14:18.644947,"(5.0, 6.6, 6.537931034482758)","(8.0, 12.0, 11.533333333333333)","(13.0, 22.0, 21.424242424242426)","(12.0, 13.5, 13.25925925925926)","(7.0, 11.0, 10.466666666666667)","(21.0, 32.0, 29.272727272727273)","(1.75, 2.0, 1.9921538461538462)","(41.0, 85.0, 70.0)"
06-01-2023 12:14:20.022677,"(5.0, 6.6, 6.51)","(8.0, 12.0, 11.533333333333333)","(13.0, 22.0, 21.366666666666667)","(12.0, 13.5, 13.818181818181818)","(7.0, 11.0, 10.4375)","(21.0, 32.0, 29.272727272727273)","(1.75, 2.0, 1.9852173913043478)","(41.0, 85.0, 75.0)"
06-01-2023 12:14:21.617481,"(5.0, 6.6, 6.51)","(8.5, 12.0, 11.533333333333333)","(13.0, 22.0, 21.428571428571427)","(12.0, 14.0, 13.777777777777779)","(7.0, 11.0, 10.40625)","(21.0, 32.0, 29.272727272727273)","(1.75, 2.0, 1.994)","(41.0, 85.0, 75.0)"
06-01-2023 12:14:22.918544,"(5.0, 6.6, 6.435294117647059)","(8.5, 12.0, 11.166666666666666)","(13.0, 22.0, 21.57777777777778)","(12.0, 14.0, 13.777777777777779)","(7.0, 11.0, 10.40625)","(21.0, 32.0, 29.272727272727273)","(1.75, 2.0, 1.9972727272727273)","(41.0, 85.0, 75.0)"
06-01-2023 12:14:23.996654,"(5.0, 6.6, 6.469767441860465)","(8.5, 11.5, 11.166666666666666)","(13.0, 22.0, 21.57777777777778)","(12.0, 14.0, 14.470588235294118)","(7.0, 11.0, 10.40625)","(21.0, 32.0, 29.6)","(1.75, 2.0, 1.9972727272727273)","(41.0, 85.0, 75.0)"
06-01-2023 12:14:25.367498,"(5.0, 6.6, 6.52)","(8.5, 11.5, 11.13265306122449)","(13.0, 22.0, 21.65)","(12.0, 14.5, 14.476190476190476)","(7.0, 11.0, 10.26923076923077)","(21.0, 32.0, 29.272727272727273)","(1.75, 2.0, 1.996923076923077)","(41.0, 85.0, 82.14285714285714)"
06-01-2023 12:14:26.510091,"(5.0, 6.6, 6.52)","(8.5, 11.5, 11.090909090909092)","(13.0, 22.0, 22.46153846153846)","(12.0, 14.5, 14.476190476190476)","(7.0, 11.0, 10.321428571428571)","(21.0, 32.0, 29.076923076923077)","(1.75, 2.0, 1.996923076923077)","(41.0, 85.0, 77.5)"
06-01-2023 12:14:27.746570,"(5.0, 6.6, 6.571428571428571)","(8.5, 11.5, 11.090909090909092)","(13.0, 23.0, 22.666666666666668)","(12.0, 14.5, 14.476190476190476)","(7.0, 11.0, 10.321428571428571)","(21.0, 32.0, 29.272727272727273)","(1.75, 2.0, 1.9773684210526317)","(41.0, 85.0, 77.5)"
