,Yankee Empire,He Came True,Cairo Boogie,Adys Munny,Gratitude Attitude,Factotum,Similar Taste
12-01-2023 09:44:11.669481,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.055555555555555)","(1.8, 2.56, 2.5145454545454546)","(12.0, 12.0, 11.2)"
12-01-2023 09:44:12.873310,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.055555555555555)","(1.8, 2.56, 2.5145454545454546)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:14.175429,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.166666666666666)","(1.8, 2.56, 2.5145454545454546)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:15.415752,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.166666666666666)","(1.8, 2.56, 2.5145454545454546)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:16.610430,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.166666666666666)","(1.8, 2.56, 2.5145454545454546)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:17.803628,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.166666666666666)","(1.8, 2.56, 2.5145454545454546)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:19.110001,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.166666666666666)","(1.8, 2.56, 2.5242857142857145)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:20.365229,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.816666666666666)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.166666666666666)","(1.8, 2.56, 2.5242857142857145)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:21.593475,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 8.89090909090909)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.166666666666666)","(1.8, 2.56, 2.5242857142857145)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:22.928001,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.56, 2.5242857142857145)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:24.320712,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.56, 2.5129411764705885)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:25.573587,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.56, 2.5242857142857145)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:26.792864,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5242857142857145)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:28.164926,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.057142857142857)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5242857142857145)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:29.430723,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:30.565158,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:31.932173,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.166666666666666)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:33.264838,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.7)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:34.522486,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.7)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:35.888695,"(5.5, 8.4, 8.34)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.7)","(9.0, 11.5, 10.921052631578947)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:37.248315,"(5.5, 8.4, 8.34)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.0)","(8.5, 11.5, 10.7)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:38.593611,"(5.5, 8.4, 8.34)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.057142857142857)","(8.5, 11.5, 10.7)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:39.855556,"(5.5, 8.4, 8.34)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.057142857142857)","(8.5, 11.5, 10.7)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.56, 2.5389473684210526)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:41.111681,"(5.5, 8.4, 8.34)","(8.5, 11.0, 10.127272727272727)","(9.0, 9.4, 9.015384615384615)","(8.5, 11.5, 10.7)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.56, 2.59125)","(12.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:42.557459,"(5.5, 8.4, 8.329411764705883)","(8.5, 11.0, 10.127272727272727)","(8.0, 9.2, 9.015384615384615)","(8.5, 11.5, 10.466666666666667)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.6, 2.59875)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:43.866700,"(5.5, 8.4, 8.314285714285715)","(8.5, 11.0, 10.127272727272727)","(8.0, 9.2, 9.015384615384615)","(8.5, 11.0, 10.466666666666667)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.6, 2.59875)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:45.100364,"(5.5, 8.4, 8.314285714285715)","(8.5, 11.0, 10.127272727272727)","(8.0, 9.2, 9.015384615384615)","(8.5, 11.0, 10.466666666666667)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.6, 2.59875)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:46.488572,"(5.5, 8.4, 8.314285714285715)","(8.5, 11.0, 10.127272727272727)","(8.0, 9.2, 9.015384615384615)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.6, 2.6183673469387756)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:47.767435,"(5.5, 8.4, 8.314285714285715)","(8.5, 11.0, 10.127272727272727)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.62, 2.6492857142857145)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:49.102873,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.127272727272727)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.66, 2.637557251908397)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:50.445920,"(5.5, 8.4, 8.3)","(8.5, 11.0, 10.22)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:51.732914,"(5.5, 8.4, 8.25)","(8.5, 10.5, 10.033333333333333)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:53.028690,"(5.5, 8.4, 8.280000000000001)","(8.5, 10.5, 10.033333333333333)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6375193798449614)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:54.337397,"(5.5, 8.4, 8.280000000000001)","(8.5, 10.5, 10.033333333333333)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6375193798449614)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:55.625907,"(5.5, 8.4, 8.280000000000001)","(8.5, 10.5, 10.033333333333333)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:56.883988,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.25)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:58.206460,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.25)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:44:59.536101,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.100000000000001)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:00.851791,"(5.5, 8.4, 8.280000000000001)","(8.5, 10.5, 10.22)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.11111111111111)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6375193798449614)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:02.129572,"(5.5, 8.4, 8.280000000000001)","(8.5, 10.5, 10.22)","(8.0, 9.2, 8.899999999999999)","(8.5, 11.0, 10.36)","(9.0, 11.5, 11.115384615384615)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:03.438834,"(5.5, 8.4, 8.280000000000001)","(8.5, 10.5, 10.22)","(8.0, 9.2, 8.628571428571428)","(8.5, 11.0, 10.333333333333334)","(9.0, 11.5, 12.318181818181818)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:04.807898,"(5.5, 8.4, 8.280000000000001)","(8.5, 10.5, 10.5)","(8.5, 8.8, 8.628571428571428)","(8.5, 11.0, 10.333333333333334)","(9.0, 13.0, 12.277777777777779)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:06.143646,"(5.5, 8.4, 8.280000000000001)","(8.5, 11.0, 10.5)","(8.5, 8.8, 8.628571428571428)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.0)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:07.422966,"(5.5, 8.4, 8.22)","(8.5, 11.0, 10.325000000000001)","(7.5, 8.8, 8.56)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.0)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:08.808213,"(5.5, 8.4, 8.22)","(8.5, 11.0, 10.325000000000001)","(7.5, 8.8, 8.533333333333333)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.0)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:10.118226,"(5.5, 8.4, 8.22)","(8.5, 11.0, 10.733333333333334)","(7.5, 8.8, 8.533333333333333)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.0)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:11.808851,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.344444444444445)","(7.5, 8.8, 8.533333333333333)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.357142857142858)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:13.135849,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.344444444444445)","(7.5, 8.8, 8.533333333333333)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.357142857142858)","(1.8, 2.64, 2.6375193798449614)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:14.671885,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.176923076923078)","(7.5, 8.8, 8.533333333333333)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.357142857142858)","(1.8, 2.64, 2.6375193798449614)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:16.016013,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.176923076923078)","(7.5, 8.8, 8.357894736842105)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.357142857142858)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:17.356223,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.8, 8.357894736842105)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.357142857142858)","(1.8, 2.64, 2.6357575757575757)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:18.680976,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.8, 8.330434782608695)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.357142857142858)","(1.8, 2.64, 2.6375193798449614)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:20.036660,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.8, 8.330434782608695)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.357142857142858)","(1.8, 2.64, 2.6375193798449614)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:21.322246,"(5.5, 8.4, 8.22)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.8, 8.422222222222222)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:22.836705,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.422222222222222)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.392857142857142)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:24.403736,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.422222222222222)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.392857142857142)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:25.739648,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.422222222222222)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.392857142857142)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:27.104838,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.422222222222222)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.392857142857142)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:28.463790,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.422222222222222)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:29.886735,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.422222222222222)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:31.322075,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.381818181818181)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:32.705605,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:34.065205,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:35.461968,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.6376119402985077)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:36.775807,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:38.086397,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:39.458480,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:40.865488,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:42.056068,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:43.281677,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:44.549300,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:45.791906,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:47.050725,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:48.426300,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.31111111111111)","(8.5, 11.0, 10.333333333333334)","(9.0, 12.5, 12.363636363636363)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:50.149950,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.245454545454546)","(7.5, 8.6, 8.233333333333334)","(8.5, 11.0, 10.333333333333334)","(9.0, 13.0, 12.958333333333334)","(1.8, 2.64, 2.598)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:51.514055,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 10.176923076923078)","(7.5, 8.4, 8.15)","(8.5, 11.0, 10.333333333333334)","(9.0, 13.0, 12.90909090909091)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:52.888747,"(5.5, 8.4, 8.142857142857142)","(8.5, 10.5, 9.624242424242423)","(7.5, 8.4, 8.015384615384615)","(8.5, 11.0, 10.333333333333334)","(9.0, 13.0, 12.90909090909091)","(1.8, 2.64, 2.605714285714286)","(11.0, 12.0, 11.272727272727273)"
12-01-2023 09:45:54.387589,"(5.5, 8.4, 8.142857142857142)","(8.5, 9.8, 9.48235294117647)","(7.5, 8.2, 8.015384615384615)","(8.5, 11.0, 10.875)","(9.0, 13.0, 14.6875)","(1.8, 2.64, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:45:55.856989,"(5.5, 8.4, 7.98)","(8.5, 9.6, 9.1)","(7.5, 8.2, 7.933333333333333)","(8.5, 11.5, 10.7)","(9.0, 16.0, 15.425)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:45:57.395694,"(5.5, 8.4, 7.6000000000000005)","(8.5, 9.6, 9.2)","(7.5, 8.2, 8.015384615384615)","(8.5, 11.5, 10.928571428571429)","(9.0, 15.5, 15.425)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:45:59.037971,"(5.5, 8.4, 7.6000000000000005)","(8.5, 9.4, 9.2)","(7.5, 8.2, 8.015384615384615)","(8.5, 11.5, 10.928571428571429)","(9.0, 15.5, 15.425)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:46:00.369075,"(5.5, 8.4, 7.6000000000000005)","(8.5, 9.4, 9.2)","(7.5, 8.2, 8.015384615384615)","(8.5, 11.5, 10.928571428571429)","(9.0, 15.5, 15.425)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:46:01.732602,"(5.5, 8.4, 7.6000000000000005)","(8.5, 9.4, 9.2)","(7.5, 8.2, 8.015384615384615)","(8.5, 11.5, 10.928571428571429)","(9.0, 15.5, 15.425)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:46:03.100949,"(5.5, 8.4, 7.92)","(8.5, 9.4, 9.25)","(7.5, 8.2, 8.015384615384615)","(8.5, 11.5, 10.978260869565217)","(9.0, 15.5, 15.41891891891892)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:46:04.479442,"(5.5, 8.4, 7.92)","(8.5, 9.4, 9.25)","(7.5, 8.2, 8.015384615384615)","(8.5, 11.5, 10.978260869565217)","(9.0, 15.5, 15.083333333333334)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 11.428571428571429)"
12-01-2023 09:46:05.904629,"(6.0, 7.8, 7.457142857142857)","(8.5, 9.4, 9.25)","(8.0, 8.2, 8.015384615384615)","(9.0, 11.5, 10.978260869565217)","(9.0, 15.5, 15.166666666666666)","(1.8, 2.66, 2.621904761904762)","(11.0, 12.0, 12.529411764705882)"
12-01-2023 09:46:07.234019,"(6.0, 7.8, 7.457142857142857)","(8.5, 9.4, 9.25)","(8.0, 8.2, 8.015384615384615)","(9.0, 11.5, 10.978260869565217)","(9.0, 15.5, 15.166666666666666)","(1.8, 2.66, 2.621904761904762)","(11.0, 13.0, 12.04)"
12-01-2023 09:46:08.569681,"(6.0, 7.8, 7.457142857142857)","(8.5, 9.4, 9.25)","(8.0, 8.2, 8.015384615384615)","(8.5, 11.5, 10.978260869565217)","(9.0, 15.5, 15.166666666666666)","(1.8, 2.66, 2.621904761904762)","(11.0, 13.0, 12.04)"
12-01-2023 09:46:09.898634,"(6.0, 7.8, 7.457142857142857)","(8.5, 9.4, 9.25)","(8.0, 8.2, 8.65)","(8.5, 11.5, 10.978260869565217)","(9.0, 15.5, 15.166666666666666)","(1.8, 2.66, 2.621904761904762)","(11.0, 13.0, 12.04)"
12-01-2023 09:46:11.210628,"(6.0, 7.8, 7.457142857142857)","(8.5, 9.4, 9.025)","(8.0, 8.8, 9.127272727272727)","(8.5, 11.5, 10.978260869565217)","(9.0, 15.5, 15.166666666666666)","(1.8, 2.66, 2.621904761904762)","(11.0, 13.0, 12.04)"
