,Gentle Giant Nz,Polka Dot Dance Nz,Dont Need Bling,Shaded,Spot On Chic,Katlas Dream,Highview Sadler Nz,Rocking Lou,Explosive Bronski
10-01-2023 14:44:47.508981,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.6, 9.327272727272726)","(21.0, 36.0, 32.0)","(101.0, 340.0, 255.0)","(3.2, 5.1, 4.8)","(5.5, 99999, 99990)","(31.0, 40.0, 38.94117647058823)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:48.953662,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.6, 9.092307692307692)","(19.0, 34.0, 32.0)","(91.0, 340.0, 234.0)","(3.3, 5.1, 4.766666666666667)","(5.5, 99999, 99990)","(31.0, 40.0, 38.94117647058823)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:50.405298,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.4, 8.955555555555556)","(19.0, 34.0, 32.0)","(91.0, 330.0, 270.0)","(3.3, 5.1, 4.766666666666667)","(5.5, 99999, 99990)","(31.0, 40.0, 38.94117647058823)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:51.834587,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.4, 8.955555555555556)","(19.0, 34.0, 32.0)","(91.0, 320.0, 270.0)","(3.3, 5.1, 4.766666666666667)","(5.5, 99999, 99990)","(31.0, 40.0, 38.94117647058823)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:53.311191,"(3.2, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.4, 9.133333333333333)","(19.0, 34.0, 32.0)","(91.0, 300.0, 235.0)","(3.3, 5.0, 4.657142857142857)","(5.5, 99999, 99990)","(31.0, 40.0, 38.94117647058823)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:54.822594,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.4, 9.133333333333333)","(19.0, 34.0, 29.714285714285715)","(91.0, 300.0, 210.0)","(3.3, 5.0, 4.657142857142857)","(5.5, 99999, 99990)","(31.0, 40.0, 38.94117647058823)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:56.267685,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.4, 8.985714285714286)","(19.0, 34.0, 29.714285714285715)","(91.0, 270.0, 210.0)","(3.3, 5.0, 4.666666666666666)","(5.5, 99999, 99990)","(31.0, 40.0, 38.94117647058823)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:58.075259,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.2, 9.485714285714286)","(19.0, 34.0, 29.714285714285715)","(91.0, 270.0, 195.71428571428572)","(3.3, 4.9, 4.636363636363636)","(5.5, 99999, 99990)","(31.0, 40.0, 38.5)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:44:59.621338,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 10.0, 8.82)","(19.0, 34.0, 29.714285714285715)","(91.0, 260.0, 190.0)","(3.4, 4.8, 4.625)","(5.0, 99999, 99990)","(31.0, 40.0, 38.5)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:45:01.031481,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.8, 9.466666666666667)","(19.0, 34.0, 29.714285714285715)","(91.0, 240.0, 187.14285714285714)","(3.4, 4.8, 4.625)","(5.0, 99999, 99990)","(31.0, 40.0, 38.5)","(31.0, 100.0, 73.33333333333333)"
10-01-2023 14:45:02.554763,"(3.3, 99999, 99990)","(4.8, 99999, 99990)","(7.0, 9.8, 9.5)","(19.0, 34.0, 30.0)","(91.0, 230.0, 190.0)","(3.4, 4.8, 4.54)","(5.0, 99999, 99990)","(31.0, 40.0, 38.5)","(31.0, 100.0, 85.14285714285714)"
10-01-2023 14:45:03.988274,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.8, 9.5)","(19.0, 34.0, 30.0)","(91.0, 210.0, 190.0)","(3.4, 4.8, 4.562162162162163)","(5.0, 99999, 99990)","(26.0, 40.0, 38.5)","(31.0, 100.0, 80.0)"
10-01-2023 14:45:05.349181,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.8, 9.5)","(20.0, 34.0, 30.0)","(91.0, 210.0, 155.0)","(3.4, 4.7, 4.542857142857143)","(5.0, 99999, 99990)","(26.0, 40.0, 38.5)","(31.0, 100.0, 55.0)"
10-01-2023 14:45:06.773057,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.8, 9.5)","(20.0, 34.0, 30.0)","(91.0, 170.0, 162.5)","(3.4, 4.7, 4.515384615384615)","(5.0, 99999, 99990)","(26.0, 40.0, 38.5)","(31.0, 60.0, 55.0)"
10-01-2023 14:45:08.040053,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.8, 9.5)","(20.0, 34.0, 30.0)","(91.0, 170.0, 586.6666666666666)","(3.4, 4.7, 4.495238095238095)","(5.0, 99999, 99990)","(26.0, 40.0, 38.5)","(31.0, 60.0, 55.0)"
10-01-2023 14:45:09.123448,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.8, 9.5)","(20.0, 34.0, 30.666666666666668)","(91.0, 810.0, 470.0)","(3.4, 4.5, 4.546341463414635)","(5.0, 99999, 99990)","(26.0, 40.0, 38.5)","(31.0, 60.0, 80.0)"
10-01-2023 14:45:10.270846,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.8, 9.466666666666667)","(20.0, 32.0, 27.8)","(91.0, 800.0, 501.11111111111114)","(3.4, 4.7, 4.642857142857143)","(5.0, 99999, 99990)","(26.0, 40.0, 38.5)","(31.0, 100.0, 80.0)"
10-01-2023 14:45:11.530197,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.6, 9.169230769230769)","(20.0, 32.0, 29.666666666666668)","(91.0, 790.0, 530.0)","(3.4, 4.7, 4.675675675675675)","(5.0, 99999, 99990)","(26.0, 40.0, 38.875)","(31.0, 100.0, 80.0)"
10-01-2023 14:45:12.764983,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.6, 9.169230769230769)","(20.0, 32.0, 29.666666666666668)","(91.0, 790.0, 620.0)","(3.4, 4.7, 4.630769230769231)","(5.0, 99999, 99990)","(26.0, 40.0, 38.875)","(31.0, 100.0, 80.0)"
10-01-2023 14:45:14.033103,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.6, 9.299999999999999)","(20.0, 32.0, 29.666666666666668)","(91.0, 780.0, 450.0)","(3.4, 4.7, 4.593548387096774)","(5.0, 99999, 99990)","(26.0, 40.0, 38.875)","(31.0, 100.0, 80.0)"
10-01-2023 14:45:15.381162,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.9)","(20.0, 32.0, 29.666666666666668)","(91.0, 760.0, 575.7142857142857)","(3.4, 4.7, 4.593548387096774)","(5.0, 99999, 99990)","(26.0, 40.0, 38.875)","(31.0, 100.0, 87.14285714285714)"
10-01-2023 14:45:16.929236,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.933333333333334)","(20.0, 32.0, 30.714285714285715)","(101.0, 750.0, 500.0)","(3.4, 4.7, 4.593548387096774)","(5.0, 99999, 99990)","(26.0, 40.0, 38.875)","(31.0, 100.0, 75.45454545454545)"
10-01-2023 14:45:18.174089,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.2, 8.733333333333333)","(20.0, 32.0, 30.714285714285715)","(101.0, 740.0, 435.0)","(3.4, 4.7, 4.550000000000001)","(5.0, 99999, 99990)","(26.0, 40.0, 39.225806451612904)","(31.0, 100.0, 85.0)"
10-01-2023 14:45:19.430356,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.2, 9.084615384615384)","(21.0, 32.0, 30.714285714285715)","(101.0, 730.0, 435.0)","(3.4, 4.7, 4.550000000000001)","(5.0, 99999, 99990)","(26.0, 40.0, 39.225806451612904)","(31.0, 95.0, 85.0)"
10-01-2023 14:45:20.532949,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.2, 9.084615384615384)","(21.0, 32.0, 30.714285714285715)","(101.0, 730.0, 561.4285714285714)","(3.4, 4.7, 4.440909090909091)","(5.0, 99999, 99990)","(26.0, 40.0, 39.225806451612904)","(31.0, 95.0, 85.0)"
10-01-2023 14:45:21.630700,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.2, 9.084615384615384)","(21.0, 32.0, 30.615384615384617)","(101.0, 730.0, 435.0)","(3.4, 4.7, 4.62621359223301)","(5.0, 99999, 99990)","(26.0, 40.0, 39.225806451612904)","(31.0, 95.0, 85.0)"
10-01-2023 14:45:22.802486,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.2, 9.028571428571428)","(21.0, 32.0, 24.166666666666668)","(101.0, 730.0, 435.0)","(3.4, 4.7, 4.628971962616823)","(5.0, 99999, 99990)","(26.0, 40.0, 37.42857142857143)","(31.0, 95.0, 85.0)"
10-01-2023 14:45:24.001130,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.2, 8.936842105263159)","(21.0, 30.0, 24.166666666666668)","(101.0, 730.0, 435.0)","(3.4, 4.7, 4.625925925925926)","(5.0, 99999, 99990)","(26.0, 40.0, 37.42857142857143)","(31.0, 95.0, 85.0)"
10-01-2023 14:45:25.092563,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.0, 8.936842105263159)","(21.0, 30.0, 24.166666666666668)","(101.0, 730.0, 435.0)","(3.4, 4.7, 4.625925925925926)","(5.0, 99999, 99990)","(26.0, 40.0, 39.225806451612904)","(31.0, 95.0, 57.5)"
10-01-2023 14:45:26.303587,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 10.0, 8.76)","(21.0, 30.0, 24.75)","(101.0, 720.0, 330.0)","(3.4, 4.7, 4.625925925925926)","(5.0, 99999, 99990)","(26.0, 40.0, 37.42857142857143)","(31.0, 95.0, 57.0)"
10-01-2023 14:45:27.416078,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.6, 8.733333333333333)","(21.0, 30.0, 24.75)","(101.0, 710.0, 420.0)","(3.4, 4.7, 4.596629213483146)","(5.0, 99999, 99990)","(26.0, 40.0, 38.0)","(31.0, 85.0, 53.75)"
10-01-2023 14:45:28.486775,"(3.4, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.6)","(21.0, 30.0, 24.75)","(101.0, 700.0, 420.0)","(3.4, 4.6, 4.593181818181818)","(5.0, 99999, 99990)","(26.0, 40.0, 38.0)","(31.0, 80.0, 53.75)"
10-01-2023 14:45:29.532335,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.6, 8.776470588235293)","(19.0, 30.0, 24.75)","(91.0, 700.0, 415.0)","(3.4, 4.6, 4.495454545454545)","(4.6, 99999, 99990)","(26.0, 40.0, 38.0)","(31.0, 80.0, 53.75)"
10-01-2023 14:45:30.547776,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 9.25)","(19.0, 30.0, 24.75)","(91.0, 690.0, 320.0)","(3.4, 4.6, 4.461194029850746)","(4.6, 99999, 99990)","(26.0, 40.0, 36.4)","(31.0, 80.0, 55.0)"
10-01-2023 14:45:31.583148,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 9.25)","(19.0, 30.0, 24.75)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.402127659574468)","(4.6, 99999, 99990)","(26.0, 40.0, 36.4)","(31.0, 80.0, 65.45454545454545)"
10-01-2023 14:45:32.726646,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 9.25)","(19.0, 30.0, 24.75)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.383720930232558)","(4.6, 99999, 99990)","(26.0, 40.0, 37.0)","(31.0, 80.0, 71.81818181818181)"
10-01-2023 14:45:33.789848,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.95)","(19.0, 30.0, 24.4)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.383720930232558)","(4.6, 99999, 99990)","(26.0, 40.0, 38.2)","(31.0, 80.0, 71.81818181818181)"
10-01-2023 14:45:34.912023,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.95)","(19.0, 30.0, 24.4)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.383720930232558)","(4.6, 99999, 99990)","(26.0, 40.0, 38.2)","(31.0, 80.0, 71.81818181818181)"
10-01-2023 14:45:36.168120,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.375)","(4.6, 99999, 99990)","(26.0, 40.0, 38.2)","(31.0, 80.0, 65.0)"
10-01-2023 14:45:37.525261,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.383720930232558)","(4.6, 99999, 99990)","(26.0, 40.0, 38.2)","(31.0, 75.0, 72.75)"
10-01-2023 14:45:38.673623,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.392307692307692)","(4.6, 99999, 99990)","(26.0, 40.0, 39.294117647058826)","(31.0, 75.0, 69.21428571428572)"
10-01-2023 14:45:39.849060,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 680.0, 320.0)","(3.4, 4.6, 4.392307692307692)","(4.6, 99999, 99990)","(26.0, 40.0, 36.4)","(31.0, 75.0, 69.21428571428572)"
10-01-2023 14:45:41.021518,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 670.0, 486.6666666666667)","(3.4, 4.6, 4.219512195121951)","(4.6, 99999, 99990)","(26.0, 40.0, 33.77142857142857)","(31.0, 75.0, 60.0)"
10-01-2023 14:45:42.116405,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 660.0, 486.6666666666667)","(3.4, 4.6, 4.321428571428571)","(4.6, 99999, 99990)","(26.0, 34.0, 33.77142857142857)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:43.206157,"(3.6, 99999, 99990)","(4.6, 99999, 99990)","(7.0, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 660.0, 486.6666666666667)","(3.4, 4.6, 4.375)","(4.6, 99999, 99990)","(26.0, 34.0, 33.77142857142857)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:44.263841,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 660.0, 486.6666666666667)","(3.5, 4.4, 4.375)","(4.6, 99999, 99990)","(26.0, 34.0, 33.75)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:45.275954,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(19.0, 30.0, 24.4)","(91.0, 660.0, 486.6666666666667)","(3.5, 4.4, 4.375)","(4.6, 99999, 99990)","(26.0, 34.0, 33.75)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:46.294780,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(19.0, 30.0, 27.2)","(91.0, 660.0, 486.6666666666667)","(3.5, 4.4, 4.375)","(4.6, 99999, 99990)","(26.0, 34.0, 33.75)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:47.338422,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.52)","(19.0, 30.0, 27.2)","(91.0, 660.0, 218.46153846153845)","(3.5, 4.4, 4.375)","(4.6, 99999, 99990)","(26.0, 34.0, 33.75)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:48.400546,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(19.0, 30.0, 27.2)","(91.0, 650.0, 218.46153846153845)","(3.5, 4.4, 4.4125)","(4.6, 99999, 99990)","(26.0, 34.0, 33.75)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:49.489047,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(19.0, 30.0, 27.2)","(91.0, 650.0, 218.46153846153845)","(3.5, 4.6, 4.45)","(4.6, 99999, 99990)","(26.0, 34.0, 33.75)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:50.651392,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(20.0, 30.0, 27.2)","(91.0, 650.0, 218.46153846153845)","(3.5, 4.5, 4.323076923076923)","(4.6, 99999, 99990)","(26.0, 34.0, 33.75)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:51.881669,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(20.0, 30.0, 27.2)","(91.0, 650.0, 218.46153846153845)","(3.5, 4.5, 4.352941176470588)","(4.6, 99999, 99990)","(26.0, 34.0, 33.78378378378378)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:53.047254,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(20.0, 30.0, 27.2)","(91.0, 650.0, 218.46153846153845)","(3.5, 4.6, 4.352941176470588)","(4.6, 99999, 99990)","(26.0, 34.0, 33.78378378378378)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:54.233260,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(20.0, 30.0, 27.2)","(91.0, 650.0, 218.46153846153845)","(3.5, 4.6, 4.42)","(4.6, 99999, 99990)","(26.0, 42.0, 41.705882352941174)","(31.0, 75.0, 63.0)"
10-01-2023 14:45:55.431108,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 8.8)","(20.0, 30.0, 27.2)","(91.0, 650.0, 288.8888888888889)","(3.5, 4.6, 4.49090909090909)","(4.6, 99999, 99990)","(26.0, 42.0, 40.0)","(31.0, 75.0, 66.0)"
10-01-2023 14:45:56.559346,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.1)","(20.0, 30.0, 27.2)","(91.0, 810.0, 288.8888888888889)","(3.5, 4.6, 4.49090909090909)","(4.6, 99999, 99990)","(26.0, 42.0, 40.4)","(31.0, 75.0, 66.0)"
10-01-2023 14:45:57.636373,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.1)","(20.0, 30.0, 27.2)","(91.0, 810.0, 288.8888888888889)","(3.5, 4.8, 4.61875)","(4.6, 99999, 99990)","(26.0, 42.0, 41.666666666666664)","(31.0, 70.0, 62.66666666666667)"
10-01-2023 14:45:58.719614,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.200000000000001)","(20.0, 30.0, 27.2)","(91.0, 810.0, 360.0)","(3.5, 4.8, 4.6358490566037736)","(4.6, 99999, 99990)","(26.0, 42.0, 41.666666666666664)","(31.0, 70.0, 51.81818181818182)"
10-01-2023 14:45:59.919135,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.200000000000001)","(20.0, 30.0, 27.2)","(91.0, 800.0, 553.3333333333333)","(3.5, 4.8, 4.6358490566037736)","(4.6, 99999, 99990)","(26.0, 42.0, 41.666666666666664)","(31.0, 55.0, 52.5)"
10-01-2023 14:46:01.217304,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.200000000000001)","(20.0, 30.0, 27.2)","(91.0, 760.0, 238.46153846153845)","(3.5, 4.8, 4.647540983606557)","(4.6, 99999, 99990)","(26.0, 42.0, 41.666666666666664)","(31.0, 55.0, 58.75)"
10-01-2023 14:46:02.410009,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.200000000000001)","(20.0, 30.0, 27.2)","(91.0, 780.0, 238.46153846153845)","(3.5, 4.8, 4.61578947368421)","(4.6, 99999, 99990)","(26.0, 42.0, 41.8)","(31.0, 65.0, 58.75)"
10-01-2023 14:46:03.612601,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.200000000000001)","(20.0, 28.0, 27.285714285714285)","(91.0, 770.0, 350.0)","(3.5, 4.8, 4.614)","(4.6, 99999, 99990)","(26.0, 42.0, 41.84615384615385)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:04.868530,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.210526315789474)","(20.0, 30.0, 25.90909090909091)","(91.0, 770.0, 287.5)","(3.5, 4.8, 4.614)","(4.6, 99999, 99990)","(26.0, 42.0, 41.84615384615385)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:06.074264,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 9.4, 9.266666666666667)","(20.0, 29.0, 25.363636363636363)","(91.0, 730.0, 430.0)","(3.5, 4.8, 4.614)","(4.6, 99999, 99990)","(26.0, 42.0, 52.0)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:07.217183,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.8, 8.55625)","(20.0, 29.0, 25.363636363636363)","(91.0, 720.0, 430.0)","(3.5, 4.8, 4.75)","(4.6, 99999, 99990)","(26.0, 60.0, 45.76470588235294)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:08.344987,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.8, 8.488)","(20.0, 29.0, 25.363636363636363)","(91.0, 720.0, 430.0)","(3.5, 4.8, 4.75)","(4.6, 99999, 99990)","(26.0, 60.0, 42.714285714285715)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:09.592654,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.8, 8.275)","(20.0, 29.0, 25.363636363636363)","(91.0, 720.0, 333.33333333333337)","(3.5, 4.8, 4.749180327868852)","(4.4, 99999, 99990)","(26.0, 60.0, 42.714285714285715)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:10.802598,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 26.142857142857142)","(91.0, 720.0, 333.33333333333337)","(3.5, 4.8, 4.751724137931035)","(4.4, 99999, 99990)","(26.0, 60.0, 42.714285714285715)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:11.983304,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 26.142857142857142)","(91.0, 720.0, 333.33333333333337)","(3.5, 4.8, 4.751724137931035)","(4.4, 99999, 99990)","(26.0, 60.0, 42.714285714285715)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:13.108539,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 26.142857142857142)","(91.0, 720.0, 236.66666666666669)","(3.5, 4.8, 4.751724137931035)","(4.4, 99999, 99990)","(26.0, 60.0, 42.714285714285715)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:14.255842,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 26.142857142857142)","(91.0, 720.0, 236.66666666666669)","(3.5, 4.8, 4.751724137931035)","(4.4, 99999, 99990)","(26.0, 60.0, 42.714285714285715)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:15.457739,"(3.7, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.3)","(20.0, 29.0, 25.363636363636363)","(91.0, 720.0, 333.33333333333337)","(3.5, 4.8, 4.751724137931035)","(4.4, 99999, 99990)","(26.0, 50.0, 47.0)","(31.0, 65.0, 58.18181818181818)"
10-01-2023 14:46:16.715458,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.3)","(20.0, 29.0, 25.363636363636363)","(91.0, 720.0, 333.33333333333337)","(3.6, 4.8, 4.943243243243243)","(4.4, 99999, 99990)","(26.0, 50.0, 46.5)","(31.0, 65.0, 60.0)"
10-01-2023 14:46:17.881651,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 25.363636363636363)","(91.0, 720.0, 326.66666666666663)","(3.6, 5.0, 4.963636363636364)","(4.4, 99999, 99990)","(26.0, 48.0, 40.36363636363636)","(31.0, 65.0, 105.55555555555556)"
10-01-2023 14:46:19.001338,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 25.363636363636363)","(91.0, 700.0, 326.66666666666663)","(3.6, 5.4, 5.223076923076923)","(4.4, 99999, 99990)","(26.0, 48.0, 42.666666666666664)","(31.0, 150.0, 128.0)"
10-01-2023 14:46:20.100619,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 25.363636363636363)","(91.0, 680.0, 410.0)","(3.6, 5.3, 5.14375)","(4.4, 99999, 99990)","(26.0, 46.0, 39.07692307692308)","(31.0, 140.0, 127.04545454545455)"
10-01-2023 14:46:21.266360,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 26.142857142857142)","(91.0, 680.0, 410.0)","(3.6, 5.3, 5.2)","(4.4, 99999, 99990)","(26.0, 46.0, 41.5)","(31.0, 130.0, 127.04545454545455)"
10-01-2023 14:46:22.401452,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 26.142857142857142)","(91.0, 680.0, 320.0)","(3.6, 5.3, 5.121428571428571)","(4.4, 99999, 99990)","(26.0, 46.0, 41.5)","(31.0, 130.0, 127.04545454545455)"
10-01-2023 14:46:23.574579,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.275)","(20.0, 29.0, 26.142857142857142)","(91.0, 680.0, 320.0)","(3.6, 5.3, 5.121428571428571)","(4.4, 99999, 99990)","(26.0, 46.0, 42.08695652173913)","(31.0, 130.0, 117.5)"
10-01-2023 14:46:24.780597,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.1)","(20.0, 29.0, 26.846153846153847)","(91.0, 680.0, 194.0)","(3.6, 5.3, 5.1414634146341465)","(4.4, 99999, 99990)","(26.0, 46.0, 40.46153846153846)","(31.0, 120.0, 112.85714285714286)"
10-01-2023 14:46:25.961870,"(3.8, 99999, 99990)","(4.6, 99999, 99990)","(7.5, 8.4, 8.064)","(20.0, 29.0, 27.0)","(91.0, 680.0, 316.66666666666663)","(3.6, 5.3, 5.192156862745098)","(4.4, 99999, 99990)","(26.0, 46.0, 42.0)","(31.0, 120.0, 105.0)"
