,Victa Mikey,Impress Raja,Little Purpose,Canya Razor,Neangar Boy,Sandave Diamond,Allinga Grin
16-12-2022 12:18:22.539710,"(5.5, 8.0, 6.924137931034482)","(9.0, 15.5, 14.5625)","(26.0, 42.0, 40.666666666666664)","(1.55, 1.8, 1.788)","(7.0, 10.5, 9.882352941176471)","(7.0, 11.0, 10.372549019607844)","(71.0, 440.0, 292.1428571428571)"
16-12-2022 12:18:23.504471,"(5.5, 8.0, 6.976470588235294)","(9.0, 15.5, 14.5625)","(26.0, 42.0, 40.666666666666664)","(1.55, 1.8, 1.784)","(7.0, 10.5, 9.882352941176471)","(7.0, 11.0, 10.387755102040817)","(71.0, 440.0, 292.1428571428571)"
16-12-2022 12:18:24.424290,"(5.5, 7.8, 6.966666666666667)","(9.0, 15.5, 14.5625)","(26.0, 42.0, 40.666666666666664)","(1.55, 1.8, 1.788)","(7.0, 10.5, 9.882352941176471)","(7.0, 11.0, 10.387755102040817)","(71.0, 440.0, 292.1428571428571)"
16-12-2022 12:18:25.347143,"(5.5, 7.6, 7.107692307692307)","(9.0, 15.5, 14.5625)","(26.0, 42.0, 40.333333333333336)","(1.55, 1.8, 1.784)","(7.0, 10.5, 9.882352941176471)","(7.5, 11.0, 10.387755102040817)","(71.0, 440.0, 292.1428571428571)"
16-12-2022 12:18:26.273629,"(5.5, 7.6, 6.832)","(9.0, 15.5, 14.5625)","(26.0, 42.0, 40.46153846153846)","(1.55, 1.82, 1.815)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.387755102040817)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:27.256972,"(5.5, 7.6, 6.826666666666666)","(9.0, 15.5, 14.5625)","(26.0, 42.0, 40.333333333333336)","(1.55, 1.81, 1.8050000000000002)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.0625)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:28.271004,"(5.5, 7.6, 6.826666666666666)","(9.0, 15.5, 13.227272727272727)","(26.0, 42.0, 40.666666666666664)","(1.55, 1.81, 1.8073333333333335)","(7.0, 10.5, 9.75)","(7.5, 11.0, 9.98)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:29.316436,"(5.5, 7.6, 6.826666666666666)","(9.0, 15.5, 13.227272727272727)","(26.0, 42.0, 40.666666666666664)","(1.55, 1.81, 1.8)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:30.350359,"(5.5, 7.4, 6.866666666666666)","(9.0, 15.5, 13.227272727272727)","(26.0, 42.0, 40.666666666666664)","(1.55, 1.82, 1.816875)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:31.455982,"(5.5, 7.4, 6.825)","(9.0, 15.5, 13.227272727272727)","(26.0, 42.0, 40.75)","(1.55, 1.82, 1.816875)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:32.542744,"(5.5, 7.4, 6.825)","(9.0, 15.5, 13.227272727272727)","(26.0, 42.0, 40.75)","(1.55, 1.81, 1.8)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:33.582464,"(5.5, 7.4, 6.825)","(9.0, 15.5, 14.385714285714286)","(26.0, 42.0, 40.57142857142857)","(1.55, 1.81, 1.8)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:34.617989,"(5.5, 7.4, 6.825)","(9.0, 15.5, 14.385714285714286)","(26.0, 42.0, 40.333333333333336)","(1.55, 1.81, 1.8)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:35.659417,"(5.5, 7.4, 6.825)","(9.0, 15.5, 14.385714285714286)","(26.0, 42.0, 40.75)","(1.55, 1.82, 1.8176470588235294)","(7.0, 10.5, 9.75)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 267.5)"
16-12-2022 12:18:36.674830,"(5.5, 7.4, 6.882758620689655)","(9.0, 15.5, 14.08695652173913)","(26.0, 42.0, 40.75)","(1.55, 1.82, 1.8051851851851852)","(7.0, 10.5, 9.863636363636363)","(7.5, 11.0, 10.227272727272727)","(71.0, 440.0, 297.2413793103448)"
16-12-2022 12:18:37.716149,"(5.5, 7.2, 7.093333333333334)","(9.0, 15.5, 14.416666666666666)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8051851851851852)","(7.0, 10.5, 9.863636363636363)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 297.2413793103448)"
16-12-2022 12:18:38.768989,"(5.5, 7.2, 7.093333333333334)","(9.0, 15.5, 14.08695652173913)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8051851851851852)","(7.0, 10.5, 9.863636363636363)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 297.2413793103448)"
16-12-2022 12:18:39.776275,"(5.5, 7.2, 7.0)","(9.0, 15.5, 14.2)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8051851851851852)","(7.0, 10.5, 9.94848484848485)","(7.5, 11.0, 10.227272727272727)","(71.0, 440.0, 251.42857142857142)"
16-12-2022 12:18:40.773673,"(5.5, 7.2, 6.851282051282052)","(9.0, 15.5, 14.46)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.7989473684210526)","(7.0, 10.5, 9.94848484848485)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:41.769183,"(5.5, 7.0, 6.890909090909091)","(9.0, 15.5, 14.5)","(26.0, 42.0, 40.94736842105263)","(1.55, 1.82, 1.8042105263157895)","(7.0, 10.5, 9.85)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:42.713215,"(5.5, 7.2, 6.88)","(9.0, 15.5, 14.5)","(26.0, 42.0, 40.333333333333336)","(1.55, 1.82, 1.8042105263157895)","(7.0, 10.5, 9.85)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:43.672722,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 40.57142857142857)","(1.55, 1.82, 1.8062068965517242)","(7.0, 10.5, 9.85)","(7.5, 11.0, 10.227272727272727)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:44.674202,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 40.57142857142857)","(1.55, 1.82, 1.8062068965517242)","(7.0, 10.5, 9.85)","(7.5, 11.0, 10.227272727272727)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:45.730082,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8062068965517242)","(7.0, 10.5, 9.85)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:46.828630,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8075)","(7.0, 10.5, 9.85)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:47.874119,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8075)","(7.0, 10.5, 9.85)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:48.882011,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8075)","(7.0, 10.5, 9.94848484848485)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:49.895401,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.82, 1.8075)","(7.0, 10.5, 10.06)","(7.5, 11.0, 10.227272727272727)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:50.936539,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 40.94736842105263)","(1.55, 1.82, 1.8075)","(7.0, 10.5, 10.06)","(7.5, 11.0, 10.128205128205128)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:52.009394,"(5.5, 7.0, 6.914285714285715)","(9.0, 15.5, 14.5)","(26.0, 42.0, 40.94736842105263)","(1.55, 1.82, 1.8075)","(7.0, 10.5, 9.89090909090909)","(7.5, 11.0, 10.318181818181818)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:53.039785,"(5.5, 7.0, 6.933333333333334)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 40.333333333333336)","(1.55, 1.82, 1.808888888888889)","(7.0, 10.0, 9.89090909090909)","(7.5, 10.5, 10.318181818181818)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:54.066536,"(5.5, 7.0, 6.942857142857143)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.0)","(1.55, 1.82, 1.808888888888889)","(7.0, 10.5, 10.466666666666667)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 298.57142857142856)"
16-12-2022 12:18:55.092252,"(5.5, 7.0, 6.966666666666667)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.0)","(1.55, 1.82, 1.795)","(7.0, 11.0, 10.466666666666667)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 303.44827586206895)"
16-12-2022 12:18:56.110740,"(5.5, 7.0, 6.966666666666667)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.0)","(1.55, 1.8, 1.795)","(7.0, 11.0, 10.55)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 303.44827586206895)"
16-12-2022 12:18:57.135765,"(5.5, 7.0, 6.966666666666667)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.0)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.276190476190477)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 280.0)"
16-12-2022 12:18:58.120630,"(5.5, 7.0, 6.966666666666667)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.0)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.276190476190477)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:18:59.144603,"(5.5, 7.0, 6.966666666666667)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 40.57142857142857)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.276190476190477)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:00.217040,"(5.5, 7.0, 6.942857142857143)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 40.8235294117647)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.276190476190477)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:01.271076,"(5.5, 7.0, 6.8)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 40.333333333333336)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.276190476190477)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:02.331926,"(5.5, 7.0, 6.8)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.04761904761905)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.276190476190477)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:03.388322,"(5.5, 7.0, 6.8)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.1578947368421)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.276190476190477)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:04.434493,"(5.5, 7.0, 6.8)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.1578947368421)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.141935483870968)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:05.441087,"(5.5, 7.0, 6.8)","(9.0, 15.5, 14.60344827586207)","(26.0, 42.0, 41.1578947368421)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.351219512195122)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:06.424255,"(5.5, 7.0, 6.733333333333333)","(9.0, 15.5, 14.96938775510204)","(26.0, 42.0, 41.1578947368421)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.351219512195122)","(7.5, 10.5, 10.435714285714285)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:07.379191,"(5.5, 7.0, 6.666666666666666)","(9.0, 15.5, 14.96938775510204)","(26.0, 42.0, 41.1578947368421)","(1.55, 1.81, 1.8025)","(7.0, 11.0, 10.351219512195122)","(7.5, 10.5, 10.200000000000001)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:08.381274,"(5.5, 7.0, 6.8933333333333335)","(9.0, 15.5, 14.96938775510204)","(26.0, 42.0, 40.4)","(1.55, 1.8, 1.795)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.215789473684211)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:09.443014,"(5.5, 7.0, 6.8933333333333335)","(9.0, 15.5, 14.96938775510204)","(26.0, 42.0, 41.05882352941177)","(1.55, 1.8, 1.784)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.215789473684211)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:10.496167,"(5.5, 7.0, 6.84)","(9.0, 15.5, 14.794117647058824)","(26.0, 42.0, 40.857142857142854)","(1.55, 1.79, 1.784)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.215789473684211)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:11.744264,"(5.5, 7.0, 6.68)","(9.0, 15.5, 15.086206896551724)","(26.0, 42.0, 41.57142857142857)","(1.55, 1.77, 1.7612)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.08)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:12.942625,"(5.5, 7.0, 6.68)","(9.0, 15.5, 14.672413793103448)","(26.0, 42.0, 41.69230769230769)","(1.55, 1.77, 1.7612)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.118181818181819)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:14.145268,"(5.5, 7.0, 6.68)","(9.0, 15.5, 15.125)","(26.0, 42.0, 43.733333333333334)","(1.55, 1.77, 1.7612)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.215789473684211)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:15.240873,"(5.5, 7.0, 6.68)","(10.0, 15.5, 15.214285714285714)","(26.0, 44.0, 43.733333333333334)","(1.55, 1.77, 1.7626666666666666)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.215789473684211)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:16.493108,"(5.5, 7.0, 6.904)","(10.0, 15.5, 15.357142857142858)","(26.0, 44.0, 43.714285714285715)","(1.55, 1.77, 1.792)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.215789473684211)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:17.704291,"(5.5, 7.0, 6.904)","(10.0, 15.5, 15.357142857142858)","(26.0, 44.0, 39.714285714285715)","(1.55, 1.8, 1.79)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 9.975000000000001)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:18.912652,"(5.5, 7.0, 6.834482758620689)","(10.0, 15.5, 15.357142857142858)","(26.0, 44.0, 41.142857142857146)","(1.55, 1.81, 1.7972727272727274)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 9.9)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:20.120942,"(5.5, 7.0, 6.644444444444444)","(10.0, 15.5, 15.25)","(26.0, 44.0, 42.18181818181818)","(1.55, 1.8, 1.7850000000000001)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 9.9)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:21.236223,"(5.5, 7.0, 6.644444444444444)","(10.0, 15.5, 15.25)","(26.0, 44.0, 42.18181818181818)","(1.55, 1.81, 1.763125)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.2375)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:22.315547,"(5.5, 7.0, 6.644444444444444)","(10.0, 15.5, 15.25)","(26.0, 44.0, 41.142857142857146)","(1.55, 1.81, 1.7671428571428571)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.2375)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:23.554393,"(5.5, 7.0, 6.68)","(10.0, 16.5, 15.375)","(26.0, 44.0, 41.142857142857146)","(1.55, 1.77, 1.7675)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 10.25)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:24.758085,"(5.5, 7.0, 6.834482758620689)","(10.0, 16.5, 16.166666666666668)","(26.0, 44.0, 41.27272727272727)","(1.55, 1.77, 1.7403921568627452)","(7.0, 11.0, 10.366666666666667)","(7.5, 10.5, 9.966666666666667)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:26.013964,"(5.5, 7.0, 6.834482758620689)","(10.0, 16.5, 16.377551020408163)","(26.0, 44.0, 41.27272727272727)","(1.55, 1.75, 1.7201185770750989)","(7.0, 11.0, 10.366666666666667)","(7.5, 11.0, 10.027777777777779)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:27.427982,"(5.5, 7.0, 6.637499999999999)","(10.0, 16.5, 17.852941176470587)","(26.0, 44.0, 42.18181818181818)","(1.55, 1.75, 1.7126923076923077)","(7.0, 11.0, 10.366666666666667)","(7.5, 11.0, 10.027777777777779)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:28.889787,"(5.5, 7.2, 6.84)","(10.0, 18.0, 17.88095238095238)","(26.0, 44.0, 42.18181818181818)","(1.55, 1.74, 1.7122784810126581)","(7.0, 11.0, 10.443902439024392)","(7.5, 11.0, 10.03125)","(71.0, 440.0, 296.0)"
16-12-2022 12:19:30.204326,"(5.5, 7.2, 6.84)","(10.0, 18.0, 17.88095238095238)","(26.0, 44.0, 42.0)","(1.55, 1.74, 1.709032258064516)","(7.0, 11.0, 10.457142857142857)","(7.5, 11.0, 10.03125)","(71.0, 440.0, 296.0)"
16-12-2022 12:19:31.386912,"(5.5, 7.2, 6.75)","(10.0, 18.0, 17.88095238095238)","(26.0, 44.0, 42.0)","(1.55, 1.74, 1.74)","(7.0, 11.0, 10.479166666666666)","(7.5, 11.0, 10.369565217391305)","(71.0, 440.0, 296.0)"
16-12-2022 12:19:32.757597,"(5.5, 7.0, 6.85)","(10.0, 18.5, 17.796296296296298)","(26.0, 50.0, 48.0)","(1.55, 1.75, 1.732)","(7.0, 11.0, 10.479166666666666)","(7.5, 10.5, 10.317391304347826)","(71.0, 440.0, 296.0)"
16-12-2022 12:19:34.032198,"(5.5, 7.0, 6.85)","(10.0, 19.0, 17.796296296296298)","(26.0, 50.0, 48.0)","(1.55, 1.75, 1.7336363636363636)","(7.0, 11.0, 10.528301886792454)","(7.5, 10.5, 10.3)","(71.0, 440.0, 296.0)"
16-12-2022 12:19:35.204021,"(5.5, 7.0, 6.781818181818181)","(10.0, 19.0, 17.26923076923077)","(26.0, 50.0, 44.44444444444444)","(1.55, 1.75, 1.7166666666666666)","(7.0, 11.0, 9.762500000000001)","(7.5, 10.5, 10.228070175438596)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:36.381685,"(5.5, 7.2, 7.027272727272727)","(10.0, 19.0, 18.307692307692307)","(26.0, 48.0, 43.63636363636364)","(1.55, 1.73, 1.7125)","(7.0, 9.8, 9.3)","(7.5, 11.0, 10.464285714285714)","(71.0, 440.0, 302.85714285714283)"
16-12-2022 12:19:37.450757,"(5.5, 7.2, 6.872727272727273)","(10.0, 19.0, 18.5)","(26.0, 48.0, 49.473684210526315)","(1.55, 1.73, 1.714)","(7.0, 9.6, 9.484615384615385)","(7.5, 10.5, 10.464285714285714)","(71.0, 440.0, 240.71428571428572)"
16-12-2022 12:19:38.566688,"(5.5, 7.2, 7.0)","(10.0, 19.0, 18.526315789473685)","(26.0, 60.0, 48.888888888888886)","(1.55, 1.73, 1.7175)","(7.0, 9.6, 9.833333333333334)","(7.5, 10.5, 10.470588235294118)","(71.0, 440.0, 300.5)"
16-12-2022 12:19:39.750111,"(5.5, 7.2, 7.016666666666667)","(10.0, 19.0, 18.357142857142858)","(26.0, 60.0, 51.42857142857143)","(1.55, 1.72, 1.708)","(7.0, 10.0, 9.833333333333334)","(7.5, 10.5, 10.32)","(71.0, 440.0, 300.5)"
16-12-2022 12:19:40.938349,"(5.5, 7.4, 7.258823529411765)","(11.0, 20.0, 19.357142857142858)","(26.0, 60.0, 49.565217391304344)","(1.55, 1.7, 1.6953846153846153)","(7.5, 10.5, 9.964705882352941)","(7.5, 11.0, 10.280701754385966)","(71.0, 440.0, 300.5)"
16-12-2022 12:19:42.137982,"(5.5, 7.4, 7.192)","(11.0, 22.0, 21.076923076923077)","(26.0, 60.0, 49.565217391304344)","(1.55, 1.71, 1.6914285714285713)","(7.5, 10.5, 9.994444444444445)","(7.5, 11.0, 10.280701754385966)","(71.0, 440.0, 300.5)"
16-12-2022 12:19:43.366523,"(5.5, 7.4, 7.218181818181819)","(11.0, 22.0, 20.333333333333332)","(26.0, 60.0, 45.23076923076923)","(1.55, 1.7, 1.688)","(7.5, 10.5, 9.912903225806453)","(7.5, 11.0, 10.280701754385966)","(71.0, 440.0, 300.5)"
16-12-2022 12:19:44.571454,"(5.5, 7.4, 7.218181818181819)","(11.0, 21.0, 20.333333333333332)","(26.0, 60.0, 45.23076923076923)","(1.55, 1.69, 1.68327868852459)","(7.5, 10.5, 9.934615384615386)","(7.5, 11.0, 10.280701754385966)","(71.0, 440.0, 300.5)"
16-12-2022 12:19:45.756178,"(5.5, 7.4, 7.15)","(11.0, 21.0, 20.142857142857142)","(26.0, 50.0, 45.0)","(1.55, 1.7, 1.69625)","(7.5, 10.5, 9.98918918918919)","(7.5, 11.0, 10.472727272727273)","(71.0, 440.0, 336.25)"
16-12-2022 12:19:46.890490,"(5.5, 7.0, 6.8)","(11.0, 21.0, 20.2)","(26.0, 50.0, 45.45454545454545)","(1.55, 1.7, 1.6957894736842105)","(7.5, 10.5, 9.925)","(7.5, 11.0, 10.382978723404255)","(71.0, 430.0, 307.22222222222223)"
16-12-2022 12:19:48.005659,"(5.5, 7.0, 6.826666666666666)","(11.0, 21.0, 20.2)","(26.0, 60.0, 45.45454545454545)","(1.55, 1.71, 1.6944444444444444)","(7.5, 10.5, 10.052777777777779)","(7.5, 11.0, 10.488372093023255)","(71.0, 420.0, 307.22222222222223)"
16-12-2022 12:19:49.044731,"(5.5, 7.0, 6.826666666666666)","(11.0, 21.0, 20.2)","(26.0, 60.0, 45.45454545454545)","(1.55, 1.71, 1.6944444444444444)","(7.5, 10.5, 10.052777777777779)","(7.5, 11.0, 10.488372093023255)","(71.0, 420.0, 307.22222222222223)"
16-12-2022 12:19:50.182262,"(5.5, 7.0, 6.778947368421052)","(11.0, 21.0, 20.652173913043477)","(26.0, 60.0, 51.578947368421055)","(1.55, 1.71, 1.7029411764705882)","(7.5, 10.5, 10.052777777777779)","(7.5, 11.0, 10.488372093023255)","(71.0, 420.0, 307.22222222222223)"
16-12-2022 12:19:51.156637,"(5.5, 7.0, 6.778947368421052)","(11.0, 21.0, 18.5)","(26.0, 60.0, 51.578947368421055)","(1.55, 1.71, 1.6985714285714286)","(7.5, 10.5, 10.057894736842107)","(7.5, 11.0, 10.660714285714286)","(71.0, 420.0, 314.0909090909091)"
16-12-2022 12:19:52.243100,"(5.5, 7.0, 6.779999999999999)","(11.0, 20.0, 19.821428571428573)","(26.0, 60.0, 52.0)","(1.55, 1.71, 1.716)","(7.5, 10.5, 10.096153846153847)","(7.5, 11.0, 9.133333333333333)","(71.0, 400.0, 314.0909090909091)"
16-12-2022 12:19:53.308795,"(5.5, 7.0, 6.811764705882353)","(11.0, 20.0, 18.88888888888889)","(26.0, 60.0, 52.0)","(1.55, 1.72, 1.716)","(7.5, 10.5, 10.15625)","(7.5, 9.4, 9.22)","(71.0, 400.0, 314.0909090909091)"
16-12-2022 12:19:54.483142,"(5.5, 7.2, 6.936)","(12.0, 19.5, 19.3125)","(26.0, 60.0, 52.22222222222222)","(1.55, 1.73, 1.713481228668942)","(7.5, 10.5, 10.28)","(8.0, 9.4, 9.061538461538461)","(81.0, 400.0, 317.27272727272725)"
16-12-2022 12:19:55.540072,"(5.5, 7.2, 7.0)","(12.0, 19.5, 19.3125)","(26.0, 60.0, 52.22222222222222)","(1.55, 1.73, 1.713481228668942)","(7.5, 10.5, 10.291666666666666)","(8.0, 9.4, 9.029411764705882)","(81.0, 400.0, 317.27272727272725)"
16-12-2022 12:19:56.603809,"(5.5, 7.0, 6.875)","(12.0, 19.0, 18.333333333333332)","(26.0, 60.0, 54.54545454545455)","(1.55, 1.76, 1.740909090909091)","(7.5, 10.5, 10.25)","(8.0, 9.4, 9.070967741935485)","(81.0, 400.0, 317.27272727272725)"
16-12-2022 12:19:57.575419,"(5.5, 7.0, 6.892307692307692)","(12.0, 18.0, 17.77777777777778)","(26.0, 60.0, 53.80952380952381)","(1.55, 1.76, 1.7428571428571429)","(7.5, 10.5, 10.033333333333333)","(8.0, 9.4, 9.08)","(81.0, 400.0, 317.27272727272725)"
16-12-2022 12:19:58.599811,"(5.5, 7.0, 6.883333333333333)","(12.0, 19.0, 18.692307692307693)","(26.0, 60.0, 55.714285714285715)","(1.55, 1.75, 1.7536363636363637)","(7.5, 10.5, 10.029411764705882)","(8.0, 9.2, 8.884210526315789)","(81.0, 400.0, 317.27272727272725)"
16-12-2022 12:19:59.689602,"(5.5, 7.0, 6.866666666666666)","(12.0, 21.0, 18.2)","(26.0, 60.0, 55.714285714285715)","(1.55, 1.77, 1.769047619047619)","(7.5, 10.5, 10.029411764705882)","(8.0, 9.0, 8.852631578947369)","(81.0, 400.0, 327.5)"
16-12-2022 12:20:00.834173,"(5.5, 7.0, 6.866666666666666)","(12.0, 20.0, 17.77777777777778)","(26.0, 60.0, 55.714285714285715)","(1.55, 1.77, 1.7746341463414634)","(7.5, 10.5, 10.02)","(8.0, 9.0, 8.825)","(81.0, 390.0, 296.25)"
16-12-2022 12:20:01.939951,"(5.5, 7.0, 6.781818181818181)","(12.0, 19.5, 18.166666666666668)","(26.0, 60.0, 55.714285714285715)","(1.55, 1.78, 1.736)","(7.5, 10.5, 10.428571428571429)","(8.0, 9.0, 8.894117647058824)","(81.0, 390.0, 290.0)"
