,Refulgent,Kaseys Money,Shy But Savage,Out Of Aussie,Laughing Les,Pocket Money,Zipping Victoria,Shes In Clover
07-01-2023 19:05:33.480608,"(2.25, 2.6, 2.5533333333333332)","(17.0, 22.0, 20.333333333333332)","(81.0, 650.0, 510.0)","(51.0, 130.0, 119.0909090909091)","(6.0, 8.2, 8.055172413793104)","(5.0, 7.0, 6.6000000000000005)","(31.0, 75.0, 70.3125)","(2.8, 4.1, 3.990243902439024)"
07-01-2023 19:05:34.925265,"(2.25, 2.58, 2.5685714285714285)","(17.0, 22.0, 21.285714285714285)","(81.0, 650.0, 510.0)","(51.0, 130.0, 119.0909090909091)","(6.0, 8.2, 8.160869565217391)","(5.0, 7.0, 6.502439024390244)","(31.0, 75.0, 71.66666666666667)","(2.8, 4.1, 3.981578947368421)"
07-01-2023 19:05:36.381179,"(2.25, 2.58, 2.551764705882353)","(16.0, 22.0, 21.285714285714285)","(101.0, 650.0, 515.0)","(51.0, 130.0, 120.76923076923077)","(6.0, 8.2, 8.160869565217391)","(5.0, 7.0, 6.433333333333334)","(31.0, 75.0, 67.5)","(2.8, 4.1, 3.997142857142857)"
07-01-2023 19:05:37.784676,"(2.25, 2.58, 2.468)","(16.0, 22.0, 20.333333333333332)","(101.0, 650.0, 515.0)","(51.0, 130.0, 120.76923076923077)","(6.0, 8.2, 8.160869565217391)","(5.0, 7.0, 6.433333333333334)","(31.0, 80.0, 67.5)","(2.8, 4.1, 3.981578947368421)"
07-01-2023 19:05:39.083440,"(2.25, 2.54, 2.471111111111111)","(16.0, 22.0, 19.75)","(101.0, 650.0, 515.0)","(51.0, 130.0, 120.4)","(6.0, 8.2, 8.160869565217391)","(5.0, 7.0, 6.448648648648649)","(31.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.997142857142857)"
07-01-2023 19:05:40.343623,"(2.25, 2.52, 2.477692307692308)","(16.0, 22.0, 19.8125)","(101.0, 650.0, 515.0)","(51.0, 130.0, 120.4)","(6.0, 8.2, 8.160869565217391)","(5.0, 7.0, 6.448648648648649)","(31.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9499999999999997)"
07-01-2023 19:05:41.539851,"(2.25, 2.54, 2.533684210526316)","(16.0, 22.0, 20.541666666666668)","(101.0, 650.0, 510.0)","(51.0, 130.0, 106.66666666666667)","(6.0, 8.2, 8.160869565217391)","(5.0, 7.0, 6.433333333333334)","(31.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.971428571428571)"
07-01-2023 19:05:42.775471,"(2.25, 2.54, 2.5142857142857142)","(16.0, 22.0, 20.541666666666668)","(101.0, 650.0, 455.0)","(61.0, 130.0, 112.5)","(5.5, 8.2, 8.160869565217391)","(5.0, 7.0, 6.433333333333334)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.971428571428571)"
07-01-2023 19:05:43.979888,"(2.25, 2.54, 2.4828571428571427)","(16.0, 22.0, 20.541666666666668)","(101.0, 650.0, 455.0)","(61.0, 130.0, 112.5)","(5.5, 8.2, 8.160869565217391)","(5.0, 7.0, 6.433333333333334)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9499999999999997)"
07-01-2023 19:05:45.178206,"(2.25, 2.54, 2.4828571428571427)","(16.0, 22.0, 20.541666666666668)","(101.0, 650.0, 515.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 9.0, 9.725)","(5.0, 7.0, 6.433333333333334)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9499999999999997)"
07-01-2023 19:05:46.405968,"(2.25, 2.54, 2.44)","(16.0, 22.0, 20.541666666666668)","(101.0, 650.0, 515.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.725)","(5.0, 7.0, 6.433333333333334)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9499999999999997)"
07-01-2023 19:05:47.638432,"(2.25, 2.54, 2.474666666666667)","(16.0, 22.0, 20.115384615384617)","(101.0, 650.0, 515.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 8.847999999999999)","(5.0, 6.8, 6.366666666666667)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9499999999999997)"
07-01-2023 19:05:48.902652,"(2.25, 2.54, 2.46)","(16.0, 22.0, 20.115384615384617)","(101.0, 650.0, 605.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 8.523076923076923)","(5.0, 6.8, 6.366666666666667)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9499999999999997)"
07-01-2023 19:05:50.143328,"(2.25, 2.54, 2.4384615384615382)","(16.0, 22.0, 19.8)","(101.0, 650.0, 582.5)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 8.523076923076923)","(5.0, 6.8, 6.288888888888889)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9499999999999997)"
07-01-2023 19:05:51.397558,"(2.25, 2.54, 2.4384615384615382)","(16.0, 22.0, 21.0)","(101.0, 650.0, 582.5)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.4)","(5.0, 6.8, 6.466666666666667)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.954545454545454)"
07-01-2023 19:05:52.676532,"(2.25, 2.52, 2.4783333333333335)","(16.0, 22.0, 21.0)","(101.0, 650.0, 596.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.3)","(5.0, 6.6, 6.36)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.9666666666666663)"
07-01-2023 19:05:53.920728,"(2.25, 2.52, 2.5075)","(16.0, 22.0, 21.0)","(101.0, 650.0, 575.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.100000000000001)","(5.0, 6.6, 6.314285714285714)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.962162162162162)"
07-01-2023 19:05:55.064756,"(2.25, 2.52, 2.486666666666667)","(16.0, 22.0, 21.0)","(101.0, 650.0, 575.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.181818181818182)","(5.0, 6.6, 6.314285714285714)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.962162162162162)"
07-01-2023 19:05:56.221019,"(2.25, 2.52, 2.5075)","(16.0, 22.0, 21.285714285714285)","(101.0, 650.0, 575.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.28)","(5.0, 6.6, 6.314285714285714)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.962162162162162)"
07-01-2023 19:05:57.553307,"(2.25, 2.52, 2.46)","(16.0, 22.0, 21.37735849056604)","(101.0, 650.0, 575.0)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.28)","(5.0, 6.6, 6.266666666666667)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.962162162162162)"
07-01-2023 19:05:58.930329,"(2.25, 2.52, 2.4927272727272727)","(16.0, 22.0, 21.3265306122449)","(101.0, 650.0, 591.4285714285714)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.712)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:00.204928,"(2.25, 2.52, 2.4927272727272727)","(16.0, 22.0, 21.3265306122449)","(101.0, 650.0, 612.7272727272727)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.712)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:01.477587,"(2.25, 2.52, 2.502)","(16.0, 22.0, 19.8)","(101.0, 650.0, 612.7272727272727)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.733333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:02.872474,"(2.25, 2.46, 2.44)","(16.0, 22.0, 20.80952380952381)","(101.0, 650.0, 553.3333333333334)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.811764705882354)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:04.142158,"(2.25, 2.46, 2.44)","(16.0, 22.0, 20.80952380952381)","(101.0, 650.0, 553.3333333333334)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.811764705882354)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:05.397090,"(2.25, 2.44, 2.435)","(16.0, 22.0, 21.07894736842105)","(101.0, 650.0, 753.75)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:06.697242,"(2.25, 2.44, 2.435)","(16.0, 22.0, 21.07894736842105)","(101.0, 990.0, 753.75)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:07.925424,"(2.25, 2.46, 2.44)","(16.0, 22.0, 21.07894736842105)","(101.0, 990.0, 753.75)","(61.0, 130.0, 113.84615384615384)","(5.5, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:09.171679,"(2.25, 2.46, 2.44)","(16.0, 22.0, 21.07894736842105)","(101.0, 990.0, 675.0)","(61.0, 130.0, 122.22222222222223)","(5.5, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:10.404545,"(2.25, 2.46, 2.4525)","(16.0, 22.0, 21.07894736842105)","(101.0, 990.0, 622.5)","(61.0, 130.0, 122.22222222222223)","(5.5, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(2.8, 4.1, 3.930434782608695)"
07-01-2023 19:06:11.565606,"(2.15, 2.46, 2.44)","(17.0, 22.0, 21.07894736842105)","(101.0, 990.0, 668.8888888888889)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:12.778903,"(2.15, 2.46, 2.44)","(17.0, 22.0, 21.07894736842105)","(101.0, 690.0, 654.4444444444445)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:13.964949,"(2.15, 2.44, 2.435)","(17.0, 22.0, 21.07894736842105)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:15.121138,"(2.15, 2.44, 2.4266666666666667)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:16.356046,"(2.15, 2.44, 2.435)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:17.542794,"(2.15, 2.44, 2.4266666666666667)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.236363636363636)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:18.716148,"(2.15, 2.44, 2.4266666666666667)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.236363636363636)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:19.950925,"(2.15, 2.46, 2.4525)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.236363636363636)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:21.204243,"(2.15, 2.46, 2.435)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.893333333333333)","(5.0, 6.6, 6.236363636363636)","(41.0, 80.0, 70.27777777777777)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:22.519629,"(2.15, 2.44, 2.4266666666666667)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.82857142857143)","(5.0, 6.6, 6.236363636363636)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:23.812606,"(2.15, 2.44, 2.435)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.84)","(5.0, 6.6, 6.275)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:25.073932,"(2.15, 2.44, 2.435)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.84)","(5.0, 6.6, 6.241379310344827)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:26.364003,"(2.15, 2.44, 2.4266666666666667)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.84)","(5.0, 6.6, 6.241379310344827)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.930434782608695)"
07-01-2023 19:06:27.579297,"(2.15, 2.44, 2.4266666666666667)","(17.0, 22.0, 20.970588235294116)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.0, 9.68)","(5.0, 6.6, 6.241379310344827)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.913333333333333)"
07-01-2023 19:06:28.776708,"(2.15, 2.44, 2.435)","(17.0, 26.0, 23.0)","(101.0, 690.0, 650.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 11.0, 10.25)","(5.0, 6.6, 6.266666666666667)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:29.988125,"(2.15, 2.44, 2.435)","(17.0, 25.0, 24.633333333333333)","(101.0, 690.0, 626.0)","(71.0, 130.0, 122.22222222222223)","(6.0, 10.5, 10.428571428571429)","(5.0, 6.6, 6.236363636363636)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:31.165453,"(2.15, 2.44, 2.438222222222222)","(17.0, 25.0, 24.633333333333333)","(101.0, 690.0, 626.0)","(71.0, 130.0, 113.84615384615384)","(6.0, 10.5, 10.705882352941176)","(5.0, 6.6, 6.275)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:32.346863,"(2.15, 2.44, 2.41)","(17.0, 25.0, 24.633333333333333)","(101.0, 690.0, 626.0)","(71.0, 130.0, 113.84615384615384)","(6.0, 11.0, 10.666666666666666)","(5.0, 6.6, 6.275)","(41.0, 80.0, 67.5)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:33.502603,"(2.15, 2.44, 2.4372413793103447)","(17.0, 23.0, 20.46153846153846)","(101.0, 690.0, 626.0)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.6875)","(5.0, 6.6, 6.21)","(41.0, 80.0, 65.52631578947368)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:34.732987,"(2.15, 2.5, 2.490666666666667)","(17.0, 25.0, 20.966666666666665)","(101.0, 690.0, 626.0)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.628571428571428)","(5.0, 6.6, 6.2372093023255815)","(41.0, 80.0, 65.52631578947368)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:36.135459,"(2.15, 2.5, 2.4219999999999997)","(17.0, 24.0, 21.46875)","(101.0, 690.0, 626.0)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.71111111111111)","(5.0, 6.6, 6.2372093023255815)","(41.0, 80.0, 65.52631578947368)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:37.512578,"(2.15, 2.5, 2.464)","(17.0, 24.0, 21.833333333333332)","(101.0, 690.0, 547.1428571428571)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.71111111111111)","(5.0, 6.6, 6.2372093023255815)","(41.0, 80.0, 66.11111111111111)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:38.911171,"(2.15, 2.48, 2.4299999999999997)","(17.0, 24.0, 21.833333333333332)","(101.0, 680.0, 547.1428571428571)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.653061224489797)","(5.0, 6.6, 6.2372093023255815)","(41.0, 80.0, 65.52631578947368)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:40.281702,"(2.15, 2.46, 2.42)","(17.0, 24.0, 22.0)","(101.0, 680.0, 547.1428571428571)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.516129032258064)","(5.0, 6.6, 6.2372093023255815)","(41.0, 80.0, 65.52631578947368)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:41.693350,"(2.15, 2.44, 2.4375757575757575)","(17.0, 24.0, 22.0)","(101.0, 680.0, 547.1428571428571)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.508196721311476)","(5.0, 6.6, 6.2372093023255815)","(41.0, 80.0, 65.52631578947368)","(3.0, 4.1, 3.9186046511627906)"
07-01-2023 19:06:43.008789,"(2.15, 2.44, 2.4353846153846153)","(17.0, 24.0, 22.32258064516129)","(101.0, 680.0, 547.1428571428571)","(71.0, 130.0, 109.0)","(6.0, 11.0, 10.545454545454545)","(5.0, 6.6, 6.264516129032258)","(41.0, 80.0, 64.0)","(3.0, 4.1, 3.9062499999999996)"
07-01-2023 19:06:44.364553,"(2.15, 2.44, 2.4366666666666665)","(17.0, 24.0, 22.32258064516129)","(101.0, 680.0, 576.6666666666666)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.545454545454545)","(5.0, 6.6, 6.253846153846154)","(41.0, 80.0, 66.95652173913044)","(3.0, 4.1, 3.9062499999999996)"
07-01-2023 19:06:45.922365,"(2.15, 2.44, 2.4366666666666665)","(17.0, 24.0, 22.32258064516129)","(101.0, 680.0, 724.2857142857142)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.545454545454545)","(5.0, 6.6, 6.2749999999999995)","(41.0, 80.0, 66.95652173913044)","(3.0, 4.1, 3.910869565217391)"
07-01-2023 19:06:47.376723,"(2.15, 2.44, 2.4366666666666665)","(17.0, 24.0, 22.32258064516129)","(101.0, 990.0, 724.2857142857142)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.537313432835822)","(5.0, 6.6, 6.2749999999999995)","(41.0, 80.0, 66.95652173913044)","(3.0, 4.1, 3.9)"
07-01-2023 19:06:48.709287,"(2.15, 2.42, 2.418181818181818)","(17.0, 24.0, 22.32258064516129)","(101.0, 990.0, 724.2857142857142)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.545454545454545)","(5.0, 6.6, 6.247058823529412)","(41.0, 80.0, 66.95652173913044)","(3.0, 4.1, 3.9)"
07-01-2023 19:06:50.042573,"(2.15, 2.42, 2.418181818181818)","(17.0, 24.0, 21.674418604651162)","(101.0, 830.0, 738.0)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.545454545454545)","(5.0, 6.6, 6.3028571428571425)","(41.0, 80.0, 66.95652173913044)","(3.0, 4.1, 3.9)"
07-01-2023 19:06:51.233480,"(2.15, 2.42, 2.4057142857142857)","(17.0, 24.0, 21.674418604651162)","(101.0, 830.0, 738.0)","(71.0, 130.0, 100.0)","(6.0, 11.0, 10.545454545454545)","(5.0, 6.6, 6.3028571428571425)","(41.0, 80.0, 66.95652173913044)","(3.0, 4.1, 3.9)"
07-01-2023 19:06:52.542309,"(2.15, 2.38, 2.375)","(17.0, 24.0, 21.674418604651162)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.521739130434783)","(5.0, 6.6, 6.228571428571429)","(41.0, 80.0, 61.53846153846154)","(3.0, 4.1, 3.8927272727272726)"
07-01-2023 19:06:53.861698,"(2.15, 2.4, 2.37)","(17.0, 24.0, 21.955555555555556)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.514285714285714)","(5.0, 6.6, 6.3028571428571425)","(41.0, 80.0, 67.36842105263158)","(3.0, 4.1, 3.8927272727272726)"
07-01-2023 19:06:55.283994,"(2.15, 2.4, 2.355)","(17.0, 24.0, 21.955555555555556)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.521739130434783)","(5.0, 6.6, 6.228571428571429)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.8927272727272726)"
07-01-2023 19:06:56.681013,"(2.15, 2.4, 2.3226666666666667)","(17.0, 24.0, 21.571428571428573)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.5625)","(5.0, 6.6, 6.253333333333333)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.873809523809524)"
07-01-2023 19:06:58.094293,"(2.15, 2.36, 2.3226666666666667)","(17.0, 24.0, 21.6)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.569230769230769)","(5.0, 6.6, 6.296969696969697)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.8927272727272726)"
07-01-2023 19:06:59.441742,"(2.15, 2.36, 2.305212121212121)","(17.0, 24.0, 21.6)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.5625)","(5.0, 6.6, 6.296969696969697)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.8927272727272726)"
07-01-2023 19:07:00.839699,"(2.15, 2.34, 2.3228571428571425)","(17.0, 24.0, 21.6)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.5625)","(5.0, 6.6, 6.2153846153846155)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.9019999999999997)"
07-01-2023 19:07:02.113855,"(2.15, 2.34, 2.3228571428571425)","(17.0, 24.0, 21.6)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.72549019607843)","(5.0, 6.6, 6.3052631578947365)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.9019999999999997)"
07-01-2023 19:07:03.358569,"(2.15, 2.34, 2.316)","(17.0, 24.0, 21.6)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.0)","(6.0, 11.0, 10.69811320754717)","(5.0, 6.6, 6.333333333333333)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.9)"
07-01-2023 19:07:04.656467,"(2.15, 2.34, 2.307272727272727)","(17.0, 24.0, 21.6)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.875)","(6.0, 11.0, 10.529411764705882)","(5.0, 6.6, 6.425000000000001)","(41.0, 80.0, 69.56521739130434)","(3.0, 4.1, 3.871739130434783)"
07-01-2023 19:07:05.911993,"(2.15, 2.34, 2.307272727272727)","(17.0, 24.0, 21.6)","(101.0, 830.0, 738.0)","(71.0, 130.0, 116.875)","(6.0, 11.0, 10.766666666666667)","(5.0, 6.6, 6.496296296296296)","(41.0, 80.0, 71.81818181818181)","(3.0, 4.1, 3.8941176470588235)"
07-01-2023 19:07:07.123066,"(2.15, 2.36, 2.355)","(17.0, 24.0, 21.54385964912281)","(101.0, 820.0, 426.25)","(71.0, 130.0, 112.85714285714286)","(6.0, 11.0, 10.766666666666667)","(5.0, 6.6, 6.503448275862069)","(41.0, 80.0, 71.81818181818181)","(3.0, 4.0, 3.8941176470588235)"
07-01-2023 19:07:08.384212,"(2.15, 2.36, 2.342222222222222)","(17.0, 24.0, 21.54385964912281)","(101.0, 820.0, 520.0)","(71.0, 130.0, 112.85714285714286)","(6.0, 11.0, 10.787878787878787)","(5.0, 6.6, 6.503448275862069)","(41.0, 80.0, 72.5)","(3.0, 4.0, 3.874)"
07-01-2023 19:07:09.532810,"(2.15, 2.36, 2.3552941176470585)","(17.0, 23.0, 22.869565217391305)","(101.0, 810.0, 480.0)","(71.0, 130.0, 112.85714285714286)","(6.0, 11.0, 10.787878787878787)","(5.0, 6.6, 6.503448275862069)","(41.0, 80.0, 72.5)","(3.0, 4.0, 3.874)"
07-01-2023 19:07:10.821185,"(2.15, 2.38, 2.3642105263157895)","(17.0, 24.0, 22.058823529411764)","(101.0, 810.0, 470.0)","(71.0, 130.0, 104.28571428571429)","(6.0, 11.0, 10.779411764705882)","(5.0, 6.8, 6.780952380952381)","(41.0, 80.0, 73.57142857142857)","(3.0, 3.85, 3.8134615384615382)"
07-01-2023 19:07:12.178701,"(2.15, 2.38, 2.358181818181818)","(17.0, 24.0, 22.058823529411764)","(101.0, 810.0, 470.0)","(71.0, 130.0, 104.28571428571429)","(6.0, 11.0, 10.779411764705882)","(5.0, 6.8, 6.780952380952381)","(41.0, 80.0, 73.57142857142857)","(3.0, 3.85, 3.8205882352941174)"
07-01-2023 19:07:13.535379,"(2.15, 2.38, 2.358181818181818)","(17.0, 24.0, 22.058823529411764)","(101.0, 810.0, 470.0)","(71.0, 130.0, 104.28571428571429)","(6.0, 11.0, 10.796875)","(5.0, 6.8, 6.747826086956522)","(41.0, 80.0, 74.47368421052632)","(3.0, 3.85, 3.8205882352941174)"
07-01-2023 19:07:14.852665,"(2.15, 2.38, 2.3610526315789473)","(17.0, 24.0, 22.058823529411764)","(101.0, 810.0, 504.0)","(71.0, 130.0, 110.0)","(6.0, 11.0, 10.911764705882353)","(5.0, 6.8, 6.68)","(41.0, 80.0, 75.43478260869566)","(3.0, 3.85, 3.8454545454545452)"
07-01-2023 19:07:16.203004,"(2.15, 2.32, 2.3099999999999996)","(17.0, 24.0, 22.829268292682926)","(101.0, 810.0, 418.0)","(71.0, 130.0, 110.0)","(6.0, 11.5, 10.71875)","(5.0, 7.0, 6.628571428571428)","(41.0, 80.0, 74.47368421052632)","(3.0, 3.9, 3.821428571428571)"
07-01-2023 19:07:17.608686,"(2.15, 2.36, 2.3355555555555556)","(17.0, 24.0, 22.857142857142858)","(101.0, 810.0, 418.0)","(71.0, 130.0, 110.0)","(6.0, 11.5, 10.768292682926829)","(5.0, 7.0, 6.75)","(41.0, 80.0, 74.47368421052632)","(3.0, 3.9, 3.821428571428571)"
