,Nolde,Muay Thai,First Premio,Diamond Blitz,Sky Dinski,Mount Pelliar,Claim Of Passion,Bronze Warrior
07-01-2023 09:14:50.462305,"(8.5, 10.0, 9.807407407407407)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.1275)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.2, 7.138461538461539)","(8.0, 11.0, 10.74)"
07-01-2023 09:14:51.536814,"(8.5, 10.0, 9.807407407407407)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.1326315789473687)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.2, 7.138461538461539)","(8.0, 11.0, 10.74)"
07-01-2023 09:14:52.577576,"(8.5, 10.0, 9.807407407407407)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.123529411764706)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.2, 7.138461538461539)","(8.0, 11.0, 10.74)"
07-01-2023 09:14:53.661671,"(8.5, 10.0, 9.807407407407407)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.123529411764706)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.2, 7.138461538461539)","(8.0, 11.0, 10.74)"
07-01-2023 09:14:54.735423,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.138675496688742)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.2, 7.105882352941177)","(8.0, 11.0, 10.74)"
07-01-2023 09:14:55.840151,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.138675496688742)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.2, 6.782278481012658)","(8.0, 11.0, 10.74)"
07-01-2023 09:14:56.935550,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.138675496688742)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.782278481012658)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:14:58.030552,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.14, 2.138675496688742)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.782278481012658)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:14:59.135003,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1514285714285717)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.782278481012658)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:15:00.230765,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1514285714285717)","(9.0, 11.5, 11.233333333333333)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.782278481012658)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:15:01.316534,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1542857142857144)","(9.0, 11.5, 11.214285714285714)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.782278481012658)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:15:02.408539,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1542857142857144)","(9.0, 11.5, 11.214285714285714)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.782278481012658)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:15:03.501164,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1542857142857144)","(9.0, 11.5, 11.214285714285714)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.742105263157894)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:15:04.585465,"(8.5, 10.0, 9.8)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1551724137931036)","(9.0, 11.5, 11.214285714285714)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 6.8, 6.764383561643835)","(8.0, 11.0, 10.69811320754717)"
07-01-2023 09:15:05.682549,"(8.5, 10.0, 9.847058823529412)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1574074074074074)","(9.0, 11.5, 11.214285714285714)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.628301886792452)","(8.0, 11.0, 10.62962962962963)"
07-01-2023 09:15:06.738595,"(8.5, 10.5, 9.851851851851853)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.158703703703704)","(9.0, 11.5, 11.214285714285714)","(17.0, 32.0, 30.2)","(21.0, 70.0, 67.0)","(6.0, 7.0, 6.714754098360656)","(8.0, 11.0, 10.62962962962963)"
07-01-2023 09:15:07.825452,"(8.5, 10.0, 9.885714285714286)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.1564102564102567)","(9.0, 11.5, 11.157894736842104)","(17.0, 32.0, 31.0)","(21.0, 70.0, 67.0)","(6.0, 6.8, 6.506382978723404)","(8.0, 11.0, 10.485714285714286)"
07-01-2023 09:15:08.896599,"(8.5, 10.5, 9.877777777777778)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.174509803921569)","(9.0, 11.5, 11.157894736842104)","(17.0, 32.0, 31.0)","(21.0, 70.0, 67.0)","(6.0, 6.6, 6.506382978723404)","(8.0, 10.5, 10.303571428571429)"
07-01-2023 09:15:09.988656,"(8.5, 9.8, 9.611764705882354)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.151803278688525)","(9.0, 11.5, 11.061224489795919)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 61.666666666666664)","(6.0, 6.6, 6.484210526315789)","(8.0, 11.0, 10.685185185185185)"
07-01-2023 09:15:11.090444,"(8.5, 9.8, 9.611764705882354)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.151803278688525)","(9.0, 11.5, 11.032608695652174)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 61.666666666666664)","(6.0, 6.6, 6.484210526315789)","(8.0, 11.0, 10.685185185185185)"
07-01-2023 09:15:12.142081,"(8.5, 9.8, 9.50909090909091)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.16, 2.151803278688525)","(9.0, 11.5, 10.718181818181819)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 61.666666666666664)","(6.0, 6.6, 6.484210526315789)","(8.0, 11.0, 10.717391304347826)"
07-01-2023 09:15:13.188484,"(8.5, 9.8, 9.50909090909091)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.165263157894737)","(9.0, 11.5, 10.718181818181819)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 61.666666666666664)","(6.0, 6.6, 6.484210526315789)","(8.0, 11.0, 10.717391304347826)"
07-01-2023 09:15:14.215357,"(8.5, 9.8, 9.50909090909091)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.1698795180722894)","(8.5, 11.5, 10.718181818181819)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 61.666666666666664)","(6.0, 6.6, 6.487179487179487)","(8.0, 11.0, 10.717391304347826)"
07-01-2023 09:15:15.299006,"(8.5, 9.8, 9.50909090909091)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.1672727272727275)","(8.5, 11.5, 10.718181818181819)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 61.666666666666664)","(6.0, 6.6, 6.485)","(8.0, 11.0, 10.717391304347826)"
07-01-2023 09:15:16.368888,"(8.5, 9.8, 9.50909090909091)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.1672727272727275)","(8.5, 11.5, 10.718181818181819)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 60.0)","(6.0, 6.6, 6.485)","(8.0, 11.0, 10.717391304347826)"
07-01-2023 09:15:17.439945,"(8.5, 9.8, 9.50909090909091)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.167692307692308)","(8.5, 11.5, 10.718181818181819)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.485)","(8.0, 11.0, 10.704545454545455)"
07-01-2023 09:15:18.503752,"(8.5, 9.8, 9.470588235294118)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.1741176470588237)","(8.5, 11.5, 10.60909090909091)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.485)","(8.0, 11.0, 10.704545454545455)"
07-01-2023 09:15:19.560687,"(8.5, 9.6, 9.485714285714286)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.1751219512195124)","(8.5, 11.5, 10.60909090909091)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.485)","(8.0, 11.0, 10.75)"
07-01-2023 09:15:20.595195,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.18, 2.1751219512195124)","(8.5, 11.5, 10.625)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.485)","(8.0, 11.0, 10.75)"
07-01-2023 09:15:21.638131,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.541666666666668)","(1.9, 2.2, 2.165045045045045)","(8.5, 11.5, 10.625)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.497872340425532)","(8.0, 11.0, 10.75)"
07-01-2023 09:15:22.638666,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.571428571428573)","(1.9, 2.2, 2.165045045045045)","(8.5, 11.5, 10.625)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.461290322580646)","(8.0, 11.0, 10.732142857142858)"
07-01-2023 09:15:23.646139,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.8)","(1.9, 2.2, 2.165045045045045)","(8.5, 11.5, 10.669491525423728)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.47887323943662)","(8.0, 11.0, 10.732142857142858)"
07-01-2023 09:15:24.635502,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.8)","(1.9, 2.2, 2.165045045045045)","(8.5, 11.5, 10.669491525423728)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.4868421052631575)","(8.0, 11.0, 10.711538461538462)"
07-01-2023 09:15:25.636801,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.8)","(1.9, 2.2, 2.165266457680251)","(8.5, 11.5, 10.669491525423728)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.4868421052631575)","(8.0, 11.0, 10.625)"
07-01-2023 09:15:26.614555,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.8)","(1.9, 2.2, 2.18246835443038)","(8.5, 11.5, 10.669491525423728)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 60.0)","(6.0, 6.6, 6.491139240506329)","(8.0, 11.0, 10.613636363636363)"
07-01-2023 09:15:27.588027,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.8)","(1.9, 2.2, 2.165266457680251)","(8.5, 11.5, 10.669491525423728)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 60.0)","(6.0, 6.6, 6.491139240506329)","(8.0, 11.0, 10.6)"
07-01-2023 09:15:28.596828,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.46153846153846)","(1.9, 2.2, 2.193913043478261)","(8.5, 11.5, 10.592592592592593)","(17.0, 32.0, 29.666666666666668)","(21.0, 65.0, 57.0)","(6.0, 6.6, 6.491139240506329)","(8.0, 11.0, 10.565217391304348)"
07-01-2023 09:15:29.618208,"(8.5, 9.6, 9.475)","(13.0, 21.0, 19.46153846153846)","(1.9, 2.22, 2.202790697674419)","(8.5, 11.5, 10.651515151515152)","(17.0, 32.0, 31.0)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.473529411764706)","(8.0, 11.0, 10.565217391304348)"
07-01-2023 09:15:30.627077,"(8.5, 9.6, 9.399999999999999)","(13.0, 21.0, 19.46153846153846)","(1.9, 2.22, 2.2172972972972973)","(8.5, 11.5, 10.651515151515152)","(17.0, 32.0, 31.0)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.473529411764706)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:31.660271,"(8.5, 9.6, 9.36)","(13.0, 21.0, 19.736842105263158)","(1.9, 2.22, 2.2094736842105265)","(8.5, 11.5, 10.65625)","(17.0, 32.0, 31.0)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.490909090909091)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:32.677324,"(8.5, 9.6, 9.36)","(13.0, 21.0, 19.736842105263158)","(1.9, 2.22, 2.205714285714286)","(8.5, 11.5, 10.65625)","(17.0, 32.0, 31.0)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:33.740157,"(8.5, 9.6, 9.36)","(13.0, 21.0, 20.0)","(1.9, 2.2, 2.1814084507042253)","(8.5, 11.5, 10.65625)","(17.0, 32.0, 31.0)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:34.773679,"(8.5, 9.6, 9.36)","(13.0, 21.0, 20.0)","(1.9, 2.2, 2.1814084507042253)","(8.5, 11.5, 10.65625)","(17.0, 32.0, 31.0)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:35.792266,"(8.5, 9.6, 9.36)","(13.0, 21.0, 20.0)","(1.9, 2.2, 2.1814084507042253)","(8.5, 11.5, 10.65625)","(17.0, 32.0, 31.0)","(21.0, 65.0, 57.22222222222222)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:36.846626,"(8.5, 9.6, 9.399999999999999)","(13.0, 21.0, 18.77777777777778)","(1.9, 2.2, 2.1814084507042253)","(8.5, 11.5, 10.65625)","(17.0, 32.0, 31.4)","(21.0, 65.0, 70.0)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:37.869804,"(8.5, 9.6, 9.399999999999999)","(13.0, 21.0, 19.956521739130434)","(1.9, 2.18, 2.1728813559322036)","(8.5, 11.5, 10.65625)","(17.0, 32.0, 31.4)","(21.0, 85.0, 56.666666666666664)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.604166666666666)"
07-01-2023 09:15:38.928071,"(8.5, 9.6, 9.341176470588234)","(13.0, 21.0, 20.0)","(1.9, 2.2, 2.18875)","(8.5, 11.5, 10.764705882352942)","(17.0, 32.0, 31.25)","(21.0, 65.0, 56.666666666666664)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.568181818181818)"
07-01-2023 09:15:39.930610,"(8.5, 9.6, 9.326315789473684)","(13.0, 21.0, 20.0)","(1.9, 2.2, 2.18875)","(8.5, 11.5, 10.764705882352942)","(17.0, 32.0, 31.25)","(21.0, 65.0, 56.666666666666664)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.568181818181818)"
07-01-2023 09:15:40.962183,"(8.5, 9.6, 9.294117647058822)","(13.0, 21.0, 20.0)","(1.9, 2.22, 2.202105263157895)","(8.5, 11.5, 10.764705882352942)","(17.0, 32.0, 31.25)","(21.0, 65.0, 56.666666666666664)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.568181818181818)"
07-01-2023 09:15:42.038994,"(8.5, 9.6, 9.326315789473684)","(13.0, 21.0, 20.0)","(1.9, 2.2, 2.1910526315789474)","(8.5, 11.5, 10.764705882352942)","(17.0, 32.0, 31.25)","(21.0, 65.0, 56.666666666666664)","(6.0, 6.6, 6.48641975308642)","(8.0, 11.0, 10.409090909090908)"
07-01-2023 09:15:43.062147,"(8.5, 9.6, 9.326315789473684)","(13.0, 21.0, 20.0)","(1.9, 2.2, 2.1910526315789474)","(8.5, 11.5, 10.764705882352942)","(17.0, 32.0, 31.25)","(21.0, 65.0, 49.54545454545455)","(6.0, 6.6, 6.4904761904761905)","(8.0, 10.5, 10.310344827586206)"
07-01-2023 09:15:44.134277,"(8.5, 9.6, 9.326315789473684)","(13.0, 21.0, 18.77777777777778)","(1.9, 2.22, 2.2150000000000003)","(8.5, 11.5, 10.764705882352942)","(17.0, 32.0, 31.25)","(21.0, 65.0, 49.54545454545455)","(6.0, 6.6, 6.4904761904761905)","(8.0, 11.0, 10.310344827586206)"
07-01-2023 09:15:45.155181,"(8.5, 9.6, 9.326315789473684)","(13.0, 20.0, 19.25)","(1.9, 2.22, 2.2152380952380955)","(8.5, 11.5, 10.764705882352942)","(17.0, 32.0, 31.5)","(21.0, 65.0, 52.5)","(6.0, 6.6, 6.498901098901099)","(8.0, 11.0, 9.88888888888889)"
07-01-2023 09:15:46.195494,"(8.5, 9.4, 9.228)","(13.0, 20.0, 18.928571428571427)","(1.9, 2.22, 2.2150000000000003)","(8.5, 11.0, 10.76)","(17.0, 32.0, 32.666666666666664)","(21.0, 60.0, 54.36363636363636)","(6.0, 6.6, 6.543636363636363)","(8.0, 10.0, 10.09375)"
07-01-2023 09:15:47.239609,"(8.5, 9.6, 9.478125)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.26, 2.235744680851064)","(8.5, 11.0, 10.884615384615385)","(17.0, 34.0, 32.666666666666664)","(21.0, 55.0, 53.833333333333336)","(6.0, 6.6, 6.523478260869565)","(8.0, 10.5, 10.048387096774194)"
07-01-2023 09:15:48.290496,"(8.5, 9.8, 9.48)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.24, 2.2300000000000004)","(8.5, 11.0, 10.8125)","(17.0, 36.0, 33.27777777777778)","(21.0, 55.0, 53.833333333333336)","(6.0, 6.6, 6.519266055045872)","(8.0, 10.5, 10.048387096774194)"
07-01-2023 09:15:49.350861,"(8.5, 9.8, 9.48)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.24, 2.228936170212766)","(8.5, 11.0, 10.7875)","(17.0, 36.0, 33.27777777777778)","(21.0, 55.0, 53.833333333333336)","(6.0, 6.6, 6.515)","(8.0, 10.5, 10.048387096774194)"
07-01-2023 09:15:50.394435,"(8.5, 9.8, 9.642857142857142)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.24, 2.2303703703703706)","(8.5, 11.0, 10.7875)","(17.0, 36.0, 33.421052631578945)","(21.0, 60.0, 55.714285714285715)","(6.0, 6.6, 6.515)","(8.0, 10.5, 10.048387096774194)"
07-01-2023 09:15:51.496305,"(8.5, 9.8, 9.642857142857142)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.24, 2.23981220657277)","(8.5, 11.0, 10.7875)","(17.0, 36.0, 33.421052631578945)","(21.0, 60.0, 55.714285714285715)","(6.0, 6.6, 6.515)","(8.0, 10.5, 10.048387096774194)"
07-01-2023 09:15:52.555982,"(8.5, 9.8, 9.642857142857142)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.24, 2.23981220657277)","(8.5, 11.0, 10.773809523809524)","(17.0, 36.0, 33.421052631578945)","(21.0, 60.0, 55.714285714285715)","(6.0, 6.6, 6.516393442622951)","(8.0, 10.5, 10.048387096774194)"
07-01-2023 09:15:53.627757,"(8.5, 9.8, 9.635294117647058)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.24, 2.2362934362934364)","(8.5, 11.0, 10.756410256410255)","(17.0, 36.0, 33.421052631578945)","(21.0, 60.0, 55.714285714285715)","(6.0, 6.6, 6.516393442622951)","(8.0, 10.5, 10.046875)"
07-01-2023 09:15:54.710930,"(8.5, 9.8, 9.470588235294118)","(13.0, 20.0, 19.565217391304348)","(1.9, 2.26, 2.234105263157895)","(8.5, 11.0, 10.838235294117647)","(17.0, 36.0, 32.65217391304348)","(21.0, 60.0, 55.0)","(6.0, 6.6, 6.324528301886793)","(8.0, 10.5, 10.06060606060606)"
07-01-2023 09:15:55.708207,"(8.5, 9.8, 9.63076923076923)","(13.0, 20.0, 19.25)","(1.9, 2.24, 2.234105263157895)","(8.5, 11.0, 10.838235294117647)","(17.0, 36.0, 32.65217391304348)","(21.0, 60.0, 55.0)","(6.0, 6.4, 6.287272727272727)","(8.0, 10.5, 10.06060606060606)"
07-01-2023 09:15:56.720126,"(8.5, 9.8, 9.68)","(13.0, 20.0, 19.25)","(1.9, 2.22, 2.212702702702703)","(8.5, 11.0, 10.89655172413793)","(17.0, 36.0, 32.65217391304348)","(21.0, 60.0, 53.07692307692308)","(6.0, 6.4, 6.298360655737705)","(8.0, 10.5, 10.06060606060606)"
07-01-2023 09:15:57.750742,"(8.5, 9.8, 9.68)","(13.0, 20.0, 19.25)","(1.9, 2.22, 2.215409836065574)","(8.5, 11.0, 10.72)","(17.0, 36.0, 32.65217391304348)","(21.0, 60.0, 53.07692307692308)","(6.0, 6.4, 6.287272727272727)","(8.0, 10.5, 10.016666666666667)"
07-01-2023 09:15:58.824386,"(8.5, 10.0, 9.7)","(13.0, 20.0, 19.25)","(1.9, 2.22, 2.2164912280701756)","(8.5, 11.0, 10.695652173913043)","(17.0, 36.0, 32.65217391304348)","(21.0, 60.0, 53.07692307692308)","(6.0, 6.4, 6.298360655737705)","(8.0, 10.5, 10.016666666666667)"
07-01-2023 09:15:59.882153,"(8.5, 10.5, 9.74)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.22, 2.212876712328767)","(8.5, 11.0, 10.695652173913043)","(17.0, 36.0, 32.65217391304348)","(21.0, 60.0, 53.07692307692308)","(6.0, 6.4, 6.287272727272727)","(8.0, 10.5, 10.016666666666667)"
07-01-2023 09:16:00.887687,"(8.5, 10.5, 9.835)","(13.0, 20.0, 19.307692307692307)","(1.9, 2.22, 2.2146875)","(8.5, 11.0, 10.695652173913043)","(17.0, 36.0, 32.65217391304348)","(21.0, 60.0, 53.07692307692308)","(6.0, 6.4, 6.287272727272727)","(8.0, 10.5, 10.016666666666667)"
07-01-2023 09:16:01.890536,"(8.5, 10.5, 9.835)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.22, 2.2197818181818185)","(8.5, 11.0, 10.695652173913043)","(17.0, 36.0, 32.92)","(21.0, 60.0, 53.07692307692308)","(6.0, 6.4, 6.283636363636364)","(8.0, 10.5, 10.097222222222221)"
07-01-2023 09:16:02.874124,"(8.5, 10.5, 9.835)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.24, 2.237260273972603)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.92)","(21.0, 60.0, 54.0)","(6.0, 6.4, 6.283636363636364)","(8.0, 10.5, 10.097222222222221)"
07-01-2023 09:16:03.897533,"(8.5, 10.5, 9.835)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.26, 2.255596330275229)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.92)","(21.0, 60.0, 54.0)","(6.0, 6.4, 6.232558139534884)","(8.0, 10.5, 10.097222222222221)"
07-01-2023 09:16:04.956711,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.307692307692307)","(1.9, 2.26, 2.2565176470588235)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.92)","(21.0, 60.0, 54.0)","(6.0, 6.2, 6.165333333333334)","(8.0, 10.5, 10.046875)"
07-01-2023 09:16:06.040564,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.26, 2.246)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.92)","(21.0, 60.0, 54.0)","(6.0, 6.2, 6.165333333333334)","(8.0, 10.5, 10.046875)"
07-01-2023 09:16:07.080677,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.26, 2.2579462102689485)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.92)","(21.0, 60.0, 58.0)","(6.0, 6.2, 6.15)","(8.0, 10.5, 10.046875)"
07-01-2023 09:16:08.137505,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.28, 2.279236641221374)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.92)","(21.0, 60.0, 52.666666666666664)","(6.0, 6.2, 6.047272727272728)","(8.0, 10.5, 10.06060606060606)"
07-01-2023 09:16:09.254827,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.28, 2.263030303030303)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.92)","(21.0, 60.0, 52.666666666666664)","(6.0, 6.2, 6.083333333333333)","(8.0, 10.5, 10.06060606060606)"
07-01-2023 09:16:10.405591,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.357142857142858)","(1.9, 2.26, 2.240750853242321)","(8.5, 11.0, 10.764705882352942)","(17.0, 36.0, 32.5)","(21.0, 60.0, 52.666666666666664)","(6.0, 6.2, 6.065573770491803)","(8.0, 10.5, 10.013157894736842)"
07-01-2023 09:16:11.558105,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.307692307692307)","(1.9, 2.26, 2.2411371237458195)","(8.5, 11.0, 10.8)","(17.0, 36.0, 31.875)","(21.0, 60.0, 52.666666666666664)","(6.0, 6.2, 6.053333333333334)","(8.0, 10.5, 10.013157894736842)"
07-01-2023 09:16:12.678802,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.470588235294116)","(1.9, 2.26, 2.2239616613418534)","(8.5, 11.0, 10.8)","(17.0, 36.0, 31.875)","(21.0, 60.0, 52.666666666666664)","(6.0, 6.2, 6.045070422535211)","(8.0, 10.5, 10.05952380952381)"
07-01-2023 09:16:13.748783,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.470588235294116)","(1.9, 2.24, 2.2296875000000003)","(8.5, 11.0, 10.8)","(17.0, 36.0, 31.6)","(21.0, 60.0, 52.666666666666664)","(6.0, 6.2, 6.085245901639344)","(8.0, 10.5, 10.05952380952381)"
07-01-2023 09:16:14.797560,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.470588235294116)","(1.9, 2.26, 2.2509333333333332)","(8.5, 11.0, 10.8)","(17.0, 36.0, 31.6)","(21.0, 60.0, 52.666666666666664)","(6.0, 6.4, 6.127272727272727)","(8.0, 10.5, 10.05952380952381)"
07-01-2023 09:16:15.862546,"(8.5, 10.5, 9.850000000000001)","(13.0, 20.0, 19.416666666666668)","(1.9, 2.26, 2.2508724832214764)","(8.5, 11.0, 10.8)","(17.0, 36.0, 31.6)","(21.0, 60.0, 52.23529411764706)","(6.0, 6.2, 6.127272727272727)","(8.0, 10.5, 10.05952380952381)"
