,Areyougonnakissme,Pinnacle Reef,Xcellent Start,Sparked A Notion,Colt Rock,No Love For Juba,Neverpopthecork,Jubas Notion,Lord Of Cork
08-01-2023 13:00:31.001726,"(26.0, 200.0, 70.25)","(20.0, 46.0, 32.0)","(8.5, 17.0, 14.75)","(8.0, 25.0, 17.666666666666668)","(17.0, 220.0, 124.0)","(4.2, 4.6, 4.4799999999999995)","(17.0, 50.0, 36.0)","(1.85, 2.24, 2.204848484848485)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:32.231948,"(26.0, 200.0, 70.25)","(20.0, 46.0, 34.6)","(8.5, 17.0, 14.0)","(8.0, 25.0, 21.714285714285715)","(17.0, 220.0, 124.0)","(4.2, 4.6, 4.4799999999999995)","(17.0, 50.0, 26.714285714285715)","(1.85, 2.22, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:33.436483,"(26.0, 200.0, 103.33333333333333)","(20.0, 46.0, 34.6)","(8.5, 17.0, 14.0)","(8.0, 25.0, 21.714285714285715)","(17.0, 220.0, 124.0)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:34.574983,"(26.0, 200.0, 91.25)","(20.0, 46.0, 37.57142857142857)","(8.5, 17.0, 14.0)","(8.0, 25.0, 21.714285714285715)","(17.0, 220.0, 124.0)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:35.789259,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.0, 25.0, 21.714285714285715)","(17.0, 220.0, 124.0)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:36.960137,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.0, 25.0, 20.4)","(17.0, 220.0, 124.0)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:38.116692,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.0, 25.0, 20.4)","(17.0, 220.0, 91.33333333333333)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:39.308315,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 91.33333333333333)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:40.498750,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 91.33333333333333)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:41.628484,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 155.33333333333334)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:42.703175,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 155.33333333333334)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 26.714285714285715)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:43.789853,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 155.33333333333334)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 30.25)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:44.905591,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 155.33333333333334)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 30.25)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:46.069191,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 155.33333333333334)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 30.25)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:47.178314,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 123.5)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 30.25)","(1.85, 2.24, 2.216)","(15.0, 30.0, 24.0)"
08-01-2023 13:00:48.325265,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.4799999999999995)","(17.0, 55.0, 30.25)","(1.85, 2.24, 2.216)","(15.0, 30.0, 25.0)"
08-01-2023 13:00:49.604608,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.24, 2.216)","(15.0, 30.0, 25.0)"
08-01-2023 13:00:50.865473,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.24, 2.2103225806451614)","(15.0, 30.0, 25.0)"
08-01-2023 13:00:52.088000,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.2103225806451614)","(15.0, 30.0, 25.0)"
08-01-2023 13:00:53.369908,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.2103225806451614)","(15.0, 30.0, 26.42857142857143)"
08-01-2023 13:00:54.606731,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.2103225806451614)","(15.0, 30.0, 26.42857142857143)"
08-01-2023 13:00:55.885789,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.2075)","(15.0, 30.0, 23.75)"
08-01-2023 13:00:57.276496,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.2075)","(15.0, 30.0, 23.75)"
08-01-2023 13:00:58.539855,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.2075)","(15.0, 30.0, 23.75)"
08-01-2023 13:00:59.827866,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.2075)","(15.0, 30.0, 23.75)"
08-01-2023 13:01:01.147032,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.0)","(8.5, 25.0, 20.4)","(18.0, 220.0, 124.0)","(4.2, 4.6, 4.45)","(17.0, 55.0, 30.25)","(1.85, 2.22, 2.18)","(15.0, 30.0, 21.666666666666668)"
08-01-2023 13:01:02.540238,"(26.0, 200.0, 91.25)","(20.0, 46.0, 36.66666666666667)","(8.5, 17.0, 14.105263157894736)","(8.5, 25.0, 17.823529411764707)","(18.0, 220.0, 119.0)","(4.2, 4.6, 4.311111111111112)","(17.0, 55.0, 43.0)","(1.85, 2.22, 2.2172093023255814)","(15.0, 30.0, 21.666666666666668)"
08-01-2023 13:01:03.908603,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 38.14285714285714)","(8.5, 16.0, 14.346153846153847)","(8.5, 24.0, 17.823529411764707)","(18.0, 210.0, 119.0)","(4.2, 4.4, 4.311111111111112)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.22, 2.2172093023255814)","(15.0, 30.0, 25.0)"
08-01-2023 13:01:05.204614,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 38.14285714285714)","(8.5, 15.5, 14.285714285714286)","(8.5, 24.0, 17.823529411764707)","(18.0, 210.0, 119.0)","(4.2, 4.4, 4.311111111111112)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.22, 2.2172093023255814)","(15.0, 30.0, 25.0)"
08-01-2023 13:01:06.538761,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 38.14285714285714)","(8.5, 15.0, 14.285714285714286)","(8.5, 24.0, 17.823529411764707)","(18.0, 210.0, 119.0)","(4.2, 4.4, 4.311111111111112)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.22, 2.2172093023255814)","(15.0, 30.0, 26.875)"
08-01-2023 13:01:07.801384,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 38.14285714285714)","(8.5, 15.0, 14.25)","(8.5, 24.0, 19.833333333333332)","(18.0, 210.0, 119.0)","(4.2, 4.4, 4.566666666666666)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.22, 2.2080701754385967)","(15.0, 30.0, 26.875)"
08-01-2023 13:01:09.172782,"(26.0, 190.0, 124.39999999999999)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 23.0, 20.88888888888889)","(18.0, 210.0, 89.33333333333334)","(4.2, 4.8, 4.607692307692307)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.22, 2.2080701754385967)","(15.0, 30.0, 26.875)"
08-01-2023 13:01:10.483740,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 23.0, 20.11111111111111)","(18.0, 210.0, 89.33333333333334)","(4.2, 4.8, 4.550000000000001)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.22, 2.2080701754385967)","(15.0, 30.0, 26.875)"
08-01-2023 13:01:11.772797,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 22.0, 20.11111111111111)","(18.0, 210.0, 89.33333333333334)","(4.2, 4.7, 4.550000000000001)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.22, 2.160888888888889)","(15.0, 30.0, 25.833333333333336)"
08-01-2023 13:01:13.056498,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 22.0, 20.11111111111111)","(18.0, 210.0, 89.33333333333334)","(4.2, 4.7, 4.550000000000001)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.2, 2.160888888888889)","(15.0, 30.0, 25.833333333333336)"
08-01-2023 13:01:14.450134,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 22.0, 16.59090909090909)","(18.0, 210.0, 89.33333333333334)","(4.2, 4.7, 4.627586206896551)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.2, 2.16093023255814)","(15.0, 30.0, 21.666666666666668)"
08-01-2023 13:01:15.671009,"(26.0, 190.0, 81.33333333333334)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 22.0, 16.59090909090909)","(18.0, 210.0, 119.0)","(4.2, 4.8, 4.627586206896551)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.2, 2.16093023255814)","(15.0, 30.0, 21.666666666666668)"
08-01-2023 13:01:16.855042,"(26.0, 190.0, 124.39999999999999)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 22.0, 15.38888888888889)","(18.0, 210.0, 119.0)","(4.2, 4.8, 4.492307692307692)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.2, 2.1650666666666667)","(15.0, 30.0, 21.666666666666668)"
08-01-2023 13:01:18.028658,"(26.0, 190.0, 135.0)","(20.0, 46.0, 27.666666666666664)","(8.5, 15.0, 14.25)","(8.5, 22.0, 18.666666666666668)","(18.0, 210.0, 119.0)","(4.2, 4.8, 4.492307692307692)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.18, 2.1650666666666667)","(15.0, 30.0, 21.666666666666668)"
08-01-2023 13:01:19.358699,"(26.0, 190.0, 135.0)","(20.0, 46.0, 27.666666666666664)","(8.5, 14.5, 13.875)","(8.5, 21.0, 18.666666666666668)","(18.0, 210.0, 118.0)","(4.2, 4.8, 4.492307692307692)","(17.0, 50.0, 40.66666666666667)","(1.85, 2.18, 2.1650666666666667)","(15.0, 30.0, 21.666666666666668)"
08-01-2023 13:01:20.732737,"(26.0, 190.0, 135.0)","(20.0, 46.0, 27.666666666666664)","(8.5, 14.5, 13.666666666666666)","(8.5, 21.0, 19.125)","(18.0, 210.0, 136.39999999999998)","(4.2, 4.8, 4.6)","(17.0, 50.0, 40.33333333333333)","(1.85, 2.18, 2.163768115942029)","(15.0, 30.0, 26.666666666666668)"
08-01-2023 13:01:22.088414,"(26.0, 190.0, 107.5)","(20.0, 46.0, 26.0)","(8.5, 14.5, 13.666666666666666)","(8.5, 21.0, 19.125)","(18.0, 210.0, 136.39999999999998)","(4.2, 4.8, 4.651851851851852)","(17.0, 50.0, 40.33333333333333)","(1.85, 2.18, 2.16990990990991)","(15.0, 30.0, 20.666666666666668)"
08-01-2023 13:01:23.518668,"(26.0, 190.0, 107.5)","(20.0, 46.0, 35.83333333333333)","(8.5, 14.5, 13.666666666666666)","(8.5, 21.0, 17.833333333333332)","(18.0, 210.0, 168.8888888888889)","(4.2, 4.8, 4.616666666666666)","(17.0, 50.0, 43.3)","(1.85, 2.18, 2.164)","(15.0, 30.0, 20.666666666666668)"
08-01-2023 13:01:24.800522,"(26.0, 190.0, 107.5)","(20.0, 46.0, 35.83333333333333)","(8.5, 14.5, 13.666666666666666)","(8.5, 20.0, 17.833333333333332)","(18.0, 210.0, 168.8888888888889)","(4.2, 4.8, 4.616666666666666)","(17.0, 50.0, 43.3)","(1.85, 2.18, 2.164)","(15.0, 30.0, 20.666666666666668)"
08-01-2023 13:01:25.998387,"(26.0, 190.0, 107.5)","(20.0, 46.0, 35.83333333333333)","(8.5, 14.5, 13.666666666666666)","(8.5, 20.0, 17.833333333333332)","(18.0, 210.0, 168.8888888888889)","(4.2, 4.8, 4.6499999999999995)","(17.0, 50.0, 43.3)","(1.85, 2.18, 2.163030303030303)","(15.0, 30.0, 20.666666666666668)"
08-01-2023 13:01:27.328323,"(26.0, 190.0, 107.5)","(20.0, 46.0, 35.83333333333333)","(8.5, 14.5, 13.666666666666666)","(8.5, 20.0, 16.285714285714285)","(18.0, 210.0, 168.8888888888889)","(4.2, 4.8, 4.616666666666666)","(17.0, 50.0, 43.3)","(1.85, 2.18, 2.164)","(15.0, 30.0, 20.666666666666668)"
08-01-2023 13:01:28.673359,"(26.0, 190.0, 107.5)","(20.0, 46.0, 35.83333333333333)","(8.5, 14.5, 13.666666666666666)","(8.5, 20.0, 16.285714285714285)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.616666666666666)","(17.0, 50.0, 43.3)","(1.85, 2.18, 2.1773333333333333)","(15.0, 30.0, 20.666666666666668)"
08-01-2023 13:01:29.998644,"(26.0, 190.0, 107.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.666666666666666)","(8.5, 20.0, 18.0)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.666666666666666)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.1766666666666667)","(15.0, 30.0, 20.666666666666668)"
08-01-2023 13:01:31.297140,"(26.0, 190.0, 107.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.666666666666666)","(8.5, 19.5, 17.3)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.666666666666666)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.156923076923077)","(15.0, 30.0, 26.666666666666668)"
08-01-2023 13:01:32.470306,"(26.0, 190.0, 107.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.666666666666666)","(8.5, 19.5, 17.3)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.666666666666666)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.162)","(15.0, 30.0, 26.666666666666668)"
08-01-2023 13:01:33.731480,"(26.0, 190.0, 107.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.666666666666666)","(8.5, 19.5, 17.3)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.666666666666666)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.159622641509434)","(15.0, 30.0, 20.333333333333332)"
08-01-2023 13:01:34.995954,"(26.0, 190.0, 107.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.666666666666666)","(8.5, 19.5, 17.3)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.711111111111111)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.1584000000000003)","(15.0, 30.0, 20.333333333333332)"
08-01-2023 13:01:36.239253,"(26.0, 190.0, 107.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.5)","(8.5, 19.5, 17.3)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.711111111111111)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.1584000000000003)","(15.0, 30.0, 20.0)"
08-01-2023 13:01:37.737067,"(26.0, 180.0, 121.66666666666667)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.5)","(8.5, 19.5, 15.65)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.711111111111111)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.175263157894737)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:38.973953,"(26.0, 170.0, 121.66666666666667)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.5)","(8.5, 19.5, 15.5)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.7555555555555555)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.175263157894737)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:40.246365,"(26.0, 170.0, 97.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.25)","(8.5, 19.0, 15.363636363636363)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.7555555555555555)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.175263157894737)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:41.586868,"(26.0, 170.0, 97.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 13.25)","(8.5, 19.0, 15.363636363636363)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 4.7555555555555555)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.175263157894737)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:42.959170,"(26.0, 170.0, 97.5)","(20.0, 46.0, 31.0)","(8.5, 14.5, 12.666666666666666)","(8.5, 19.0, 16.0)","(18.0, 210.0, 87.33333333333334)","(4.2, 4.8, 5.025)","(17.0, 50.0, 39.0)","(1.85, 2.18, 2.2180392156862747)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:44.199115,"(26.0, 160.0, 79.0)","(20.0, 46.0, 31.0)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.25)","(18.0, 210.0, 87.33333333333334)","(4.2, 5.1, 4.841379310344828)","(17.0, 50.0, 39.0)","(1.85, 2.22, 2.1900000000000004)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:45.525444,"(26.0, 150.0, 108.33333333333333)","(20.0, 46.0, 28.0)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.538461538461538)","(18.0, 210.0, 87.33333333333334)","(4.2, 5.2, 4.786363636363636)","(17.0, 50.0, 39.0)","(1.85, 2.22, 2.1922222222222225)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:46.777488,"(26.0, 150.0, 108.33333333333333)","(20.0, 46.0, 38.5)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.538461538461538)","(18.0, 210.0, 87.33333333333334)","(4.2, 5.2, 4.99090909090909)","(17.0, 50.0, 47.0)","(1.85, 2.22, 2.1494117647058824)","(15.0, 29.0, 20.0)"
08-01-2023 13:01:48.043231,"(26.0, 150.0, 108.33333333333333)","(20.0, 46.0, 38.5)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.538461538461538)","(18.0, 210.0, 87.33333333333334)","(4.2, 5.1, 4.99090909090909)","(17.0, 50.0, 41.875)","(1.85, 2.22, 2.16)","(15.0, 29.0, 22.25)"
08-01-2023 13:01:49.342756,"(26.0, 150.0, 108.33333333333333)","(20.0, 46.0, 31.25)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.538461538461538)","(18.0, 210.0, 87.33333333333334)","(4.2, 5.1, 4.99090909090909)","(17.0, 50.0, 41.875)","(1.85, 2.22, 2.16)","(15.0, 29.0, 22.25)"
08-01-2023 13:01:50.529805,"(26.0, 140.0, 90.71428571428571)","(20.0, 46.0, 31.25)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.538461538461538)","(18.0, 210.0, 87.33333333333334)","(4.2, 5.1, 4.933333333333334)","(17.0, 50.0, 41.875)","(1.85, 2.22, 2.1533333333333333)","(15.0, 29.0, 22.25)"
08-01-2023 13:01:51.668287,"(26.0, 140.0, 117.0)","(20.0, 46.0, 31.25)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.538461538461538)","(18.0, 210.0, 31.333333333333332)","(4.2, 5.0, 4.938461538461539)","(17.0, 50.0, 27.4)","(1.85, 2.22, 2.1533333333333333)","(15.0, 29.0, 22.25)"
08-01-2023 13:01:52.797451,"(26.0, 40.0, 35.0)","(20.0, 26.0, 21.25)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.318181818181818)","(18.0, 42.0, 31.333333333333332)","(4.2, 5.0, 4.96)","(17.0, 34.0, 23.333333333333332)","(1.85, 2.22, 2.2)","(15.0, 29.0, 25.5)"
08-01-2023 13:01:53.983352,"(26.0, 40.0, 30.666666666666668)","(20.0, 26.0, 19.25)","(8.5, 14.0, 12.666666666666666)","(8.5, 18.0, 14.318181818181818)","(18.0, 42.0, 34.0)","(4.2, 5.0, 4.85)","(17.0, 34.0, 23.333333333333332)","(1.85, 2.22, 2.184137931034483)","(15.0, 29.0, 25.5)"
08-01-2023 13:01:55.269453,"(26.0, 40.0, 30.666666666666668)","(20.0, 26.0, 19.25)","(8.5, 14.0, 12.538461538461538)","(8.5, 16.0, 14.4375)","(18.0, 42.0, 34.0)","(4.2, 5.1, 4.8032258064516125)","(17.0, 34.0, 23.333333333333332)","(1.85, 2.22, 2.2114285714285717)","(15.0, 29.0, 25.0)"
08-01-2023 13:01:56.729627,"(26.0, 40.0, 29.5)","(20.0, 26.0, 19.25)","(8.5, 13.5, 12.5)","(8.5, 16.0, 14.214285714285714)","(18.0, 42.0, 38.90909090909091)","(4.2, 5.3, 4.95)","(17.0, 34.0, 23.333333333333332)","(1.85, 2.24, 2.2114285714285717)","(15.0, 29.0, 24.666666666666664)"
08-01-2023 13:01:58.658699,"(26.0, 40.0, 34.375)","(20.0, 26.0, 21.5)","(8.5, 13.5, 12.5)","(8.5, 16.0, 15.166666666666666)","(18.0, 42.0, 39.16666666666667)","(4.2, 5.3, 4.942857142857143)","(17.0, 34.0, 27.6)","(1.85, 2.24, 2.182857142857143)","(15.0, 29.0, 23.0)"
08-01-2023 13:02:00.320121,"(26.0, 40.0, 34.375)","(20.0, 26.0, 21.5)","(8.5, 13.5, 13.065217391304348)","(8.5, 16.0, 15.166666666666666)","(18.0, 42.0, 39.16666666666667)","(4.2, 5.3, 5.036842105263157)","(17.0, 34.0, 27.8)","(1.85, 2.24, 2.182857142857143)","(15.0, 30.0, 23.75)"
08-01-2023 13:02:01.821285,"(26.0, 40.0, 34.375)","(20.0, 26.0, 21.5)","(8.5, 13.5, 12.75)","(8.5, 16.0, 15.333333333333334)","(18.0, 42.0, 34.0)","(4.2, 5.3, 5.06)","(17.0, 34.0, 27.8)","(1.85, 2.24, 2.1844444444444444)","(15.0, 32.0, 23.75)"
08-01-2023 13:02:03.407097,"(26.0, 40.0, 35.0)","(20.0, 26.0, 20.6)","(8.5, 14.0, 13.0)","(8.5, 18.0, 16.18181818181818)","(18.0, 42.0, 34.0)","(4.2, 5.3, 5.06)","(17.0, 34.0, 26.25)","(1.85, 2.24, 2.1844444444444444)","(15.0, 32.0, 21.333333333333332)"
08-01-2023 13:02:05.050525,"(26.0, 40.0, 35.0)","(20.0, 26.0, 17.5)","(8.5, 14.0, 12.25)","(8.5, 18.0, 16.625)","(18.0, 42.0, 40.57142857142857)","(4.2, 5.3, 5.118181818181818)","(17.0, 34.0, 26.25)","(1.85, 2.24, 2.1844444444444444)","(15.0, 32.0, 16.31578947368421)"
08-01-2023 13:02:06.671569,"(26.0, 40.0, 29.5)","(20.0, 22.0, 17.90909090909091)","(8.5, 13.5, 12.785714285714285)","(8.5, 17.5, 16.625)","(18.0, 42.0, 40.57142857142857)","(4.2, 5.3, 4.99811320754717)","(17.0, 34.0, 29.0)","(1.85, 2.24, 2.1844444444444444)","(15.0, 22.0, 16.31578947368421)"
08-01-2023 13:02:08.157502,"(26.0, 40.0, 32.0)","(20.0, 22.0, 19.666666666666668)","(8.5, 13.5, 12.428571428571429)","(8.5, 17.5, 16.625)","(18.0, 42.0, 40.888888888888886)","(4.2, 5.3, 4.99811320754717)","(17.0, 34.0, 24.333333333333332)","(1.85, 2.24, 2.192777777777778)","(15.0, 22.0, 17.666666666666668)"
