,Areyougonnakissme,Pinnacle Reef,Xcellent Start,Sparked A Notion,Colt Rock,No Love For Juba,Neverpopthecork,Jubas Notion,Lord Of Cork
08-01-2023 13:05:27.560231,"(26.0, 38.0, 31.5)","(21.0, 24.0, 19.625)","(9.0, 14.0, 13.1)","(9.0, 17.5, 18.42)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 32.0, 25.5)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 20.75)"
08-01-2023 13:05:28.779978,"(26.0, 38.0, 31.5)","(21.0, 24.0, 19.625)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.42)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.673891625615763)","(17.0, 32.0, 24.5)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 20.75)"
08-01-2023 13:05:29.987206,"(26.0, 38.0, 31.5)","(21.0, 24.0, 19.625)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.42)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 30.0, 24.5)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 20.75)"
08-01-2023 13:05:31.242235,"(26.0, 38.0, 31.5)","(21.0, 23.0, 20.333333333333332)","(9.0, 14.0, 13.1)","(9.0, 18.5, 17.979166666666668)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 30.0, 25.666666666666668)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 20.75)"
08-01-2023 13:05:32.512497,"(26.0, 38.0, 31.5)","(21.0, 23.0, 20.333333333333332)","(9.0, 14.0, 13.538461538461538)","(9.0, 18.0, 18.42)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 29.0, 23.5)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 20.75)"
08-01-2023 13:05:33.765661,"(26.0, 38.0, 31.5)","(21.0, 23.0, 20.333333333333332)","(9.0, 14.0, 13.666666666666666)","(9.0, 18.5, 18.43548387096774)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 28.0, 23.5)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:35.023869,"(26.0, 38.0, 31.5)","(21.0, 23.0, 20.333333333333332)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43548387096774)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 28.0, 25.0)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:36.280090,"(26.0, 38.0, 31.5)","(21.0, 23.0, 21.625)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43548387096774)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 28.0, 24.4)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:37.536947,"(26.0, 38.0, 31.5)","(21.0, 23.0, 21.625)","(9.0, 13.5, 13.5)","(9.0, 18.5, 18.43548387096774)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 28.0, 22.333333333333332)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:38.767500,"(26.0, 38.0, 31.5)","(21.0, 23.0, 21.625)","(9.0, 14.0, 13.5)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 28.0, 22.333333333333332)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:39.915566,"(26.0, 38.0, 31.5)","(21.0, 23.0, 21.625)","(9.0, 14.0, 13.5)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 28.0, 22.0)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:41.083466,"(26.0, 38.0, 31.5)","(21.0, 23.0, 21.625)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.0)","(1.8, 2.22, 2.1633333333333336)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:42.254728,"(26.0, 38.0, 31.5)","(21.0, 23.0, 21.625)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.0)","(1.8, 2.22, 2.1683870967741936)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:43.384629,"(26.0, 38.0, 32.0)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.0)","(1.8, 2.22, 2.1683870967741936)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:44.554386,"(26.0, 38.0, 31.5)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.0)","(1.8, 2.22, 2.1683870967741936)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:45.684356,"(26.0, 40.0, 28.0)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.0)","(1.8, 2.22, 2.1683870967741936)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:46.811758,"(26.0, 38.0, 31.5)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.0)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:47.945620,"(26.0, 38.0, 32.0)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.5)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.0)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:49.105871,"(26.0, 40.0, 28.0)","(21.0, 23.0, 20.5)","(9.0, 14.0, 13.5)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 27.0, 22.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:50.310043,"(26.0, 38.0, 32.0)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:51.447582,"(26.0, 40.0, 29.6)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:52.595154,"(26.0, 38.0, 33.0)","(21.0, 23.0, 20.5)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:53.735736,"(26.0, 40.0, 31.2)","(21.0, 23.0, 21.333333333333332)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:54.897387,"(26.0, 38.0, 31.5)","(21.0, 23.0, 21.333333333333332)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 21.2)"
08-01-2023 13:05:56.036384,"(26.0, 40.0, 28.0)","(21.0, 24.0, 22.2)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 23.0, 23.0)"
08-01-2023 13:05:57.181826,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.7)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1683870967741936)","(15.0, 26.0, 22.4)"
08-01-2023 13:05:58.315368,"(26.0, 40.0, 28.0)","(21.0, 24.0, 20.4)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1683870967741936)","(15.0, 25.0, 22.4)"
08-01-2023 13:05:59.432625,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.7)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1683870967741936)","(15.0, 25.0, 22.4)"
08-01-2023 13:06:00.570199,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.4)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1683870967741936)","(15.0, 25.0, 21.8)"
08-01-2023 13:06:01.688242,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.4)","(9.0, 14.0, 13.5)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1895238095238096)","(15.0, 24.0, 21.8)"
08-01-2023 13:06:02.794274,"(26.0, 38.0, 31.5)","(21.0, 24.0, 19.5)","(9.0, 14.0, 13.5)","(9.0, 18.5, 18.439393939393938)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1895238095238096)","(15.0, 24.0, 21.8)"
08-01-2023 13:06:03.920403,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.4)","(9.0, 14.0, 13.5)","(9.0, 18.5, 18.333333333333332)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 22.75)","(1.8, 2.22, 2.1895238095238096)","(15.0, 24.0, 19.375)"
08-01-2023 13:06:05.052079,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.4)","(9.0, 14.0, 13.0)","(9.0, 18.5, 18.428571428571427)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.67867298578199)","(17.0, 26.0, 21.333333333333332)","(1.8, 2.22, 2.190909090909091)","(15.0, 22.0, 19.375)"
08-01-2023 13:06:06.209378,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.0)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 25.0, 21.75)","(1.8, 2.22, 2.190909090909091)","(15.0, 22.0, 19.576923076923077)"
08-01-2023 13:06:07.413202,"(26.0, 38.0, 32.0)","(21.0, 24.0, 21.0)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 24.0, 21.75)","(1.8, 2.22, 2.190909090909091)","(15.0, 22.0, 19.576923076923077)"
08-01-2023 13:06:08.731328,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.0)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.679245283018868)","(17.0, 24.0, 21.75)","(1.8, 2.22, 2.1683870967741936)","(15.0, 22.0, 19.236842105263158)"
08-01-2023 13:06:09.976620,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.9375)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.713513513513513)","(17.0, 24.0, 21.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 22.0, 19.928571428571427)"
08-01-2023 13:06:11.173741,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.713513513513513)","(17.0, 24.0, 21.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 21.0, 19.928571428571427)"
08-01-2023 13:06:12.376880,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 13.5, 13.0)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.713513513513513)","(17.0, 24.0, 21.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 21.0, 19.928571428571427)"
08-01-2023 13:06:13.615591,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 13.5, 12.9)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.713513513513513)","(17.0, 24.0, 21.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 21.0, 19.875)"
08-01-2023 13:06:14.838850,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 14.0, 13.454545454545455)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 24.0, 21.75)","(1.8, 2.22, 2.1458620689655175)","(15.0, 21.0, 19.423076923076923)"
08-01-2023 13:06:16.017254,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 14.0, 13.454545454545455)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 24.0, 22.875)","(1.8, 2.22, 2.1881818181818184)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:17.162562,"(26.0, 38.0, 32.0)","(21.0, 24.0, 20.25)","(9.0, 13.5, 12.857142857142858)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 24.0, 22.875)","(1.8, 2.24, 2.1729411764705886)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:18.322047,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 13.5, 12.857142857142858)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 24.0, 22.875)","(1.8, 2.24, 2.194761904761905)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:19.525863,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 13.5, 12.857142857142858)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 24.0, 22.875)","(1.8, 2.24, 2.194761904761905)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:20.719944,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 14.0, 13.454545454545455)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 24.0, 22.875)","(1.8, 2.24, 2.193658536585366)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:21.942008,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.25)","(9.0, 14.0, 13.454545454545455)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 24.0, 21.6)","(1.8, 2.24, 2.181538461538462)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:23.134102,"(26.0, 38.0, 32.5)","(21.0, 24.0, 20.25)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 23.0, 21.4)","(1.8, 2.24, 2.202926829268293)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:24.337255,"(26.0, 38.0, 33.0)","(21.0, 24.0, 21.3)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 22.0, 21.4)","(1.8, 2.24, 2.2134883720930234)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:25.555267,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.3)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.43103448275862)","(17.0, 42.0, 39.5)","(4.2, 4.8, 4.704477611940298)","(17.0, 22.0, 21.4)","(1.8, 2.24, 2.2088)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:26.759857,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.75)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.428571428571427)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 22.0, 21.25)","(1.8, 2.24, 2.2088)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:27.981207,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.3)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.428571428571427)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 22.0, 21.25)","(1.8, 2.24, 2.2088)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:29.109573,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.75)","(9.0, 14.0, 13.1)","(9.0, 18.5, 18.428571428571427)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 22.0, 19.666666666666668)","(1.8, 2.24, 2.1989473684210528)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:30.202376,"(26.0, 38.0, 31.5)","(21.0, 24.0, 22.65)","(9.0, 14.0, 13.454545454545455)","(9.0, 18.5, 18.428571428571427)","(17.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 21.0, 18.666666666666668)","(1.8, 2.24, 2.1989473684210528)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:31.342871,"(26.0, 38.0, 31.5)","(21.0, 24.0, 22.65)","(9.0, 14.0, 13.454545454545455)","(9.0, 18.5, 18.428571428571427)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 21.0, 18.666666666666668)","(1.8, 2.24, 2.1989473684210528)","(15.0, 20.0, 19.25)"
08-01-2023 13:06:32.472607,"(26.0, 38.0, 31.5)","(21.0, 24.0, 22.65)","(9.0, 14.0, 13.454545454545455)","(9.0, 18.5, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 21.0, 18.666666666666668)","(1.8, 2.24, 2.1989473684210528)","(15.0, 20.0, 18.26086956521739)"
08-01-2023 13:06:33.592770,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.0)","(9.0, 14.0, 13.454545454545455)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 21.0, 18.666666666666668)","(1.8, 2.24, 2.1989473684210528)","(15.0, 20.0, 18.26086956521739)"
08-01-2023 13:06:34.772847,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.136363636363637)","(9.0, 14.0, 13.625)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 21.0, 19.5)","(1.8, 2.24, 2.2032258064516133)","(15.0, 20.0, 18.26086956521739)"
08-01-2023 13:06:35.987610,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.85)","(9.0, 14.0, 13.1)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 21.0, 19.5)","(1.8, 2.24, 2.2032258064516133)","(15.0, 20.0, 18.26086956521739)"
08-01-2023 13:06:37.142677,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.85)","(9.0, 14.0, 13.1)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.703030303030303)","(17.0, 21.0, 19.0)","(1.8, 2.24, 2.2032258064516133)","(15.0, 20.0, 18.9)"
08-01-2023 13:06:38.320024,"(26.0, 38.0, 31.5)","(21.0, 24.0, 20.85)","(9.0, 14.0, 13.1)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 20.0, 19.0)","(1.8, 2.24, 2.2032258064516133)","(15.0, 19.5, 18.9)"
08-01-2023 13:06:39.533417,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.9)","(9.0, 14.0, 12.75)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 20.0, 19.0)","(1.8, 2.24, 2.218571428571429)","(15.0, 19.5, 18.9)"
08-01-2023 13:06:40.724121,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.9)","(9.0, 13.5, 12.75)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 20.0, 19.0)","(1.8, 2.24, 2.218571428571429)","(15.0, 19.5, 18.9)"
08-01-2023 13:06:41.932256,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.9)","(9.0, 13.5, 13.026315789473685)","(9.0, 19.0, 18.333333333333332)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 20.0, 19.0)","(1.8, 2.24, 2.218571428571429)","(15.0, 19.5, 18.9)"
08-01-2023 13:06:43.137527,"(26.0, 38.0, 32.0)","(21.0, 24.0, 21.9)","(9.0, 13.5, 13.026315789473685)","(9.0, 19.0, 18.4)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.0)","(1.8, 2.24, 2.218571428571429)","(15.0, 19.5, 19.055555555555557)"
08-01-2023 13:06:44.262222,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.9)","(9.0, 13.5, 13.026315789473685)","(9.0, 19.0, 18.4)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.0)","(1.8, 2.24, 2.2205000000000004)","(15.0, 19.5, 19.055555555555557)"
08-01-2023 13:06:45.414585,"(26.0, 38.0, 32.0)","(21.0, 24.0, 21.9)","(9.0, 13.5, 13.026315789473685)","(9.0, 19.0, 18.4)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2205000000000004)","(15.0, 19.5, 19.055555555555557)"
08-01-2023 13:06:46.509567,"(26.0, 38.0, 32.5)","(21.0, 24.0, 21.9)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.4)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2205000000000004)","(15.0, 19.5, 19.055555555555557)"
08-01-2023 13:06:47.613009,"(26.0, 38.0, 31.5)","(21.0, 24.0, 21.9)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.4)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2205000000000004)","(15.0, 19.5, 19.055555555555557)"
08-01-2023 13:06:48.767045,"(26.0, 38.0, 31.5)","(21.0, 24.0, 19.333333333333332)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.4)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.21)","(15.0, 19.5, 19.055555555555557)"
08-01-2023 13:06:49.902337,"(26.0, 38.0, 31.5)","(21.0, 24.0, 22.6875)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.4)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2125000000000004)","(15.0, 19.5, 19.055555555555557)"
08-01-2023 13:06:51.053248,"(26.0, 38.0, 32.0)","(21.0, 24.0, 22.6875)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.526315789473685)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2125000000000004)","(15.0, 19.5, 18.8)"
08-01-2023 13:06:52.308319,"(26.0, 38.0, 32.5)","(21.0, 25.0, 23.333333333333332)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.526315789473685)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2125000000000004)","(15.0, 20.0, 18.8)"
08-01-2023 13:06:53.544712,"(26.0, 38.0, 33.0)","(21.0, 25.0, 23.333333333333332)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.526315789473685)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2125000000000004)","(15.0, 20.0, 18.8)"
08-01-2023 13:06:54.749946,"(26.0, 38.0, 31.5)","(21.0, 25.0, 23.333333333333332)","(9.0, 13.5, 12.857142857142858)","(9.0, 19.0, 18.526315789473685)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2125000000000004)","(15.0, 20.0, 18.8)"
08-01-2023 13:06:56.001924,"(26.0, 38.0, 31.5)","(21.0, 25.0, 23.333333333333332)","(9.0, 13.5, 12.40909090909091)","(9.0, 19.0, 18.526315789473685)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2125000000000004)","(15.0, 20.0, 18.8)"
08-01-2023 13:06:57.260418,"(26.0, 38.0, 31.5)","(21.0, 25.0, 23.333333333333332)","(9.0, 13.5, 12.375)","(9.0, 19.0, 17.98148148148148)","(18.0, 42.0, 39.142857142857146)","(4.2, 4.8, 4.736)","(17.0, 19.5, 19.285714285714285)","(1.8, 2.24, 2.2125000000000004)","(15.0, 20.0, 18.8)"
