,Sir Simon,Swoop Dog,White Hawk,Alpine Wolf,Shbourne Renegade,Reward Achiever,Rising Light,Shbourne Rebel,Vallabar,Dramazing,Ethical Dilemma,Skyway Star,Maincourt,Argyle Beach
11-01-2023 15:31:36.934330,"(6.5, 8.0, 7.81981981981982)","(4.2, 4.7, 4.637241379310344)","(41.0, 42.0, 41.333333333333336)","(6.0, 6.8, 6.398198198198198)","(31.0, 34.0, 33.38666666666667)","(9.0, 12.0, 11.514705882352942)","(9.0, 11.0, 10.49)","(18.0, 21.0, 20.108695652173914)","(21.0, 27.0, 26.644444444444446)","(6.5, 7.8, 7.7625)","(31.0, 46.0, 43.31707317073171)","(101.0, 170.0, 158.23529411764707)","(101.0, 320.0, 302.22222222222223)","(41.0, 48.0, 47.6)"
11-01-2023 15:31:38.865964,"(6.5, 8.0, 7.814035087719298)","(4.2, 4.7, 4.742537313432836)","(41.0, 42.0, 41.333333333333336)","(6.0, 6.4, 6.40952380952381)","(31.0, 34.0, 32.794520547945204)","(9.0, 12.0, 11.514705882352942)","(9.0, 11.0, 10.471153846153847)","(18.0, 21.0, 20.61904761904762)","(21.0, 27.0, 26.42222222222222)","(6.5, 7.8, 7.768421052631579)","(31.0, 46.0, 42.986301369863014)","(101.0, 170.0, 153.33333333333334)","(101.0, 320.0, 302.22222222222223)","(41.0, 48.0, 47.6)"
11-01-2023 15:31:40.792609,"(6.5, 8.0, 7.81981981981982)","(4.0, 4.8, 4.741221374045802)","(41.0, 42.0, 41.333333333333336)","(5.5, 6.6, 6.408530805687204)","(31.0, 34.0, 32.666666666666664)","(9.0, 12.0, 11.514705882352942)","(9.0, 11.0, 10.49)","(18.0, 21.0, 20.61904761904762)","(21.0, 27.0, 26.5)","(6.5, 7.8, 7.768421052631579)","(31.0, 46.0, 42.986301369863014)","(101.0, 170.0, 153.33333333333334)","(101.0, 320.0, 302.22222222222223)","(41.0, 48.0, 47.6)"
11-01-2023 15:31:42.684632,"(6.5, 8.0, 7.81981981981982)","(4.0, 4.8, 4.729347826086957)","(41.0, 42.0, 41.333333333333336)","(5.5, 6.6, 6.408530805687204)","(31.0, 34.0, 32.666666666666664)","(9.0, 12.0, 11.513513513513514)","(9.0, 11.0, 10.5)","(18.0, 21.0, 20.61904761904762)","(21.0, 27.0, 26.5)","(6.5, 7.8, 7.894009216589861)","(31.0, 46.0, 42.986301369863014)","(101.0, 170.0, 153.33333333333334)","(101.0, 320.0, 302.22222222222223)","(41.0, 48.0, 47.6)"
11-01-2023 15:31:45.078251,"(6.5, 8.0, 7.806779661016949)","(4.0, 4.8, 4.707692307692308)","(41.0, 42.0, 42.857142857142854)","(5.5, 6.6, 6.408530805687204)","(31.0, 34.0, 33.278688524590166)","(9.0, 12.0, 11.513513513513514)","(9.0, 11.0, 10.544444444444444)","(18.0, 21.0, 21.266666666666666)","(21.0, 27.0, 26.5)","(6.5, 8.0, 7.8931506849315065)","(31.0, 44.0, 43.63636363636363)","(101.0, 170.0, 148.57142857142858)","(101.0, 830.0, 756.25)","(41.0, 48.0, 47.6)"
11-01-2023 15:31:47.337475,"(6.5, 8.0, 7.806779661016949)","(4.0, 4.8, 4.707936507936508)","(41.0, 44.0, 42.857142857142854)","(5.5, 6.6, 6.408530805687204)","(31.0, 34.0, 33.278688524590166)","(9.0, 12.0, 11.513513513513514)","(9.0, 11.0, 10.471153846153847)","(18.0, 22.0, 21.266666666666666)","(21.0, 27.0, 26.5)","(6.5, 8.0, 7.910869565217391)","(31.0, 44.0, 43.55555555555556)","(101.0, 170.0, 148.57142857142858)","(101.0, 730.0, 686.3636363636363)","(41.0, 48.0, 47.6)"
11-01-2023 15:31:49.619959,"(6.5, 8.0, 7.557971014492753)","(4.0, 4.8, 4.71371237458194)","(41.0, 44.0, 40.36363636363637)","(5.5, 6.6, 6.408530805687204)","(31.0, 34.0, 33.278688524590166)","(9.0, 12.0, 11.514705882352942)","(9.0, 11.0, 10.485148514851485)","(18.0, 22.0, 21.333333333333332)","(21.0, 27.0, 26.72222222222222)","(6.5, 8.0, 7.910869565217391)","(31.0, 46.0, 42.81159420289855)","(101.0, 170.0, 148.57142857142858)","(101.0, 730.0, 677.7777777777778)","(41.0, 48.0, 47.6)"
11-01-2023 15:31:51.624541,"(6.5, 7.6, 7.547272727272727)","(4.0, 4.8, 4.71371237458194)","(41.0, 44.0, 40.36363636363637)","(5.5, 6.6, 6.236036036036036)","(31.0, 34.0, 33.24786324786325)","(9.0, 12.0, 11.514705882352942)","(9.0, 11.0, 10.485148514851485)","(18.0, 22.0, 21.571428571428573)","(21.0, 27.0, 26.72222222222222)","(6.5, 8.0, 7.931877729257642)","(31.0, 46.0, 42.81159420289855)","(101.0, 170.0, 148.57142857142858)","(101.0, 730.0, 576.6666666666667)","(41.0, 48.0, 47.75)"
11-01-2023 15:31:53.551421,"(6.5, 7.6, 7.547272727272727)","(4.0, 4.8, 4.717482517482518)","(41.0, 44.0, 40.36363636363637)","(5.5, 6.6, 6.311111111111112)","(31.0, 34.0, 33.214285714285715)","(9.0, 12.0, 11.51388888888889)","(9.0, 11.0, 10.93939393939394)","(18.0, 22.0, 21.571428571428573)","(21.0, 27.0, 26.542857142857144)","(7.0, 8.0, 7.931877729257642)","(31.0, 46.0, 42.81159420289855)","(101.0, 170.0, 148.57142857142858)","(101.0, 730.0, 505.0)","(41.0, 48.0, 47.75)"
11-01-2023 15:31:55.523738,"(6.5, 7.6, 7.547272727272727)","(4.0, 4.8, 4.719572953736654)","(41.0, 44.0, 40.5)","(5.5, 6.4, 6.311111111111112)","(31.0, 34.0, 33.214285714285715)","(9.0, 12.0, 11.51388888888889)","(9.0, 11.0, 10.93939393939394)","(18.0, 22.0, 21.727272727272727)","(21.0, 27.0, 26.542857142857144)","(7.0, 8.0, 7.917948717948718)","(31.0, 46.0, 42.81159420289855)","(101.0, 170.0, 138.57142857142858)","(101.0, 730.0, 560.0)","(41.0, 48.0, 47.75)"
11-01-2023 15:31:57.580468,"(6.5, 7.6, 7.547272727272727)","(4.0, 4.8, 4.682901554404145)","(41.0, 42.0, 40.5)","(5.5, 6.4, 6.2959349593495935)","(31.0, 34.0, 33.214285714285715)","(9.0, 12.0, 11.458333333333334)","(9.0, 11.0, 10.891891891891891)","(18.0, 22.0, 21.857142857142858)","(21.0, 27.0, 26.542857142857144)","(7.0, 8.0, 7.917948717948718)","(31.0, 46.0, 42.71641791044776)","(101.0, 140.0, 138.57142857142858)","(101.0, 390.0, 365.0)","(41.0, 48.0, 47.75)"
11-01-2023 15:32:00.696925,"(6.5, 7.6, 7.327272727272727)","(4.0, 4.8, 4.698712446351931)","(41.0, 42.0, 42.76923076923077)","(5.5, 6.4, 6.28)","(31.0, 34.0, 33.753846153846155)","(9.0, 11.5, 11.418181818181818)","(9.0, 11.5, 10.829545454545455)","(18.0, 23.0, 22.04)","(21.0, 27.0, 26.609756097560975)","(7.0, 8.2, 8.110429447852761)","(31.0, 46.0, 42.78787878787879)","(101.0, 200.0, 187.27272727272725)","(101.0, 390.0, 377.5)","(41.0, 48.0, 47.75)"
11-01-2023 15:32:02.685948,"(6.5, 7.4, 7.302702702702703)","(4.2, 4.8, 4.714716981132075)","(41.0, 44.0, 42.76923076923077)","(5.5, 6.4, 6.28)","(31.0, 34.0, 33.3125)","(9.0, 11.5, 11.418181818181818)","(9.0, 11.5, 10.84375)","(18.0, 23.0, 22.625)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.2, 8.124657534246575)","(31.0, 46.0, 42.78787878787879)","(101.0, 190.0, 179.0909090909091)","(101.0, 390.0, 375.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:04.701302,"(6.5, 7.4, 7.144604316546762)","(4.2, 4.8, 4.699574468085106)","(41.0, 44.0, 42.11764705882353)","(5.5, 6.4, 6.281748071979434)","(31.0, 34.0, 32.94505494505494)","(9.0, 11.5, 11.41)","(9.0, 11.5, 10.713235294117647)","(18.0, 23.0, 22.17241379310345)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.2, 8.421052631578947)","(31.0, 46.0, 42.78787878787879)","(101.0, 190.0, 179.0909090909091)","(101.0, 390.0, 380.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:06.697038,"(6.5, 7.2, 7.2444444444444445)","(4.2, 4.8, 4.7004255319148935)","(41.0, 44.0, 42.11764705882353)","(5.5, 6.4, 6.277659574468085)","(31.0, 34.0, 32.94505494505494)","(9.0, 11.5, 11.347457627118644)","(9.0, 11.0, 10.387931034482758)","(18.0, 23.0, 22.17241379310345)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.432258064516128)","(31.0, 46.0, 42.78787878787879)","(101.0, 190.0, 179.0909090909091)","(101.0, 390.0, 366.6666666666667)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:08.647092,"(6.5, 7.4, 7.316000000000001)","(4.2, 4.8, 4.71140350877193)","(41.0, 44.0, 43.111111111111114)","(5.5, 6.4, 5.968571428571429)","(31.0, 34.0, 32.94505494505494)","(9.0, 11.5, 11.43918918918919)","(9.0, 10.5, 10.301204819277109)","(18.0, 23.0, 22.17241379310345)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.496875)","(31.0, 46.0, 42.927536231884055)","(101.0, 190.0, 179.0909090909091)","(101.0, 390.0, 378.3333333333333)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:10.655164,"(6.5, 7.4, 7.316000000000001)","(4.2, 4.8, 4.704225352112676)","(41.0, 44.0, 43.23809523809524)","(5.5, 6.0, 5.8584745762711865)","(31.0, 34.0, 32.90909090909091)","(9.0, 11.5, 11.588235294117647)","(9.0, 10.5, 10.40983606557377)","(18.0, 23.0, 22.357142857142858)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.496875)","(31.0, 46.0, 42.927536231884055)","(101.0, 190.0, 179.0909090909091)","(101.0, 390.0, 380.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:12.637078,"(6.5, 7.4, 7.318971061093248)","(4.2, 4.8, 4.705607476635514)","(41.0, 44.0, 43.23809523809524)","(5.5, 5.9, 5.862962962962963)","(31.0, 34.0, 32.90909090909091)","(9.0, 12.0, 11.588235294117647)","(9.0, 11.0, 10.40983606557377)","(18.0, 23.0, 22.357142857142858)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.538775510204081)","(31.0, 46.0, 42.927536231884055)","(101.0, 190.0, 179.0909090909091)","(101.0, 390.0, 373.3333333333333)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:14.686183,"(6.5, 7.4, 7.318971061093248)","(4.2, 4.8, 4.705607476635514)","(41.0, 44.0, 43.23809523809524)","(5.5, 5.9, 5.8662337662337665)","(31.0, 34.0, 32.90909090909091)","(9.0, 12.0, 11.60377358490566)","(9.0, 11.0, 10.393700787401574)","(18.0, 23.0, 22.357142857142858)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.538775510204081)","(31.0, 46.0, 42.97142857142857)","(101.0, 190.0, 180.0)","(101.0, 390.0, 382.8571428571429)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:16.664017,"(6.5, 7.4, 7.32)","(4.2, 4.8, 4.710909090909091)","(41.0, 44.0, 41.25925925925926)","(5.5, 5.9, 5.88360655737705)","(31.0, 34.0, 32.370370370370374)","(9.0, 12.0, 11.61111111111111)","(9.0, 11.0, 10.320512820512821)","(18.0, 23.0, 22.62962962962963)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.50625)","(31.0, 46.0, 44.42857142857143)","(101.0, 190.0, 180.0)","(101.0, 390.0, 383.3333333333333)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:18.608583,"(6.5, 7.4, 7.304545454545455)","(4.2, 4.8, 4.706382978723404)","(31.0, 44.0, 41.25925925925926)","(5.5, 5.9, 6.017081850533808)","(31.0, 34.0, 32.206896551724135)","(9.0, 12.0, 11.61111111111111)","(9.0, 11.0, 10.485436893203884)","(18.0, 23.0, 22.6875)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.49655172413793)","(31.0, 46.0, 44.42857142857143)","(101.0, 190.0, 180.0)","(101.0, 390.0, 380.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:20.591190,"(6.5, 7.4, 7.304545454545455)","(4.2, 4.8, 4.676315789473684)","(31.0, 44.0, 41.25925925925926)","(5.5, 6.2, 6.042331288343559)","(31.0, 34.0, 32.492753623188406)","(9.0, 12.0, 11.615384615384615)","(9.0, 11.0, 10.485436893203884)","(18.0, 23.0, 22.6875)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.49655172413793)","(31.0, 46.0, 44.42857142857143)","(101.0, 190.0, 180.0)","(101.0, 390.0, 385.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:22.596810,"(6.5, 7.4, 7.304545454545455)","(4.2, 4.7, 4.676315789473684)","(31.0, 44.0, 42.170212765957444)","(5.5, 6.2, 6.0610619469026545)","(31.0, 34.0, 32.492753623188406)","(9.0, 12.0, 11.615384615384615)","(9.0, 11.0, 10.485436893203884)","(18.0, 23.0, 22.666666666666668)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.49655172413793)","(31.0, 46.0, 44.53333333333333)","(101.0, 190.0, 180.0)","(101.0, 390.0, 386.6666666666667)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:24.582192,"(6.5, 7.4, 7.327741935483871)","(4.2, 4.7, 4.652409638554217)","(31.0, 44.0, 42.170212765957444)","(5.5, 6.2, 6.086868686868687)","(31.0, 34.0, 31.174603174603174)","(9.0, 12.0, 11.607843137254902)","(9.0, 11.0, 10.497512437810945)","(18.0, 23.0, 22.736842105263158)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.537777777777778)","(31.0, 46.0, 44.53333333333333)","(101.0, 190.0, 180.0)","(101.0, 390.0, 385.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:26.800857,"(6.5, 7.4, 7.3170370370370375)","(4.2, 4.7, 4.652409638554217)","(31.0, 44.0, 42.170212765957444)","(5.5, 6.2, 6.091787439613527)","(26.0, 32.0, 31.555555555555557)","(9.0, 12.0, 11.607843137254902)","(9.0, 11.0, 10.497512437810945)","(18.0, 23.0, 22.736842105263158)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.465945945945945)","(31.0, 46.0, 44.53333333333333)","(101.0, 190.0, 180.0)","(101.0, 390.0, 388.3333333333333)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:28.909894,"(6.5, 7.4, 7.3398230088495575)","(4.2, 4.7, 4.596864111498258)","(31.0, 44.0, 42.170212765957444)","(5.5, 6.2, 6.227322404371585)","(26.0, 34.0, 31.63157894736842)","(9.0, 12.0, 11.596153846153847)","(9.0, 11.0, 10.61214953271028)","(18.0, 23.0, 23.318181818181817)","(21.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.465945945945945)","(31.0, 46.0, 44.333333333333336)","(101.0, 190.0, 180.0)","(101.0, 590.0, 548.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:31.072451,"(6.5, 7.4, 7.3398230088495575)","(4.2, 4.6, 4.637971014492754)","(31.0, 44.0, 40.72222222222222)","(5.5, 6.4, 6.28951048951049)","(26.0, 32.0, 30.91891891891892)","(9.0, 12.0, 11.625)","(9.0, 11.0, 10.699115044247788)","(18.0, 23.0, 22.933333333333334)","(21.0, 27.0, 26.4468085106383)","(7.0, 8.4, 8.36111111111111)","(31.0, 46.0, 44.45161290322581)","(101.0, 200.0, 185.71428571428572)","(101.0, 580.0, 513.3333333333334)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:33.540379,"(6.5, 7.4, 7.3398230088495575)","(4.2, 4.7, 4.590196078431372)","(31.0, 42.0, 40.432432432432435)","(5.5, 6.4, 6.326283987915408)","(26.0, 32.0, 30.7)","(9.0, 12.0, 11.789473684210526)","(9.0, 11.0, 10.519607843137255)","(18.0, 23.0, 22.962962962962962)","(21.0, 27.0, 26.58139534883721)","(7.0, 8.4, 8.371717171717172)","(31.0, 46.0, 44.5)","(101.0, 200.0, 188.88888888888889)","(101.0, 590.0, 520.0)","(41.0, 48.0, 47.6)"
11-01-2023 15:32:35.816300,"(6.5, 7.4, 7.389380530973452)","(4.2, 4.6, 4.567398119122257)","(31.0, 42.0, 40.12244897959184)","(5.5, 6.4, 6.291666666666667)","(26.0, 32.0, 30.30188679245283)","(9.0, 12.0, 11.804054054054054)","(9.0, 11.0, 10.39247311827957)","(18.0, 23.0, 22.96153846153846)","(21.0, 27.0, 26.535714285714285)","(7.0, 8.4, 8.349514563106796)","(31.0, 46.0, 44.22222222222222)","(101.0, 200.0, 175.0)","(101.0, 590.0, 390.0)","(41.0, 48.0, 47.2)"
11-01-2023 15:32:37.850423,"(6.5, 7.4, 7.367164179104478)","(4.2, 4.6, 4.531338028169014)","(31.0, 42.0, 40.25)","(5.5, 6.4, 6.287937743190661)","(26.0, 32.0, 30.074074074074073)","(9.0, 12.0, 11.829113924050633)","(9.0, 10.5, 10.288590604026846)","(18.0, 23.0, 24.065217391304348)","(21.0, 27.0, 26.03846153846154)","(7.0, 8.4, 8.355555555555556)","(31.0, 46.0, 44.22222222222222)","(101.0, 200.0, 177.77777777777777)","(101.0, 580.0, 346.6666666666667)","(41.0, 55.0, 46.857142857142854)"
11-01-2023 15:32:39.878582,"(6.5, 7.4, 7.327884615384615)","(4.0, 4.6, 4.515983606557377)","(31.0, 42.0, 40.25)","(5.5, 6.4, 6.294957983193277)","(26.0, 32.0, 30.227272727272727)","(9.0, 12.0, 11.868932038834952)","(9.0, 10.5, 10.288590604026846)","(18.0, 25.0, 23.5)","(21.0, 26.0, 25.977272727272727)","(7.0, 8.4, 8.35357142857143)","(31.0, 46.0, 44.22222222222222)","(101.0, 200.0, 180.0)","(101.0, 560.0, 386.6666666666667)","(41.0, 50.0, 48.11764705882353)"
11-01-2023 15:32:41.850557,"(6.5, 7.4, 7.668468468468468)","(4.0, 4.6, 4.490445859872612)","(31.0, 42.0, 40.25)","(5.5, 6.4, 6.294957983193277)","(26.0, 32.0, 30.227272727272727)","(9.0, 12.0, 11.851648351648352)","(9.0, 10.5, 10.270440251572326)","(18.0, 24.0, 23.5)","(21.0, 26.0, 25.977272727272727)","(7.0, 8.4, 8.35357142857143)","(31.0, 46.0, 44.285714285714285)","(101.0, 200.0, 171.42857142857142)","(101.0, 550.0, 341.6666666666667)","(41.0, 50.0, 48.11764705882353)"
11-01-2023 15:32:43.829552,"(6.5, 7.8, 7.612820512820512)","(4.0, 4.5, 4.490036900369004)","(31.0, 42.0, 40.212765957446805)","(5.5, 6.4, 6.2929336188436835)","(26.0, 32.0, 30.1015625)","(9.0, 12.0, 11.865168539325843)","(9.0, 10.5, 10.267080745341614)","(18.0, 24.0, 24.553571428571427)","(21.0, 26.0, 25.977272727272727)","(7.0, 8.4, 8.35357142857143)","(31.0, 46.0, 44.3448275862069)","(101.0, 200.0, 181.8181818181818)","(101.0, 540.0, 340.0)","(41.0, 50.0, 47.666666666666664)"
11-01-2023 15:32:45.795461,"(6.5, 7.8, 7.648704663212435)","(4.0, 4.5, 4.490036900369004)","(31.0, 42.0, 40.212765957446805)","(5.5, 6.4, 6.2929336188436835)","(26.0, 32.0, 30.1015625)","(9.0, 12.0, 11.865168539325843)","(9.0, 10.5, 10.267080745341614)","(19.0, 25.0, 24.92105263157895)","(21.0, 26.0, 25.977272727272727)","(7.0, 8.4, 8.35357142857143)","(31.0, 46.0, 44.3448275862069)","(101.0, 200.0, 190.0)","(101.0, 540.0, 340.0)","(41.0, 50.0, 48.10526315789474)"
11-01-2023 15:32:47.749701,"(6.5, 7.8, 8.045977011494253)","(4.0, 4.5, 4.45)","(31.0, 42.0, 40.212765957446805)","(5.5, 6.4, 6.2929336188436835)","(26.0, 32.0, 29.833333333333332)","(9.0, 12.0, 11.815384615384616)","(9.0, 10.5, 10.309859154929578)","(19.0, 25.0, 24.90909090909091)","(21.0, 26.0, 25.82608695652174)","(7.0, 8.4, 8.334)","(31.0, 46.0, 44.3448275862069)","(101.0, 200.0, 181.8181818181818)","(101.0, 540.0, 334.2857142857143)","(41.0, 50.0, 46.63157894736842)"
11-01-2023 15:32:49.754398,"(6.5, 8.2, 8.05111111111111)","(4.0, 4.5, 4.441967213114754)","(31.0, 42.0, 40.212765957446805)","(5.5, 6.4, 6.2929336188436835)","(26.0, 30.0, 30.285714285714285)","(9.0, 12.0, 11.815384615384616)","(9.0, 10.5, 10.309859154929578)","(19.0, 25.0, 24.9375)","(21.0, 26.0, 25.794871794871796)","(7.0, 8.4, 8.334)","(31.0, 46.0, 44.3448275862069)","(101.0, 200.0, 181.8181818181818)","(101.0, 520.0, 336.6666666666667)","(41.0, 50.0, 46.63157894736842)"
11-01-2023 15:32:51.770175,"(6.5, 8.2, 8.056470588235294)","(4.0, 4.5, 4.433807829181495)","(31.0, 42.0, 40.212765957446805)","(5.5, 6.4, 6.273417721518988)","(26.0, 32.0, 30.285714285714285)","(10.0, 12.0, 11.652173913043478)","(9.0, 10.5, 10.333333333333334)","(19.0, 25.0, 24.91176470588235)","(21.0, 26.0, 25.794871794871796)","(7.0, 8.6, 8.432876712328767)","(31.0, 46.0, 43.65853658536585)","(101.0, 200.0, 181.8181818181818)","(101.0, 500.0, 366.6666666666667)","(41.0, 50.0, 46.63157894736842)"
11-01-2023 15:32:53.797947,"(6.5, 8.2, 8.058536585365854)","(4.0, 4.5, 4.428461538461539)","(31.0, 42.0, 38.87179487179487)","(5.5, 6.4, 6.273417721518988)","(26.0, 32.0, 30.285714285714285)","(10.0, 12.0, 11.652173913043478)","(9.0, 10.5, 10.465608465608465)","(19.0, 26.0, 24.91176470588235)","(21.0, 26.0, 25.794871794871796)","(7.0, 8.6, 8.442786069651742)","(31.0, 46.0, 43.65853658536585)","(101.0, 200.0, 181.8181818181818)","(101.0, 490.0, 347.5)","(41.0, 48.0, 46.4)"
11-01-2023 15:32:55.657011,"(6.5, 8.2, 8.117241379310345)","(4.0, 4.5, 4.369836065573771)","(31.0, 42.0, 39.27272727272727)","(5.5, 6.4, 6.296907216494845)","(26.0, 32.0, 30.21153846153846)","(10.0, 12.0, 11.647058823529411)","(9.0, 11.0, 10.673652694610778)","(19.0, 26.0, 25.63157894736842)","(21.0, 26.0, 25.794871794871796)","(7.0, 8.6, 8.467027027027028)","(31.0, 46.0, 43.2)","(101.0, 200.0, 181.8181818181818)","(101.0, 470.0, 350.0)","(41.0, 48.0, 47.0)"
11-01-2023 15:32:57.662034,"(6.5, 8.2, 8.159374999999999)","(4.0, 4.4, 4.384976525821596)","(31.0, 40.0, 38.54545454545455)","(5.5, 6.4, 6.297750511247444)","(26.0, 32.0, 30.285714285714285)","(10.0, 12.0, 11.321428571428571)","(9.0, 11.0, 10.176470588235293)","(19.0, 26.0, 24.40740740740741)","(21.0, 26.0, 25.789473684210527)","(7.0, 8.6, 8.467027027027028)","(31.0, 46.0, 43.2972972972973)","(101.0, 200.0, 190.0)","(101.0, 460.0, 293.75)","(41.0, 48.0, 47.0)"
11-01-2023 15:32:59.572507,"(6.5, 8.2, 8.284848484848485)","(4.0, 4.5, 4.399476439790576)","(31.0, 42.0, 38.52173913043478)","(5.5, 6.4, 6.2942917547568715)","(26.0, 32.0, 29.977272727272727)","(10.0, 11.5, 11.3121387283237)","(9.0, 10.5, 10.119205298013245)","(19.0, 25.0, 24.357142857142858)","(21.0, 26.0, 25.789473684210527)","(7.0, 8.6, 8.472538860103628)","(31.0, 46.0, 43.2972972972973)","(101.0, 200.0, 181.8181818181818)","(101.0, 460.0, 293.75)","(41.0, 48.0, 46.4)"
11-01-2023 15:33:01.485733,"(6.5, 8.4, 8.213526570048309)","(4.0, 4.4, 4.431528662420383)","(31.0, 42.0, 38.69565217391305)","(5.5, 6.4, 6.294491525423729)","(26.0, 30.0, 28.967741935483872)","(10.0, 11.5, 11.649253731343283)","(9.0, 10.5, 10.092857142857143)","(19.0, 25.0, 24.636363636363637)","(21.0, 26.0, 25.967741935483872)","(7.0, 8.6, 8.480975609756097)","(31.0, 46.0, 43.2972972972973)","(101.0, 200.0, 190.0)","(101.0, 460.0, 302.5)","(41.0, 48.0, 46.4)"
11-01-2023 15:33:03.495486,"(6.5, 7.8, 7.771604938271604)","(4.0, 4.5, 4.4366391184573)","(31.0, 42.0, 39.38461538461539)","(5.5, 6.4, 6.304930966469429)","(26.0, 30.0, 29.11111111111111)","(10.0, 12.0, 11.741379310344827)","(9.0, 10.5, 10.461290322580645)","(19.0, 25.0, 25.17142857142857)","(21.0, 26.0, 25.914285714285715)","(7.0, 8.6, 8.49655172413793)","(31.0, 46.0, 44.22222222222222)","(101.0, 210.0, 205.55555555555554)","(101.0, 460.0, 254.28571428571428)","(41.0, 48.0, 47.5)"
11-01-2023 15:33:05.402732,"(6.5, 7.8, 7.753142857142857)","(4.0, 4.5, 4.436413043478261)","(31.0, 40.0, 39.2)","(5.5, 6.4, 6.3065868263473055)","(26.0, 30.0, 28.666666666666668)","(10.0, 12.0, 11.73076923076923)","(9.0, 10.5, 10.532407407407407)","(19.0, 26.0, 25.194444444444443)","(21.0, 26.0, 25.92105263157895)","(7.0, 8.6, 8.69037037037037)","(31.0, 46.0, 44.22222222222222)","(101.0, 230.0, 202.22222222222223)","(101.0, 460.0, 314.2857142857143)","(41.0, 48.0, 46.666666666666664)"
11-01-2023 15:33:07.427871,"(6.5, 7.8, 7.280727272727273)","(4.0, 4.5, 4.445323741007194)","(31.0, 40.0, 38.72727272727273)","(5.5, 6.4, 6.329531568228107)","(26.0, 30.0, 28.083333333333332)","(10.0, 12.0, 11.814685314685315)","(9.0, 11.0, 10.625)","(19.0, 26.0, 25.863636363636363)","(21.0, 27.0, 26.19672131147541)","(7.0, 9.0, 8.769747899159663)","(31.0, 46.0, 44.588235294117645)","(101.0, 230.0, 202.22222222222223)","(101.0, 460.0, 288.57142857142856)","(41.0, 50.0, 47.0)"
11-01-2023 15:33:09.430454,"(6.5, 7.4, 7.25764192139738)","(4.0, 4.5, 4.389622641509434)","(31.0, 40.0, 38.72727272727273)","(5.5, 6.4, 6.392592592592593)","(26.0, 29.0, 28.483870967741936)","(10.0, 12.0, 11.823741007194245)","(9.0, 11.0, 10.71484375)","(19.0, 26.0, 25.863636363636363)","(21.0, 27.0, 26.19672131147541)","(7.0, 9.0, 8.778723404255318)","(31.0, 46.0, 44.628571428571426)","(101.0, 230.0, 210.76923076923077)","(101.0, 450.0, 376.66666666666663)","(41.0, 50.0, 47.0)"
11-01-2023 15:33:11.334632,"(6.5, 7.4, 6.961666666666667)","(4.0, 4.5, 4.385842696629213)","(31.0, 40.0, 40.11940298507463)","(5.5, 6.4, 6.395942028985508)","(26.0, 29.0, 28.434782608695652)","(10.0, 12.0, 11.802013422818792)","(9.0, 11.0, 10.718045112781954)","(19.0, 26.0, 25.8)","(21.0, 27.0, 26.48)","(7.0, 9.0, 9.033333333333333)","(31.0, 46.0, 44.733333333333334)","(101.0, 420.0, 277.5)","(101.0, 450.0, 345.0)","(41.0, 50.0, 47.0)"
11-01-2023 15:33:13.258560,"(6.5, 7.0, 6.973099415204678)","(4.0, 4.5, 4.3941979522184305)","(31.0, 42.0, 38.84705882352941)","(5.5, 6.4, 6.531496062992126)","(26.0, 29.0, 28.379310344827587)","(10.0, 12.0, 11.811224489795919)","(9.0, 11.0, 10.774111675126903)","(19.0, 26.0, 25.59090909090909)","(21.0, 27.0, 26.666666666666668)","(7.0, 9.2, 9.148780487804878)","(31.0, 46.0, 45.80952380952381)","(101.0, 420.0, 268.0)","(101.0, 450.0, 345.0)","(41.0, 50.0, 47.53846153846154)"
