,Sly Corner,Best To Hurry,Printmaker,Storm Harbour,Mandalay Blonde,Top Babe,In Great Nic,Sizzling Diamond,Romance Factor,Mishani Pharoah
05-01-2023 15:27:20.362710,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.3, 4.953846153846154)","(26.0, 50.0, 48.09090909090909)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.347272727272727)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 77.5)","(31.0, 50.0, 47.6)"
05-01-2023 15:27:21.759146,"(6.0, 8.0, 7.91578947368421)","(3.4, 5.3, 4.953846153846154)","(26.0, 50.0, 48.09090909090909)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.3499999999999996)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 45.2)"
05-01-2023 15:27:23.228553,"(6.0, 8.0, 7.292307692307692)","(3.4, 5.3, 5.216666666666667)","(26.0, 50.0, 48.09090909090909)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.412391304347826)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 47.09090909090909)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 47.6)"
05-01-2023 15:27:24.708498,"(6.0, 7.6, 7.292307692307692)","(3.4, 5.3, 5.05)","(26.0, 50.0, 48.09090909090909)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.37)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 47.6)"
05-01-2023 15:27:26.211555,"(6.0, 7.6, 7.292307692307692)","(3.4, 5.3, 5.05)","(26.0, 50.0, 48.09090909090909)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.37)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 47.6)"
05-01-2023 15:27:27.672232,"(6.0, 7.6, 7.292307692307692)","(3.4, 5.3, 5.253703703703703)","(26.0, 50.0, 48.09090909090909)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.38)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 47.6)"
05-01-2023 15:27:29.081803,"(6.0, 7.6, 7.292307692307692)","(3.4, 5.3, 5.253703703703703)","(26.0, 50.0, 48.18181818181818)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.38)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 45.0)"
05-01-2023 15:27:30.478233,"(6.0, 7.6, 7.292307692307692)","(3.4, 5.3, 5.253703703703703)","(26.0, 50.0, 48.18181818181818)","(6.5, 9.0, 8.345454545454546)","(2.2, 2.42, 2.38)","(26.0, 55.0, 51.54545454545455)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 45.0)"
05-01-2023 15:27:31.892272,"(6.0, 7.6, 7.292307692307692)","(3.4, 5.3, 5.253703703703703)","(26.0, 50.0, 48.18181818181818)","(6.5, 9.0, 8.4)","(2.2, 2.42, 2.381818181818182)","(26.0, 55.0, 51.2)","(21.0, 50.0, 43.6)","(18.0, 26.0, 24.5)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 45.0)"
05-01-2023 15:27:33.399287,"(6.0, 7.6, 7.292307692307692)","(3.4, 5.3, 5.256521739130434)","(26.0, 50.0, 48.666666666666664)","(6.5, 9.0, 7.95)","(2.2, 2.42, 2.392)","(26.0, 55.0, 51.2)","(21.0, 50.0, 44.666666666666664)","(18.0, 26.0, 24.8)","(51.0, 95.0, 83.33333333333333)","(31.0, 50.0, 45.0)"
05-01-2023 15:27:34.955017,"(6.0, 7.6, 7.330232558139535)","(3.4, 5.3, 4.716666666666667)","(26.0, 50.0, 41.583333333333336)","(6.5, 9.0, 8.22)","(2.2, 2.42, 2.408)","(26.0, 55.0, 52.285714285714285)","(21.0, 50.0, 50.333333333333336)","(18.0, 26.0, 25.57142857142857)","(51.0, 95.0, 81.0)","(31.0, 50.0, 62.727272727272734)"
05-01-2023 15:27:36.425386,"(6.0, 7.6, 7.302564102564102)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 47.91666666666667)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.4)","(26.0, 55.0, 53.166666666666664)","(21.0, 55.0, 39.57142857142857)","(18.0, 26.0, 29.647058823529413)","(51.0, 95.0, 82.5)","(31.0, 65.0, 54.705882352941174)"
05-01-2023 15:27:37.868822,"(6.0, 7.6, 7.302564102564102)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.178947368421053)","(2.2, 2.42, 2.408)","(26.0, 55.0, 53.166666666666664)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.454545454545453)","(51.0, 95.0, 85.0)","(31.0, 65.0, 56.66666666666667)"
05-01-2023 15:27:39.300352,"(6.0, 7.6, 7.302564102564102)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.178947368421053)","(2.2, 2.42, 2.408)","(26.0, 55.0, 53.166666666666664)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 65.0, 56.66666666666667)"
05-01-2023 15:27:40.759184,"(6.0, 7.6, 6.9125)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 55.0, 67.63636363636364)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 65.0, 56.66666666666667)"
05-01-2023 15:27:42.210183,"(6.0, 7.6, 7.121739130434783)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 70.0, 56.230769230769226)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 65.0, 56.66666666666667)"
05-01-2023 15:27:43.814237,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 65.0, 56.66666666666667)"
05-01-2023 15:27:45.748095,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 65.0, 56.66666666666667)"
05-01-2023 15:27:47.651630,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 65.0, 56.66666666666667)"
05-01-2023 15:27:49.378795,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.63636363636363)"
05-01-2023 15:27:50.978177,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.63636363636363)"
05-01-2023 15:27:52.555914,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.746153846153846)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.63636363636363)"
05-01-2023 15:27:54.047550,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.7)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.0)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.333333333333336)"
05-01-2023 15:27:55.485811,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.7)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.0)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.333333333333336)"
05-01-2023 15:27:56.939314,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.7)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.0)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.333333333333336)"
05-01-2023 15:27:58.376533,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.7)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.408)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.0)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.333333333333336)"
05-01-2023 15:27:59.857085,"(6.0, 7.4, 7.121739130434783)","(3.4, 5.3, 4.7)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.321739130434782)","(2.2, 2.42, 2.3025352112676054)","(26.0, 65.0, 52.333333333333336)","(21.0, 46.0, 39.57142857142857)","(18.0, 32.0, 29.0)","(51.0, 95.0, 85.0)","(31.0, 55.0, 53.333333333333336)"
05-01-2023 15:28:01.535614,"(6.0, 7.2, 7.17)","(3.4, 5.3, 4.85)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.727272727272727)","(2.2, 2.36, 2.312)","(26.0, 65.0, 56.230769230769226)","(21.0, 46.0, 41.26315789473684)","(18.0, 32.0, 30.4)","(51.0, 95.0, 88.33333333333333)","(31.0, 55.0, 53.333333333333336)"
05-01-2023 15:28:03.011592,"(6.0, 7.2, 7.17)","(3.4, 5.3, 4.85)","(26.0, 55.0, 50.0)","(6.5, 9.0, 8.68888888888889)","(2.2, 2.34, 2.315)","(26.0, 65.0, 53.666666666666664)","(21.0, 46.0, 38.8)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 89.0)","(31.0, 55.0, 53.63636363636363)"
05-01-2023 15:28:04.628115,"(6.0, 7.2, 7.0)","(3.4, 5.3, 5.0)","(26.0, 55.0, 42.5)","(6.5, 8.8, 8.4)","(2.2, 2.34, 2.362222222222222)","(26.0, 65.0, 50.42857142857143)","(21.0, 46.0, 42.21052631578947)","(18.0, 32.0, 30.46153846153846)","(51.0, 95.0, 89.0)","(31.0, 55.0, 53.63636363636363)"
05-01-2023 15:28:06.079391,"(6.0, 7.2, 7.066666666666666)","(3.4, 5.3, 5.0)","(26.0, 55.0, 47.5)","(6.5, 8.8, 8.5)","(2.2, 2.38, 2.3685714285714283)","(26.0, 65.0, 56.5)","(21.0, 46.0, 42.4)","(18.0, 32.0, 30.46153846153846)","(51.0, 95.0, 83.75)","(31.0, 55.0, 53.5)"
05-01-2023 15:28:07.631257,"(6.0, 7.2, 7.142857142857143)","(3.4, 5.3, 5.0)","(26.0, 55.0, 47.5)","(6.5, 8.8, 8.5)","(2.2, 2.38, 2.3685714285714283)","(26.0, 65.0, 52.25)","(21.0, 46.0, 41.2)","(18.0, 32.0, 30.46153846153846)","(51.0, 95.0, 83.75)","(31.0, 55.0, 53.5)"
05-01-2023 15:28:09.055079,"(6.0, 7.2, 7.142857142857143)","(3.4, 5.3, 5.0)","(26.0, 55.0, 47.5)","(6.5, 8.8, 8.533333333333333)","(2.2, 2.38, 2.3685714285714283)","(26.0, 65.0, 52.25)","(21.0, 46.0, 41.2)","(18.0, 32.0, 30.46153846153846)","(51.0, 95.0, 83.75)","(31.0, 55.0, 53.5)"
05-01-2023 15:28:10.605107,"(6.0, 7.2, 7.142857142857143)","(3.4, 5.3, 5.0)","(21.0, 55.0, 47.5)","(6.5, 8.8, 8.725000000000001)","(2.2, 2.38, 2.3685714285714283)","(26.0, 65.0, 52.25)","(21.0, 46.0, 41.2)","(18.0, 32.0, 30.46153846153846)","(51.0, 95.0, 83.75)","(31.0, 55.0, 52.5)"
05-01-2023 15:28:12.045415,"(6.0, 7.2, 7.142857142857143)","(3.4, 5.3, 5.0)","(21.0, 55.0, 47.5)","(6.5, 8.8, 8.533333333333333)","(2.2, 2.38, 2.3685714285714283)","(26.0, 65.0, 52.25)","(21.0, 46.0, 41.2)","(18.0, 32.0, 30.46153846153846)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:13.373292,"(6.0, 7.2, 7.142857142857143)","(3.4, 5.3, 5.0)","(21.0, 55.0, 47.5)","(6.5, 8.8, 8.533333333333333)","(2.2, 2.38, 2.3685714285714283)","(26.0, 65.0, 52.25)","(21.0, 46.0, 41.2)","(18.0, 32.0, 30.46153846153846)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:15.056577,"(6.0, 7.2, 7.142857142857143)","(3.4, 5.3, 5.0)","(21.0, 55.0, 47.5)","(6.5, 8.8, 8.45)","(2.2, 2.38, 2.3777142857142857)","(26.0, 65.0, 52.25)","(21.0, 46.0, 41.2)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:16.588861,"(6.0, 7.2, 6.8)","(3.4, 5.3, 5.023076923076923)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.45)","(2.2, 2.38, 2.3777142857142857)","(26.0, 65.0, 52.25)","(21.0, 46.0, 41.2)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:17.968065,"(6.0, 6.8, 6.757142857142857)","(3.4, 5.3, 5.023076923076923)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.377894736842105)","(26.0, 65.0, 52.25)","(21.0, 46.0, 52.57142857142857)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:19.446868,"(6.0, 7.4, 6.95)","(3.4, 5.2, 5.075)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.377894736842105)","(26.0, 65.0, 52.25)","(21.0, 55.0, 47.142857142857146)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:21.104068,"(6.0, 7.2, 7.031578947368421)","(3.4, 5.2, 5.075)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.457142857142857)","(2.2, 2.38, 2.423720930232558)","(26.0, 65.0, 52.25)","(21.0, 50.0, 56.66666666666667)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:22.623568,"(6.0, 7.2, 6.947368421052632)","(3.4, 5.3, 5.075)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.44, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 60.0, 61.42857142857143)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:24.381083,"(6.0, 7.2, 6.947368421052632)","(3.4, 5.3, 5.090909090909091)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 61.42857142857143)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:26.046947,"(6.0, 7.2, 6.947368421052632)","(3.4, 5.2, 5.090909090909091)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 62.5)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:27.712412,"(6.0, 7.2, 6.947368421052632)","(3.4, 5.2, 5.090909090909091)","(21.0, 55.0, 47.77777777777778)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 56.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:29.440658,"(6.0, 7.2, 6.618181818181818)","(3.4, 5.2, 5.090909090909091)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 54.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:31.074188,"(6.0, 7.2, 6.618181818181818)","(3.4, 5.2, 5.090909090909091)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 60.4)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:32.766672,"(6.0, 7.2, 6.618181818181818)","(3.6, 5.2, 5.090909090909091)","(21.0, 55.0, 46.81818181818182)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 60.4)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:34.180659,"(6.0, 7.2, 6.618181818181818)","(3.6, 5.2, 5.061538461538462)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 51.333333333333336)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:35.614397,"(6.0, 7.2, 6.800000000000001)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 70.0, 54.583333333333336)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:37.037719,"(6.0, 7.2, 6.863157894736842)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 65.0, 46.666666666666664)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:38.504972,"(6.0, 7.2, 6.933333333333334)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.51764705882353)","(2.2, 2.38, 2.3559139784946237)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:39.995120,"(6.0, 7.2, 6.933333333333334)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.615384615384615)","(2.2, 2.38, 2.356444444444444)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:41.429807,"(6.0, 7.2, 6.933333333333334)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.615384615384615)","(2.2, 2.38, 2.356444444444444)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 47.5)"
05-01-2023 15:28:42.855448,"(6.0, 7.2, 6.72)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.615384615384615)","(2.2, 2.38, 2.356444444444444)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 45.0)"
05-01-2023 15:28:44.236011,"(6.0, 7.2, 6.72)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.142857142857146)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.356444444444444)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 50.0, 45.0)"
05-01-2023 15:28:45.529868,"(6.0, 7.2, 6.72)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.5)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.356444444444444)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 50.0, 45.0)"
05-01-2023 15:28:46.839654,"(6.0, 7.2, 6.72)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.5)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.356444444444444)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 50.0, 45.0)"
05-01-2023 15:28:48.110818,"(6.0, 7.2, 6.72)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.5)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.356444444444444)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 50.0, 45.0)"
05-01-2023 15:28:49.682807,"(6.0, 7.2, 6.72)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.5)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.3556321839080456)","(26.0, 65.0, 55.72727272727273)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 50.0, 47.5)"
05-01-2023 15:28:51.108859,"(6.0, 7.2, 7.1647058823529415)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 42.5)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.3552808988764045)","(26.0, 65.0, 56.5)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 41.875)"
05-01-2023 15:28:52.640428,"(6.0, 7.2, 7.1647058823529415)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 45.0)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.3552808988764045)","(26.0, 65.0, 56.5)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 83.75)","(31.0, 55.0, 41.875)"
05-01-2023 15:28:54.128312,"(6.0, 7.2, 7.1647058823529415)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 45.0)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.3552808988764045)","(26.0, 65.0, 56.5)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 95.0, 86.66666666666667)","(31.0, 55.0, 41.875)"
05-01-2023 15:28:55.689771,"(6.0, 7.4, 7.282666666666667)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 45.0)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.3552808988764045)","(26.0, 65.0, 56.5)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 100.0, 86.66666666666667)","(31.0, 55.0, 41.875)"
05-01-2023 15:28:56.967852,"(6.0, 7.4, 7.282666666666667)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 45.0)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.3552808988764045)","(26.0, 65.0, 56.5)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 100.0, 86.66666666666667)","(31.0, 55.0, 41.875)"
05-01-2023 15:28:58.293518,"(6.0, 7.4, 7.2760563380281695)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 45.0)","(6.5, 8.8, 8.615384615384615)","(2.15, 2.38, 2.3550588235294114)","(26.0, 65.0, 56.5)","(21.0, 50.0, 46.0)","(18.0, 32.0, 28.666666666666668)","(51.0, 100.0, 86.66666666666667)","(31.0, 55.0, 41.875)"
05-01-2023 15:28:59.582641,"(6.0, 7.4, 7.274285714285715)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 47.5)","(6.5, 8.8, 8.527272727272727)","(2.15, 2.38, 2.3550588235294114)","(26.0, 65.0, 53.666666666666664)","(21.0, 50.0, 44.666666666666664)","(18.0, 32.0, 26.4)","(51.0, 100.0, 76.66666666666667)","(31.0, 55.0, 41.875)"
05-01-2023 15:29:00.933640,"(6.0, 7.4, 7.274285714285715)","(3.6, 5.1, 5.007692307692308)","(21.0, 55.0, 47.5)","(6.5, 9.0, 8.527272727272727)","(2.15, 2.38, 2.3550588235294114)","(26.0, 65.0, 53.666666666666664)","(21.0, 50.0, 47.33333333333333)","(18.0, 32.0, 26.166666666666668)","(51.0, 100.0, 76.66666666666667)","(31.0, 55.0, 41.875)"
