,Jumbo Ozaki,Miss Destruction,Eve And Jan,Fan Cool Unit,Alinta Fire,Smart Times,Who Roux Dude,Lees Bonus
15-12-2022 11:36:32.481469,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:33.561311,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:34.606716,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:35.692061,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:36.775820,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:37.832139,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.285714285714285)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.2, 6.4)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.784615384615385)"
15-12-2022 11:36:38.896689,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.2, 6.4)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.784615384615385)"
15-12-2022 11:36:39.945612,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.2, 6.4)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.784615384615385)"
15-12-2022 11:36:40.995044,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.2, 7.371428571428571)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.085714285714286)","(4.4, 8.4, 7.91)"
15-12-2022 11:36:42.179433,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:43.618992,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.266666666666667)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:44.727143,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.266666666666667)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:46.103092,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.266666666666667)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:47.485769,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:48.706576,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:50.150572,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:51.590697,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:53.112502,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 7.91)"
15-12-2022 11:36:54.337192,"(3.0, 3.65, 3.275)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.8, 6.076923076923077)","(4.4, 9.2, 7.05)"
15-12-2022 11:36:55.549614,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 7.05)"
15-12-2022 11:36:56.606226,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 7.05)"
15-12-2022 11:36:57.746448,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 7.05)"
15-12-2022 11:36:59.059183,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:00.227067,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:01.321782,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:02.522566,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:03.655043,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:04.734384,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:05.845961,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:07.061244,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:08.225946,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 7.05)"
15-12-2022 11:37:09.400822,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.75)"
15-12-2022 11:37:10.545697,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:11.630669,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:12.718065,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:13.706773,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:14.704763,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:15.833905,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:16.873861,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:17.891881,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 270.0, 202.79999999999998)","(41.0, 230.0, 206.75)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:18.828822,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:19.830929,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:20.874149,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:21.945227,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:23.037280,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:24.070084,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:25.200101,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:26.247811,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 6.8)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 9.2, 6.992307692307692)"
15-12-2022 11:37:27.394838,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 161.23076923076923)","(41.0, 240.0, 124.70588235294117)","(4.0, 7.8, 5.3538461538461535)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.076923076923077)","(4.4, 9.2, 5.960869565217391)"
15-12-2022 11:37:28.483928,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 175.2)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:29.517755,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:30.556440,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.5, 7.2272727272727275)","(4.8, 7.6, 6.25)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:31.667681,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.0, 7.84)","(4.8, 7.6, 6.076923076923077)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:32.780823,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.0, 7.84)","(4.8, 7.6, 6.076923076923077)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:34.058514,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.0, 7.84)","(4.8, 7.6, 6.076923076923077)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:35.023794,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.0, 7.84)","(4.8, 7.6, 6.076923076923077)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:35.967644,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.0, 7.84)","(4.8, 7.6, 6.25)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:36.956743,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 48.285714285714285)","(41.0, 260.0, 170.0)","(41.0, 240.0, 137.89473684210526)","(4.0, 7.2, 5.3538461538461535)","(5.0, 10.0, 7.84)","(4.8, 7.6, 6.25)","(4.4, 8.4, 5.960869565217391)"
15-12-2022 11:37:37.898855,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 170.0)","(41.0, 240.0, 101.42857142857143)","(4.0, 7.4, 5.914285714285715)","(5.0, 10.0, 7.84)","(4.8, 7.6, 6.25)","(4.4, 8.6, 6.6)"
15-12-2022 11:37:38.871943,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 170.0)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 10.0, 8.08)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:39.968173,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 170.0)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 10.0, 8.08)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:41.045424,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 170.0)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 10.0, 8.08)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:42.110693,"(3.0, 3.65, 3.1738095238095236)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 170.0)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 10.0, 8.08)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:43.463626,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 10.0, 8.08)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:44.582770,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.386666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:45.617541,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.386666666666667)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:37:46.831673,"(3.0, 3.65, 3.1999999999999997)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.92)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:47.835909,"(3.0, 3.65, 3.4)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.92)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:48.844532,"(3.0, 3.65, 3.35)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.386666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:50.023890,"(3.0, 3.65, 3.35)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.386666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:51.108708,"(3.0, 3.65, 3.35)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.386666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:52.087469,"(3.0, 3.65, 3.35)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.386666666666667)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:37:53.087621,"(3.0, 3.65, 3.35)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:37:54.139859,"(3.0, 3.65, 3.35)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:37:55.216251,"(3.0, 3.65, 3.38)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.293333333333333)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:37:56.312574,"(3.0, 3.65, 3.38)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 8.293333333333333)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:37:57.404622,"(3.0, 3.65, 3.38)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:37:58.488821,"(3.0, 3.65, 3.38)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:37:59.491679,"(3.0, 3.65, 3.38)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:00.473584,"(3.0, 3.65, 3.38)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:01.461650,"(3.0, 3.65, 3.3125)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
