,Farmor Hype,Pump My Tyre,Rosdue Kodiak,Ninja Redemption,On Any Day,Magique Noir,Champagne Ivy,Wild Apatite
09-01-2023 11:38:57.058994,"(2.2, 2.28, 2.2649999999999997)","(5.0, 7.8, 7.371428571428572)","(13.0, 22.0, 21.393939393939394)","(31.0, 75.0, 60.0)","(10.0, 12.0, 11.833333333333334)","(31.0, 50.0, 39.0)","(3.6, 5.7, 5.3533333333333335)","(9.0, 15.5, 14.8)"
09-01-2023 11:38:58.330988,"(2.2, 2.28, 2.2533333333333334)","(5.0, 7.8, 7.326315789473684)","(13.0, 22.0, 21.393939393939394)","(31.0, 75.0, 63.0)","(10.0, 12.5, 12.136363636363637)","(31.0, 50.0, 38.0)","(3.6, 5.7, 5.3533333333333335)","(9.0, 15.0, 14.857142857142858)"
09-01-2023 11:38:59.607682,"(2.2, 2.28, 2.2533333333333334)","(5.0, 7.8, 7.326315789473684)","(13.0, 22.0, 21.333333333333332)","(31.0, 75.0, 63.0)","(10.0, 12.5, 12.055555555555555)","(31.0, 50.0, 43.0)","(3.6, 5.7, 5.483333333333333)","(9.0, 15.0, 14.857142857142858)"
09-01-2023 11:39:00.842270,"(2.2, 2.28, 2.2533333333333334)","(5.0, 7.8, 7.266666666666667)","(13.0, 22.0, 21.333333333333332)","(31.0, 75.0, 58.63636363636363)","(10.0, 12.5, 11.772727272727273)","(31.0, 46.0, 43.0)","(3.6, 5.7, 5.476923076923077)","(9.0, 15.0, 14.857142857142858)"
09-01-2023 11:39:02.077280,"(2.2, 2.28, 2.2466666666666666)","(5.0, 7.8, 7.325925925925926)","(13.0, 22.0, 21.333333333333332)","(31.0, 75.0, 58.63636363636363)","(10.0, 12.5, 11.433333333333334)","(31.0, 46.0, 43.0)","(3.6, 5.7, 5.534285714285715)","(9.0, 15.0, 14.352941176470589)"
09-01-2023 11:39:03.329380,"(2.2, 2.28, 2.2533333333333334)","(5.0, 7.8, 7.63076923076923)","(13.0, 22.0, 21.333333333333332)","(31.0, 75.0, 61.15384615384615)","(10.0, 11.5, 11.25)","(31.0, 46.0, 35.333333333333336)","(3.6, 5.7, 5.534285714285715)","(9.0, 15.0, 14.352941176470589)"
09-01-2023 11:39:04.509403,"(2.2, 2.28, 2.2514285714285713)","(5.0, 7.8, 7.63076923076923)","(13.0, 22.0, 21.25925925925926)","(31.0, 75.0, 61.15384615384615)","(10.0, 11.5, 11.423076923076923)","(31.0, 46.0, 37.319148936170215)","(3.6, 5.7, 5.534285714285715)","(9.0, 15.0, 14.117647058823529)"
09-01-2023 11:39:05.667385,"(2.2, 2.3, 2.27)","(5.0, 7.8, 7.63076923076923)","(13.0, 22.0, 21.25925925925926)","(31.0, 75.0, 61.15384615384615)","(10.0, 12.0, 11.357142857142858)","(31.0, 46.0, 37.904761904761905)","(3.6, 5.7, 5.534285714285715)","(9.0, 15.0, 14.117647058823529)"
09-01-2023 11:39:06.858730,"(2.2, 2.3, 2.2634146341463413)","(5.0, 7.6, 7.44)","(13.0, 22.0, 21.25925925925926)","(31.0, 75.0, 58.63636363636363)","(10.0, 12.0, 11.357142857142858)","(31.0, 46.0, 37.904761904761905)","(3.6, 5.7, 5.54)","(9.0, 15.0, 14.074074074074074)"
09-01-2023 11:39:07.980859,"(2.2, 2.3, 2.2659574468085104)","(5.0, 7.6, 7.555555555555555)","(13.0, 22.0, 21.25925925925926)","(31.0, 75.0, 58.63636363636363)","(10.0, 12.0, 11.333333333333334)","(31.0, 46.0, 37.904761904761905)","(3.6, 5.7, 5.4750000000000005)","(9.0, 15.0, 14.013157894736842)"
09-01-2023 11:39:08.986833,"(2.2, 2.3, 2.2734693877551018)","(5.0, 7.6, 7.552941176470588)","(13.0, 22.0, 21.28)","(31.0, 75.0, 65.0)","(10.0, 12.0, 11.181818181818182)","(31.0, 46.0, 37.53846153846154)","(3.6, 5.7, 5.55)","(9.0, 15.0, 13.875)"
09-01-2023 11:39:10.041164,"(2.2, 2.3, 2.2906976744186043)","(5.0, 7.8, 7.626086956521739)","(13.0, 22.0, 21.28)","(31.0, 75.0, 65.0)","(10.0, 12.0, 11.181818181818182)","(31.0, 46.0, 37.53846153846154)","(3.6, 5.7, 5.614285714285714)","(9.0, 14.0, 13.821428571428571)"
09-01-2023 11:39:11.135477,"(2.2, 2.26, 2.2504761904761903)","(5.0, 7.8, 7.626086956521739)","(13.0, 22.0, 21.28)","(31.0, 75.0, 65.0)","(10.0, 12.0, 11.052631578947368)","(31.0, 46.0, 39.2)","(3.6, 5.7, 5.614285714285714)","(9.0, 14.0, 13.736842105263158)"
09-01-2023 11:39:12.269386,"(2.05, 2.26, 2.2504761904761903)","(5.0, 7.8, 7.592592592592593)","(15.0, 22.0, 23.625)","(31.0, 75.0, 65.0)","(10.0, 12.0, 11.333333333333334)","(31.0, 44.0, 38.37037037037037)","(3.9, 5.7, 5.507692307692308)","(9.0, 14.0, 13.736842105263158)"
09-01-2023 11:39:13.451965,"(2.05, 2.26, 2.2504761904761903)","(5.0, 7.8, 7.633333333333334)","(15.0, 24.0, 22.75)","(31.0, 75.0, 65.0)","(10.0, 12.0, 11.333333333333334)","(31.0, 44.0, 37.729729729729726)","(3.9, 5.6, 5.5058823529411764)","(9.0, 14.0, 13.736842105263158)"
09-01-2023 11:39:14.579308,"(2.0, 2.26, 2.2558333333333334)","(5.5, 7.8, 7.633333333333334)","(15.0, 24.0, 22.4)","(31.0, 75.0, 65.0)","(9.0, 12.0, 11.333333333333334)","(31.0, 44.0, 37.729729729729726)","(3.9, 5.6, 5.295238095238095)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:15.747160,"(2.0, 2.3, 2.2953623188405796)","(5.5, 7.8, 7.633333333333334)","(15.0, 24.0, 22.4)","(31.0, 75.0, 65.0)","(9.0, 12.0, 11.333333333333334)","(31.0, 44.0, 37.729729729729726)","(3.9, 5.6, 5.3)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:16.910957,"(2.0, 2.3, 2.271578947368421)","(5.5, 7.8, 7.633333333333334)","(15.0, 24.0, 22.736842105263158)","(31.0, 75.0, 65.0)","(9.0, 12.0, 11.333333333333334)","(31.0, 44.0, 37.729729729729726)","(3.9, 5.5, 5.3)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:18.090715,"(2.0, 2.3, 2.2754545454545454)","(5.5, 7.8, 7.633333333333334)","(15.0, 24.0, 22.736842105263158)","(31.0, 75.0, 65.0)","(9.0, 12.0, 11.25)","(31.0, 44.0, 37.361702127659576)","(3.9, 5.5, 5.3)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:19.278392,"(2.0, 2.3, 2.284)","(5.5, 7.8, 7.633333333333334)","(15.0, 24.0, 22.736842105263158)","(31.0, 75.0, 65.0)","(9.0, 12.0, 11.4)","(31.0, 44.0, 37.361702127659576)","(3.9, 5.5, 5.352631578947368)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:20.456515,"(2.0, 2.28, 2.2647457627118643)","(5.5, 7.8, 7.666666666666666)","(15.0, 24.0, 22.736842105263158)","(31.0, 75.0, 65.0)","(9.0, 12.0, 11.4)","(31.0, 44.0, 37.361702127659576)","(3.9, 5.5, 5.366666666666666)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:21.579370,"(2.0, 2.28, 2.2506896551724136)","(5.5, 7.8, 7.666666666666666)","(15.0, 24.0, 22.736842105263158)","(31.0, 75.0, 65.0)","(9.0, 12.0, 11.444444444444445)","(31.0, 44.0, 37.361702127659576)","(3.9, 5.5, 5.3875)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:22.727946,"(2.0, 2.24, 2.2163157894736845)","(5.5, 7.8, 7.694736842105263)","(15.0, 24.0, 22.666666666666668)","(31.0, 75.0, 64.41176470588235)","(9.0, 12.0, 11.444444444444445)","(31.0, 44.0, 37.361702127659576)","(3.9, 5.5, 5.371428571428572)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:23.875349,"(2.0, 2.24, 2.2163157894736845)","(5.5, 7.8, 7.694736842105263)","(15.0, 24.0, 22.666666666666668)","(31.0, 75.0, 64.41176470588235)","(9.0, 12.0, 11.444444444444445)","(31.0, 44.0, 37.361702127659576)","(3.9, 5.5, 5.418181818181818)","(9.0, 14.0, 13.655172413793103)"
09-01-2023 11:39:25.025708,"(2.0, 2.24, 2.2163157894736845)","(5.5, 7.8, 7.721739130434782)","(15.0, 24.0, 22.666666666666668)","(31.0, 75.0, 64.41176470588235)","(9.0, 12.0, 11.942307692307692)","(31.0, 44.0, 37.5609756097561)","(3.9, 5.5, 5.342857142857143)","(9.0, 14.0, 13.909090909090908)"
09-01-2023 11:39:26.171497,"(2.0, 2.24, 2.2206060606060607)","(5.5, 8.0, 7.721739130434782)","(15.0, 24.0, 22.90909090909091)","(31.0, 75.0, 66.42857142857143)","(9.0, 13.0, 11.75)","(31.0, 44.0, 38.285714285714285)","(3.8, 5.7, 5.315384615384615)","(10.0, 14.0, 14.318181818181818)"
09-01-2023 11:39:27.274589,"(1.95, 2.22, 2.2135135135135138)","(6.0, 8.0, 7.721739130434782)","(15.0, 24.0, 22.90909090909091)","(41.0, 75.0, 66.42857142857143)","(9.0, 13.0, 12.0)","(31.0, 44.0, 38.146341463414636)","(3.8, 5.7, 5.37741935483871)","(10.0, 14.5, 14.318181818181818)"
09-01-2023 11:39:28.480768,"(1.95, 2.22, 2.2131428571428575)","(6.0, 8.0, 7.810526315789473)","(15.0, 24.0, 22.90909090909091)","(41.0, 75.0, 66.42857142857143)","(9.0, 13.0, 12.0)","(31.0, 44.0, 37.5609756097561)","(3.8, 5.7, 5.37741935483871)","(10.0, 14.5, 14.318181818181818)"
09-01-2023 11:39:29.680204,"(1.95, 2.22, 2.2131428571428575)","(6.0, 8.0, 7.810526315789473)","(15.0, 24.0, 22.75)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 11.772727272727273)","(31.0, 44.0, 37.5609756097561)","(3.8, 5.7, 5.348648648648648)","(10.0, 14.5, 14.166666666666666)"
09-01-2023 11:39:30.818352,"(1.95, 2.22, 2.2131428571428575)","(6.0, 8.0, 7.810526315789473)","(15.0, 24.0, 22.75)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 11.772727272727273)","(31.0, 44.0, 37.5609756097561)","(3.8, 5.7, 5.3533333333333335)","(10.0, 14.5, 13.884615384615385)"
09-01-2023 11:39:32.024002,"(1.95, 2.22, 2.2131428571428575)","(6.0, 8.0, 7.818181818181818)","(15.0, 24.0, 22.75)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 12.0)","(31.0, 44.0, 37.5609756097561)","(3.8, 5.7, 5.3533333333333335)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:33.229509,"(1.95, 2.22, 2.2131428571428575)","(6.0, 8.0, 7.818181818181818)","(15.0, 24.0, 22.75)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 12.0625)","(31.0, 44.0, 37.5609756097561)","(3.8, 5.7, 5.314285714285714)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:34.437437,"(1.95, 2.22, 2.218518518518519)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.75)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 12.25)","(31.0, 44.0, 37.523809523809526)","(3.8, 5.6, 5.309677419354839)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:35.635928,"(1.95, 2.22, 2.218518518518519)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.75)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 12.25)","(31.0, 44.0, 37.523809523809526)","(3.8, 5.6, 5.309677419354839)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:36.852047,"(1.95, 2.22, 2.218518518518519)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.5)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 12.25)","(31.0, 44.0, 37.523809523809526)","(3.8, 5.6, 5.310714285714286)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:38.034267,"(1.95, 2.22, 2.218518518518519)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.5)","(41.0, 75.0, 68.33333333333333)","(9.0, 13.0, 12.029411764705882)","(31.0, 44.0, 37.523809523809526)","(3.8, 5.6, 5.310714285714286)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:39.215702,"(1.95, 2.22, 2.218518518518519)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.5)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.029411764705882)","(31.0, 44.0, 37.523809523809526)","(3.8, 5.6, 5.304761904761905)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:40.390857,"(1.95, 2.22, 2.218518518518519)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.5)","(41.0, 75.0, 67.5)","(9.0, 13.0, 11.714285714285714)","(31.0, 44.0, 39.2)","(3.8, 5.6, 5.304761904761905)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:41.553515,"(1.95, 2.22, 2.218518518518519)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.5)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.081632653061224)","(31.0, 42.0, 38.526315789473685)","(3.8, 5.6, 5.315384615384615)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:42.721967,"(1.95, 2.22, 2.217777777777778)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.5)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.081632653061224)","(31.0, 42.0, 38.526315789473685)","(3.8, 5.5, 5.315384615384615)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:43.880989,"(1.95, 2.22, 2.217777777777778)","(6.0, 8.0, 7.692307692307692)","(15.0, 24.0, 22.5)","(41.0, 75.0, 67.5)","(9.0, 13.0, 11.970588235294118)","(31.0, 42.0, 37.84615384615385)","(3.8, 5.4, 5.3578947368421055)","(10.0, 14.5, 13.928571428571429)"
09-01-2023 11:39:45.068486,"(1.95, 2.26, 2.232941176470588)","(6.0, 8.0, 7.642857142857142)","(15.0, 24.0, 22.5)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.261904761904763)","(31.0, 42.0, 37.84615384615385)","(3.8, 5.4, 5.175000000000001)","(10.0, 14.5, 13.961538461538462)"
09-01-2023 11:39:46.207017,"(1.95, 2.24, 2.2254545454545456)","(6.0, 8.6, 8.255172413793103)","(15.0, 24.0, 22.5)","(41.0, 75.0, 67.5)","(9.0, 12.5, 12.261904761904763)","(31.0, 42.0, 39.2)","(3.8, 5.4, 5.173684210526315)","(10.0, 14.5, 14.136363636363637)"
09-01-2023 11:39:47.394240,"(1.95, 2.24, 2.236666666666667)","(6.0, 8.4, 8.266666666666667)","(15.0, 28.0, 26.625)","(41.0, 75.0, 67.5)","(9.0, 12.5, 12.195652173913043)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.163636363636363)","(10.0, 14.5, 14.136363636363637)"
09-01-2023 11:39:48.580968,"(1.95, 2.26, 2.24)","(6.0, 8.4, 8.16)","(15.0, 27.0, 26.25)","(41.0, 75.0, 67.5)","(9.0, 12.5, 12.05813953488372)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.163636363636363)","(10.0, 14.5, 14.272727272727273)"
09-01-2023 11:39:49.731022,"(1.95, 2.28, 2.241185185185185)","(6.0, 8.0, 7.709090909090909)","(15.0, 27.0, 26.357142857142858)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.305555555555555)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.163636363636363)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:50.893425,"(1.95, 2.28, 2.241185185185185)","(6.0, 7.8, 7.564285714285714)","(15.0, 27.0, 25.833333333333332)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.268292682926829)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.163636363636363)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:52.027011,"(1.95, 2.28, 2.241185185185185)","(6.0, 7.8, 7.536)","(15.0, 27.0, 25.833333333333332)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.268292682926829)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.199999999999999)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:53.136951,"(1.95, 2.26, 2.2363636363636363)","(6.0, 7.8, 7.581818181818182)","(15.0, 27.0, 25.894736842105264)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.268292682926829)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.24)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:54.184761,"(2.0, 2.24, 2.2242424242424246)","(6.0, 7.8, 7.466666666666667)","(15.0, 27.0, 26.526315789473685)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.268292682926829)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.233333333333333)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:55.206603,"(2.0, 2.24, 2.2242424242424246)","(6.0, 7.8, 7.533333333333333)","(15.0, 27.0, 26.526315789473685)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.268292682926829)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.233333333333333)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:56.195179,"(2.0, 2.24, 2.2242424242424246)","(6.0, 7.8, 7.6)","(15.0, 27.0, 26.526315789473685)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.268292682926829)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.233333333333333)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:57.257014,"(2.0, 2.24, 2.2242424242424246)","(6.0, 8.0, 7.50909090909091)","(15.0, 27.0, 26.59090909090909)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.268292682926829)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.233333333333333)","(10.0, 14.5, 14.23913043478261)"
09-01-2023 11:39:58.324132,"(2.0, 2.24, 2.2242424242424246)","(6.0, 8.0, 7.50909090909091)","(15.0, 27.0, 26.526315789473685)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.516129032258064)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.3, 5.325)","(10.0, 14.5, 14.125)"
09-01-2023 11:39:59.432085,"(2.0, 2.18, 2.164615384615385)","(6.0, 8.0, 7.431578947368421)","(15.0, 27.0, 26.59090909090909)","(41.0, 75.0, 65.52631578947368)","(9.0, 13.0, 12.516129032258064)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.5, 5.348888888888888)","(10.0, 14.5, 14.155172413793103)"
09-01-2023 11:40:00.618753,"(2.0, 2.18, 2.1672000000000002)","(6.0, 8.0, 7.530434782608696)","(15.0, 27.0, 26.59090909090909)","(41.0, 75.0, 67.5)","(9.0, 13.0, 12.516129032258064)","(31.0, 42.0, 39.78947368421053)","(3.8, 5.5, 5.372222222222222)","(10.0, 14.5, 14.529411764705882)"
09-01-2023 11:40:01.818127,"(2.0, 2.18, 2.1672000000000002)","(6.0, 8.0, 7.75)","(15.0, 27.0, 26.625)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.318181818181818)","(31.0, 42.0, 40.08)","(3.8, 5.5, 5.394736842105263)","(10.0, 15.0, 14.380952380952381)"
09-01-2023 11:40:02.979352,"(2.0, 2.18, 2.162666666666667)","(6.0, 8.0, 7.75)","(15.0, 27.0, 26.625)","(41.0, 75.0, 69.28571428571428)","(9.0, 12.5, 12.375)","(31.0, 42.0, 40.08)","(3.8, 5.5, 5.455555555555556)","(10.0, 15.0, 14.380952380952381)"
09-01-2023 11:40:04.163793,"(2.0, 2.18, 2.162666666666667)","(6.0, 8.0, 7.75)","(15.0, 27.0, 26.0)","(41.0, 75.0, 69.28571428571428)","(9.0, 12.5, 12.285714285714286)","(31.0, 42.0, 40.08)","(3.8, 5.5, 5.306666666666667)","(10.0, 15.0, 14.380952380952381)"
09-01-2023 11:40:05.343406,"(2.0, 2.18, 2.162666666666667)","(6.0, 8.0, 7.730434782608695)","(15.0, 27.0, 28.88888888888889)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.517857142857142)","(31.0, 42.0, 40.08)","(3.8, 5.4, 5.42)","(10.0, 15.0, 14.380952380952381)"
09-01-2023 11:40:06.543152,"(2.0, 2.16, 2.1364705882352943)","(6.0, 8.2, 7.715384615384615)","(15.0, 30.0, 26.92156862745098)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.521739130434783)","(31.0, 42.0, 40.08)","(3.8, 5.5, 5.44)","(10.0, 15.0, 14.551724137931034)"
09-01-2023 11:40:07.706073,"(2.0, 2.14, 2.13)","(6.0, 8.2, 7.666666666666666)","(15.0, 32.0, 26.75)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.6, 5.443037974683545)","(10.0, 15.0, 14.5)"
09-01-2023 11:40:08.869203,"(2.0, 2.14, 2.124)","(6.0, 8.2, 7.666666666666666)","(15.0, 32.0, 26.75)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.6, 5.443037974683545)","(10.0, 15.0, 14.5)"
09-01-2023 11:40:10.059084,"(1.95, 2.14, 2.124)","(6.0, 8.2, 7.666666666666666)","(15.0, 32.0, 31.53333333333333)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.6, 5.420289855072464)","(10.0, 15.0, 14.5)"
09-01-2023 11:40:11.208986,"(1.95, 2.14, 2.11875)","(6.0, 8.2, 7.8533333333333335)","(15.0, 30.0, 29.666666666666664)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.6, 5.4)","(10.0, 15.0, 14.551724137931034)"
09-01-2023 11:40:12.343733,"(1.95, 2.14, 2.11875)","(6.0, 8.2, 7.9818181818181815)","(15.0, 30.0, 29.375)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.5, 5.4)","(10.0, 15.0, 15.61111111111111)"
09-01-2023 11:40:13.531599,"(1.95, 2.14, 2.11875)","(6.0, 8.2, 8.085714285714285)","(15.0, 30.0, 27.59259259259259)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.5, 5.360869565217391)","(10.0, 16.5, 15.833333333333334)"
09-01-2023 11:40:14.672862,"(1.95, 2.14, 2.11875)","(6.0, 8.2, 8.085714285714285)","(15.0, 30.0, 27.59259259259259)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.5, 5.3875)","(10.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:15.777139,"(1.95, 2.14, 2.11875)","(6.0, 8.2, 8.085714285714285)","(15.0, 30.0, 28.5)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.4, 5.3875)","(10.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:16.906428,"(1.95, 2.14, 2.1180645161290323)","(6.0, 8.2, 7.75)","(15.0, 30.0, 28.5)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.4, 5.3875)","(10.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:18.040271,"(1.95, 2.14, 2.1180645161290323)","(6.0, 8.2, 7.789473684210526)","(15.0, 30.0, 28.5)","(41.0, 75.0, 69.28571428571428)","(9.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(3.8, 5.4, 5.373684210526315)","(10.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:19.178983,"(1.9, 2.14, 2.1180645161290323)","(6.0, 8.2, 7.789473684210526)","(16.0, 30.0, 28.5)","(41.0, 75.0, 69.28571428571428)","(10.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.373684210526315)","(11.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:20.304541,"(1.9, 2.1, 2.0814166666666667)","(6.0, 8.2, 7.8533333333333335)","(16.0, 30.0, 28.5)","(41.0, 75.0, 69.28571428571428)","(10.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.395652173913043)","(11.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:21.460955,"(1.9, 2.1, 2.081945525291829)","(6.0, 8.4, 7.863157894736842)","(16.0, 30.0, 28.5)","(41.0, 75.0, 69.28571428571428)","(10.0, 13.0, 12.51923076923077)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.395652173913043)","(11.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:22.615003,"(1.9, 2.1, 2.081945525291829)","(6.0, 8.4, 7.870588235294117)","(16.0, 30.0, 29.210526315789473)","(41.0, 75.0, 69.28571428571428)","(10.0, 13.0, 12.307692307692308)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.373684210526315)","(11.0, 16.5, 15.40909090909091)"
09-01-2023 11:40:23.794230,"(1.9, 2.14, 2.125)","(6.0, 8.4, 7.870588235294117)","(16.0, 30.0, 29.210526315789473)","(41.0, 75.0, 69.28571428571428)","(10.0, 12.5, 12.25)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.363636363636363)","(11.0, 16.5, 15.61111111111111)"
09-01-2023 11:40:24.936638,"(1.9, 2.14, 2.1368627450980395)","(6.0, 8.4, 7.870588235294117)","(16.0, 30.0, 29.210526315789473)","(41.0, 75.0, 69.28571428571428)","(10.0, 12.5, 12.25)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.363636363636363)","(11.0, 16.5, 15.61111111111111)"
09-01-2023 11:40:26.106075,"(1.9, 2.16, 2.1521739130434785)","(6.0, 8.4, 7.733333333333333)","(16.0, 30.0, 29.210526315789473)","(41.0, 75.0, 69.28571428571428)","(10.0, 12.5, 12.25)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.363636363636363)","(11.0, 16.5, 15.61111111111111)"
09-01-2023 11:40:27.240702,"(1.9, 2.18, 2.1533333333333333)","(6.0, 8.4, 7.788235294117647)","(16.0, 30.0, 29.0)","(41.0, 75.0, 69.28571428571428)","(10.0, 12.5, 12.25)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.363636363636363)","(11.0, 16.5, 15.61111111111111)"
09-01-2023 11:40:28.376528,"(1.9, 2.18, 2.1533333333333333)","(6.0, 8.4, 7.752380952380952)","(16.0, 30.0, 29.40740740740741)","(41.0, 75.0, 69.28571428571428)","(10.0, 12.5, 12.25)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.363636363636363)","(11.0, 16.5, 15.61111111111111)"
09-01-2023 11:40:29.473045,"(1.9, 2.16, 2.141)","(6.0, 8.4, 7.788235294117647)","(16.0, 32.0, 27.714285714285715)","(41.0, 75.0, 69.28571428571428)","(10.0, 12.5, 12.25)","(31.0, 42.0, 40.08)","(4.0, 5.5, 5.339622641509433)","(11.0, 16.5, 15.61111111111111)"
