,Unusual Culture,Defining,Intisar,Field Of Praise,Colorado Cruz,Girl,Little Miss Kubi
11-01-2023 17:49:09.253398,"(7.5, 9.0, 8.842857142857143)","(4.0, 5.0, 4.925974025974027)","(7.5, 9.4, 9.275)","(6.5, 8.0, 7.846511627906977)","(5.5, 6.4, 6.298412698412698)","(7.5, 10.5, 10.325)","(4.4, 5.2, 5.148351648351648)"
11-01-2023 17:49:10.329227,"(7.5, 9.0, 8.842857142857143)","(4.0, 5.0, 4.925974025974027)","(7.5, 9.4, 9.275)","(6.5, 8.0, 7.846511627906977)","(5.5, 6.4, 6.298412698412698)","(7.5, 10.5, 10.325)","(4.4, 5.2, 5.148351648351648)"
11-01-2023 17:49:11.808358,"(7.5, 9.0, 8.845070422535212)","(4.0, 5.0, 4.885772357723577)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.0, 8.343859649122807)","(5.5, 6.4, 6.294505494505494)","(7.5, 10.5, 10.378260869565217)","(4.4, 5.2, 5.148351648351648)"
11-01-2023 17:49:13.021694,"(7.5, 9.0, 8.845070422535212)","(4.0, 4.9, 4.885772357723577)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.4, 8.376923076923077)","(5.5, 6.4, 6.294505494505494)","(7.5, 10.5, 10.352631578947369)","(4.4, 5.2, 5.148351648351648)"
11-01-2023 17:49:14.099681,"(7.5, 9.0, 8.845070422535212)","(4.0, 4.9, 4.8852320675105485)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.4, 8.376923076923077)","(5.5, 6.4, 6.2905263157894735)","(7.5, 10.5, 10.352631578947369)","(4.4, 5.2, 5.148351648351648)"
11-01-2023 17:49:15.127631,"(7.5, 9.0, 8.845070422535212)","(4.0, 4.9, 4.8852320675105485)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.4, 8.376923076923077)","(5.5, 6.4, 6.2905263157894735)","(7.5, 10.5, 10.352631578947369)","(4.4, 5.2, 5.148351648351648)"
11-01-2023 17:49:16.094609,"(7.5, 9.0, 8.845070422535212)","(4.0, 4.9, 4.8852320675105485)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.4, 8.376923076923077)","(5.5, 6.4, 6.2905263157894735)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.2, 5.134722222222222)"
11-01-2023 17:49:17.055334,"(7.5, 9.0, 8.845070422535212)","(4.0, 4.9, 4.8859574468085105)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.4, 8.376923076923077)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.2, 5.134722222222222)"
11-01-2023 17:49:18.077991,"(7.5, 9.0, 8.845070422535212)","(4.0, 4.9, 4.8859574468085105)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.4, 8.325)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.2, 5.093790149892933)"
11-01-2023 17:49:19.151566,"(7.5, 9.0, 8.817142857142859)","(4.0, 5.0, 4.903225806451613)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.4, 8.5)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.1, 5.093722943722943)"
11-01-2023 17:49:20.133929,"(7.5, 9.0, 8.82097902097902)","(4.0, 5.0, 4.9057591623036645)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.8, 8.5)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.3)","(4.4, 5.1, 5.093626373626373)"
11-01-2023 17:49:21.198462,"(7.5, 9.0, 8.82097902097902)","(4.0, 5.0, 4.9057591623036645)","(7.5, 9.4, 9.375460122699387)","(6.5, 8.8, 8.5)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.3)","(4.4, 5.1, 5.093626373626373)"
11-01-2023 17:49:22.194498,"(7.5, 9.0, 8.82097902097902)","(4.0, 5.0, 4.905511811023622)","(7.5, 9.4, 9.373856209150327)","(6.5, 8.8, 8.5)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.3)","(4.4, 5.1, 5.084356435643564)"
11-01-2023 17:49:23.184451,"(7.5, 9.0, 8.82097902097902)","(4.0, 5.0, 4.905511811023622)","(7.5, 9.4, 9.373856209150327)","(6.5, 8.8, 8.5)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.3)","(4.4, 5.1, 5.084523809523809)"
11-01-2023 17:49:24.254159,"(7.5, 9.0, 8.827027027027027)","(4.0, 5.0, 4.905511811023622)","(7.5, 9.4, 9.373856209150327)","(6.5, 8.8, 8.655172413793103)","(5.5, 6.4, 6.3246376811594205)","(7.5, 10.5, 10.3)","(4.4, 5.1, 5.084523809523809)"
11-01-2023 17:49:25.315516,"(7.5, 9.0, 8.827027027027027)","(4.0, 5.0, 4.905511811023622)","(7.5, 9.4, 9.373856209150327)","(6.5, 8.8, 8.655172413793103)","(5.5, 6.4, 6.317460317460318)","(7.5, 10.5, 10.3)","(4.4, 5.1, 5.084523809523809)"
11-01-2023 17:49:26.515885,"(7.5, 9.0, 8.827027027027027)","(4.0, 5.0, 4.905511811023622)","(7.5, 9.2, 9.182165605095541)","(6.5, 8.8, 8.655172413793103)","(5.5, 6.4, 6.317460317460318)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.1, 5.08436873747495)"
11-01-2023 17:49:27.684103,"(7.5, 9.0, 8.827027027027027)","(4.0, 5.0, 4.904145077720207)","(7.5, 9.2, 9.182165605095541)","(6.5, 8.8, 8.59375)","(5.5, 6.4, 6.317460317460318)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.1, 5.08436873747495)"
11-01-2023 17:49:28.731140,"(7.5, 9.0, 8.80751879699248)","(4.0, 5.0, 4.904145077720207)","(7.5, 9.2, 9.182165605095541)","(6.5, 8.8, 8.59375)","(5.5, 6.4, 6.317460317460318)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.1, 5.082628062360802)"
11-01-2023 17:49:29.825825,"(7.5, 9.0, 8.80751879699248)","(4.0, 5.0, 4.904145077720207)","(7.5, 9.2, 9.182165605095541)","(6.5, 8.8, 8.59375)","(5.5, 6.4, 6.317460317460318)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.1, 5.080210526315789)"
11-01-2023 17:49:31.028918,"(7.5, 9.0, 8.80751879699248)","(4.0, 5.0, 4.904145077720207)","(7.5, 9.2, 9.182165605095541)","(6.5, 8.8, 8.461538461538462)","(5.5, 6.4, 6.38409090909091)","(7.5, 10.5, 10.136363636363637)","(4.4, 5.1, 5.080210526315789)"
11-01-2023 17:49:32.210961,"(7.5, 9.0, 8.903030303030304)","(4.0, 5.0, 4.904145077720207)","(7.5, 9.2, 9.182165605095541)","(6.5, 8.8, 8.511111111111111)","(5.5, 6.4, 6.371153846153846)","(7.5, 10.5, 10.107142857142858)","(4.4, 5.1, 5.080210526315789)"
11-01-2023 17:49:33.216798,"(7.5, 9.4, 9.272)","(4.0, 4.9, 4.886995515695068)","(7.5, 9.2, 9.181456953642384)","(6.5, 8.8, 8.549999999999999)","(5.5, 6.4, 6.378417266187051)","(7.5, 10.5, 10.251612903225807)","(4.4, 5.1, 5.082826086956522)"
11-01-2023 17:49:34.394648,"(7.5, 9.4, 9.272)","(4.0, 4.9, 4.886995515695068)","(7.5, 9.2, 9.181456953642384)","(6.5, 8.6, 8.494736842105263)","(5.5, 6.4, 6.378417266187051)","(7.5, 10.5, 10.251612903225807)","(4.4, 5.1, 5.082826086956522)"
11-01-2023 17:49:35.375149,"(7.5, 9.4, 9.272)","(4.0, 4.9, 4.886995515695068)","(7.5, 9.2, 9.181456953642384)","(6.5, 8.6, 8.466666666666667)","(5.5, 6.4, 6.378417266187051)","(7.5, 10.5, 10.192)","(4.4, 5.1, 5.082826086956522)"
11-01-2023 17:49:36.350708,"(7.5, 9.4, 9.272)","(4.0, 4.9, 4.886995515695068)","(7.5, 9.2, 9.181456953642384)","(6.5, 8.6, 8.466666666666667)","(5.5, 6.4, 6.378417266187051)","(7.5, 10.5, 10.192)","(4.4, 5.1, 5.082826086956522)"
11-01-2023 17:49:37.464894,"(7.5, 9.4, 9.293333333333333)","(4.0, 4.9, 4.886995515695068)","(7.5, 9.2, 9.181456953642384)","(6.5, 8.4, 8.342857142857143)","(5.5, 6.4, 6.378417266187051)","(7.5, 10.5, 10.192)","(4.4, 5.1, 5.082826086956522)"
11-01-2023 17:49:38.535870,"(7.5, 9.4, 9.293333333333333)","(4.0, 4.9, 4.886995515695068)","(7.5, 9.2, 9.221862348178139)","(6.5, 8.4, 8.485714285714286)","(5.5, 6.4, 6.468108108108108)","(7.5, 10.5, 10.192)","(4.4, 5.1, 5.088399071925754)"
11-01-2023 17:49:39.982799,"(7.5, 9.0, 8.878787878787879)","(4.0, 5.0, 4.898477157360406)","(7.5, 9.4, 9.252413793103448)","(6.5, 8.6, 8.353846153846153)","(5.5, 6.6, 6.473684210526316)","(7.5, 10.5, 10.166666666666666)","(4.4, 5.1, 5.088399071925754)"
11-01-2023 17:49:41.094921,"(7.5, 9.0, 8.878787878787879)","(4.0, 5.0, 4.898477157360406)","(7.5, 9.4, 9.252413793103448)","(6.5, 8.6, 8.373333333333333)","(5.5, 6.6, 6.506349206349206)","(7.5, 10.5, 10.133333333333333)","(4.4, 5.1, 5.088399071925754)"
11-01-2023 17:49:42.171557,"(7.5, 9.0, 8.848888888888888)","(4.0, 5.0, 4.896758104738154)","(7.5, 9.2, 9.175641025641024)","(6.5, 8.6, 8.373333333333333)","(5.5, 6.6, 6.506349206349206)","(7.5, 10.5, 10.133333333333333)","(4.4, 5.1, 5.088262910798122)"
11-01-2023 17:49:43.174855,"(7.5, 9.0, 8.82857142857143)","(4.0, 5.0, 4.896758104738154)","(7.5, 9.2, 9.175641025641024)","(6.5, 8.6, 8.373333333333333)","(5.5, 6.6, 6.506349206349206)","(7.5, 10.5, 10.133333333333333)","(4.4, 5.1, 5.08730964467005)"
11-01-2023 17:49:44.191618,"(7.5, 9.0, 8.848888888888888)","(4.0, 5.0, 4.896758104738154)","(7.5, 9.2, 9.175641025641024)","(6.5, 8.6, 8.373333333333333)","(5.5, 6.6, 6.506349206349206)","(7.5, 10.5, 10.133333333333333)","(4.4, 5.1, 5.080141843971631)"
11-01-2023 17:49:45.218046,"(7.5, 9.0, 8.848888888888888)","(4.0, 5.0, 4.896758104738154)","(7.5, 9.2, 9.175641025641024)","(6.5, 8.6, 8.373333333333333)","(5.5, 6.6, 6.506349206349206)","(7.5, 10.5, 10.133333333333333)","(4.4, 5.1, 5.080141843971631)"
11-01-2023 17:49:46.685082,"(7.5, 9.0, 8.848888888888888)","(4.0, 5.0, 4.896758104738154)","(8.0, 9.2, 9.175641025641024)","(7.0, 8.6, 8.373333333333333)","(5.5, 6.6, 6.520805369127516)","(8.0, 10.5, 10.195652173913043)","(4.2, 5.1, 5.080141843971631)"
11-01-2023 17:49:47.930325,"(7.5, 9.0, 8.848888888888888)","(4.0, 5.0, 4.896758104738154)","(8.0, 9.2, 9.145714285714286)","(7.0, 8.6, 8.399999999999999)","(5.5, 6.6, 6.533333333333333)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.080141843971631)"
11-01-2023 17:49:48.938212,"(7.5, 8.8, 8.758620689655173)","(4.0, 5.0, 4.896758104738154)","(8.0, 9.2, 9.145714285714286)","(7.0, 8.6, 8.399999999999999)","(5.5, 6.6, 6.533333333333333)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.080141843971631)"
11-01-2023 17:49:50.169826,"(7.5, 8.8, 8.758620689655173)","(4.0, 5.0, 4.896758104738154)","(8.0, 9.2, 9.145714285714286)","(7.0, 8.6, 8.399999999999999)","(5.5, 6.6, 6.533333333333333)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.080281690140845)"
11-01-2023 17:49:51.416663,"(7.5, 8.8, 8.758620689655173)","(4.0, 5.0, 4.916867469879518)","(8.0, 9.2, 9.145714285714286)","(7.0, 8.6, 8.399999999999999)","(5.5, 6.6, 6.533333333333333)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.082127659574468)"
11-01-2023 17:49:52.626456,"(7.5, 8.8, 8.758620689655173)","(4.0, 5.0, 4.931380753138075)","(8.0, 9.2, 9.128301886792453)","(7.0, 8.6, 8.318181818181818)","(5.5, 6.6, 6.533333333333333)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.082127659574468)"
11-01-2023 17:49:53.942583,"(7.5, 9.0, 8.932)","(4.0, 5.0, 4.931380753138075)","(8.0, 9.2, 9.128301886792453)","(7.0, 8.4, 8.318181818181818)","(5.5, 6.6, 6.533333333333333)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.082127659574468)"
11-01-2023 17:49:55.140430,"(7.5, 9.0, 8.932)","(4.0, 5.0, 4.931380753138075)","(8.0, 9.2, 9.128301886792453)","(7.0, 8.4, 8.505882352941176)","(5.5, 6.6, 6.522058823529411)","(8.0, 10.5, 10.045945945945947)","(4.2, 5.1, 5.082127659574468)"
11-01-2023 17:49:56.127302,"(7.5, 9.0, 8.922222222222222)","(4.0, 5.0, 4.931380753138075)","(8.0, 9.2, 9.128301886792453)","(7.0, 8.6, 8.505882352941176)","(5.5, 6.6, 6.522058823529411)","(8.0, 10.5, 10.045945945945947)","(4.2, 5.1, 5.082127659574468)"
11-01-2023 17:49:57.159384,"(7.5, 9.0, 8.932)","(4.0, 5.0, 4.931380753138075)","(8.0, 9.2, 9.128301886792453)","(7.0, 8.6, 8.505882352941176)","(5.5, 6.6, 6.522058823529411)","(8.0, 10.5, 10.045945945945947)","(4.2, 5.1, 5.082127659574468)"
11-01-2023 17:49:58.232874,"(7.5, 9.0, 8.932)","(4.0, 5.0, 4.931380753138075)","(8.0, 9.2, 9.128301886792453)","(7.0, 8.6, 8.505882352941176)","(5.5, 6.6, 6.522058823529411)","(8.0, 10.5, 10.045945945945947)","(4.2, 5.1, 5.085022026431718)"
11-01-2023 17:49:59.505377,"(7.5, 9.0, 8.932)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.2, 9.0)","(7.0, 8.6, 8.505882352941176)","(5.5, 6.6, 6.522058823529411)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.084474885844749)"
11-01-2023 17:50:00.689765,"(7.5, 9.0, 8.881818181818181)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.0, 8.976271186440679)","(7.0, 8.6, 8.466666666666667)","(5.5, 6.6, 6.522058823529411)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.084474885844749)"
11-01-2023 17:50:01.797603,"(7.5, 9.0, 8.847999999999999)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.0, 8.976271186440679)","(7.0, 8.6, 8.466666666666667)","(5.5, 6.6, 6.522058823529411)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.077083333333333)"
11-01-2023 17:50:02.911405,"(7.5, 8.8, 8.772222222222222)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.0, 8.98494623655914)","(7.0, 8.8, 8.672)","(5.5, 6.6, 6.548292682926829)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.07429906542056)"
11-01-2023 17:50:03.919076,"(7.5, 8.8, 8.76774193548387)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.0, 8.98494623655914)","(7.0, 8.8, 8.672)","(5.5, 6.6, 6.548292682926829)","(8.0, 10.5, 10.075757575757576)","(4.2, 5.1, 5.07429906542056)"
11-01-2023 17:50:05.103257,"(7.5, 8.8, 8.757575757575758)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.0, 9.132394366197182)","(7.0, 8.8, 8.594285714285714)","(5.5, 6.6, 6.544075829383886)","(8.0, 10.5, 10.0275)","(4.2, 5.1, 5.071971496437055)"
11-01-2023 17:50:06.510285,"(7.5, 8.8, 8.710638297872341)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.2, 9.132394366197182)","(7.0, 8.8, 8.54)","(5.5, 6.6, 6.667811158798283)","(8.0, 10.5, 10.0275)","(4.2, 5.1, 5.071971496437055)"
11-01-2023 17:50:07.617217,"(7.5, 8.8, 8.73)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.2, 9.132394366197182)","(7.0, 8.6, 8.385714285714284)","(5.5, 6.8, 6.667796610169492)","(8.0, 10.5, 10.0275)","(4.2, 5.1, 5.074747474747475)"
11-01-2023 17:50:08.712227,"(7.5, 8.8, 8.726829268292683)","(4.0, 5.0, 4.938020833333334)","(7.5, 9.2, 9.132394366197182)","(7.0, 8.6, 8.385714285714284)","(5.5, 6.8, 6.667796610169492)","(8.0, 10.5, 10.0275)","(4.2, 5.1, 5.074424552429667)"
11-01-2023 17:50:09.859232,"(7.5, 8.8, 8.726829268292683)","(4.0, 5.0, 4.93945945945946)","(7.5, 9.2, 9.159390862944162)","(7.0, 8.4, 8.36923076923077)","(5.5, 6.8, 6.667796610169492)","(8.0, 10.5, 10.0275)","(4.2, 5.1, 4.998666666666667)"
11-01-2023 17:50:10.933022,"(7.5, 8.8, 8.726829268292683)","(4.0, 5.0, 4.93945945945946)","(7.5, 9.2, 9.159390862944162)","(7.0, 8.4, 8.329411764705883)","(5.5, 6.8, 6.650526315789473)","(8.0, 10.5, 10.052777777777779)","(4.2, 5.0, 4.990243902439024)"
11-01-2023 17:50:12.019031,"(7.5, 8.8, 8.726829268292683)","(4.0, 5.0, 4.93945945945946)","(7.5, 9.2, 9.159390862944162)","(7.0, 8.4, 8.329411764705883)","(5.5, 6.8, 6.648484848484848)","(8.0, 10.5, 10.052777777777779)","(4.2, 5.0, 4.984090909090909)"
11-01-2023 17:50:13.173343,"(7.5, 8.8, 8.726829268292683)","(4.0, 5.0, 4.93945945945946)","(7.5, 9.2, 9.159390862944162)","(7.0, 8.4, 8.329411764705883)","(5.5, 6.8, 6.648484848484848)","(8.0, 10.5, 10.052777777777779)","(4.2, 5.0, 4.982278481012658)"
11-01-2023 17:50:14.269188,"(7.5, 9.0, 8.826666666666666)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.159390862944162)","(7.0, 8.4, 8.329411764705883)","(5.5, 6.8, 6.648484848484848)","(8.0, 10.5, 10.052777777777779)","(4.2, 5.0, 4.982278481012658)"
11-01-2023 17:50:15.354725,"(7.5, 8.8, 8.751111111111111)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.159390862944162)","(7.0, 8.4, 8.329411764705883)","(5.5, 6.8, 6.650526315789473)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.992592592592593)"
11-01-2023 17:50:16.433101,"(7.5, 8.8, 8.715)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.159390862944162)","(7.0, 8.4, 8.329411764705883)","(5.5, 6.8, 6.645714285714285)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.958528428093645)"
11-01-2023 17:50:17.429089,"(7.5, 8.8, 8.702222222222222)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.174603174603174)","(7.0, 8.4, 8.329411764705883)","(5.5, 6.8, 6.645714285714285)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.958528428093645)"
11-01-2023 17:50:18.566096,"(7.5, 8.8, 8.702222222222222)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.174603174603174)","(7.0, 8.4, 8.391304347826088)","(5.5, 6.8, 6.645714285714285)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.958528428093645)"
11-01-2023 17:50:19.671814,"(7.5, 8.8, 8.71372549019608)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.174603174603174)","(7.0, 8.4, 8.391304347826088)","(5.5, 6.8, 6.645714285714285)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.958528428093645)"
11-01-2023 17:50:20.730176,"(7.5, 8.8, 8.71372549019608)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.174603174603174)","(7.0, 8.4, 8.391304347826088)","(5.5, 6.8, 6.645714285714285)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.958528428093645)"
11-01-2023 17:50:21.948007,"(7.5, 8.4, 8.333333333333334)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.185416666666667)","(7.0, 8.4, 8.391304347826088)","(5.5, 6.8, 6.645714285714285)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.959609120521173)"
11-01-2023 17:50:22.891904,"(7.5, 8.4, 8.331111111111111)","(4.0, 5.0, 4.9470967741935485)","(7.5, 9.2, 9.185416666666667)","(7.0, 8.4, 8.391304347826088)","(5.5, 6.8, 6.645714285714285)","(8.0, 10.5, 10.002222222222223)","(4.2, 5.0, 4.988405797101449)"
11-01-2023 17:50:23.940170,"(8.0, 8.6, 8.323552123552123)","(4.0, 5.0, 4.955050505050505)","(7.5, 9.2, 9.197435897435897)","(7.0, 8.4, 8.39607843137255)","(5.5, 6.8, 6.666141732283465)","(8.0, 10.5, 10.042857142857143)","(4.2, 5.0, 4.985882352941177)"
11-01-2023 17:50:24.916062,"(8.0, 8.6, 8.323552123552123)","(4.0, 5.0, 4.940863787375415)","(7.5, 9.2, 9.197435897435897)","(7.0, 8.4, 8.39607843137255)","(5.5, 6.8, 6.672413793103448)","(8.0, 10.5, 10.042857142857143)","(4.2, 5.0, 4.89046511627907)"
11-01-2023 17:50:25.985368,"(8.0, 8.6, 8.323552123552123)","(4.0, 5.0, 4.940863787375415)","(7.5, 9.2, 9.197435897435897)","(7.0, 8.4, 8.39607843137255)","(5.5, 6.8, 6.672413793103448)","(8.0, 10.5, 10.144444444444444)","(4.2, 4.9, 4.8803809523809525)"
11-01-2023 17:50:27.026091,"(8.0, 8.6, 8.331835205992508)","(4.0, 5.0, 4.932231404958678)","(7.5, 9.4, 9.203149606299213)","(7.0, 8.6, 8.488)","(5.5, 6.8, 6.682539682539682)","(8.0, 10.5, 10.144444444444444)","(4.2, 4.9, 4.879622641509434)"
11-01-2023 17:50:28.072083,"(8.0, 8.6, 8.331835205992508)","(4.0, 5.0, 4.932231404958678)","(7.5, 9.4, 9.203149606299213)","(7.0, 8.6, 8.488)","(5.5, 6.8, 6.682539682539682)","(8.0, 10.5, 10.144444444444444)","(4.2, 4.9, 4.879622641509434)"
11-01-2023 17:50:29.061023,"(8.0, 8.6, 8.331835205992508)","(4.0, 5.0, 4.932231404958678)","(7.5, 9.4, 9.203149606299213)","(7.0, 8.6, 8.488)","(5.5, 6.8, 6.682539682539682)","(8.0, 10.5, 10.144444444444444)","(4.2, 4.9, 4.879622641509434)"
11-01-2023 17:50:30.139944,"(8.0, 8.6, 8.300418410041841)","(4.0, 5.0, 4.932231404958678)","(7.5, 9.4, 9.203149606299213)","(7.0, 8.6, 8.488)","(5.5, 6.8, 6.682539682539682)","(8.0, 10.5, 10.144444444444444)","(4.2, 4.9, 4.879622641509434)"
11-01-2023 17:50:31.263361,"(8.0, 8.6, 8.300418410041841)","(4.0, 5.0, 4.932231404958678)","(7.5, 9.4, 9.203149606299213)","(7.0, 8.6, 8.488)","(5.5, 6.8, 6.682539682539682)","(8.0, 10.5, 10.144444444444444)","(4.2, 4.9, 4.879622641509434)"
11-01-2023 17:50:32.347672,"(8.0, 8.6, 8.341176470588234)","(4.0, 5.0, 4.932231404958678)","(7.5, 9.4, 9.153694581280789)","(7.0, 8.6, 8.488)","(5.5, 6.8, 6.682539682539682)","(8.0, 10.5, 10.144444444444444)","(4.2, 4.9, 4.949645390070922)"
11-01-2023 17:50:33.553458,"(8.0, 8.6, 8.471345029239766)","(4.0, 5.0, 4.93046875)","(7.5, 9.2, 9.168141592920353)","(7.0, 8.6, 8.488)","(5.5, 6.8, 6.673504273504273)","(8.0, 10.5, 10.144444444444444)","(4.2, 5.0, 4.949645390070922)"
11-01-2023 17:50:34.670131,"(8.0, 8.6, 8.471345029239766)","(4.0, 5.0, 4.93046875)","(7.5, 9.2, 9.168141592920353)","(7.0, 8.6, 8.524324324324324)","(5.5, 6.8, 6.648979591836734)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.9329133858267715)"
11-01-2023 17:50:35.795474,"(8.0, 8.6, 8.471345029239766)","(4.0, 5.0, 4.925210084033614)","(7.5, 9.2, 9.086363636363636)","(7.0, 8.6, 8.705882352941178)","(5.5, 6.8, 6.533519553072626)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.937352941176471)"
11-01-2023 17:50:36.710586,"(8.0, 8.6, 8.471345029239766)","(4.0, 5.0, 4.904651162790698)","(7.5, 9.4, 9.246153846153847)","(7.0, 8.8, 8.705882352941178)","(5.5, 6.6, 6.533519553072626)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.937352941176471)"
11-01-2023 17:50:37.907444,"(8.0, 8.6, 8.473939393939395)","(4.0, 5.0, 4.904651162790698)","(7.5, 9.4, 9.246153846153847)","(7.0, 9.0, 8.8)","(5.5, 6.6, 6.533519553072626)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.937352941176471)"
11-01-2023 17:50:39.357320,"(8.0, 8.6, 8.79642857142857)","(4.0, 5.0, 4.904651162790698)","(7.5, 9.4, 9.24375)","(7.0, 9.0, 8.681081081081082)","(5.5, 6.6, 6.5286908077994426)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.937352941176471)"
11-01-2023 17:50:40.617508,"(8.0, 9.0, 8.79642857142857)","(4.0, 5.0, 4.904651162790698)","(7.5, 9.4, 9.24375)","(7.0, 8.8, 8.681081081081082)","(5.5, 6.6, 6.5286908077994426)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.916141732283465)"
11-01-2023 17:50:41.781806,"(8.0, 8.8, 8.696000000000002)","(4.0, 5.0, 4.9390728476821195)","(7.5, 9.4, 9.24375)","(7.0, 8.8, 8.63030303030303)","(5.5, 6.6, 6.557679180887372)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.916141732283465)"
11-01-2023 17:50:42.818085,"(8.0, 8.8, 8.765432098765432)","(4.0, 5.0, 4.9372549019607845)","(7.5, 9.4, 9.24375)","(7.0, 8.8, 8.63030303030303)","(5.5, 6.6, 6.557679180887372)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.916141732283465)"
11-01-2023 17:50:43.786204,"(8.0, 8.8, 8.765432098765432)","(4.0, 5.0, 4.934185303514377)","(7.5, 9.4, 9.24375)","(7.0, 8.8, 8.63030303030303)","(5.5, 6.6, 6.557679180887372)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.916141732283465)"
11-01-2023 17:50:44.837159,"(8.0, 8.8, 8.765853658536585)","(4.0, 5.0, 4.934185303514377)","(7.5, 9.4, 9.24375)","(7.0, 8.8, 8.565217391304348)","(5.5, 6.6, 6.558803986710963)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.929588014981274)"
11-01-2023 17:50:45.997563,"(8.0, 8.8, 8.765853658536585)","(4.0, 5.0, 4.934185303514377)","(7.5, 9.4, 9.178475336322869)","(7.0, 8.6, 8.565217391304348)","(5.5, 6.6, 6.558803986710963)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.94396551724138)"
11-01-2023 17:50:47.180175,"(8.0, 8.8, 8.778260869565218)","(4.0, 5.0, 4.934185303514377)","(7.5, 9.2, 9.178475336322869)","(7.0, 8.6, 8.565217391304348)","(5.5, 6.6, 6.558803986710963)","(8.0, 10.5, 10.119047619047619)","(4.2, 5.0, 4.94396551724138)"
