,Unusual Culture,Defining,Intisar,Field Of Praise,Colorado Cruz,Girl,Little Miss Kubi
11-01-2023 17:52:01.891492,"(8.0, 9.2, 9.102564102564102)","(4.2, 5.3, 5.22608695652174)","(7.5, 9.4, 9.246590909090909)","(7.0, 8.0, 7.771428571428571)","(5.5, 6.6, 6.4209567198177675)","(8.0, 9.8, 9.476923076923077)","(4.4, 5.0, 4.946842105263158)"
11-01-2023 17:52:03.099054,"(8.0, 9.2, 9.16)","(4.2, 5.3, 5.22608695652174)","(7.5, 9.4, 9.246590909090909)","(7.0, 7.8, 7.850847457627118)","(5.5, 6.6, 6.4209567198177675)","(8.0, 9.6, 9.476923076923077)","(4.4, 5.0, 4.95)"
11-01-2023 17:52:04.134628,"(8.0, 9.2, 9.143859649122806)","(4.2, 5.3, 5.22608695652174)","(7.5, 9.4, 9.246590909090909)","(7.0, 8.0, 7.834920634920635)","(5.5, 6.6, 6.4209567198177675)","(8.0, 9.6, 9.476923076923077)","(4.4, 5.0, 4.960619469026549)"
11-01-2023 17:52:05.112757,"(8.0, 9.2, 9.143859649122806)","(4.2, 5.3, 5.22608695652174)","(7.5, 9.4, 9.246590909090909)","(7.0, 8.0, 7.834920634920635)","(5.5, 6.6, 6.4209567198177675)","(8.0, 9.6, 9.46896551724138)","(4.4, 5.0, 4.960619469026549)"
11-01-2023 17:52:06.120274,"(8.0, 9.2, 9.143859649122806)","(4.2, 5.3, 5.22608695652174)","(7.5, 9.4, 9.213148788927336)","(7.0, 8.0, 7.834920634920635)","(5.5, 6.6, 6.4209567198177675)","(8.0, 9.6, 9.46896551724138)","(4.4, 5.0, 4.9665048543689325)"
11-01-2023 17:52:07.211618,"(8.0, 9.2, 9.143859649122806)","(4.2, 5.3, 5.205185185185185)","(7.5, 9.4, 9.213148788927336)","(7.0, 8.0, 7.7875)","(5.5, 6.6, 6.4209567198177675)","(8.0, 9.6, 9.46896551724138)","(4.4, 5.0, 4.944516129032258)"
11-01-2023 17:52:08.369921,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.3, 5.108450704225352)","(7.5, 9.4, 9.242519685039369)","(7.0, 8.0, 8.046153846153846)","(5.5, 6.6, 6.426106194690266)","(8.0, 9.6, 9.450980392156863)","(4.4, 5.0, 4.9482598607888635)"
11-01-2023 17:52:09.522559,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.3, 5.204225352112676)","(7.5, 9.4, 9.214159292035397)","(7.0, 8.2, 7.883333333333333)","(5.5, 6.6, 6.407352941176471)","(8.0, 9.6, 9.666666666666668)","(4.4, 5.0, 4.946904761904762)"
11-01-2023 17:52:10.584000,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.3, 5.194573643410853)","(7.5, 9.4, 9.214159292035397)","(7.0, 8.2, 7.883333333333333)","(5.5, 6.6, 6.4064039408867)","(8.0, 9.8, 9.700000000000001)","(4.4, 5.0, 4.949497487437186)"
11-01-2023 17:52:11.733589,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.2, 5.165454545454545)","(7.5, 9.4, 9.215841584158415)","(7.0, 8.2, 7.769811320754717)","(5.5, 6.6, 6.407303370786517)","(8.0, 9.8, 9.700000000000001)","(4.4, 5.0, 4.955807365439093)"
11-01-2023 17:52:12.771386,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.2, 5.152941176470589)","(7.5, 9.4, 9.24878048780488)","(7.0, 8.2, 7.866666666666666)","(5.5, 6.6, 6.407303370786517)","(8.0, 9.8, 9.685714285714287)","(4.4, 5.0, 4.948883374689826)"
11-01-2023 17:52:13.846591,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.2, 5.152941176470589)","(7.5, 9.4, 9.24878048780488)","(7.0, 8.0, 7.866666666666666)","(5.5, 6.6, 6.407303370786517)","(8.0, 9.8, 9.685714285714287)","(4.4, 5.0, 4.948241206030151)"
11-01-2023 17:52:14.985367,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.2, 5.152941176470589)","(8.0, 9.4, 9.24878048780488)","(7.0, 8.0, 7.908433734939759)","(5.5, 6.6, 6.407303370786517)","(8.5, 9.8, 9.685714285714287)","(4.4, 5.0, 4.956112224448898)"
11-01-2023 17:52:16.082837,"(8.0, 9.2, 9.139999999999999)","(4.2, 5.2, 5.163636363636364)","(8.0, 9.4, 9.256410256410255)","(7.0, 8.0, 7.913636363636364)","(5.5, 6.6, 6.407303370786517)","(8.5, 9.8, 9.685714285714287)","(4.4, 5.0, 4.956112224448898)"
11-01-2023 17:52:17.122336,"(8.0, 9.2, 9.08235294117647)","(4.2, 5.2, 5.163636363636364)","(8.0, 9.4, 9.256410256410255)","(7.0, 8.0, 7.77)","(5.5, 6.6, 6.407303370786517)","(8.5, 9.8, 9.685714285714287)","(4.4, 5.0, 4.9601092896174865)"
11-01-2023 17:52:18.089263,"(8.0, 9.2, 9.127272727272727)","(4.2, 5.2, 5.163636363636364)","(8.0, 9.4, 9.256410256410255)","(7.0, 7.8, 7.77)","(5.5, 6.6, 6.407303370786517)","(8.5, 9.8, 9.660869565217391)","(4.4, 5.0, 4.972744721689059)"
11-01-2023 17:52:19.064676,"(8.0, 9.2, 9.127272727272727)","(4.2, 5.2, 5.18433734939759)","(8.0, 9.4, 9.256410256410255)","(7.0, 7.8, 7.763636363636364)","(5.5, 6.6, 6.41409214092141)","(8.5, 9.8, 9.552380952380952)","(4.4, 5.0, 4.972744721689059)"
11-01-2023 17:52:20.173278,"(8.0, 9.4, 9.130232558139536)","(4.2, 5.2, 5.18433734939759)","(8.0, 9.4, 9.277241379310345)","(7.0, 7.8, 7.722727272727273)","(5.5, 6.6, 6.41409214092141)","(8.5, 9.6, 9.552380952380952)","(4.4, 5.0, 5.0374301675977655)"
11-01-2023 17:52:21.344489,"(8.0, 9.4, 9.151351351351352)","(4.2, 5.2, 5.18433734939759)","(8.0, 9.4, 9.28)","(7.0, 7.8, 7.7081081081081075)","(5.5, 6.6, 6.41343669250646)","(8.5, 9.6, 9.508333333333333)","(4.4, 5.1, 5.036666666666666)"
11-01-2023 17:52:22.644720,"(8.0, 9.4, 9.28433734939759)","(4.2, 5.3, 5.2384615384615385)","(8.0, 9.4, 9.28)","(7.0, 7.8, 7.7081081081081075)","(5.5, 6.6, 6.408982035928144)","(8.5, 9.6, 9.514893617021276)","(4.4, 5.1, 5.016176470588235)"
11-01-2023 17:52:23.696804,"(8.0, 9.4, 9.26206896551724)","(4.2, 5.3, 5.22608695652174)","(8.0, 9.4, 9.321929824561403)","(7.0, 7.8, 7.7081081081081075)","(5.5, 6.6, 6.408982035928144)","(8.5, 9.6, 9.514893617021276)","(4.4, 5.1, 5.024122807017544)"
11-01-2023 17:52:24.610462,"(8.0, 9.4, 9.26206896551724)","(4.2, 5.3, 5.22608695652174)","(8.0, 9.4, 9.321929824561403)","(7.0, 7.8, 7.646808510638298)","(5.5, 6.6, 6.408982035928144)","(8.5, 9.6, 9.514893617021276)","(4.4, 5.1, 5.036397058823529)"
11-01-2023 17:52:25.690094,"(8.0, 9.4, 9.25625)","(4.2, 5.3, 5.224489795918368)","(8.0, 9.4, 9.321929824561403)","(7.0, 7.8, 7.646808510638298)","(5.5, 6.6, 6.402476780185759)","(8.5, 9.6, 9.514893617021276)","(4.4, 5.1, 5.051129943502825)"
11-01-2023 17:52:26.953730,"(8.0, 9.4, 9.26206896551724)","(4.2, 5.3, 5.231481481481482)","(8.0, 9.4, 9.321929824561403)","(7.0, 7.8, 7.615384615384615)","(5.5, 6.6, 6.402476780185759)","(8.5, 9.6, 9.514893617021276)","(4.4, 5.1, 5.053369272237196)"
11-01-2023 17:52:28.300286,"(8.0, 9.4, 9.305882352941177)","(4.2, 5.3, 5.231481481481482)","(8.0, 9.4, 9.321929824561403)","(7.0, 7.8, 7.714285714285714)","(5.5, 6.6, 6.402476780185759)","(8.5, 9.6, 9.514893617021276)","(4.4, 5.1, 5.053369272237196)"
11-01-2023 17:52:29.497883,"(8.0, 9.4, 9.272)","(4.2, 5.3, 5.239837398373984)","(8.0, 9.4, 9.321929824561403)","(7.0, 7.8, 7.714285714285714)","(5.5, 6.6, 6.402476780185759)","(8.5, 9.6, 9.495999999999999)","(4.4, 5.1, 5.053950953678474)"
11-01-2023 17:52:30.638216,"(8.0, 9.4, 9.272)","(4.2, 5.3, 5.239837398373984)","(8.0, 9.4, 9.321929824561403)","(6.5, 7.8, 7.72)","(5.5, 6.6, 6.408125)","(8.0, 9.6, 9.370588235294118)","(4.4, 5.1, 5.057960199004975)"
11-01-2023 17:52:31.797401,"(8.0, 9.4, 9.272)","(4.2, 5.3, 5.239837398373984)","(8.0, 9.4, 9.321929824561403)","(6.5, 7.8, 7.72)","(5.5, 6.6, 6.406918238993711)","(8.0, 9.4, 9.362962962962962)","(4.4, 5.1, 5.057960199004975)"
11-01-2023 17:52:33.054334,"(8.0, 9.4, 9.228124999999999)","(4.2, 5.3, 5.239837398373984)","(8.0, 9.4, 9.321929824561403)","(6.5, 7.8, 7.707692307692308)","(5.5, 6.6, 6.406918238993711)","(8.0, 9.4, 9.362962962962962)","(4.4, 5.1, 5.054936708860759)"
11-01-2023 17:52:34.237888,"(8.0, 9.6, 9.25625)","(4.2, 5.3, 5.224489795918368)","(8.0, 9.4, 9.323931623931625)","(6.5, 7.8, 7.694594594594594)","(5.5, 6.6, 6.406528189910979)","(8.0, 9.4, 9.333333333333334)","(4.4, 5.1, 5.05187969924812)"
11-01-2023 17:52:35.340554,"(8.0, 9.6, 9.481395348837209)","(4.2, 5.3, 5.224489795918368)","(8.0, 9.4, 9.323931623931625)","(6.5, 7.8, 7.694594594594594)","(5.5, 6.6, 6.406528189910979)","(8.0, 9.4, 9.342105263157896)","(4.4, 5.1, 5.05187969924812)"
11-01-2023 17:52:36.387211,"(8.0, 9.6, 9.501149425287357)","(4.2, 5.3, 5.224489795918368)","(8.0, 9.4, 9.323931623931625)","(6.5, 7.8, 7.694594594594594)","(5.5, 6.6, 6.406918238993711)","(8.0, 9.4, 9.172916666666666)","(4.4, 5.1, 5.0532133676092545)"
11-01-2023 17:52:37.385575,"(8.0, 9.6, 9.501149425287357)","(4.2, 5.2, 5.164788732394366)","(8.0, 9.4, 9.323931623931625)","(6.5, 8.0, 7.88125)","(5.5, 6.6, 6.406918238993711)","(8.0, 9.2, 9.161290322580644)","(4.4, 5.1, 5.0537662337662335)"
11-01-2023 17:52:38.506051,"(8.0, 9.6, 9.562962962962963)","(4.2, 5.2, 5.164788732394366)","(8.0, 9.4, 9.323931623931625)","(6.5, 8.0, 7.841666666666667)","(5.5, 6.6, 6.4067901234567906)","(8.0, 9.2, 9.161290322580644)","(4.4, 5.1, 5.054155495978552)"
11-01-2023 17:52:39.684427,"(8.0, 9.8, 9.646153846153846)","(4.2, 5.2, 5.13801652892562)","(8.0, 9.4, 9.323931623931625)","(6.5, 8.0, 7.841666666666667)","(5.5, 6.6, 6.4067901234567906)","(8.0, 9.2, 9.161290322580644)","(4.4, 5.1, 5.054155495978552)"
11-01-2023 17:52:40.739488,"(8.0, 9.8, 9.644444444444444)","(4.2, 5.2, 5.13801652892562)","(8.0, 9.4, 9.323931623931625)","(7.0, 8.0, 7.841666666666667)","(5.5, 6.6, 6.4067901234567906)","(8.0, 9.2, 9.155555555555555)","(4.4, 5.1, 5.054155495978552)"
11-01-2023 17:52:41.868939,"(8.0, 9.8, 9.644444444444444)","(4.2, 5.2, 5.13801652892562)","(8.0, 9.4, 9.323931623931625)","(7.0, 8.0, 7.841666666666667)","(5.5, 6.6, 6.4067901234567906)","(8.0, 9.2, 9.155555555555555)","(4.4, 5.1, 5.054155495978552)"
11-01-2023 17:52:42.783089,"(8.0, 9.8, 9.685714285714285)","(4.2, 5.2, 5.13801652892562)","(8.0, 9.4, 9.323931623931625)","(7.0, 8.0, 7.841666666666667)","(5.5, 6.6, 6.4067901234567906)","(8.0, 9.2, 9.155555555555555)","(4.4, 5.1, 5.053532608695652)"
11-01-2023 17:52:43.821597,"(8.0, 9.8, 9.610526315789473)","(4.2, 5.2, 5.136507936507936)","(8.0, 9.4, 9.320179372197309)","(7.0, 8.0, 7.917391304347826)","(5.5, 6.6, 6.406918238993711)","(8.0, 9.2, 9.155555555555555)","(4.4, 5.1, 5.053532608695652)"
11-01-2023 17:52:44.965018,"(8.0, 9.8, 9.762264150943397)","(4.2, 5.2, 5.136507936507936)","(8.0, 9.4, 9.320179372197309)","(7.0, 8.0, 7.8919999999999995)","(5.5, 6.6, 6.406918238993711)","(8.0, 9.2, 9.155555555555555)","(4.4, 5.1, 5.053532608695652)"
11-01-2023 17:52:46.122973,"(8.0, 9.8, 9.775510204081634)","(4.2, 5.2, 5.136507936507936)","(8.0, 9.4, 9.320179372197309)","(7.0, 8.0, 7.8919999999999995)","(5.5, 6.6, 6.406918238993711)","(8.0, 9.2, 9.18)","(4.4, 5.1, 5.049258160237389)"
11-01-2023 17:52:47.316529,"(8.0, 9.6, 9.365217391304348)","(4.2, 5.2, 5.138461538461538)","(8.0, 9.4, 9.322935779816513)","(7.0, 8.0, 7.783606557377049)","(5.5, 6.6, 6.440131578947368)","(8.0, 9.2, 9.334117647058823)","(4.4, 5.1, 5.049258160237389)"
11-01-2023 17:52:48.327188,"(8.0, 9.4, 9.36923076923077)","(4.2, 5.2, 5.138461538461538)","(8.0, 9.4, 9.322935779816513)","(7.0, 7.8, 7.783606557377049)","(5.5, 6.6, 6.674285714285714)","(8.0, 9.4, 9.327272727272728)","(4.4, 5.1, 5.049258160237389)"
11-01-2023 17:52:49.283484,"(8.0, 9.4, 9.292063492063493)","(4.2, 5.2, 5.129203539823009)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.73953488372093)","(5.5, 7.0, 6.810752688172043)","(8.0, 9.4, 9.327272727272728)","(4.4, 5.1, 5.049258160237389)"
11-01-2023 17:52:50.399629,"(8.0, 9.4, 9.292063492063493)","(4.2, 5.2, 5.128448275862069)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.749019607843137)","(5.5, 7.0, 6.715294117647058)","(8.0, 9.4, 9.151807228915661)","(4.4, 5.1, 5.049258160237389)"
11-01-2023 17:52:51.740896,"(8.0, 9.4, 9.292063492063493)","(4.2, 5.2, 5.1375)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.749019607843137)","(5.5, 6.8, 6.715294117647058)","(8.0, 9.2, 9.141573033707864)","(4.4, 5.1, 5.0495575221238935)"
11-01-2023 17:52:53.017590,"(8.0, 9.4, 9.292063492063493)","(4.2, 5.2, 5.1375)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.67)","(5.5, 6.8, 6.795999999999999)","(8.0, 9.2, 9.141573033707864)","(4.4, 5.1, 5.049122807017544)"
11-01-2023 17:52:54.252873,"(8.0, 9.4, 9.317241379310346)","(4.2, 5.2, 5.1375)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.6499999999999995)","(5.5, 6.8, 6.795999999999999)","(8.0, 9.2, 9.178461538461537)","(4.4, 5.1, 5.049122807017544)"
11-01-2023 17:52:55.271617,"(8.0, 9.4, 9.317241379310346)","(4.2, 5.2, 5.1375)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.6499999999999995)","(5.5, 6.8, 6.7970149253731345)","(8.0, 9.2, 9.183132530120481)","(4.4, 5.1, 5.049122807017544)"
11-01-2023 17:52:56.291615,"(8.0, 9.4, 9.317241379310346)","(4.2, 5.2, 5.1375)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.6499999999999995)","(5.5, 6.8, 6.797435897435897)","(8.0, 9.2, 9.183132530120481)","(4.4, 5.1, 5.049122807017544)"
11-01-2023 17:52:57.320780,"(8.0, 9.4, 9.317241379310346)","(4.2, 5.2, 5.142028985507246)","(8.0, 9.4, 9.319111111111111)","(7.0, 7.8, 7.6499999999999995)","(5.5, 6.8, 6.797435897435897)","(8.0, 9.2, 9.18095238095238)","(4.4, 5.1, 5.049122807017544)"
11-01-2023 17:52:58.417672,"(8.0, 9.6, 9.405)","(4.2, 5.2, 5.142028985507246)","(8.0, 9.4, 9.302673796791444)","(7.0, 7.8, 7.6499999999999995)","(5.5, 6.8, 6.797435897435897)","(8.0, 9.2, 9.151724137931033)","(4.4, 5.1, 5.051142857142857)"
11-01-2023 17:52:59.566857,"(8.0, 9.4, 9.367567567567567)","(4.2, 5.2, 5.142028985507246)","(8.0, 9.4, 9.304210526315789)","(7.0, 7.8, 7.656)","(5.5, 6.8, 6.797674418604651)","(8.0, 9.2, 9.151724137931033)","(4.4, 5.1, 5.051142857142857)"
11-01-2023 17:53:00.716718,"(8.0, 9.2, 9.170731707317072)","(4.2, 5.2, 5.1375)","(8.0, 9.4, 9.304210526315789)","(7.0, 7.8, 7.656)","(5.5, 6.8, 6.797674418604651)","(8.0, 9.2, 9.151724137931033)","(4.4, 5.1, 5.051142857142857)"
11-01-2023 17:53:01.847351,"(8.0, 9.2, 9.145833333333332)","(4.2, 5.2, 5.132203389830508)","(8.0, 9.4, 9.304210526315789)","(7.0, 7.8, 7.656)","(5.5, 6.8, 6.797674418604651)","(8.0, 9.2, 9.266666666666666)","(4.4, 5.1, 4.98890977443609)"
11-01-2023 17:53:02.938627,"(8.0, 9.2, 9.188636363636363)","(4.2, 5.1, 5.095744680851063)","(8.0, 9.4, 9.30162162162162)","(7.0, 8.0, 7.765217391304348)","(5.5, 6.8, 6.797674418604651)","(8.0, 9.4, 9.266666666666666)","(4.4, 5.0, 4.988718929254302)"
11-01-2023 17:53:03.968369,"(8.0, 9.2, 9.189361702127659)","(4.2, 5.1, 5.096273291925465)","(8.0, 9.4, 9.30162162162162)","(7.0, 8.0, 7.810526315789473)","(5.5, 6.8, 6.797674418604651)","(8.0, 9.4, 9.388888888888888)","(4.4, 5.0, 4.98909426987061)"
11-01-2023 17:53:05.045334,"(8.0, 9.2, 9.189898989898989)","(4.2, 5.1, 5.071100917431193)","(8.0, 9.4, 9.461290322580645)","(7.0, 8.0, 7.747058823529412)","(5.5, 6.8, 6.570454545454545)","(8.0, 9.6, 9.702564102564104)","(4.4, 5.0, 4.989625850340136)"
11-01-2023 17:53:06.191277,"(8.0, 9.2, 9.190566037735849)","(4.2, 5.1, 5.071100917431193)","(8.0, 9.6, 9.49811320754717)","(7.0, 7.8, 7.747058823529412)","(5.5, 6.6, 6.570454545454545)","(8.0, 9.8, 9.686567164179104)","(4.4, 5.0, 4.989625850340136)"
11-01-2023 17:53:07.381312,"(8.0, 9.2, 9.159374999999999)","(4.2, 5.1, 5.071100917431193)","(8.0, 9.6, 9.49811320754717)","(7.0, 7.8, 7.747058823529412)","(5.5, 6.6, 6.570454545454545)","(8.0, 9.8, 9.686567164179104)","(4.4, 5.0, 4.996167883211679)"
11-01-2023 17:53:08.444594,"(8.0, 9.2, 9.178947368421053)","(4.4, 5.1, 5.071100917431193)","(7.5, 9.6, 9.453731343283582)","(7.0, 7.8, 7.747058823529412)","(5.5, 6.6, 6.570454545454545)","(8.0, 9.8, 9.72)","(4.4, 5.0, 4.996167883211679)"
11-01-2023 17:53:09.404363,"(8.0, 9.2, 9.178947368421053)","(4.4, 5.1, 5.071100917431193)","(7.5, 9.6, 9.453731343283582)","(7.0, 7.8, 7.747058823529412)","(5.5, 6.6, 6.570454545454545)","(8.0, 9.8, 9.72)","(4.4, 5.0, 4.996167883211679)"
11-01-2023 17:53:10.570008,"(8.0, 9.2, 9.178947368421053)","(4.4, 5.1, 5.071100917431193)","(7.5, 9.6, 9.453731343283582)","(7.0, 7.8, 7.719298245614035)","(5.5, 6.6, 6.568862275449102)","(8.0, 9.8, 9.704)","(4.4, 5.0, 5.0512195121951216)"
11-01-2023 17:53:11.884213,"(8.0, 9.2, 9.253846153846153)","(4.4, 5.1, 5.069711538461538)","(7.5, 9.6, 9.453731343283582)","(7.0, 7.8, 7.81025641025641)","(5.5, 6.6, 6.562068965517241)","(8.0, 9.8, 9.178947368421053)","(4.4, 5.1, 5.023766816143498)"
11-01-2023 17:53:13.104093,"(8.0, 9.4, 9.253846153846153)","(4.4, 5.1, 5.069711538461538)","(7.5, 9.6, 9.453731343283582)","(7.0, 8.0, 7.81025641025641)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.153571428571428)","(4.4, 5.1, 5.005524861878453)"
11-01-2023 17:53:14.128106,"(8.0, 9.4, 9.264)","(4.4, 5.1, 5.069711538461538)","(7.5, 9.6, 9.453731343283582)","(7.0, 8.0, 7.81025641025641)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.172631578947367)","(4.4, 5.1, 5.005524861878453)"
11-01-2023 17:53:15.232206,"(8.0, 9.4, 9.264)","(4.4, 5.1, 5.069711538461538)","(7.5, 9.6, 9.453731343283582)","(7.0, 8.0, 7.8442105263157895)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.172631578947367)","(4.4, 5.1, 5.014925373134329)"
11-01-2023 17:53:16.461890,"(8.0, 9.4, 9.264)","(4.4, 5.1, 5.015915119363395)","(7.5, 9.6, 9.470588235294118)","(7.0, 8.0, 7.911904761904762)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.172631578947367)","(4.4, 5.1, 5.014925373134329)"
11-01-2023 17:53:17.851370,"(8.0, 9.4, 9.264)","(4.4, 5.1, 5.018018018018018)","(7.5, 9.6, 9.470588235294118)","(7.0, 8.0, 7.923684210526316)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.172631578947367)","(4.4, 5.1, 5.014925373134329)"
11-01-2023 17:53:19.083932,"(8.0, 9.4, 9.282758620689656)","(4.4, 5.1, 5.018018018018018)","(7.5, 9.6, 9.470588235294118)","(7.0, 8.0, 7.923684210526316)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.172631578947367)","(4.4, 5.1, 5.030204081632653)"
11-01-2023 17:53:20.238220,"(8.0, 9.4, 9.282758620689656)","(4.4, 5.1, 5.018018018018018)","(7.5, 9.6, 9.470588235294118)","(7.0, 8.0, 7.938461538461539)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.186363636363636)","(4.4, 5.1, 4.99860248447205)"
11-01-2023 17:53:21.264111,"(8.0, 9.4, 9.304761904761905)","(4.4, 5.1, 5.018018018018018)","(7.5, 9.6, 9.470588235294118)","(7.0, 8.0, 7.95)","(5.5, 6.8, 6.567597765363129)","(8.0, 9.2, 9.163636363636362)","(4.4, 5.0, 4.998580441640379)"
11-01-2023 17:53:22.406242,"(8.0, 9.4, 9.304761904761905)","(4.4, 5.1, 5.018018018018018)","(7.5, 9.6, 9.470588235294118)","(7.0, 8.0, 7.95)","(5.5, 6.8, 6.591693290734824)","(8.0, 9.2, 9.156190476190476)","(4.4, 5.0, 5.02018779342723)"
11-01-2023 17:53:23.568467,"(8.0, 9.4, 9.31604938271605)","(4.4, 5.1, 5.018018018018018)","(7.5, 9.6, 9.470588235294118)","(7.0, 8.0, 7.94025974025974)","(5.5, 6.8, 6.582926829268293)","(8.0, 9.2, 9.156190476190476)","(4.4, 5.1, 5.02018779342723)"
11-01-2023 17:53:24.768998,"(8.0, 9.4, 9.31604938271605)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.475471698113207)","(7.0, 8.0, 7.94025974025974)","(5.5, 6.8, 6.582926829268293)","(8.0, 9.2, 9.134426229508197)","(4.4, 5.1, 5.036431226765799)"
11-01-2023 17:53:26.071470,"(8.0, 9.4, 9.31604938271605)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.475471698113207)","(7.0, 8.0, 7.94025974025974)","(5.5, 6.8, 6.582926829268293)","(8.0, 9.2, 9.134426229508197)","(4.4, 5.1, 5.036431226765799)"
11-01-2023 17:53:27.280676,"(8.0, 9.4, 9.31604938271605)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.475471698113207)","(7.0, 8.0, 7.94025974025974)","(5.5, 6.8, 6.582926829268293)","(8.0, 9.2, 9.134426229508197)","(4.4, 5.1, 5.057568238213399)"
11-01-2023 17:53:28.318586,"(8.0, 9.4, 9.296296296296296)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.4625)","(7.0, 8.0, 7.94025974025974)","(5.5, 6.8, 6.582926829268293)","(8.0, 9.2, 9.103614457831325)","(4.4, 5.1, 5.056596794081381)"
11-01-2023 17:53:29.389533,"(8.0, 9.4, 9.296296296296296)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.468)","(7.0, 8.2, 8.101449275362318)","(5.5, 6.8, 6.582926829268293)","(8.0, 9.2, 9.090410958904108)","(4.4, 5.1, 4.973040380047506)"
11-01-2023 17:53:30.495342,"(8.0, 9.4, 9.296296296296296)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.501408450704226)","(7.0, 8.2, 8.137254901960784)","(5.5, 6.8, 6.6116402116402115)","(8.0, 9.2, 8.75)","(4.4, 5.0, 4.97725587144623)"
11-01-2023 17:53:31.715350,"(8.0, 9.6, 9.475)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.458536585365854)","(7.0, 8.2, 8.125925925925925)","(5.5, 6.8, 6.6116402116402115)","(8.0, 8.8, 8.666666666666666)","(4.4, 5.0, 4.982020997375328)"
11-01-2023 17:53:32.957271,"(8.0, 9.6, 9.557894736842105)","(4.4, 5.1, 5.010491803278689)","(8.0, 9.6, 9.458536585365854)","(7.0, 8.2, 8.125925925925925)","(5.5, 6.8, 6.6116402116402115)","(8.0, 8.8, 8.651428571428571)","(4.4, 5.0, 4.983111702127659)"
11-01-2023 17:53:34.270504,"(8.0, 9.6, 9.557894736842105)","(4.4, 5.1, 4.946629213483146)","(8.0, 9.6, 9.458536585365854)","(7.0, 8.2, 7.986666666666666)","(5.5, 6.8, 6.612643678160919)","(8.0, 8.8, 8.651428571428571)","(4.4, 5.0, 4.985499316005472)"
11-01-2023 17:53:35.417844,"(8.0, 9.6, 9.557894736842105)","(4.4, 5.1, 4.946629213483146)","(8.0, 9.6, 9.479166666666666)","(7.0, 8.0, 8.027368421052632)","(5.5, 6.8, 6.61317365269461)","(8.0, 8.8, 8.635294117647058)","(4.4, 5.0, 5.0714677640603565)"
11-01-2023 17:53:36.433822,"(8.0, 9.8, 9.657142857142857)","(4.4, 5.1, 4.946629213483146)","(8.0, 9.6, 9.461904761904762)","(7.0, 8.2, 7.933333333333334)","(5.5, 6.8, 6.591693290734824)","(8.0, 8.8, 8.635294117647058)","(4.4, 5.1, 5.034146341463415)"
11-01-2023 17:53:37.557671,"(8.0, 9.8, 9.655172413793103)","(4.4, 5.1, 4.942196531791907)","(8.0, 9.6, 9.481632653061224)","(7.0, 8.0, 7.925)","(5.5, 6.8, 6.61317365269461)","(8.0, 8.8, 8.508108108108107)","(4.4, 5.1, 4.996137339055794)"
11-01-2023 17:53:38.691070,"(8.0, 9.8, 9.733333333333334)","(4.4, 5.1, 4.942196531791907)","(8.0, 9.6, 9.5)","(7.0, 8.0, 7.947540983606557)","(5.5, 6.8, 6.625698324022346)","(8.0, 8.6, 8.412765957446808)","(4.4, 5.0, 4.998511904761905)"
11-01-2023 17:53:39.848487,"(8.0, 10.5, 10.043478260869565)","(4.4, 5.1, 5.05)","(8.0, 9.6, 9.5)","(7.0, 8.0, 8.077611940298507)","(5.5, 6.8, 6.624731182795698)","(8.0, 8.6, 8.646575342465754)","(4.4, 5.0, 4.998511904761905)"
11-01-2023 17:53:41.015431,"(8.0, 10.0, 9.866666666666667)","(4.4, 5.0, 4.979310344827586)","(8.0, 9.6, 9.5)","(7.0, 8.2, 8.077611940298507)","(5.5, 6.8, 6.624731182795698)","(8.0, 8.8, 8.653521126760564)","(4.4, 5.0, 4.998511904761905)"
