,Pat Me Down,Henning,Nasty Exaggerator,Oso Negro,Optimistic,Big Boss Man,Gs Storm,Caribe Nights,Miss Jennys Halo,Heathers Request
15-12-2022 12:52:10.281568,"(18.0, 32.0, 27.714285714285715)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.442857142857143)","(4.4, 5.3, 5.154098360655738)","(3.9, 5.0, 4.876470588235295)","(7.0, 8.8, 8.3)","(4.6, 5.8, 5.553846153846154)","(18.0, 28.0, 27.8)","(31.0, 220.0, 152.85714285714286)","(18.0, 32.0, 29.375)"
15-12-2022 12:52:11.572188,"(18.0, 32.0, 27.714285714285715)","(6.0, 8.2, 8.076470588235294)","(11.0, 14.5, 14.442857142857143)","(4.4, 5.3, 5.154098360655738)","(3.9, 5.0, 4.876470588235295)","(7.0, 8.8, 8.2)","(4.6, 5.8, 5.553846153846154)","(18.0, 29.0, 26.5)","(31.0, 210.0, 80.83333333333333)","(18.0, 30.0, 28.5)"
15-12-2022 12:52:12.833460,"(20.0, 32.0, 28.869565217391305)","(6.0, 8.2, 8.076470588235294)","(11.0, 14.5, 14.442857142857143)","(4.4, 5.3, 5.154098360655738)","(3.9, 5.0, 4.881818181818182)","(7.0, 8.6, 8.2)","(4.6, 5.8, 5.524137931034483)","(18.0, 28.0, 26.5)","(31.0, 210.0, 80.83333333333333)","(18.0, 29.0, 28.5)"
15-12-2022 12:52:14.284529,"(20.0, 32.0, 27.384615384615383)","(6.0, 8.2, 8.076470588235294)","(11.0, 14.5, 14.442857142857143)","(4.4, 5.3, 5.154098360655738)","(3.9, 5.0, 4.881818181818182)","(7.0, 8.6, 8.36)","(4.6, 5.8, 5.378947368421052)","(18.0, 28.0, 26.5)","(31.0, 210.0, 80.83333333333333)","(18.0, 29.0, 28.5)"
15-12-2022 12:52:15.672648,"(20.0, 32.0, 27.384615384615383)","(6.0, 8.2, 8.076470588235294)","(11.0, 14.5, 14.452380952380953)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(7.0, 8.6, 8.457142857142857)","(4.6, 5.8, 5.378947368421052)","(18.0, 28.0, 26.5)","(31.0, 210.0, 80.83333333333333)","(18.0, 29.0, 28.5)"
15-12-2022 12:52:16.963707,"(21.0, 32.0, 29.333333333333332)","(6.0, 8.2, 8.076470588235294)","(11.0, 14.5, 14.227272727272727)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.6, 8.433333333333334)","(4.6, 5.8, 5.363636363636363)","(18.0, 28.0, 26.5)","(31.0, 210.0, 103.33333333333334)","(18.0, 29.0, 27.625)"
15-12-2022 12:52:18.316678,"(21.0, 32.0, 28.307692307692307)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.59322033898305)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.6, 8.366666666666667)","(4.6, 5.8, 5.486274509803922)","(18.0, 28.0, 26.5)","(31.0, 200.0, 103.33333333333334)","(18.0, 28.0, 27.625)"
15-12-2022 12:52:19.502443,"(21.0, 32.0, 25.41176470588235)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 13.956521739130435)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.6, 8.51578947368421)","(4.6, 5.8, 5.486274509803922)","(18.0, 28.0, 26.5)","(31.0, 200.0, 103.33333333333334)","(18.0, 28.0, 27.625)"
15-12-2022 12:52:20.680934,"(21.0, 32.0, 25.466666666666665)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.304347826086957)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.6, 8.25)","(4.6, 5.8, 5.486274509803922)","(18.0, 28.0, 26.5)","(31.0, 200.0, 103.33333333333334)","(18.0, 28.0, 27.625)"
15-12-2022 12:52:21.892550,"(21.0, 32.0, 25.466666666666665)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.304347826086957)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.6, 8.25)","(4.6, 5.8, 5.486274509803922)","(18.0, 28.0, 26.5)","(31.0, 200.0, 103.33333333333334)","(18.0, 28.0, 27.625)"
15-12-2022 12:52:23.141987,"(21.0, 32.0, 27.333333333333332)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.304347826086957)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.6, 7.92)","(4.6, 5.8, 5.329411764705882)","(18.0, 28.0, 26.272727272727273)","(31.0, 200.0, 100.0)","(18.0, 28.0, 31.157894736842106)"
15-12-2022 12:52:24.470872,"(21.0, 32.0, 27.333333333333332)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.304347826086957)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.4, 8.266666666666667)","(4.6, 5.8, 5.329411764705882)","(18.0, 32.0, 26.272727272727273)","(31.0, 190.0, 100.0)","(18.0, 34.0, 33.4)"
15-12-2022 12:52:25.727078,"(21.0, 32.0, 27.333333333333332)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.304347826086957)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 4.881818181818182)","(6.5, 8.4, 8.341176470588236)","(4.6, 5.8, 5.329411764705882)","(18.0, 32.0, 26.272727272727273)","(31.0, 190.0, 100.0)","(18.0, 34.0, 33.4)"
15-12-2022 12:52:26.995218,"(21.0, 32.0, 27.333333333333332)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.304347826086957)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.0, 5.144444444444444)","(6.5, 8.4, 8.133333333333333)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 190.0, 100.0)","(18.0, 34.0, 33.4)"
15-12-2022 12:52:28.258976,"(21.0, 32.0, 28.347826086956523)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.304347826086957)","(4.4, 5.3, 5.154098360655738)","(3.9, 5.3, 5.144444444444444)","(6.5, 8.4, 8.246153846153847)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 190.0, 164.54545454545453)","(18.0, 34.0, 33.4)"
15-12-2022 12:52:29.469610,"(21.0, 32.0, 28.347826086956523)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.291666666666666)","(4.4, 5.3, 5.154098360655738)","(3.9, 5.3, 5.0)","(6.5, 8.4, 8.233333333333334)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 190.0, 156.36363636363637)","(18.0, 34.0, 31.125)"
15-12-2022 12:52:30.710968,"(21.0, 32.0, 28.347826086956523)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.49)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.2, 5.15)","(6.5, 8.4, 8.200000000000001)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 180.0, 156.36363636363637)","(18.0, 32.0, 31.125)"
15-12-2022 12:52:31.997165,"(21.0, 32.0, 29.103448275862068)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.518867924528301)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.2, 5.152941176470589)","(6.5, 8.4, 8.200000000000001)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 180.0, 156.36363636363637)","(18.0, 32.0, 31.125)"
15-12-2022 12:52:33.273086,"(21.0, 32.0, 29.103448275862068)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.518867924528301)","(4.4, 5.3, 5.163076923076923)","(3.9, 5.2, 5.152941176470589)","(6.5, 8.4, 8.0)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 180.0, 156.36363636363637)","(18.0, 32.0, 31.125)"
15-12-2022 12:52:34.559896,"(21.0, 32.0, 29.103448275862068)","(6.0, 8.2, 8.076470588235294)","(11.0, 15.0, 14.518867924528301)","(4.4, 5.3, 5.171929824561404)","(3.9, 5.2, 5.152941176470589)","(6.5, 8.4, 8.0)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 180.0, 156.36363636363637)","(18.0, 32.0, 31.125)"
15-12-2022 12:52:35.899430,"(21.0, 32.0, 29.103448275862068)","(6.0, 8.6, 8.5)","(11.0, 14.5, 14.414893617021276)","(4.4, 5.3, 5.149484536082474)","(3.9, 5.2, 5.152941176470589)","(6.5, 8.4, 8.0)","(4.6, 5.8, 5.389743589743589)","(18.0, 32.0, 26.272727272727273)","(31.0, 180.0, 156.36363636363637)","(18.0, 32.0, 31.125)"
15-12-2022 12:52:37.191807,"(21.0, 30.0, 27.6)","(6.0, 8.4, 8.24)","(11.0, 14.5, 14.277777777777779)","(4.4, 5.3, 5.149484536082474)","(3.9, 5.2, 5.152941176470589)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.557575757575758)","(18.0, 30.0, 29.0)","(31.0, 170.0, 93.33333333333334)","(18.0, 30.0, 28.88888888888889)"
15-12-2022 12:52:38.463533,"(21.0, 30.0, 27.6)","(6.0, 8.4, 8.22857142857143)","(11.0, 14.5, 14.277777777777779)","(4.4, 5.3, 5.149484536082474)","(3.9, 5.2, 5.152941176470589)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.557575757575758)","(18.0, 30.0, 29.0)","(31.0, 170.0, 93.33333333333334)","(18.0, 30.0, 28.88888888888889)"
15-12-2022 12:52:39.734608,"(21.0, 30.0, 29.11111111111111)","(6.0, 8.4, 8.22857142857143)","(11.0, 14.5, 14.277777777777779)","(4.4, 5.3, 5.149484536082474)","(3.9, 5.2, 5.173333333333334)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.557575757575758)","(18.0, 30.0, 29.0)","(31.0, 170.0, 148.1818181818182)","(18.0, 30.0, 28.88888888888889)"
15-12-2022 12:52:40.970837,"(21.0, 30.0, 29.11111111111111)","(6.0, 8.4, 8.22857142857143)","(11.0, 14.5, 14.277777777777779)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.2, 5.15)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.557575757575758)","(18.0, 30.0, 29.0)","(31.0, 170.0, 148.1818181818182)","(18.0, 30.0, 28.94736842105263)"
15-12-2022 12:52:42.348080,"(21.0, 30.0, 28.8)","(6.0, 8.4, 8.22857142857143)","(11.0, 14.5, 14.277777777777779)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.2, 5.135294117647059)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.557575757575758)","(18.0, 30.0, 29.0)","(31.0, 170.0, 140.0)","(18.0, 30.0, 29.411764705882355)"
15-12-2022 12:52:43.678175,"(21.0, 30.0, 28.22222222222222)","(6.0, 8.6, 8.299999999999999)","(11.0, 14.5, 14.277777777777779)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.3, 5.135294117647059)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.557575757575758)","(18.0, 30.0, 29.0)","(31.0, 160.0, 140.0)","(18.0, 30.0, 29.411764705882355)"
15-12-2022 12:52:45.021619,"(21.0, 30.0, 28.333333333333332)","(6.0, 8.6, 8.299999999999999)","(11.0, 14.5, 14.277777777777779)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.3, 5.135294117647059)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.557575757575758)","(18.0, 30.0, 29.0)","(31.0, 160.0, 140.0)","(18.0, 30.0, 29.411764705882355)"
15-12-2022 12:52:46.345744,"(21.0, 30.0, 28.666666666666668)","(6.0, 8.6, 8.299999999999999)","(11.0, 15.0, 14.36)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.3, 5.045454545454546)","(6.5, 8.2, 7.88)","(4.6, 5.8, 5.459574468085107)","(18.0, 30.0, 29.0)","(31.0, 160.0, 140.0)","(18.0, 30.0, 29.411764705882355)"
15-12-2022 12:52:47.593953,"(21.0, 30.0, 28.666666666666668)","(6.0, 8.6, 8.4)","(11.0, 15.0, 14.36)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.3, 5.1466666666666665)","(6.5, 8.2, 7.76)","(4.6, 5.8, 5.459574468085107)","(18.0, 30.0, 28.333333333333332)","(31.0, 160.0, 131.8181818181818)","(18.0, 30.0, 27.647058823529413)"
15-12-2022 12:52:48.972735,"(21.0, 30.0, 29.272727272727273)","(6.0, 8.6, 8.428571428571429)","(11.0, 15.0, 14.4)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.2, 5.1466666666666665)","(6.5, 8.6, 7.82)","(4.6, 5.8, 5.459574468085107)","(18.0, 29.0, 28.333333333333332)","(31.0, 150.0, 131.8181818181818)","(18.0, 28.0, 27.647058823529413)"
15-12-2022 12:52:50.258419,"(21.0, 30.0, 29.272727272727273)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 14.4)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.2, 5.1466666666666665)","(6.5, 8.8, 7.85)","(4.6, 5.8, 5.459574468085107)","(18.0, 29.0, 28.333333333333332)","(31.0, 150.0, 131.8181818181818)","(18.0, 28.0, 27.647058823529413)"
15-12-2022 12:52:51.477005,"(21.0, 30.0, 29.5)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 14.4)","(4.4, 5.3, 5.149484536082474)","(4.0, 5.2, 5.1466666666666665)","(6.5, 8.6, 8.242857142857142)","(4.6, 5.8, 5.459574468085107)","(18.0, 29.0, 28.333333333333332)","(31.0, 150.0, 131.8181818181818)","(18.0, 28.0, 27.5)"
15-12-2022 12:52:52.784710,"(21.0, 32.0, 27.90909090909091)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 14.25)","(4.4, 5.3, 4.98936170212766)","(4.0, 5.2, 5.1466666666666665)","(6.5, 8.6, 7.85)","(4.6, 5.8, 5.459574468085107)","(18.0, 29.0, 28.333333333333332)","(31.0, 150.0, 131.8181818181818)","(18.0, 28.0, 27.5)"
15-12-2022 12:52:54.119529,"(19.0, 32.0, 27.90909090909091)","(6.5, 8.6, 8.428571428571429)","(11.0, 15.5, 14.157894736842104)","(4.4, 5.3, 4.939506172839507)","(4.2, 5.2, 5.1466666666666665)","(6.5, 8.6, 7.85)","(4.4, 5.8, 5.459574468085107)","(18.0, 29.0, 28.333333333333332)","(31.0, 150.0, 122.0)","(18.0, 28.0, 28.333333333333332)"
15-12-2022 12:52:55.358637,"(19.0, 32.0, 27.90909090909091)","(6.5, 8.6, 8.428571428571429)","(11.0, 15.5, 14.192307692307692)","(4.4, 5.3, 4.9490384615384615)","(4.2, 5.2, 5.1466666666666665)","(6.5, 8.6, 7.85)","(4.4, 5.8, 5.459574468085107)","(18.0, 29.0, 28.333333333333332)","(31.0, 140.0, 83.33333333333333)","(18.0, 29.0, 28.333333333333332)"
15-12-2022 12:52:56.610386,"(19.0, 32.0, 27.90909090909091)","(6.5, 8.6, 8.428571428571429)","(11.0, 15.5, 14.192307692307692)","(4.4, 5.3, 4.9490384615384615)","(4.2, 5.2, 5.1466666666666665)","(6.5, 8.6, 7.85)","(4.4, 5.8, 5.557575757575758)","(18.0, 29.0, 28.333333333333332)","(31.0, 140.0, 83.33333333333333)","(18.0, 29.0, 28.333333333333332)"
15-12-2022 12:52:57.871559,"(19.0, 32.0, 27.90909090909091)","(6.5, 8.6, 8.428571428571429)","(11.0, 15.5, 14.192307692307692)","(4.4, 5.3, 4.9490384615384615)","(4.2, 5.2, 5.166666666666667)","(6.5, 8.6, 7.85)","(4.4, 5.8, 5.459574468085107)","(18.0, 29.0, 28.333333333333332)","(31.0, 140.0, 83.33333333333333)","(18.0, 29.0, 28.333333333333332)"
15-12-2022 12:52:59.152824,"(19.0, 32.0, 27.90909090909091)","(6.5, 8.6, 8.428571428571429)","(11.0, 15.0, 14.113636363636363)","(4.4, 5.3, 4.9490384615384615)","(4.2, 5.2, 5.166666666666667)","(6.5, 8.6, 7.828571428571429)","(4.4, 5.8, 5.459574468085107)","(18.0, 29.0, 26.8)","(31.0, 140.0, 83.33333333333333)","(18.0, 29.0, 27.5)"
15-12-2022 12:53:00.457806,"(19.0, 30.0, 28.857142857142858)","(6.5, 8.6, 8.428571428571429)","(11.0, 14.5, 14.25)","(4.4, 5.3, 4.979120879120879)","(4.2, 5.2, 5.166666666666667)","(6.5, 8.4, 7.828571428571429)","(4.4, 5.8, 5.459574468085107)","(18.0, 28.0, 26.8)","(31.0, 140.0, 80.0)","(18.0, 28.0, 26.636363636363637)"
15-12-2022 12:53:01.796899,"(19.0, 30.0, 28.0)","(6.5, 8.6, 8.388235294117647)","(11.0, 14.0, 13.714285714285714)","(4.4, 5.3, 5.0219047619047625)","(4.2, 5.2, 5.166666666666667)","(6.5, 8.4, 7.828571428571429)","(4.4, 5.8, 5.546031746031746)","(18.0, 28.0, 26.8)","(31.0, 130.0, 80.0)","(18.0, 27.0, 26.636363636363637)"
15-12-2022 12:53:03.130631,"(19.0, 30.0, 27.5)","(6.0, 8.6, 8.323076923076924)","(11.0, 14.0, 13.714285714285714)","(4.2, 5.3, 5.059340659340659)","(4.0, 5.2, 5.166666666666667)","(6.0, 8.4, 7.65)","(4.2, 5.8, 5.546031746031746)","(1.01, 28.0, 26.8)","(31.0, 130.0, 80.0)","(17.0, 27.0, 26.636363636363637)"
15-12-2022 12:53:04.498884,"(19.0, 30.0, 27.5)","(6.0, 8.6, 8.323076923076924)","(11.0, 14.0, 14.366666666666667)","(4.2, 5.3, 4.971287128712872)","(4.0, 5.2, 5.177777777777778)","(6.0, 8.4, 7.65)","(4.2, 5.8, 5.546031746031746)","(1.01, 28.0, 26.8)","(31.0, 130.0, 80.0)","(17.0, 27.0, 26.636363636363637)"
15-12-2022 12:53:05.827253,"(19.0, 30.0, 27.5)","(6.0, 8.6, 8.323076923076924)","(11.0, 14.5, 14.366666666666667)","(4.2, 5.3, 4.971287128712872)","(4.0, 5.2, 5.177777777777778)","(6.0, 8.4, 7.628571428571429)","(4.2, 5.8, 5.546031746031746)","(1.01, 28.0, 26.8)","(31.0, 130.0, 80.0)","(17.0, 27.0, 26.636363636363637)"
15-12-2022 12:53:07.259595,"(19.0, 30.0, 27.5)","(6.0, 8.6, 8.323076923076924)","(11.0, 14.5, 14.366666666666667)","(4.2, 5.3, 5.1160000000000005)","(4.0, 5.2, 5.177777777777778)","(6.0, 8.4, 7.628571428571429)","(4.2, 5.8, 5.546031746031746)","(1.01, 28.0, 26.8)","(31.0, 130.0, 76.66666666666667)","(17.0, 27.0, 27.5)"
15-12-2022 12:53:08.566175,"(19.0, 30.0, 27.5)","(6.0, 8.6, 8.323076923076924)","(11.0, 14.5, 14.38888888888889)","(4.2, 5.2, 5.1160000000000005)","(4.0, 5.2, 5.188571428571429)","(6.0, 8.4, 7.628571428571429)","(4.2, 5.8, 5.546031746031746)","(1.01, 28.0, 26.8)","(31.0, 120.0, 76.66666666666667)","(17.0, 28.0, 27.5)"
15-12-2022 12:53:09.891847,"(19.0, 30.0, 27.5)","(6.0, 8.6, 8.323076923076924)","(11.0, 14.5, 14.366666666666667)","(4.2, 5.2, 4.971287128712872)","(4.0, 5.2, 5.188571428571429)","(6.0, 8.4, 7.628571428571429)","(4.2, 5.8, 5.546031746031746)","(1.01, 28.0, 26.8)","(31.0, 120.0, 76.66666666666667)","(17.0, 28.0, 27.5)"
15-12-2022 12:53:11.184929,"(19.0, 30.0, 27.5)","(6.0, 8.6, 8.323076923076924)","(11.0, 14.5, 14.366666666666667)","(4.2, 5.3, 4.971287128712872)","(4.0, 5.2, 5.131707317073171)","(6.0, 8.4, 7.800000000000001)","(4.2, 5.8, 5.546031746031746)","(1.01, 28.0, 28.5)","(31.0, 120.0, 76.66666666666667)","(17.0, 28.0, 26.666666666666668)"
15-12-2022 12:53:12.414149,"(19.0, 30.0, 27.75)","(6.0, 8.6, 8.4)","(11.0, 15.0, 14.25)","(4.2, 5.3, 4.995412844036697)","(4.0, 5.3, 5.214634146341464)","(6.0, 8.4, 7.800000000000001)","(4.2, 5.8, 5.546031746031746)","(1.01, 32.0, 28.5)","(31.0, 120.0, 76.66666666666667)","(17.0, 27.0, 26.666666666666668)"
15-12-2022 12:53:13.708768,"(19.0, 32.0, 27.384615384615383)","(6.0, 8.6, 8.4)","(11.0, 14.0, 13.75)","(4.2, 5.3, 4.995412844036697)","(4.0, 5.3, 5.214634146341464)","(6.0, 8.6, 7.9)","(4.2, 5.8, 5.546031746031746)","(1.01, 32.0, 28.4)","(31.0, 110.0, 73.33333333333333)","(17.0, 27.0, 26.666666666666668)"
15-12-2022 12:53:14.931187,"(19.0, 30.0, 28.22222222222222)","(6.0, 8.6, 8.4)","(11.0, 14.0, 13.657894736842104)","(4.2, 5.3, 4.811764705882353)","(4.0, 5.3, 5.214634146341464)","(6.0, 8.6, 7.9)","(4.2, 5.8, 5.546031746031746)","(1.01, 32.0, 28.4)","(31.0, 110.0, 73.33333333333333)","(17.0, 27.0, 25.666666666666668)"
15-12-2022 12:53:16.147613,"(19.0, 30.0, 28.22222222222222)","(6.0, 8.6, 8.4)","(11.0, 14.0, 13.66)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.066666666666666)","(6.0, 8.6, 8.061538461538461)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 28.625)","(31.0, 110.0, 73.33333333333333)","(17.0, 27.0, 25.666666666666668)"
15-12-2022 12:53:17.434453,"(18.0, 30.0, 28.4)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.66)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.178260869565217)","(6.0, 8.6, 8.061538461538461)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 28.625)","(31.0, 110.0, 73.33333333333333)","(17.0, 27.0, 25.666666666666668)"
15-12-2022 12:53:18.712458,"(18.0, 30.0, 28.4)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.66)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.178260869565217)","(6.0, 8.6, 8.061538461538461)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 28.625)","(31.0, 110.0, 70.0)","(17.0, 27.0, 25.666666666666668)"
15-12-2022 12:53:20.023021,"(18.0, 30.0, 28.545454545454547)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.66)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.178260869565217)","(6.0, 8.6, 8.061538461538461)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 29.545454545454547)","(31.0, 100.0, 70.0)","(17.0, 27.0, 25.666666666666668)"
15-12-2022 12:53:21.475426,"(18.0, 30.0, 28.545454545454547)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.66)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.178260869565217)","(6.0, 8.6, 8.061538461538461)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 29.545454545454547)","(31.0, 100.0, 70.0)","(17.0, 27.0, 25.666666666666668)"
15-12-2022 12:53:22.974987,"(18.0, 30.0, 28.545454545454547)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.696428571428571)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.22)","(6.0, 8.6, 8.061538461538461)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 31.0)","(31.0, 100.0, 70.0)","(17.0, 27.0, 25.666666666666668)"
15-12-2022 12:53:24.436803,"(17.0, 30.0, 27.333333333333332)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.696428571428571)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.22)","(6.0, 8.6, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 28.5)","(31.0, 100.0, 70.0)","(17.0, 27.0, 29.5)"
15-12-2022 12:53:25.927021,"(17.0, 30.0, 28.0)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.696428571428571)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.178260869565217)","(6.0, 8.4, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.5)","(31.0, 100.0, 68.33333333333333)","(17.0, 34.0, 29.5)"
15-12-2022 12:53:27.507562,"(17.0, 30.0, 28.0)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.0, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.178260869565217)","(6.0, 8.4, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.5)","(31.0, 95.0, 68.33333333333333)","(17.0, 34.0, 29.5)"
15-12-2022 12:53:28.978872,"(17.0, 30.0, 28.0)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.209677419354839)","(6.0, 8.4, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.5)","(31.0, 95.0, 68.33333333333333)","(17.0, 34.0, 26.125)"
15-12-2022 12:53:30.716058,"(17.0, 30.0, 28.0)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.209677419354839)","(6.0, 8.4, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.5)","(31.0, 95.0, 68.33333333333333)","(17.0, 34.0, 26.125)"
15-12-2022 12:53:32.394173,"(17.0, 30.0, 28.0)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.209677419354839)","(6.0, 8.4, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.5)","(31.0, 95.0, 66.66666666666667)","(17.0, 34.0, 26.125)"
15-12-2022 12:53:33.803414,"(17.0, 30.0, 28.0)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.209677419354839)","(6.0, 8.4, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.8)","(31.0, 90.0, 66.66666666666667)","(17.0, 34.0, 26.125)"
15-12-2022 12:53:35.144894,"(17.0, 30.0, 28.285714285714285)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.236363636363636)","(6.0, 8.4, 8.16)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.8)","(31.0, 90.0, 66.66666666666667)","(17.0, 34.0, 26.125)"
15-12-2022 12:53:36.432413,"(17.0, 30.0, 27.6)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.183333333333334)","(6.0, 8.4, 7.999999999999999)","(4.2, 5.8, 5.444444444444445)","(1.01, 30.0, 28.0)","(31.0, 90.0, 65.0)","(17.0, 34.0, 27.333333333333332)"
15-12-2022 12:53:37.727318,"(17.0, 30.0, 27.6)","(6.0, 8.6, 8.428571428571429)","(11.0, 14.5, 13.892857142857142)","(4.2, 5.3, 4.838888888888889)","(4.0, 5.3, 5.183333333333334)","(6.0, 8.2, 7.999999999999999)","(4.2, 5.8, 5.444444444444445)","(1.01, 32.0, 29.77777777777778)","(31.0, 85.0, 65.0)","(17.0, 32.0, 27.333333333333332)"
