,Go Albino,Hes Iconic,Chi Lin,Im No Princess,Uncle Albert
11-01-2023 12:03:25.761518,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:26.642705,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:27.560085,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:28.476544,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:29.335353,"(1.3, 1.38, 1.3525)","(15.0, 32.0, 22.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:30.161347,"(1.3, 1.38, 1.3525)","(15.0, 32.0, 22.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:31.023032,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:31.916336,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:32.796055,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:33.616507,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:34.427513,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:35.288231,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:36.246060,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:37.109050,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 29.0, 10.511111111111111)","(5.0, 20.0, 12.8)","(10.0, 34.0, 22.25)"
11-01-2023 12:03:37.934551,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.0, 20.0, 12.8)","(10.0, 34.0, 21.9)"
11-01-2023 12:03:38.768362,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.0, 20.0, 12.8)","(10.0, 34.0, 18.0)"
11-01-2023 12:03:39.656552,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 12.8)","(10.0, 34.0, 18.0)"
11-01-2023 12:03:40.591137,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 12.8)","(10.0, 34.0, 16.0)"
11-01-2023 12:03:41.451329,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:42.312013,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:43.200543,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:44.045098,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:44.897705,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:45.760465,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:46.573796,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:47.448731,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:48.397348,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:49.220747,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:50.029336,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:50.924949,"(1.3, 1.38, 1.3525)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:51.860861,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:52.701207,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:53.579021,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:54.447940,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:55.315238,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:56.169360,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:57.042235,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:57.852005,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:58.656681,"(1.3, 1.38, 1.314)","(15.0, 34.0, 28.875)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:03:59.519267,"(1.3, 1.38, 1.314)","(15.0, 34.0, 28.875)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:00.451879,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:01.312977,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:02.122380,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:03.042263,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:03.927273,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:04.809451,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:05.727789,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:06.590441,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:07.437411,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:08.281244,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:09.159305,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:09.986258,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:10.782488,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:11.617577,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:12.536686,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:13.422491,"(1.3, 1.38, 1.314)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:14.261074,"(1.3, 1.38, 1.314)","(15.0, 34.0, 28.875)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:15.146659,"(1.3, 1.38, 1.314)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:16.083116,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 28.875)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:16.921448,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:17.733326,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:18.635785,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:19.490194,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:20.342122,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:21.238073,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:22.059197,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:22.854988,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:23.725813,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:24.637657,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:25.552281,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:26.418581,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:27.272358,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:28.111030,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:28.928010,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:29.844572,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:30.696089,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:31.480749,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:32.344484,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:33.225529,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:34.122991,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:34.909116,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:35.734752,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:36.647821,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.0)"
11-01-2023 12:04:37.527131,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.25)","(7.5, 28.0, 11.5)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 20.257142857142856)"
11-01-2023 12:04:38.386705,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 28.875)","(7.5, 28.0, 11.166666666666666)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 20.257142857142856)"
11-01-2023 12:04:39.207260,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 24.0)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 20.257142857142856)"
11-01-2023 12:04:40.057900,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 28.875)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 15.9)"
11-01-2023 12:04:40.918471,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:41.796335,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:42.631020,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:43.409089,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:44.213607,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:45.134573,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:46.087130,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:46.898121,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:47.746083,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 7.574999999999999)","(10.0, 22.0, 16.25)"
11-01-2023 12:04:48.653220,"(1.3, 1.38, 1.3546153846153846)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 20.0, 9.225)","(10.0, 22.0, 17.75)"
11-01-2023 12:04:49.559491,"(1.3, 1.4, 1.3881818181818182)","(15.0, 34.0, 29.9)","(7.5, 28.0, 11.333333333333334)","(5.5, 19.5, 17.064705882352943)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:50.510145,"(1.3, 1.41, 1.3775)","(15.0, 42.0, 36.3)","(7.5, 28.0, 11.333333333333334)","(5.5, 19.0, 16.900000000000002)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:51.365263,"(1.3, 1.41, 1.3775)","(15.0, 42.0, 36.3)","(7.5, 28.0, 11.333333333333334)","(5.5, 18.5, 16.900000000000002)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:52.226590,"(1.3, 1.41, 1.3683018867924528)","(15.0, 42.0, 36.3)","(7.5, 28.0, 11.333333333333334)","(5.5, 18.5, 9.833333333333332)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:53.067795,"(1.3, 1.41, 1.3683018867924528)","(15.0, 42.0, 36.3)","(7.5, 28.0, 11.333333333333334)","(5.5, 18.5, 17.865)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:53.877059,"(1.3, 1.41, 1.3683018867924528)","(15.0, 42.0, 36.3)","(7.5, 28.0, 11.333333333333334)","(5.5, 18.5, 10.100000000000001)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:54.695949,"(1.3, 1.41, 1.3683018867924528)","(15.0, 42.0, 36.3)","(7.5, 28.0, 14.142857142857142)","(5.5, 9.0, 6.675000000000001)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:55.484129,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 28.0, 14.0)","(5.5, 9.0, 6.675000000000001)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:56.294453,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 28.0, 14.0)","(5.5, 9.0, 6.675000000000001)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:57.178415,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 28.0, 14.0)","(5.5, 9.0, 6.675000000000001)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:58.007234,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 6.675000000000001)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:58.817145,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 17.75)"
11-01-2023 12:04:59.800370,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 17.75)"
11-01-2023 12:05:00.676023,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 17.75)"
11-01-2023 12:05:01.612107,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 7.65)","(10.0, 25.0, 17.75)"
11-01-2023 12:05:02.520552,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 7.65)","(10.0, 25.0, 17.75)"
11-01-2023 12:05:03.375361,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 17.75)"
11-01-2023 12:05:04.207478,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 17.75)"
11-01-2023 12:05:05.072162,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 17.75)"
11-01-2023 12:05:06.039510,"(1.3, 1.41, 1.3683018867924528)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 23.68181818181818)"
11-01-2023 12:05:06.892455,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 23.68181818181818)"
11-01-2023 12:05:07.695507,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 37.9)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 20.333333333333336)"
11-01-2023 12:05:08.567943,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 36.375)","(7.5, 29.0, 12.145454545454546)","(5.5, 9.0, 8.5)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:09.513011,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 36.375)","(7.5, 29.0, 10.64)","(5.5, 9.0, 8.5)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:10.360431,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 37.9)","(7.5, 29.0, 10.64)","(5.5, 9.0, 8.5)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:11.160044,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 37.9)","(7.5, 29.0, 10.64)","(5.5, 9.0, 8.5)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:11.968736,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 37.9)","(7.5, 29.0, 10.64)","(5.5, 9.4, 9.16)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:12.840594,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 37.9)","(7.5, 29.0, 10.64)","(5.5, 9.6, 8.8)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:13.813177,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 25.7)","(7.5, 29.0, 10.64)","(5.5, 9.6, 8.8)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:14.684552,"(1.3, 1.41, 1.2966666666666666)","(15.0, 44.0, 25.7)","(7.5, 29.0, 10.64)","(5.5, 9.8, 8.933333333333334)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:15.458671,"(1.3, 1.4, 1.345)","(15.0, 44.0, 25.7)","(7.5, 29.0, 10.64)","(5.5, 11.0, 9.733333333333334)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:16.271265,"(1.3, 1.39, 1.355)","(15.0, 44.0, 25.7)","(7.5, 29.0, 10.64)","(5.5, 11.0, 9.733333333333334)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:17.189684,"(1.3, 1.39, 1.355)","(15.0, 44.0, 25.7)","(7.5, 29.0, 10.64)","(5.5, 11.5, 8.92)","(10.0, 25.0, 18.25)"
11-01-2023 12:05:18.083041,"(1.3, 1.39, 1.355)","(15.0, 44.0, 25.7)","(7.5, 29.0, 10.64)","(5.5, 11.5, 9.92)","(10.0, 25.0, 16.75)"
11-01-2023 12:05:18.965201,"(1.3, 1.39, 1.355)","(15.0, 38.0, 33.1)","(7.5, 29.0, 10.64)","(5.5, 14.0, 9.92)","(10.0, 22.0, 16.75)"
