,Daves Deal,Romeo,Know Ratio,Homebush Cricket,Tatis,Six Pack Nugget,Homebush Lennon,Rowdys Monster
12-01-2023 17:17:15.947667,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.6818181818181825)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.12727272727273)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 32.42857142857143)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:17.109879,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 6.4)","(13.0, 25.0, 22.0)","(9.0, 18.5, 17.4125)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:18.284674,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.709090909090909)","(13.0, 25.0, 22.0)","(9.0, 18.5, 17.4125)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:19.354503,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 5.95)","(13.0, 25.0, 22.0)","(9.0, 18.5, 17.4125)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:20.423420,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 5.95)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.96470588235294)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:21.433018,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 6.266666666666667)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.96470588235294)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 32.42857142857143)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:22.459483,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 6.266666666666667)","(13.0, 25.0, 22.125)","(9.0, 18.5, 16.96470588235294)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 32.42857142857143)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.3125)"
12-01-2023 17:17:23.580469,"(2.9, 3.95, 3.431212121212121)","(4.8, 8.8, 7.6000000000000005)","(13.0, 25.0, 15.692307692307692)","(9.0, 18.5, 16.96470588235294)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.22222222222222)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.421052631578947)"
12-01-2023 17:17:24.546151,"(2.9, 3.95, 3.431212121212121)","(4.8, 8.8, 7.6000000000000005)","(13.0, 23.0, 15.692307692307692)","(9.0, 18.5, 16.96470588235294)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.22222222222222)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.425)"
12-01-2023 17:17:25.664801,"(2.9, 3.95, 3.431212121212121)","(4.8, 8.8, 7.6000000000000005)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.72222222222222)","(5.0, 7.2, 6.654545454545454)","(15.0, 55.0, 37.22222222222222)","(21.0, 85.0, 55.0)","(3.9, 4.5, 4.283333333333333)"
12-01-2023 17:17:26.780069,"(2.9, 3.95, 3.431212121212121)","(4.8, 8.8, 7.6000000000000005)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.72222222222222)","(5.0, 7.2, 6.654545454545454)","(15.0, 55.0, 41.83333333333333)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.283333333333333)"
12-01-2023 17:17:27.930855,"(2.9, 3.95, 3.431212121212121)","(4.8, 8.8, 6.333333333333333)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.9)","(5.0, 7.2, 6.654545454545454)","(15.0, 55.0, 41.83333333333333)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.283333333333333)"
12-01-2023 17:17:28.977316,"(2.9, 3.95, 3.431212121212121)","(4.8, 8.8, 6.333333333333333)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.9)","(5.0, 7.2, 6.654545454545454)","(15.0, 55.0, 41.83333333333333)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.24)"
12-01-2023 17:17:30.088065,"(2.9, 3.9, 3.3545454545454545)","(4.8, 8.8, 6.333333333333333)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.9)","(5.0, 7.2, 6.9)","(15.0, 55.0, 41.83333333333333)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.315789473684211)"
12-01-2023 17:17:31.253030,"(2.9, 3.9, 3.160869565217391)","(4.8, 8.8, 6.333333333333333)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 15.7)","(5.0, 7.2, 6.76)","(15.0, 55.0, 32.714285714285715)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.315789473684211)"
12-01-2023 17:17:32.407386,"(2.9, 3.85, 3.7142857142857144)","(4.8, 8.8, 6.333333333333333)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.75)","(5.0, 7.4, 6.76)","(15.0, 55.0, 37.666666666666664)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.315789473684211)"
12-01-2023 17:17:33.500426,"(2.9, 3.85, 3.7941176470588234)","(4.8, 8.8, 6.333333333333333)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.75)","(5.0, 7.4, 6.76)","(15.0, 55.0, 37.666666666666664)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.18)"
12-01-2023 17:17:34.510012,"(2.9, 3.85, 3.7941176470588234)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 18.5, 16.75)","(5.0, 7.4, 6.76)","(15.0, 55.0, 37.666666666666664)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.18)"
12-01-2023 17:17:35.528308,"(2.9, 3.85, 3.6175)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 19.5, 19.029411764705884)","(5.0, 7.4, 6.76)","(15.0, 55.0, 37.666666666666664)","(21.0, 85.0, 70.0)","(3.9, 4.5, 4.18)"
12-01-2023 17:17:36.593846,"(2.9, 3.85, 3.6175)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 19.5, 19.029411764705884)","(5.0, 7.4, 6.7384615384615385)","(15.0, 55.0, 37.666666666666664)","(21.0, 85.0, 70.25)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:37.655538,"(2.9, 3.85, 3.6175)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 19.5, 19.029411764705884)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 37.666666666666664)","(21.0, 85.0, 77.625)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:38.633098,"(2.9, 3.85, 3.6175)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 19.5, 19.029411764705884)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:39.677754,"(2.9, 3.85, 3.6175)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 19.5, 16.5)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:40.796280,"(2.9, 3.8, 3.728333333333333)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 22.0, 18.2)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:41.916490,"(2.9, 3.8, 3.2399999999999998)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 22.0, 18.875)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:43.034753,"(2.9, 3.8, 3.016)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 21.0, 18.166666666666664)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:44.107413,"(2.9, 3.8, 3.1466666666666665)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 21.0, 18.333333333333332)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:45.235540,"(2.9, 3.8, 3.38)","(4.8, 8.8, 7.631578947368421)","(13.0, 23.0, 15.535714285714285)","(9.0, 21.0, 20.142857142857142)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:46.433473,"(2.9, 3.8, 3.38)","(4.8, 8.8, 6.836363636363637)","(13.0, 23.0, 18.444444444444443)","(9.0, 21.0, 17.25)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 79.1)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:47.663422,"(2.9, 3.8, 3.38)","(4.8, 8.8, 6.836363636363637)","(13.0, 22.0, 18.444444444444443)","(9.0, 21.0, 18.5)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 56.0)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:48.821802,"(2.9, 3.8, 3.38)","(4.8, 8.8, 6.836363636363637)","(13.0, 22.0, 19.375)","(9.0, 21.0, 18.5)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 75.33333333333333)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:49.852536,"(2.9, 3.8, 3.38)","(4.8, 8.8, 6.836363636363637)","(13.0, 21.0, 19.375)","(9.0, 21.0, 18.5)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 75.33333333333333)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:50.888512,"(2.9, 3.8, 3.38)","(4.8, 8.8, 6.836363636363637)","(13.0, 21.0, 19.375)","(9.0, 21.0, 18.4)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 57.0)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:51.964205,"(2.9, 3.8, 3.38)","(4.8, 8.8, 6.836363636363637)","(13.0, 21.0, 19.375)","(9.0, 21.0, 18.4)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 85.0, 57.0)","(3.9, 4.5, 4.438461538461539)"
12-01-2023 17:17:53.074647,"(2.9, 3.55, 3.3804347826086953)","(4.8, 8.8, 6.836363636363637)","(13.0, 21.0, 19.375)","(9.0, 21.0, 18.4)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 80.0, 36.285714285714285)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:17:54.177614,"(2.9, 3.55, 3.149090909090909)","(4.8, 8.8, 7.771428571428572)","(13.0, 21.0, 20.0)","(9.0, 21.0, 19.7)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 75.0, 52.0)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:17:55.262681,"(2.9, 3.55, 3.149090909090909)","(4.8, 8.8, 7.771428571428572)","(13.0, 21.0, 20.0)","(9.0, 21.0, 19.142857142857142)","(5.0, 7.2, 6.681818181818182)","(15.0, 55.0, 29.0)","(21.0, 75.0, 52.0)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:17:56.303283,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 7.450000000000001)","(13.0, 21.0, 16.470588235294116)","(9.0, 21.0, 19.142857142857142)","(5.0, 6.6, 6.46)","(15.0, 55.0, 29.0)","(21.0, 75.0, 52.0)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:17:57.407798,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 7.450000000000001)","(13.0, 21.0, 16.470588235294116)","(9.0, 21.0, 20.235294117647058)","(5.0, 6.6, 6.552)","(15.0, 55.0, 29.0)","(21.0, 75.0, 63.75)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:17:58.541958,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 7.450000000000001)","(13.0, 21.0, 16.470588235294116)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.6, 6.552)","(15.0, 55.0, 29.0)","(21.0, 75.0, 66.0)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:17:59.635156,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 6.466666666666667)","(13.0, 21.0, 14.714285714285714)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.6, 6.552)","(15.0, 55.0, 29.0)","(21.0, 75.0, 69.375)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:18:00.690061,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 6.466666666666667)","(13.0, 21.0, 14.714285714285714)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.6, 6.553488372093024)","(15.0, 55.0, 29.0)","(21.0, 75.0, 69.375)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:18:01.770317,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 6.466666666666667)","(13.0, 21.0, 16.285714285714285)","(9.0, 21.0, 20.27777777777778)","(5.0, 7.0, 6.553488372093024)","(15.0, 55.0, 29.0)","(21.0, 75.0, 69.375)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:18:02.938550,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 6.466666666666667)","(13.0, 20.0, 18.0)","(9.0, 21.0, 20.27777777777778)","(5.0, 7.0, 6.353846153846154)","(15.0, 55.0, 29.0)","(21.0, 75.0, 69.375)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:18:04.002322,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 6.466666666666667)","(13.0, 19.5, 18.0)","(9.0, 21.0, 20.27777777777778)","(5.0, 7.0, 6.75625)","(15.0, 55.0, 29.0)","(21.0, 75.0, 69.375)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:18:05.062117,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 7.6947368421052635)","(13.0, 19.5, 18.0)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.8, 6.75625)","(15.0, 55.0, 29.0)","(21.0, 75.0, 69.375)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:18:06.142592,"(2.9, 3.55, 3.210769230769231)","(4.8, 8.8, 7.75)","(13.0, 19.5, 14.785714285714285)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.8, 6.75625)","(15.0, 55.0, 29.0)","(21.0, 75.0, 69.375)","(3.9, 4.5, 4.433333333333334)"
12-01-2023 17:18:07.290731,"(2.9, 3.5, 3.329411764705882)","(4.8, 8.8, 7.75)","(13.0, 19.5, 14.392857142857142)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.8, 6.75625)","(15.0, 55.0, 29.0)","(21.0, 75.0, 72.0)","(3.9, 4.5, 4.436842105263158)"
12-01-2023 17:18:08.389492,"(2.9, 3.5, 3.329411764705882)","(4.8, 8.8, 7.75)","(13.0, 19.5, 15.25)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.8, 6.4941176470588236)","(15.0, 55.0, 29.0)","(21.0, 75.0, 53.5)","(3.9, 4.5, 4.457142857142857)"
12-01-2023 17:18:09.459155,"(2.9, 3.5, 3.329411764705882)","(4.8, 8.8, 7.75)","(13.0, 19.0, 15.25)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.6, 6.4941176470588236)","(15.0, 55.0, 29.0)","(21.0, 75.0, 53.5)","(3.9, 4.5, 4.457142857142857)"
12-01-2023 17:18:10.487835,"(2.9, 3.45, 3.164615384615385)","(4.8, 8.8, 7.75)","(13.0, 19.0, 15.25)","(9.0, 21.0, 20.27777777777778)","(5.0, 6.6, 6.4941176470588236)","(15.0, 55.0, 29.0)","(21.0, 75.0, 53.5)","(3.9, 4.5, 4.452)"
12-01-2023 17:18:11.542088,"(2.9, 3.45, 3.164615384615385)","(4.8, 8.8, 7.75)","(13.0, 19.0, 14.8)","(9.0, 21.0, 19.666666666666664)","(5.0, 6.6, 6.64)","(15.0, 55.0, 29.0)","(21.0, 75.0, 64.75)","(3.9, 4.5, 4.452)"
12-01-2023 17:18:12.743064,"(2.9, 3.45, 3.164615384615385)","(4.8, 8.8, 8.100000000000001)","(13.0, 19.0, 14.8)","(9.0, 21.0, 19.909090909090907)","(5.0, 6.8, 6.293023255813953)","(15.0, 55.0, 29.0)","(21.0, 75.0, 68.16666666666666)","(3.9, 4.5, 4.452)"
12-01-2023 17:18:13.966761,"(2.9, 3.45, 3.243888888888889)","(4.8, 8.8, 8.100000000000001)","(13.0, 19.0, 14.8)","(9.0, 21.0, 20.612903225806452)","(5.0, 6.6, 5.725)","(15.0, 55.0, 29.0)","(21.0, 75.0, 68.16666666666666)","(3.9, 4.5, 4.452)"
12-01-2023 17:18:15.077150,"(2.9, 3.45, 3.243888888888889)","(4.8, 8.8, 6.25)","(13.0, 18.5, 13.66)","(9.0, 21.0, 17.333333333333332)","(5.0, 6.4, 5.993548387096775)","(15.0, 55.0, 29.0)","(21.0, 75.0, 68.16666666666666)","(3.9, 4.5, 4.452)"
12-01-2023 17:18:16.164920,"(2.9, 3.45, 3.243888888888889)","(4.8, 8.8, 6.25)","(13.0, 18.5, 14.875)","(9.0, 21.0, 17.333333333333332)","(5.0, 6.4, 5.890909090909091)","(15.0, 55.0, 29.0)","(21.0, 75.0, 62.0)","(3.9, 4.5, 4.38)"
12-01-2023 17:18:17.208385,"(2.9, 3.45, 3.093)","(4.8, 8.8, 6.25)","(13.0, 18.0, 14.875)","(9.0, 21.0, 17.333333333333332)","(5.0, 6.4, 6.0285714285714285)","(15.0, 55.0, 26.666666666666664)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.38)"
12-01-2023 17:18:18.291397,"(2.9, 3.45, 3.093)","(4.8, 8.8, 7.6000000000000005)","(13.0, 18.0, 14.666666666666666)","(9.0, 21.0, 17.333333333333332)","(5.0, 6.4, 6.0285714285714285)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.38)"
12-01-2023 17:18:19.398052,"(2.9, 3.45, 3.093)","(4.8, 8.8, 7.6000000000000005)","(13.0, 17.5, 15.7)","(9.0, 21.0, 19.625)","(5.0, 6.4, 6.0285714285714285)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.38)"
12-01-2023 17:18:20.487916,"(2.9, 3.45, 3.093)","(4.8, 8.8, 7.6000000000000005)","(13.0, 17.5, 15.7)","(9.0, 21.0, 19.625)","(5.0, 6.4, 6.0285714285714285)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.417241379310345)"
12-01-2023 17:18:21.506151,"(2.9, 3.45, 3.093)","(4.8, 8.8, 6.6000000000000005)","(13.0, 17.5, 15.7)","(9.0, 21.0, 19.625)","(5.0, 6.4, 5.904761904761905)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.417241379310345)"
12-01-2023 17:18:22.578427,"(2.9, 3.45, 3.093)","(4.8, 8.8, 6.6000000000000005)","(13.0, 17.5, 15.7)","(9.0, 21.0, 19.625)","(5.0, 6.4, 5.904761904761905)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.417241379310345)"
12-01-2023 17:18:23.676985,"(2.9, 3.45, 3.212)","(4.8, 8.8, 6.6000000000000005)","(13.0, 17.5, 15.7)","(9.0, 21.0, 19.625)","(5.0, 6.4, 5.904761904761905)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.417241379310345)"
12-01-2023 17:18:24.764100,"(2.9, 3.45, 3.212)","(4.8, 8.8, 6.666666666666667)","(13.0, 17.5, 15.7)","(9.0, 21.0, 19.625)","(5.0, 6.4, 5.904761904761905)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.366666666666666)"
12-01-2023 17:18:25.877656,"(2.9, 3.45, 3.212)","(4.8, 8.8, 6.666666666666667)","(13.0, 17.5, 14.125)","(9.0, 21.0, 20.38888888888889)","(5.0, 6.4, 5.904761904761905)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:26.917347,"(2.9, 3.45, 3.212)","(4.8, 8.8, 6.666666666666667)","(13.0, 17.5, 14.125)","(9.0, 21.0, 20.38888888888889)","(5.0, 6.4, 5.904761904761905)","(15.0, 32.0, 24.0)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:28.044547,"(2.9, 3.45, 3.144)","(4.8, 8.8, 6.666666666666667)","(13.0, 17.5, 13.692307692307692)","(9.0, 21.0, 20.38888888888889)","(5.0, 6.4, 5.904761904761905)","(15.0, 32.0, 25.333333333333336)","(21.0, 75.0, 65.25)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:29.201080,"(2.9, 3.45, 3.130434782608696)","(4.8, 8.8, 6.666666666666667)","(13.0, 17.5, 13.75)","(9.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.904761904761905)","(15.0, 30.0, 20.0)","(21.0, 75.0, 65.75)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:30.347569,"(2.9, 3.45, 3.130434782608696)","(4.8, 8.8, 6.666666666666667)","(13.0, 17.5, 13.75)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.904761904761905)","(15.0, 30.0, 19.5)","(21.0, 75.0, 54.285714285714285)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:31.472868,"(2.9, 3.45, 3.130434782608696)","(4.8, 8.8, 6.666666666666667)","(13.0, 17.5, 13.75)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 19.5)","(21.0, 95.0, 54.285714285714285)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:32.557906,"(2.9, 3.4, 3.2133333333333334)","(4.8, 8.8, 7.054545454545455)","(13.0, 17.5, 13.75)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 19.5)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:33.718521,"(2.9, 3.4, 3.2133333333333334)","(4.8, 8.8, 7.25)","(13.0, 17.5, 13.75)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 19.5)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:34.829866,"(2.9, 3.35, 3.0773684210526318)","(4.8, 8.8, 7.25)","(13.0, 17.5, 13.75)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 19.5)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:35.959709,"(2.9, 3.35, 3.21)","(4.8, 8.8, 7.25)","(13.0, 17.5, 13.75)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 20.666666666666668)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:36.969496,"(2.9, 3.35, 3.175)","(4.8, 8.8, 7.25)","(13.0, 17.5, 13.75)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 20.666666666666668)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:37.954742,"(2.9, 3.35, 3.1750000000000003)","(4.8, 8.8, 7.9)","(13.0, 17.0, 15.0)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 20.666666666666668)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:39.046034,"(2.9, 3.35, 3.1750000000000003)","(4.8, 8.8, 7.9)","(13.0, 17.0, 15.0)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 20.666666666666668)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:40.131657,"(2.9, 3.35, 3.1750000000000003)","(4.8, 8.8, 6.625)","(13.0, 17.0, 15.0)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 5.806451612903226)","(15.0, 30.0, 17.75)","(21.0, 95.0, 49.4)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:41.241125,"(2.9, 3.35, 3.2333333333333334)","(4.8, 8.8, 6.625)","(13.0, 17.0, 15.0)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.4, 6.0)","(15.0, 30.0, 17.75)","(21.0, 95.0, 62.42857142857143)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:42.238189,"(2.9, 3.35, 3.2333333333333334)","(4.8, 8.8, 7.12)","(13.0, 17.0, 15.0)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.2, 6.0)","(15.0, 30.0, 17.75)","(21.0, 95.0, 63.33333333333333)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:43.336034,"(2.9, 3.35, 3.2370967741935486)","(4.8, 8.8, 7.12)","(13.0, 17.0, 13.833333333333334)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.2, 6.0)","(15.0, 30.0, 17.076923076923077)","(21.0, 95.0, 63.33333333333333)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:44.435470,"(2.9, 3.35, 3.163333333333333)","(4.8, 8.8, 7.12)","(13.0, 16.5, 13.833333333333334)","(10.0, 21.0, 20.607142857142858)","(5.0, 6.2, 6.0)","(15.0, 30.0, 17.076923076923077)","(21.0, 95.0, 74.28571428571428)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:45.471815,"(2.9, 3.35, 3.2227272727272727)","(4.8, 8.8, 7.12)","(13.0, 16.5, 13.676470588235293)","(10.0, 21.0, 19.333333333333332)","(5.0, 6.2, 6.0)","(15.0, 30.0, 17.076923076923077)","(21.0, 85.0, 74.28571428571428)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:46.475927,"(2.9, 3.35, 3.2227272727272727)","(4.8, 8.8, 7.12)","(13.0, 16.5, 13.676470588235293)","(10.0, 21.0, 18.75)","(5.0, 6.2, 6.0)","(15.0, 30.0, 17.076923076923077)","(21.0, 85.0, 74.28571428571428)","(3.9, 4.5, 4.430434782608695)"
