,Cincinnati,Island Caesar,Tyabb Wonder,Ittakesluv,Im Eugene,Machavelli,Double Happiness,Deuce Coupe Nz,The Huntress
11-01-2023 18:00:10.703615,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.6, 6.175)","(12.0, 17.5, 16.815789473684212)","(21.0, 28.0, 27.25)","(21.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.98, 1.955)"
11-01-2023 18:00:12.198836,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.6, 6.449999999999999)","(12.0, 17.5, 16.815789473684212)","(21.0, 28.0, 25.153846153846153)","(21.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.98, 1.955)"
11-01-2023 18:00:13.627900,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.6, 6.4624999999999995)","(12.0, 17.5, 16.815789473684212)","(21.0, 30.0, 27.0)","(21.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.98, 1.8111111111111111)"
11-01-2023 18:00:15.007908,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.6, 6.4624999999999995)","(12.0, 17.5, 16.416666666666664)","(21.0, 28.0, 27.0)","(21.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.9, 1.8111111111111111)"
11-01-2023 18:00:16.471038,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.6, 6.1)","(12.0, 17.5, 16.416666666666664)","(21.0, 28.0, 27.0)","(21.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.9, 1.8)"
11-01-2023 18:00:17.849414,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.6, 6.199999999999999)","(12.0, 17.5, 16.5)","(21.0, 28.0, 26.53846153846154)","(21.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.88, 1.805925925925926)"
11-01-2023 18:00:19.220210,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.3999999999999995)","(12.0, 17.5, 16.5)","(21.0, 27.0, 26.53846153846154)","(21.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.88, 1.84125)"
11-01-2023 18:00:20.581093,"(61.0, 100.0, 93.0)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.3999999999999995)","(12.0, 17.5, 16.57142857142857)","(21.0, 27.0, 26.53846153846154)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.0)","(5.5, 99999, 99990)","(1.6, 1.85, 1.84125)"
11-01-2023 18:00:22.078134,"(61.0, 100.0, 89.2)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.3999999999999995)","(12.0, 17.5, 15.0)","(21.0, 27.0, 26.53846153846154)","(20.0, 34.0, 27.5)","(21.0, 44.0, 40.4)","(5.5, 99999, 99990)","(1.6, 1.85, 1.84125)"
11-01-2023 18:00:23.460290,"(61.0, 100.0, 89.2)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.433333333333334)","(12.0, 17.5, 15.0)","(21.0, 27.0, 28.384615384615387)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.85, 1.8062500000000001)"
11-01-2023 18:00:25.054234,"(61.0, 100.0, 97.52380952380952)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.3)","(12.0, 17.5, 15.25)","(21.0, 29.0, 28.384615384615387)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.84, 1.8062500000000001)"
11-01-2023 18:00:26.542043,"(61.0, 100.0, 97.52380952380952)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.35)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.84, 1.8050000000000002)"
11-01-2023 18:00:28.144115,"(61.0, 100.0, 77.5)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.35)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.81, 1.8)"
11-01-2023 18:00:29.707062,"(61.0, 100.0, 77.5)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.35)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.81, 1.8)"
11-01-2023 18:00:31.286900,"(61.0, 100.0, 77.5)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.35)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.81, 1.7842857142857143)"
11-01-2023 18:00:32.911025,"(61.0, 100.0, 77.5)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.4)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.81, 1.7842857142857143)"
11-01-2023 18:00:34.410580,"(61.0, 100.0, 77.5)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.4)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.81, 1.7842857142857143)"
11-01-2023 18:00:35.908174,"(61.0, 100.0, 77.5)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.4)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.81, 1.7914285714285714)"
11-01-2023 18:00:37.314559,"(61.0, 100.0, 77.5)","(61.0, 120.0, 86.66666666666667)","(4.4, 6.8, 6.4)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 27.5)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.8, 1.7914285714285714)"
11-01-2023 18:00:39.436954,"(61.0, 100.0, 91.0)","(61.0, 120.0, 83.33333333333333)","(4.4, 6.8, 6.4)","(12.0, 17.5, 15.25)","(21.0, 29.0, 26.666666666666668)","(20.0, 34.0, 31.6)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.8, 1.7914285714285714)"
11-01-2023 18:00:41.147438,"(61.0, 100.0, 77.5)","(61.0, 120.0, 83.33333333333333)","(4.4, 6.8, 6.4)","(12.0, 17.5, 13.8)","(21.0, 29.0, 28.0)","(20.0, 34.0, 31.6)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.8, 1.7914285714285714)"
11-01-2023 18:00:42.808763,"(61.0, 100.0, 77.5)","(61.0, 120.0, 83.33333333333333)","(4.4, 6.8, 6.4)","(12.0, 17.0, 14.714285714285714)","(21.0, 29.0, 26.5)","(20.0, 34.0, 32.0)","(21.0, 44.0, 35.5)","(5.5, 99999, 99990)","(1.6, 1.8, 1.7914285714285714)"
11-01-2023 18:00:44.450054,"(61.0, 100.0, 77.5)","(61.0, 120.0, 103.33333333333334)","(4.4, 6.8, 6.4)","(12.0, 17.0, 14.538461538461538)","(21.0, 29.0, 24.0)","(20.0, 34.0, 28.5)","(21.0, 65.0, 55.285714285714285)","(5.5, 99999, 99990)","(1.6, 1.8, 1.7885714285714287)"
11-01-2023 18:00:46.068782,"(61.0, 100.0, 77.5)","(61.0, 120.0, 103.33333333333334)","(4.4, 6.8, 6.4)","(12.0, 17.0, 14.538461538461538)","(21.0, 29.0, 23.363636363636363)","(20.0, 34.0, 30.666666666666668)","(21.0, 65.0, 56.5)","(5.5, 99999, 99990)","(1.6, 1.8, 1.79)"
11-01-2023 18:00:47.691461,"(61.0, 100.0, 90.0)","(61.0, 120.0, 103.33333333333334)","(4.4, 6.8, 6.4)","(12.0, 17.0, 14.538461538461538)","(21.0, 27.0, 23.363636363636363)","(20.0, 34.0, 32.333333333333336)","(21.0, 65.0, 59.9)","(5.5, 99999, 99990)","(1.6, 1.8, 1.79)"
11-01-2023 18:00:49.322631,"(61.0, 100.0, 92.0)","(61.0, 120.0, 103.33333333333334)","(4.4, 6.8, 6.4)","(12.0, 17.0, 14.538461538461538)","(21.0, 27.0, 23.363636363636363)","(20.0, 34.0, 32.333333333333336)","(21.0, 65.0, 59.9)","(5.5, 99999, 99990)","(1.6, 1.8, 1.79)"
11-01-2023 18:00:50.827648,"(71.0, 100.0, 92.0)","(71.0, 120.0, 103.33333333333334)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.428571428571427)","(21.0, 34.0, 32.333333333333336)","(31.0, 65.0, 57.33333333333333)","(6.0, 99999, 99990)","(1.6, 1.8, 1.79)"
11-01-2023 18:00:52.394307,"(71.0, 100.0, 92.0)","(71.0, 120.0, 103.33333333333334)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.428571428571427)","(21.0, 34.0, 32.333333333333336)","(31.0, 60.0, 55.0)","(6.0, 99999, 99990)","(1.6, 1.8, 1.766923076923077)"
11-01-2023 18:00:53.857464,"(61.0, 100.0, 92.0)","(71.0, 120.0, 103.33333333333334)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.428571428571427)","(21.0, 34.0, 32.333333333333336)","(31.0, 60.0, 55.0)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:00:55.314819,"(61.0, 100.0, 92.0)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.428571428571427)","(21.0, 34.0, 32.333333333333336)","(31.0, 60.0, 56.0)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:00:56.653537,"(61.0, 100.0, 92.0)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.428571428571427)","(21.0, 34.0, 32.333333333333336)","(31.0, 60.0, 56.0)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:00:57.995225,"(61.0, 100.0, 92.0)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 32.333333333333336)","(31.0, 60.0, 56.0)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:00:59.591688,"(61.0, 100.0, 92.0)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 32.57142857142857)","(31.0, 60.0, 56.0)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:01.025471,"(61.0, 100.0, 92.0)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 32.57142857142857)","(31.0, 60.0, 57.5)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:02.544275,"(61.0, 100.0, 92.0)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 32.57142857142857)","(31.0, 60.0, 57.5)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:03.843819,"(61.0, 100.0, 93.57142857142857)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 32.57142857142857)","(31.0, 60.0, 57.6)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:05.171100,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 32.57142857142857)","(31.0, 60.0, 57.6)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:06.467574,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 32.57142857142857)","(31.0, 60.0, 57.6)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:07.711347,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.3)","(12.0, 17.0, 14.09090909090909)","(20.0, 27.0, 25.4)","(21.0, 34.0, 31.0)","(31.0, 60.0, 57.6)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7850000000000001)"
11-01-2023 18:01:09.018297,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.6, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 31.0)","(31.0, 60.0, 57.6)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:10.385260,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 31.0)","(31.0, 60.0, 57.6)","(6.0, 99999, 99990)","(1.6, 1.81, 1.7766666666666666)"
11-01-2023 18:01:11.872273,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.133333333333333)","(12.0, 17.0, 13.8)","(20.0, 27.0, 25.4)","(21.0, 34.0, 31.0)","(31.0, 60.0, 57.6)","(6.0, 99999, 99990)","(1.6, 1.81, 1.8135714285714286)"
11-01-2023 18:01:13.305347,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 26.153846153846153)","(21.0, 34.0, 31.0)","(31.0, 60.0, 70.0)","(6.0, 99999, 99990)","(1.6, 1.82, 1.8062500000000001)"
11-01-2023 18:01:14.731820,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 26.153846153846153)","(21.0, 34.0, 31.0)","(31.0, 120.0, 93.0)","(6.0, 99999, 99990)","(1.55, 1.82, 1.7527777777777778)"
11-01-2023 18:01:16.494312,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.8, 6.4)","(12.0, 17.0, 13.8)","(20.0, 27.0, 26.153846153846153)","(21.0, 34.0, 31.0)","(31.0, 100.0, 93.0)","(6.0, 99999, 99990)","(1.55, 1.82, 1.7527777777777778)"
11-01-2023 18:01:18.488937,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.6, 6.044444444444444)","(11.0, 17.0, 13.8)","(21.0, 27.0, 26.153846153846153)","(21.0, 34.0, 31.0)","(31.0, 95.0, 85.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7650000000000001)"
11-01-2023 18:01:20.163552,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.6, 6.044444444444444)","(11.0, 17.0, 13.8)","(21.0, 27.0, 26.166666666666668)","(21.0, 34.0, 31.0)","(31.0, 95.0, 90.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7878571428571428)"
11-01-2023 18:01:21.578870,"(61.0, 100.0, 96.25)","(71.0, 120.0, 104.28571428571428)","(4.6, 6.6, 6.19375)","(11.0, 17.0, 13.8)","(21.0, 27.0, 26.166666666666668)","(21.0, 34.0, 31.0)","(31.0, 95.0, 90.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7705)"
11-01-2023 18:01:23.057396,"(61.0, 100.0, 96.25)","(71.0, 120.0, 86.66666666666667)","(4.6, 6.6, 5.725)","(11.0, 17.0, 13.8)","(21.0, 27.0, 26.166666666666668)","(21.0, 34.0, 31.0)","(31.0, 95.0, 91.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7705)"
11-01-2023 18:01:24.413091,"(61.0, 100.0, 96.25)","(71.0, 120.0, 86.66666666666667)","(4.6, 6.6, 5.7875)","(11.0, 17.0, 13.857142857142858)","(21.0, 27.0, 26.181818181818183)","(21.0, 34.0, 31.0)","(31.0, 95.0, 89.44444444444444)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7705)"
11-01-2023 18:01:25.888354,"(61.0, 100.0, 96.25)","(71.0, 120.0, 86.66666666666667)","(4.6, 6.6, 5.7875)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 95.0, 87.85714285714286)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7675)"
11-01-2023 18:01:27.336178,"(61.0, 100.0, 96.25)","(71.0, 120.0, 86.66666666666667)","(4.6, 6.6, 5.7875)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 95.0, 90.83333333333334)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7675)"
11-01-2023 18:01:28.714283,"(61.0, 100.0, 96.25)","(71.0, 120.0, 86.66666666666667)","(4.6, 6.6, 5.975)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 95.0, 90.83333333333334)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7578260869565216)"
11-01-2023 18:01:30.059009,"(61.0, 100.0, 96.25)","(71.0, 120.0, 86.66666666666667)","(4.6, 6.6, 6.1)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 95.0, 90.83333333333334)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7578260869565216)"
11-01-2023 18:01:31.417653,"(61.0, 100.0, 93.33333333333334)","(71.0, 120.0, 90.0)","(4.6, 6.6, 6.1)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 95.0, 80.83333333333333)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7578260869565216)"
11-01-2023 18:01:32.697512,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.6, 6.1)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 110.0, 80.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7485)"
11-01-2023 18:01:34.085772,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.6, 5.725)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.46153846153846)","(21.0, 34.0, 31.0)","(31.0, 100.0, 80.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7485)"
11-01-2023 18:01:35.573830,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.6, 6.1)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 100.0, 80.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7485)"
11-01-2023 18:01:36.867341,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.6, 6.1)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 100.0, 80.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7420833333333334)"
11-01-2023 18:01:38.193839,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.6, 5.75)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 100.0, 82.5)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7705)"
11-01-2023 18:01:39.563007,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.0, 6.1)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.0)","(31.0, 120.0, 80.83333333333333)","(6.5, 99999, 99990)","(1.55, 1.82, 1.75875)"
11-01-2023 18:01:40.941651,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.6, 6.2)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.75)","(31.0, 110.0, 80.83333333333333)","(6.5, 99999, 99990)","(1.55, 1.82, 1.76)"
11-01-2023 18:01:42.256535,"(61.0, 100.0, 93.33333333333334)","(71.0, 130.0, 90.0)","(4.6, 6.4, 6.5)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.75)","(31.0, 110.0, 80.83333333333333)","(6.5, 99999, 99990)","(1.55, 1.82, 1.745)"
11-01-2023 18:01:43.485788,"(61.0, 100.0, 94.16666666666666)","(71.0, 130.0, 90.0)","(4.6, 6.8, 6.35)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.75)","(31.0, 110.0, 80.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.755)"
11-01-2023 18:01:44.702745,"(61.0, 100.0, 94.16666666666666)","(71.0, 130.0, 90.0)","(4.6, 6.6, 5.975)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 25.5)","(21.0, 34.0, 31.75)","(31.0, 100.0, 80.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.763125)"
11-01-2023 18:01:46.021095,"(61.0, 100.0, 94.16666666666666)","(71.0, 130.0, 90.0)","(4.6, 6.6, 5.975)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 23.4)","(21.0, 34.0, 32.2)","(31.0, 100.0, 80.0)","(6.5, 99999, 99990)","(1.55, 1.82, 1.763125)"
11-01-2023 18:01:47.380638,"(61.0, 100.0, 94.16666666666666)","(71.0, 130.0, 112.85714285714286)","(4.6, 6.6, 5.975)","(11.0, 16.0, 13.857142857142858)","(21.0, 27.0, 24.555555555555557)","(21.0, 34.0, 32.2)","(31.0, 100.0, 78.125)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7771428571428571)"
11-01-2023 18:01:48.679638,"(61.0, 100.0, 94.16666666666666)","(71.0, 130.0, 112.85714285714286)","(4.6, 6.6, 5.975)","(11.0, 16.0, 13.5)","(21.0, 26.0, 23.045454545454547)","(21.0, 34.0, 31.75)","(31.0, 100.0, 78.125)","(6.5, 99999, 99990)","(1.55, 1.82, 1.77)"
11-01-2023 18:01:49.923803,"(61.0, 100.0, 94.16666666666666)","(71.0, 130.0, 112.85714285714286)","(4.6, 6.6, 6.5)","(11.0, 16.0, 13.8125)","(21.0, 26.0, 22.5)","(21.0, 34.0, 28.0)","(31.0, 100.0, 82.5)","(6.5, 99999, 99990)","(1.55, 1.82, 1.7055555555555555)"
11-01-2023 18:01:51.230908,"(61.0, 100.0, 94.16666666666666)","(71.0, 130.0, 127.14285714285714)","(4.6, 6.8, 6.466666666666667)","(11.0, 16.0, 15.307692307692308)","(21.0, 24.0, 22.90909090909091)","(21.0, 34.0, 28.0)","(31.0, 120.0, 93.0)","(6.5, 99999, 99990)","(1.55, 1.81, 1.718)"
11-01-2023 18:01:52.592353,"(61.0, 100.0, 94.16666666666666)","(71.0, 150.0, 127.14285714285714)","(4.6, 6.8, 7.7)","(11.0, 16.0, 15.307692307692308)","(21.0, 24.0, 22.5)","(21.0, 34.0, 34.75)","(31.0, 120.0, 106.81818181818181)","(6.5, 99999, 99990)","(1.55, 1.76, 1.6508421052631579)"
11-01-2023 18:01:54.410734,"(61.0, 100.0, 96.5)","(71.0, 150.0, 119.23076923076923)","(4.6, 8.0, 6.942857142857142)","(11.0, 16.0, 16.928571428571427)","(21.0, 24.0, 22.5)","(21.0, 38.0, 47.0)","(31.0, 110.0, 107.3076923076923)","(6.5, 99999, 99990)","(1.55, 1.69, 1.652)"
11-01-2023 18:01:56.174202,"(61.0, 100.0, 96.5)","(71.0, 150.0, 119.23076923076923)","(4.6, 7.8, 6.942857142857142)","(11.0, 17.5, 16.166666666666668)","(19.0, 24.0, 22.5)","(21.0, 50.0, 47.0)","(31.0, 110.0, 107.3076923076923)","(6.5, 99999, 99990)","(1.55, 1.68, 1.652)"
11-01-2023 18:01:57.769732,"(61.0, 100.0, 96.5)","(71.0, 150.0, 119.23076923076923)","(4.6, 7.8, 6.216666666666667)","(11.0, 17.5, 15.0)","(19.0, 24.0, 23.142857142857142)","(21.0, 50.0, 34.375)","(31.0, 110.0, 107.3076923076923)","(6.5, 99999, 99990)","(1.55, 1.68, 1.6481818181818182)"
11-01-2023 18:01:59.378699,"(61.0, 100.0, 96.5)","(71.0, 150.0, 126.0)","(4.6, 7.8, 6.3)","(11.0, 17.0, 15.0)","(19.0, 26.0, 22.363636363636363)","(21.0, 50.0, 38.6)","(31.0, 110.0, 107.3076923076923)","(6.5, 99999, 99990)","(1.55, 1.68, 1.6481818181818182)"
11-01-2023 18:02:00.924230,"(61.0, 100.0, 96.5)","(71.0, 140.0, 106.92307692307692)","(4.6, 7.8, 6.845454545454546)","(11.0, 17.0, 15.0)","(19.0, 26.0, 22.363636363636363)","(21.0, 44.0, 38.25)","(31.0, 110.0, 107.3076923076923)","(6.5, 99999, 99990)","(1.55, 1.76, 1.7567567567567568)"
11-01-2023 18:02:02.306770,"(61.0, 100.0, 96.5)","(61.0, 130.0, 114.44444444444444)","(4.8, 7.8, 7.216666666666667)","(11.0, 17.0, 15.0)","(18.0, 26.0, 22.363636363636363)","(21.0, 40.0, 36.5)","(41.0, 110.0, 107.8125)","(7.0, 99999, 99990)","(1.5, 1.76, 1.697741935483871)"
11-01-2023 18:02:03.751188,"(61.0, 100.0, 96.11111111111111)","(61.0, 120.0, 126.0)","(4.8, 7.8, 6.822727272727272)","(11.0, 17.0, 15.333333333333332)","(18.0, 26.0, 24.884615384615383)","(21.0, 40.0, 36.25)","(41.0, 110.0, 107.8125)","(7.0, 99999, 99990)","(1.5, 1.79, 1.7733333333333334)"
11-01-2023 18:02:04.962126,"(61.0, 100.0, 96.11111111111111)","(61.0, 140.0, 126.0)","(4.8, 7.6, 6.773913043478261)","(11.0, 17.0, 14.1875)","(18.0, 25.0, 24.884615384615383)","(21.0, 40.0, 38.63636363636363)","(41.0, 110.0, 107.8125)","(7.0, 99999, 99990)","(1.5, 1.79, 1.7635294117647058)"
