,Quatum,Super Fast,Favs Flyer,Winds Of War,Dynamic Artist,Victory For Us,Whits End,Line Of Kings,Sirianni,Nanna Knuckey,Explosive Girl,Right Bower,Tiny Tiara
07-01-2023 16:50:56.062118,"(2.5, 2.8, 2.7375)","(3.8, 4.8, 4.723809523809524)","(51.0, 75.0, 62.142857142857146)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.25)","(51.0, 120.0, 82.5)","(21.0, 40.0, 33.333333333333336)","(9.0, 13.0, 12.263157894736842)","(41.0, 110.0, 100.0)","(51.0, 55.0, 51.42857142857143)","(21.0, 44.0, 35.666666666666664)","(31.0, 50.0, 45.0)"
07-01-2023 16:50:57.538109,"(2.5, 2.8, 2.81)","(3.8, 4.8, 4.723809523809524)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.25)","(51.0, 100.0, 76.25)","(21.0, 40.0, 33.0)","(9.0, 13.0, 12.066666666666666)","(41.0, 110.0, 100.0)","(51.0, 55.0, 51.42857142857143)","(21.0, 44.0, 35.666666666666664)","(31.0, 50.0, 45.0)"
07-01-2023 16:50:58.972861,"(2.5, 2.92, 2.7800000000000002)","(3.8, 4.8, 4.733333333333333)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.25)","(51.0, 110.0, 76.25)","(21.0, 42.0, 33.0)","(9.0, 13.0, 11.727272727272727)","(41.0, 110.0, 100.0)","(51.0, 55.0, 51.42857142857143)","(21.0, 44.0, 35.666666666666664)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:00.397850,"(2.5, 2.86, 2.8466666666666667)","(3.8, 4.8, 4.733333333333333)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 19.9)","(8.5, 14.0, 13.142857142857142)","(51.0, 110.0, 83.0)","(21.0, 42.0, 33.333333333333336)","(9.0, 13.0, 11.727272727272727)","(41.0, 110.0, 100.0)","(51.0, 55.0, 51.42857142857143)","(21.0, 44.0, 35.666666666666664)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:01.923084,"(2.5, 2.92, 2.762857142857143)","(3.8, 4.8, 4.733333333333333)","(51.0, 75.0, 62.142857142857146)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.166666666666668)","(8.5, 14.0, 11.666666666666666)","(51.0, 110.0, 83.0)","(21.0, 40.0, 34.0)","(9.0, 13.0, 11.727272727272727)","(41.0, 110.0, 87.5)","(51.0, 55.0, 51.42857142857143)","(21.0, 44.0, 35.666666666666664)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:03.441154,"(2.5, 3.0, 2.8)","(3.8, 4.8, 4.72)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 21.0, 20.833333333333332)","(8.5, 14.0, 13.16)","(51.0, 110.0, 83.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.066666666666666)","(41.0, 110.0, 87.5)","(51.0, 55.0, 51.42857142857143)","(21.0, 44.0, 37.333333333333336)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:05.005728,"(2.5, 2.66, 2.6515523465703974)","(3.8, 5.0, 4.913043478260869)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 14.0, 12.928571428571429)","(51.0, 110.0, 81.66666666666667)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.661290322580644)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 44.0, 46.57142857142857)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:06.532636,"(2.5, 2.66, 2.5844444444444443)","(3.8, 5.0, 4.709090909090909)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 14.0, 12.0)","(51.0, 90.0, 75.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 48.0, 46.57142857142857)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:08.019971,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.125)","(51.0, 85.0, 75.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 101.0)","(51.0, 55.0, 50.76923076923077)","(21.0, 48.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:09.636949,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 13.153846153846153)","(51.0, 85.0, 75.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:11.111978,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 13.153846153846153)","(51.0, 85.0, 75.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:12.787561,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 13.153846153846153)","(41.0, 85.0, 75.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:14.456864,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 63.75)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.5625)","(41.0, 85.0, 75.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:15.931514,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 64.28571428571429)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.923076923076923)","(41.0, 85.0, 75.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:17.406725,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 60.0)","(10.0, 15.5, 14.3)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.923076923076923)","(41.0, 80.0, 70.0)","(21.0, 42.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:18.823929,"(2.5, 2.62, 2.5844444444444443)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 69.0)","(10.0, 15.5, 14.3)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.923076923076923)","(41.0, 80.0, 70.0)","(21.0, 40.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:20.309862,"(2.5, 2.62, 2.590909090909091)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 70.55555555555556)","(10.0, 15.5, 14.3)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.923076923076923)","(41.0, 80.0, 70.0)","(21.0, 42.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:21.819901,"(2.5, 2.62, 2.590909090909091)","(3.8, 5.0, 4.685714285714285)","(51.0, 75.0, 68.125)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.923076923076923)","(41.0, 80.0, 70.0)","(21.0, 42.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 103.57142857142857)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:23.352196,"(2.5, 2.62, 2.6196319018404908)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.923076923076923)","(41.0, 80.0, 70.0)","(21.0, 40.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 103.57142857142857)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:24.989562,"(2.5, 2.62, 2.6196319018404908)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.923076923076923)","(41.0, 80.0, 70.0)","(21.0, 42.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 103.57142857142857)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:26.668609,"(2.5, 2.62, 2.6297727272727274)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.375)","(15.0, 22.0, 20.833333333333332)","(8.5, 13.5, 13.03125)","(41.0, 80.0, 70.0)","(21.0, 42.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 103.57142857142857)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:28.303656,"(2.5, 2.64, 2.6297727272727274)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.375)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 13.03125)","(41.0, 80.0, 70.0)","(21.0, 40.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:30.129670,"(2.5, 2.64, 2.6297727272727274)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 40.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:31.936500,"(2.5, 2.64, 2.6297727272727274)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:33.439057,"(2.5, 2.64, 2.6297727272727274)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:34.888371,"(2.5, 2.64, 2.6297727272727274)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:36.350032,"(2.5, 2.64, 2.631025641025641)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 68.125)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:37.815330,"(2.5, 2.64, 2.631025641025641)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:39.316021,"(2.5, 2.64, 2.631025641025641)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:40.876887,"(2.5, 2.64, 2.631025641025641)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.4)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:42.378017,"(2.5, 2.64, 2.584390243902439)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.470588235294118)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.4)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:43.904941,"(2.5, 2.64, 2.584390243902439)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 11.944444444444445)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.4)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:45.395955,"(2.5, 2.64, 2.584390243902439)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 11.944444444444445)","(41.0, 80.0, 70.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.4)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:46.824383,"(2.5, 2.64, 2.584390243902439)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 13.5, 12.166666666666666)","(41.0, 80.0, 70.0)","(21.0, 42.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 46.4)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:48.257160,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.285714285714286)","(41.0, 80.0, 70.0)","(21.0, 40.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 53.0)","(21.0, 50.0, 41.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:49.707864,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.411764705882353)","(41.0, 80.0, 70.0)","(21.0, 40.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 103.57142857142857)","(51.0, 55.0, 53.0)","(21.0, 50.0, 41.333333333333336)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:51.171087,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.411764705882353)","(41.0, 80.0, 70.0)","(21.0, 42.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 53.0)","(21.0, 48.0, 40.833333333333336)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:52.740394,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.11111111111111)","(41.0, 80.0, 77.0)","(21.0, 42.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 53.0)","(21.0, 50.0, 42.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:54.534742,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.11111111111111)","(41.0, 95.0, 77.0)","(21.0, 40.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 53.0)","(21.0, 50.0, 42.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:56.256625,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.11111111111111)","(41.0, 95.0, 77.5)","(21.0, 40.0, 33.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 53.0)","(21.0, 50.0, 42.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:57.946292,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.11111111111111)","(41.0, 90.0, 85.0)","(21.0, 42.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 53.0)","(21.0, 50.0, 42.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:51:59.653809,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.11111111111111)","(41.0, 95.0, 85.0)","(21.0, 40.0, 33.333333333333336)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 98.75)","(51.0, 55.0, 53.0)","(21.0, 50.0, 42.0)","(31.0, 50.0, 45.0)"
07-01-2023 16:52:01.309281,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.685714285714285)","(51.0, 70.0, 66.66666666666667)","(10.0, 15.5, 14.461538461538462)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.11111111111111)","(41.0, 95.0, 85.0)","(21.0, 40.0, 34.0)","(9.0, 13.0, 12.428571428571429)","(41.0, 110.0, 87.5)","(51.0, 55.0, 53.0)","(21.0, 50.0, 42.0)","(31.0, 50.0, 47.14285714285714)"
07-01-2023 16:52:02.779611,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.870588235294117)","(51.0, 70.0, 63.07692307692308)","(10.0, 15.5, 14.193548387096774)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.384615384615385)","(41.0, 95.0, 85.0)","(21.0, 42.0, 34.0)","(9.0, 13.0, 12.272727272727273)","(41.0, 110.0, 87.5)","(51.0, 55.0, 52.142857142857146)","(21.0, 50.0, 42.0)","(31.0, 50.0, 45.78947368421053)"
07-01-2023 16:52:04.179630,"(2.5, 2.64, 2.5965714285714285)","(3.8, 5.0, 4.739393939393939)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.537037037037036)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.818181818181818)","(41.0, 95.0, 98.33333333333333)","(21.0, 42.0, 32.0)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 46.25)"
07-01-2023 16:52:05.689642,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.739393939393939)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.537037037037036)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.818181818181818)","(41.0, 110.0, 89.28571428571429)","(21.0, 42.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 46.25)"
07-01-2023 16:52:07.163987,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.733333333333333)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.537037037037036)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.818181818181818)","(41.0, 100.0, 89.28571428571429)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 46.25)"
07-01-2023 16:52:08.662664,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.733333333333333)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.537037037037036)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.818181818181818)","(41.0, 100.0, 89.28571428571429)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 46.25)"
07-01-2023 16:52:10.232446,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.733333333333333)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.537037037037036)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.818181818181818)","(41.0, 100.0, 91.66666666666667)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 46.25)"
07-01-2023 16:52:11.770094,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.733333333333333)","(51.0, 70.0, 65.0)","(10.0, 15.5, 14.537037037037036)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.806451612903226)","(41.0, 100.0, 91.66666666666667)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 45.714285714285715)"
07-01-2023 16:52:13.167248,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.684615384615385)","(51.0, 70.0, 68.33333333333333)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.806451612903226)","(41.0, 100.0, 91.66666666666667)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 46.666666666666664)"
07-01-2023 16:52:14.572603,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.684615384615385)","(51.0, 70.0, 68.33333333333333)","(10.0, 15.5, 14.6)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.806451612903226)","(41.0, 100.0, 91.66666666666667)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.76923076923077)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 46.666666666666664)"
07-01-2023 16:52:15.935229,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.6695652173913045)","(51.0, 70.0, 68.33333333333333)","(10.0, 15.5, 14.535714285714286)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.806451612903226)","(41.0, 100.0, 91.66666666666667)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 45.5)"
07-01-2023 16:52:17.320397,"(2.5, 2.64, 2.5965714285714285)","(3.8, 4.8, 4.716666666666667)","(51.0, 70.0, 68.33333333333333)","(10.0, 15.5, 14.535714285714286)","(16.0, 22.0, 20.833333333333332)","(8.5, 14.0, 13.806451612903226)","(41.0, 100.0, 91.66666666666667)","(21.0, 40.0, 31.666666666666668)","(9.0, 13.0, 12.928571428571429)","(41.0, 110.0, 102.5)","(51.0, 55.0, 50.714285714285715)","(21.0, 50.0, 48.22222222222222)","(31.0, 50.0, 45.5)"
