,Golden Scotch,Kanji Uganda,Lacey Star,Aston Michigan,Just Enough,Jellybean Jam
11-01-2023 17:47:07.731846,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.55)","(1.8, 2.18, 2.178775510204082)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 64.5)","(11.0, 21.0, 19.8)"
11-01-2023 17:47:08.772135,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.178775510204082)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 102.0)","(11.0, 17.5, 17.0)"
11-01-2023 17:47:09.698790,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1786956521739134)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 102.0)","(11.0, 17.5, 17.0)"
11-01-2023 17:47:10.593894,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1786956521739134)","(4.2, 5.2, 4.886956521739131)","(31.0, 150.0, 76.66666666666666)","(11.0, 17.5, 16.833333333333332)"
11-01-2023 17:47:11.554643,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1786956521739134)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 76.66666666666666)","(11.0, 17.5, 16.833333333333332)"
11-01-2023 17:47:12.458965,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1786956521739134)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 125.0)","(11.0, 17.5, 16.833333333333332)"
11-01-2023 17:47:13.395598,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 78.0)","(11.0, 17.5, 16.833333333333332)"
11-01-2023 17:47:14.377857,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 78.0)","(11.0, 17.5, 16.833333333333332)"
11-01-2023 17:47:15.310524,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.821052631578947)","(31.0, 150.0, 78.0)","(11.0, 17.5, 16.833333333333332)"
11-01-2023 17:47:16.237454,"(26.0, 75.0, 56.599999999999994)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 150.0, 82.5)","(11.0, 17.5, 16.833333333333332)"
11-01-2023 17:47:17.235731,"(26.0, 75.0, 48.0)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:18.185538,"(26.0, 65.0, 53.33333333333333)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:19.119063,"(26.0, 70.0, 56.66666666666667)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:20.137549,"(26.0, 70.0, 56.66666666666667)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:21.199442,"(26.0, 70.0, 56.66666666666667)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:22.152379,"(26.0, 70.0, 56.66666666666667)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:23.095371,"(26.0, 70.0, 56.66666666666667)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:24.054576,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.1736170212765957)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:25.052371,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.575)","(1.8, 2.18, 2.0953846153846154)","(4.2, 5.2, 4.951724137931035)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:25.996846,"(26.0, 75.0, 60.0)","(3.4, 4.9, 4.676)","(1.8, 2.16, 2.1375)","(4.2, 5.2, 4.9750000000000005)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:26.840882,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.1514285714285717)","(4.2, 5.2, 4.9750000000000005)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:27.885302,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.71)","(1.8, 2.1, 2.056)","(4.2, 5.2, 4.9750000000000005)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:29.064996,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.71)","(1.8, 2.1, 2.1357142857142857)","(4.2, 5.2, 5.003125)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:30.089535,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.1357142857142857)","(4.2, 5.2, 5.003125)","(31.0, 140.0, 92.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:30.995567,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.7368421052631575)","(1.8, 2.16, 2.082727272727273)","(4.2, 5.2, 5.003125)","(31.0, 140.0, 92.0)","(11.0, 17.5, 17.4)"
11-01-2023 17:47:32.008508,"(26.0, 75.0, 60.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.1357142857142857)","(4.2, 5.2, 5.003125)","(31.0, 140.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:33.264298,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.1357142857142857)","(4.2, 5.2, 5.003125)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:34.250566,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.1357142857142857)","(4.2, 5.2, 5.003125)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:35.089096,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.1357142857142857)","(4.2, 5.2, 5.003125)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:36.136180,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.1357142857142857)","(4.2, 5.2, 4.948)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:37.223251,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.18, 2.0700000000000003)","(4.2, 5.2, 5.038461538461538)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:38.170547,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.115)","(4.2, 5.2, 5.038461538461538)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:39.081920,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.088)","(4.2, 5.2, 5.038461538461538)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:40.110791,"(26.0, 80.0, 67.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.088)","(4.2, 5.2, 5.038461538461538)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:41.052287,"(26.0, 85.0, 76.85714285714286)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.088)","(4.2, 5.2, 5.038461538461538)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 17.38888888888889)"
11-01-2023 17:47:42.035418,"(26.0, 85.0, 76.85714285714286)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.088)","(4.2, 5.2, 5.038461538461538)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 16.857142857142858)"
11-01-2023 17:47:42.959002,"(26.0, 80.0, 63.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.125714285714286)","(4.2, 5.1, 4.615384615384615)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 16.9375)"
11-01-2023 17:47:43.983996,"(26.0, 80.0, 63.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.115)","(4.2, 5.0, 4.836363636363637)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 16.9375)"
11-01-2023 17:47:45.028907,"(26.0, 80.0, 63.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.115)","(4.2, 4.9, 4.836363636363637)","(31.0, 150.0, 121.30434782608695)","(11.0, 17.5, 16.9375)"
11-01-2023 17:47:46.061063,"(26.0, 80.0, 63.0)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.13)","(4.2, 4.9, 4.836363636363637)","(31.0, 150.0, 134.44444444444446)","(11.0, 17.5, 16.9375)"
11-01-2023 17:47:46.987110,"(26.0, 80.0, 63.0)","(3.4, 4.8, 4.71)","(1.8, 2.18, 2.13)","(4.2, 4.9, 4.836363636363637)","(31.0, 140.0, 91.0)","(11.0, 17.5, 14.833333333333334)"
11-01-2023 17:47:48.040255,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.71)","(1.8, 2.16, 2.0733333333333333)","(4.2, 4.9, 4.836363636363637)","(31.0, 140.0, 91.0)","(11.0, 17.5, 15.75)"
11-01-2023 17:47:49.056359,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.71)","(1.8, 2.14, 2.0733333333333333)","(4.2, 4.9, 4.8500000000000005)","(31.0, 140.0, 91.0)","(11.0, 17.0, 16.72222222222222)"
11-01-2023 17:47:50.002481,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.71)","(1.8, 2.1, 1.990547263681592)","(4.2, 4.9, 4.8500000000000005)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.72222222222222)"
11-01-2023 17:47:50.926147,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.6)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.3)"
11-01-2023 17:47:51.854879,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.6)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.5)"
11-01-2023 17:47:52.862838,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.6)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:47:53.871539,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.6)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:47:54.741471,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.6)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:47:55.720221,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.6)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:47:56.883375,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.6)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:47:57.890818,"(26.0, 80.0, 59.599999999999994)","(3.4, 4.8, 4.714285714285714)","(1.8, 2.08, 2.0542857142857143)","(4.2, 4.9, 4.4)","(31.0, 140.0, 51.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:47:58.885647,"(26.0, 80.0, 59.599999999999994)","(3.4, 5.1, 4.8428571428571425)","(1.8, 1.99, 1.9715384615384615)","(4.2, 5.0, 4.7)","(31.0, 150.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:47:59.798847,"(26.0, 80.0, 59.599999999999994)","(3.4, 5.2, 4.55)","(1.8, 1.98, 1.978235294117647)","(4.2, 5.0, 4.7)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:48:00.754800,"(26.0, 80.0, 59.599999999999994)","(3.4, 5.2, 4.54375)","(1.8, 1.98, 1.978235294117647)","(4.2, 5.0, 4.75)","(31.0, 140.0, 91.0)","(11.0, 17.5, 16.944444444444443)"
11-01-2023 17:48:01.786152,"(26.0, 80.0, 59.599999999999994)","(3.4, 5.2, 4.54375)","(1.8, 1.98, 1.978235294117647)","(4.2, 5.0, 4.833333333333333)","(31.0, 140.0, 165.26315789473682)","(11.0, 17.5, 17.1875)"
11-01-2023 17:48:02.782612,"(26.0, 80.0, 54.5)","(3.4, 5.2, 4.66)","(1.8, 1.98, 1.978235294117647)","(4.2, 5.0, 4.875)","(31.0, 180.0, 335.2631578947368)","(11.0, 17.5, 17.1875)"
11-01-2023 17:48:03.736593,"(26.0, 100.0, 52.66666666666667)","(3.4, 5.2, 4.641379310344827)","(1.8, 1.98, 1.978235294117647)","(4.2, 5.1, 5.0625)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.5, 17.09016393442623)"
11-01-2023 17:48:04.676736,"(26.0, 300.0, 119.33333333333333)","(3.4, 5.1, 4.699999999999999)","(1.8, 1.98, 1.9776923076923076)","(4.2, 5.4, 5.0625)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.5, 15.6)"
11-01-2023 17:48:05.630863,"(26.0, 300.0, 119.33333333333333)","(3.4, 5.1, 4.699999999999999)","(1.8, 1.98, 1.9776923076923076)","(4.2, 5.3, 5.22)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 15.6)"
11-01-2023 17:48:06.571626,"(26.0, 300.0, 119.33333333333333)","(3.4, 5.1, 4.666666666666666)","(1.8, 1.98, 1.9776923076923076)","(4.2, 5.3, 5.22)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 15.40909090909091)"
11-01-2023 17:48:07.595962,"(26.0, 300.0, 240.0)","(3.4, 5.1, 4.666666666666666)","(1.8, 1.98, 1.9776923076923076)","(4.2, 5.3, 5.014285714285714)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 15.40909090909091)"
11-01-2023 17:48:08.517603,"(26.0, 300.0, 187.5)","(3.4, 5.1, 4.666666666666666)","(1.8, 1.98, 1.9776923076923076)","(4.2, 5.3, 5.014285714285714)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 15.40909090909091)"
11-01-2023 17:48:09.439374,"(26.0, 260.0, 208.8888888888889)","(3.4, 5.1, 4.666666666666666)","(1.8, 2.04, 2.02875)","(4.2, 5.3, 5.014285714285714)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 15.285714285714285)"
11-01-2023 17:48:10.361651,"(26.0, 260.0, 208.8888888888889)","(3.4, 5.1, 4.652631578947368)","(1.8, 2.04, 1.992)","(4.2, 5.3, 4.949999999999999)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 16.675675675675677)"
11-01-2023 17:48:11.417850,"(26.0, 260.0, 208.8888888888889)","(3.4, 5.1, 4.652631578947368)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.699999999999999)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 16.675675675675677)"
11-01-2023 17:48:12.443495,"(26.0, 260.0, 208.8888888888889)","(3.4, 5.1, 4.652631578947368)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.7384615384615385)","(31.0, 370.0, 125.0)","(11.0, 17.0, 16.675675675675677)"
11-01-2023 17:48:13.355789,"(26.0, 120.0, 82.5)","(3.4, 5.1, 4.666666666666666)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.7384615384615385)","(31.0, 150.0, 129.47368421052633)","(11.0, 17.0, 17.397058823529413)"
11-01-2023 17:48:14.263411,"(26.0, 110.0, 71.0)","(3.4, 5.1, 4.666666666666666)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.7384615384615385)","(31.0, 140.0, 129.47368421052633)","(11.0, 17.5, 16.82857142857143)"
11-01-2023 17:48:15.265792,"(26.0, 110.0, 92.22222222222223)","(3.4, 5.1, 4.666666666666666)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.93)","(31.0, 370.0, 335.2631578947368)","(11.0, 17.0, 16.75)"
11-01-2023 17:48:16.239042,"(26.0, 110.0, 92.22222222222223)","(3.4, 5.1, 4.666666666666666)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.818181818181818)","(31.0, 370.0, 88.85714285714286)","(11.0, 17.0, 16.675675675675677)"
11-01-2023 17:48:17.258686,"(26.0, 110.0, 51.5)","(3.4, 5.1, 4.666666666666666)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.818181818181818)","(31.0, 370.0, 107.6)","(11.0, 17.0, 16.675675675675677)"
11-01-2023 17:48:18.205496,"(26.0, 110.0, 51.5)","(3.4, 5.1, 4.655555555555555)","(1.8, 2.04, 1.992)","(4.2, 5.2, 4.646153846153846)","(31.0, 370.0, 148.0)","(11.0, 17.0, 16.75)"
11-01-2023 17:48:19.090220,"(26.0, 110.0, 43.14285714285714)","(3.4, 5.1, 4.38)","(1.8, 2.04, 2.029787234042553)","(4.2, 5.2, 4.646153846153846)","(31.0, 360.0, 148.0)","(11.0, 17.0, 16.75)"
11-01-2023 17:48:20.061505,"(26.0, 110.0, 43.14285714285714)","(3.4, 5.0, 4.333333333333334)","(1.8, 2.04, 2.029787234042553)","(4.2, 5.2, 4.553846153846154)","(31.0, 360.0, 148.0)","(11.0, 17.0, 17.397058823529413)"
11-01-2023 17:48:21.035543,"(26.0, 110.0, 43.14285714285714)","(3.4, 5.0, 4.314285714285714)","(1.8, 2.04, 2.0345454545454547)","(4.2, 5.2, 4.876923076923077)","(31.0, 360.0, 148.0)","(11.0, 17.5, 16.82857142857143)"
11-01-2023 17:48:21.951816,"(26.0, 110.0, 43.14285714285714)","(3.4, 5.0, 4.452173913043478)","(1.8, 2.02, 2.0185714285714287)","(4.2, 5.2, 4.685714285714285)","(31.0, 360.0, 148.0)","(11.0, 17.0, 16.75)"
11-01-2023 17:48:22.902723,"(26.0, 110.0, 43.14285714285714)","(3.4, 5.0, 4.431578947368421)","(1.8, 2.02, 2.013478260869565)","(4.2, 5.2, 4.685714285714285)","(31.0, 360.0, 148.0)","(11.0, 17.0, 16.75)"
11-01-2023 17:48:23.925996,"(26.0, 110.0, 39.09090909090909)","(3.4, 5.0, 4.431578947368421)","(1.8, 2.02, 2.013684210526316)","(4.2, 5.1, 4.683333333333333)","(31.0, 360.0, 254.0)","(11.0, 17.0, 16.152173913043477)"
11-01-2023 17:48:24.788546,"(26.0, 110.0, 39.09090909090909)","(3.4, 5.0, 4.431578947368421)","(1.8, 2.02, 2.0177358490566037)","(4.2, 5.1, 4.6625)","(31.0, 360.0, 254.66666666666666)","(11.0, 17.0, 16.152173913043477)"
11-01-2023 17:48:25.730457,"(26.0, 110.0, 39.09090909090909)","(3.4, 5.0, 4.431578947368421)","(1.8, 2.02, 2.0177358490566037)","(4.2, 5.1, 4.742857142857143)","(31.0, 360.0, 254.66666666666666)","(11.0, 17.0, 16.152173913043477)"
11-01-2023 17:48:26.736923,"(26.0, 110.0, 39.09090909090909)","(3.4, 5.0, 4.431578947368421)","(1.8, 2.04, 2.001212121212121)","(4.2, 5.1, 5.559259259259259)","(31.0, 360.0, 102.8)","(11.0, 17.0, 16.2)"
11-01-2023 17:48:27.702661,"(26.0, 110.0, 39.09090909090909)","(3.4, 5.0, 4.475)","(1.8, 2.04, 1.9996116504854369)","(4.2, 5.6, 5.3999999999999995)","(31.0, 330.0, 228.0)","(11.0, 17.0, 16.25)"
11-01-2023 17:48:28.593251,"(26.0, 110.0, 39.09090909090909)","(3.4, 4.9, 4.75)","(1.8, 2.04, 1.9996116504854369)","(4.2, 5.6, 5.3999999999999995)","(31.0, 320.0, 228.0)","(11.0, 17.0, 16.302325581395348)"
11-01-2023 17:48:29.594648,"(26.0, 110.0, 39.8)","(3.4, 4.9, 4.483333333333333)","(1.8, 2.04, 1.9996116504854369)","(4.2, 5.7, 5.522222222222222)","(31.0, 320.0, 168.8)","(11.0, 17.0, 16.302325581395348)"
11-01-2023 17:48:30.571163,"(26.0, 110.0, 39.09090909090909)","(3.4, 4.8, 4.1625)","(1.8, 2.04, 1.9996116504854369)","(4.2, 5.7, 5.633333333333334)","(31.0, 200.0, 168.8)","(11.0, 17.0, 15.823529411764707)"
11-01-2023 17:48:31.628212,"(26.0, 95.0, 47.75)","(3.4, 4.7, 4.485714285714286)","(1.8, 2.04, 1.9996116504854369)","(4.4, 5.7, 5.633333333333334)","(31.0, 200.0, 180.5)","(10.0, 17.0, 15.88888888888889)"
11-01-2023 17:48:32.547961,"(26.0, 95.0, 47.14285714285714)","(3.4, 4.7, 4.4)","(1.8, 2.04, 1.9996116504854369)","(4.4, 5.7, 5.633333333333334)","(31.0, 200.0, 180.5)","(10.0, 17.0, 16.333333333333332)"
11-01-2023 17:48:33.425548,"(26.0, 95.0, 47.14285714285714)","(3.4, 4.6, 4.25)","(1.8, 2.04, 1.9996116504854369)","(4.4, 5.7, 5.633333333333334)","(31.0, 200.0, 180.5)","(10.0, 16.5, 15.583333333333334)"
11-01-2023 17:48:34.467184,"(26.0, 95.0, 53.125)","(3.4, 4.6, 4.1625)","(1.8, 2.0, 2.012577319587629)","(4.4, 5.7, 5.65)","(31.0, 200.0, 180.5)","(10.0, 16.5, 16.09375)"
11-01-2023 17:48:35.496967,"(26.0, 95.0, 64.54545454545455)","(3.4, 4.6, 4.104761904761904)","(1.8, 2.06, 1.9685714285714286)","(4.4, 5.7, 5.5)","(31.0, 200.0, 161.0)","(10.0, 16.5, 16.09375)"
11-01-2023 17:48:36.398215,"(26.0, 70.0, 56.0)","(3.4, 4.4, 4.1499999999999995)","(1.8, 2.02, 1.977142857142857)","(4.4, 5.7, 5.5)","(31.0, 200.0, 102.5)","(10.0, 16.5, 16.05)"
11-01-2023 17:48:37.358111,"(26.0, 65.0, 59.714285714285715)","(3.4, 4.4, 4.057142857142857)","(1.8, 2.02, 2.0033333333333334)","(4.4, 7.0, 6.868852459016393)","(31.0, 250.0, 163.10344827586206)","(10.0, 16.5, 16.296875)"
11-01-2023 17:48:38.368093,"(26.0, 65.0, 59.714285714285715)","(3.4, 4.3, 4.144444444444445)","(1.8, 2.02, 2.0072093023255815)","(4.4, 7.0, 6.418181818181818)","(31.0, 250.0, 163.10344827586206)","(10.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:39.460199,"(26.0, 65.0, 59.714285714285715)","(3.4, 4.3, 4.15)","(1.8, 2.02, 2.0072093023255815)","(4.4, 7.0, 6.418181818181818)","(31.0, 250.0, 194.54545454545456)","(10.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:40.485432,"(26.0, 65.0, 55.75)","(3.4, 4.2, 4.072727272727273)","(1.8, 2.02, 2.0072093023255815)","(4.4, 7.0, 6.418181818181818)","(31.0, 240.0, 194.54545454545456)","(10.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:41.436633,"(26.0, 65.0, 63.94444444444444)","(3.4, 4.2, 4.054166666666667)","(1.8, 2.02, 2.0072093023255815)","(4.4, 7.0, 6.418181818181818)","(31.0, 230.0, 112.5)","(10.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:42.446726,"(26.0, 65.0, 59.4390243902439)","(3.4, 4.2, 4.054166666666667)","(1.8, 2.02, 2.0072093023255815)","(4.4, 7.0, 6.466666666666667)","(31.0, 230.0, 144.54545454545453)","(10.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:43.552586,"(26.0, 55.0, 54.22222222222222)","(3.4, 4.2, 4.083333333333334)","(1.8, 2.02, 2.0063636363636363)","(4.4, 7.0, 6.466666666666667)","(31.0, 230.0, 145.4)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:44.590662,"(26.0, 60.0, 56.44444444444444)","(3.4, 4.2, 4.083333333333334)","(1.8, 2.02, 2.0063636363636363)","(4.4, 7.0, 6.466666666666667)","(31.0, 230.0, 157.5)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:45.523521,"(26.0, 60.0, 56.44444444444444)","(3.4, 4.2, 4.083333333333334)","(1.8, 2.02, 2.0063636363636363)","(4.4, 7.0, 6.466666666666667)","(31.0, 210.0, 157.5)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:46.514630,"(26.0, 60.0, 56.44444444444444)","(3.4, 4.2, 4.075)","(1.8, 2.04, 2.026)","(4.4, 7.0, 6.466666666666667)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:47.482987,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.2, 4.075)","(1.8, 2.04, 2.026)","(4.4, 7.0, 6.466666666666667)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:48.780944,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.272413793103448)","(1.8, 2.04, 2.0197777777777777)","(4.4, 7.0, 6.466666666666667)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:49.672731,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.272413793103448)","(1.8, 2.04, 2.0197777777777777)","(4.4, 7.0, 6.466666666666667)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:50.581429,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.272413793103448)","(1.8, 2.04, 2.0197777777777777)","(4.4, 7.0, 6.466666666666667)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
11-01-2023 17:48:51.591687,"(26.0, 60.0, 39.333333333333336)","(3.4, 4.3, 4.272413793103448)","(1.8, 2.04, 2.0197777777777777)","(4.4, 7.0, 6.533333333333333)","(31.0, 200.0, 83.0)","(9.0, 16.5, 16.339285714285715)"
