,Western Belle,Texas Red Nz,Red Fourteen,Cut N Run Nz,Moresco,Speed Of Sound,Sailor Girl,My Ultimate Billy Nz,Gracie Taltoa,Weona Branach
06-01-2023 16:05:14.591467,"(5.5, 7.4, 7.34)","(5.5, 99999, 99990)","(3.7, 3.95, 3.9244444444444446)","(21.0, 99999, 99990)","(71.0, 85.0, 75.0)","(20.0, 48.0, 43.55555555555556)","(9.0, 10.5, 10.4125)","(21.0, 99999, 99990)","(4.4, 5.5, 5.361538461538462)","(7.5, 10.5, 10.05)"
06-01-2023 16:05:15.906422,"(5.5, 7.4, 7.34)","(5.5, 99999, 99990)","(3.7, 3.95, 3.9238636363636363)","(21.0, 99999, 99990)","(71.0, 85.0, 75.0)","(20.0, 48.0, 42.0)","(9.0, 10.5, 11.5)","(21.0, 99999, 99990)","(4.4, 5.5, 5.361538461538462)","(7.5, 10.5, 10.125)"
06-01-2023 16:05:17.330376,"(5.5, 11.0, 8.6)","(5.5, 99999, 99990)","(3.7, 3.95, 3.884090909090909)","(21.0, 99999, 99990)","(71.0, 85.0, 75.0)","(20.0, 46.0, 37.69230769230769)","(9.0, 12.0, 11.333333333333334)","(21.0, 99999, 99990)","(4.4, 5.5, 5.361538461538462)","(7.5, 10.5, 10.125)"
06-01-2023 16:05:18.536997,"(5.5, 10.0, 8.4)","(5.5, 99999, 99990)","(3.7, 3.9, 3.884090909090909)","(21.0, 99999, 99990)","(71.0, 85.0, 75.0)","(20.0, 46.0, 37.69230769230769)","(9.0, 12.0, 11.333333333333334)","(21.0, 99999, 99990)","(4.4, 5.5, 5.361538461538462)","(7.5, 10.5, 10.125)"
06-01-2023 16:05:19.757266,"(5.5, 9.8, 8.0125)","(5.5, 99999, 99990)","(3.7, 3.9, 3.8825)","(21.0, 99999, 99990)","(71.0, 85.0, 75.0)","(20.0, 46.0, 41.42857142857143)","(9.0, 12.0, 11.333333333333334)","(21.0, 99999, 99990)","(4.4, 5.5, 5.361538461538462)","(7.5, 11.0, 10.3125)"
06-01-2023 16:05:21.042246,"(5.5, 9.8, 8.0125)","(5.5, 99999, 99990)","(3.6, 3.9, 3.8825)","(21.0, 99999, 99990)","(51.0, 85.0, 75.0)","(20.0, 46.0, 41.66666666666667)","(9.0, 12.0, 10.833333333333334)","(21.0, 99999, 99990)","(4.4, 5.5, 5.177777777777778)","(7.5, 10.5, 9.774999999999999)"
06-01-2023 16:05:22.313219,"(5.5, 9.4, 9.24)","(5.5, 99999, 99990)","(3.6, 3.9, 3.795)","(21.0, 99999, 99990)","(51.0, 85.0, 75.0)","(20.0, 44.0, 41.66666666666667)","(9.0, 11.5, 10.666666666666666)","(21.0, 99999, 99990)","(4.4, 5.4, 5.127272727272728)","(7.5, 11.5, 10.1)"
06-01-2023 16:05:23.668117,"(5.5, 8.4, 8.326315789473684)","(5.5, 99999, 99990)","(3.6, 3.9, 3.7714285714285714)","(21.0, 99999, 99990)","(51.0, 85.0, 75.0)","(20.0, 44.0, 45.0)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.28888888888889)","(7.5, 11.0, 10.35)"
06-01-2023 16:05:24.922923,"(5.5, 8.4, 8.057142857142857)","(5.5, 99999, 99990)","(3.6, 3.9, 3.76)","(21.0, 99999, 99990)","(51.0, 85.0, 81.25)","(20.0, 48.0, 40.0)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.222222222222222)","(7.5, 11.5, 10.35)"
06-01-2023 16:05:26.174311,"(5.5, 8.2, 8.057142857142857)","(5.5, 99999, 99990)","(3.6, 3.9, 3.76)","(21.0, 99999, 99990)","(51.0, 85.0, 80.38461538461539)","(20.0, 48.0, 42.0)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.222222222222222)","(7.5, 11.5, 9.799999999999999)"
06-01-2023 16:05:27.400145,"(5.5, 8.0, 7.885714285714286)","(5.5, 99999, 99990)","(3.6, 3.9, 3.76)","(21.0, 99999, 99990)","(51.0, 90.0, 80.38461538461539)","(20.0, 46.0, 42.0)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.222222222222222)","(7.5, 11.0, 9.799999999999999)"
06-01-2023 16:05:28.653707,"(5.5, 7.8, 7.514285714285714)","(5.5, 99999, 99990)","(3.6, 3.9, 3.6923076923076925)","(21.0, 99999, 99990)","(51.0, 90.0, 80.38461538461539)","(20.0, 46.0, 41.6)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.222222222222222)","(7.5, 11.0, 9.799999999999999)"
06-01-2023 16:05:29.956681,"(5.5, 7.8, 7.514285714285714)","(5.5, 99999, 99990)","(3.6, 3.9, 3.8)","(21.0, 99999, 99990)","(51.0, 90.0, 82.1875)","(20.0, 44.0, 41.6)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.222222222222222)","(7.5, 11.0, 9.799999999999999)"
06-01-2023 16:05:31.243278,"(5.5, 7.2, 7.0717948717948715)","(5.5, 99999, 99990)","(3.4, 3.9, 3.775)","(21.0, 99999, 99990)","(51.0, 90.0, 84.375)","(21.0, 44.0, 41.0)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.222222222222222)","(7.5, 11.0, 10.255555555555556)"
06-01-2023 16:05:32.602940,"(5.5, 7.2, 7.0717948717948715)","(5.5, 99999, 99990)","(3.4, 3.9, 3.775)","(21.0, 99999, 99990)","(51.0, 90.0, 84.375)","(21.0, 48.0, 38.666666666666664)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.222222222222222)","(7.5, 10.5, 10.255555555555556)"
06-01-2023 16:05:33.874969,"(5.5, 7.2, 7.0717948717948715)","(5.5, 99999, 99990)","(3.4, 3.9, 3.625)","(21.0, 99999, 99990)","(51.0, 90.0, 87.5)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.15)","(7.5, 10.5, 10.255555555555556)"
06-01-2023 16:05:35.162660,"(5.5, 8.0, 7.814814814814815)","(5.5, 99999, 99990)","(3.4, 3.6, 3.55)","(21.0, 99999, 99990)","(51.0, 110.0, 84.72222222222223)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.15)","(7.5, 10.5, 10.255555555555556)"
06-01-2023 16:05:36.427028,"(5.5, 7.4, 7.192592592592593)","(5.5, 99999, 99990)","(3.4, 3.6, 3.55)","(21.0, 99999, 99990)","(51.0, 110.0, 87.5)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.15)","(7.5, 10.5, 10.255555555555556)"
06-01-2023 16:05:37.708548,"(5.5, 7.4, 7.192592592592593)","(5.5, 99999, 99990)","(3.4, 3.6, 3.55)","(21.0, 99999, 99990)","(51.0, 100.0, 89.28571428571429)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.15)","(7.5, 10.5, 10.255555555555556)"
06-01-2023 16:05:39.055202,"(5.5, 7.4, 7.1454545454545455)","(5.5, 99999, 99990)","(3.4, 3.6, 3.55)","(21.0, 99999, 99990)","(51.0, 95.0, 85.0)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.4, 5.15)","(7.5, 10.5, 10.255555555555556)"
06-01-2023 16:05:40.340352,"(5.5, 7.4, 7.156521739130435)","(6.0, 99999, 99990)","(3.3, 3.9, 3.6076923076923078)","(21.0, 99999, 99990)","(61.0, 95.0, 85.0)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.4, 5.233333333333333)","(7.5, 10.5, 10.316666666666666)"
06-01-2023 16:05:41.616317,"(5.5, 7.6, 7.174193548387096)","(6.0, 99999, 99990)","(3.3, 3.85, 3.7)","(21.0, 99999, 99990)","(61.0, 95.0, 85.0)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.4, 5.233333333333333)","(7.5, 10.5, 10.316666666666666)"
06-01-2023 16:05:42.852548,"(5.5, 7.2, 7.083333333333333)","(6.0, 99999, 99990)","(3.3, 3.85, 3.7)","(21.0, 99999, 99990)","(61.0, 95.0, 85.0)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.4, 5.233333333333333)","(7.5, 10.5, 10.316666666666666)"
06-01-2023 16:05:44.137784,"(5.5, 7.0, 6.92)","(6.0, 99999, 99990)","(3.3, 3.85, 3.692105263157895)","(21.0, 99999, 99990)","(61.0, 95.0, 85.0)","(21.0, 48.0, 45.66666666666667)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.088235294117647)","(7.5, 10.5, 10.316666666666666)"
06-01-2023 16:05:45.468703,"(5.5, 7.0, 6.92)","(6.0, 99999, 99990)","(3.3, 3.85, 3.692105263157895)","(21.0, 99999, 99990)","(61.0, 95.0, 89.28571428571429)","(21.0, 48.0, 46.0)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.088235294117647)","(7.5, 10.5, 10.316666666666666)"
06-01-2023 16:05:46.733465,"(6.0, 7.0, 6.92)","(6.0, 99999, 99990)","(3.3, 3.85, 3.692105263157895)","(21.0, 99999, 99990)","(61.0, 95.0, 89.28571428571429)","(21.0, 48.0, 46.0)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.3, 5.088235294117647)","(8.0, 10.5, 10.316666666666666)"
06-01-2023 16:05:48.017745,"(6.0, 7.0, 6.978947368421053)","(6.0, 99999, 99990)","(3.3, 3.85, 3.692105263157895)","(21.0, 99999, 99990)","(61.0, 95.0, 89.28571428571429)","(21.0, 48.0, 46.0)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.3, 5.088235294117647)","(8.0, 10.5, 10.342857142857143)"
06-01-2023 16:05:49.274625,"(6.0, 7.4, 7.366197183098592)","(6.0, 99999, 99990)","(3.3, 3.85, 3.692105263157895)","(21.0, 99999, 99990)","(61.0, 95.0, 89.28571428571429)","(21.0, 48.0, 44.5)","(9.0, 11.5, 10.75)","(21.0, 99999, 99990)","(4.4, 5.3, 5.088235294117647)","(8.0, 10.5, 10.342857142857143)"
06-01-2023 16:05:50.541568,"(6.0, 6.8, 6.793548387096774)","(6.0, 99999, 99990)","(3.3, 3.85, 3.6970588235294115)","(21.0, 99999, 99990)","(61.0, 95.0, 92.85714285714286)","(21.0, 48.0, 44.5)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.088235294117647)","(8.0, 10.5, 10.342857142857143)"
06-01-2023 16:05:51.767314,"(6.0, 6.8, 6.794117647058823)","(6.0, 99999, 99990)","(3.3, 3.85, 3.6970588235294115)","(21.0, 99999, 99990)","(61.0, 100.0, 92.85714285714286)","(21.0, 48.0, 41.0)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.275)"
06-01-2023 16:05:53.039850,"(6.0, 6.8, 6.794736842105263)","(6.0, 99999, 99990)","(3.3, 3.85, 3.6970588235294115)","(21.0, 99999, 99990)","(61.0, 100.0, 92.85714285714286)","(21.0, 48.0, 39.0)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:05:54.346725,"(6.0, 6.8, 6.794736842105263)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 100.0, 83.75)","(21.0, 48.0, 39.0)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:05:55.596758,"(6.0, 6.8, 6.794736842105263)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 110.0, 86.17647058823529)","(21.0, 48.0, 39.0)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:05:56.867948,"(6.0, 6.8, 6.796923076923076)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 110.0, 96.11111111111111)","(21.0, 48.0, 40.0)","(9.0, 11.5, 10.75)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:05:58.171630,"(6.0, 7.8, 7.68169014084507)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 100.0, 96.11111111111111)","(21.0, 48.0, 40.0)","(9.0, 11.5, 10.833333333333334)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:05:59.438220,"(6.0, 7.6, 6.622222222222223)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 100.0, 96.11111111111111)","(21.0, 48.0, 40.0)","(9.0, 11.5, 10.615384615384615)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:06:00.637332,"(6.0, 7.6, 6.622222222222223)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 100.0, 96.11111111111111)","(21.0, 48.0, 40.0)","(9.0, 12.0, 10.615384615384615)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:06:01.808081,"(6.0, 7.6, 6.622222222222223)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 100.0, 96.11111111111111)","(21.0, 48.0, 40.0)","(9.0, 12.0, 10.615384615384615)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:06:03.016656,"(6.0, 7.6, 6.622222222222223)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 100.0, 96.11111111111111)","(21.0, 48.0, 40.0)","(9.0, 12.0, 10.615384615384615)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:06:04.333930,"(6.0, 7.6, 6.702564102564102)","(6.0, 99999, 99990)","(3.3, 3.85, 3.765217391304348)","(21.0, 99999, 99990)","(61.0, 100.0, 89.0)","(21.0, 48.0, 40.0)","(9.0, 12.0, 10.615384615384615)","(26.0, 99999, 99990)","(4.4, 5.3, 5.1461538461538465)","(8.0, 10.5, 10.32)"
06-01-2023 16:06:05.686681,"(6.0, 7.2, 6.8307692307692305)","(6.0, 99999, 99990)","(3.3, 3.85, 3.773529411764706)","(21.0, 99999, 99990)","(61.0, 95.0, 89.0)","(21.0, 48.0, 42.0)","(9.0, 12.0, 10.875)","(31.0, 99999, 99990)","(4.4, 5.3, 5.133333333333334)","(8.0, 10.5, 10.32)"
06-01-2023 16:06:06.999561,"(5.5, 6.4, 6.352941176470589)","(6.0, 99999, 99990)","(3.2, 3.85, 3.781578947368421)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 12.0, 10.875)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.0, 11.464285714285714)"
06-01-2023 16:06:08.287718,"(5.5, 6.4, 6.352941176470589)","(6.0, 99999, 99990)","(3.2, 3.85, 3.781578947368421)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 12.0, 10.875)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 11.464285714285714)"
06-01-2023 16:06:09.569103,"(5.5, 6.8, 6.6)","(6.0, 99999, 99990)","(3.2, 3.85, 3.781578947368421)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 12.0, 10.875)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 11.464285714285714)"
06-01-2023 16:06:10.966854,"(5.5, 6.8, 6.74)","(6.0, 99999, 99990)","(3.2, 3.85, 3.781578947368421)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 12.0, 10.875)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 11.464285714285714)"
06-01-2023 16:06:12.265215,"(5.5, 6.8, 6.758620689655173)","(6.0, 99999, 99990)","(3.2, 3.85, 3.781578947368421)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 12.0, 10.875)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 11.464285714285714)"
06-01-2023 16:06:13.596121,"(5.5, 6.8, 6.758620689655173)","(6.0, 99999, 99990)","(3.2, 3.85, 3.76875)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 12.0, 14.0)","(31.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 12.5, 10.8125)"
06-01-2023 16:06:14.863001,"(5.5, 6.6, 6.584615384615384)","(6.0, 99999, 99990)","(3.2, 3.85, 3.6166666666666667)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 15.0, 12.958333333333334)","(31.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 12.5, 11.15)"
06-01-2023 16:06:16.103932,"(5.5, 6.6, 6.584615384615384)","(6.0, 99999, 99990)","(3.2, 3.7, 3.5470588235294116)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 39.0)","(9.0, 15.0, 13.25)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 11.15)"
06-01-2023 16:06:17.324509,"(5.5, 6.4, 6.314285714285715)","(6.0, 99999, 99990)","(3.2, 3.7, 3.5470588235294116)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 14.0, 12.928571428571429)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 11.15)"
06-01-2023 16:06:18.543782,"(5.5, 6.4, 6.3375)","(6.0, 99999, 99990)","(3.2, 3.7, 3.52)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 14.0, 12.928571428571429)","(31.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 12.5, 11.99375)"
06-01-2023 16:06:19.822927,"(5.5, 6.8, 6.266666666666667)","(6.0, 99999, 99990)","(3.2, 3.7, 3.6121621621621625)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 14.0, 12.928571428571429)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 12.058823529411764)"
06-01-2023 16:06:21.080238,"(5.5, 6.8, 6.530232558139534)","(6.0, 99999, 99990)","(3.2, 3.7, 3.6121621621621625)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 14.0, 12.928571428571429)","(31.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 12.5, 17.8)"
06-01-2023 16:06:22.348918,"(5.5, 6.6, 6.5058823529411764)","(6.0, 99999, 99990)","(3.2, 3.7, 3.6121621621621625)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 14.0, 12.928571428571429)","(26.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 19.5, 17.8)"
06-01-2023 16:06:23.662261,"(5.5, 6.6, 6.5058823529411764)","(6.0, 99999, 99990)","(3.2, 3.7, 3.6121621621621625)","(21.0, 99999, 99990)","(61.0, 90.0, 85.0)","(21.0, 48.0, 42.0)","(9.0, 14.0, 13.25)","(26.0, 99999, 99990)","(4.4, 5.3, 5.146153846153846)","(8.0, 22.0, 20.0)"
06-01-2023 16:06:24.971728,"(5.5, 6.6, 6.5058823529411764)","(6.0, 99999, 99990)","(3.2, 3.7, 3.6121621621621625)","(21.0, 99999, 99990)","(61.0, 90.0, 86.66666666666667)","(21.0, 48.0, 42.0)","(9.0, 14.0, 13.25)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 22.0, 17.166666666666668)"
06-01-2023 16:06:26.264383,"(5.5, 6.6, 6.370491803278688)","(6.0, 99999, 99990)","(3.2, 3.7, 3.577358490566038)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 42.0)","(9.0, 14.0, 13.1)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 19.5, 18.8)"
06-01-2023 16:06:27.528134,"(5.5, 6.6, 6.370491803278688)","(6.0, 99999, 99990)","(3.2, 3.7, 3.5333333333333337)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 37.714285714285715)","(9.0, 14.0, 13.1)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 19.5, 19.088235294117645)"
06-01-2023 16:06:28.801962,"(5.5, 6.6, 6.370491803278688)","(6.0, 99999, 99990)","(3.2, 3.7, 3.303225806451613)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 37.714285714285715)","(9.0, 14.0, 13.25)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 19.5, 19.0)"
06-01-2023 16:06:30.081083,"(5.5, 6.6, 6.370491803278688)","(6.0, 99999, 99990)","(3.2, 3.4, 3.303225806451613)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 37.714285714285715)","(9.0, 14.0, 13.25)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 19.5, 19.0)"
06-01-2023 16:06:31.364450,"(5.5, 6.6, 6.382456140350877)","(6.0, 99999, 99990)","(3.2, 3.4, 3.303225806451613)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 37.714285714285715)","(9.0, 14.0, 13.1)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 19.5, 19.0)"
06-01-2023 16:06:32.625161,"(5.5, 6.6, 6.382456140350877)","(6.0, 99999, 99990)","(3.2, 3.4, 3.303225806451613)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 37.714285714285715)","(9.0, 14.0, 13.1)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.0, 19.5, 19.1)"
06-01-2023 16:06:33.847935,"(5.5, 6.6, 6.382456140350877)","(6.0, 99999, 99990)","(3.2, 3.4, 3.275)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 37.714285714285715)","(9.0, 14.0, 13.1)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.5, 19.5, 17.166666666666668)"
06-01-2023 16:06:35.078702,"(5.5, 6.6, 6.34054054054054)","(6.0, 99999, 99990)","(3.2, 3.4, 3.2674418604651163)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 37.714285714285715)","(9.0, 14.0, 13.1)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.5, 19.5, 18.125)"
06-01-2023 16:06:36.302007,"(5.5, 6.6, 6.346478873239437)","(6.0, 99999, 99990)","(3.2, 3.4, 3.2674418604651163)","(21.0, 99999, 99990)","(61.0, 90.0, 87.77777777777777)","(21.0, 48.0, 39.333333333333336)","(9.0, 14.0, 13.166666666666666)","(26.0, 99999, 99990)","(4.4, 5.3, 5.135294117647058)","(8.5, 20.0, 14.25)"
06-01-2023 16:06:37.591769,"(5.5, 6.6, 6.39622641509434)","(6.0, 99999, 99990)","(3.2, 3.4, 3.263888888888889)","(21.0, 99999, 99990)","(61.0, 90.0, 83.5)","(21.0, 46.0, 39.333333333333336)","(9.0, 13.5, 13.166666666666666)","(26.0, 99999, 99990)","(4.4, 5.3, 5.118181818181818)","(8.5, 19.5, 18.0)"
06-01-2023 16:06:38.885652,"(5.5, 6.6, 6.3652173913043475)","(6.0, 99999, 99990)","(3.2, 3.4, 3.2586538461538463)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(21.0, 46.0, 39.333333333333336)","(9.0, 13.5, 13.166666666666666)","(26.0, 99999, 99990)","(4.4, 5.3, 5.118181818181818)","(8.5, 19.0, 16.5)"
06-01-2023 16:06:40.284386,"(5.5, 6.6, 6.443478260869565)","(6.0, 99999, 99990)","(3.2, 3.4, 3.5576923076923075)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(21.0, 46.0, 38.8)","(9.0, 13.5, 13.1)","(26.0, 99999, 99990)","(4.4, 5.3, 5.113333333333333)","(8.5, 18.5, 14.21875)"
06-01-2023 16:06:41.632879,"(5.5, 6.6, 6.4301369863013695)","(6.0, 99999, 99990)","(3.2, 3.8, 3.5884615384615386)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(21.0, 50.0, 37.714285714285715)","(9.0, 14.0, 13.363636363636363)","(26.0, 99999, 99990)","(4.4, 5.3, 5.045454545454546)","(8.5, 18.0, 13.125)"
06-01-2023 16:06:42.919263,"(5.5, 6.6, 6.4301369863013695)","(6.0, 99999, 99990)","(3.2, 3.75, 3.5884615384615386)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(21.0, 48.0, 37.5)","(9.0, 13.5, 13.3)","(26.0, 99999, 99990)","(4.4, 5.3, 5.066666666666666)","(8.5, 17.5, 13.785714285714286)"
06-01-2023 16:06:44.217084,"(5.5, 6.6, 6.590697674418604)","(6.0, 99999, 99990)","(3.2, 3.75, 3.2111111111111112)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(21.0, 48.0, 39.333333333333336)","(9.0, 13.5, 13.277777777777779)","(26.0, 99999, 99990)","(4.4, 5.3, 5.123529411764705)","(8.5, 17.0, 12.944444444444445)"
06-01-2023 16:06:45.475431,"(5.5, 6.6, 6.592)","(6.0, 99999, 99990)","(3.2, 3.25, 3.207692307692308)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(21.0, 46.0, 39.333333333333336)","(9.0, 16.0, 14.363636363636363)","(26.0, 99999, 99990)","(4.4, 5.3, 5.155555555555556)","(8.5, 16.5, 13.257575757575758)"
06-01-2023 16:06:46.702129,"(5.5, 6.6, 6.592156862745098)","(6.0, 99999, 99990)","(3.0, 3.25, 3.2360759493670885)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 46.0, 39.333333333333336)","(10.0, 15.5, 14.541666666666666)","(26.0, 99999, 99990)","(4.4, 5.2, 5.123529411764705)","(9.0, 15.0, 14.25)"
