,Whiskey Diva,Nalani Bale,Mirabella Bale,Jacket Potato,Whitley Bale,Wobbly Boots,Spaghetti Legs,Xoie Bale
12-01-2023 18:08:14.926570,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 94.28571428571429)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.4, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:16.185138,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 90.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:17.414194,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 117.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:18.652732,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 117.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:19.899772,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 117.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 9.244444444444445)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:21.074404,"(7.0, 12.0, 11.870000000000001)","(81.0, 180.0, 117.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.4, 8.622222222222222)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:22.280656,"(7.0, 12.0, 11.870000000000001)","(81.0, 170.0, 138.33333333333334)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.4, 8.622222222222222)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:23.584017,"(7.0, 12.0, 11.870000000000001)","(81.0, 160.0, 143.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 40.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:24.864565,"(7.0, 12.0, 11.870000000000001)","(81.0, 160.0, 143.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.0325)"
12-01-2023 18:08:26.025936,"(7.0, 12.0, 11.870000000000001)","(81.0, 160.0, 143.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.0325)"
12-01-2023 18:08:27.326975,"(7.0, 12.0, 11.870000000000001)","(81.0, 160.0, 127.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.0325)"
12-01-2023 18:08:28.705848,"(7.0, 12.0, 11.855555555555556)","(81.0, 140.0, 130.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.0325)"
12-01-2023 18:08:29.941978,"(7.0, 12.0, 11.855555555555556)","(81.0, 150.0, 142.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.0325)"
12-01-2023 18:08:31.225515,"(7.0, 12.0, 11.855555555555556)","(81.0, 130.0, 126.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 9.244444444444445)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:32.784663,"(7.0, 12.0, 11.855555555555556)","(81.0, 130.0, 116.66666666666667)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.4, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:34.108913,"(7.0, 12.0, 11.855555555555556)","(81.0, 130.0, 126.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.5, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:35.530365,"(7.0, 12.0, 11.855555555555556)","(81.0, 120.0, 113.75)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.5, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:36.766107,"(7.0, 12.0, 11.855555555555556)","(81.0, 120.0, 107.33333333333333)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.5, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:38.062629,"(7.0, 12.0, 11.855555555555556)","(81.0, 110.0, 107.33333333333333)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.5, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:39.370548,"(7.0, 12.0, 11.855555555555556)","(81.0, 110.0, 105.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.5, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:40.461461,"(7.0, 12.0, 11.855555555555556)","(81.0, 110.0, 105.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:41.600486,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 98.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.278260869565218)","(6.5, 9.2, 8.933333333333334)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:42.843038,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 98.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.278260869565218)","(6.5, 9.4, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:43.967383,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 98.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 13.184615384615384)","(6.5, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:45.097314,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.5, 12.85)","(6.5, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:46.311729,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 14.0, 12.028571428571428)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:47.534017,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 14.0, 11.072727272727272)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:48.685202,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 14.0, 13.184615384615384)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:49.954066,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.5, 13.184615384615384)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:51.386752,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.5, 13.184615384615384)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:52.907090,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.5, 13.184615384615384)","(6.5, 9.2, 8.8)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:54.119694,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.5, 13.184615384615384)","(6.5, 9.4, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:55.489206,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.5, 13.184615384615384)","(6.5, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:56.884776,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.5, 12.1)","(6.5, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:58.172736,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 12.1)","(6.5, 9.2, 8.959999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:08:59.406003,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 94.70588235294117)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:00.668915,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:01.909203,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:03.139844,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:04.414946,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:05.704023,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:06.990320,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:08.229419,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 24.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:09.482364,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:10.687064,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:11.828150,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:13.021725,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.061538461538461)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:14.286043,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:15.448135,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:16.665962,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:17.844792,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:19.078097,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:20.239625,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:21.498236,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:22.817223,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:24.056658,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:25.238318,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:26.392056,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 2.005)"
12-01-2023 18:09:27.624406,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.685714285714285)","(10.0, 26.0, 25.142857142857142)","(31.0, 48.0, 39.0)","(1.6, 2.06, 1.9875)"
12-01-2023 18:09:28.860471,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 26.0, 24.615384615384617)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:30.046418,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.615384615384617)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:31.197958,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.615384615384617)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:32.499648,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.615384615384617)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:33.690461,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.0)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:34.873667,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.615384615384617)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:36.115792,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.615384615384617)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:37.323737,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.0)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:38.607582,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.0)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:39.875130,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.8)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 24.0)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:41.079832,"(7.0, 12.0, 11.855555555555556)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 10.882352941176471)","(6.5, 9.2, 8.646153846153846)","(10.0, 25.0, 22.22222222222222)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:42.312877,"(7.0, 12.0, 11.40909090909091)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 10.66)","(6.5, 9.2, 9.049999999999999)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:43.476050,"(7.0, 12.0, 11.40909090909091)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.08)","(6.5, 9.2, 9.049999999999999)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:44.651590,"(7.0, 12.0, 11.40909090909091)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.08)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:46.119121,"(7.0, 12.0, 11.40909090909091)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:47.416204,"(7.0, 12.0, 11.40909090909091)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.033333333333333)"
12-01-2023 18:09:48.724007,"(7.0, 12.0, 11.40909090909091)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:50.025660,"(7.0, 12.0, 11.40909090909091)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:51.336660,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:52.582568,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:53.814540,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:55.128659,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:56.362565,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.6)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:57.591101,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.05)","(6.5, 9.2, 8.5)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:09:58.905657,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 11.5, 11.6)","(6.5, 9.2, 8.5)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
12-01-2023 18:10:00.179661,"(7.0, 12.0, 11.1)","(81.0, 100.0, 92.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 12.0, 11.1875)","(6.5, 9.2, 8.5)","(10.0, 25.0, 21.875)","(31.0, 48.0, 39.0)","(1.6, 2.1, 2.0625)"
