,To Infinitynbeyond,The Movement,Sals Last Blast,Caymangone,Melati Boy,Ease Up Moby,Iam The Joker,Remember Bubbles,Curveball,Mythos
15-12-2022 11:25:45.372542,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 21.914285714285715)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 7.0, 6.45)","(71.0, 200.0, 186.36363636363637)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:46.638383,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 21.914285714285715)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 7.0, 6.45)","(71.0, 200.0, 186.36363636363637)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:47.897915,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 7.0, 6.45)","(71.0, 200.0, 186.36363636363637)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:49.123367,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 7.0, 6.45)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:50.308849,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 7.0, 6.0)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:51.540563,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 6.2, 5.5)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:52.796428,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 6.2, 5.5)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:54.104164,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 6.2, 5.5)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:55.313098,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 6.2, 5.5)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:56.514369,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 6.2, 4.91)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:57.764462,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.9, 4.91)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:25:59.072865,"(2.05, 2.82, 2.405)","(26.0, 80.0, 64.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.9, 4.91)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:00.332558,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.9, 4.91)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:01.566710,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.9, 4.821428571428571)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:02.791816,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.4, 4.821428571428571)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:04.027262,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 5.05)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:05.348660,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:06.630595,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:07.871505,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:09.052589,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:10.323698,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:11.649883,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(71.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:12.978838,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:14.187077,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:15.370555,"(2.05, 2.82, 2.405)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 12.5, 11.233333333333334)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:16.685592,"(2.05, 2.82, 2.635)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 9.2, 8.511111111111111)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:18.003745,"(2.05, 2.82, 2.635)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 9.0, 8.511111111111111)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:19.405106,"(2.05, 2.82, 2.635)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 9.0, 8.511111111111111)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:20.696366,"(2.05, 2.82, 2.6399999999999997)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.5, 9.6)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.7)"
15-12-2022 11:26:21.909908,"(2.05, 2.82, 2.6399999999999997)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 9.6)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 8.04)"
15-12-2022 11:26:23.219414,"(2.05, 2.82, 2.645)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 9.6)","(19.0, 50.0, 40.33333333333333)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 8.04)"
15-12-2022 11:26:24.551211,"(2.05, 2.82, 2.645)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 9.425)","(19.0, 50.0, 48.73913043478261)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.65)"
15-12-2022 11:26:25.963951,"(2.05, 2.82, 2.645)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 9.8, 9.425)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 7.65)"
15-12-2022 11:26:27.312797,"(2.05, 2.82, 2.645)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 9.8, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:28.581343,"(2.05, 2.82, 2.645)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:29.837614,"(2.05, 2.82, 2.548)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:31.122513,"(2.05, 2.82, 2.548)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:32.487227,"(2.05, 2.82, 2.548)","(26.0, 80.0, 53.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 195.16129032258064)","(81.0, 240.0, 211.66666666666666)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:33.815332,"(2.05, 2.82, 2.548)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 240.0, 177.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:35.155298,"(2.05, 2.82, 2.548)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 220.0, 170.0)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:36.385544,"(2.05, 2.82, 2.548)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 210.0, 170.0)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:37.630284,"(2.05, 2.82, 2.548)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 210.0, 170.0)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:38.912470,"(2.05, 2.82, 2.548)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 210.0, 155.71428571428572)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:40.222409,"(2.05, 2.82, 2.548)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(19.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 190.0, 148.57142857142856)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:41.522488,"(2.05, 2.82, 2.5857142857142854)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 180.0, 148.57142857142856)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:42.792191,"(2.05, 2.82, 2.693846153846154)","(26.0, 80.0, 50.285714285714285)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 180.0, 148.57142857142856)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:44.001448,"(2.05, 2.82, 2.693846153846154)","(26.0, 80.0, 54.0)","(8.5, 27.0, 24.6)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 180.0, 134.28571428571428)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:45.296605,"(2.05, 2.82, 2.693846153846154)","(26.0, 80.0, 54.0)","(8.5, 27.0, 20.700000000000003)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 160.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:46.578991,"(2.05, 2.82, 2.6559999999999997)","(26.0, 80.0, 54.0)","(8.5, 32.0, 23.95)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.04)"
15-12-2022 11:26:47.925952,"(2.05, 2.82, 2.6559999999999997)","(26.0, 80.0, 54.0)","(8.5, 29.0, 27.571428571428573)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 7.65)"
15-12-2022 11:26:49.272226,"(2.05, 2.82, 2.6559999999999997)","(26.0, 80.0, 54.0)","(8.5, 29.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 7.65)"
15-12-2022 11:26:50.481398,"(2.05, 2.82, 2.6559999999999997)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:51.720022,"(2.05, 2.82, 2.6559999999999997)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:52.957824,"(2.05, 2.82, 2.6559999999999997)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:54.230112,"(2.05, 2.82, 2.5857142857142854)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:55.543771,"(2.05, 2.82, 2.5857142857142854)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:56.845814,"(2.05, 2.82, 2.62)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:58.079607,"(2.05, 2.82, 2.62)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.817857142857143)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:26:59.259260,"(2.05, 2.82, 2.62)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 38.8)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:00.490309,"(2.05, 2.82, 2.62)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 11.0, 10.475)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:01.827945,"(2.05, 2.82, 2.4299999999999997)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.6, 8.725)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:03.160086,"(2.05, 2.82, 2.44)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 8.725)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:04.450081,"(2.05, 2.82, 2.66)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.8, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:05.775868,"(2.05, 2.82, 2.44)","(26.0, 80.0, 54.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:07.039650,"(2.05, 2.82, 2.44)","(26.0, 80.0, 51.42857142857143)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 175.0)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:08.340342,"(2.05, 2.82, 2.7030769230769227)","(26.0, 80.0, 51.42857142857143)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 175.0)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:09.662073,"(2.05, 2.82, 2.7030769230769227)","(26.0, 80.0, 51.42857142857143)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:11.331947,"(2.05, 2.82, 2.7030769230769227)","(26.0, 80.0, 51.42857142857143)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:12.770449,"(2.05, 2.82, 2.7030769230769227)","(26.0, 80.0, 51.42857142857143)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 8.622222222222224)"
15-12-2022 11:27:14.266079,"(2.05, 2.82, 2.7030769230769227)","(26.0, 80.0, 55.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 7.65)"
15-12-2022 11:27:15.920656,"(2.05, 2.82, 2.635)","(26.0, 80.0, 55.0)","(8.5, 30.0, 27.2)","(21.0, 50.0, 26.0)","(7.0, 9.0, 7.5)","(20.0, 50.0, 32.666666666666664)","(4.8, 5.3, 4.813513513513513)","(71.0, 200.0, 190.625)","(81.0, 150.0, 127.14285714285714)","(5.5, 9.4, 7.65)"
