,Solitary One,Rosas Routine,Chase Me Chopper,My Mates Barney,Thriller Strike,Heslea,Flying Caliente,Rev Up Rusty
14-12-2022 19:04:05.786159,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.6, 6.328571428571428)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:07.116331,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.6, 5.333333333333333)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:08.304407,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.6, 5.333333333333333)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:09.455873,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.6, 5.333333333333333)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:10.624755,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.6, 5.333333333333333)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:11.855115,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.6, 5.333333333333333)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:13.137340,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.6, 5.484615384615385)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:14.270573,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.4, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:15.444719,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 10.8)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:16.601976,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:17.826392,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:19.128201,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:20.279089,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:21.408263,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:22.564236,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:23.763527,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:24.934810,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:26.243604,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:27.477075,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 85.6)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:28.765726,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 100.0, 83.11111111111111)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:29.988015,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:31.243841,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:32.470856,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:33.665681,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:34.928230,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:36.164994,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.488888888888889)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:37.396505,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.6)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:38.671595,"(2.1, 2.24, 2.186666666666667)","(15.0, 32.0, 18.875)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.661538461538461)","(3.7, 6.2, 5.985714285714286)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:39.913731,"(2.1, 2.22, 2.184)","(15.0, 29.0, 21.75)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.661538461538461)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 88.0)"
14-12-2022 19:04:41.084347,"(2.1, 2.22, 2.184)","(15.0, 29.0, 16.916666666666668)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.533333333333333)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:42.296575,"(2.1, 2.22, 2.184)","(15.0, 29.0, 16.571428571428573)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.533333333333333)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:43.409087,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.571428571428573)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(5.5, 12.0, 11.533333333333333)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:44.696926,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.571428571428573)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(5.5, 12.0, 11.533333333333333)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:46.006193,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.4)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.533333333333333)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:47.249104,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.4)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.6)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:48.440663,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.4)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.6)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:49.626125,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.4)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.6)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:50.851347,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.4)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.6)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:52.130729,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.4)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.728571428571429)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:53.346431,"(2.1, 2.24, 2.186666666666667)","(15.0, 29.0, 16.4)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.253846153846154)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:54.573179,"(2.1, 2.22, 2.184)","(15.0, 28.0, 16.857142857142858)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.078947368421053)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:55.733830,"(2.1, 2.22, 2.184)","(15.0, 27.0, 21.0)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.078947368421053)","(7.0, 12.0, 11.56)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:56.914814,"(2.1, 2.22, 2.184)","(15.0, 27.0, 21.0)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.078947368421053)","(7.0, 12.0, 9.58)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:58.122217,"(2.1, 2.22, 2.184)","(15.0, 27.0, 21.0)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.078947368421053)","(7.0, 11.0, 10.66)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:04:59.389365,"(2.1, 2.22, 2.184)","(15.0, 27.0, 21.0)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.253846153846154)","(7.0, 11.0, 10.66)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:00.669328,"(2.1, 2.24, 2.186666666666667)","(15.0, 27.0, 21.0)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.253846153846154)","(7.0, 11.0, 9.64)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:01.874234,"(2.1, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.253846153846154)","(7.0, 11.0, 9.76)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:03.070370,"(2.1, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 100.0, 83.11111111111111)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.253846153846154)","(7.0, 10.0, 9.4)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:04.289527,"(2.1, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.577777777777778)","(3.7, 5.9, 5.253846153846154)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:05.532288,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.7)","(3.8, 5.9, 5.557142857142857)","(7.0, 9.6, 8.7)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:06.684960,"(2.05, 2.22, 2.184)","(15.0, 28.0, 16.625)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.7)","(3.8, 5.7, 5.557142857142857)","(7.0, 9.8, 8.971428571428572)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:07.896199,"(2.05, 2.22, 2.184)","(15.0, 28.0, 15.928571428571429)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.7)","(3.8, 5.7, 5.557142857142857)","(7.0, 10.0, 8.971428571428572)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:09.095710,"(2.05, 2.22, 2.184)","(15.0, 28.0, 20.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.7875)","(3.8, 5.7, 5.015789473684211)","(7.0, 10.0, 8.971428571428572)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:10.370406,"(2.05, 2.2, 2.176)","(15.0, 26.0, 20.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.83)","(3.8, 5.7, 5.015789473684211)","(7.0, 10.0, 8.971428571428572)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:11.643548,"(2.05, 2.2, 2.176)","(15.0, 26.0, 20.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.83)","(3.8, 5.7, 5.015789473684211)","(7.0, 10.0, 8.971428571428572)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:12.872571,"(2.05, 2.2, 2.176)","(15.0, 26.0, 20.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.83)","(3.8, 5.7, 5.015789473684211)","(7.0, 10.0, 8.971428571428572)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:13.998121,"(2.05, 2.2, 2.176)","(15.0, 26.0, 20.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.83)","(3.8, 5.7, 5.015789473684211)","(7.0, 10.0, 8.971428571428572)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:15.234386,"(2.05, 2.2, 2.176)","(15.0, 26.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.757142857142856)","(3.8, 5.7, 5.161538461538462)","(7.0, 10.0, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:16.521148,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.757142857142856)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:17.798224,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.757142857142856)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:18.970955,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.757142857142856)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:20.096704,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.622222222222222)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:21.315912,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 92.0)","(6.0, 12.0, 11.622222222222222)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:22.564489,"(2.05, 2.22, 2.184)","(15.0, 28.0, 16.625)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.466666666666667)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:23.941689,"(2.05, 2.22, 2.184)","(15.0, 28.0, 15.928571428571429)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.733333333333334)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:25.254818,"(2.05, 2.22, 2.184)","(15.0, 28.0, 15.928571428571429)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.733333333333334)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 9.2)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:26.539799,"(2.05, 2.22, 2.184)","(15.0, 28.0, 15.928571428571429)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.4)","(3.8, 5.7, 5.161538461538462)","(7.0, 9.6, 8.133333333333333)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:28.041116,"(2.05, 2.22, 2.184)","(15.0, 28.0, 15.928571428571429)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.7, 5.385714285714286)","(7.0, 9.6, 8.133333333333333)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:29.512300,"(2.05, 2.22, 2.184)","(15.0, 28.0, 15.928571428571429)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.385714285714286)","(7.0, 9.6, 8.133333333333333)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:30.782916,"(2.05, 2.22, 2.184)","(15.0, 28.0, 15.928571428571429)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.385714285714286)","(7.0, 9.6, 8.133333333333333)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:32.019137,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 16.625)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.385714285714286)","(7.0, 9.6, 8.133333333333333)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:33.455109,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 16.625)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.385714285714286)","(7.0, 9.6, 8.133333333333333)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:34.879489,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 16.625)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.385714285714286)","(7.0, 9.6, 8.133333333333333)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:36.268544,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 16.625)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.385714285714286)","(7.0, 9.6, 8.153846153846153)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:37.644943,"(2.05, 2.22, 2.184)","(15.0, 27.0, 16.714285714285715)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.4, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:38.926305,"(2.05, 2.22, 2.184)","(15.0, 26.0, 20.5)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.2, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:40.258962,"(2.05, 2.22, 2.184)","(15.0, 26.0, 20.5)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.2, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:41.614815,"(2.05, 2.22, 2.184)","(15.0, 26.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 100.0, 92.0)","(6.0, 12.0, 11.666666666666666)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.2, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:42.954380,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 100.0, 76.72727272727272)","(6.0, 12.0, 11.745454545454546)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.2, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:44.244740,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 95.0, 83.11111111111111)","(6.0, 12.0, 11.745454545454546)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.2, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:45.475371,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.745454545454546)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.2, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:46.721981,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.745454545454546)","(3.8, 5.5, 5.4363636363636365)","(7.0, 9.2, 8.879999999999999)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:47.847836,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.745454545454546)","(3.8, 5.6, 4.970000000000001)","(7.0, 9.2, 8.5)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:49.016427,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.711111111111112)","(3.8, 5.6, 5.075)","(7.0, 9.2, 8.5)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:50.226107,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.711111111111112)","(3.8, 5.6, 5.075)","(7.0, 9.2, 8.5)","(31.0, 160.0, 100.92307692307693)"
14-12-2022 19:05:51.371425,"(2.05, 2.24, 2.186666666666667)","(15.0, 28.0, 21.5)","(9.0, 26.0, 19.75)","(21.0, 90.0, 83.11111111111111)","(6.0, 12.0, 11.711111111111112)","(3.8, 5.6, 5.075)","(7.0, 9.2, 8.5)","(31.0, 160.0, 100.92307692307693)"
