,Billy Buttons,Knighted Shadow,Wyndsor Rose,Corporal Trigger,Real Steel,Effect On Me,From The Area,Tap Out Diesel
11-01-2023 15:04:36.342260,"(2.7, 2.78, 2.723243243243243)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 31.647058823529413)","(5.0, 8.2, 7.75)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:37.502378,"(2.7, 2.78, 2.728780487804878)","(19.0, 44.0, 39.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 31.647058823529413)","(5.0, 8.2, 7.75)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:38.645988,"(2.7, 2.76, 2.6981818181818182)","(19.0, 44.0, 38.75)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 31.647058823529413)","(5.0, 8.2, 7.75)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:39.777614,"(2.7, 2.7, 2.666666666666667)","(19.0, 44.0, 34.2)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.285714285714285)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 31.647058823529413)","(5.0, 8.2, 7.533333333333333)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:40.840551,"(2.7, 2.7, 2.666666666666667)","(19.0, 44.0, 37.0)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.95)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 32.125)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.875)"
11-01-2023 15:04:42.035562,"(2.7, 2.7, 2.666666666666667)","(19.0, 44.0, 39.1)","(3.9, 5.4, 5.066666666666666)","(19.0, 75.0, 57.95)","(5.0, 7.6, 6.885714285714285)","(14.0, 34.0, 32.125)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:43.248475,"(2.7, 2.7, 2.659090909090909)","(20.0, 44.0, 39.1)","(3.9, 5.4, 5.066666666666666)","(20.0, 75.0, 57.95)","(5.0, 7.6, 6.963636363636363)","(14.0, 34.0, 32.125)","(5.0, 8.2, 7.8999999999999995)","(9.0, 13.5, 12.578947368421053)"
11-01-2023 15:04:44.508785,"(2.7, 2.7, 2.6647058823529415)","(20.0, 44.0, 39.1)","(3.9, 5.4, 5.066666666666666)","(20.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(14.0, 34.0, 32.125)","(5.0, 8.2, 7.847058823529411)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 15:04:45.738536,"(2.7, 2.7, 2.6647058823529415)","(20.0, 44.0, 39.1)","(3.9, 5.4, 5.066666666666666)","(20.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(14.0, 34.0, 32.125)","(5.0, 8.2, 7.847058823529411)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 15:04:46.901171,"(2.7, 2.7, 2.6647058823529415)","(20.0, 44.0, 39.1)","(3.9, 5.4, 5.066666666666666)","(20.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(14.0, 34.0, 32.125)","(5.0, 8.2, 7.847058823529411)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 15:04:48.010437,"(2.7, 2.68, 2.6692307692307695)","(20.0, 44.0, 39.1)","(3.9, 5.4, 5.066666666666666)","(20.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(14.0, 34.0, 32.125)","(5.0, 8.2, 7.847058823529411)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 15:04:49.113124,"(2.6, 2.68, 2.6692307692307695)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.533333333333333)","(9.0, 13.5, 12.696428571428571)"
11-01-2023 15:04:50.265550,"(2.6, 2.68, 2.6692307692307695)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.654545454545454)","(9.0, 13.5, 12.696428571428571)"
11-01-2023 15:04:51.409730,"(2.6, 2.68, 2.6565217391304348)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.654545454545454)","(9.0, 13.5, 12.696428571428571)"
11-01-2023 15:04:52.549000,"(2.6, 2.68, 2.6625)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.654545454545454)","(9.0, 13.5, 12.696428571428571)"
11-01-2023 15:04:53.568539,"(2.6, 2.68, 2.6625)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.654545454545454)","(9.0, 13.5, 12.696428571428571)"
11-01-2023 15:04:54.599686,"(2.6, 2.68, 2.6710000000000003)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:04:55.639169,"(2.6, 2.68, 2.6710000000000003)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:04:56.668201,"(2.6, 2.68, 2.6710000000000003)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:04:57.729329,"(2.6, 2.68, 2.6710000000000003)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:04:58.803049,"(2.6, 2.68, 2.665)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:04:59.920187,"(2.6, 2.68, 2.6694117647058824)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.066666666666666)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:01.095170,"(2.6, 2.68, 2.6694117647058824)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.036363636363636)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:02.300976,"(2.6, 2.68, 2.6694117647058824)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.036363636363636)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:03.559265,"(2.6, 2.68, 2.6694117647058824)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.036363636363636)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:04.639076,"(2.6, 2.68, 2.6694117647058824)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.02)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:05.699926,"(2.6, 2.68, 2.666666666666667)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.02)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:06.873913,"(2.6, 2.68, 2.6714285714285717)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.02)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:07.963494,"(2.6, 2.68, 2.6740000000000004)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.0181818181818185)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:09.127988,"(2.6, 2.68, 2.6740000000000004)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.0181818181818185)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:10.323657,"(2.6, 2.68, 2.6740000000000004)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:11.473878,"(2.6, 2.68, 2.6740000000000004)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.6)"
11-01-2023 15:05:12.603014,"(2.6, 2.68, 2.6740000000000004)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.6)"
11-01-2023 15:05:13.832234,"(2.6, 2.7, 2.685)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.696428571428571)"
11-01-2023 15:05:15.003099,"(2.6, 2.7, 2.685)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.696428571428571)"
11-01-2023 15:05:16.166597,"(2.6, 2.7, 2.685)","(21.0, 44.0, 39.1)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:17.241869,"(2.6, 2.7, 2.628)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:18.305498,"(2.6, 2.7, 2.628)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:19.473180,"(2.6, 2.7, 2.628)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(15.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:20.654483,"(2.5, 2.7, 2.6576470588235295)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:21.742972,"(2.5, 2.7, 2.6576470588235295)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:22.882068,"(2.5, 2.7, 2.6576470588235295)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:23.988788,"(2.5, 2.7, 2.6576470588235295)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.826923076923077)"
11-01-2023 15:05:25.214846,"(2.5, 2.7, 2.6576470588235295)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.227272727272727)"
11-01-2023 15:05:26.408681,"(2.5, 2.7, 2.643529411764706)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.022222222222222)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.772727272727273)"
11-01-2023 15:05:27.557689,"(2.5, 2.7, 2.643529411764706)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.04)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.772727272727273)"
11-01-2023 15:05:28.676541,"(2.5, 2.7, 2.66)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.04)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.5)"
11-01-2023 15:05:29.808333,"(2.5, 2.7, 2.670909090909091)","(21.0, 44.0, 41.375)","(4.0, 5.4, 5.04)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.5)"
11-01-2023 15:05:30.936390,"(2.5, 2.7, 2.670909090909091)","(21.0, 48.0, 40.0)","(4.0, 5.4, 5.0285714285714285)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.45)"
11-01-2023 15:05:32.149601,"(2.5, 2.7, 2.6784615384615384)","(21.0, 48.0, 46.0)","(4.0, 5.4, 5.0285714285714285)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.5, 12.285714285714286)"
11-01-2023 15:05:33.332398,"(2.5, 2.7, 2.6914285714285717)","(21.0, 48.0, 44.375)","(4.0, 5.4, 5.0285714285714285)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.0, 12.285714285714286)"
11-01-2023 15:05:34.435298,"(2.5, 2.7, 2.684)","(21.0, 50.0, 44.375)","(4.0, 5.4, 5.0285714285714285)","(21.0, 75.0, 62.6)","(5.0, 7.6, 7.188235294117646)","(17.0, 34.0, 32.125)","(5.0, 8.2, 7.628571428571429)","(9.0, 13.0, 12.285714285714286)"
11-01-2023 15:05:35.541662,"(2.4, 2.7, 2.66)","(21.0, 50.0, 37.2)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.285714285714286)"
11-01-2023 15:05:36.602653,"(2.4, 2.7, 2.646666666666667)","(21.0, 50.0, 37.2)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.285714285714286)"
11-01-2023 15:05:37.787010,"(2.4, 2.72, 2.645)","(21.0, 50.0, 37.2)","(4.0, 5.4, 5.075)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:38.866027,"(2.4, 2.72, 2.645)","(21.0, 50.0, 44.666666666666664)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:39.982465,"(2.4, 2.72, 2.6342857142857143)","(21.0, 50.0, 44.666666666666664)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:41.102067,"(2.4, 2.72, 2.6342857142857143)","(21.0, 50.0, 44.666666666666664)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:42.307281,"(2.4, 2.72, 2.6342857142857143)","(21.0, 50.0, 44.666666666666664)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.95)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:43.505144,"(2.4, 2.72, 2.67)","(21.0, 50.0, 38.8)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:44.763192,"(2.4, 2.72, 2.6366666666666667)","(21.0, 50.0, 43.77777777777778)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:45.999900,"(2.4, 2.72, 2.6366666666666667)","(21.0, 50.0, 43.77777777777778)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:47.168961,"(2.4, 2.7, 2.6236363636363635)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:48.328043,"(2.4, 2.7, 2.6236363636363635)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.3, 5.075)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.628571428571429)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:49.446980,"(2.4, 2.7, 2.6247058823529414)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.3, 5.04)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.2, 7.85)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:50.635206,"(2.4, 2.7, 2.6247058823529414)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:51.924993,"(2.4, 2.7, 2.6247058823529414)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:53.030553,"(2.4, 2.7, 2.6247058823529414)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:54.144229,"(2.4, 2.7, 2.6244444444444444)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:55.230114,"(2.4, 2.7, 2.626153846153846)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:56.440408,"(2.4, 2.7, 2.626153846153846)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(21.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:57.652881,"(2.35, 2.7, 2.626153846153846)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:05:58.911048,"(2.35, 2.7, 2.626153846153846)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:00.145882,"(2.35, 2.7, 2.628)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.188235294117646)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:01.334795,"(2.35, 2.62, 2.588)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:02.498571,"(2.35, 2.62, 2.588)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:03.679840,"(2.35, 2.62, 2.588)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.8)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:04.864720,"(2.35, 2.62, 2.59)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.733333333333333)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:06.031446,"(2.35, 2.68, 2.5883333333333334)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.733333333333333)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:07.255781,"(2.35, 2.68, 2.5876923076923077)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.733333333333333)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:08.466571,"(2.35, 2.68, 2.5876923076923077)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.733333333333333)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:09.666749,"(2.35, 2.68, 2.5876923076923077)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.866666666666667)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:10.958474,"(2.35, 2.68, 2.623529411764706)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.866666666666667)","(10.0, 13.0, 12.166666666666666)"
11-01-2023 15:06:12.221826,"(2.35, 2.68, 2.623529411764706)","(21.0, 50.0, 46.18181818181818)","(4.0, 5.4, 5.04)","(26.0, 75.0, 57.05263157894737)","(5.0, 7.6, 7.509090909090909)","(18.0, 34.0, 32.125)","(5.5, 8.0, 7.866666666666667)","(10.0, 13.0, 12.166666666666666)"
