,Smiling Walnut,Chinotto Girl,Jingalong Lotte,Ginger Jess,Shaq Owes,Eris Lucy,Winter Skye,Shrimp Boat
10-01-2023 18:35:54.092579,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 3.0246153846153843)","(4.6, 7.0, 6.775)","(26.0, 70.0, 52.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 81.11111111111111)","(3.7, 5.1, 4.8954545454545455)","(17.0, 40.0, 39.0)"
10-01-2023 18:35:55.177764,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 3.0246153846153843)","(4.6, 7.0, 6.775)","(26.0, 70.0, 52.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.88235294117646)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 39.0)"
10-01-2023 18:35:56.266190,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.0, 2.996923076923077)","(4.6, 7.0, 6.775)","(26.0, 70.0, 52.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.88235294117646)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 39.0)"
10-01-2023 18:35:57.380404,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.0, 2.990666666666667)","(4.6, 7.0, 6.775)","(26.0, 70.0, 52.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 87.8125)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 39.0)"
10-01-2023 18:35:58.519753,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 3.0394444444444444)","(4.6, 7.0, 6.775)","(26.0, 70.0, 52.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 87.8125)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 39.0)"
10-01-2023 18:35:59.606791,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 3.006818181818182)","(4.6, 7.0, 6.775)","(26.0, 70.0, 52.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.88235294117646)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 39.0)"
10-01-2023 18:36:00.675358,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 3.006818181818182)","(4.6, 7.0, 6.775)","(26.0, 70.0, 46.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.88235294117646)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 30.666666666666668)"
10-01-2023 18:36:01.778296,"(3.9, 5.5, 5.25)","(2.7, 3.05, 2.9796296296296294)","(4.6, 7.0, 6.775)","(26.0, 70.0, 52.0)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.88235294117646)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 36.5)"
10-01-2023 18:36:02.848506,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 2.9676666666666667)","(4.6, 7.0, 6.775)","(26.0, 70.0, 59.714285714285715)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.88235294117646)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 36.5)"
10-01-2023 18:36:03.886353,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 2.9676666666666667)","(4.6, 7.0, 6.775)","(26.0, 70.0, 59.714285714285715)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.88235294117646)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 36.5)"
10-01-2023 18:36:04.962119,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 2.892142857142857)","(4.6, 7.0, 6.775)","(26.0, 70.0, 59.714285714285715)","(17.0, 28.0, 25.0)","(41.0, 90.0, 85.625)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 36.5)"
10-01-2023 18:36:06.031500,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 2.892142857142857)","(4.6, 7.0, 6.775)","(26.0, 70.0, 59.714285714285715)","(17.0, 28.0, 25.0)","(41.0, 90.0, 80.0)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 36.5)"
10-01-2023 18:36:07.083184,"(3.9, 5.5, 5.181818181818182)","(2.7, 3.05, 2.892142857142857)","(4.6, 7.0, 6.775)","(26.0, 70.0, 59.714285714285715)","(17.0, 28.0, 25.0)","(41.0, 90.0, 86.0)","(3.7, 5.1, 4.859999999999999)","(17.0, 40.0, 38.44444444444444)"
10-01-2023 18:36:08.106831,"(3.9, 5.5, 5.181818181818182)","(2.7, 2.98, 2.8966666666666665)","(4.6, 7.0, 6.775)","(26.0, 70.0, 59.714285714285715)","(17.0, 28.0, 25.0)","(41.0, 90.0, 86.0)","(3.7, 5.1, 4.8954545454545455)","(17.0, 40.0, 36.285714285714285)"
10-01-2023 18:36:09.256503,"(4.0, 5.5, 5.2)","(2.45, 2.98, 2.95)","(4.8, 7.2, 7.066666666666666)","(26.0, 70.0, 60.285714285714285)","(17.0, 28.0, 25.0)","(41.0, 90.0, 86.0)","(3.9, 5.1, 4.8954545454545455)","(17.0, 40.0, 36.285714285714285)"
10-01-2023 18:36:10.285911,"(4.0, 5.5, 5.2)","(2.45, 3.1, 2.95)","(4.8, 7.4, 7.066666666666666)","(26.0, 70.0, 60.285714285714285)","(17.0, 28.0, 25.857142857142858)","(41.0, 90.0, 86.0)","(3.9, 5.1, 4.725)","(17.0, 40.0, 36.285714285714285)"
10-01-2023 18:36:11.274115,"(4.0, 5.5, 5.2)","(2.45, 3.05, 2.96)","(4.8, 7.4, 7.066666666666666)","(26.0, 70.0, 60.285714285714285)","(17.0, 28.0, 24.4)","(41.0, 90.0, 86.0)","(3.9, 5.1, 4.725)","(17.0, 40.0, 36.285714285714285)"
10-01-2023 18:36:12.270919,"(4.0, 5.5, 5.2)","(2.4, 3.0, 2.9295652173913043)","(4.8, 7.4, 7.066666666666666)","(26.0, 70.0, 60.285714285714285)","(17.0, 28.0, 26.2)","(41.0, 90.0, 86.0)","(3.9, 5.1, 4.869230769230769)","(17.0, 40.0, 36.285714285714285)"
10-01-2023 18:36:13.303442,"(4.0, 5.5, 5.2)","(2.4, 3.0, 2.853913043478261)","(4.8, 7.4, 7.066666666666666)","(26.0, 70.0, 60.285714285714285)","(17.0, 28.0, 26.941176470588236)","(41.0, 90.0, 80.0)","(3.9, 5.1, 4.792307692307692)","(17.0, 40.0, 36.285714285714285)"
10-01-2023 18:36:14.379864,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.0, 2.856)","(4.8, 7.4, 7.015384615384615)","(26.0, 70.0, 60.285714285714285)","(17.0, 28.0, 27.333333333333332)","(41.0, 90.0, 86.0)","(3.9, 5.1, 4.907692307692308)","(17.0, 40.0, 39.03703703703704)"
10-01-2023 18:36:15.434798,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 3.0863636363636364)","(4.8, 7.4, 7.066666666666667)","(26.0, 70.0, 64.33333333333334)","(17.0, 28.0, 26.8)","(41.0, 100.0, 86.0)","(3.9, 5.0, 4.907692307692308)","(17.0, 40.0, 39.5)"
10-01-2023 18:36:16.497262,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 3.0863636363636364)","(4.8, 7.4, 7.066666666666667)","(26.0, 70.0, 60.285714285714285)","(17.0, 28.0, 26.8)","(41.0, 100.0, 86.0)","(3.9, 5.0, 4.745454545454545)","(17.0, 40.0, 39.5)"
10-01-2023 18:36:17.532819,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 3.0863636363636364)","(4.8, 7.4, 6.763636363636364)","(26.0, 70.0, 48.666666666666664)","(17.0, 28.0, 26.8)","(41.0, 100.0, 86.0)","(3.9, 5.0, 4.72)","(17.0, 40.0, 39.5)"
10-01-2023 18:36:18.556492,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.9827272727272724)","(4.8, 7.4, 6.844444444444445)","(26.0, 70.0, 48.666666666666664)","(17.0, 28.0, 27.333333333333332)","(41.0, 100.0, 86.0)","(3.9, 5.0, 4.72)","(17.0, 40.0, 39.5)"
10-01-2023 18:36:19.648937,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.9633333333333334)","(4.8, 7.4, 6.844444444444445)","(26.0, 70.0, 48.666666666666664)","(17.0, 28.0, 27.333333333333332)","(41.0, 100.0, 96.80000000000001)","(3.9, 5.0, 4.72)","(17.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:20.763436,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.9633333333333334)","(4.8, 7.4, 6.844444444444445)","(31.0, 70.0, 48.666666666666664)","(18.0, 28.0, 27.333333333333332)","(41.0, 100.0, 96.80000000000001)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:21.948713,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.9633333333333334)","(4.8, 7.4, 7.066666666666667)","(31.0, 70.0, 48.666666666666664)","(18.0, 28.0, 26.8)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:23.047251,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.953125)","(4.8, 7.4, 7.0)","(31.0, 70.0, 48.666666666666664)","(18.0, 28.0, 27.0)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:24.111095,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.953125)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 48.666666666666664)","(18.0, 29.0, 27.0)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:25.160458,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.96625)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 48.666666666666664)","(18.0, 29.0, 26.75)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:26.129587,"(4.0, 5.5, 5.172727272727273)","(2.4, 2.98, 2.96)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 48.666666666666664)","(18.0, 29.0, 26.75)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:27.079945,"(4.0, 5.5, 5.172727272727273)","(2.4, 2.98, 2.96)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 48.666666666666664)","(18.0, 29.0, 24.666666666666668)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:28.120126,"(4.0, 5.5, 5.172727272727273)","(2.4, 2.98, 2.96)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 48.666666666666664)","(18.0, 29.0, 24.0)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:29.144736,"(4.0, 5.5, 5.172727272727273)","(2.4, 2.98, 2.96)","(4.8, 7.4, 7.066666666666667)","(31.0, 70.0, 48.666666666666664)","(18.0, 29.0, 23.46153846153846)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:30.214611,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.985)","(4.8, 7.4, 7.0)","(31.0, 70.0, 48.666666666666664)","(18.0, 29.0, 24.25)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:31.301035,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 2.9014285714285712)","(4.8, 7.4, 7.0)","(31.0, 70.0, 48.666666666666664)","(18.0, 28.0, 24.25)","(41.0, 100.0, 97.27272727272727)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:32.417714,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 3.13962441314554)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 61.5)","(18.0, 28.0, 23.625)","(41.0, 100.0, 95.83333333333334)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:33.455926,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 3.13962441314554)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 61.5)","(18.0, 28.0, 23.625)","(41.0, 100.0, 95.83333333333334)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:34.507177,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 3.13962441314554)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 61.5)","(18.0, 28.0, 23.384615384615383)","(41.0, 110.0, 104.16666666666666)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:35.563621,"(4.0, 5.5, 5.172727272727273)","(2.4, 3.15, 3.13962441314554)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 61.5)","(18.0, 28.0, 23.384615384615383)","(41.0, 110.0, 100.92592592592592)","(3.9, 5.0, 4.72)","(18.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:36.577478,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.13962441314554)","(4.8, 7.4, 6.828571428571428)","(31.0, 70.0, 61.5)","(19.0, 28.0, 23.384615384615383)","(51.0, 110.0, 104.16666666666666)","(3.9, 5.0, 4.72)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:37.677872,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.0970731707317074)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 61.5)","(19.0, 28.0, 23.384615384615383)","(51.0, 110.0, 104.16666666666666)","(3.9, 5.0, 4.72)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:38.800810,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.0970731707317074)","(4.8, 7.4, 7.066666666666666)","(31.0, 70.0, 61.5)","(19.0, 28.0, 23.384615384615383)","(51.0, 110.0, 104.16666666666666)","(3.9, 5.0, 4.72)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:39.902416,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.0970731707317074)","(4.8, 7.4, 6.866666666666666)","(31.0, 70.0, 63.2)","(19.0, 28.0, 23.384615384615383)","(51.0, 110.0, 104.16666666666666)","(3.9, 5.0, 4.669230769230769)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:40.976969,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.0970731707317074)","(4.8, 7.4, 6.866666666666666)","(31.0, 70.0, 63.2)","(19.0, 28.0, 23.384615384615383)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.6899999999999995)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:42.044479,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.0970731707317074)","(4.8, 7.4, 6.866666666666666)","(31.0, 70.0, 63.2)","(19.0, 28.0, 23.5)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.6899999999999995)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:43.096250,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.0970731707317074)","(4.8, 7.4, 6.866666666666666)","(31.0, 70.0, 63.2)","(19.0, 28.0, 25.22222222222222)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.6899999999999995)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:44.136445,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.1363636363636362)","(4.8, 7.4, 6.854545454545455)","(31.0, 70.0, 63.2)","(19.0, 27.0, 24.81818181818182)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.6899999999999995)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:45.169813,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.1184210526315788)","(4.8, 7.4, 7.019047619047619)","(31.0, 70.0, 63.2)","(19.0, 27.0, 25.22222222222222)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.669230769230769)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:46.158905,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.1184210526315788)","(4.8, 7.2, 7.011764705882353)","(31.0, 70.0, 63.2)","(19.0, 27.0, 25.22222222222222)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.6899999999999995)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:47.232289,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.1192307692307693)","(4.8, 7.2, 7.011764705882353)","(31.0, 70.0, 48.666666666666664)","(19.0, 27.0, 25.22222222222222)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.6899999999999995)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:48.272462,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.1192307692307693)","(4.8, 7.2, 7.011764705882353)","(31.0, 70.0, 48.666666666666664)","(19.0, 27.0, 25.0)","(51.0, 110.0, 104.16666666666666)","(3.9, 4.9, 4.6899999999999995)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:49.375473,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.1192307692307693)","(4.8, 7.2, 7.011764705882353)","(31.0, 70.0, 48.666666666666664)","(19.0, 27.0, 25.0)","(51.0, 110.0, 101.42857142857143)","(3.9, 4.9, 4.669230769230769)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:50.513496,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.15, 3.1192307692307693)","(4.8, 7.2, 7.011764705882353)","(31.0, 70.0, 48.666666666666664)","(19.0, 27.0, 25.0)","(51.0, 110.0, 105.0)","(3.9, 4.9, 4.669230769230769)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:51.641504,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.0861111111111112)","(4.8, 7.2, 7.011764705882353)","(31.0, 70.0, 61.55555555555556)","(19.0, 27.0, 25.0)","(51.0, 110.0, 106.08695652173913)","(3.9, 4.9, 4.669230769230769)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:52.692606,"(4.0, 5.5, 5.172727272727273)","(2.5, 3.1, 3.08)","(4.8, 7.2, 7.011764705882353)","(31.0, 65.0, 46.44444444444444)","(19.0, 27.0, 25.363636363636363)","(51.0, 110.0, 105.0)","(3.9, 4.9, 4.7)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:53.761330,"(4.0, 5.5, 5.223076923076923)","(2.5, 3.1, 3.0730769230769233)","(4.8, 7.2, 6.85)","(31.0, 48.0, 46.0)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.9, 4.725)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:54.757410,"(4.0, 5.5, 5.223076923076923)","(2.5, 3.1, 3.0730769230769233)","(4.8, 7.2, 6.85)","(31.0, 48.0, 46.0)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.699999999999999)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:55.772238,"(4.0, 5.5, 5.223076923076923)","(2.5, 3.1, 3.0730769230769233)","(4.8, 7.2, 6.779999999999999)","(31.0, 46.0, 36.25)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.699999999999999)","(19.0, 40.0, 39.43478260869565)"
10-01-2023 18:36:56.799613,"(4.0, 5.5, 5.223076923076923)","(2.5, 3.1, 3.0730769230769233)","(4.8, 7.2, 6.779999999999999)","(31.0, 46.0, 36.25)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.699999999999999)","(19.0, 40.0, 39.45833333333333)"
10-01-2023 18:36:57.873515,"(4.0, 5.5, 5.223076923076923)","(2.5, 3.1, 3.0730769230769233)","(4.8, 7.2, 6.779999999999999)","(31.0, 46.0, 36.25)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.742857142857143)","(19.0, 40.0, 39.45833333333333)"
10-01-2023 18:36:58.922612,"(4.0, 5.5, 5.35)","(2.5, 3.1, 3.0894736842105264)","(4.8, 7.2, 6.779999999999999)","(31.0, 46.0, 36.25)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.742857142857143)","(19.0, 40.0, 39.480000000000004)"
10-01-2023 18:36:59.968563,"(4.0, 5.5, 5.35)","(2.5, 3.1, 3.0894736842105264)","(4.8, 7.2, 6.8500000000000005)","(31.0, 46.0, 39.6)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.699999999999999)","(19.0, 40.0, 39.480000000000004)"
10-01-2023 18:37:01.012038,"(4.0, 5.5, 5.35)","(2.5, 3.1, 3.0894736842105264)","(4.8, 7.2, 6.85)","(31.0, 46.0, 37.36)","(19.0, 27.0, 25.714285714285715)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.699999999999999)","(19.0, 40.0, 39.0)"
10-01-2023 18:37:02.048101,"(4.0, 5.5, 5.315384615384615)","(2.5, 3.1, 3.0894736842105264)","(4.8, 7.2, 6.85)","(31.0, 46.0, 37.36)","(19.0, 27.0, 25.5)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.699999999999999)","(19.0, 40.0, 37.82608695652174)"
10-01-2023 18:37:03.071965,"(4.0, 5.5, 5.315384615384615)","(2.5, 3.1, 3.0894736842105264)","(4.8, 7.2, 6.85)","(31.0, 46.0, 37.36)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.68)","(19.0, 42.0, 37.82608695652174)"
10-01-2023 18:37:04.150449,"(4.0, 5.5, 5.315384615384615)","(2.5, 3.1, 3.062962962962963)","(4.8, 7.2, 6.9)","(31.0, 46.0, 37.23076923076923)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.678260869565217)","(19.0, 42.0, 38.0)"
10-01-2023 18:37:05.268543,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.102)","(4.8, 7.2, 6.9)","(31.0, 46.0, 37.23076923076923)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.7)","(19.0, 42.0, 38.0)"
10-01-2023 18:37:06.376995,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.102)","(4.8, 7.2, 6.9)","(31.0, 46.0, 38.11764705882353)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.8, 4.6)","(19.0, 42.0, 38.0)"
10-01-2023 18:37:07.428212,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.102)","(4.8, 7.2, 6.85)","(31.0, 44.0, 38.11764705882353)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.7, 4.533333333333333)","(19.0, 42.0, 38.19047619047619)"
10-01-2023 18:37:08.476533,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.102)","(4.8, 7.2, 6.85)","(31.0, 44.0, 38.11764705882353)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 106.08695652173913)","(3.9, 4.7, 4.52)","(19.0, 42.0, 39.407407407407405)"
10-01-2023 18:37:09.549098,"(4.0, 5.5, 5.315384615384615)","(2.5, 3.15, 3.102)","(4.8, 7.2, 6.766666666666667)","(31.0, 44.0, 38.11764705882353)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.7, 4.6)","(19.0, 42.0, 39.407407407407405)"
10-01-2023 18:37:10.641916,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.107142857142857)","(5.0, 7.2, 6.9)","(31.0, 44.0, 38.11764705882353)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.7, 4.46)","(19.0, 42.0, 39.407407407407405)"
10-01-2023 18:37:11.815628,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.0978260869565215)","(5.0, 7.2, 6.9)","(31.0, 44.0, 38.11764705882353)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.0)","(3.9, 4.7, 4.58)","(19.0, 42.0, 39.407407407407405)"
10-01-2023 18:37:12.975116,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.0978260869565215)","(5.0, 7.2, 6.733333333333333)","(31.0, 44.0, 37.111111111111114)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 101.42857142857143)","(3.8, 4.7, 4.5285714285714285)","(20.0, 42.0, 39.407407407407405)"
10-01-2023 18:37:14.130679,"(4.0, 5.5, 5.35)","(2.5, 3.15, 3.080357142857143)","(5.0, 7.2, 6.85)","(31.0, 42.0, 39.0)","(19.0, 27.0, 25.153846153846153)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.7, 4.5285714285714285)","(20.0, 42.0, 37.88235294117647)"
10-01-2023 18:37:15.279657,"(4.0, 5.5, 5.25)","(2.5, 3.15, 3.0789473684210527)","(5.0, 7.2, 6.858823529411765)","(31.0, 42.0, 39.42857142857143)","(19.0, 27.0, 25.363636363636363)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.7, 4.493548387096774)","(20.0, 42.0, 39.925925925925924)"
10-01-2023 18:37:16.378593,"(4.0, 5.7, 5.58)","(2.5, 3.1, 3.0733333333333333)","(5.0, 7.0, 6.858823529411765)","(31.0, 42.0, 40.0)","(19.0, 27.0, 25.363636363636363)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.5, 4.495652173913043)","(20.0, 42.0, 39.16129032258065)"
10-01-2023 18:37:17.472635,"(4.0, 5.6, 5.236363636363636)","(2.5, 3.1, 3.09)","(5.0, 6.8, 6.633333333333334)","(31.0, 42.0, 39.42857142857143)","(19.0, 27.0, 25.363636363636363)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.6, 4.366666666666667)","(20.0, 42.0, 39.16129032258065)"
10-01-2023 18:37:18.533333,"(4.0, 5.5, 5.192307692307692)","(2.5, 3.15, 3.0964285714285715)","(5.0, 7.0, 6.75)","(31.0, 42.0, 39.42857142857143)","(19.0, 27.0, 25.2)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.4, 4.366666666666667)","(20.0, 42.0, 39.16129032258065)"
10-01-2023 18:37:19.573836,"(4.0, 5.5, 5.166666666666666)","(2.5, 3.15, 3.103846153846154)","(5.0, 7.0, 6.7)","(31.0, 42.0, 39.42857142857143)","(19.0, 27.0, 25.2)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.4, 4.366666666666667)","(20.0, 42.0, 39.16129032258065)"
10-01-2023 18:37:20.707061,"(4.0, 5.5, 5.166666666666666)","(2.5, 3.15, 3.1107142857142858)","(5.0, 7.0, 6.766666666666667)","(31.0, 42.0, 39.42857142857143)","(19.0, 27.0, 25.2)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.4, 4.366666666666667)","(20.0, 42.0, 39.16129032258065)"
10-01-2023 18:37:21.807020,"(4.0, 5.5, 5.166666666666666)","(2.5, 3.15, 3.1107142857142858)","(5.0, 7.0, 6.766666666666667)","(31.0, 42.0, 39.42857142857143)","(19.0, 27.0, 25.2)","(51.0, 110.0, 105.83333333333334)","(3.8, 4.4, 4.3500000000000005)","(20.0, 42.0, 39.16129032258065)"
