,Cyber Crime,Minor Ash,Curly Fries,Hosey Sidekick,Hang A Boot,Call Me Kiah,Mepunga Reject,Jagger Bale
07-12-2022 19:10:39.518141,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.58, 2.5114285714285716)","(4.2, 5.9, 4.871428571428572)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:40.757144,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.58, 2.5114285714285716)","(4.2, 5.9, 5.3)","(15.0, 20.0, 18.90909090909091)","(8.0, 19.5, 19.166666666666668)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:41.879388,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.58, 2.5114285714285716)","(4.2, 5.9, 5.192857142857143)","(15.0, 20.0, 18.285714285714285)","(8.0, 19.5, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:42.985928,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.58, 2.4952941176470587)","(4.2, 5.9, 5.0)","(15.0, 20.0, 18.875)","(8.0, 20.0, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:44.094835,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.56, 2.471111111111111)","(4.2, 5.9, 5.0)","(15.0, 19.5, 18.875)","(8.0, 20.0, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:45.230510,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.56, 2.428235294117647)","(4.2, 5.9, 5.0)","(15.0, 19.5, 18.875)","(8.0, 20.0, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:46.359730,"(13.0, 25.0, 19.428571428571427)","(2.1, 2.54, 2.4389473684210525)","(4.2, 5.9, 5.514285714285714)","(15.0, 19.5, 18.75)","(8.0, 20.0, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:47.498848,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.54, 2.4458823529411764)","(4.2, 5.9, 5.214285714285714)","(16.0, 19.5, 18.75)","(8.5, 20.0, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:48.697427,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.54, 2.4458823529411764)","(4.2, 5.9, 5.214285714285714)","(16.0, 19.5, 18.75)","(8.5, 20.0, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:49.924954,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.254)","(4.2, 5.9, 5.214285714285714)","(16.0, 19.5, 18.75)","(8.5, 20.0, 19.61111111111111)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:51.213071,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.3049999999999997)","(4.2, 5.9, 5.385714285714285)","(16.0, 19.5, 18.75)","(8.5, 20.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:52.497987,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.3049999999999997)","(4.2, 5.9, 5.385714285714285)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:53.651572,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.3326315789473684)","(4.2, 5.9, 5.385714285714285)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:54.761910,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.312)","(4.2, 5.9, 5.385714285714285)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:55.865591,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.3306666666666667)","(4.2, 5.9, 5.61764705882353)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:57.124586,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.349333333333333)","(4.2, 5.9, 5.61764705882353)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 59.519999999999996)"
07-12-2022 19:10:58.316197,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.368)","(4.2, 5.9, 5.61764705882353)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 61.913043478260875)"
07-12-2022 19:10:59.521175,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.368)","(4.2, 5.9, 5.61764705882353)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:00.785558,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.46, 2.3957142857142855)","(4.2, 5.9, 5.709090909090909)","(16.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.0, 5.5, 5.15)","(18.0, 29.0, 23.0)","(21.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:02.252241,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.46, 2.385)","(4.2, 5.9, 5.717391304347826)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 5.15)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:03.624253,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.46, 2.374285714285714)","(4.2, 5.9, 5.808695652173913)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 5.15)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:04.907091,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.3771428571428572)","(4.2, 5.9, 5.783333333333333)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 5.15)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:06.131061,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.3771428571428572)","(4.2, 5.9, 5.783333333333333)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 5.15)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:07.381252,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.506153846153846)","(4.2, 5.9, 5.7)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.877777777777777)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:08.668865,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.5)","(4.2, 5.9, 5.746153846153846)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.9399999999999995)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:09.965506,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.5)","(4.2, 5.9, 5.8375)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:11.212712,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.5)","(4.2, 5.9, 5.8375)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:12.588456,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.493333333333333)","(4.2, 5.9, 5.722222222222222)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:13.850187,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.493333333333333)","(4.2, 5.9, 5.722222222222222)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:15.192280,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.493333333333333)","(4.2, 5.9, 5.825925925925926)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:16.493887,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.493333333333333)","(4.2, 5.9, 5.722222222222222)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:17.753496,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.3955555555555557)","(4.2, 5.9, 5.722222222222222)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:18.998806,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.52, 2.3955555555555557)","(4.2, 5.9, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:20.095698,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.46)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:21.337960,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.3545454545454545)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:22.476429,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.3545454545454545)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:23.662580,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.376923076923077)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 61.913043478260875)"
07-12-2022 19:11:24.826031,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.54, 2.538181818181818)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 75.0, 62.4)"
07-12-2022 19:11:26.050617,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.54, 2.5393548387096776)","(4.2, 6.0, 5.896551724137931)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 63.05882352941177)"
07-12-2022 19:11:27.280240,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.55)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:28.445312,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.55)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:29.869372,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.540952380952381)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:31.148151,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.540952380952381)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 22.77777777777778)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:32.282531,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.540952380952381)","(4.2, 6.0, 5.672727272727273)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:33.512877,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.540952380952381)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:34.999756,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.535)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:36.424044,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.535)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 22.77777777777778)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:37.726836,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.535)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 22.77777777777778)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:38.957966,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.56, 2.517894736842105)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:40.216714,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.418461538461538)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:41.484957,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.418461538461538)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 19.0, 18.852941176470587)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:42.676720,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.418461538461538)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 19.0, 20.9)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:43.902085,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.4425)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 22.0, 20.9)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:45.175908,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.4425)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 22.0, 20.9)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:46.493324,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.4425)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 22.0, 20.9)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:47.810559,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.4425)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 22.0, 20.9)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 63.05882352941177)"
07-12-2022 19:11:48.990961,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.48, 2.45)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 22.0, 20.9)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 65.0, 62.4)"
07-12-2022 19:11:50.218993,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.4652173913043476)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 22.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:11:51.630080,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.4833333333333334)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:11:53.147870,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.5)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:11:54.549829,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.5)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:11:55.977028,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.5)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:11:57.438465,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 21.0, 20.289473684210527)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:11:58.845118,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 20.289473684210527)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:00.415651,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 20.289473684210527)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:01.859169,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 20.289473684210527)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:03.263317,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.875862068965517)","(17.0, 19.5, 18.75)","(8.5, 21.0, 20.289473684210527)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:04.611617,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 20.9)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:06.012401,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 22.0, 20.166666666666668)","(4.2, 5.5, 4.841176470588235)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:07.382582,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 22.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:08.649277,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:09.926222,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7272727272727275)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.26923076923077)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:11.321566,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.631578947368421)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:12.673846,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.631578947368421)","(17.0, 19.5, 18.75)","(8.5, 21.0, 20.9)","(4.2, 5.5, 4.841176470588235)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:13.957016,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7729729729729735)","(17.0, 19.5, 18.75)","(8.5, 22.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:15.150903,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7729729729729735)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:16.326919,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.631578947368421)","(17.0, 19.5, 18.75)","(8.5, 21.0, 19.928571428571427)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:17.563113,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.631578947368421)","(17.0, 19.5, 18.75)","(8.5, 21.0, 21.676470588235293)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:18.858862,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7729729729729735)","(17.0, 19.5, 18.75)","(8.5, 22.0, 21.676470588235293)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:20.095376,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7729729729729735)","(17.0, 19.5, 18.75)","(8.5, 22.0, 21.676470588235293)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:21.409129,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.7729729729729735)","(17.0, 19.5, 18.75)","(8.5, 22.0, 21.676470588235293)","(4.2, 5.5, 4.8538461538461535)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:22.642779,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.631578947368421)","(17.0, 19.5, 18.75)","(8.5, 22.0, 21.676470588235293)","(4.2, 5.5, 4.841176470588235)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
07-12-2022 19:12:23.837739,"(14.0, 25.0, 19.428571428571427)","(2.05, 2.5, 2.48)","(4.2, 6.0, 5.631578947368421)","(17.0, 19.5, 18.75)","(8.5, 22.0, 21.676470588235293)","(4.2, 5.5, 4.841176470588235)","(18.0, 29.0, 23.0)","(26.0, 70.0, 62.4)"
