,Boomer Shannon,Onya Sonya,Limousine Cheeky,Wellsaidmylady,Lady Rockabellum,Magic Tulhurst,Our Redemption,Special Spin
07-12-2022 20:13:08.138146,"(5.0, 6.8, 6.125)","(71.0, 310.0, 268.1818181818182)","(4.0, 5.9, 5.316666666666666)","(11.0, 19.5, 17.666666666666668)","(11.0, 12.5, 11.7)","(16.0, 44.0, 34.5)","(2.8, 3.8, 3.75)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:09.439350,"(5.0, 6.8, 6.125)","(71.0, 310.0, 268.1818181818182)","(4.0, 5.9, 5.550000000000001)","(11.0, 19.5, 15.833333333333334)","(11.0, 12.5, 11.7)","(16.0, 44.0, 34.5)","(2.8, 3.8, 3.75)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:10.799639,"(5.0, 6.8, 6.125)","(71.0, 310.0, 160.0)","(4.0, 5.9, 5.26)","(11.0, 19.5, 18.0)","(11.0, 12.5, 11.7)","(16.0, 44.0, 30.5)","(2.8, 3.8, 3.75)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:12.204926,"(5.0, 6.8, 6.125)","(71.0, 310.0, 268.1818181818182)","(4.0, 5.4, 5.9)","(11.0, 19.5, 18.5)","(11.0, 12.5, 11.7)","(16.0, 34.0, 26.5)","(2.8, 3.8, 3.75)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:13.476962,"(5.0, 6.8, 6.125)","(71.0, 310.0, 268.1818181818182)","(4.0, 6.2, 5.550000000000001)","(11.0, 19.5, 16.285714285714285)","(11.0, 12.5, 11.7)","(16.0, 32.0, 26.5)","(2.8, 3.8, 3.75)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:14.740963,"(5.0, 6.8, 6.125)","(71.0, 310.0, 268.1818181818182)","(4.0, 6.0, 5.542857142857143)","(11.0, 19.5, 17.666666666666668)","(11.0, 12.5, 11.7)","(16.0, 32.0, 21.5)","(2.8, 3.8, 3.75)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:16.168306,"(5.0, 6.8, 6.125)","(71.0, 310.0, 256.6666666666667)","(4.0, 6.0, 5.3352941176470585)","(11.0, 19.0, 19.0)","(11.0, 12.5, 11.7)","(16.0, 32.0, 27.666666666666668)","(2.8, 3.8, 3.75)","(4.4, 5.6, 5.157142857142857)"
07-12-2022 20:13:17.592431,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.9, 5.33)","(11.0, 23.0, 18.81818181818182)","(11.0, 12.5, 11.7)","(16.0, 30.0, 25.666666666666664)","(2.8, 3.8, 3.75)","(4.4, 5.5, 5.157142857142857)"
07-12-2022 20:13:19.326092,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.9, 5.383333333333333)","(11.0, 22.0, 18.5)","(11.0, 12.5, 11.7)","(16.0, 30.0, 25.666666666666664)","(2.8, 3.8, 3.77)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:20.990429,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.8, 5.152631578947368)","(11.0, 22.0, 18.5)","(11.0, 12.5, 11.7)","(16.0, 30.0, 25.666666666666664)","(2.8, 3.8, 3.77)","(4.4, 5.6, 5.266666666666667)"
07-12-2022 20:13:22.865269,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.3, 5.206666666666667)","(11.0, 22.0, 17.0)","(11.0, 12.5, 11.7)","(16.0, 30.0, 25.666666666666664)","(2.8, 3.8, 3.77)","(4.4, 5.6, 5.457142857142856)"
07-12-2022 20:13:24.326253,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.3, 5.670588235294118)","(11.0, 20.0, 16.11111111111111)","(11.0, 12.5, 11.833333333333334)","(16.0, 30.0, 27.545454545454547)","(2.8, 3.8, 3.77)","(4.4, 5.6, 5.488888888888889)"
07-12-2022 20:13:25.831364,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.306666666666667)","(11.0, 20.0, 16.11111111111111)","(11.0, 12.5, 11.833333333333334)","(16.0, 30.0, 27.545454545454547)","(2.8, 3.8, 3.77)","(4.4, 5.9, 5.530769230769231)"
07-12-2022 20:13:27.215979,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.4, 5.35)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.833333333333334)","(16.0, 30.0, 26.625)","(2.8, 3.8, 3.77)","(4.4, 5.9, 5.530769230769231)"
07-12-2022 20:13:28.635363,"(5.0, 6.8, 6.125)","(71.0, 310.0, 254.0)","(4.0, 5.4, 5.677272727272728)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.833333333333334)","(16.0, 30.0, 28.65)","(2.8, 3.8, 3.77)","(4.4, 5.9, 5.530769230769231)"
07-12-2022 20:13:29.934074,"(5.0, 6.8, 6.125)","(71.0, 310.0, 254.0)","(4.0, 5.7, 5.628571428571429)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.38888888888889)","(16.0, 30.0, 28.65)","(2.8, 3.8, 3.77)","(4.4, 5.9, 5.508333333333333)"
07-12-2022 20:13:31.220864,"(5.0, 6.8, 6.125)","(71.0, 310.0, 254.0)","(4.0, 5.7, 5.628571428571429)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.38888888888889)","(16.0, 30.0, 28.65)","(2.8, 3.8, 3.77)","(4.4, 5.8, 5.52)"
07-12-2022 20:13:32.529921,"(5.0, 6.8, 6.125)","(71.0, 310.0, 254.0)","(4.0, 5.7, 5.6)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.38888888888889)","(16.0, 30.0, 34.77777777777778)","(2.8, 3.8, 3.77)","(4.4, 5.7, 5.3999999999999995)"
07-12-2022 20:13:33.838495,"(5.0, 6.8, 6.125)","(71.0, 310.0, 282.0)","(4.0, 5.7, 5.6)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.38888888888889)","(16.0, 40.0, 30.18181818181818)","(2.8, 3.8, 3.75)","(4.4, 6.0, 5.566666666666666)"
07-12-2022 20:13:35.102736,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.225)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.38888888888889)","(16.0, 38.0, 31.666666666666664)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.566666666666666)"
07-12-2022 20:13:36.346184,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.6, 5.4125)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.833333333333334)","(16.0, 36.0, 31.166666666666664)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.429411764705883)"
07-12-2022 20:13:37.635369,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.6, 5.25)","(11.0, 20.0, 17.307692307692307)","(11.0, 12.5, 11.833333333333334)","(16.0, 38.0, 31.166666666666664)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.429411764705883)"
07-12-2022 20:13:38.973801,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.3, 5.283333333333333)","(11.0, 20.0, 17.375)","(11.0, 12.5, 11.833333333333334)","(16.0, 38.0, 31.166666666666664)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.566666666666666)"
07-12-2022 20:13:40.347584,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.225)","(11.0, 20.0, 17.375)","(11.0, 12.5, 11.38888888888889)","(16.0, 38.0, 31.166666666666664)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.4818181818181815)"
07-12-2022 20:13:41.522764,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.6, 5.4125)","(11.0, 20.0, 15.833333333333334)","(11.0, 12.5, 11.833333333333334)","(16.0, 38.0, 31.0)","(2.8, 3.8, 3.75)","(4.4, 5.7, 5.508333333333333)"
07-12-2022 20:13:42.803172,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.6, 5.4125)","(11.0, 19.5, 15.833333333333334)","(11.0, 12.5, 11.833333333333334)","(16.0, 38.0, 31.0)","(2.8, 3.8, 3.75)","(4.4, 5.8, 5.625)"
07-12-2022 20:13:44.182877,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.6, 5.199999999999999)","(11.0, 19.5, 17.666666666666668)","(11.0, 12.5, 11.833333333333334)","(16.0, 38.0, 31.0)","(2.8, 3.8, 3.75)","(4.4, 5.7, 5.625)"
07-12-2022 20:13:45.566962,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.3, 5.616666666666667)","(11.0, 19.5, 17.666666666666668)","(11.0, 12.5, 11.833333333333334)","(16.0, 38.0, 31.0)","(2.8, 3.8, 3.75)","(4.4, 5.7, 5.530769230769231)"
07-12-2022 20:13:46.866017,"(5.0, 6.8, 6.125)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 19.5, 16.2)","(11.0, 12.5, 11.833333333333334)","(16.0, 38.0, 25.7)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:13:48.236287,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 23.0, 16.3)","(11.0, 12.5, 12.0)","(16.0, 38.0, 26.75)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.233333333333333)"
07-12-2022 20:13:49.487341,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 19.0, 17.166666666666668)","(11.0, 12.5, 12.1)","(16.0, 36.0, 25.75)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.2846153846153845)"
07-12-2022 20:13:50.734414,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 18.5, 18.25)","(11.0, 12.5, 12.1)","(16.0, 34.0, 25.75)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.366666666666666)"
07-12-2022 20:13:52.075161,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 22.0, 18.833333333333332)","(11.0, 12.5, 12.1)","(16.0, 34.0, 27.857142857142858)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.366666666666666)"
07-12-2022 20:13:53.348057,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 21.0, 16.666666666666668)","(11.0, 12.5, 12.1)","(16.0, 32.0, 29.583333333333332)","(2.8, 3.8, 3.75)","(4.4, 5.9, 5.55)"
07-12-2022 20:13:54.715711,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 21.0, 15.722222222222221)","(11.0, 12.5, 12.1)","(16.0, 32.0, 27.818181818181817)","(2.8, 3.8, 3.8166666666666664)","(4.4, 5.7, 5.55)"
07-12-2022 20:13:55.989031,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 15.722222222222221)","(11.0, 12.5, 12.1)","(16.0, 30.0, 27.818181818181817)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.55)"
07-12-2022 20:13:57.233877,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 15.285714285714286)","(11.0, 12.5, 12.1)","(16.0, 30.0, 25.4)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.55)"
07-12-2022 20:13:58.453252,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 15.285714285714286)","(11.0, 12.5, 12.1)","(16.0, 30.0, 33.125)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.366666666666666)"
07-12-2022 20:13:59.617997,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 15.285714285714286)","(11.0, 12.5, 12.1)","(16.0, 38.0, 29.0)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.366666666666666)"
07-12-2022 20:14:00.740935,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 15.285714285714286)","(11.0, 12.5, 12.1)","(16.0, 36.0, 29.0)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.55)"
07-12-2022 20:14:01.918178,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.923076923076923)","(11.0, 12.5, 12.1)","(16.0, 36.0, 31.4)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.55)"
07-12-2022 20:14:03.029847,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.461538461538462)","(11.0, 12.5, 12.1)","(16.0, 40.0, 31.4)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.55)"
07-12-2022 20:14:04.169674,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 40.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.55)"
07-12-2022 20:14:05.311421,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 38.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.625)"
07-12-2022 20:14:06.508216,"(5.0, 6.8, 6.125)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 38.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.8, 5.3625)"
07-12-2022 20:14:07.714159,"(5.0, 7.6, 6.24)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.461538461538462)","(11.0, 12.5, 12.1)","(16.0, 38.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.8, 5.2615384615384615)"
07-12-2022 20:14:08.928042,"(5.0, 7.4, 6.65)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 38.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.8, 5.325)"
07-12-2022 20:14:10.221909,"(5.0, 7.0, 6.8428571428571425)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 38.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.325)"
07-12-2022 20:14:11.664377,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 38.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:13.018986,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 38.0, 30.2)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:14.446120,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 38.0, 27.8)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:15.691479,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.666666666666666)","(11.0, 12.5, 12.1)","(16.0, 34.0, 28.625)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:16.956793,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 32.0, 29.545454545454547)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:18.234263,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 32.0, 27.909090909090907)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:19.511956,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 30.0, 27.909090909090907)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:20.710228,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 30.0, 25.8)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:21.878201,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 30.0, 25.8)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.46)"
07-12-2022 20:14:23.048917,"(5.0, 7.0, 6.633333333333334)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 30.0, 25.8)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.306666666666667)"
07-12-2022 20:14:24.303590,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.6, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 30.0, 27.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 6.0, 5.410526315789474)"
07-12-2022 20:14:25.452194,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 12.1)","(16.0, 30.0, 27.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 6.0, 5.3)"
07-12-2022 20:14:26.602565,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 11.73076923076923)","(16.0, 30.0, 27.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 6.0, 5.327272727272727)"
07-12-2022 20:14:27.645954,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.681818181818182)","(11.0, 12.5, 11.73076923076923)","(16.0, 30.0, 27.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.327272727272727)"
07-12-2022 20:14:28.735654,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.73076923076923)","(16.0, 30.0, 27.142857142857142)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.433333333333334)"
07-12-2022 20:14:30.019365,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 282.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.73076923076923)","(16.0, 30.0, 27.142857142857142)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.433333333333334)"
07-12-2022 20:14:31.162417,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 282.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.73076923076923)","(16.0, 30.0, 33.33333333333333)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.433333333333334)"
07-12-2022 20:14:32.405699,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 282.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.0)","(11.0, 12.5, 11.73076923076923)","(16.0, 36.0, 34.875)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.316666666666666)"
07-12-2022 20:14:33.617069,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 254.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.0)","(11.0, 12.5, 11.73076923076923)","(16.0, 40.0, 33.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.316666666666666)"
07-12-2022 20:14:34.822318,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 254.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.0)","(11.0, 12.5, 11.73076923076923)","(16.0, 38.0, 33.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.316666666666666)"
07-12-2022 20:14:36.138579,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 264.2857142857143)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.0)","(11.0, 12.5, 11.73076923076923)","(16.0, 38.0, 33.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.9, 5.371428571428572)"
07-12-2022 20:14:37.298012,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 264.2857142857143)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.222222222222221)","(11.0, 12.5, 11.73076923076923)","(16.0, 38.0, 32.85714285714286)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.8, 5.32)"
07-12-2022 20:14:38.500174,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 264.2857142857143)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.222222222222221)","(11.0, 12.5, 11.73076923076923)","(16.0, 38.0, 32.85714285714286)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.8, 5.366666666666667)"
07-12-2022 20:14:39.760236,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 264.2857142857143)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.222222222222221)","(11.0, 12.5, 11.73076923076923)","(16.0, 38.0, 32.85714285714286)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.366666666666667)"
07-12-2022 20:14:40.981908,"(5.0, 7.0, 6.5875)","(71.0, 310.0, 264.2857142857143)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.222222222222221)","(11.0, 12.5, 11.38888888888889)","(16.0, 38.0, 33.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.366666666666667)"
07-12-2022 20:14:42.354695,"(5.0, 7.0, 6.45)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.222222222222221)","(11.0, 12.5, 11.59090909090909)","(16.0, 38.0, 33.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.557142857142857)"
07-12-2022 20:14:43.611652,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.0)","(11.0, 12.5, 11.59090909090909)","(16.0, 38.0, 33.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 5.7, 5.4222222222222225)"
07-12-2022 20:14:44.812909,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.0)","(11.0, 12.5, 11.59090909090909)","(16.0, 38.0, 33.375)","(2.8, 3.9, 3.7214285714285715)","(4.4, 6.0, 5.4222222222222225)"
07-12-2022 20:14:46.034941,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.0)","(11.0, 12.5, 11.59090909090909)","(16.0, 38.0, 32.85714285714286)","(2.8, 3.9, 3.8499999999999996)","(4.4, 6.0, 5.34)"
07-12-2022 20:14:47.204820,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.428571428571429)","(11.0, 12.5, 11.59090909090909)","(16.0, 38.0, 25.25)","(2.8, 4.1, 3.75)","(4.4, 5.9, 5.34)"
07-12-2022 20:14:48.377399,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.59090909090909)","(16.0, 38.0, 31.0)","(2.8, 4.0, 3.75)","(4.4, 5.9, 5.48)"
07-12-2022 20:14:49.576319,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.59090909090909)","(16.0, 36.0, 31.636363636363637)","(2.8, 4.0, 3.75)","(4.4, 5.9, 5.48)"
07-12-2022 20:14:50.847799,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 278.0)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.59090909090909)","(16.0, 34.0, 30.57142857142857)","(2.8, 4.0, 3.75)","(4.4, 5.9, 5.32)"
07-12-2022 20:14:52.171986,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.59090909090909)","(16.0, 34.0, 30.57142857142857)","(2.8, 4.0, 3.785714285714286)","(4.4, 5.8, 5.363636363636363)"
07-12-2022 20:14:53.459002,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.59090909090909)","(16.0, 34.0, 30.57142857142857)","(2.8, 4.0, 3.785714285714286)","(4.4, 5.8, 5.363636363636363)"
07-12-2022 20:14:54.679306,"(5.0, 7.0, 6.292857142857143)","(71.0, 310.0, 267.1428571428571)","(4.0, 5.7, 5.616666666666667)","(11.0, 20.0, 14.366666666666667)","(11.0, 12.5, 11.59090909090909)","(16.0, 34.0, 31.636363636363637)","(2.8, 4.0, 3.785714285714286)","(4.4, 5.8, 5.5)"
