,Boomer Shannon,Onya Sonya,Limousine Cheeky,Wellsaidmylady,Lady Rockabellum,Magic Tulhurst,Our Redemption,Special Spin
07-12-2022 20:10:46.395458,"(5.0, 6.4, 6.133333333333334)","(71.0, 340.0, 295.4545454545455)","(4.0, 5.0, 4.946153846153846)","(11.0, 21.0, 17.5)","(10.0, 16.5, 15.1)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.3076923076923075)"
07-12-2022 20:10:47.520475,"(5.0, 6.4, 6.133333333333334)","(71.0, 340.0, 295.4545454545455)","(4.0, 5.0, 4.903448275862069)","(11.0, 21.0, 17.5)","(10.0, 17.5, 15.1)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.9, 5.076923076923077)"
07-12-2022 20:10:48.718305,"(5.0, 6.4, 6.133333333333334)","(71.0, 340.0, 258.33333333333337)","(4.0, 4.9, 4.34)","(11.0, 21.0, 17.5)","(10.0, 17.5, 15.25)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.4, 5.076923076923077)"
07-12-2022 20:10:49.818655,"(5.0, 6.4, 6.2)","(71.0, 340.0, 258.33333333333337)","(4.0, 4.9, 4.34)","(11.0, 21.0, 17.5)","(10.0, 16.5, 15.25)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.738888888888889)","(4.4, 5.4, 5.076923076923077)"
07-12-2022 20:10:50.917250,"(5.0, 6.4, 6.2)","(71.0, 340.0, 258.33333333333337)","(4.0, 4.8, 4.775)","(11.0, 21.0, 17.5)","(10.0, 16.5, 14.5)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.4, 5.05)"
07-12-2022 20:10:52.015236,"(5.0, 6.4, 6.2)","(71.0, 340.0, 293.6363636363636)","(4.0, 5.0, 4.5200000000000005)","(11.0, 21.0, 17.5)","(10.0, 16.5, 14.5)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.4, 5.05)"
07-12-2022 20:10:53.225788,"(5.0, 6.4, 6.125)","(71.0, 340.0, 271.42857142857144)","(4.0, 5.0, 4.947058823529412)","(11.0, 21.0, 17.0)","(10.0, 16.5, 14.5)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.721428571428571)","(4.4, 5.4, 5.027272727272727)"
07-12-2022 20:10:54.629749,"(5.0, 6.4, 6.216666666666667)","(71.0, 340.0, 271.42857142857144)","(4.0, 5.0, 4.947058823529412)","(11.0, 20.0, 16.75)","(10.0, 16.5, 14.875)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.721428571428571)","(4.4, 5.3, 4.805882352941176)"
07-12-2022 20:10:55.881675,"(5.0, 6.4, 6.216666666666667)","(71.0, 340.0, 248.0)","(4.0, 5.0, 4.947058823529412)","(11.0, 19.5, 16.75)","(10.0, 16.0, 13.9)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.65)","(4.4, 5.3, 5.1)"
07-12-2022 20:10:57.092024,"(5.0, 6.4, 6.114285714285715)","(71.0, 340.0, 248.0)","(4.0, 5.0, 4.925)","(11.0, 19.5, 16.75)","(10.0, 15.5, 13.9)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.65)","(4.4, 5.2, 5.140000000000001)"
07-12-2022 20:10:58.246246,"(5.0, 6.4, 6.218181818181819)","(71.0, 340.0, 248.0)","(4.0, 5.0, 5.028888888888889)","(11.0, 19.5, 16.75)","(10.0, 15.5, 15.7)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.2, 5.183333333333334)"
07-12-2022 20:10:59.456729,"(5.0, 6.4, 6.114285714285715)","(71.0, 340.0, 277.1428571428571)","(4.0, 5.1, 5.015789473684211)","(11.0, 19.5, 16.75)","(10.0, 18.5, 13.136363636363637)","(14.0, 29.0, 20.0)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.3, 5.183333333333334)"
07-12-2022 20:11:00.635436,"(5.0, 6.4, 6.114285714285715)","(71.0, 340.0, 303.3333333333333)","(4.0, 5.1, 4.953333333333333)","(11.0, 19.5, 16.75)","(10.0, 17.5, 13.136363636363637)","(14.0, 29.0, 23.8)","(2.7, 3.8, 3.6166666666666667)","(4.4, 5.3, 5.16)"
07-12-2022 20:11:01.744284,"(5.0, 6.4, 6.114285714285715)","(71.0, 340.0, 256.0)","(4.0, 5.0, 4.65)","(11.0, 19.5, 17.666666666666668)","(10.0, 17.5, 13.666666666666666)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.55)","(4.4, 5.3, 5.2124999999999995)"
07-12-2022 20:11:02.794401,"(5.0, 6.4, 5.8)","(71.0, 340.0, 256.0)","(4.0, 5.0, 4.939130434782609)","(11.0, 19.5, 17.666666666666668)","(10.0, 17.0, 14.25)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.55)","(4.4, 5.3, 5.16)"
07-12-2022 20:11:03.876650,"(5.0, 7.6, 5.733333333333333)","(71.0, 340.0, 256.0)","(4.0, 5.0, 4.939130434782609)","(11.0, 19.0, 18.0)","(10.0, 16.5, 14.25)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7545454545454544)","(4.4, 5.3, 5.16)"
07-12-2022 20:11:04.996462,"(5.0, 7.4, 5.975)","(71.0, 340.0, 282.8571428571429)","(4.0, 4.9, 4.8875)","(11.0, 19.0, 18.0)","(10.0, 16.5, 14.25)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7545454545454544)","(4.4, 5.3, 5.16)"
07-12-2022 20:11:06.182108,"(5.0, 7.2, 6.35)","(71.0, 340.0, 282.8571428571429)","(4.0, 5.1, 4.8545454545454545)","(11.0, 18.5, 17.0)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7545454545454544)","(4.4, 5.3, 5.16)"
07-12-2022 20:11:07.333310,"(5.0, 7.2, 5.925)","(71.0, 340.0, 282.8571428571429)","(4.0, 5.1, 4.966666666666667)","(11.0, 18.5, 20.666666666666668)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7375)","(4.4, 5.3, 5.16)"
07-12-2022 20:11:08.415799,"(5.0, 6.2, 5.5777777777777775)","(71.0, 340.0, 256.0)","(4.0, 5.0, 4.966666666666667)","(11.0, 24.0, 20.666666666666668)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7375)","(4.4, 5.3, 4.970588235294118)"
07-12-2022 20:11:09.528414,"(5.0, 6.0, 5.75)","(71.0, 340.0, 190.0)","(4.0, 4.9, 4.324242424242424)","(11.0, 22.0, 18.57142857142857)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.6875)","(4.4, 5.3, 4.833333333333333)"
07-12-2022 20:11:10.920627,"(5.0, 6.0, 5.75)","(71.0, 330.0, 205.0)","(4.0, 5.1, 5.04375)","(11.0, 22.0, 18.0)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.6875)","(4.4, 5.3, 4.833333333333333)"
07-12-2022 20:11:12.271861,"(5.0, 6.0, 5.75)","(71.0, 320.0, 205.0)","(4.0, 5.1, 4.8999999999999995)","(11.0, 21.0, 17.428571428571427)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.755)","(4.4, 5.3, 4.833333333333333)"
07-12-2022 20:11:13.511662,"(5.0, 6.0, 5.75)","(71.0, 320.0, 205.0)","(4.0, 5.1, 5.13972602739726)","(11.0, 20.0, 20.666666666666668)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7357142857142858)","(4.4, 5.3, 4.833333333333333)"
07-12-2022 20:11:14.711849,"(5.0, 6.0, 5.75)","(71.0, 320.0, 205.0)","(4.0, 5.2, 4.417777777777778)","(11.0, 24.0, 18.57142857142857)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7357142857142858)","(4.4, 5.3, 4.833333333333333)"
07-12-2022 20:11:15.893008,"(5.0, 6.0, 5.75)","(71.0, 320.0, 205.0)","(4.0, 5.2, 4.9)","(11.0, 22.0, 18.666666666666668)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.575)","(4.4, 5.3, 4.833333333333333)"
07-12-2022 20:11:17.175207,"(5.0, 6.0, 5.571428571428571)","(71.0, 320.0, 205.0)","(4.0, 5.2, 4.9)","(11.0, 21.0, 15.875)","(10.0, 16.0, 13.333333333333334)","(14.0, 29.0, 20.666666666666668)","(2.7, 3.8, 3.7555555555555555)","(4.4, 5.3, 4.833333333333333)"
07-12-2022 20:11:18.444493,"(5.0, 6.0, 5.583333333333333)","(71.0, 380.0, 252.14285714285714)","(4.0, 5.2, 5.124137931034483)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7789473684210524)","(4.4, 5.3, 4.869230769230769)"
07-12-2022 20:11:19.692756,"(5.0, 6.0, 5.6875)","(71.0, 370.0, 252.14285714285714)","(4.0, 5.2, 5.124137931034483)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7789473684210524)","(4.4, 5.3, 5.005263157894737)"
07-12-2022 20:11:20.868923,"(5.0, 6.2, 5.690909090909091)","(71.0, 370.0, 252.14285714285714)","(4.0, 5.2, 5.048275862068966)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7636363636363637)","(4.4, 5.3, 5.005263157894737)"
07-12-2022 20:11:22.017624,"(5.0, 6.2, 5.690909090909091)","(71.0, 370.0, 252.14285714285714)","(4.0, 5.2, 5.048275862068966)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7636363636363637)","(4.4, 5.3, 5.005263157894737)"
07-12-2022 20:11:23.094202,"(5.0, 6.2, 5.690909090909091)","(71.0, 370.0, 252.14285714285714)","(4.0, 5.2, 5.048275862068966)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7636363636363637)","(4.4, 5.3, 5.005263157894737)"
07-12-2022 20:11:24.231823,"(5.0, 6.2, 5.690909090909091)","(71.0, 370.0, 252.14285714285714)","(4.0, 5.2, 5.048275862068966)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7636363636363637)","(4.4, 5.3, 5.005263157894737)"
07-12-2022 20:11:25.267584,"(5.0, 6.2, 5.690909090909091)","(71.0, 370.0, 278.33333333333337)","(4.0, 5.2, 5.048275862068966)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7636363636363637)","(4.4, 5.3, 5.005263157894737)"
07-12-2022 20:11:26.362255,"(5.0, 6.2, 5.690909090909091)","(71.0, 370.0, 278.33333333333337)","(4.0, 5.2, 5.048275862068966)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 14.0)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7636363636363637)","(4.4, 5.3, 5.005263157894737)"
07-12-2022 20:11:27.537712,"(5.0, 6.2, 5.690909090909091)","(71.0, 370.0, 278.33333333333337)","(4.0, 5.1, 5.024137931034483)","(11.0, 20.0, 18.428571428571427)","(10.0, 16.0, 13.666666666666666)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.7636363636363637)","(4.4, 5.3, 4.82)"
07-12-2022 20:11:28.661236,"(5.0, 6.2, 5.690909090909091)","(71.0, 360.0, 271.66666666666663)","(4.0, 5.2, 4.808888888888888)","(11.0, 20.0, 18.428571428571427)","(10.0, 14.5, 13.666666666666666)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.761111111111111)","(4.4, 5.3, 4.82)"
07-12-2022 20:11:29.861699,"(5.0, 6.2, 5.690909090909091)","(71.0, 360.0, 271.66666666666663)","(4.0, 5.2, 4.808888888888888)","(11.0, 20.0, 18.428571428571427)","(10.0, 14.5, 13.666666666666666)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.761111111111111)","(4.4, 5.3, 4.8)"
07-12-2022 20:11:31.103273,"(5.0, 6.2, 5.690909090909091)","(71.0, 350.0, 265.0)","(4.0, 5.2, 4.808888888888888)","(11.0, 20.0, 18.428571428571427)","(10.0, 14.5, 13.666666666666666)","(14.0, 29.0, 22.75)","(2.7, 3.8, 3.761111111111111)","(4.4, 5.2, 4.8)"
07-12-2022 20:11:32.303085,"(5.0, 6.2, 5.690909090909091)","(71.0, 350.0, 265.0)","(4.0, 5.2, 4.808888888888888)","(11.0, 20.0, 18.0)","(10.0, 14.5, 14.0)","(14.0, 29.0, 22.25)","(2.7, 3.8, 3.7562499999999996)","(4.4, 5.2, 4.8)"
07-12-2022 20:11:33.547341,"(5.0, 5.9, 5.7)","(71.0, 350.0, 265.0)","(4.0, 5.2, 4.925)","(11.0, 20.0, 18.0)","(10.0, 14.5, 14.0)","(14.0, 29.0, 22.25)","(2.7, 3.8, 3.7562499999999996)","(4.4, 5.2, 4.914285714285715)"
07-12-2022 20:11:34.894487,"(5.0, 5.9, 5.7)","(71.0, 350.0, 254.0)","(4.0, 5.2, 4.901694915254237)","(11.0, 20.0, 18.428571428571427)","(10.0, 14.5, 13.0)","(14.0, 29.0, 25.285714285714285)","(2.7, 3.8, 3.775)","(4.4, 5.2, 4.836363636363637)"
07-12-2022 20:11:36.338168,"(5.0, 5.9, 5.7)","(71.0, 350.0, 254.0)","(4.0, 5.2, 4.920634920634921)","(11.0, 20.0, 18.428571428571427)","(10.0, 14.5, 12.333333333333334)","(14.0, 29.0, 25.285714285714285)","(2.7, 3.8, 3.75)","(4.4, 5.2, 4.836363636363637)"
07-12-2022 20:11:37.607991,"(5.0, 5.9, 5.7)","(71.0, 350.0, 254.0)","(4.0, 5.2, 4.911475409836066)","(11.0, 20.0, 16.0)","(10.0, 14.0, 12.333333333333334)","(14.0, 29.0, 24.666666666666664)","(2.7, 3.8, 3.772222222222222)","(4.4, 5.2, 4.836363636363637)"
07-12-2022 20:11:38.890823,"(5.0, 5.9, 5.7)","(71.0, 350.0, 254.0)","(4.0, 5.2, 4.911475409836066)","(11.0, 20.0, 16.0)","(10.0, 14.0, 12.333333333333334)","(14.0, 29.0, 25.42857142857143)","(2.7, 3.8, 3.75)","(4.4, 5.2, 4.933333333333334)"
07-12-2022 20:11:40.065375,"(5.0, 5.9, 5.7)","(71.0, 350.0, 254.0)","(4.0, 5.2, 5.124137931034483)","(11.0, 20.0, 16.0)","(10.0, 14.0, 12.333333333333334)","(14.0, 29.0, 25.42857142857143)","(2.7, 3.8, 3.75)","(4.4, 5.2, 4.933333333333334)"
07-12-2022 20:11:41.239706,"(5.0, 5.9, 5.7)","(71.0, 350.0, 261.66666666666663)","(4.0, 5.2, 4.906666666666666)","(11.0, 20.0, 16.0)","(10.0, 14.0, 12.333333333333334)","(14.0, 29.0, 24.666666666666664)","(2.7, 3.8, 3.772222222222222)","(4.4, 5.2, 4.933333333333334)"
07-12-2022 20:11:42.428709,"(5.0, 5.9, 5.7)","(71.0, 350.0, 284.2857142857143)","(4.0, 5.2, 4.91304347826087)","(11.0, 20.0, 17.6)","(10.0, 14.0, 13.555555555555555)","(14.0, 29.0, 25.42857142857143)","(2.7, 3.8, 3.7928571428571427)","(4.4, 5.2, 5.0814814814814815)"
07-12-2022 20:11:43.643401,"(5.0, 6.0, 5.904761904761905)","(71.0, 350.0, 203.33333333333331)","(4.0, 5.1, 5.0058823529411764)","(11.0, 20.0, 18.0)","(10.0, 14.0, 17.3)","(14.0, 29.0, 23.8)","(2.7, 3.8, 3.794230769230769)","(4.4, 5.2, 5.0814814814814815)"
07-12-2022 20:11:44.914201,"(5.0, 6.0, 5.840909090909091)","(71.0, 350.0, 203.33333333333331)","(4.0, 5.2, 5.05)","(11.0, 20.0, 18.0)","(10.0, 18.0, 16.4)","(14.0, 29.0, 23.444444444444443)","(2.7, 3.8, 3.7333333333333334)","(4.4, 5.2, 4.866666666666667)"
07-12-2022 20:11:46.258185,"(5.0, 5.9, 5.783333333333333)","(71.0, 350.0, 261.66666666666663)","(4.0, 5.1, 5.048275862068966)","(11.0, 20.0, 18.714285714285715)","(10.0, 17.0, 16.4)","(14.0, 29.0, 18.2)","(2.7, 3.8, 3.7333333333333334)","(4.4, 5.2, 4.866666666666667)"
07-12-2022 20:11:47.476692,"(5.0, 5.9, 5.866666666666667)","(71.0, 350.0, 298.0)","(4.0, 5.2, 5.097674418604651)","(11.0, 20.0, 21.07142857142857)","(10.0, 17.0, 16.083333333333332)","(14.0, 29.0, 25.884615384615387)","(2.7, 3.8, 3.76)","(4.4, 5.2, 4.866666666666667)"
07-12-2022 20:11:48.668325,"(5.0, 5.9, 5.866666666666667)","(71.0, 340.0, 291.0)","(4.0, 5.3, 5.165116279069768)","(11.0, 22.0, 19.833333333333332)","(10.0, 17.0, 12.5)","(14.0, 29.0, 23.833333333333336)","(2.7, 3.8, 3.76)","(4.4, 5.2, 4.866666666666667)"
07-12-2022 20:11:49.885592,"(5.0, 5.9, 5.666666666666667)","(71.0, 340.0, 220.0)","(4.0, 5.2, 5.113333333333333)","(11.0, 21.0, 18.5)","(10.0, 14.5, 13.166666666666666)","(14.0, 28.0, 25.42857142857143)","(2.7, 3.8, 3.76)","(4.4, 5.2, 4.866666666666667)"
07-12-2022 20:11:51.021787,"(5.0, 5.9, 5.7250000000000005)","(71.0, 330.0, 176.66666666666669)","(4.0, 5.2, 4.94)","(11.0, 20.0, 18.5)","(10.0, 14.0, 13.794117647058824)","(14.0, 27.0, 22.6)","(2.7, 3.8, 3.76)","(4.4, 5.2, 4.836363636363637)"
07-12-2022 20:11:52.341482,"(5.0, 5.9, 5.866666666666667)","(71.0, 380.0, 240.0)","(4.0, 5.1, 5.199999999999999)","(11.0, 20.0, 17.0)","(10.0, 14.5, 13.642857142857142)","(14.0, 27.0, 21.666666666666668)","(2.7, 3.8, 3.794230769230769)","(4.4, 5.2, 5.0814814814814815)"
07-12-2022 20:11:53.575619,"(5.0, 5.9, 5.666666666666667)","(71.0, 380.0, 240.0)","(4.0, 5.3, 5.199999999999999)","(11.0, 20.0, 17.0)","(10.0, 14.5, 13.642857142857142)","(14.0, 32.0, 21.666666666666668)","(2.7, 3.8, 3.76)","(4.4, 5.2, 4.8)"
07-12-2022 20:11:54.845685,"(5.0, 5.9, 5.666666666666667)","(71.0, 380.0, 240.0)","(4.0, 5.2, 5.129411764705882)","(11.0, 20.0, 17.3)","(10.0, 14.5, 13.7)","(14.0, 30.0, 23.5)","(2.7, 3.8, 3.7714285714285714)","(4.4, 5.2, 4.8)"
07-12-2022 20:11:56.102687,"(5.0, 5.9, 5.86842105263158)","(71.0, 380.0, 240.0)","(4.0, 5.3, 5.425000000000001)","(11.0, 20.0, 17.75)","(10.0, 14.5, 13.7)","(14.0, 30.0, 25.0)","(2.7, 3.8, 3.7714285714285714)","(4.4, 5.2, 5.019230769230769)"
07-12-2022 20:11:57.301518,"(5.0, 5.9, 5.733333333333333)","(71.0, 380.0, 298.57142857142856)","(4.0, 7.0, 6.809523809523809)","(11.0, 20.0, 17.75)","(10.0, 14.5, 13.7)","(14.0, 28.0, 24.285714285714285)","(2.7, 3.8, 3.7714285714285714)","(4.4, 5.1, 5.0)"
07-12-2022 20:11:58.891263,"(5.0, 5.9, 5.366666666666666)","(71.0, 360.0, 186.66666666666669)","(4.0, 6.6, 6.257142857142857)","(11.0, 20.0, 16.5)","(10.0, 14.5, 13.7)","(14.0, 27.0, 24.285714285714285)","(2.7, 3.8, 3.7714285714285714)","(4.4, 5.1, 5.019230769230769)"
07-12-2022 20:12:00.527482,"(5.0, 5.9, 5.763636363636364)","(71.0, 360.0, 162.5)","(4.0, 6.4, 5.6850000000000005)","(11.0, 20.0, 17.3)","(10.0, 14.5, 13.7)","(14.0, 27.0, 24.285714285714285)","(2.7, 3.8, 3.7714285714285714)","(4.4, 5.1, 4.788888888888889)"
07-12-2022 20:12:01.898312,"(5.0, 5.9, 5.385714285714285)","(71.0, 350.0, 272.5)","(4.0, 5.7, 5.92)","(11.0, 20.0, 16.4)","(10.0, 14.5, 13.576923076923077)","(14.0, 27.0, 26.42857142857143)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.788888888888889)"
07-12-2022 20:12:03.262717,"(5.0, 5.9, 5.385714285714285)","(71.0, 330.0, 180.0)","(4.0, 6.2, 5.533333333333333)","(11.0, 20.0, 15.571428571428571)","(10.0, 14.5, 13.576923076923077)","(14.0, 30.0, 26.42857142857143)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.788888888888889)"
07-12-2022 20:12:04.734206,"(5.0, 5.9, 5.385714285714285)","(71.0, 320.0, 186.66666666666669)","(4.0, 6.2, 5.625)","(11.0, 19.5, 15.428571428571429)","(10.0, 14.5, 12.673913043478262)","(14.0, 30.0, 26.42857142857143)","(2.7, 3.8, 3.76)","(4.4, 5.1, 5.019230769230769)"
07-12-2022 20:12:06.154015,"(5.0, 5.8, 5.55)","(71.0, 320.0, 270.0)","(4.0, 5.7, 5.44)","(11.0, 19.0, 17.5)","(10.0, 14.5, 12.673913043478262)","(14.0, 30.0, 22.708333333333336)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:07.529598,"(5.0, 5.8, 5.772222222222222)","(71.0, 320.0, 254.28571428571428)","(4.0, 5.5, 5.3882352941176475)","(11.0, 18.5, 15.5)","(10.0, 14.5, 12.673913043478262)","(14.0, 30.0, 27.083333333333336)","(2.7, 3.8, 3.7777777777777777)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:08.916508,"(5.0, 5.9, 5.45)","(71.0, 320.0, 170.0)","(4.0, 5.4, 5.291304347826087)","(11.0, 18.5, 18.571428571428573)","(10.0, 14.5, 12.673913043478262)","(14.0, 29.0, 27.083333333333336)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:10.385163,"(5.0, 5.9, 5.732)","(71.0, 320.0, 262.5)","(4.0, 5.5, 5.300000000000001)","(11.0, 20.0, 18.714285714285715)","(10.0, 14.5, 12.673913043478262)","(14.0, 29.0, 25.0)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:11.745593,"(5.0, 5.9, 5.77)","(71.0, 320.0, 173.33333333333331)","(4.0, 5.4, 5.325)","(11.0, 20.0, 18.714285714285715)","(10.0, 14.5, 12.673913043478262)","(14.0, 28.0, 25.0)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:12.987178,"(5.0, 5.8, 5.77)","(71.0, 320.0, 173.33333333333331)","(4.0, 6.2, 5.325)","(11.0, 20.0, 18.0)","(10.0, 14.5, 12.673913043478262)","(14.0, 28.0, 25.0)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:14.224911,"(5.0, 5.8, 5.77)","(71.0, 320.0, 173.33333333333331)","(4.0, 5.5, 5.35)","(11.0, 20.0, 18.666666666666664)","(10.0, 14.5, 13.23076923076923)","(14.0, 28.0, 25.0)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:15.483156,"(5.0, 5.8, 5.77)","(71.0, 320.0, 173.33333333333331)","(4.0, 5.5, 5.242857142857143)","(11.0, 20.0, 17.833333333333332)","(10.0, 14.0, 13.23076923076923)","(14.0, 28.0, 25.0)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:16.812259,"(5.0, 5.8, 5.633333333333333)","(71.0, 320.0, 205.0)","(4.0, 5.5, 5.3500000000000005)","(11.0, 19.5, 17.1)","(10.0, 14.0, 13.23076923076923)","(14.0, 28.0, 24.25)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:18.102351,"(5.0, 5.9, 5.756)","(71.0, 320.0, 236.66666666666666)","(4.0, 5.4, 5.4799999999999995)","(11.0, 19.5, 18.857142857142858)","(10.0, 14.0, 13.272727272727273)","(14.0, 28.0, 25.5)","(2.7, 3.8, 3.794230769230769)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:19.423025,"(5.0, 5.9, 5.756)","(71.0, 310.0, 262.85714285714283)","(4.0, 6.2, 5.636363636363637)","(11.0, 20.0, 17.75)","(10.0, 14.0, 11.772727272727273)","(14.0, 27.0, 27.5)","(2.7, 3.8, 3.76)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:20.735050,"(5.0, 5.9, 5.756)","(71.0, 330.0, 241.42857142857142)","(4.0, 6.0, 5.338461538461538)","(11.0, 20.0, 18.857142857142858)","(10.0, 14.5, 13.166666666666666)","(14.0, 32.0, 23.5)","(2.7, 3.8, 3.7944444444444443)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:22.093521,"(5.0, 5.8, 5.665384615384616)","(71.0, 300.0, 166.66666666666669)","(4.0, 5.5, 5.383333333333334)","(11.0, 20.0, 17.75)","(10.0, 13.5, 12.166666666666666)","(14.0, 26.0, 27.5)","(2.7, 3.8, 3.7249999999999996)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:23.340561,"(5.0, 7.6, 7.5058823529411764)","(71.0, 300.0, 166.66666666666669)","(4.0, 5.4, 5.447058823529412)","(11.0, 20.0, 16.625)","(10.0, 13.5, 12.0)","(14.0, 32.0, 27.6)","(2.7, 3.8, 3.7249999999999996)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:24.513301,"(5.0, 7.6, 6.76)","(71.0, 300.0, 231.66666666666666)","(4.0, 5.5, 5.447058823529412)","(11.0, 20.0, 17.75)","(10.0, 13.5, 12.0)","(14.0, 30.0, 26.0)","(2.7, 3.8, 3.7249999999999996)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:25.722989,"(5.0, 7.2, 6.9)","(71.0, 380.0, 235.0)","(4.0, 5.4, 5.317241379310345)","(11.0, 19.5, 17.5)","(10.0, 13.5, 12.0)","(14.0, 30.0, 26.0)","(2.7, 3.8, 3.7249999999999996)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:26.851019,"(5.0, 7.2, 6.9)","(71.0, 370.0, 240.0)","(4.0, 5.4, 5.222222222222222)","(11.0, 19.5, 16.5)","(10.0, 13.0, 11.5)","(14.0, 30.0, 26.0)","(2.7, 3.8, 3.7884615384615383)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:28.128806,"(5.0, 7.2, 6.96)","(71.0, 370.0, 240.0)","(4.0, 5.4, 5.5600000000000005)","(11.0, 19.5, 16.5)","(10.0, 13.0, 12.1)","(14.0, 30.0, 26.0)","(2.7, 3.8, 3.77)","(4.4, 5.1, 4.866666666666666)"
07-12-2022 20:12:29.281590,"(5.0, 7.2, 6.96)","(71.0, 370.0, 240.0)","(4.0, 6.4, 5.3578947368421055)","(11.0, 19.5, 16.5)","(10.0, 13.0, 11.5)","(14.0, 30.0, 26.0)","(2.7, 3.8, 3.77)","(4.4, 5.1, 4.85)"
