,Wong Way,Joint Forces,Saturday Vibes,Lady Luna,Wisheart,Bellas In Command,Dream Luv,Heros Choice,Talk Crazy
08-12-2022 14:39:38.307744,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 46.0)","(2.25, 2.46, 2.4455319148936168)","(13.0, 17.0, 16.85)","(31.0, 70.0, 68.18181818181819)","(101.0, 270.0, 215.55555555555554)","(26.0, 60.0, 51.0)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 24.0)"
08-12-2022 14:39:39.731340,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 46.0)","(2.25, 2.46, 2.4455319148936168)","(13.0, 17.0, 16.85)","(31.0, 70.0, 68.18181818181819)","(101.0, 270.0, 206.66666666666666)","(26.0, 60.0, 51.0)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 24.0)"
08-12-2022 14:39:41.266343,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 46.0)","(2.25, 2.46, 2.4455319148936168)","(13.0, 17.0, 16.85)","(31.0, 70.0, 68.18181818181819)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 51.0)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 24.0)"
08-12-2022 14:39:42.967840,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 46.0)","(2.25, 2.46, 2.4455319148936168)","(13.0, 17.0, 16.85)","(31.0, 70.0, 68.18181818181819)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 51.0)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.608695652173914)"
08-12-2022 14:39:44.615671,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 46.18181818181818)","(2.25, 2.46, 2.4455319148936168)","(13.0, 17.0, 16.85)","(31.0, 70.0, 68.18181818181819)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 52.588235294117645)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 22.6)"
08-12-2022 14:39:46.261019,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 43.55555555555556)","(2.25, 2.46, 2.4455319148936168)","(13.0, 17.0, 16.85)","(31.0, 70.0, 68.18181818181819)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 52.588235294117645)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 22.6)"
08-12-2022 14:39:47.794071,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 43.0)","(2.25, 2.46, 2.4492054794520546)","(13.0, 17.0, 16.666666666666668)","(31.0, 70.0, 66.66666666666667)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 49.2)","(18.0, 34.0, 35.375)","(13.0, 25.0, 22.818181818181817)"
08-12-2022 14:39:49.303807,"(2.15, 2.5, 2.4957894736842103)","(21.0, 48.0, 43.0)","(2.25, 2.48, 2.4653658536585366)","(13.0, 17.0, 16.666666666666668)","(31.0, 70.0, 66.66666666666667)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 52.8)","(18.0, 36.0, 33.92857142857143)","(13.0, 25.0, 22.818181818181817)"
08-12-2022 14:39:51.027963,"(2.15, 2.5, 2.494074074074074)","(21.0, 48.0, 43.0)","(2.25, 2.48, 2.4653658536585366)","(13.0, 17.0, 16.666666666666668)","(31.0, 70.0, 82.14285714285714)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.125)"
08-12-2022 14:39:52.575715,"(2.15, 2.5, 2.4958974358974357)","(21.0, 48.0, 41.333333333333336)","(2.25, 2.48, 2.465)","(13.0, 17.0, 16.666666666666668)","(31.0, 85.0, 82.14285714285714)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 53.14285714285714)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 22.818181818181817)"
08-12-2022 14:39:54.159099,"(2.15, 2.5, 2.4958974358974357)","(21.0, 48.0, 41.333333333333336)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.666666666666668)","(31.0, 85.0, 80.625)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.125)"
08-12-2022 14:39:56.081282,"(2.15, 2.5, 2.494074074074074)","(21.0, 48.0, 40.857142857142854)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.714285714285715)","(31.0, 90.0, 71.66666666666667)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.125)"
08-12-2022 14:39:57.778707,"(2.15, 2.5, 2.494074074074074)","(21.0, 48.0, 40.857142857142854)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.714285714285715)","(31.0, 85.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.125)"
08-12-2022 14:39:59.260005,"(2.15, 2.5, 2.494074074074074)","(21.0, 46.0, 43.333333333333336)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.714285714285715)","(31.0, 85.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.125)"
08-12-2022 14:40:00.803638,"(2.15, 2.5, 2.494074074074074)","(21.0, 46.0, 43.333333333333336)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.59375)","(31.0, 85.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.125)"
08-12-2022 14:40:02.304326,"(2.15, 2.5, 2.4936)","(21.0, 46.0, 43.333333333333336)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.59375)","(31.0, 85.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 23.0)"
08-12-2022 14:40:03.834087,"(2.15, 2.5, 2.4936)","(21.0, 46.0, 43.333333333333336)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.36)","(31.0, 85.0, 66.25)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 54.54545454545455)","(18.0, 34.0, 33.916666666666664)","(13.0, 25.0, 24.625)"
08-12-2022 14:40:05.334777,"(2.15, 2.5, 2.4936)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4646315789473685)","(13.0, 17.0, 16.40909090909091)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 53.14285714285714)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:40:06.893796,"(2.15, 2.5, 2.4936)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4646315789473685)","(13.0, 16.5, 16.40909090909091)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 53.84615384615385)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.266666666666666)"
08-12-2022 14:40:08.393243,"(2.15, 2.5, 2.493333333333333)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4646315789473685)","(13.0, 16.5, 16.40909090909091)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 60.0, 52.0)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.46153846153846)"
08-12-2022 14:40:09.885648,"(2.15, 2.5, 2.493333333333333)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4646315789473685)","(13.0, 16.5, 16.40909090909091)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 55.0, 53.714285714285715)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.266666666666666)"
08-12-2022 14:40:11.461418,"(2.15, 2.5, 2.493333333333333)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.464141176470588)","(13.0, 16.5, 16.40909090909091)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 55.0, 53.714285714285715)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.266666666666666)"
08-12-2022 14:40:13.001456,"(2.15, 2.5, 2.4939622641509436)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.464141176470588)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 55.0, 47.142857142857146)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.266666666666666)"
08-12-2022 14:40:14.489667,"(2.15, 2.5, 2.4957333333333334)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.464141176470588)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 48.0, 47.142857142857146)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.266666666666666)"
08-12-2022 14:40:16.309150,"(2.15, 2.5, 2.4957333333333334)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.464141176470588)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 48.0, 47.142857142857146)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.266666666666666)"
08-12-2022 14:40:17.942122,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 48.0, 47.142857142857146)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.5625)"
08-12-2022 14:40:19.383166,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.5625)"
08-12-2022 14:40:20.989747,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.5625)"
08-12-2022 14:40:22.495719,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.0)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.61111111111111)"
08-12-2022 14:40:23.922156,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.61111111111111)"
08-12-2022 14:40:25.776982,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.61111111111111)"
08-12-2022 14:40:27.611532,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.45)"
08-12-2022 14:40:29.180227,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.45)"
08-12-2022 14:40:30.882605,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.45)"
08-12-2022 14:40:32.589754,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.45)"
08-12-2022 14:40:34.263221,"(2.15, 2.5, 2.4895238095238095)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4632520325203253)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:35.794426,"(2.15, 2.5, 2.49)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4634316353887398)","(13.0, 16.5, 16.46551724137931)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:37.372503,"(2.15, 2.5, 2.49)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4634316353887398)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:38.865440,"(2.15, 2.5, 2.49)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4634316353887398)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:40.350937,"(2.15, 2.5, 2.49)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.4634316353887398)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:41.776096,"(2.15, 2.5, 2.49)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.46318407960199)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:43.176639,"(2.15, 2.5, 2.49)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.46318407960199)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:44.527788,"(2.15, 2.5, 2.49)","(21.0, 46.0, 44.666666666666664)","(2.25, 2.48, 2.46318407960199)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:45.949190,"(2.15, 2.5, 2.4905376344086023)","(21.0, 44.0, 43.0)","(2.25, 2.48, 2.46318407960199)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:47.291620,"(2.15, 2.5, 2.4959493670886075)","(21.0, 44.0, 43.0)","(2.25, 2.48, 2.46318407960199)","(13.0, 16.5, 16.41025641025641)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:48.730901,"(2.15, 2.5, 2.4919101123595504)","(21.0, 44.0, 43.0)","(2.25, 2.48, 2.46318407960199)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 65.9375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.463414634146343)"
08-12-2022 14:40:50.140710,"(2.15, 2.5, 2.4930434782608697)","(21.0, 44.0, 43.0)","(2.25, 2.48, 2.441777777777778)","(13.0, 16.5, 16.470588235294116)","(31.0, 80.0, 69.28571428571429)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.5)"
08-12-2022 14:40:51.570342,"(2.15, 2.5, 2.4965217391304346)","(21.0, 44.0, 42.666666666666664)","(2.25, 2.46, 2.445090909090909)","(13.0, 16.5, 16.56140350877193)","(31.0, 80.0, 68.75)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 47.77777777777778)","(18.0, 34.0, 33.92857142857143)","(13.0, 25.0, 24.5)"
08-12-2022 14:40:53.007185,"(2.15, 2.5, 2.496)","(21.0, 44.0, 42.0)","(2.25, 2.46, 2.4481159420289855)","(13.0, 17.0, 16.69047619047619)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:40:54.362286,"(2.15, 2.52, 2.512)","(21.0, 44.0, 42.0)","(2.25, 2.46, 2.4481159420289855)","(13.0, 17.0, 16.69047619047619)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:40:55.696214,"(2.15, 2.52, 2.512)","(21.0, 44.0, 41.6)","(2.25, 2.46, 2.4481159420289855)","(13.0, 17.0, 16.69047619047619)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:40:56.963594,"(2.15, 2.52, 2.512)","(21.0, 44.0, 38.857142857142854)","(2.25, 2.46, 2.4481159420289855)","(13.0, 17.0, 16.69047619047619)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:40:58.254800,"(2.15, 2.52, 2.512)","(21.0, 44.0, 38.857142857142854)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.69047619047619)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:40:59.488666,"(2.15, 2.52, 2.512)","(21.0, 44.0, 38.857142857142854)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.607142857142858)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:41:00.680118,"(2.15, 2.52, 2.512)","(21.0, 44.0, 38.857142857142854)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.607142857142858)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:41:01.809673,"(2.15, 2.52, 2.512)","(21.0, 44.0, 38.857142857142854)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.607142857142858)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:41:02.970789,"(2.15, 2.52, 2.512)","(21.0, 44.0, 38.857142857142854)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.59375)","(31.0, 80.0, 74.375)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.375)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:41:04.155343,"(2.15, 2.52, 2.512)","(21.0, 44.0, 38.857142857142854)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.557692307692307)","(31.0, 80.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 33.285714285714285)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:41:05.382282,"(2.15, 2.52, 2.512)","(21.0, 44.0, 43.46666666666667)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.557692307692307)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.285714285714285)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:41:06.661651,"(2.15, 2.52, 2.512)","(21.0, 44.0, 43.46666666666667)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.557692307692307)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.3125)","(13.0, 25.0, 24.166666666666668)"
08-12-2022 14:41:07.990496,"(2.15, 2.52, 2.512)","(21.0, 44.0, 43.46666666666667)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.3125)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:09.325336,"(2.15, 2.52, 2.512)","(21.0, 44.0, 40.57142857142857)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.3125)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:10.657742,"(2.15, 2.52, 2.5104761904761905)","(21.0, 44.0, 41.86666666666667)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.3125)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:11.972483,"(2.15, 2.52, 2.5104761904761905)","(21.0, 44.0, 41.53846153846154)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.90909090909091)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:13.308321,"(2.15, 2.52, 2.5148051948051946)","(21.0, 44.0, 41.53846153846154)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.90909090909091)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:14.610171,"(2.15, 2.52, 2.5148051948051946)","(21.0, 44.0, 41.53846153846154)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.90909090909091)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:15.902303,"(2.15, 2.52, 2.5148051948051946)","(21.0, 44.0, 41.53846153846154)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 33.90909090909091)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:17.209448,"(2.15, 2.52, 2.5148051948051946)","(21.0, 44.0, 41.53846153846154)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 34.0, 35.23076923076923)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:18.473428,"(2.15, 2.52, 2.5152380952380953)","(21.0, 44.0, 41.53846153846154)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.23076923076923)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:19.661892,"(2.15, 2.52, 2.5152380952380953)","(21.0, 44.0, 41.53846153846154)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.23076923076923)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:20.881022,"(2.15, 2.52, 2.516)","(21.0, 42.0, 41.666666666666664)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.23076923076923)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:22.128097,"(2.15, 2.52, 2.516)","(21.0, 42.0, 43.55555555555556)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.23076923076923)","(13.0, 25.0, 24.217391304347828)"
08-12-2022 14:41:23.373517,"(2.15, 2.52, 2.508421052631579)","(21.0, 44.0, 43.578947368421055)","(2.25, 2.46, 2.4459574468085106)","(13.0, 17.0, 16.54901960784314)","(31.0, 75.0, 68.33333333333333)","(101.0, 260.0, 206.66666666666666)","(26.0, 50.0, 48.0)","(18.0, 36.0, 35.23076923076923)","(13.0, 25.0, 24.217391304347828)"
