,Eight Gifts,Nick The Quick,Dashing Daph,Ferocious Barbie,River Raging,Velocity Lara
07-12-2022 18:59:08.497509,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.61, 1.608)","(51.0, 170.0, 98.0)","(5.5, 8.2, 8.036363636363635)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 9.8875)"
07-12-2022 18:59:09.619588,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.61, 1.608)","(51.0, 170.0, 98.0)","(5.5, 8.2, 8.036363636363635)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 9.8875)"
07-12-2022 18:59:10.764723,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.61, 1.608)","(51.0, 170.0, 98.0)","(5.5, 8.2, 8.036363636363635)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 9.8875)"
07-12-2022 18:59:11.856044,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.61, 1.608)","(51.0, 170.0, 98.0)","(5.5, 8.2, 8.036363636363635)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 9.64)"
07-12-2022 18:59:12.890145,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.61, 1.609)","(51.0, 170.0, 98.0)","(5.5, 8.2, 8.036363636363635)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 9.73)"
07-12-2022 18:59:13.906158,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.61, 1.605)","(51.0, 170.0, 119.0)","(5.5, 8.2, 8.036363636363635)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 9.9375)"
07-12-2022 18:59:14.981034,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5986666666666667)","(51.0, 170.0, 93.5)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 9.938775510204081)"
07-12-2022 18:59:15.985143,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5966666666666667)","(51.0, 170.0, 93.5)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 10.0, 11.408695652173913)"
07-12-2022 18:59:16.881566,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5991666666666668)","(51.0, 170.0, 119.0)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 11.5, 11.408695652173913)"
07-12-2022 18:59:17.879254,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5991666666666668)","(51.0, 160.0, 136.66666666666666)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 11.5, 11.376470588235295)"
07-12-2022 18:59:18.960607,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5991666666666668)","(51.0, 160.0, 136.66666666666666)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 11.5, 11.025)"
07-12-2022 18:59:20.240742,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5991666666666668)","(51.0, 160.0, 148.33333333333331)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 11.5, 11.056521739130435)"
07-12-2022 18:59:21.333134,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5991666666666668)","(51.0, 160.0, 148.33333333333331)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 11.5, 11.056521739130435)"
07-12-2022 18:59:22.408747,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5991666666666668)","(51.0, 160.0, 148.33333333333331)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 11.5, 11.056521739130435)"
07-12-2022 18:59:23.479370,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.6, 1.5983333333333334)","(51.0, 160.0, 154.0909090909091)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 36.72727272727273)","(6.0, 11.5, 11.262790697674419)"
07-12-2022 18:59:24.607093,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.59, 1.588)","(51.0, 160.0, 154.0909090909091)","(5.5, 8.2, 7.983999999999999)","(21.0, 40.0, 37.90909090909091)","(6.0, 11.5, 11.262790697674419)"
07-12-2022 18:59:25.650191,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.61, 1.604)","(51.0, 160.0, 154.0909090909091)","(5.5, 8.2, 7.983999999999999)","(21.0, 38.0, 37.90909090909091)","(6.0, 11.5, 11.338095238095239)"
07-12-2022 18:59:26.778687,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.59, 1.5875000000000001)","(51.0, 160.0, 148.33333333333331)","(5.5, 8.2, 7.983999999999999)","(21.0, 38.0, 37.90909090909091)","(6.0, 11.5, 11.338095238095239)"
07-12-2022 18:59:27.799527,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.59, 1.588888888888889)","(51.0, 160.0, 148.33333333333331)","(5.5, 8.2, 7.983999999999999)","(21.0, 38.0, 37.65217391304348)","(6.0, 11.5, 11.338095238095239)"
07-12-2022 18:59:28.869841,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.59, 1.588888888888889)","(51.0, 160.0, 152.77777777777777)","(5.5, 8.2, 7.983999999999999)","(21.0, 38.0, 37.342465753424655)","(6.0, 11.5, 11.338095238095239)"
07-12-2022 18:59:29.873799,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.59, 1.588888888888889)","(51.0, 160.0, 152.77777777777777)","(5.5, 8.2, 7.983999999999999)","(21.0, 38.0, 37.270270270270274)","(6.0, 11.5, 11.338095238095239)"
07-12-2022 18:59:30.895728,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.57, 1.5401840490797547)","(51.0, 160.0, 149.16666666666669)","(5.5, 8.2, 7.983999999999999)","(21.0, 38.0, 37.65217391304348)","(6.0, 11.5, 10.75)"
07-12-2022 18:59:31.895126,"(7.0, 9.8, 9.600000000000001)","(1.45, 1.57, 1.540378947368421)","(51.0, 160.0, 136.66666666666666)","(5.5, 8.2, 7.983999999999999)","(21.0, 38.0, 37.90909090909091)","(6.0, 11.5, 11.256756756756756)"
07-12-2022 18:59:32.895321,"(7.0, 9.8, 9.725581395348838)","(1.45, 1.56, 1.5562500000000001)","(51.0, 170.0, 110.0)","(5.5, 8.2, 7.85)","(21.0, 38.0, 37.91549295774648)","(6.0, 11.5, 11.021739130434783)"
07-12-2022 18:59:33.940884,"(7.0, 9.8, 9.62857142857143)","(1.45, 1.56, 1.5475)","(51.0, 170.0, 121.78571428571428)","(5.5, 8.2, 7.9399999999999995)","(21.0, 38.0, 37.90909090909091)","(6.0, 11.5, 11.416666666666666)"
07-12-2022 18:59:34.983035,"(7.0, 9.8, 9.296)","(1.45, 1.56, 1.55)","(51.0, 170.0, 121.78571428571428)","(5.5, 8.2, 7.8533333333333335)","(21.0, 38.0, 37.90909090909091)","(6.0, 11.5, 11.466666666666667)"
07-12-2022 18:59:36.055213,"(7.0, 9.8, 9.274999999999999)","(1.45, 1.56, 1.541111111111111)","(51.0, 170.0, 126.92307692307693)","(5.5, 8.2, 8.028571428571428)","(21.0, 38.0, 35.81132075471698)","(6.0, 11.5, 11.875)"
07-12-2022 18:59:37.083263,"(7.0, 9.8, 9.6)","(1.45, 1.56, 1.533)","(51.0, 170.0, 135.0)","(5.5, 8.6, 8.12)","(21.0, 40.0, 35.375)","(6.0, 12.0, 11.636363636363637)"
07-12-2022 18:59:38.171283,"(7.0, 9.8, 9.513043478260869)","(1.45, 1.57, 1.5543478260869565)","(51.0, 170.0, 126.25)","(5.5, 8.6, 7.88)","(21.0, 40.0, 35.375)","(6.0, 12.0, 11.91891891891892)"
07-12-2022 18:59:39.138182,"(7.0, 9.8, 9.328571428571427)","(1.45, 1.57, 1.5571428571428572)","(51.0, 170.0, 126.25)","(5.5, 8.6, 7.96)","(21.0, 40.0, 35.26923076923077)","(6.0, 12.0, 11.829787234042554)"
07-12-2022 18:59:40.403997,"(7.0, 9.8, 9.452631578947368)","(1.45, 1.56, 1.556923076923077)","(51.0, 170.0, 153.63636363636363)","(5.5, 8.6, 7.96)","(21.0, 40.0, 35.26923076923077)","(6.0, 12.0, 11.928571428571429)"
07-12-2022 18:59:41.557996,"(7.0, 9.8, 9.328571428571427)","(1.45, 1.56, 1.556923076923077)","(51.0, 170.0, 158.75)","(5.5, 8.6, 8.044444444444444)","(21.0, 40.0, 35.26923076923077)","(6.0, 12.0, 11.958333333333334)"
07-12-2022 18:59:42.561870,"(7.0, 9.8, 9.328571428571427)","(1.45, 1.56, 1.556923076923077)","(51.0, 170.0, 158.75)","(5.5, 8.2, 8.044444444444444)","(21.0, 40.0, 35.375)","(6.0, 12.0, 11.873417721518987)"
07-12-2022 18:59:43.607330,"(7.0, 9.8, 9.513043478260869)","(1.45, 1.56, 1.5514285714285714)","(51.0, 170.0, 158.75)","(5.5, 8.2, 8.488888888888889)","(21.0, 40.0, 38.666666666666664)","(6.0, 12.0, 11.873417721518987)"
07-12-2022 18:59:44.769744,"(7.0, 9.8, 9.513043478260869)","(1.45, 1.56, 1.5564705882352943)","(51.0, 170.0, 153.63636363636363)","(5.5, 8.6, 7.914285714285714)","(21.0, 40.0, 39.64705882352941)","(6.0, 12.0, 11.873417721518987)"
07-12-2022 18:59:45.860540,"(7.0, 9.8, 9.452631578947368)","(1.45, 1.56, 1.5564705882352943)","(51.0, 170.0, 153.63636363636363)","(5.5, 8.6, 8.008695652173913)","(21.0, 40.0, 39.25)","(6.0, 12.0, 11.873417721518987)"
07-12-2022 18:59:46.901792,"(7.0, 9.8, 9.452631578947368)","(1.45, 1.56, 1.5553846153846154)","(51.0, 170.0, 153.63636363636363)","(5.5, 8.6, 8.085714285714285)","(21.0, 40.0, 39.53846153846154)","(6.5, 12.0, 11.8625)"
07-12-2022 18:59:48.010727,"(7.0, 9.8, 9.572413793103449)","(1.45, 1.55, 1.545263157894737)","(51.0, 170.0, 153.63636363636363)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.25)","(6.5, 12.0, 11.8625)"
07-12-2022 18:59:49.164130,"(7.0, 9.8, 9.572413793103449)","(1.45, 1.55, 1.545263157894737)","(51.0, 170.0, 144.28571428571428)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.53846153846154)","(6.5, 12.0, 11.958333333333334)"
07-12-2022 18:59:50.423186,"(7.0, 9.8, 9.546153846153846)","(1.45, 1.55, 1.5425)","(51.0, 170.0, 132.5)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.53846153846154)","(6.5, 12.0, 11.95890410958904)"
07-12-2022 18:59:51.457077,"(7.0, 9.8, 9.546153846153846)","(1.45, 1.55, 1.5425)","(51.0, 170.0, 132.5)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.53846153846154)","(6.5, 12.0, 11.95890410958904)"
07-12-2022 18:59:52.406754,"(7.0, 9.8, 9.58)","(1.45, 1.54, 1.5373333333333334)","(51.0, 170.0, 132.5)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.25)","(6.5, 12.0, 11.95890410958904)"
07-12-2022 18:59:53.450362,"(7.0, 9.8, 9.546153846153846)","(1.4, 1.54, 1.537777777777778)","(51.0, 170.0, 132.5)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.53846153846154)","(7.0, 12.0, 11.95890410958904)"
07-12-2022 18:59:54.630151,"(7.0, 9.8, 9.546153846153846)","(1.4, 1.54, 1.526530612244898)","(51.0, 170.0, 132.5)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.25)","(7.0, 12.0, 11.95890410958904)"
07-12-2022 18:59:55.821232,"(7.0, 9.8, 9.546153846153846)","(1.4, 1.54, 1.5362500000000001)","(51.0, 170.0, 144.28571428571428)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.53846153846154)","(7.0, 12.0, 11.852941176470589)"
07-12-2022 18:59:56.789243,"(7.0, 9.8, 9.546153846153846)","(1.4, 1.53, 1.5271428571428571)","(51.0, 170.0, 144.28571428571428)","(5.5, 8.6, 8.12)","(21.0, 40.0, 39.25)","(7.0, 12.0, 11.957142857142857)"
07-12-2022 18:59:57.855625,"(7.0, 9.8, 9.58)","(1.4, 1.53, 1.5271428571428571)","(51.0, 170.0, 105.71428571428571)","(5.5, 8.6, 8.257142857142856)","(21.0, 40.0, 39.25)","(7.0, 12.0, 12.403225806451612)"
07-12-2022 18:59:59.056472,"(7.0, 9.8, 9.58)","(1.4, 1.53, 1.5253846153846153)","(51.0, 160.0, 116.66666666666667)","(5.5, 8.6, 8.190909090909091)","(21.0, 40.0, 39.53846153846154)","(7.0, 12.5, 12.348484848484848)"
07-12-2022 19:00:00.202971,"(7.0, 9.8, 9.546153846153846)","(1.4, 1.53, 1.5253846153846153)","(51.0, 160.0, 104.28571428571429)","(5.5, 8.6, 8.24)","(21.0, 40.0, 39.25)","(7.0, 12.5, 12.368421052631579)"
07-12-2022 19:00:01.318372,"(7.0, 9.8, 9.546153846153846)","(1.4, 1.53, 1.5225)","(51.0, 160.0, 104.28571428571429)","(5.5, 8.6, 8.24)","(21.0, 40.0, 39.25)","(7.0, 12.5, 12.368421052631579)"
07-12-2022 19:00:02.554803,"(7.0, 9.8, 9.546153846153846)","(1.4, 1.52, 1.51625)","(51.0, 160.0, 104.28571428571429)","(5.5, 8.6, 8.208695652173914)","(21.0, 40.0, 39.57142857142857)","(7.0, 12.5, 12.456521739130435)"
07-12-2022 19:00:03.847161,"(7.0, 9.8, 9.6)","(1.4, 1.52, 1.5183333333333333)","(51.0, 160.0, 100.0)","(5.5, 8.6, 8.225)","(21.0, 40.0, 39.57142857142857)","(7.0, 12.5, 12.456521739130435)"
07-12-2022 19:00:05.179738,"(7.0, 9.8, 9.6125)","(1.4, 1.52, 1.518125)","(51.0, 160.0, 128.0)","(5.5, 8.6, 8.266666666666666)","(21.0, 40.0, 39.57142857142857)","(7.0, 12.5, 12.368421052631579)"
07-12-2022 19:00:06.254270,"(7.0, 9.8, 9.6125)","(1.4, 1.52, 1.518125)","(51.0, 150.0, 128.0)","(5.5, 8.6, 8.266666666666666)","(21.0, 40.0, 39.57142857142857)","(7.0, 12.5, 12.429577464788732)"
07-12-2022 19:00:07.318962,"(7.0, 9.8, 9.6125)","(1.4, 1.51, 1.5085)","(51.0, 140.0, 130.35714285714286)","(5.5, 8.6, 8.266666666666666)","(21.0, 40.0, 39.68421052631579)","(7.0, 12.5, 12.416666666666666)"
07-12-2022 19:00:08.560249,"(7.0, 9.8, 9.48)","(1.4, 1.51, 1.5015909090909092)","(51.0, 140.0, 117.5)","(5.5, 8.6, 8.294117647058822)","(21.0, 40.0, 39.6)","(7.0, 12.5, 12.404109589041095)"
07-12-2022 19:00:09.744980,"(7.0, 9.8, 9.56842105263158)","(1.4, 1.51, 1.5038333333333334)","(51.0, 140.0, 117.5)","(5.5, 8.6, 8.299999999999999)","(21.0, 40.0, 39.8)","(7.0, 12.5, 12.456521739130435)"
07-12-2022 19:00:10.844078,"(7.0, 9.8, 9.541176470588235)","(1.4, 1.51, 1.5005128205128204)","(51.0, 140.0, 117.5)","(5.5, 8.6, 8.566666666666666)","(21.0, 44.0, 39.53488372093023)","(7.0, 12.5, 12.285714285714286)"
07-12-2022 19:00:12.136510,"(7.0, 9.8, 9.600000000000001)","(1.4, 1.5, 1.4989041095890412)","(51.0, 140.0, 117.5)","(5.5, 8.6, 8.399999999999999)","(21.0, 44.0, 39.333333333333336)","(7.0, 12.5, 12.23076923076923)"
07-12-2022 19:00:13.263610,"(7.0, 9.8, 9.541176470588235)","(1.4, 1.5, 1.4935849056603774)","(51.0, 140.0, 122.0)","(5.5, 8.6, 8.466666666666667)","(21.0, 40.0, 39.733333333333334)","(7.0, 12.5, 12.436507936507937)"
07-12-2022 19:00:14.642462,"(7.0, 10.0, 9.810526315789474)","(1.4, 1.5, 1.49875)","(51.0, 140.0, 113.33333333333333)","(5.5, 8.6, 8.36923076923077)","(21.0, 40.0, 39.733333333333334)","(7.0, 12.5, 12.82089552238806)"
07-12-2022 19:00:15.781608,"(7.0, 10.0, 9.788235294117648)","(1.4, 1.5, 1.49875)","(51.0, 140.0, 120.0)","(5.5, 8.6, 8.31578947368421)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.6)"
07-12-2022 19:00:16.840818,"(7.0, 10.0, 9.788235294117648)","(1.4, 1.5, 1.4972727272727273)","(51.0, 140.0, 120.0)","(5.5, 8.6, 8.181818181818182)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.6)"
07-12-2022 19:00:17.944158,"(7.0, 10.0, 9.8)","(1.4, 1.5, 1.4985714285714287)","(51.0, 140.0, 120.0)","(5.5, 8.4, 8.147368421052631)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.55)"
07-12-2022 19:00:19.025471,"(7.0, 10.0, 9.8)","(1.4, 1.5, 1.4985714285714287)","(51.0, 140.0, 114.28571428571429)","(5.5, 8.4, 8.147368421052631)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.96078431372549)"
07-12-2022 19:00:20.120290,"(7.0, 10.0, 9.8)","(1.4, 1.5, 1.4948148148148148)","(51.0, 140.0, 131.11111111111111)","(5.5, 8.4, 8.17142857142857)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.991379310344827)"
07-12-2022 19:00:21.232822,"(7.0, 10.0, 9.657142857142857)","(1.4, 1.5, 1.4950877192982457)","(51.0, 140.0, 185.55555555555554)","(5.5, 8.4, 8.133333333333333)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.976190476190476)"
07-12-2022 19:00:22.372385,"(7.0, 10.0, 9.657142857142857)","(1.4, 1.5, 1.4995555555555555)","(51.0, 210.0, 173.84615384615384)","(5.5, 8.4, 8.133333333333333)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.933823529411764)"
07-12-2022 19:00:23.502015,"(7.0, 10.0, 9.733333333333333)","(1.4, 1.5, 1.4983333333333333)","(51.0, 190.0, 173.84615384615384)","(5.5, 8.4, 8.133333333333333)","(21.0, 40.0, 39.733333333333334)","(7.0, 13.0, 12.964285714285714)"
07-12-2022 19:00:24.605091,"(7.0, 10.0, 9.733333333333333)","(1.35, 1.5, 1.499016393442623)","(51.0, 190.0, 173.84615384615384)","(6.0, 8.4, 8.133333333333333)","(21.0, 40.0, 39.733333333333334)","(7.5, 13.0, 12.96551724137931)"
07-12-2022 19:00:25.683302,"(7.5, 10.0, 9.733333333333333)","(1.35, 1.5, 1.4975757575757576)","(61.0, 190.0, 157.1875)","(6.0, 8.4, 8.133333333333333)","(21.0, 40.0, 39.733333333333334)","(7.5, 13.0, 12.846153846153847)"
07-12-2022 19:00:26.718808,"(7.5, 10.0, 9.633333333333333)","(1.35, 1.53, 1.5278947368421052)","(61.0, 190.0, 142.75)","(6.0, 8.2, 8.17142857142857)","(21.0, 40.0, 39.733333333333334)","(7.5, 13.0, 12.704545454545455)"
07-12-2022 19:00:27.712863,"(7.5, 10.0, 9.56)","(1.35, 1.52, 1.5194845360824742)","(61.0, 190.0, 142.75)","(6.0, 8.2, 8.066666666666666)","(21.0, 40.0, 39.333333333333336)","(7.5, 13.0, 12.119047619047619)"
07-12-2022 19:00:28.692344,"(7.5, 9.8, 9.5)","(1.35, 1.53, 1.5262616822429906)","(61.0, 190.0, 142.75)","(6.0, 8.4, 8.147368421052631)","(21.0, 40.0, 39.733333333333334)","(7.5, 12.5, 12.3125)"
07-12-2022 19:00:29.813535,"(7.5, 9.4, 9.35)","(1.35, 1.52, 1.5194565217391305)","(61.0, 190.0, 145.0)","(6.0, 8.4, 8.17142857142857)","(21.0, 40.0, 39.733333333333334)","(7.5, 12.5, 11.880952380952381)"
07-12-2022 19:00:30.948708,"(7.5, 9.4, 9.344827586206897)","(1.35, 1.56, 1.5590140845070424)","(61.0, 190.0, 145.0)","(6.0, 8.2, 8.149999999999999)","(21.0, 40.0, 39.333333333333336)","(7.5, 12.5, 11.880952380952381)"
07-12-2022 19:00:31.957710,"(7.5, 9.2, 9.183333333333334)","(1.35, 1.55, 1.548108108108108)","(61.0, 190.0, 145.0)","(6.0, 8.2, 8.013333333333334)","(21.0, 40.0, 39.63636363636364)","(7.5, 12.5, 11.82)"
07-12-2022 19:00:32.865384,"(7.5, 9.2, 8.876923076923076)","(1.35, 1.56, 1.5550000000000002)","(61.0, 190.0, 145.0)","(6.0, 8.2, 8.013333333333334)","(21.0, 40.0, 39.63636363636364)","(7.5, 12.5, 11.82)"
07-12-2022 19:00:33.972670,"(7.5, 8.8, 8.780000000000001)","(1.35, 1.57, 1.5670000000000002)","(61.0, 180.0, 110.0)","(6.0, 8.2, 7.945454545454545)","(21.0, 40.0, 39.63636363636364)","(7.5, 12.0, 11.238095238095237)"
07-12-2022 19:00:35.028821,"(7.5, 8.8, 8.563636363636364)","(1.35, 1.56, 1.5890825688073396)","(61.0, 170.0, 120.0)","(6.0, 8.2, 7.8999999999999995)","(21.0, 40.0, 39.63636363636364)","(7.5, 12.0, 11.238095238095237)"
07-12-2022 19:00:36.009739,"(7.5, 8.6, 8.513043478260869)","(1.35, 1.59, 1.5896330275229358)","(61.0, 150.0, 102.5)","(6.0, 8.2, 7.95)","(21.0, 40.0, 39.333333333333336)","(7.5, 12.0, 11.179487179487179)"
07-12-2022 19:00:37.079060,"(7.5, 8.6, 8.5)","(1.35, 1.58, 1.579911504424779)","(61.0, 140.0, 96.66666666666667)","(6.0, 8.0, 7.95)","(21.0, 40.0, 37.5)","(7.5, 12.0, 11.179487179487179)"
07-12-2022 19:00:38.078577,"(7.5, 8.6, 8.5)","(1.35, 1.58, 1.5797816593886465)","(61.0, 130.0, 96.66666666666667)","(6.0, 8.0, 7.95)","(21.0, 38.0, 37.142857142857146)","(7.5, 12.0, 11.179487179487179)"
07-12-2022 19:00:39.065022,"(7.5, 8.6, 8.356521739130434)","(1.35, 1.59, 1.5880851063829788)","(61.0, 130.0, 116.15384615384616)","(6.0, 8.0, 7.95)","(21.0, 38.0, 37.142857142857146)","(7.5, 12.0, 11.179487179487179)"
07-12-2022 19:00:40.167769,"(7.5, 8.6, 8.356521739130434)","(1.35, 1.59, 1.5888372093023257)","(61.0, 120.0, 97.72727272727272)","(6.0, 8.0, 7.870588235294117)","(21.0, 38.0, 37.5)","(7.5, 12.0, 10.022727272727273)"
07-12-2022 19:00:41.181077,"(7.5, 8.6, 8.288888888888888)","(1.35, 1.6, 1.598360655737705)","(61.0, 120.0, 97.72727272727272)","(6.0, 8.2, 7.870588235294117)","(21.0, 42.0, 39.333333333333336)","(7.5, 10.5, 10.075757575757576)"
07-12-2022 19:00:42.062338,"(7.5, 8.6, 8.379999999999999)","(1.35, 1.62, 1.6141935483870968)","(61.0, 120.0, 110.0)","(6.0, 8.2, 7.870588235294117)","(21.0, 40.0, 39.333333333333336)","(7.5, 10.5, 10.075757575757576)"
07-12-2022 19:00:42.983585,"(7.5, 8.6, 8.569230769230769)","(1.35, 1.61, 1.604)","(61.0, 110.0, 99.28571428571429)","(6.0, 8.2, 7.888888888888888)","(21.0, 42.0, 37.36363636363637)","(7.5, 9.8, 9.606451612903225)"
07-12-2022 19:00:44.017211,"(7.5, 8.8, 8.607407407407408)","(1.35, 1.61, 1.6041176470588236)","(61.0, 110.0, 95.0)","(6.0, 7.8, 7.7953488372093025)","(21.0, 42.0, 36.76923076923077)","(7.5, 9.8, 9.605882352941176)"
07-12-2022 19:00:44.956574,"(7.5, 8.8, 8.567441860465117)","(1.35, 1.61, 1.6082857142857143)","(61.0, 110.0, 95.0)","(6.0, 8.0, 7.941666666666666)","(21.0, 42.0, 39.333333333333336)","(7.5, 9.8, 9.7)"
07-12-2022 19:00:46.033637,"(7.5, 8.8, 8.648275862068965)","(1.35, 1.62, 1.6173333333333335)","(61.0, 110.0, 99.0625)","(6.0, 8.0, 7.795238095238095)","(21.0, 40.0, 39.42857142857143)","(7.5, 10.0, 9.833333333333334)"
07-12-2022 19:00:47.068481,"(7.5, 8.8, 8.624)","(1.35, 1.61, 1.6053846153846154)","(61.0, 110.0, 94.0909090909091)","(6.0, 7.8, 7.795121951219512)","(21.0, 40.0, 37.75)","(7.5, 10.0, 9.68)"
07-12-2022 19:00:48.028799,"(7.5, 8.8, 8.626086956521739)","(1.35, 1.61, 1.6094117647058825)","(61.0, 110.0, 94.0909090909091)","(6.0, 7.8, 7.795121951219512)","(21.0, 42.0, 37.75)","(7.5, 10.0, 9.69)"
07-12-2022 19:00:49.024887,"(7.5, 8.8, 8.662068965517241)","(1.35, 1.61, 1.6073333333333335)","(61.0, 110.0, 94.0909090909091)","(6.0, 7.8, 7.795121951219512)","(21.0, 42.0, 37.75)","(7.5, 10.5, 9.853846153846154)"
07-12-2022 19:00:49.976966,"(7.0, 8.8, 8.653333333333332)","(1.4, 1.62, 1.609846153846154)","(61.0, 110.0, 99.0625)","(6.0, 7.8, 7.795121951219512)","(21.0, 42.0, 37.75)","(7.0, 10.5, 9.927272727272728)"
07-12-2022 19:00:50.879540,"(7.0, 8.8, 8.69)","(1.4, 1.61, 1.6075824175824176)","(61.0, 100.0, 89.28571428571429)","(6.0, 7.8, 7.795121951219512)","(21.0, 42.0, 37.75)","(7.0, 10.5, 9.870000000000001)"
07-12-2022 19:00:51.972544,"(7.0, 8.8, 8.653333333333332)","(1.4, 1.62, 1.6156701030927836)","(61.0, 95.0, 90.71428571428571)","(6.0, 7.8, 7.795121951219512)","(21.0, 42.0, 37.75)","(7.0, 10.5, 10.05)"
07-12-2022 19:00:53.007158,"(7.0, 8.8, 8.69)","(1.4, 1.63, 1.6178571428571429)","(61.0, 95.0, 92.27272727272727)","(6.0, 7.8, 7.794117647058823)","(21.0, 42.0, 37.75)","(7.0, 10.5, 10.05)"
07-12-2022 19:00:54.061691,"(7.0, 8.8, 8.653333333333332)","(1.4, 1.62, 1.6105555555555557)","(61.0, 95.0, 92.27272727272727)","(6.0, 7.8, 7.791304347826086)","(21.0, 42.0, 37.75)","(7.0, 10.5, 10.05)"
07-12-2022 19:00:55.050244,"(7.0, 8.8, 8.69)","(1.4, 1.62, 1.6105555555555557)","(61.0, 95.0, 90.0)","(6.0, 7.8, 7.791304347826086)","(21.0, 42.0, 38.421052631578945)","(7.0, 10.5, 10.05)"
07-12-2022 19:00:56.028175,"(7.0, 8.8, 8.694736842105263)","(1.4, 1.62, 1.618)","(61.0, 95.0, 89.28571428571429)","(6.0, 7.8, 7.79)","(21.0, 42.0, 38.22222222222222)","(7.0, 10.5, 10.090909090909092)"
07-12-2022 19:00:56.919713,"(7.0, 8.8, 8.785714285714286)","(1.4, 1.6, 1.591201550387597)","(61.0, 95.0, 91.66666666666667)","(6.0, 7.8, 7.771428571428571)","(21.0, 42.0, 38.22222222222222)","(7.0, 10.5, 10.055555555555555)"
07-12-2022 19:00:57.837889,"(7.0, 9.0, 8.806060606060607)","(1.4, 1.6, 1.5908333333333333)","(61.0, 95.0, 90.0)","(6.0, 7.8, 7.630769230769231)","(21.0, 42.0, 38.15094339622642)","(7.0, 10.5, 10.1)"
07-12-2022 19:00:58.851267,"(7.0, 9.0, 8.813333333333334)","(1.4, 1.6, 1.5910569105691057)","(61.0, 95.0, 93.5)","(6.0, 7.6, 7.4625)","(21.0, 42.0, 38.22222222222222)","(7.0, 10.5, 10.375)"
07-12-2022 19:00:59.865835,"(7.0, 9.0, 8.825806451612904)","(1.4, 1.6, 1.5941747572815534)","(61.0, 95.0, 93.5)","(6.0, 7.6, 7.377777777777778)","(21.0, 42.0, 38.264150943396224)","(7.0, 10.5, 10.583333333333334)"
