,Daphs Yak,Master Class,Lucas Jebrynah,Show Me Ziway,Aubameyang,Call Me Marley,Maxed Out,Ali Starr
07-12-2022 19:29:43.305304,"(4.4, 10.0, 8.6)","(26.0, 130.0, 110.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 32.0, 28.333333333333332)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.933333333333333)","(3.0, 4.4, 4.0)","(16.0, 21.0, 19.125)"
07-12-2022 19:29:44.489428,"(4.4, 10.0, 8.6)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 28.333333333333332)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.257142857142857)","(3.0, 4.4, 4.2250000000000005)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:45.794385,"(4.4, 10.0, 8.6)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.257142857142857)","(3.0, 4.4, 4.2250000000000005)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:46.962661,"(4.4, 10.0, 8.6)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.257142857142857)","(3.0, 4.4, 4.0)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:48.200360,"(4.4, 10.0, 8.6)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.9)","(3.0, 4.4, 4.0)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:49.543172,"(4.4, 10.0, 8.6)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.8)","(3.0, 4.4, 4.0)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:51.154491,"(4.4, 10.0, 8.6)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.8)","(3.0, 4.4, 4.0)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:52.607732,"(4.4, 10.0, 8.666666666666668)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.25)","(3.0, 4.4, 4.29)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:53.721972,"(4.4, 9.8, 8.633333333333333)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.25)","(3.0, 4.4, 4.033333333333333)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:55.227144,"(4.4, 9.6, 8.899999999999999)","(26.0, 130.0, 116.66666666666667)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.066666666666666)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:56.784420,"(4.4, 9.6, 8.899999999999999)","(26.0, 130.0, 92.5)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.08)","(3.0, 4.4, 4.3090909090909095)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:58.080085,"(4.4, 9.6, 8.899999999999999)","(26.0, 130.0, 92.5)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.066666666666666)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:29:59.452745,"(4.4, 9.6, 8.899999999999999)","(26.0, 130.0, 92.5)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:00.776525,"(4.4, 9.8, 8.399999999999999)","(26.0, 130.0, 119.28571428571428)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.8)","(3.0, 4.4, 4.066666666666666)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:02.032748,"(4.4, 12.0, 11.05)","(26.0, 130.0, 119.28571428571428)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.285714285714286)","(3.0, 4.4, 4.271428571428571)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:03.367855,"(4.4, 10.5, 9.0625)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.85)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:04.617931,"(4.4, 10.5, 9.0625)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:05.765333,"(4.4, 10.5, 9.0625)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.9)","(3.0, 4.4, 4.066666666666666)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:06.906867,"(4.4, 12.0, 9.625)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.25)","(3.0, 4.4, 4.271428571428571)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:08.120296,"(4.4, 10.5, 8.63125)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.85)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:09.322097,"(4.4, 10.5, 8.63125)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:10.585952,"(4.4, 10.5, 8.63125)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:11.806747,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:13.251460,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:14.507618,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.833333333333336)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:15.823897,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 25.0, 23.454545454545453)","(3.8, 5.4, 4.9)","(3.0, 4.4, 4.066666666666666)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:17.501502,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 116.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 24.0, 23.454545454545453)","(3.8, 5.5, 4.95)","(3.0, 4.4, 4.233333333333333)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:18.922241,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 118.33333333333333)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 24.0, 23.454545454545453)","(3.8, 5.5, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:20.385395,"(4.4, 10.5, 8.63125)","(26.0, 130.0, 118.33333333333333)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:21.714705,"(4.4, 10.5, 8.63125)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.08)","(3.0, 4.4, 4.15)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:23.021489,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 24.0, 23.454545454545453)","(3.8, 5.6, 4.583333333333334)","(3.0, 4.4, 4.066666666666666)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:24.376859,"(4.4, 10.5, 8.827272727272726)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(11.0, 24.0, 23.454545454545453)","(3.8, 5.5, 5.0)","(3.0, 4.4, 4.133333333333334)","(16.0, 20.0, 19.125)"
07-12-2022 19:30:25.735583,"(4.6, 10.5, 8.63125)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.0)","(3.0, 4.4, 4.133333333333334)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:26.986719,"(4.6, 10.5, 8.63125)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 4.933333333333333)","(3.0, 4.4, 4.216666666666667)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:28.265498,"(4.6, 10.5, 8.827272727272726)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.6, 5.283333333333333)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:29.659477,"(4.6, 10.5, 8.63125)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.1)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:30.914291,"(4.6, 10.5, 8.63125)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.1)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:32.114140,"(4.6, 10.5, 8.63125)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.066666666666666)","(3.0, 4.4, 4.2125)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:33.221951,"(4.6, 10.5, 8.827272727272726)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.6, 5.066666666666666)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:34.394634,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:35.518999,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.5, 5.257142857142857)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:36.662747,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.257142857142857)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:37.869505,"(4.6, 10.5, 8.827272727272726)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 4.9)","(3.0, 4.4, 4.2)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:39.007438,"(4.6, 12.0, 9.625)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 4.9)","(3.0, 4.4, 4.2)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:40.139703,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.6, 4.933333333333333)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:41.327948,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.6, 4.933333333333333)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:42.498045,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.6, 4.933333333333333)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:43.743071,"(4.6, 12.0, 9.625)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.142857142857143)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:45.025928,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.142857142857143)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:46.171149,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 4.866666666666666)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:47.293086,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.866666666666666)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:48.403826,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.866666666666666)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:49.511460,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.85)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:50.548860,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.85)","(3.0, 4.4, 4.257142857142857)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:51.646660,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.2625)","(3.0, 4.3, 4.233333333333333)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:52.861571,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.0)","(3.0, 4.4, 4.033333333333333)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:53.935358,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.0)","(3.0, 4.3, 4.033333333333333)","(17.0, 20.0, 19.125)"
07-12-2022 19:30:55.042426,"(4.6, 10.0, 8.875)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.0)","(3.0, 4.3, 4.121428571428572)","(17.0, 20.0, 18.3)"
07-12-2022 19:30:56.288752,"(4.6, 12.0, 11.05)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 5.0)","(3.0, 4.2, 4.15)","(17.0, 19.5, 18.3)"
07-12-2022 19:30:57.468806,"(4.6, 8.2, 8.18)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.6, 4.733333333333333)","(3.0, 4.2, 4.1)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:30:58.669453,"(4.6, 12.0, 11.0)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.733333333333333)","(3.0, 4.3, 4.1)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:30:59.890893,"(4.6, 11.0, 10.25)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.8, 5.4, 4.733333333333333)","(3.0, 4.3, 3.9749999999999996)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:01.072769,"(4.6, 11.5, 11.028571428571428)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.454545454545453)","(3.8, 5.4, 5.1875)","(3.0, 4.3, 4.116666666666667)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:02.274350,"(4.6, 10.0, 8.857142857142858)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.6, 5.254545454545455)","(3.0, 4.2, 3.9272727272727277)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:03.399627,"(4.6, 9.8, 8.96)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.254545454545455)","(3.0, 4.2, 4.033333333333333)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:04.425131,"(4.6, 9.8, 8.96)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.254545454545455)","(3.0, 4.1, 4.0249999999999995)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:05.520683,"(4.6, 9.8, 9.333333333333334)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.4, 5.254545454545455)","(3.0, 4.1, 4.0249999999999995)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:06.628114,"(4.6, 11.0, 10.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.942857142857143)","(3.0, 4.1, 3.95)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:07.743250,"(4.6, 9.8, 9.693333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.942857142857143)","(3.0, 4.0, 3.95)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:08.917299,"(4.6, 9.8, 9.51764705882353)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.942857142857143)","(3.0, 4.0, 3.95)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:10.075744,"(4.6, 9.8, 9.51764705882353)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.8625)","(3.0, 4.0, 3.95)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:11.306476,"(4.6, 12.0, 11.329411764705881)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.878571428571429)","(3.0, 4.0, 3.95)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:12.544001,"(4.6, 10.0, 9.8)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.878571428571429)","(3.0, 4.0, 3.9727272727272727)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:13.684563,"(4.6, 10.0, 9.509090909090908)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.878571428571429)","(3.0, 4.0, 3.9727272727272727)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:14.951896,"(4.6, 10.0, 9.509090909090908)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.8625)","(3.0, 4.0, 3.95)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:16.140400,"(4.6, 10.0, 9.8)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.878571428571429)","(3.0, 4.0, 3.9583333333333335)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:17.145848,"(4.6, 10.5, 9.615384615384615)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.8, 5.2, 4.878571428571429)","(3.0, 4.0, 3.925)","(17.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:18.305959,"(4.6, 10.0, 9.509090909090908)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.2, 4.878571428571429)","(3.0, 4.1, 3.925)","(18.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:19.413962,"(4.6, 10.0, 9.509090909090908)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.2, 4.8625)","(3.0, 4.1, 3.9124999999999996)","(18.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:20.575188,"(4.6, 10.0, 9.509090909090908)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.2, 4.8625)","(3.0, 4.1, 3.95)","(18.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:21.895042,"(4.6, 10.0, 9.4)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.2, 4.878571428571429)","(3.0, 4.0, 3.9727272727272727)","(18.0, 19.5, 16.928571428571427)"
07-12-2022 19:31:23.186866,"(4.6, 12.0, 10.733333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.2, 4.878571428571429)","(3.0, 4.0, 3.98125)","(18.0, 19.5, 17.7)"
07-12-2022 19:31:24.414081,"(4.6, 12.0, 9.285714285714285)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.2, 4.878571428571429)","(3.0, 4.0, 3.9727272727272727)","(18.0, 19.5, 17.34)"
07-12-2022 19:31:25.593912,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.2, 4.81875)","(3.0, 4.0, 3.95)","(18.0, 19.5, 17.75)"
07-12-2022 19:31:26.869908,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.8428571428571425)","(3.0, 4.0, 3.925)","(18.0, 19.0, 17.46875)"
