,Sasha,Oratoria,Some Change Nz,Blazing Banner Nz,Rocknroll Times,Scared Stiff Nz,The Banker Nz,Lifeinthebalance,Im In Trouble,Are Doubleyou
06-01-2023 16:39:55.347662,"(7.5, 15.0, 11.52)","(14.0, 24.0, 20.2)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 28.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 40.44444444444444)","(8.5, 28.0, 18.0)","(15.0, 46.0, 34.64285714285714)"
06-01-2023 16:39:56.635263,"(7.5, 15.0, 11.52)","(14.0, 24.0, 20.2)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 59.27272727272727)","(8.5, 28.0, 20.0)","(15.0, 46.0, 37.33333333333333)"
06-01-2023 16:39:57.881146,"(7.5, 15.0, 13.8)","(14.0, 24.0, 20.2)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 34.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 60.0)","(8.5, 27.0, 21.833333333333336)","(15.0, 46.0, 36.333333333333336)"
06-01-2023 16:39:59.069892,"(7.5, 15.0, 13.649999999999999)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 28.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 40.44444444444444)","(8.5, 27.0, 21.833333333333336)","(15.0, 44.0, 31.25)"
06-01-2023 16:40:00.275632,"(7.5, 15.0, 11.9)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 28.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 62.0)","(8.5, 27.0, 21.833333333333336)","(15.0, 44.0, 31.25)"
06-01-2023 16:40:01.600965,"(7.5, 15.0, 11.9)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 89.6)","(8.5, 27.0, 21.833333333333336)","(15.0, 44.0, 37.4)"
06-01-2023 16:40:02.832436,"(7.5, 15.0, 13.615384615384617)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 89.6)","(8.5, 27.0, 21.833333333333336)","(15.0, 42.0, 37.4)"
06-01-2023 16:40:04.078612,"(7.5, 15.0, 13.615384615384617)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 89.6)","(8.5, 27.0, 21.833333333333336)","(15.0, 42.0, 37.4)"
06-01-2023 16:40:05.332298,"(7.5, 15.0, 13.615384615384617)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 89.6)","(8.5, 27.0, 21.833333333333336)","(15.0, 42.0, 37.4)"
06-01-2023 16:40:06.531888,"(7.5, 15.0, 13.615384615384617)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 89.6)","(8.5, 27.0, 21.833333333333336)","(15.0, 42.0, 37.4)"
06-01-2023 16:40:07.678245,"(7.5, 15.0, 13.615384615384617)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 89.6)","(8.5, 27.0, 21.833333333333336)","(15.0, 42.0, 37.4)"
06-01-2023 16:40:08.855624,"(7.5, 15.0, 13.615384615384617)","(14.0, 32.0, 25.0)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 89.6)","(8.5, 27.0, 21.833333333333336)","(15.0, 42.0, 37.4)"
06-01-2023 16:40:10.161059,"(7.5, 15.0, 11.9)","(14.0, 32.0, 27.625)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 37.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 110.0, 55.33333333333333)","(8.5, 27.0, 23.7)","(15.0, 42.0, 37.1)"
06-01-2023 16:40:11.498474,"(7.5, 15.0, 11.9)","(14.0, 32.0, 27.625)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 37.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 110.0, 55.33333333333333)","(8.5, 27.0, 23.7)","(15.0, 42.0, 37.1)"
06-01-2023 16:40:12.822896,"(7.5, 15.0, 9.6)","(14.0, 32.0, 27.625)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 37.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 110.0, 40.0)","(8.5, 27.0, 18.75)","(15.0, 42.0, 37.4)"
06-01-2023 16:40:14.114611,"(7.5, 15.0, 9.6)","(14.0, 30.0, 25.375)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 37.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 40.0)","(8.5, 27.0, 17.833333333333332)","(15.0, 42.0, 28.333333333333336)"
06-01-2023 16:40:15.365252,"(7.5, 15.0, 9.75)","(14.0, 29.0, 25.375)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 37.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 40.0)","(8.5, 27.0, 13.666666666666666)","(15.0, 40.0, 31.666666666666664)"
06-01-2023 16:40:16.598479,"(7.5, 15.0, 10.05)","(14.0, 29.0, 25.375)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 37.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 40.0)","(8.5, 27.0, 18.11111111111111)","(15.0, 38.0, 31.666666666666664)"
06-01-2023 16:40:17.883071,"(7.5, 15.0, 10.05)","(14.0, 29.0, 25.375)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 37.25)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 40.0)","(8.5, 27.0, 18.11111111111111)","(15.0, 38.0, 31.666666666666664)"
06-01-2023 16:40:19.110668,"(7.5, 15.0, 10.05)","(14.0, 29.0, 25.375)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 52.66666666666667)","(8.5, 27.0, 21.166666666666664)","(15.0, 38.0, 32.0)"
06-01-2023 16:40:20.354837,"(7.5, 15.0, 13.523076923076923)","(14.0, 29.0, 24.166666666666664)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 28.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 46.75)","(8.5, 26.0, 21.166666666666664)","(15.0, 38.0, 25.666666666666668)"
06-01-2023 16:40:21.642677,"(7.5, 15.0, 12.8)","(14.0, 29.0, 24.166666666666664)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 28.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 47.5)","(8.5, 26.0, 21.166666666666664)","(15.0, 38.0, 25.666666666666668)"
06-01-2023 16:40:22.923363,"(7.5, 15.0, 12.8)","(14.0, 29.0, 24.166666666666664)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 62.90909090909091)","(8.5, 26.0, 21.166666666666664)","(15.0, 38.0, 32.0)"
06-01-2023 16:40:24.152485,"(7.5, 15.0, 13.523076923076923)","(14.0, 29.0, 24.166666666666664)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 33.5)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 62.90909090909091)","(8.5, 26.0, 21.166666666666664)","(15.0, 38.0, 25.666666666666668)"
06-01-2023 16:40:25.271766,"(7.5, 15.0, 13.523076923076923)","(14.0, 29.0, 24.166666666666664)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 34.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 60.4)","(8.5, 26.0, 21.166666666666664)","(15.0, 38.0, 25.666666666666668)"
06-01-2023 16:40:26.422991,"(7.5, 15.0, 12.933333333333334)","(14.0, 29.0, 24.166666666666664)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 34.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 52.0)","(8.5, 26.0, 21.166666666666664)","(15.0, 38.0, 32.0)"
06-01-2023 16:40:27.581333,"(7.5, 15.0, 13.615384615384617)","(14.0, 29.0, 24.166666666666664)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 34.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 52.0)","(8.5, 26.0, 18.25)","(15.0, 38.0, 32.0)"
06-01-2023 16:40:28.812017,"(7.5, 14.5, 12.928571428571429)","(14.0, 28.0, 20.5)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 34.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 68.0)","(8.5, 25.0, 21.916666666666668)","(15.0, 38.0, 25.666666666666668)"
06-01-2023 16:40:30.072219,"(7.5, 14.5, 12.928571428571429)","(14.0, 28.0, 20.142857142857142)","(61.0, 99999, 99990)","(1.45, 99999, 99990)","(21.0, 42.0, 34.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 57.33333333333333)","(8.5, 24.0, 13.375)","(15.0, 38.0, 33.5)"
06-01-2023 16:40:31.367292,"(7.5, 14.5, 12.214285714285714)","(14.0, 28.0, 20.142857142857142)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 34.0)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 53.5)","(8.5, 16.0, 13.375)","(16.0, 38.0, 33.5)"
06-01-2023 16:40:32.661007,"(7.5, 14.5, 12.214285714285714)","(14.0, 28.0, 21.88888888888889)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 34.0)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 53.5)","(8.5, 16.0, 19.714285714285715)","(16.0, 38.0, 32.0)"
06-01-2023 16:40:34.024915,"(7.5, 14.5, 13.333333333333334)","(14.0, 28.0, 20.1875)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 31.666666666666664)"
06-01-2023 16:40:35.334448,"(7.5, 14.5, 11.128571428571428)","(14.0, 28.0, 20.1875)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 32.714285714285715)"
06-01-2023 16:40:36.505667,"(7.5, 14.5, 11.128571428571428)","(14.0, 28.0, 20.1875)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 32.714285714285715)"
06-01-2023 16:40:37.707369,"(7.5, 14.5, 12.871428571428572)","(14.0, 28.0, 20.1875)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 32.714285714285715)"
06-01-2023 16:40:38.895980,"(7.5, 14.5, 11.128571428571428)","(14.0, 28.0, 20.1875)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 32.714285714285715)"
06-01-2023 16:40:40.092531,"(7.5, 14.5, 11.128571428571428)","(14.0, 28.0, 23.0)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 32.714285714285715)"
06-01-2023 16:40:41.303648,"(7.5, 14.5, 12.871428571428572)","(14.0, 28.0, 23.0)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 32.714285714285715)"
06-01-2023 16:40:42.572580,"(7.5, 14.5, 12.871428571428572)","(14.0, 28.0, 23.0)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 100.0, 55.714285714285715)","(8.5, 23.0, 18.2)","(16.0, 38.0, 27.75)"
06-01-2023 16:40:43.829810,"(7.5, 14.5, 12.975)","(14.0, 28.0, 23.0)","(61.0, 99999, 99990)","(1.4, 99999, 99990)","(21.0, 42.0, 35.6)","(11.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 210.0, 81.0)","(8.5, 23.0, 18.2)","(16.0, 36.0, 27.75)"
06-01-2023 16:40:45.080587,"(8.0, 14.5, 12.814285714285713)","(14.0, 28.0, 20.75)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 35.6)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 210.0, 81.0)","(9.0, 23.0, 18.2)","(17.0, 36.0, 31.583333333333332)"
06-01-2023 16:40:46.331173,"(8.0, 14.5, 13.111764705882354)","(14.0, 28.0, 17.642857142857142)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 36.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 210.0, 52.285714285714285)","(9.0, 23.0, 18.2)","(17.0, 34.0, 24.57142857142857)"
06-01-2023 16:40:47.535575,"(8.0, 14.5, 12.6)","(14.0, 28.0, 17.642857142857142)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 36.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 210.0, 83.33333333333334)","(9.0, 23.0, 18.2)","(17.0, 34.0, 29.875)"
06-01-2023 16:40:48.777328,"(8.0, 14.5, 12.6)","(14.0, 28.0, 17.642857142857142)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 200.0, 52.5)","(9.0, 23.0, 15.333333333333334)","(17.0, 34.0, 27.4)"
06-01-2023 16:40:50.098685,"(8.0, 14.5, 9.916666666666666)","(14.0, 28.0, 17.125)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 190.0, 52.5)","(9.0, 23.0, 15.333333333333334)","(17.0, 34.0, 27.4)"
06-01-2023 16:40:51.451896,"(8.0, 14.5, 9.916666666666666)","(14.0, 28.0, 20.75)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 190.0, 52.5)","(9.0, 23.0, 15.333333333333334)","(17.0, 34.0, 27.4)"
06-01-2023 16:40:52.665709,"(8.0, 14.5, 9.916666666666666)","(14.0, 28.0, 18.666666666666668)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 190.0, 52.5)","(9.0, 23.0, 15.333333333333334)","(17.0, 34.0, 27.4)"
06-01-2023 16:40:53.940131,"(8.0, 14.5, 9.916666666666666)","(14.0, 28.0, 18.666666666666668)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 190.0, 52.5)","(9.0, 23.0, 15.333333333333334)","(17.0, 34.0, 25.25)"
06-01-2023 16:40:55.114163,"(8.0, 14.5, 9.916666666666666)","(14.0, 28.0, 18.666666666666668)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 190.0, 136.0)","(9.0, 23.0, 15.333333333333334)","(17.0, 34.0, 25.25)"
06-01-2023 16:40:56.332030,"(8.0, 14.5, 9.916666666666666)","(14.0, 28.0, 18.666666666666668)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 180.0, 98.0)","(9.0, 23.0, 15.333333333333334)","(17.0, 34.0, 25.25)"
06-01-2023 16:40:57.556827,"(8.0, 14.5, 9.916666666666666)","(14.0, 28.0, 18.666666666666668)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 27.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 170.0, 65.27272727272728)","(9.0, 23.0, 12.142857142857142)","(17.0, 34.0, 24.0)"
06-01-2023 16:40:58.856142,"(8.0, 14.5, 11.642857142857142)","(14.0, 27.0, 19.666666666666668)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 30.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 170.0, 70.66666666666666)","(9.0, 16.0, 18.0)","(17.0, 34.0, 28.166666666666664)"
06-01-2023 16:41:00.165975,"(8.0, 14.5, 12.7)","(14.0, 27.0, 16.5)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.75)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 160.0, 70.66666666666666)","(9.0, 25.0, 20.485714285714284)","(17.0, 34.0, 25.636363636363637)"
06-01-2023 16:41:01.380465,"(8.0, 14.5, 13.75)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 160.0, 126.5)","(9.0, 25.0, 21.05)","(17.0, 36.0, 20.625)"
06-01-2023 16:41:02.570287,"(8.0, 14.5, 13.75)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 160.0, 93.5)","(9.0, 25.0, 19.8)","(17.0, 36.0, 18.857142857142858)"
06-01-2023 16:41:03.775415,"(8.0, 14.5, 12.925)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 160.0, 93.5)","(9.0, 25.0, 19.8)","(17.0, 36.0, 26.25)"
06-01-2023 16:41:04.999132,"(8.0, 14.5, 13.969999999999999)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.5)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 160.0, 93.5)","(9.0, 25.0, 19.8)","(17.0, 36.0, 24.5)"
06-01-2023 16:41:06.238928,"(8.0, 14.5, 12.925)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.5)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 160.0, 93.5)","(9.0, 25.0, 19.8)","(17.0, 36.0, 25.5)"
06-01-2023 16:41:07.522105,"(8.0, 14.5, 12.925)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.75)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 160.0, 83.5)","(9.0, 25.0, 19.8)","(17.0, 36.0, 27.666666666666668)"
06-01-2023 16:41:08.734077,"(8.0, 14.5, 13.963636363636363)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 39.33333333333333)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 83.5)","(9.0, 25.0, 19.8)","(17.0, 36.0, 26.0)"
06-01-2023 16:41:09.945460,"(8.0, 14.5, 12.466666666666667)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 39.33333333333333)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 83.5)","(8.5, 25.0, 19.8)","(16.0, 36.0, 29.636363636363637)"
06-01-2023 16:41:11.199145,"(8.0, 14.5, 13.98181818181818)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 83.5)","(8.5, 25.0, 19.8)","(16.0, 36.0, 26.0)"
06-01-2023 16:41:12.468913,"(8.0, 14.5, 13.963636363636363)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 83.5)","(8.5, 25.0, 19.8)","(16.0, 36.0, 29.636363636363637)"
06-01-2023 16:41:13.732733,"(8.5, 14.5, 13.945454545454545)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 83.5)","(8.5, 25.0, 19.8)","(16.0, 36.0, 30.0)"
06-01-2023 16:41:14.947653,"(8.5, 14.5, 11.55)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 140.0, 56.42857142857143)","(8.5, 25.0, 19.8)","(16.0, 46.0, 27.2)"
06-01-2023 16:41:16.249580,"(8.5, 14.5, 12.6)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 56.42857142857143)","(8.5, 25.0, 19.8)","(16.0, 48.0, 26.666666666666668)"
06-01-2023 16:41:17.539287,"(8.5, 14.5, 14.0)","(14.0, 27.0, 23.25)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.2)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 66.25)","(8.5, 25.0, 19.8)","(16.0, 48.0, 31.272727272727273)"
06-01-2023 16:41:18.912328,"(8.5, 14.5, 14.0)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 32.5)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(16.0, 48.0, 31.5)"
06-01-2023 16:41:20.474614,"(8.5, 14.5, 11.75)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 32.5)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(16.0, 46.0, 41.92857142857143)"
06-01-2023 16:41:21.797926,"(8.5, 14.5, 13.8125)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 33.5)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(16.0, 46.0, 41.92857142857143)"
06-01-2023 16:41:23.064976,"(8.0, 14.5, 13.8625)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.5)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(18.0, 46.0, 41.92857142857143)"
06-01-2023 16:41:24.352936,"(8.0, 14.5, 13.8625)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 37.75)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(18.0, 46.0, 41.92857142857143)"
06-01-2023 16:41:25.629516,"(8.0, 14.5, 14.01)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 34.0)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(18.0, 46.0, 41.92857142857143)"
06-01-2023 16:41:26.900718,"(8.0, 14.5, 11.75)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 39.33333333333333)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(16.0, 46.0, 41.92857142857143)"
06-01-2023 16:41:28.254968,"(8.0, 14.5, 13.969999999999999)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.733333333333334)","(16.0, 46.0, 41.92857142857143)"
06-01-2023 16:41:29.567251,"(8.0, 14.5, 14.01)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 43.42857142857143)","(8.5, 25.0, 14.399999999999999)","(16.0, 46.0, 30.75)"
06-01-2023 16:41:30.856011,"(8.0, 14.5, 14.01)","(14.0, 27.0, 23.0)","(61.0, 99999, 99990)","(1.35, 99999, 99990)","(21.0, 42.0, 38.25)","(12.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 130.0, 44.285714285714285)","(8.5, 24.0, 21.66)","(16.0, 44.0, 30.75)"
