,Chloes China,Seriously Fly,Mr Bean,Little Winnie,Juice,Angry Betty,Sekola,My Names Judy
12-01-2023 10:26:25.277910,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:26.565182,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:27.818891,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:29.120772,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:30.494409,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:31.589479,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:33.013883,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:34.144107,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:35.288558,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:36.423278,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:37.541974,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:38.682643,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:39.834672,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:40.977197,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:42.138262,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:43.194157,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:44.295699,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:45.377434,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:46.537543,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:47.587778,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:48.586158,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:49.723612,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:50.839034,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:51.906185,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:52.964104,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:53.977850,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:55.070193,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:56.202310,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:57.250708,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:58.260320,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:26:59.226666,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:00.299594,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:01.373390,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:02.425231,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 23.0)","(6.5, 13.0, 9.181818181818182)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:03.482364,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:04.464998,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:05.510675,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:06.629076,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:07.717928,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:08.768094,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 4.988888888888889)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:09.782252,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:10.779669,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:11.865242,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:12.943519,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:14.025531,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:15.069848,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:16.074820,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:17.158802,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:18.242676,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:19.319526,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:20.399382,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:21.448164,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:22.451718,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:23.515981,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:24.564576,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:25.673531,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:26.758831,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:27.854574,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:28.915186,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:29.960933,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:30.984197,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:32.072924,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:33.061278,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:34.115894,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:35.076145,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:36.063560,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:37.104798,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:38.136312,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:39.139251,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:40.204588,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:41.326309,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:42.444706,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:43.520419,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:44.548345,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:45.596886,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:46.612361,"(10.0, 21.0, 14.9)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:47.669503,"(10.0, 20.0, 15.8)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:48.829614,"(10.0, 20.0, 15.8)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:49.932889,"(10.0, 20.0, 15.8)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:50.984012,"(10.0, 20.0, 15.8)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
12-01-2023 10:27:52.087526,"(10.0, 20.0, 15.8)","(3.1, 4.8, 3.6805555555555554)","(5.0, 9.0, 6.213333333333333)","(12.0, 26.0, 24.333333333333336)","(6.5, 13.0, 10.375)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.4, 5.573913043478261)","(31.0, 340.0, 91.66666666666666)"
