,Chloes China,Seriously Fly,Mr Bean,Little Winnie,Juice,Angry Betty,Sekola,My Names Judy
12-01-2023 10:36:27.470077,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:28.567363,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:29.550064,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:30.559885,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:31.722634,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:32.872377,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:34.019813,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:35.157556,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.3666666666666663)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:36.241753,"(10.0, 19.5, 10.229999999999999)","(3.1, 3.6, 3.5647058823529414)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:37.338875,"(10.0, 19.5, 10.229999999999999)","(3.1, 3.6, 3.5647058823529414)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:38.465372,"(10.0, 19.5, 10.229999999999999)","(3.1, 3.6, 3.5647058823529414)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:39.642345,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:40.876446,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:42.168443,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.476470588235294)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:43.329099,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:44.411154,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 146.66666666666669)"
12-01-2023 10:36:45.595406,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 190.0)"
12-01-2023 10:36:46.794715,"(10.0, 19.5, 10.229999999999999)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 190.0)"
12-01-2023 10:36:48.032806,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 190.0)"
12-01-2023 10:36:49.200064,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 190.0)"
12-01-2023 10:36:50.309100,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 190.0)"
12-01-2023 10:36:51.501577,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 4.8)","(31.0, 320.0, 190.0)"
12-01-2023 10:36:52.886250,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.84)","(31.0, 320.0, 150.0)"
12-01-2023 10:36:54.201877,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 320.0, 150.0)"
12-01-2023 10:36:55.410930,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 320.0, 150.0)"
12-01-2023 10:36:56.566403,"(10.0, 19.0, 10.833333333333332)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 320.0, 89.5)"
12-01-2023 10:36:57.778461,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.2)","(31.0, 310.0, 89.5)"
12-01-2023 10:36:59.072166,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 310.0, 89.5)"
12-01-2023 10:37:00.394102,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 310.0, 89.5)"
12-01-2023 10:37:01.645336,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.1, 3.458333333333333)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 310.0, 89.5)"
12-01-2023 10:37:02.921168,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.1, 3.571428571428571)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 310.0, 94.0)"
12-01-2023 10:37:04.123918,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.571428571428571)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 310.0, 94.0)"
12-01-2023 10:37:05.313802,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.571428571428571)","(5.0, 9.2, 7.25)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.84)","(31.0, 310.0, 94.0)"
12-01-2023 10:37:06.510560,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 5.92)","(31.0, 310.0, 115.0)"
12-01-2023 10:37:07.778426,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 6.32)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.8999999999999995)","(31.0, 340.0, 147.14285714285714)"
12-01-2023 10:37:08.986523,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 340.0, 147.14285714285714)"
12-01-2023 10:37:10.159896,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 340.0, 147.14285714285714)"
12-01-2023 10:37:11.338451,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 340.0, 144.28571428571428)"
12-01-2023 10:37:12.579960,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 200.0)"
12-01-2023 10:37:13.687465,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 200.0)"
12-01-2023 10:37:14.905384,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 200.0)"
12-01-2023 10:37:16.144260,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:17.394803,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 20.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:18.607996,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 26.0, 12.833333333333334)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:19.840596,"(10.0, 19.5, 9.935714285714285)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 15.5, 21.6)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:21.029866,"(10.0, 19.5, 10.573333333333332)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.641666666666667)","(12.0, 24.0, 21.6)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 226.0)"
12-01-2023 10:37:22.256011,"(10.0, 19.5, 10.573333333333332)","(3.1, 4.0, 3.5)","(5.0, 9.4, 7.520833333333334)","(12.0, 25.0, 14.583333333333334)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:23.482876,"(10.0, 19.5, 10.573333333333332)","(3.1, 4.0, 3.5)","(5.0, 9.4, 7.596)","(12.0, 25.0, 20.333333333333332)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:24.742872,"(10.0, 19.5, 10.573333333333332)","(3.1, 4.0, 3.5)","(5.0, 9.4, 7.596)","(12.0, 24.0, 16.125)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 7.199999999999999)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:26.097806,"(10.0, 19.0, 11.649999999999999)","(3.1, 4.0, 3.5)","(5.0, 9.4, 7.596)","(12.0, 24.0, 16.125)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 160.0)"
12-01-2023 10:37:27.340346,"(10.0, 19.0, 11.649999999999999)","(3.1, 4.0, 3.5)","(5.0, 9.4, 6.466666666666667)","(12.0, 24.0, 20.0625)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 7.18)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 202.5)"
12-01-2023 10:37:28.557968,"(10.0, 19.0, 11.649999999999999)","(3.1, 4.0, 3.5)","(5.0, 9.4, 6.466666666666667)","(12.0, 24.0, 19.714285714285715)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 7.18)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:29.814880,"(10.0, 19.0, 11.649999999999999)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 20.25)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 7.18)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:31.136220,"(10.0, 19.0, 13.12)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.142857142857142)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:32.425342,"(10.0, 18.5, 12.92)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.142857142857142)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:33.739579,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.142857142857142)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:35.037069,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.142857142857142)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:36.303891,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.142857142857142)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:37.563520,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 20.2)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 163.33333333333331)"
12-01-2023 10:37:38.741557,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 18.0)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:40.012019,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.42857142857143)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:41.278126,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.42857142857143)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:42.570862,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 22.363636363636363)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:43.842134,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.166666666666668)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:45.106945,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.57142857142857)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:46.518992,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 21.333333333333332)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:48.124335,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 330.0, 166.66666666666669)"
12-01-2023 10:37:49.883661,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 5.825)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 6.3)","(4.6, 7.6, 6.013333333333334)","(31.0, 310.0, 122.5)"
12-01-2023 10:37:51.210762,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 9.4, 6.16)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 7.8, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 310.0, 108.5)"
12-01-2023 10:37:52.877137,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 8.8, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.0285714285714285)","(4.6, 7.6, 6.013333333333334)","(31.0, 320.0, 113.0)"
12-01-2023 10:37:54.289188,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.552941176470588)","(4.6, 7.6, 6.013333333333334)","(31.0, 320.0, 136.0)"
12-01-2023 10:37:55.720443,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.552941176470588)","(4.6, 7.6, 6.013333333333334)","(31.0, 320.0, 166.66666666666669)"
12-01-2023 10:37:57.117921,"(10.0, 18.0, 15.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.629411764705883)","(4.6, 7.6, 6.013333333333334)","(31.0, 320.0, 166.66666666666669)"
12-01-2023 10:37:58.503091,"(10.0, 18.0, 15.399999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.214285714285714)","(4.6, 7.6, 6.013333333333334)","(41.0, 320.0, 166.66666666666669)"
12-01-2023 10:37:59.881662,"(10.0, 18.5, 15.399999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.214285714285714)","(4.6, 7.6, 6.013333333333334)","(41.0, 320.0, 166.66666666666669)"
12-01-2023 10:38:01.213320,"(10.0, 18.5, 15.399999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.214285714285714)","(4.6, 7.6, 6.013333333333334)","(41.0, 320.0, 166.66666666666669)"
12-01-2023 10:38:02.537711,"(10.0, 18.5, 15.399999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.214285714285714)","(4.6, 7.6, 6.013333333333334)","(41.0, 320.0, 166.66666666666669)"
12-01-2023 10:38:03.910327,"(10.0, 18.5, 15.733333333333334)","(3.1, 4.0, 3.5)","(5.0, 8.6, 6.12)","(12.0, 24.0, 19.0)","(6.5, 12.5, 8.2125)","(4.6, 8.0, 5.214285714285714)","(4.6, 7.6, 6.013333333333334)","(41.0, 320.0, 166.66666666666669)"
12-01-2023 10:38:05.262578,"(10.0, 19.0, 15.733333333333334)","(3.1, 4.0, 3.5)","(5.0, 8.6, 6.12)","(12.0, 24.0, 16.96875)","(6.5, 12.5, 7.763333333333333)","(4.6, 8.0, 5.076923076923077)","(4.6, 7.6, 5.937777777777778)","(41.0, 320.0, 287.8571428571429)"
12-01-2023 10:38:06.636870,"(10.0, 19.0, 12.299999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 6.12)","(12.0, 24.0, 19.75)","(6.5, 12.5, 7.763333333333333)","(4.6, 8.0, 6.3)","(4.6, 7.6, 5.937777777777778)","(41.0, 320.0, 263.75)"
12-01-2023 10:38:08.002104,"(10.0, 18.5, 10.129999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 6.12)","(12.0, 23.0, 16.90625)","(6.5, 12.5, 8.15)","(4.6, 7.6, 5.4)","(4.6, 7.6, 5.937777777777778)","(41.0, 320.0, 263.75)"
12-01-2023 10:38:09.290078,"(10.0, 18.5, 10.129999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 23.0, 16.88235294117647)","(6.5, 12.0, 8.25)","(4.6, 7.8, 5.2)","(4.6, 7.6, 6.0875)","(41.0, 320.0, 270.0)"
12-01-2023 10:38:10.592465,"(10.0, 17.0, 13.1)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 23.0, 18.333333333333332)","(6.5, 11.5, 8.25)","(4.6, 7.8, 5.2)","(4.6, 7.4, 6.0875)","(41.0, 320.0, 245.0)"
12-01-2023 10:38:11.934233,"(10.0, 17.0, 11.799999999999999)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 22.0, 18.0)","(6.5, 11.5, 9.3)","(4.6, 7.8, 6.3)","(4.6, 7.4, 5.953571428571429)","(41.0, 320.0, 232.0)"
12-01-2023 10:38:13.230032,"(10.0, 16.5, 14.066666666666666)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 21.0, 18.0)","(6.5, 11.0, 9.3)","(4.6, 7.6, 6.3)","(4.6, 7.4, 5.953571428571429)","(41.0, 320.0, 232.0)"
12-01-2023 10:38:14.580351,"(10.0, 16.5, 11.633333333333333)","(3.1, 4.0, 3.5)","(5.0, 8.6, 7.05)","(12.0, 21.0, 16.846153846153847)","(6.5, 11.0, 9.3)","(4.6, 7.6, 6.3)","(4.6, 7.4, 5.953571428571429)","(41.0, 320.0, 215.0)"
