,Confusion,Tolkowsky,Valley Of Dreams,Gold Lunar,Silesian,Jumeirah Triangle
15-12-2022 13:39:17.052080,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.484615384615385)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.5, 13.1)","(10.0, 18.5, 16.875)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:18.134160,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.484615384615385)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.5, 13.1)","(10.0, 18.5, 14.321428571428571)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:19.068840,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.484615384615385)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.5, 13.1)","(10.0, 18.5, 14.321428571428571)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:20.025131,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.381818181818182)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.5, 13.1)","(10.0, 18.5, 16.5)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:21.180768,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.5636363636363635)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.5, 12.5)","(10.0, 18.5, 16.5)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:22.250318,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.5636363636363635)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 18.5, 16.5)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:23.151017,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.8, 5.6)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 18.5, 16.5)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:24.421358,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.8, 5.6)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 18.0, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:25.600532,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.5636363636363635)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.5)","(10.0, 18.0, 15.11111111111111)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:26.580958,"(2.6, 3.05, 3.006842105263158)","(4.8, 5.7, 5.5636363636363635)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 18.0, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:27.502022,"(2.6, 3.05, 3.0039325842696627)","(4.8, 5.7, 5.5636363636363635)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:28.551897,"(2.6, 3.05, 3.0039325842696627)","(4.8, 5.9, 5.709090909090909)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:29.655506,"(2.6, 3.05, 3.0039325842696627)","(4.8, 5.9, 5.709090909090909)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:30.668855,"(2.6, 3.05, 3.0041666666666664)","(4.8, 5.8, 5.633333333333333)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:31.913789,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.633333333333333)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:32.877776,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.633333333333333)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:33.838239,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.633333333333333)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:34.880091,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.633333333333333)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.5)","(10.0, 17.5, 15.25)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:35.947303,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.4363636363636365)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.6)","(10.0, 17.5, 14.875)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:36.878811,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.4)","(2.5, 3.1, 3.043529411764706)","(9.0, 13.0, 12.6)","(10.0, 17.5, 14.875)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:37.933759,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.5)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.6)","(10.0, 17.5, 15.5)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:39:39.016834,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 17.5, 15.5)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:39.961950,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 17.5, 15.5)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:40.855747,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 17.5, 15.5)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:41.772794,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 17.5, 15.5)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:42.839975,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 17.5, 15.5)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:43.815424,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 17.0, 14.5625)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:44.715526,"(2.6, 3.05, 3.00126582278481)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 17.0, 14.5625)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:45.651507,"(2.6, 3.05, 3.033333333333333)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 14.9375)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:46.586158,"(2.6, 3.05, 3.049465648854962)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 14.625)","(31.0, 85.0, 82.61904761904762)"
15-12-2022 13:39:47.514537,"(2.6, 3.1, 3.0812500000000003)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 14.625)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:48.444959,"(2.6, 3.1, 3.076923076923077)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:49.343804,"(2.6, 3.1, 3.0727272727272728)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:50.275384,"(2.6, 3.1, 3.0727272727272728)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:51.239553,"(2.6, 3.1, 3.0727272727272728)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:52.212322,"(2.6, 3.1, 3.0727272727272728)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:53.084223,"(2.6, 3.1, 3.0727272727272728)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:54.051382,"(2.6, 3.1, 3.0727272727272728)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:55.101385,"(2.6, 3.1, 3.0615384615384618)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:56.025004,"(2.6, 3.1, 3.0615384615384618)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:56.897800,"(2.6, 3.1, 3.0615384615384618)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:57.872891,"(2.6, 3.1, 3.0615384615384618)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.176470588235293)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:39:58.919158,"(2.6, 3.1, 3.0615384615384618)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.026153846153846)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.666666666666666)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:40:00.119841,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.666666666666666)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:40:01.129312,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.3999999999999995)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.666666666666666)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:40:01.999993,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.55)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.5, 15.666666666666666)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:40:03.147449,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.55)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.5, 14.88888888888889)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:40:04.202974,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.514285714285714)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.0, 14.88888888888889)","(31.0, 85.0, 80.45454545454545)"
15-12-2022 13:40:05.078693,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.514285714285714)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.0, 14.88888888888889)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:05.956035,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.514285714285714)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.0, 14.88888888888889)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:06.929474,"(2.6, 3.1, 3.0516129032258066)","(5.0, 5.8, 5.514285714285714)","(2.5, 3.1, 3.004)","(9.0, 13.0, 12.76)","(10.0, 16.0, 14.88888888888889)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:07.949781,"(2.6, 3.15, 3.0999999999999996)","(5.0, 5.8, 5.514285714285714)","(2.5, 3.1, 3.0431578947368423)","(9.0, 13.0, 12.76)","(10.0, 16.0, 14.88888888888889)","(31.0, 85.0, 71.66666666666667)"
15-12-2022 13:40:08.886924,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.50909090909091)","(2.5, 3.1, 3.0217391304347827)","(9.0, 13.0, 12.2)","(10.0, 16.0, 14.636363636363637)","(31.0, 85.0, 71.66666666666667)"
15-12-2022 13:40:09.866584,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.50909090909091)","(2.5, 3.1, 3.0238095238095237)","(9.0, 13.0, 12.2)","(10.0, 16.0, 14.636363636363637)","(31.0, 85.0, 71.66666666666667)"
15-12-2022 13:40:10.827419,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0051851851851854)","(9.0, 13.0, 12.2)","(10.0, 17.0, 15.75)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:11.774304,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0051851851851854)","(9.0, 13.0, 12.2)","(10.0, 17.0, 15.75)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:12.680286,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0051851851851854)","(9.0, 13.0, 12.2)","(10.0, 17.0, 15.125)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:13.605375,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0051851851851854)","(9.0, 13.0, 12.2)","(10.0, 17.0, 14.916666666666666)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:14.517052,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 17.0, 14.916666666666666)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:15.547272,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.633333333333333)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:16.534982,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.633333333333333)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:17.405257,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.633333333333333)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:18.397256,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.633333333333333)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:19.402839,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.633333333333333)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:20.474778,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.633333333333333)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:21.506812,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.9)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:22.373142,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.9)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:23.352046,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.9)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:24.354349,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.9)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:25.272840,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.9)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:26.440805,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.5, 14.636363636363637)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:27.359695,"(2.6, 3.15, 3.0966666666666667)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.9836363636363634)","(9.0, 13.0, 12.2)","(10.0, 16.0, 14.636363636363637)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:28.289822,"(2.6, 2.98, 2.9523076923076923)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.02)","(9.0, 13.0, 12.2)","(10.0, 16.0, 14.6)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:29.207845,"(2.6, 2.98, 2.872)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 2.995)","(9.0, 13.0, 12.2)","(10.0, 15.5, 14.6)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:30.145655,"(2.6, 2.98, 2.916470588235294)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0533333333333332)","(9.0, 13.0, 12.2)","(10.0, 15.5, 14.6)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:31.131108,"(2.6, 2.98, 2.8984)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0533333333333332)","(9.0, 13.0, 12.2)","(10.0, 15.5, 14.6)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:32.087937,"(2.6, 2.98, 2.8984)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0533333333333332)","(9.0, 13.0, 12.2)","(10.0, 15.5, 14.6)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:33.064435,"(2.6, 2.98, 2.8984)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0533333333333332)","(9.0, 13.0, 12.2)","(10.0, 15.5, 15.75)","(31.0, 85.0, 80.83333333333334)"
15-12-2022 13:40:34.060472,"(2.6, 2.96, 2.913333333333333)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.0533333333333332)","(9.0, 13.0, 12.045454545454545)","(10.0, 17.0, 16.583333333333332)","(31.0, 85.0, 72.5)"
15-12-2022 13:40:35.119523,"(2.6, 2.96, 2.951923076923077)","(5.0, 5.8, 5.622222222222222)","(2.5, 3.05, 3.0149999999999997)","(9.0, 12.5, 12.15625)","(10.0, 17.0, 16.583333333333332)","(31.0, 80.0, 72.5)"
15-12-2022 13:40:36.161653,"(2.6, 2.96, 2.9516)","(5.0, 5.8, 5.581818181818182)","(2.5, 3.1, 3.04)","(9.0, 12.5, 12.15625)","(10.0, 17.0, 16.583333333333332)","(31.0, 80.0, 72.5)"
15-12-2022 13:40:37.012054,"(2.6, 2.96, 2.9516)","(5.0, 5.8, 5.581818181818182)","(2.6, 3.1, 3.04)","(9.0, 12.5, 12.15625)","(10.0, 17.0, 16.583333333333332)","(31.0, 80.0, 72.5)"
15-12-2022 13:40:37.910538,"(2.6, 2.96, 2.9516)","(5.0, 5.8, 5.581818181818182)","(2.6, 3.1, 3.04)","(9.0, 12.5, 12.15625)","(10.0, 17.0, 14.708333333333334)","(31.0, 80.0, 72.5)"
15-12-2022 13:40:38.834462,"(2.6, 2.96, 2.9516)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.1, 3.05)","(9.0, 12.5, 12.15625)","(10.0, 17.0, 14.666666666666666)","(31.0, 80.0, 72.5)"
15-12-2022 13:40:39.712306,"(2.6, 2.96, 2.9516)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.1, 3.05)","(9.0, 12.5, 12.15625)","(10.0, 17.0, 14.666666666666666)","(31.0, 80.0, 72.5)"
15-12-2022 13:40:40.637298,"(2.6, 2.96, 2.9516)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.1, 3.05)","(9.0, 12.5, 12.15625)","(10.0, 17.0, 14.666666666666666)","(31.0, 80.0, 67.25)"
15-12-2022 13:40:41.626029,"(2.6, 2.96, 2.9520754716981132)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.1, 3.05)","(9.0, 12.5, 12.307692307692308)","(10.0, 17.0, 15.25)","(31.0, 80.0, 62.5)"
15-12-2022 13:40:42.500184,"(2.6, 2.96, 2.9516)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.1, 3.077777777777778)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.25)","(31.0, 75.0, 55.333333333333336)"
15-12-2022 13:40:43.394943,"(2.6, 2.96, 2.951923076923077)","(5.0, 5.7, 5.590909090909091)","(2.6, 3.1, 3.075)","(9.0, 12.5, 12.314814814814815)","(10.0, 16.5, 15.1)","(31.0, 60.0, 54.166666666666664)"
15-12-2022 13:40:44.480455,"(2.6, 2.96, 2.951923076923077)","(5.0, 5.7, 5.590909090909091)","(2.6, 3.1, 3.075)","(9.0, 12.5, 12.314814814814815)","(10.0, 16.5, 15.1)","(31.0, 60.0, 54.166666666666664)"
15-12-2022 13:40:45.496306,"(2.6, 2.96, 2.951923076923077)","(5.0, 5.7, 5.590909090909091)","(2.6, 3.1, 3.075)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.1)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:46.450931,"(2.6, 2.96, 2.9516)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.092857142857143)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.1)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:47.399039,"(2.6, 3.0, 2.964179104477612)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0571428571428574)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.1)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:48.432394,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.022222222222222)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:49.439934,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:50.345881,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:51.201689,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:52.137362,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:53.041590,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:53.904711,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:54.825669,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:55.798904,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:56.718584,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:57.584490,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 15.7)","(31.0, 60.0, 55.88235294117647)"
15-12-2022 13:40:58.507027,"(2.6, 3.0, 2.9885714285714284)","(5.0, 5.7, 5.566666666666666)","(2.6, 3.2, 3.0153846153846153)","(9.0, 12.5, 12.307692307692308)","(10.0, 16.5, 14.772727272727273)","(31.0, 60.0, 54.166666666666664)"
