,Hello Gorgeous Nz,Abbee Bee,Fleet Of Foot,Justfollowmehome,Ee Jay Why,Krafty Louise,Debrenika,Carmela Domenica,Bettor Be Bucks,My Precious Mama
11-01-2023 20:12:49.487087,"(2.05, 99999, 99990)","(7.5, 10.0, 9.857142857142858)","(81.0, 160.0, 130.0)","(4.2, 5.4, 5.1125)","(7.0, 8.2, 7.914285714285714)","(71.0, 150.0, 135.71428571428572)","(19.0, 26.0, 24.90909090909091)","(7.5, 9.6, 8.9)","(21.0, 34.0, 27.583333333333332)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:12:50.845343,"(2.05, 99999, 99990)","(7.5, 10.0, 9.857142857142858)","(81.0, 150.0, 135.0)","(4.2, 5.4, 5.1125)","(7.0, 8.2, 8.049999999999999)","(71.0, 150.0, 137.5)","(19.0, 26.0, 24.90909090909091)","(7.5, 9.6, 9.04)","(21.0, 34.0, 27.583333333333332)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:12:52.150146,"(2.05, 99999, 99990)","(7.5, 10.0, 9.857142857142858)","(81.0, 150.0, 135.0)","(4.2, 5.4, 5.1125)","(7.0, 8.2, 8.049999999999999)","(71.0, 150.0, 137.5)","(19.0, 26.0, 21.93567251461988)","(7.5, 9.6, 9.04)","(21.0, 34.0, 27.583333333333332)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:12:53.403048,"(2.05, 99999, 99990)","(7.5, 10.0, 9.857142857142858)","(81.0, 150.0, 135.0)","(4.2, 5.4, 5.14)","(7.0, 8.2, 8.049999999999999)","(71.0, 150.0, 137.5)","(19.0, 22.0, 24.58823529411765)","(7.5, 9.6, 8.9)","(21.0, 34.0, 27.583333333333332)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:12:54.661906,"(2.05, 99999, 99990)","(7.5, 10.0, 9.857142857142858)","(81.0, 150.0, 135.0)","(4.2, 5.2, 5.041176470588235)","(7.0, 8.2, 8.049999999999999)","(71.0, 150.0, 133.33333333333334)","(19.0, 26.0, 23.5)","(7.5, 9.6, 9.04)","(21.0, 34.0, 27.593220338983052)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:12:55.983653,"(2.05, 99999, 99990)","(7.5, 10.0, 9.866666666666667)","(81.0, 150.0, 138.0)","(4.2, 5.1, 5.04)","(7.0, 8.2, 8.049999999999999)","(71.0, 150.0, 133.33333333333334)","(19.0, 26.0, 23.5)","(7.5, 9.6, 8.9)","(21.0, 34.0, 27.482758620689655)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:12:57.286032,"(2.05, 99999, 99990)","(7.5, 10.0, 9.84)","(81.0, 150.0, 138.0)","(4.2, 5.2, 5.131428571428572)","(7.0, 8.2, 7.96)","(71.0, 150.0, 133.33333333333334)","(19.0, 26.0, 24.0)","(7.5, 9.6, 8.9)","(21.0, 34.0, 25.620689655172413)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:12:58.632017,"(2.05, 99999, 99990)","(7.5, 10.5, 9.975000000000001)","(81.0, 150.0, 138.0)","(4.2, 5.2, 5.131428571428572)","(7.0, 8.6, 7.8)","(71.0, 150.0, 133.33333333333334)","(19.0, 25.0, 23.75)","(7.5, 9.6, 9.04)","(21.0, 34.0, 28.0)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:13:00.036555,"(2.05, 99999, 99990)","(7.5, 10.5, 9.9)","(81.0, 150.0, 138.0)","(4.2, 5.2, 5.131428571428572)","(7.0, 8.6, 8.1)","(71.0, 150.0, 133.33333333333334)","(19.0, 25.0, 23.75)","(7.5, 9.6, 9.04)","(21.0, 32.0, 28.666666666666668)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:13:01.379485,"(2.05, 99999, 99990)","(7.5, 10.5, 9.975000000000001)","(81.0, 150.0, 138.0)","(4.2, 5.2, 4.816129032258065)","(7.0, 8.4, 8.127272727272727)","(71.0, 150.0, 151.66666666666666)","(19.0, 25.0, 24.333333333333332)","(7.5, 9.6, 9.16)","(21.0, 32.0, 28.666666666666668)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:13:02.815393,"(2.05, 99999, 99990)","(7.5, 10.5, 9.975000000000001)","(81.0, 150.0, 138.0)","(4.2, 5.1, 4.841176470588235)","(7.0, 8.4, 8.175)","(71.0, 160.0, 163.33333333333334)","(19.0, 25.0, 24.714285714285715)","(7.5, 9.6, 9.169230769230769)","(21.0, 32.0, 29.6)","(101.0, 200.0, 166.66666666666666)"
11-01-2023 20:13:04.150135,"(2.05, 99999, 99990)","(7.5, 10.5, 9.975000000000001)","(81.0, 150.0, 138.0)","(4.2, 5.1, 4.864285714285714)","(7.0, 8.4, 8.261538461538462)","(71.0, 230.0, 165.0)","(19.0, 25.0, 24.714285714285715)","(7.5, 9.6, 8.494117647058824)","(21.0, 32.0, 29.333333333333332)","(101.0, 200.0, 184.0)"
11-01-2023 20:13:05.543808,"(2.05, 99999, 99990)","(7.5, 10.5, 10.33125)","(81.0, 150.0, 138.0)","(4.2, 5.1, 4.927450980392157)","(7.0, 8.4, 8.236363636363636)","(71.0, 210.0, 160.0)","(19.0, 26.0, 24.44)","(7.5, 8.6, 8.813793103448276)","(21.0, 32.0, 29.333333333333332)","(101.0, 200.0, 191.11111111111111)"
11-01-2023 20:13:06.810039,"(2.05, 99999, 99990)","(7.5, 10.5, 10.215789473684211)","(81.0, 150.0, 138.0)","(4.2, 5.1, 4.941509433962264)","(7.0, 8.6, 8.1)","(71.0, 200.0, 160.0)","(19.0, 26.0, 24.555555555555557)","(7.5, 9.6, 8.266666666666666)","(21.0, 32.0, 29.428571428571427)","(101.0, 200.0, 188.0)"
11-01-2023 20:13:08.105999,"(2.05, 99999, 99990)","(7.5, 10.5, 10.3)","(81.0, 150.0, 138.0)","(4.2, 5.1, 4.952173913043478)","(7.0, 8.6, 8.375)","(81.0, 180.0, 155.0)","(19.0, 26.0, 24.82608695652174)","(7.5, 9.2, 8.875)","(21.0, 32.0, 26.982456140350877)","(101.0, 200.0, 215.0)"
11-01-2023 20:13:09.386058,"(2.05, 99999, 99990)","(7.5, 10.5, 10.422222222222222)","(81.0, 150.0, 203.33333333333334)","(4.2, 5.0, 4.91578947368421)","(7.0, 8.6, 8.666666666666666)","(81.0, 180.0, 167.5)","(19.0, 26.0, 25.035714285714285)","(7.5, 9.0, 8.100000000000001)","(21.0, 34.0, 28.29230769230769)","(101.0, 230.0, 222.5)"
11-01-2023 20:13:10.859193,"(2.05, 99999, 99990)","(7.5, 10.5, 10.4)","(81.0, 230.0, 131.66666666666666)","(4.2, 5.0, 5.151612903225806)","(7.0, 9.0, 8.371428571428572)","(81.0, 220.0, 170.0)","(19.0, 26.0, 24.81818181818182)","(7.5, 8.8, 8.15)","(21.0, 34.0, 28.7)","(101.0, 230.0, 220.0)"
11-01-2023 20:13:12.270180,"(2.05, 99999, 99990)","(7.5, 10.5, 10.4)","(81.0, 190.0, 150.0)","(4.2, 5.2, 5.15)","(7.0, 8.8, 8.371428571428572)","(81.0, 210.0, 162.5)","(19.0, 26.0, 24.81818181818182)","(7.5, 8.4, 7.861538461538462)","(21.0, 34.0, 28.7)","(101.0, 230.0, 224.44444444444446)"
11-01-2023 20:13:13.667266,"(2.05, 99999, 99990)","(7.5, 10.5, 10.4)","(81.0, 180.0, 130.0)","(4.2, 5.2, 5.1571428571428575)","(7.0, 8.8, 8.44)","(81.0, 200.0, 163.33333333333334)","(19.0, 26.0, 24.607142857142858)","(7.5, 8.4, 7.769230769230769)","(21.0, 34.0, 28.517241379310345)","(101.0, 230.0, 224.44444444444446)"
11-01-2023 20:13:14.944265,"(2.1, 99999, 99990)","(7.5, 10.5, 10.4)","(81.0, 180.0, 145.0)","(4.2, 5.2, 5.1571428571428575)","(7.0, 8.8, 8.44)","(81.0, 190.0, 163.33333333333334)","(19.0, 26.0, 24.607142857142858)","(7.5, 8.2, 7.769230769230769)","(21.0, 34.0, 28.517241379310345)","(101.0, 230.0, 224.44444444444446)"
11-01-2023 20:13:16.320509,"(2.1, 99999, 99990)","(7.5, 10.5, 10.4)","(81.0, 170.0, 152.0)","(4.2, 5.2, 5.252380952380952)","(7.0, 8.8, 8.71923076923077)","(81.0, 190.0, 175.0)","(19.0, 26.0, 24.607142857142858)","(7.5, 8.2, 7.769230769230769)","(21.0, 34.0, 28.517241379310345)","(101.0, 230.0, 224.44444444444446)"
11-01-2023 20:13:17.769433,"(2.1, 99999, 99990)","(7.5, 10.5, 10.4)","(81.0, 170.0, 152.0)","(4.2, 5.3, 5.2275)","(7.0, 8.8, 8.55364238410596)","(81.0, 190.0, 175.0)","(19.0, 26.0, 24.607142857142858)","(7.5, 8.2, 7.836363636363636)","(21.0, 34.0, 28.517241379310345)","(101.0, 230.0, 224.44444444444446)"
11-01-2023 20:13:19.256068,"(2.1, 99999, 99990)","(7.5, 10.5, 10.157303370786517)","(81.0, 170.0, 150.0)","(4.2, 5.4, 5.016826923076923)","(7.0, 8.6, 7.434782608695652)","(81.0, 190.0, 190.0)","(19.0, 26.0, 24.875)","(7.5, 8.2, 7.836363636363636)","(21.0, 34.0, 29.43103448275862)","(101.0, 230.0, 210.0)"
11-01-2023 20:13:20.553227,"(2.1, 99999, 99990)","(7.5, 11.0, 10.117647058823529)","(81.0, 170.0, 153.33333333333331)","(4.2, 5.1, 5.014778325123153)","(7.0, 8.2, 7.551648351648352)","(81.0, 220.0, 177.14285714285714)","(19.0, 26.0, 25.045454545454547)","(7.5, 8.2, 8.106976744186046)","(21.0, 34.0, 30.153846153846153)","(101.0, 230.0, 225.71428571428572)"
11-01-2023 20:13:21.860715,"(2.1, 99999, 99990)","(7.5, 11.0, 10.117647058823529)","(81.0, 170.0, 153.33333333333331)","(4.2, 5.1, 5.014778325123153)","(7.0, 8.0, 7.561290322580645)","(81.0, 220.0, 190.0)","(19.0, 26.0, 24.571428571428573)","(7.5, 8.2, 7.927272727272727)","(21.0, 34.0, 30.153846153846153)","(101.0, 230.0, 227.27272727272728)"
11-01-2023 20:13:23.154422,"(2.1, 99999, 99990)","(7.5, 11.0, 10.166666666666666)","(81.0, 210.0, 187.5)","(4.2, 5.1, 4.8421875)","(7.0, 7.6, 7.721739130434782)","(81.0, 220.0, 190.0)","(19.0, 26.0, 22.1)","(7.0, 8.2, 8.2)","(21.0, 34.0, 29.462962962962962)","(101.0, 230.0, 226.66666666666666)"
11-01-2023 20:13:24.546474,"(2.15, 99999, 99990)","(8.0, 11.0, 10.119047619047619)","(81.0, 210.0, 158.57142857142856)","(4.0, 5.1, 4.864)","(6.5, 7.8, 7.721739130434782)","(61.0, 220.0, 177.14285714285714)","(19.0, 23.0, 22.04)","(7.0, 8.6, 8.094736842105263)","(21.0, 34.0, 30.37037037037037)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:26.220028,"(2.15, 99999, 99990)","(8.0, 11.0, 10.212765957446809)","(81.0, 210.0, 177.27272727272728)","(4.0, 5.0, 4.932)","(6.5, 7.8, 7.7368421052631575)","(61.0, 220.0, 192.72727272727272)","(19.0, 23.0, 22.628865979381445)","(7.0, 8.6, 8.244444444444444)","(21.0, 34.0, 30.37037037037037)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:27.633520,"(2.15, 99999, 99990)","(8.0, 11.0, 10.218390804597702)","(81.0, 210.0, 190.0)","(4.0, 5.0, 4.966666666666667)","(6.5, 7.8, 7.556923076923077)","(71.0, 220.0, 192.72727272727272)","(19.0, 23.0, 22.66315789473684)","(7.0, 8.6, 8.28)","(21.0, 34.0, 30.384615384615383)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:29.061620,"(2.15, 99999, 99990)","(8.0, 11.0, 10.226190476190476)","(81.0, 210.0, 190.0)","(4.0, 5.0, 4.9884615384615385)","(6.5, 7.6, 7.202105263157895)","(71.0, 220.0, 192.72727272727272)","(19.0, 23.0, 22.67195767195767)","(7.0, 8.8, 8.2)","(21.0, 34.0, 30.59259259259259)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:30.492738,"(2.15, 99999, 99990)","(8.0, 11.0, 10.207317073170731)","(81.0, 210.0, 156.66666666666666)","(4.0, 5.0, 5.001515151515152)","(6.5, 7.4, 7.1826388888888895)","(91.0, 220.0, 220.0)","(18.0, 23.0, 22.67195767195767)","(7.0, 8.6, 8.32)","(21.0, 34.0, 30.59259259259259)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:31.833477,"(2.15, 99999, 99990)","(8.0, 11.0, 10.029850746268657)","(81.0, 210.0, 180.0)","(4.0, 5.1, 5.006140350877193)","(6.5, 7.2, 7.187279151943463)","(91.0, 230.0, 167.5)","(18.0, 23.0, 22.133333333333333)","(7.0, 8.4, 8.158620689655171)","(21.0, 34.0, 30.654545454545456)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:33.505040,"(2.15, 99999, 99990)","(8.0, 11.0, 10.197530864197532)","(81.0, 230.0, 180.0)","(4.0, 5.1, 5.333333333333333)","(6.5, 7.2, 7.1859375000000005)","(91.0, 220.0, 180.0)","(18.0, 23.0, 22.133333333333333)","(7.0, 8.2, 8.266666666666667)","(21.0, 34.0, 30.59259259259259)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:34.967011,"(2.15, 99999, 99990)","(8.0, 11.0, 10.197530864197532)","(81.0, 230.0, 180.0)","(4.0, 5.4, 5.35)","(6.5, 7.2, 7.184313725490196)","(91.0, 210.0, 180.0)","(18.0, 23.0, 22.133333333333333)","(7.0, 8.4, 8.28888888888889)","(21.0, 34.0, 30.59259259259259)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:36.388543,"(2.15, 99999, 99990)","(8.0, 11.0, 10.197530864197532)","(81.0, 230.0, 180.0)","(4.0, 5.4, 5.5181818181818185)","(6.5, 7.2, 6.814084507042254)","(91.0, 210.0, 170.0)","(18.0, 23.0, 22.133333333333333)","(7.0, 8.4, 8.04)","(21.0, 34.0, 30.59259259259259)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:37.733026,"(2.15, 99999, 99990)","(8.0, 11.0, 10.197530864197532)","(81.0, 230.0, 180.0)","(4.0, 5.7, 5.731578947368421)","(6.5, 7.0, 6.714285714285714)","(91.0, 210.0, 160.0)","(18.0, 23.0, 22.133333333333333)","(7.0, 8.2, 7.892307692307692)","(21.0, 34.0, 30.933333333333334)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:39.138699,"(2.15, 99999, 99990)","(8.0, 11.0, 10.197530864197532)","(81.0, 230.0, 180.0)","(4.0, 5.8, 5.742857142857143)","(6.5, 6.8, 6.6454545454545455)","(71.0, 210.0, 160.0)","(18.0, 23.0, 21.88154269972452)","(7.0, 8.2, 7.892307692307692)","(21.0, 34.0, 30.933333333333334)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:40.512541,"(2.15, 99999, 99990)","(8.0, 11.0, 10.197530864197532)","(81.0, 230.0, 213.33333333333334)","(4.0, 5.8, 5.742857142857143)","(6.5, 6.8, 6.871111111111111)","(71.0, 210.0, 160.0)","(18.0, 22.0, 21.88154269972452)","(7.0, 8.2, 7.892307692307692)","(21.0, 34.0, 30.933333333333334)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:41.837725,"(2.15, 99999, 99990)","(8.0, 11.0, 10.19047619047619)","(81.0, 230.0, 213.33333333333334)","(4.0, 5.8, 5.699999999999999)","(6.5, 7.0, 6.85079365079365)","(71.0, 210.0, 160.0)","(18.0, 22.0, 21.88154269972452)","(7.0, 8.2, 8.04)","(21.0, 34.0, 30.933333333333334)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:43.249328,"(2.15, 99999, 99990)","(8.0, 11.0, 10.19047619047619)","(81.0, 230.0, 213.33333333333334)","(4.0, 5.8, 5.830769230769231)","(6.5, 7.0, 6.723404255319148)","(71.0, 210.0, 160.0)","(18.0, 22.0, 21.88154269972452)","(7.0, 8.2, 7.947368421052631)","(21.0, 34.0, 30.933333333333334)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:44.579319,"(2.15, 99999, 99990)","(8.0, 11.0, 10.153846153846153)","(81.0, 230.0, 213.33333333333334)","(4.0, 5.9, 5.818181818181818)","(6.5, 6.8, 6.716923076923076)","(71.0, 210.0, 160.0)","(18.0, 22.0, 21.87193460490463)","(7.0, 8.2, 8.008)","(21.0, 34.0, 30.59259259259259)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:45.969877,"(2.15, 99999, 99990)","(7.5, 11.0, 10.153846153846153)","(81.0, 230.0, 220.0)","(4.2, 5.9, 5.818181818181818)","(6.0, 6.8, 6.75045871559633)","(71.0, 210.0, 160.0)","(18.0, 22.0, 21.87193460490463)","(6.5, 8.2, 8.008)","(21.0, 34.0, 30.528301886792452)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:47.520060,"(2.15, 99999, 99990)","(7.5, 11.0, 9.639024390243902)","(81.0, 230.0, 220.0)","(4.2, 5.9, 5.8100000000000005)","(6.0, 6.8, 6.772631578947368)","(71.0, 210.0, 160.0)","(18.0, 22.0, 22.742138364779873)","(6.5, 8.2, 8.054545454545455)","(21.0, 34.0, 30.528301886792452)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:48.966067,"(2.2, 99999, 99990)","(7.5, 9.8, 9.646511627906976)","(81.0, 230.0, 220.0)","(4.2, 5.9, 5.9037037037037035)","(6.0, 6.8, 6.784269662921348)","(81.0, 210.0, 160.0)","(18.0, 23.0, 22.720496894409937)","(6.5, 8.2, 8.060869565217391)","(21.0, 34.0, 30.528301886792452)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:50.620671,"(2.2, 99999, 99990)","(7.5, 9.8, 9.646511627906976)","(81.0, 230.0, 220.0)","(4.2, 6.2, 5.96)","(6.0, 6.8, 6.784269662921348)","(81.0, 210.0, 160.0)","(18.0, 23.0, 22.720496894409937)","(6.5, 8.2, 8.060869565217391)","(21.0, 34.0, 30.528301886792452)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:52.096022,"(2.2, 99999, 99990)","(7.5, 9.8, 9.646511627906976)","(81.0, 230.0, 220.0)","(4.2, 6.2, 5.96)","(6.0, 6.8, 6.502347417840376)","(81.0, 210.0, 154.16666666666666)","(18.0, 23.0, 22.720496894409937)","(6.5, 8.2, 8.060869565217391)","(21.0, 34.0, 30.528301886792452)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:53.486000,"(2.2, 99999, 99990)","(7.5, 9.8, 9.7125)","(81.0, 230.0, 220.0)","(4.2, 6.2, 5.947368421052632)","(6.0, 6.6, 6.947368421052632)","(81.0, 200.0, 154.16666666666666)","(18.0, 23.0, 22.7196261682243)","(6.5, 8.2, 8.0)","(21.0, 34.0, 30.8135593220339)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:54.958566,"(2.2, 99999, 99990)","(7.5, 9.8, 10.08)","(81.0, 230.0, 220.0)","(4.2, 6.2, 5.81)","(6.0, 7.0, 6.921037463976945)","(81.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.7196261682243)","(6.5, 8.2, 7.742857142857143)","(21.0, 34.0, 30.8135593220339)","(101.0, 230.0, 225.0)"
11-01-2023 20:13:56.423302,"(2.2, 99999, 99990)","(7.5, 10.5, 9.69)","(81.0, 230.0, 155.0)","(4.2, 6.0, 5.922972972972973)","(6.0, 7.0, 6.882692307692308)","(81.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.7196261682243)","(6.5, 8.2, 7.742857142857143)","(21.0, 34.0, 30.8135593220339)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:57.894274,"(2.2, 99999, 99990)","(7.5, 10.0, 9.69)","(81.0, 230.0, 155.0)","(4.2, 6.0, 5.922972972972973)","(6.0, 7.0, 6.795833333333333)","(81.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.7196261682243)","(6.5, 8.2, 7.8307692307692305)","(21.0, 34.0, 30.610169491525422)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:13:59.379620,"(2.2, 99999, 99990)","(8.0, 10.0, 9.76923076923077)","(91.0, 230.0, 155.0)","(4.2, 6.0, 5.864285714285714)","(6.0, 6.8, 6.689285714285714)","(71.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.025)","(6.5, 8.2, 7.75)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:00.855300,"(2.2, 99999, 99990)","(8.0, 9.8, 9.76923076923077)","(91.0, 230.0, 155.0)","(4.2, 6.2, 5.884615384615384)","(6.0, 7.0, 6.7628571428571425)","(71.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.2, 7.88235294117647)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:02.436371,"(2.2, 99999, 99990)","(8.0, 9.8, 9.780952380952382)","(91.0, 230.0, 155.0)","(4.2, 6.0, 5.921212121212121)","(6.0, 6.8, 6.778688524590164)","(71.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.0, 7.965217391304348)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:03.905366,"(2.2, 99999, 99990)","(8.0, 9.8, 9.749019607843136)","(91.0, 230.0, 155.0)","(4.2, 6.0, 6.019117647058824)","(6.0, 6.8, 6.653333333333333)","(71.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.0, 7.973333333333334)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:05.388946,"(2.2, 99999, 99990)","(8.0, 10.0, 9.749019607843136)","(91.0, 230.0, 155.0)","(4.2, 6.2, 6.026562500000001)","(6.0, 6.8, 6.548387096774194)","(71.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.0, 7.973333333333334)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:06.804371,"(2.2, 99999, 99990)","(8.0, 10.0, 9.77142857142857)","(91.0, 230.0, 155.0)","(4.2, 6.2, 5.85)","(6.0, 6.8, 6.800740740740741)","(71.0, 200.0, 135.83333333333334)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.0, 7.871428571428571)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:08.285839,"(2.25, 99999, 99990)","(8.0, 10.0, 9.77142857142857)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.0, 5.85)","(6.0, 7.0, 6.741176470588235)","(71.0, 200.0, 138.75)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.2, 7.8999999999999995)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:09.702160,"(2.25, 99999, 99990)","(8.0, 10.0, 9.77142857142857)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.0, 5.926666666666667)","(6.0, 6.8, 6.5376811594202895)","(71.0, 200.0, 138.75)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.2, 7.871428571428571)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:11.100064,"(2.25, 99999, 99990)","(8.0, 10.0, 9.8)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.0, 5.926666666666667)","(6.0, 6.6, 6.64)","(71.0, 200.0, 138.75)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.2, 7.871428571428571)","(21.0, 34.0, 32.03921568627451)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:12.725615,"(2.25, 99999, 99990)","(8.0, 10.0, 9.822222222222223)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.0, 5.926666666666667)","(6.0, 6.8, 6.615827338129496)","(71.0, 200.0, 142.0)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.2, 7.675)","(21.0, 34.0, 32.18181818181818)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:14.264719,"(2.25, 99999, 99990)","(8.0, 10.0, 9.822222222222223)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.0, 5.9125)","(6.0, 6.8, 6.615492957746478)","(71.0, 190.0, 137.5)","(18.0, 23.0, 22.02777777777778)","(6.5, 8.2, 8.047619047619047)","(21.0, 34.0, 32.19230769230769)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:15.912337,"(2.25, 99999, 99990)","(8.0, 10.0, 9.84)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.0, 6.010000000000001)","(6.0, 6.8, 6.594285714285714)","(71.0, 190.0, 137.5)","(18.0, 23.0, 22.375)","(6.5, 8.2, 7.475862068965517)","(21.0, 34.0, 32.19230769230769)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:17.435762,"(2.25, 99999, 99990)","(8.0, 10.5, 10.363636363636363)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.2, 6.038297872340426)","(6.0, 6.6, 6.594444444444444)","(71.0, 190.0, 137.5)","(18.0, 23.0, 22.375)","(6.5, 7.6, 7.289795918367347)","(21.0, 34.0, 32.19230769230769)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:19.133436,"(2.25, 99999, 99990)","(8.0, 10.5, 10.25)","(91.0, 230.0, 165.71428571428572)","(4.4, 6.2, 6.082608695652174)","(6.0, 6.6, 6.574137931034483)","(71.0, 190.0, 145.0)","(18.0, 23.0, 22.541666666666668)","(6.5, 7.4, 7.156521739130435)","(21.0, 34.0, 30.88888888888889)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:20.599022,"(2.25, 99999, 99990)","(8.0, 10.5, 10.112068965517242)","(91.0, 230.0, 212.0)","(4.4, 6.2, 6.082608695652174)","(6.0, 6.8, 6.568965517241379)","(71.0, 190.0, 145.0)","(18.0, 23.0, 22.65)","(6.5, 7.4, 7.15)","(21.0, 34.0, 31.161290322580644)","(101.0, 230.0, 225.0)"
11-01-2023 20:14:22.536596,"(2.25, 99999, 99990)","(8.0, 10.5, 10.115853658536587)","(91.0, 230.0, 200.0)","(4.4, 6.2, 6.018032786885247)","(6.0, 6.8, 6.5738396624472575)","(71.0, 190.0, 145.0)","(18.0, 23.0, 22.65)","(6.5, 7.4, 7.269565217391305)","(21.0, 34.0, 31.161290322580644)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:24.547933,"(2.25, 99999, 99990)","(8.0, 10.5, 10.104705882352942)","(91.0, 230.0, 200.0)","(4.4, 6.2, 5.990566037735849)","(6.0, 6.8, 6.6477272727272725)","(71.0, 190.0, 145.0)","(18.0, 23.0, 22.94736842105263)","(6.5, 7.4, 7.257142857142857)","(21.0, 34.0, 31.161290322580644)","(101.0, 230.0, 223.33333333333334)"
11-01-2023 20:14:25.988212,"(2.25, 99999, 99990)","(8.0, 10.5, 9.522448979591838)","(91.0, 230.0, 200.0)","(4.4, 6.2, 5.892307692307693)","(6.0, 6.8, 6.923076923076923)","(71.0, 190.0, 145.0)","(18.0, 23.0, 23.363636363636363)","(6.5, 7.4, 7.272340425531915)","(21.0, 34.0, 31.161290322580644)","(101.0, 230.0, 220.0)"
11-01-2023 20:14:27.456260,"(2.25, 99999, 99990)","(8.0, 9.4, 9.613793103448277)","(91.0, 230.0, 200.0)","(4.4, 5.9, 5.962162162162162)","(6.0, 7.0, 6.932075471698113)","(71.0, 190.0, 145.0)","(18.0, 24.0, 23.34375)","(6.5, 7.4, 7.3047619047619055)","(21.0, 34.0, 31.161290322580644)","(101.0, 230.0, 220.0)"
