,Hello Gorgeous Nz,Abbee Bee,Fleet Of Foot,Justfollowmehome,Ee Jay Why,Krafty Louise,Debrenika,Carmela Domenica,Bettor Be Bucks,My Precious Mama
11-01-2023 20:03:43.981105,"(1.75, 99999, 99990)","(6.5, 9.2, 7.914285714285715)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.28)","(8.0, 12.5, 12.166666666666666)","(71.0, 170.0, 152.5)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:45.826633,"(1.75, 99999, 99990)","(6.5, 9.2, 7.914285714285715)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.28)","(8.0, 12.5, 12.166666666666666)","(71.0, 170.0, 152.5)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:47.584688,"(1.75, 99999, 99990)","(6.5, 9.2, 8.381818181818181)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.2555555555555555)","(8.0, 12.5, 9.709615384615384)","(71.0, 170.0, 152.5)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:49.238921,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.7, 4.333333333333333)","(8.0, 11.5, 10.14)","(71.0, 170.0, 152.5)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:50.807837,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.257142857142857)","(8.0, 10.5, 10.14)","(71.0, 170.0, 152.5)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:52.310413,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.257142857142857)","(8.0, 10.5, 10.14)","(71.0, 170.0, 152.5)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:53.853730,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.28)","(8.0, 10.5, 9.709615384615384)","(71.0, 170.0, 132.85714285714286)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:55.422847,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.28)","(8.0, 11.5, 9.709615384615384)","(71.0, 160.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:56.975832,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.28)","(8.0, 11.5, 10.14)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:03:58.531087,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.28)","(8.0, 10.5, 10.14)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:00.014404,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.28)","(8.0, 10.5, 10.14)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:01.527049,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.25)","(8.0, 10.5, 9.709615384615384)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:03.067925,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 11.5, 9.709615384615384)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:04.643442,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 11.5, 10.14)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:06.247976,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 10.5, 10.14)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:07.768626,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 10.5, 10.14)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:09.286655,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 10.5, 9.709615384615384)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 30.8)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:10.758883,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 11.5, 9.43888888888889)","(71.0, 150.0, 125.71428571428571)","(19.0, 36.0, 28.4)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:12.265957,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 11.5, 9.933333333333334)","(71.0, 150.0, 125.71428571428571)","(19.0, 32.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:13.836591,"(1.75, 99999, 99990)","(6.5, 9.2, 8.45)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 11.0, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:15.331083,"(1.75, 99999, 99990)","(6.5, 9.2, 8.557142857142857)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 10.5, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:16.797796,"(1.75, 99999, 99990)","(6.5, 9.2, 8.584615384615384)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 10.5, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:18.255232,"(1.75, 99999, 99990)","(6.5, 9.2, 8.584615384615384)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.233333333333333)","(8.0, 10.5, 9.43888888888889)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:19.787113,"(1.75, 99999, 99990)","(6.5, 9.2, 8.584615384615384)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.310526315789473)","(8.0, 11.5, 9.43888888888889)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:21.301973,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.310526315789473)","(8.0, 11.5, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:22.796182,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.6, 4.328571428571428)","(8.0, 10.5, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:24.282732,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 10.5, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:25.784886,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 10.5, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:27.777586,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 10.5, 9.43888888888889)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:29.766541,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 11.5, 9.766666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.75)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:31.441664,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 10.5, 9.466666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.5)","(21.0, 50.0, 33.333333333333336)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:33.247731,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 10.0, 9.466666666666667)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.5)","(21.0, 34.0, 24.19607843137255)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:35.109934,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 10.0, 9.799999999999999)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.5)","(21.0, 34.0, 24.19607843137255)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:36.808959,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 11.0, 9.5)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.5)","(21.0, 34.0, 24.19607843137255)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:38.433972,"(1.75, 99999, 99990)","(6.5, 9.2, 8.2)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.328571428571428)","(8.0, 11.0, 9.633333333333333)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.5)","(21.0, 34.0, 26.666666666666668)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:40.148332,"(1.75, 99999, 99990)","(6.5, 9.2, 8.646153846153846)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.3)","(8.0, 10.5, 9.854545454545454)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.722222222222221)","(21.0, 30.0, 26.0)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:41.675636,"(1.75, 99999, 99990)","(6.5, 9.2, 8.646153846153846)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.35)","(8.0, 10.0, 9.854545454545454)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.583333333333334)","(21.0, 30.0, 26.0)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:43.167580,"(1.75, 99999, 99990)","(6.5, 9.2, 8.646153846153846)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.35)","(8.0, 10.0, 10.672727272727272)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.583333333333334)","(21.0, 30.0, 24.19607843137255)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:44.664964,"(1.75, 99999, 99990)","(6.5, 9.2, 8.494117647058824)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.35)","(8.0, 11.0, 10.357142857142858)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.583333333333334)","(21.0, 34.0, 26.666666666666668)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:46.194282,"(1.75, 99999, 99990)","(6.5, 9.2, 8.646153846153846)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.35)","(8.0, 11.0, 10.263636363636364)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 14.583333333333334)","(21.0, 32.0, 26.0)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:47.699479,"(1.75, 99999, 99990)","(6.5, 9.2, 9.818181818181818)","(71.0, 170.0, 120.0)","(4.0, 4.5, 4.16)","(8.0, 10.5, 9.9)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.0, 13.863636363636363)","(21.0, 30.0, 24.19607843137255)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:49.180150,"(1.75, 99999, 99990)","(6.5, 10.0, 9.047058823529412)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.5, 9.375)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 34.0, 24.90909090909091)","(101.0, 200.0, 168.0)"
11-01-2023 20:04:50.780490,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.5, 9.5)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 34.0, 29.714285714285715)","(101.0, 200.0, 172.0)"
11-01-2023 20:04:52.310308,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.0, 9.285714285714286)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 32.0, 28.0)","(101.0, 200.0, 172.0)"
11-01-2023 20:04:53.801060,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.0, 9.285714285714286)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 32.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:04:55.250084,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.0, 9.4)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:04:56.797207,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.0, 9.4)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:04:58.350268,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.0, 9.4)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:04:59.860121,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.0, 9.4)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:01.328613,"(1.75, 99999, 99990)","(6.5, 9.8, 8.885714285714286)","(71.0, 170.0, 120.0)","(4.0, 4.2, 4.16)","(8.0, 10.0, 9.4)","(71.0, 150.0, 125.71428571428571)","(19.0, 30.0, 27.2)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:02.823058,"(1.75, 99999, 99990)","(6.5, 9.8, 9.25)","(71.0, 170.0, 146.25)","(4.0, 4.2, 4.189473684210526)","(8.0, 10.0, 9.4)","(71.0, 150.0, 142.27272727272728)","(19.0, 30.0, 26.0)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:04.348516,"(1.75, 99999, 99990)","(6.5, 9.6, 9.48)","(71.0, 170.0, 146.25)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.8, 9.2)","(71.0, 150.0, 142.6086956521739)","(19.0, 30.0, 26.0)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:05.827479,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(71.0, 170.0, 146.25)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.8, 9.2)","(71.0, 150.0, 96.66666666666667)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:07.389179,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(71.0, 170.0, 125.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.8, 9.2)","(71.0, 150.0, 96.66666666666667)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:08.886510,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(71.0, 170.0, 125.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.8, 9.2)","(71.0, 150.0, 96.66666666666667)","(19.0, 32.0, 28.666666666666664)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:10.403859,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(71.0, 170.0, 125.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.8, 9.32)","(71.0, 150.0, 96.66666666666667)","(19.0, 32.0, 28.666666666666664)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:11.895971,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(71.0, 170.0, 125.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.8, 9.15)","(71.0, 150.0, 96.66666666666667)","(19.0, 32.0, 28.666666666666664)","(11.0, 15.5, 13.357142857142858)","(21.0, 30.0, 28.444444444444443)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:13.343840,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(71.0, 170.0, 125.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.6, 9.3)","(71.0, 150.0, 96.66666666666667)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 13.357142857142858)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:14.830794,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(81.0, 170.0, 125.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.6, 9.3)","(71.0, 150.0, 96.66666666666667)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.0)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:16.277074,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(81.0, 170.0, 125.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 9.6, 9.3)","(71.0, 150.0, 96.66666666666667)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.136363636363637)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:17.750208,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(81.0, 170.0, 110.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 9.6, 9.3)","(71.0, 150.0, 96.66666666666667)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.136363636363637)","(21.0, 32.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:19.209650,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 125.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 9.6, 9.3)","(71.0, 150.0, 100.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:20.678691,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 125.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 9.6, 9.272727272727273)","(71.0, 160.0, 100.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:22.113062,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 125.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.5)","(71.0, 160.0, 88.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:23.610469,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.25)","(71.0, 160.0, 88.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:25.148919,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.25)","(71.0, 160.0, 86.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:26.687891,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.25)","(71.0, 150.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:28.315558,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.25)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:29.899768,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.25)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:31.597001,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.4)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:33.118717,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.4)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:34.654319,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.0, 9.4)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
