,Bonnies Cam,Three Rivers Nz,King Of Trumps Nz,Arnold Street,Yep Got Chooks,Williewa Lightning,Shadow Minister Nz,Might As Well Nz,Be Rock Hard Nz
06-01-2023 16:11:30.488771,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:31.641977,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:32.999464,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:34.212805,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:35.533512,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:36.769737,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:37.972088,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:39.249142,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:40.462073,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:41.575926,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:42.765502,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:43.936286,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:45.081004,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:46.302972,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:47.535282,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:48.804291,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:50.056739,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:51.283704,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:52.479419,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:53.702061,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:54.899347,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:56.095718,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:57.307940,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:58.458927,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:11:59.663293,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:00.844622,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:02.051781,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:03.319794,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:04.527773,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:05.715387,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:06.920868,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:08.118520,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:09.306995,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:10.491537,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:11.607443,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:12.760116,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:13.960983,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:15.048432,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:16.236374,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.5, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:17.378433,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:18.524077,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:19.692794,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:20.913063,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:22.130259,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:23.336098,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:24.553489,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:25.684907,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:26.809099,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:27.987719,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:29.098705,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:30.304228,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:31.467074,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:32.598525,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:33.756453,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:34.831435,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:36.004932,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:37.159203,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:38.286585,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:39.427054,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:40.550349,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:41.690050,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:42.856723,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:44.019518,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:45.241861,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:46.474509,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:47.698862,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:48.921377,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:50.115800,"(2.6, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:51.317559,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:52.779817,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:54.021332,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:55.242437,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:56.476054,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:57.658469,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:12:58.848066,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:00.071049,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:01.243412,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:02.472469,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:03.757745,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:04.983383,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:06.182293,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:07.306522,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:08.538333,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:09.721050,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:10.889127,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:13:12.110104,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.425)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
