,Bonnies Cam,Three Rivers Nz,King Of Trumps Nz,Arnold Street,Yep Got Chooks,Williewa Lightning,Shadow Minister Nz,Might As Well Nz,Be Rock Hard Nz
06-01-2023 16:14:20.183060,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:21.415262,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:22.621059,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:23.827185,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:25.024028,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:26.248027,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:27.513444,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:28.744170,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:29.854134,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:30.961629,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:32.101443,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:33.268104,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:34.425135,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:35.541462,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:36.648386,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:37.751611,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:38.873682,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:40.023473,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:41.115965,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:42.200539,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:43.350920,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:44.555279,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:45.785512,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:46.916866,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:48.101139,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:49.318127,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:50.505573,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:51.713673,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:52.907082,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:54.098436,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:55.295545,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:56.400892,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:57.495886,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:58.660541,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:14:59.813595,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:00.946090,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:02.058419,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 69.6)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:03.164654,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 70.0)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:04.295741,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 70.0)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:05.542174,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 70.0)","(6.0, 10.0, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:06.684293,"(2.7, 4.7, 4.011111111111111)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 71.66666666666667)","(6.0, 9.8, 8.893333333333334)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:07.864444,"(2.7, 4.7, 4.011111111111111)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 71.66666666666667)","(6.0, 9.8, 8.893333333333334)","(71.0, 210.0, 147.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:08.992636,"(2.7, 4.7, 4.011111111111111)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 71.66666666666667)","(6.0, 9.8, 8.893333333333334)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:10.143299,"(2.7, 4.7, 4.011111111111111)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 71.66666666666667)","(6.0, 9.8, 8.893333333333334)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:11.423637,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 10.0, 9.446153846153846)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:12.660032,"(2.7, 4.6, 3.875)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:13.862495,"(2.7, 4.6, 3.875)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.6)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:15.127226,"(2.7, 4.5, 3.99375)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.4, 8.600000000000001)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:16.243093,"(2.7, 4.5, 3.99375)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.4, 8.600000000000001)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:17.419979,"(2.7, 4.5, 3.99375)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.4, 8.600000000000001)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:18.645156,"(2.7, 4.5, 3.99375)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.4, 9.333333333333332)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:19.772596,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 9.333333333333332)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:20.900127,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 9.333333333333332)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:22.058340,"(2.7, 4.8, 3.9749999999999996)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 9.333333333333332)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:23.170341,"(2.7, 4.7, 3.925)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.746666666666666)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:24.297403,"(2.7, 4.6, 3.9555555555555553)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.746666666666666)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:25.425376,"(2.7, 4.6, 3.9555555555555553)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.746666666666666)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:26.563249,"(2.7, 4.6, 3.9555555555555553)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.746666666666666)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:27.668168,"(2.7, 4.6, 3.9555555555555553)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.746666666666666)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:28.786301,"(2.7, 4.6, 3.9555555555555553)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 72.85714285714286)","(6.0, 9.6, 8.746666666666666)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:29.960736,"(2.7, 4.6, 3.9555555555555553)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 57.27272727272727)","(6.0, 9.6, 8.453333333333333)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:31.175430,"(2.7, 4.4, 4.132142857142857)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 57.27272727272727)","(6.0, 9.2, 8.453333333333333)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:32.406117,"(2.7, 4.4, 4.132142857142857)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 80.0, 60.0)","(6.0, 9.2, 8.453333333333333)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:33.627980,"(2.7, 4.4, 4.132142857142857)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.2, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:34.779609,"(2.7, 4.7, 4.461538461538462)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:35.901133,"(2.7, 4.7, 4.461538461538462)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:37.039278,"(2.7, 4.7, 4.325)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:38.238934,"(2.7, 4.7, 4.325)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:39.458481,"(2.7, 4.7, 4.325)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:40.630683,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:41.722907,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:42.792382,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 49.2)","(6.0, 9.4, 9.2125)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:43.962781,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:45.168306,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:46.391001,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:47.585933,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:48.695515,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:49.863938,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:51.073992,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:52.303126,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:53.566431,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:54.768724,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:55.919617,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:57.004483,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:15:58.189056,"(2.7, 4.7, 4.366666666666667)","(3.1, 99999, 99990)","(81.0, 99999, 99990)","(31.0, 75.0, 41.55555555555556)","(6.0, 9.4, 9.15)","(71.0, 210.0, 191.42857142857144)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
