,A Lot Of Booty,Gold Flash,Granite Prince,Red Deception,Time To Star,Zephalong,Sightseer,Worthy Essgee,Alcamo Beach,Serigala,Better Off Single
08-01-2023 13:22:41.396197,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 46.0, 41.333333333333336)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.63)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.0, 6.4947368421052625)","(21.0, 36.0, 30.0)"
08-01-2023 13:22:42.802734,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 46.0, 41.333333333333336)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.63)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.4947368421052625)","(21.0, 36.0, 30.0)"
08-01-2023 13:22:44.268878,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 46.0, 41.333333333333336)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.4947368421052625)","(21.0, 36.0, 30.0)"
08-01-2023 13:22:45.671850,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 46.0, 41.333333333333336)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 36.0, 30.0)"
08-01-2023 13:22:47.167467,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 46.0, 41.333333333333336)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 36.0, 30.0)"
08-01-2023 13:22:48.553981,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 46.0, 64.0)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 36.0, 30.0)"
08-01-2023 13:22:50.088940,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 80.0, 64.0)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 36.0, 30.666666666666668)"
08-01-2023 13:22:51.602742,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 80.0, 53.5)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 34.0, 26.5)"
08-01-2023 13:22:53.121835,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 75.0, 53.5)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 34.0, 26.5)"
08-01-2023 13:22:54.495275,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 75.0, 53.5)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.6171428571428574)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 34.0, 26.5)"
08-01-2023 13:22:55.883013,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 75.0, 53.5)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.7125000000000004)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 5.9)","(21.0, 34.0, 26.5)"
08-01-2023 13:22:57.336096,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 24.666666666666668)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 75.0, 53.5)","(41.0, 90.0, 72.5)","(2.2, 2.72, 2.8055172413793104)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.027272727272727)","(21.0, 34.0, 26.5)"
08-01-2023 13:22:58.834996,"(3.9, 4.9, 4.770588235294118)","(16.0, 36.0, 23.833333333333332)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 75.0, 51.0)","(41.0, 90.0, 72.5)","(2.2, 2.82, 2.81)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.027272727272727)","(21.0, 34.0, 26.5)"
08-01-2023 13:23:00.378223,"(3.9, 4.9, 4.770588235294118)","(16.0, 48.0, 23.833333333333332)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 70.0, 51.0)","(41.0, 90.0, 72.5)","(2.2, 2.82, 2.814814814814815)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.027272727272727)","(21.0, 34.0, 26.5)"
08-01-2023 13:23:01.834099,"(3.9, 4.9, 4.770588235294118)","(16.0, 48.0, 32.5)","(51.0, 100.0, 73.33333333333333)","(13.0, 18.0, 16.25)","(21.0, 70.0, 47.2)","(41.0, 90.0, 72.5)","(2.2, 2.82, 2.784)","(20.0, 44.0, 37.6)","(31.0, 80.0, 66.5)","(4.2, 6.6, 6.15)","(21.0, 34.0, 26.5)"
08-01-2023 13:23:03.239501,"(3.9, 4.9, 4.770588235294118)","(16.0, 46.0, 32.5)","(51.0, 100.0, 84.0)","(13.0, 18.0, 16.25)","(21.0, 70.0, 53.714285714285715)","(41.0, 90.0, 72.5)","(2.2, 2.8, 2.784)","(20.0, 44.0, 36.5)","(31.0, 80.0, 59.6)","(4.2, 6.6, 6.15)","(21.0, 34.0, 26.5)"
08-01-2023 13:23:04.678348,"(3.9, 4.9, 4.770588235294118)","(16.0, 46.0, 32.5)","(51.0, 100.0, 84.0)","(13.0, 18.0, 16.25)","(21.0, 70.0, 53.714285714285715)","(41.0, 90.0, 72.5)","(2.2, 2.8, 2.784)","(20.0, 44.0, 36.5)","(31.0, 80.0, 59.6)","(4.2, 6.6, 6.1)","(21.0, 34.0, 26.5)"
08-01-2023 13:23:06.125698,"(3.9, 4.9, 4.770588235294118)","(16.0, 46.0, 34.0)","(51.0, 100.0, 84.0)","(13.0, 18.0, 16.8)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.8, 2.715454545454546)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.4, 5.933333333333334)","(21.0, 34.0, 26.666666666666668)"
08-01-2023 13:23:07.581117,"(3.9, 4.9, 4.85)","(16.0, 46.0, 33.0)","(51.0, 100.0, 112.5)","(13.0, 18.0, 16.8)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.74, 2.715454545454546)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 5.933333333333334)","(21.0, 28.0, 26.666666666666668)"
08-01-2023 13:23:09.060806,"(3.9, 4.9, 4.85)","(16.0, 44.0, 33.0)","(51.0, 130.0, 112.5)","(13.0, 18.0, 17.0)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.74, 2.7123076923076925)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 26.333333333333332)"
08-01-2023 13:23:10.510493,"(3.9, 4.9, 4.85)","(16.0, 44.0, 33.0)","(51.0, 130.0, 112.5)","(13.0, 18.0, 17.0)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.74, 2.7123076923076925)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.0)"
08-01-2023 13:23:11.948480,"(3.9, 4.9, 4.85)","(16.0, 44.0, 33.0)","(51.0, 130.0, 112.5)","(13.0, 18.0, 17.0)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.74, 2.7027586206896554)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.0)"
08-01-2023 13:23:13.448750,"(3.9, 4.9, 4.85)","(16.0, 44.0, 33.0)","(51.0, 130.0, 112.5)","(13.0, 18.0, 17.0)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.74, 2.7027586206896554)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.0)"
08-01-2023 13:23:14.933022,"(3.9, 4.9, 4.85)","(16.0, 44.0, 33.0)","(51.0, 130.0, 112.5)","(13.0, 18.0, 16.8)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.74, 2.700625)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.0)"
08-01-2023 13:23:16.379129,"(3.9, 4.9, 4.85)","(16.0, 44.0, 33.0)","(51.0, 130.0, 112.5)","(13.0, 18.0, 16.8)","(21.0, 70.0, 44.5)","(41.0, 90.0, 72.5)","(2.2, 2.74, 2.700625)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.0)"
08-01-2023 13:23:17.931930,"(3.9, 4.9, 4.85)","(16.0, 44.0, 35.2)","(51.0, 130.0, 132.5)","(13.0, 18.0, 16.8)","(21.0, 70.0, 47.333333333333336)","(41.0, 90.0, 83.0)","(2.2, 2.74, 2.603809523809524)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.75)"
08-01-2023 13:23:19.464361,"(3.9, 4.9, 4.85)","(16.0, 44.0, 35.2)","(51.0, 200.0, 132.5)","(13.0, 18.0, 16.8)","(21.0, 70.0, 47.333333333333336)","(41.0, 90.0, 83.0)","(2.2, 2.68, 2.63)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.75)"
08-01-2023 13:23:20.984470,"(3.9, 4.9, 4.85)","(16.0, 44.0, 35.2)","(51.0, 200.0, 132.5)","(13.0, 18.0, 16.8)","(21.0, 70.0, 47.333333333333336)","(41.0, 90.0, 83.0)","(2.2, 2.66, 2.63)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.75)"
08-01-2023 13:23:22.469091,"(3.9, 4.9, 4.85)","(16.0, 44.0, 35.2)","(51.0, 200.0, 142.14285714285714)","(13.0, 18.0, 17.0)","(21.0, 70.0, 47.333333333333336)","(41.0, 90.0, 84.16666666666666)","(2.2, 2.66, 2.63)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:24.025362,"(3.9, 4.9, 4.85)","(16.0, 44.0, 35.2)","(51.0, 200.0, 136.42857142857144)","(13.0, 18.0, 17.0)","(21.0, 70.0, 47.333333333333336)","(41.0, 90.0, 84.16666666666666)","(2.2, 2.66, 2.63)","(20.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.2, 6.2, 6.0)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:25.507640,"(3.9, 4.9, 4.85)","(17.0, 44.0, 35.2)","(61.0, 190.0, 136.42857142857144)","(13.0, 18.0, 17.0)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.66, 2.63)","(21.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 6.0)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:27.079690,"(3.9, 4.9, 4.85)","(17.0, 44.0, 35.2)","(61.0, 190.0, 136.42857142857144)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.66, 2.63)","(21.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 6.0)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:28.757886,"(3.9, 4.9, 4.85)","(17.0, 44.0, 35.2)","(61.0, 190.0, 96.25)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.66, 2.63)","(21.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 6.0)","(21.0, 28.0, 27.375)"
08-01-2023 13:23:30.562278,"(3.9, 4.9, 4.85)","(17.0, 44.0, 35.2)","(61.0, 190.0, 136.42857142857144)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.66, 2.63)","(21.0, 44.0, 35.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.333333333333332)"
08-01-2023 13:23:32.212631,"(3.9, 4.9, 4.85)","(17.0, 44.0, 35.2)","(61.0, 190.0, 136.42857142857144)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.66, 2.63)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.333333333333332)"
08-01-2023 13:23:33.943074,"(3.9, 4.9, 4.85)","(17.0, 44.0, 35.2)","(61.0, 190.0, 136.42857142857144)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.66, 2.63)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.333333333333332)"
08-01-2023 13:23:35.820294,"(3.9, 4.9, 4.85)","(17.0, 44.0, 35.2)","(61.0, 190.0, 148.33333333333331)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.66, 2.6036363636363635)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 6.022222222222222)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:37.905884,"(3.9, 4.9, 4.781818181818182)","(17.0, 44.0, 35.2)","(61.0, 190.0, 148.33333333333331)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6036363636363635)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:39.582962,"(3.9, 5.0, 4.781818181818182)","(17.0, 44.0, 35.2)","(61.0, 190.0, 148.33333333333331)","(13.0, 18.0, 17.333333333333332)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6036363636363635)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:41.196849,"(3.9, 5.0, 4.715)","(17.0, 44.0, 35.2)","(61.0, 190.0, 148.33333333333331)","(13.0, 18.0, 16.666666666666668)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6036363636363635)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:42.823236,"(3.9, 4.8, 4.325)","(17.0, 44.0, 35.2)","(61.0, 190.0, 148.33333333333331)","(13.0, 18.0, 15.357142857142858)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6036363636363635)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:44.430106,"(3.9, 4.7, 4.316666666666666)","(17.0, 44.0, 35.2)","(61.0, 190.0, 130.71428571428572)","(13.0, 17.5, 15.357142857142858)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6036363636363635)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:45.984078,"(3.9, 4.7, 4.316666666666666)","(17.0, 44.0, 35.2)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.5, 15.357142857142858)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6036363636363635)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:47.579760,"(3.9, 4.7, 4.316666666666666)","(17.0, 44.0, 35.2)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.5, 15.1)","(26.0, 70.0, 47.333333333333336)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6032)","(21.0, 44.0, 32.0)","(31.0, 80.0, 57.5)","(4.4, 6.2, 5.933333333333334)","(21.0, 28.0, 27.77777777777778)"
08-01-2023 13:23:49.162655,"(3.9, 4.7, 4.316666666666666)","(17.0, 44.0, 36.0)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.5, 15.1)","(26.0, 70.0, 52.0)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.6032)","(21.0, 44.0, 33.333333333333336)","(31.0, 80.0, 72.875)","(4.4, 6.4, 5.9714285714285715)","(21.0, 40.0, 43.6)"
08-01-2023 13:23:50.782275,"(3.9, 4.7, 4.38)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.5, 15.166666666666666)","(26.0, 70.0, 52.0)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.68, 2.486666666666667)","(21.0, 44.0, 33.333333333333336)","(31.0, 80.0, 58.4)","(4.4, 6.4, 6.04)","(21.0, 48.0, 43.6)"
08-01-2023 13:23:52.404305,"(3.9, 4.6, 4.449999999999999)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.5, 15.75)","(26.0, 70.0, 52.0)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.6, 2.5028571428571427)","(21.0, 44.0, 33.333333333333336)","(31.0, 80.0, 59.6)","(4.4, 6.2, 6.04)","(21.0, 48.0, 43.6)"
08-01-2023 13:23:54.008922,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.0, 15.214285714285714)","(26.0, 70.0, 52.0)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.6, 2.5028571428571427)","(21.0, 44.0, 33.333333333333336)","(31.0, 80.0, 59.6)","(4.4, 6.2, 6.04)","(21.0, 46.0, 40.54545454545455)"
08-01-2023 13:23:55.565831,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.0, 15.214285714285714)","(26.0, 70.0, 52.0)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.6, 2.501818181818182)","(21.0, 44.0, 33.333333333333336)","(31.0, 80.0, 59.6)","(4.4, 6.2, 6.04)","(21.0, 46.0, 40.54545454545455)"
08-01-2023 13:23:57.163656,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.0, 15.214285714285714)","(26.0, 70.0, 52.0)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.6, 2.501818181818182)","(21.0, 44.0, 33.333333333333336)","(31.0, 80.0, 60.5)","(4.4, 6.2, 6.04)","(21.0, 46.0, 40.4)"
08-01-2023 13:23:58.780989,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.0, 16.833333333333332)","(26.0, 70.0, 52.0)","(51.0, 90.0, 84.16666666666666)","(2.25, 2.6, 2.501818181818182)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.04)","(21.0, 44.0, 40.4)"
08-01-2023 13:24:00.423913,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.5, 16.8)","(26.0, 70.0, 52.0)","(51.0, 90.0, 85.625)","(2.25, 2.6, 2.486315789473684)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.04)","(21.0, 44.0, 40.4)"
08-01-2023 13:24:02.010541,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 32.5)","(61.0, 180.0, 130.71428571428572)","(13.0, 17.5, 16.8)","(26.0, 70.0, 52.0)","(51.0, 90.0, 85.625)","(2.25, 2.6, 2.486315789473684)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.04)","(21.0, 42.0, 38.8)"
08-01-2023 13:24:03.634093,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 26.75)","(61.0, 180.0, 117.5)","(13.0, 17.5, 16.8)","(26.0, 70.0, 52.0)","(51.0, 90.0, 75.0)","(2.25, 2.6, 2.486315789473684)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.04)","(21.0, 42.0, 38.8)"
08-01-2023 13:24:05.228800,"(4.0, 4.6, 4.449999999999999)","(17.0, 44.0, 33.6)","(61.0, 170.0, 100.0)","(13.0, 17.5, 15.214285714285714)","(26.0, 70.0, 52.0)","(51.0, 90.0, 75.0)","(2.25, 2.6, 2.4852173913043476)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.04)","(21.0, 42.0, 38.8)"
08-01-2023 13:24:06.814502,"(4.0, 4.6, 4.449999999999999)","(17.0, 42.0, 30.0)","(61.0, 160.0, 96.66666666666667)","(13.0, 17.0, 15.5)","(26.0, 70.0, 41.2)","(51.0, 90.0, 75.0)","(2.25, 2.6, 2.533333333333333)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.076923076923077)","(21.0, 42.0, 36.666666666666664)"
08-01-2023 13:24:08.456768,"(4.0, 4.7, 4.295238095238095)","(17.0, 42.0, 30.0)","(61.0, 150.0, 96.66666666666667)","(13.0, 16.5, 15.5)","(26.0, 70.0, 41.2)","(51.0, 90.0, 75.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.076923076923077)","(21.0, 42.0, 36.666666666666664)"
08-01-2023 13:24:10.071382,"(4.0, 4.7, 4.449999999999999)","(17.0, 42.0, 30.0)","(61.0, 150.0, 96.66666666666667)","(13.0, 16.5, 15.954545454545453)","(26.0, 70.0, 41.2)","(51.0, 90.0, 75.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 60.5)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 13:24:11.656073,"(4.0, 4.6, 4.449999999999999)","(17.0, 42.0, 30.0)","(61.0, 150.0, 96.66666666666667)","(13.0, 16.5, 16.07142857142857)","(26.0, 70.0, 41.2)","(51.0, 90.0, 75.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 33.333333333333336)","(31.0, 75.0, 58.0)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 13:24:13.233965,"(4.0, 4.6, 4.449999999999999)","(17.0, 42.0, 30.0)","(61.0, 150.0, 96.66666666666667)","(13.0, 16.5, 16.07142857142857)","(26.0, 70.0, 41.2)","(51.0, 90.0, 75.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 33.333333333333336)","(31.0, 70.0, 58.0)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 13:24:14.788154,"(4.0, 4.6, 4.449999999999999)","(17.0, 42.0, 30.0)","(61.0, 150.0, 96.66666666666667)","(13.0, 16.5, 15.25)","(26.0, 70.0, 41.2)","(51.0, 90.0, 75.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 33.333333333333336)","(31.0, 70.0, 58.0)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 13:24:16.389177,"(4.0, 4.6, 4.475)","(17.0, 42.0, 30.0)","(61.0, 150.0, 96.66666666666667)","(13.0, 16.5, 15.5)","(26.0, 70.0, 41.2)","(51.0, 90.0, 75.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 33.333333333333336)","(31.0, 70.0, 58.0)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 13:24:17.968766,"(4.0, 4.7, 4.345833333333333)","(17.0, 42.0, 36.83333333333333)","(61.0, 150.0, 112.0)","(13.0, 16.5, 15.5)","(26.0, 70.0, 48.5)","(51.0, 90.0, 80.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 37.6)","(31.0, 70.0, 58.0)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 34.333333333333336)"
08-01-2023 13:24:19.722704,"(4.0, 4.7, 4.345833333333333)","(17.0, 40.0, 36.83333333333333)","(61.0, 140.0, 112.0)","(13.0, 16.5, 15.5)","(26.0, 65.0, 48.5)","(51.0, 90.0, 80.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 37.6)","(31.0, 70.0, 58.0)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 32.5)"
08-01-2023 13:24:21.797302,"(4.0, 4.7, 4.385185185185185)","(17.0, 40.0, 33.14285714285714)","(61.0, 140.0, 106.0)","(13.0, 16.5, 15.5)","(26.0, 65.0, 48.5)","(51.0, 90.0, 80.0)","(2.25, 2.58, 2.533333333333333)","(21.0, 44.0, 37.6)","(31.0, 70.0, 58.0)","(4.4, 6.2, 6.076923076923077)","(21.0, 38.0, 32.5)"
